Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Aubrayo Franklin,DT,28.011,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,1,FranAu20
Scott Fujita,SLB,29.132,2008-09-07,NFL,NOR,,TAM,W 24-20,1,1,Sun,1,2,0,1,FujiSc20
Omar Gaither,WILL,24.173,2008-09-07,NFL,PHI,,STL,W 38-3,1,1,Sun,0,0,0,1,GaitOm20
Chris Gamble,LCB,25.180,2008-09-07,NFL,CAR,@,SDG,W 26-24,1,1,Sun,0,0,0,2,GambCh20
Randall Gay,LCB,26.125,2008-09-07,NFL,NOR,,TAM,W 24-20,1,1,Sun,0,0,0,1,GayxRa20
Jabari Greer,RCB,26.209,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,0,0,1,GreeJa22
Steve Gregory,CB-S,25.243,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,0,0,0,1,GregSt20
Tamba Hali,RDE,24.309,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,0,0,0,1,HaliTa20
Leon Hall,RCB,23.273,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,0,0,3,HallLe98
Nick Harper,LCB,33.363,2008-09-07,NFL,TEN,,JAX,W 17-10,1,1,Sun,0,0,0,1,HarpNi20
Derrick Harvey,DE,21.303,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,1,0,0,1,HarvDe99
Kelvin Hayden,LCB,25.046,2008-09-07,NFL,IND,,CHI,L 13-29,1,1,Sun,0,0,0,1,HaydKe20
Anthony Henry,RCB,31.309,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,0,0,0,1,HenrAn20
LeRoy Hill,LOLB,25.359,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,1,HillLe20
Tye Hill,LCB,26.096,2008-09-07,NFL,STL,@,PHI,L 3-38,1,1,Sun,0,0,0,1,HillTy20
Ellis Hobbs,RCB,25.114,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,1,3,0,1,HobbEl20
Chris Hope,SS,27.344,2008-09-07,NFL,TEN,,JAX,W 17-10,1,1,Sun,0,0,0,1,HopeCh21
Israel Idonije,DL,27.295,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,0,0,0,1,IdonIs20
Dexter Jackson,SS,31.041,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,0,0,1,JackDe20
Tanard Jackson,FS,23.048,2008-09-07,NFL,TAM,@,NOR,L 20-24,1,1,Sun,0,0,0,1,JackTa99
Quentin Jammer,LCB,29.080,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,0,0,0,1,JammQu20
Kelly Jennings,RCB,25.282,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,1,JennKe20
Brandon Johnson,LB,25.155,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,0,0,1,JohnBr20
Adam Jones,LCB,24.343,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,0,0,0,1,JonePa20
Dhani Jones,MLB,30.198,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,0,0,1,JoneDh20
Johnathan Joseph,LCB,24.144,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,0,0,3,JoseJo20
Chris Kelsay,LDE,28.312,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,0,0,1,KelsCh21
Paris Lenon,MLB,30.286,2008-09-07,NFL,DET,@,ATL,L 21-34,1,1,Sun,0,0,0,1,LenoPa20
Michael Lewis,SS,28.131,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,1,LewiMi99
Dwight Lowery,RCB,22.228,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,0,0,0,3,LoweDw99
Richard Marshall,CB,23.270,2008-09-07,NFL,CAR,@,SDG,W 26-24,1,1,Sun,0,0,0,1,MarsRi20
Chris McAlister,LCB,31.085,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,1,16,0,1,McAlCh00
Brandon McDonald,RCB,23.012,2008-09-07,NFL,CLE,,DAL,L 10-28,1,1,Sun,0,0,0,1,McDoBr99
Ray McDonald,RDE,23.353,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,1,McDoRa99
Terrence McGee,LCB,27.329,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,1,0,0,3,McGeTe99
Brandon McGowan,S,24.357,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,0,0,0,1,McGoBr21
Lawyer Milloy,SS,34.298,2008-09-07,NFL,ATL,,DET,W 34-21,1,1,Sun,1,38,0,1,MillLa00
Haloti Ngata,RDE,24.230,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,0,0,0,1,NgatHa20
Igor Olshansky,RDE,26.127,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,0,0,0,1,OlshIg20
Julian Peterson,ROLB,30.041,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,1,PeteJu00
Troy Polamalu,SS,27.141,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,1,0,0,1,PolaTr99
Tracy Porter,RCB,22.027,2008-09-07,NFL,NOR,,TAM,W 24-20,1,1,Sun,0,0,0,2,PortTr99
Paul Posluszny,LB,23.333,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,0,0,2,PoluPa99
Jay Ratliff,NT,27.009,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,0,0,0,1,RatlJa20
Ed Reed*,FS,29.362,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,0,0,0,1,ReedEd00
Jacques Reeves,RCB,25.335,2008-09-07,NFL,HOU,@,PIT,L 17-38,1,1,Sun,0,0,0,1,ReevJa20
Darrelle Revis,LCB,23.055,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,1,0,0,2,ReviDa99
Mark Roman,FS,31.165,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,1,RomaMa20
Brian Russell,FS,30.215,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,1,RussBr20
Asante Samuel,LCB,27.245,2008-09-07,NFL,PHI,,STL,W 38-3,1,1,Sun,0,0,0,3,SamuAs20
James Sanders,FS,24.301,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,0,0,0,1,SandJa21
Gerald Sensabaugh,S,25.086,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,1,23,0,1,SensGe20
Dwight Smith,SS,30.025,2008-09-07,NFL,DET,@,ATL,L 21-34,1,1,Sun,0,0,0,1,SmitDw20
Donald Strickland,CB,27.288,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,1,StriDo20
Marcus Stroud,LDT,30.074,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,0,0,2,StroMa01
Terrell Suggs,ROLB,25.332,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,0,0,0,2,SuggTe99
Patrick Surtain,LCB,32.080,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,0,0,0,1,SurtPa00
Lofa Tatupu,MLB,25.297,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,1,TatuLo99
Charles Tillman,LCB,27.197,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,0,0,0,1,TillCh20
Marcus Trufant,LCB,27.257,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,0,0,0,2,TrufMa20
Mike Vrabel,OLB,33.024,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,0,0,0,1,VrabMi20
Eric Weddle,FS,23.247,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,0,0,0,1,WeddEr99
Donte Whitner,SS,23.045,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,0,0,1,WhitDo20
Patrick Willis,RILB,23.226,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,0,0,0,2,WillPa98
Adrian Wilson,SS,28.331,2008-09-07,NFL,ARI,@,SFO,W 23-13,1,1,Sun,1,28,0,1,WilsAd99
LaMarr Woodley,LOLB,23.309,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,1,6,0,1,WoodLa99
Eric Wright,LCB,23.045,2008-09-07,NFL,CLE,,DAL,L 10-28,1,1,Sun,1,20,0,1,WrigEr99
Jared Allen,RDE,26.158,2008-09-08,NFL,MIN,@,GNB,L 19-24,1,1,Mon,0,0,0,1,AlleJa22
Atari Bigby,SS,26.355,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,1,7,0,1,BigbAt20
Dre' Bly,RCB,31.109,2008-09-08,NFL,DEN,@,OAK,W 41-14,1,1,Mon,0,0,0,1,BlyxDr00
Nick Collins,FS,25.023,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,0,0,0,1,CollNi20
Al Harris,RCB,33.276,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,0,0,0,1,HarrAl21
Marquand Manuel,SS,29.059,2008-09-08,NFL,DEN,@,OAK,W 41-14,1,1,Mon,0,0,0,1,ManuMa20
Brady Poppinga,SAM,28.353,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,0,0,0,1,PoppBr20
Charles Woodson,LCB,31.337,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,0,0,0,2,WoodCh00
Nnamdi Asomugha,CB,27.070,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,0,0,0,3,AsomNn20
Champ Bailey*,LCB,30.084,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,1,0,0,1,BailCh00
Ron Bartell,RCB,26.205,2008-09-14,NFL,STL,,NYG,L 13-41,2,2,Sun,0,0,0,1,BartRo20
Jon Beason,MLB,23.244,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,0,0,0,1,BeasJo99
H.B. Blades,SLB,23.350,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,1,BladH.99
Leigh Bodden,RCB,26.356,2008-09-14,NFL,DET,,GNB,L 25-48,2,2,Sun,0,0,0,3,BoddLe20
Tyvon Branch,S,21.278,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,1,36,0,1,BranTy99
Raheem Brock,LDE,30.096,2008-09-14,NFL,IND,@,MIN,W 18-15,2,2,Sun,0,0,0,1,BrocRa20
Alex Brown,RDE,29.102,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,0,0,0,1,BrowAl20
Tedy Bruschi,ILB,35.097,2008-09-14,NFL,NWE,@,NYJ,W 19-10,2,2,Sun,0,0,0,1,BrusTe99
Phillip Buchanon,LCB,27.361,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,0,0,0,2,BuchPh20
Antoine Cason,CB,22.067,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,1,10,0,2,CasoAn99
Kendrick Clancy,NT,29.363,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,0,0,0,1,ClanKe20
Ryan Clark,FS,28.338,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,0,0,0,1,ClarRy20
Nate Clements,CB,28.277,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,0,0,0,1,ClemNa99
Nick Collins,FS,25.029,2008-09-14,NFL,GNB,@,DET,W 48-25,2,2,Sun,1,42,1,1,CollNi20
Antonio Cromartie,RCB,24.152,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,0,0,0,1,CromAn20
Kevin Dockery,CB,24.250,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,0,0,0,1,DockKe20
Jo-Lonn Dunbar,SLB,23.185,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,0,0,0,2,DunbJo20
Demetric Evans,DE,29.011,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,1,EvanDe20
Cortland Finnegan,RCB,24.225,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,1,0,0,1,FinnCo20
Aaron Francisco,FS,25.071,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,0,0,0,1,FranAa20
Chris Gamble,LCB,25.187,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,0,0,0,2,GambCh20
Aaron Glenn,LCB,36.060,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,0,0,0,1,GlenAa00
Andre' Goodman,RCB,30.034,2008-09-14,NFL,MIA,@,ARI,L 10-31,2,2,Sun,0,0,0,1,GoodAn20
Charles Gordon,CB,24.058,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,1,0,0,1,GordCh20
Jabari Greer,RCB,26.216,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,0,0,0,2,GreeJa22
Steve Gregory,CB-S,25.250,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,0,0,0,1,GregSt20
Cedric Griffin,RCB,25.308,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,0,0,0,1,GrifCe20
Michael Griffin,FS,23.254,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,1,15,0,1,GrifMi99
Brent Grimes,LCB,25.057,2008-09-14,NFL,ATL,@,TAM,L 9-24,2,2,Sun,0,0,0,1,GrimBr20
DeAngelo Hall,CB,24.300,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,0,0,0,1,HallDe99
Nick Harper,LCB,34.004,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,0,0,0,1,HarpNi20
Al Harris,LCB,33.282,2008-09-14,NFL,GNB,@,DET,W 48-25,2,2,Sun,0,0,0,4,HarrAl21
Walt Harris,CB,34.035,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,1,1,0,3,HarrWa21
Kelvin Hayden,LCB,25.053,2008-09-14,NFL,IND,@,MIN,W 18-15,2,2,Sun,0,0,0,2,HaydKe20
Ellis Hobbs,RCB,25.121,2008-09-14,NFL,NWE,@,NYJ,W 19-10,2,2,Sun,0,0,0,2,HobbEl20
Vonnie Holliday,RDE,32.278,2008-09-14,NFL,MIA,@,ARI,L 10-31,2,2,Sun,0,0,0,1,HollVo20
Roderick Hood,LCB,26.347,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,0,0,0,1,HoodRo20
Chris Hope,SS,27.351,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,0,0,0,1,HopeCh21
Chris Horton,SS,23.260,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,2,10,0,2,HortCh99
Thomas Howard,ROLB,25.062,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,0,0,0,2,HowaTh20
Michael Huff,FS,25.192,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,0,0,0,2,HuffMi20
Quentin Jammer,LCB,29.087,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,0,0,0,1,JammQu20
Jason Jones,DL,22.114,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,0,0,0,1,JoneJa99
Johnathan Joseph,LCB,24.151,2008-09-14,NFL,CIN,,TEN,L 7-24,2,2,Sun,0,0,0,1,JoseJo20
LaRon Landry,FS,23.336,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,2,LandLa99
Paris Lenon,MLB,30.293,2008-09-14,NFL,DET,,GNB,L 25-48,2,2,Sun,0,0,0,1,LenoPa20
Ken Lucas,RCB,29.235,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,0,0,0,1,LucaKe20
Marlon McCree,FS,31.181,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,0,0,0,1,McCrMa20
Ray McDonald,DE,23.360,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,0,0,0,1,McDoRa99
Jerome McDougle,DE,29.274,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,0,0,0,1,McDoJe20
Bryant McFadden,RCB,26.298,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,1,0,0,3,McFaBr20
Terrence McGee,LCB,27.336,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,1,0,0,1,McGeTe99
Brandon Meriweather,DB,24.244,2008-09-14,NFL,NWE,@,NYJ,W 19-10,2,2,Sun,1,6,0,1,MeriBr99
Kirk Morrison,MLB,26.208,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,1,0,0,1,MorrKi20
Nedu Ndukwe,SS,23.194,2008-09-14,NFL,CIN,,TEN,L 7-24,2,2,Sun,0,0,0,1,NdukCh99
Chike Okeafor,SLB,32.171,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,0,0,0,1,OkeaCh20
Calvin Pace,OLB,27.322,2008-09-14,NFL,NYJ,,NWE,L 10-19,2,2,Sun,0,0,0,1,PaceCa20
Jarrad Page,FS,23.331,2008-09-14,NFL,KAN,,OAK,L 8-23,2,2,Sun,0,0,0,1,PageJa20
Karl Paymah,CB,25.290,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,0,0,0,1,PaymKa20
Shaun Phillips,OLB,27.124,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,0,0,0,1,PhilSh20
Sabby Piscitelli,S,25.021,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,1,22,0,1,PiscSa99
Troy Polamalu,SS,27.148,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,1,12,0,2,PolaTr99
Brodney Pool,FS,24.113,2008-09-14,NFL,CLE,,PIT,L 6-10,2,2,Sun,0,0,0,1,PoolBr20
Darrelle Revis,LCB,23.062,2008-09-14,NFL,NYJ,,NWE,L 10-19,2,2,Sun,0,0,0,1,ReviDa99
Dominique Rodgers-Cromartie,CB,22.160,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,0,0,0,1,RodgDo99
Mark Roman,FS,31.172,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,0,0,0,1,RomaMa20
Stanford Routt,CB,25.053,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,0,0,0,2,RoutSt20
Darren Sharper,SS,32.316,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,0,0,0,1,SharDa00
Fred Smoot,CB,28.055,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,1,SmooFr20
Marcus Stroud,LDT,30.081,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,0,0,0,2,StroMa01
Patrick Surtain,LCB,32.087,2008-09-14,NFL,KAN,,OAK,L 8-23,2,2,Sun,0,0,0,1,SurtPa00
Aqib Talib,CB,22.214,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,1,2,0,1,TaliAq99
Jason Taylor*,DE,34.013,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,1,TaylJa03
Charles Tillman,LCB,27.204,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,1,26,0,1,TillCh20
Leigh Torrence,CB,26.254,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,0,0,0,1,TorrLe20
Justin Tuck,LDE,25.169,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,1,41,1,1,TuckJu20
Jyles Tucker,OLB,24.362,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,0,0,0,1,TuckJy99
Brian Urlacher*,MLB,30.112,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,0,0,0,1,UrlaBr00
Jonathan Vilma,MLB,26.151,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,0,0,0,1,VilmJo99
Corey Webster,RCB,26.196,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,0,0,0,1,WebsCo20
Kevin Williams,UT,28.029,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,,,,1,WillKe98
Patrick Willis,ILB,23.233,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,1,86,1,1,WillPa98
Antoine Winfield,LCB,31.082,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,1,1,0,2,WinfAn20
Charles Woodson,MCB,31.343,2008-09-14,NFL,GNB,@,DET,W 48-25,2,2,Sun,2,41,1,4,WoodCh00
Eric Wright,LCB,23.052,2008-09-14,NFL,CLE,,PIT,L 6-10,2,2,Sun,0,0,0,1,WrigEr99
Brian Dawkins*,FS,34.338,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,0,0,0,1,DawkBr00
Mike Jenkins,CB,23.177,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,0,0,0,1,JenkMi99
Adam Jones,CB,24.351,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,0,0,0,1,JonePa20
Quintin Mikell,SS,27.365,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,0,0,0,1,MikeQu20
Asante Samuel,LCB,27.253,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,1,14,0,1,SamuAs20
Zach Thomas,MOLB,35.014,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,0,0,0,1,ThomZa01
Gaines Adams,RDE,25.105,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,1,45,1,1,AdamGa99
Mike Adams,SS,27.181,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,1,0,0,1,AdamMi21
Lorenzo Alexander,DT,25.113,2008-09-21,NFL,WAS,,ARI,W 24-17,3,3,Sun,0,0,0,1,AlexLo99
Mark Anderson,DE,25.118,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,0,0,0,2,AndeMa21
Champ Bailey*,LCB,30.091,2008-09-21,NFL,DEN,,NOR,W 34-32,3,3,Sun,0,0,0,1,BailCh00
Ron Bartell,SLB,26.212,2008-09-21,NFL,STL,@,SEA,L 13-37,3,3,Sun,0,0,0,1,BartRo20
Lance Briggs,WLB,27.314,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,1,3,0,3,BrigLa99
Alex Brown,RDE,29.109,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,0,0,0,1,BrowAl20
Mike Brown,FS,30.221,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,0,0,0,1,BrowMi99
Tarell Brown,CB,23.259,2008-09-21,NFL,SFO,,DET,W 31-13,3,3,Sun,1,1,0,1,BrowTa99
James Butler,SS,26.014,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,0,0,0,1,ButlJa20
Chris Canty,RDE,25.316,2008-09-21,NFL,DAL,@,GNB,W 27-16,3,3,Sun,0,0,0,1,CantCh21
Kevin Carter,LDE,35.000,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,0,0,0,1,CartKe00
Brandon Chillar,SAM,25.336,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,0,0,0,1,ChilBr20
Ryan Clark,FS,28.345,2008-09-21,NFL,PIT,@,PHI,L 6-15,3,3,Sun,0,0,0,1,ClarRy20
Barry Cofield,NT,24.186,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,0,0,0,1,CofiBa20
Erik Coleman,FS,26.138,2008-09-21,NFL,ATL,,KAN,W 38-14,3,3,Sun,1,16,0,1,ColeEr21
Nick Collins,FS,25.036,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,1,61,0,2,CollNi20
Jason David,CB,26.101,2008-09-21,NFL,NOR,@,DEN,L 32-34,3,3,Sun,0,0,0,1,DaviJa20
