Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Javorius Allen,RB,27.013,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,6,5,15,3.00,0,83.3%,2.50,AlleJa01
Keenan Allen,WR,26.135,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,11,8,108,13.50,1,72.7%,9.82,AlleKe00
Geronimo Allison,WR,24.234,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,8,5,69,13.80,1,62.5%,8.63,AlliGe01
Danny Amendola,WR,32.311,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,6,4,26,6.50,0,66.7%,4.33,AmenDa00
Mark Andrews,TE,22.003,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,4,3,31,10.33,0,75.0%,7.75,AndrMa00
Saquon Barkley,RB,21.212,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,6,2,22,11.00,0,33.3%,3.67,BarkSa00
Cole Beasley,WR,29.136,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,8,7,73,10.43,0,87.5%,9.13,BeasCo00
Odell Beckham,WR,25.308,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,15,11,111,10.09,0,73.3%,7.40,BeckOd00
Kelvin Benjamin,WR,27.216,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,7,1,10,10.00,0,14.3%,1.43,BenjKe00
Travis Benjamin,WR,28.254,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,5,1,1,1.00,0,20.0%,0.20,BenjTr00
Giovani Bernard,HB,26.291,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,BernGi00
Devontae Booker,RB,26.105,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,BookDe00
Tyler Boyd,WR,23.298,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,5,3,26,8.67,0,60.0%,5.20,BoydTy00
Nick Boyle,TE,25.204,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,6,3,40,13.33,0,50.0%,6.67,BoylNi00
Matt Breida,RB,23.193,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,2,1,5,5.00,0,50.0%,2.50,BreiMa00
Antonio Brown,WR,30.061,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,16,9,93,10.33,1,56.3%,5.81,BrowAn04
Jaron Brown,WR,28.244,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,3,1,7,7.00,0,33.3%,2.33,BrowJa03
John Brown,WR,28.159,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,4,3,44,14.67,1,75.0%,11.00,BrowJo02
Rex Burkhead,RB,28.069,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,3,1,5,5.00,0,33.3%,1.67,BurkRe00
Michael Burton,FB,26.220,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,BurtMi00
Trey Burton,TE,26.315,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,5,1,15,15.00,0,20.0%,3.00,BurtTr01
Jake Butt,TE,23.060,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,4,2,29,14.50,0,50.0%,7.25,ButtJa00
Austin Carr,WR,24.258,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,2,2,20,10.00,0,100.0%,10.00,CarrAu00
Chris Carson,RB,23.358,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,5,3,28,9.33,0,60.0%,5.60,CarsCh00
Randall Cobb,WR,28.018,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,10,9,142,15.78,1,90.0%,14.20,CobbRa00
Tarik Cohen,RB,23.045,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,4,3,16,5.33,0,75.0%,4.00,CoheTa00
Keelan Cole,WR,25.142,2018-09-09,NFL,JAX,@,NYG,W 20-15,1,1,Sun,4,3,54,18.00,0,75.0%,13.50,ColeKe00
Alex Collins,RB,24.014,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,CollAl00
Tyler Conklin,TE,23.041,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,ConkTy00
Chris Conley,WR,25.319,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,ConlCh00
James Conner,RB,23.127,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,6,5,57,11.40,0,83.3%,9.50,ConnJa00
Dalvin Cook,HB,23.030,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,7,6,55,9.17,0,85.7%,7.86,CookDa01
Michael Crabtree,WR,30.360,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,6,3,38,12.67,1,50.0%,6.33,CrabMi00
Jason Croom,TE,24.193,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,CrooJa00
Jamison Crowder,WR,25.084,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,4,3,32,10.67,0,75.0%,8.00,CrowJa00
Corey Davis,WR,23.241,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,13,6,62,10.33,0,46.2%,4.77,DaviCo03
Vernon Davis,TE,34.221,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,DaviVe00
James Develin,FB,30.048,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,4,4,22,5.50,0,100.0%,5.50,DeveJa00
Stefon Diggs,WR,24.284,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,6,3,43,14.33,1,50.0%,7.17,DiggSt00
Will Dissly,TE,22.063,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,5,3,105,35.00,1,60.0%,21.00,DissWi00
Josh Doctson,WR,25.280,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,3,1,11,11.00,0,33.3%,3.67,DoctJo00
Phillip Dorsett,WR,25.247,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,7,7,66,9.43,1,100.0%,9.43,DorsPh00
Jack Doyle,TE,28.127,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,10,7,60,8.57,0,70.0%,6.00,DoylJa00
Kenyan Drake,RB,24.226,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,4,3,18,6.00,0,75.0%,4.50,DrakKe00
Eric Ebron,TE,25.152,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,5,4,51,12.75,1,80.0%,10.20,EbroEr00
Chase Edmonds,RB,22.149,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,4,4,24,6.00,0,100.0%,6.00,EdmoCh00
Tyler Eifert,TE,28.001,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,3,3,44,14.67,0,100.0%,14.67,EifeTy00
Austin Ekeler,RB,23.115,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,5,5,87,17.40,1,100.0%,17.40,EkelAu00
Bruce Ellington,WR,27.018,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,8,4,37,9.25,1,50.0%,4.63,ElliBr00
Ezekiel Elliott,RB,23.049,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,4,3,17,5.67,0,75.0%,4.25,ElliEz00
Rhett Ellison,TE,29.341,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,1,1,16,16.00,0,100.0%,16.00,ElliRh00
Evan Engram,TE,24.007,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,5,2,18,9.00,0,40.0%,3.60,EngrEv00
Tyler Ervin,RB,24.337,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,ErviTy00
Mike Evans,WR,25.019,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,7,7,147,21.00,1,100.0%,21.00,EvanMi00
Darren Fells,TE,32.140,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,FellDa01
Larry Fitzgerald,WR,35.009,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,10,7,76,10.86,0,70.0%,7.60,FitzLa00
Leonard Fournette,RB,23.234,2018-09-09,NFL,JAX,@,NYG,W 20-15,1,1,Sun,3,3,14,4.67,0,100.0%,4.67,FourLe00
Devin Funchess,WR,24.111,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,5,3,41,13.67,0,60.0%,8.20,FuncDe00
Taylor Gabriel,WR,27.204,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,5,5,25,5.00,0,100.0%,5.00,GabrTa00
Wayne Gallman,RB,23.343,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,2,2,9,4.50,0,100.0%,4.50,GallWa00
Michael Gallup,WR,22.158,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,GallMi00
Pierre Garcon,WR,32.032,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,6,2,21,10.50,0,33.3%,3.50,GarcPi00
Antonio Gates,TE,38.083,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,3,2,16,8.00,0,66.7%,5.33,GateAn00
Mike Gesicki,TE,22.341,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,GesiMi00
Ted Ginn,WR,33.150,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,6,5,68,13.60,1,83.3%,11.33,GinnTe00
Chris Godwin,WR,22.194,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,4,3,41,13.67,1,75.0%,10.25,GodwCh00
Josh Gordon,WR,27.149,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,3,1,17,17.00,1,33.3%,5.67,GordJo02
Melvin Gordon,RB,25.149,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,13,9,102,11.33,0,69.2%,7.85,GordMe00
Jimmy Graham,TE,31.289,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,4,2,8,4.00,0,50.0%,2.00,GrahJi00
Jakeem Grant,WR,25.344,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,7,5,38,7.60,0,71.4%,5.43,GranJa00
Ryan Grant,WR,27.264,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,9,8,59,7.38,0,88.9%,6.56,GranRy01
A.J. Green,WR,30.040,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,8,6,92,15.33,1,75.0%,11.50,GreeA.00
Virgil Green,TE,30.037,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,2,2,21,10.50,0,100.0%,10.50,GreeVi00
Rob Gronkowski,TE,29.118,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,8,7,123,17.57,1,87.5%,15.38,GronRo00
Derrick Henry,RB,24.248,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,HenrDe00
Jeff Heuerman,TE,25.289,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,HeueJe00
Rashard Higgins,WR,23.337,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,3,1,38,38.00,0,33.3%,12.67,HiggRa00
Jeremy Hill,RB,25.324,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,HillJe01
Josh Hill,TE,28.111,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,HillJo02
Tyreek Hill,WR,24.192,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,8,7,169,24.14,2,87.5%,21.13,HillTy00
T.Y. Hilton,WR,28.299,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,11,5,46,9.20,1,45.5%,4.18,HiltT.00
Nyheim Hines,RB,21.301,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,9,7,33,4.71,0,77.8%,3.67,HineNy00
Chris Hogan,WR,30.320,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,5,1,11,11.00,0,20.0%,2.20,HogaCh00
Andre Holmes,WR,30.085,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,1,1,14,14.00,0,100.0%,14.00,HolmAn00
DeAndre Hopkins,WR,26.095,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,11,8,78,9.75,0,72.7%,7.09,HopkDe00
Jordan Howard,RB,23.311,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,5,5,25,5.00,0,100.0%,5.00,HowaJo00
O.J. Howard,TE,23.294,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,2,2,54,27.00,0,100.0%,27.00,HowaO.00
Adam Humphries,WR,25.077,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,5,3,27,9.00,0,60.0%,5.40,HumpAd00
Justin Hunter,WR,27.112,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,5,1,6,6.00,0,20.0%,1.20,HuntJu00
Allen Hurns,WR,26.301,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,3,1,20,20.00,0,33.3%,6.67,HurnAl01
Carlos Hyde,RB,27.354,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,HydeCa00
DeSean Jackson,WR,31.282,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,5,5,146,29.20,2,100.0%,29.20,JackDe00
Jesse James,TE,24.097,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,5,3,60,20.00,0,60.0%,12.00,JameJe00
David Johnson,RB,26.267,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,9,5,30,6.00,0,55.6%,3.33,JohnDa08
Duke Johnson,RB,24.351,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,6,1,8,8.00,0,16.7%,1.33,JohnDu00
Zay Jones,WR,23.163,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,6,3,26,8.67,0,50.0%,4.33,JoneZa00
Kyle Juszczyk,FB,27.139,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,2,1,56,56.00,0,50.0%,28.00,JuszKy00
Alvin Kamara,RB,23.046,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,12,9,112,12.44,1,75.0%,9.33,KamaAl00
Travis Kelce,TE,28.339,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,6,1,6,6.00,0,16.7%,1.00,KelcTr00
Lance Kendricks,TE,30.222,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,1,1,13,13.00,0,100.0%,13.00,KendLa00
Jeremy Kerley,WR,29.305,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,4,2,7,3.50,0,50.0%,1.75,KerlJe00
Christian Kirk,WR,21.295,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,2,1,4,4.00,0,50.0%,2.00,KirkCh01
George Kittle,TE,24.335,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,9,5,90,18.00,0,55.6%,10.00,KittGe00
Tyler Kroft,TE,25.329,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,KrofTy00
Jarvis Landry,WR,25.285,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,15,7,106,15.14,0,46.7%,7.07,LandJa00
Dion Lewis,RB,27.347,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,8,5,35,7.00,0,62.5%,4.38,LewiDi00
Phillip Lindsay,RB,24.047,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,3,2,31,15.50,1,66.7%,10.33,LindPh00
Tyler Lockett,WR,25.346,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,4,3,59,19.67,1,75.0%,14.75,LockTy00
Tre Madden,FB,25.024,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,1,1,7,7.00,0,100.0%,7.00,MaddTr01
Brandon Marshall,WR,34.170,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,6,3,46,15.33,1,50.0%,7.67,MarsBr00
Christian McCaffrey,RB,22.094,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,9,6,45,7.50,0,66.7%,5.00,McCaCh01
LeSean McCoy,RB,30.059,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,3,1,-1,-1.00,0,33.3%,-0.33,McCoLe01
Anthony Miller,WR,23.335,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,3,2,14,7.00,0,66.7%,4.67,MillAn02
Lamar Miller,RB,27.137,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,MillLa01
Joe Mixon,HB,22.047,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,7,5,54,10.80,0,71.4%,7.71,MixoJo00
Donte Moncrief,WR,25.034,2018-09-09,NFL,JAX,@,NYG,W 20-15,1,1,Sun,5,1,14,14.00,0,20.0%,2.80,MoncDo00
Ty Montgomery,RB,25.230,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,3,2,21,10.50,0,66.7%,7.00,MontTy01
Chris Moore,WR,25.085,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,MoorCh00
David Morgan,TE,25.113,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,MorgDa01
David Njoku,TE,22.061,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,7,3,13,4.33,0,42.9%,1.86,NjokDa00
Greg Olsen,TE,33.182,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,2,2,33,16.50,0,100.0%,16.50,OlseGr00
Zach Pascal,WR,23.265,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,1,1,18,18.00,0,100.0%,18.00,PascZa00
Cordarrelle Patterson,WR,27.176,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,PattCo00
Rashaad Penny,RB,22.219,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,5,4,35,8.75,0,80.0%,7.00,PennRa00
Adrian Peterson,RB,33.172,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,3,2,70,35.00,0,66.7%,23.33,PeteAd01
Dante Pettis,WR,22.321,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,5,2,61,30.50,1,40.0%,12.20,PettDa00
Jordan Reed,TE,28.068,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,5,4,48,12.00,1,80.0%,9.60,ReedJo02
Paul Richardson,WR,26.149,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,6,4,22,5.50,0,66.7%,3.67,RichPa01
Allen Robinson,WR,25.016,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,7,4,61,15.25,0,57.1%,8.71,RobiAl02
Jacquizz Rodgers,RB,28.215,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,1,1,2,2.00,0,100.0%,2.00,RodgJa00
Chester Rogers,WR,24.240,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,3,3,18,6.00,0,100.0%,6.00,RogeCh02
John Ross,WR,23.286,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,2,1,3,3.00,1,50.0%,1.50,RossJo00
Kyle Rudolph,TE,28.304,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,2,1,11,11.00,1,50.0%,5.50,RudoKy00
Emmanuel Sanders,WR,31.176,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,11,10,135,13.50,1,90.9%,12.27,SandEm00
Ricky Seals-Jones,TE,23.178,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,6,3,19,6.33,0,50.0%,3.17,SealRi00
Austin Seferian-Jenkins,TE,25.345,2018-09-09,NFL,JAX,@,NYG,W 20-15,1,1,Sun,5,3,25,8.33,0,60.0%,5.00,SefeAu00
Tajae Sharpe,WR,23.260,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,3,1,17,17.00,0,33.3%,5.67,SharTa00
Sterling Shepard,WR,25.211,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,7,5,48,9.60,0,71.4%,6.86,ShepSt00
Anthony Sherman,FB,29.272,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,1,1,36,36.00,1,100.0%,36.00,SherAn00
Dion Sims,TE,27.203,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,3,2,9,4.50,0,66.7%,3.00,SimsDi00
Jonnu Smith,TE,23.018,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,3,1,12,12.00,0,33.3%,4.00,SmitJo01
Torrey Smith,WR,29.226,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,2,1,15,15.00,0,50.0%,7.50,SmitTo02
JuJu Smith-Schuster,WR,21.291,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,8,5,119,23.80,0,62.5%,14.88,SmitJu00
Willie Snead,WR,25.327,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,6,4,49,12.25,1,66.7%,8.17,SneaWi00
Kenny Stills,WR,26.140,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,5,4,106,26.50,2,80.0%,21.20,StilKe00
Luke Stocker,TE,30.054,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,2,2,37,18.50,0,100.0%,18.50,StocLu00
Courtland Sutton,WR,22.334,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,5,2,45,22.50,0,40.0%,9.00,SuttCo00
Geoff Swaim,TE,24.358,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,4,3,18,6.00,0,75.0%,4.50,SwaiGe00
Erik Swoope,TE,26.124,2018-09-09,NFL,IND,,CIN,L 23-34,1,1,Sun,1,1,13,13.00,0,100.0%,13.00,SwooEr00
Trent Taylor,WR,24.132,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,6,4,28,7.00,0,66.7%,4.67,TaylTr02
Adam Thielen,WR,28.018,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,12,6,102,17.00,0,50.0%,8.50,ThieAd00
De'Anthony Thomas,WR,25.247,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,2,1,1,1.00,1,50.0%,0.50,ThomDe05
Demaryius Thomas,WR,30.258,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,10,6,63,10.50,1,60.0%,6.30,ThomDe03
Ian Thomas,TE,22.095,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,2,2,4,2.00,0,100.0%,2.00,ThomIa00
Jordan Thomas,TE,22.038,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,2,1,27,27.00,0,50.0%,13.50,ThomJo05
Logan Thomas,TE,27.070,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,2,1,24,24.00,0,50.0%,12.00,ThomLo00
Michael Thomas,WR,25.190,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,17,16,180,11.25,1,94.1%,10.59,ThomMi05
Chris Thompson,RB,27.324,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,7,6,63,10.50,1,85.7%,9.00,ThomCh03
Deonte Thompson,WR,29.207,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,5,3,27,9.00,0,60.0%,5.40,ThomDe04
Laquon Treadwell,WR,23.087,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,4,2,18,9.00,0,50.0%,4.50,TreaLa00
C.J. Uzomah,TE,25.238,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,UzomC.00
Nick Vannett,TE,25.187,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,VannNi00
Delanie Walker,TE,34.028,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,7,4,52,13.00,0,57.1%,7.43,WalkHu00
Spencer Ware,RB,26.290,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,WareSp00
Sammy Watkins,WR,25.087,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,5,3,21,7.00,0,60.0%,4.20,WatkSa00
