Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Jamal Jones,WR,21.120,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,1,27,27.00,0,JoneJa02
David Kircus,WR,26.203,2006-09-10,NFL,DEN,@,STL,L 10-18,1,1,Sun,2,38,19.00,0,KircDa00
Derrick Lewis,WR,30.315,2006-09-10,NFL,HOU,,PHI,L 10-24,1,1,Sun,1,27,27.00,0,LewiDe00
Wali Lundy,RB,23.002,2006-09-10,NFL,HOU,,PHI,L 10-24,1,1,Sun,1,19,19.00,0,LundWa00
Laurence Maroney,RB,21.217,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,3,59,19.67,0,MaroLa00
Terrence McGee,LCB,25.331,2006-09-10,NFL,BUF,@,NWE,L 17-19,1,1,Sun,4,110,27.50,0,McGeTe99
Justin Miller,RCB,22.208,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,3,89,29.67,0,MillJu99
Chad Morton,RB,29.159,2006-09-10,NFL,NYG,,IND,L 21-26,1,1,Sun,6,112,18.67,0,MortCh00
Montell Owens,RB,22.129,2006-09-10,NFL,JAX,,DAL,W 24-17,1,1,Sun,1,4,4.00,0,OwenMo01
Bruce Perry,RB,25.172,2006-09-10,NFL,PHI,@,HOU,W 24-10,1,1,Sun,3,57,19.00,0,PerrBr01
Tab Perry,WR,24.233,2006-09-10,NFL,CIN,@,KAN,W 23-10,1,1,Sun,2,48,24.00,0,PerrTa00
Michael Pittman,RB,31.027,2006-09-10,NFL,TAM,,BAL,L 0-27,1,1,Sun,5,121,24.20,0,PittMi00
Willie Ponder,WR,26.208,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,3,88,29.33,0,PondWi00
Jay Ratliff,DE,25.012,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,1,0,0.00,0,RatlJa20
J.R. Reed,S,24.211,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,2,51,25.50,0,ReedJ.20
Michael Robinson,RB,23.216,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,1,18,18.00,0,RobiMi00
Allen Rossum,CB,30.323,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,3,87,29.00,0,RossAl99
B.J. Sams,DB,25.316,2006-09-10,NFL,BAL,@,TAM,W 27-0,1,1,Sun,1,18,18.00,0,SamsB.00
Bo Scaife,TE,25.247,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,1,15,15.00,0,ScaiBo00
Tyson Thompson,RB,25.112,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,2,46,23.00,0,ThomTy00
Bobby Wade,WR,25.197,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,3,75,25.00,0,WadeBo00
Terrence Wilkins,WR,31.043,2006-09-10,NFL,IND,@,NYG,W 26-21,1,1,Sun,4,111,27.75,0,WilkTe00
DeAngelo Williams,RB,23.138,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,3,64,21.33,0,WillDe02
Ladell Betts,RB,27.015,2006-09-11,NFL,WAS,,MIN,L 16-19,1,1,Mon,1,27,27.00,0,BettLa00
Chris Carr,CB,23.134,2006-09-11,NFL,OAK,,SDG,L 0-27,1,1,Mon,5,126,25.20,0,CarrCh22
Rock Cartwright,RB,26.282,2006-09-11,NFL,WAS,,MIN,L 16-19,1,1,Mon,3,57,19.00,0,CartRo01
ReShard Lee,RB,25.334,2006-09-11,NFL,OAK,,SDG,L 0-27,1,1,Mon,1,17,17.00,0,LeexRe00
Michael Turner,RB,24.210,2006-09-11,NFL,SDG,@,OAK,W 27-0,1,1,Mon,1,20,20.00,0,TurnMi00
Troy Williamson,WR,23.134,2006-09-11,NFL,MIN,@,WAS,W 19-16,1,1,Mon,4,98,24.50,0,WillTr01
J.J. Arrington,RB,23.237,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,4,102,25.50,0,ArriJ.00
Mark Bruener,TE,34.001,2006-09-17,NFL,HOU,@,IND,L 24-43,2,2,Sun,1,8,8.00,0,BrueMa00
Chris Carr,CB,23.140,2006-09-17,NFL,OAK,@,BAL,L 6-28,2,2,Sun,7,206,29.43,0,CarrCh22
Ran Carthon,RB,25.219,2006-09-17,NFL,IND,,HOU,W 43-24,2,2,Sun,1,21,21.00,0,CartRa00
Rock Cartwright,RB,26.288,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,4,163,40.75,1,CartRo01
Cedric Cobbs,RB,25.251,2006-09-17,NFL,DEN,,KAN,W 9-6,2,2,Sun,1,0,0.00,0,CobbCe00
Casey Cramer,TE,24.255,2006-09-17,NFL,TEN,@,SDG,L 7-40,2,2,Sun,1,10,10.00,0,CramCa00
Josh Cribbs,WR,23.100,2006-09-17,NFL,CLE,@,CIN,L 17-34,2,2,Sun,5,109,21.80,0,CribJo01
Kevin Curtis,WR,28.062,2006-09-17,NFL,STL,@,SFO,L 13-20,2,2,Sun,1,21,21.00,0,CurtKe00
Rashied Davis,WR,27.055,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,1,19,19.00,0,DaviRa00
Eddie Drummond,WR,26.158,2006-09-17,NFL,DET,@,CHI,L 7-34,2,2,Sun,4,66,16.50,0,DrumEd00
Abram Elam,S,24.337,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,1,26,26.00,0,ElamAb20
Kevin Faulk,RB,30.104,2006-09-17,NFL,NWE,@,NYJ,W 24-17,2,2,Sun,1,26,26.00,0,FaulKe00
Dante Hall,WR,28.016,2006-09-17,NFL,KAN,@,DEN,L 6-9,2,2,Sun,2,59,29.50,0,HallDa00
Steve Heiden,TE,29.361,2006-09-17,NFL,CLE,@,CIN,L 17-34,2,2,Sun,1,11,11.00,0,HeidSt00
Maurice Hicks,RB,28.057,2006-09-17,NFL,SFO,,STL,W 20-13,2,2,Sun,2,78,39.00,0,HickMa00
Adam Jones,RCB,22.352,2006-09-17,NFL,TEN,@,SDG,L 7-40,2,2,Sun,2,50,25.00,0,JonePa20
Danieal Manning,S,24.039,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,1,20,20.00,0,MannDa21
Laurence Maroney,RB,21.224,2006-09-17,NFL,NWE,@,NYJ,W 24-17,2,2,Sun,2,65,32.50,0,MaroLa00
Terrence McGee,LCB,25.338,2006-09-17,NFL,BUF,@,MIA,W 16-6,2,2,Sun,1,22,22.00,0,McGeTe99
R.W. McQuarters,CB,29.270,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,1,17,17.00,0,McQuR.20
Justin Miller,RCB,22.215,2006-09-17,NFL,NYJ,,NWE,L 17-24,2,2,Sun,3,66,22.00,0,MillJu99
Mewelde Moore,RB,24.055,2006-09-17,NFL,MIN,,CAR,W 16-13,2,2,Sun,1,25,25.00,0,MoorMe00
Vernand Morency,RB,26.225,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,1,28,28.00,0,MoreVe00
Chad Morton,RB,29.166,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,4,86,21.50,0,MortCh00
Chad Mustard,TE,28.344,2006-09-17,NFL,DEN,,KAN,W 9-6,2,2,Sun,1,2,2.00,0,MustCh00
Tab Perry,WR,24.240,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,2,21,10.50,0,PerrTa00
Michael Pittman,RB,31.034,2006-09-17,NFL,TAM,@,ATL,L 3-14,2,2,Sun,2,35,17.50,0,PittMi00
Willie Ponder,WR,26.215,2006-09-17,NFL,SEA,,ARI,W 21-10,2,2,Sun,1,17,17.00,0,PondWi00
J.R. Reed,S,24.218,2006-09-17,NFL,STL,@,SFO,L 13-20,2,2,Sun,4,98,24.50,0,ReedJ.20
Koren Robinson,WR,26.182,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,4,73,18.25,0,RobiKo00
Michael Robinson,RB,23.223,2006-09-17,NFL,SFO,,STL,W 20-13,2,2,Sun,1,19,19.00,0,RobiMi00
Allen Rossum,CB,30.330,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,1,23,23.00,0,RossAl99
B.J. Sams,DB,25.323,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,4,163,40.75,0,SamsB.00
Edell Shepherd,WR,26.122,2006-09-17,NFL,HOU,@,IND,L 24-43,2,2,Sun,6,154,25.67,0,ShepEd00
Aaron Stecker,RB,30.308,2006-09-17,NFL,NOR,@,GNB,W 34-27,2,2,Sun,3,59,19.67,0,StecAa00
Tyson Thompson,RB,25.119,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,2,53,26.50,0,ThomTy00
Michael Turner,RB,24.216,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,2,26,13.00,0,TurnMi00
Bobby Wade,WR,25.204,2006-09-17,NFL,TEN,@,SDG,L 7-40,2,2,Sun,5,123,24.60,0,WadeBo00
Leon Washington,RB-KR,24.019,2006-09-17,NFL,NYJ,,NWE,L 17-24,2,2,Sun,1,23,23.00,0,WashLe00
Kenny Watson,HB,28.188,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,1,19,19.00,0,WatsKe00
Wes Welker,WR,25.139,2006-09-17,NFL,MIA,,BUF,L 6-16,2,2,Sun,4,101,25.25,0,WelkWe00
Terrence Wilkins,WR,31.050,2006-09-17,NFL,IND,,HOU,W 43-24,2,2,Sun,4,84,21.00,0,WilkTe00
DeAngelo Williams,RB,23.145,2006-09-17,NFL,CAR,@,MIN,L 13-16,2,2,Sun,4,86,21.50,0,WillDe02
Troy Williamson,WR,23.140,2006-09-17,NFL,MIN,,CAR,W 16-13,2,2,Sun,3,75,25.00,0,WillTr01
Dexter Wynn,CB,25.204,2006-09-17,NFL,PHI,,NYG,L 24-30,2,2,Sun,4,75,18.75,0,WynnDe20
Santonio Holmes,WR,22.199,2006-09-18,NFL,PIT,@,JAX,L 0-9,2,2,Mon,2,36,18.00,0,HolmSa00
Maurice Jones-Drew,RB/KR,21.179,2006-09-18,NFL,JAX,,PIT,W 9-0,2,2,Mon,1,21,21.00,0,DrewMa00
J.J. Arrington,RB,23.244,2006-09-24,NFL,ARI,,STL,L 14-16,3,3,Sun,4,84,21.00,0,ArriJ.00
Phillip Buchanon,CB,26.005,2006-09-24,NFL,HOU,,WAS,L 15-31,3,3,Sun,3,65,21.67,0,BuchPh20
Ran Carthon,RB,25.226,2006-09-24,NFL,IND,,JAX,W 21-14,3,3,Sun,1,0,0.00,0,CartRa00
Rock Cartwright,RB,26.295,2006-09-24,NFL,WAS,@,HOU,W 31-15,3,3,Sun,3,62,20.67,0,CartRo01
Casey Cramer,TE,24.262,2006-09-24,NFL,TEN,@,MIA,L 10-13,3,3,Sun,1,21,21.00,0,CramCa00
Josh Cribbs,WR,23.107,2006-09-24,NFL,CLE,,BAL,L 14-15,3,3,Sun,2,48,24.00,0,CribJo01
Rashied Davis,WR,27.062,2006-09-24,NFL,CHI,@,MIN,W 19-16,3,3,Sun,4,116,29.00,0,DaviRa00
Eddie Drummond,WR,26.165,2006-09-24,NFL,DET,,GNB,L 24-31,3,3,Sun,5,117,23.40,0,DrumEd00
Mike Furrey,WR,29.135,2006-09-24,NFL,DET,,GNB,L 24-31,3,3,Sun,1,23,23.00,0,FurrMi00
Devin Hester,CB,23.324,2006-09-24,NFL,CHI,@,MIN,W 19-16,3,3,Sun,1,13,13.00,0,HestDe99
Maurice Hicks,RB,28.064,2006-09-24,NFL,SFO,,PHI,L 24-38,3,3,Sun,2,35,17.50,0,HickMa00
Santonio Holmes,WR,22.205,2006-09-24,NFL,PIT,,CIN,L 20-28,3,3,Sun,1,26,26.00,0,HolmSa00
Brad Hoover,FB,29.317,2006-09-24,NFL,CAR,@,TAM,W 26-24,3,3,Sun,1,12,12.00,0,HoovBr00
Maurice Jones-Drew,RB/KR,21.185,2006-09-24,NFL,JAX,@,IND,L 14-21,3,3,Sun,4,109,27.25,0,DrewMa00
Travis Kirschke,DE,32.018,2006-09-24,NFL,PIT,,CIN,L 20-28,3,3,Sun,1,0,0.00,0,KirsTr20
Greg Lewis,WR,26.224,2006-09-24,NFL,PHI,@,SFO,W 38-24,3,3,Sun,1,28,28.00,0,LewiGr01
Wali Lundy,RB,23.016,2006-09-24,NFL,HOU,,WAS,L 15-31,3,3,Sun,2,42,21.00,0,LundWa00
Reno Mahe,RB,26.113,2006-09-24,NFL,PHI,@,SFO,W 38-24,3,3,Sun,1,2,2.00,0,MaheRe00
Laurence Maroney,RB,21.231,2006-09-24,NFL,NWE,,DEN,L 7-17,3,3,Sun,3,66,22.00,0,MaroLa00
Terrence McGee,LCB,25.345,2006-09-24,NFL,BUF,,NYJ,L 20-28,3,3,Sun,5,111,22.20,0,McGeTe99
Justin Miller,CB-KR,22.222,2006-09-24,NFL,NYJ,@,BUF,W 28-20,3,3,Sun,3,54,18.00,0,MillJu99
Quincy Morgan,WR,29.001,2006-09-24,NFL,DEN,@,NWE,W 17-7,3,3,Sun,1,12,12.00,0,MorgQu00
Chad Morton,RB,29.173,2006-09-24,NFL,NYG,@,SEA,L 30-42,3,3,Sun,6,164,27.33,0,MortCh00
Artose Pinner,RB,28.262,2006-09-24,NFL,MIN,,CHI,L 16-19,3,3,Sun,4,76,19.00,0,PinnAr00
Michael Pittman,RB,31.041,2006-09-24,NFL,TAM,,CAR,L 24-26,3,3,Sun,5,104,20.80,0,PittMi00
Willie Ponder,WR,26.222,2006-09-24,NFL,SEA,,NYG,W 42-30,3,3,Sun,4,108,27.00,0,PondWi00
J.R. Reed,S,24.225,2006-09-24,NFL,STL,@,ARI,W 16-14,3,3,Sun,1,20,20.00,0,ReedJ.20
Koren Robinson,WR,26.189,2006-09-24,NFL,GNB,@,DET,W 31-24,3,3,Sun,3,84,28.00,0,RobiKo00
Kenny Watson,HB,28.195,2006-09-24,NFL,CIN,@,PIT,W 28-20,3,3,Sun,5,106,21.20,0,WatsKe00
Wes Welker,WR,25.146,2006-09-24,NFL,MIA,,TEN,W 13-10,3,3,Sun,2,42,21.00,0,WelkWe00
Terrence Wilkins,WR,31.057,2006-09-24,NFL,IND,,JAX,W 21-14,3,3,Sun,2,30,15.00,0,WilkTe00
Brandon Williams,WR,22.212,2006-09-24,NFL,SFO,,PHI,L 24-38,3,3,Sun,4,85,21.25,0,WillBr01
DeAngelo Williams,RB,23.152,2006-09-24,NFL,CAR,@,TAM,W 26-24,3,3,Sun,3,70,23.33,0,WillDe02
Troy Williamson,WR,23.147,2006-09-24,NFL,MIN,,CHI,L 16-19,3,3,Sun,2,43,21.50,0,WillTr01
Dexter Wynn,CB,25.211,2006-09-24,NFL,PHI,@,SFO,W 38-24,3,3,Sun,1,19,19.00,0,WynnDe20
Jerious Norwood,RB,23.058,2006-09-25,NFL,ATL,@,NOR,L 3-23,3,3,Mon,2,69,34.50,0,NorwJe00
Allen Rossum,CB,30.338,2006-09-25,NFL,ATL,@,NOR,L 3-23,3,3,Mon,3,68,22.67,0,RossAl99
Aaron Stecker,RB,30.316,2006-09-25,NFL,NOR,,ATL,W 23-3,3,3,Mon,2,42,21.00,0,StecAa00
J.J. Arrington,RB,23.251,2006-10-01,NFL,ARI,@,ATL,L 10-32,4,4,Sun,8,125,15.63,0,ArriJ.00
Chris Baker,TE,26.317,2006-10-01,NFL,NYJ,,IND,L 28-31,4,4,Sun,1,11,11.00,0,BakeCh00
Tully Banta-Cain,LB,26.034,2006-10-01,NFL,NWE,@,CIN,W 38-13,4,4,Sun,1,16,16.00,0,BantTu20
Dre' Bly,RCB,29.132,2006-10-01,NFL,DET,@,STL,L 34-41,4,4,Sun,1,27,27.00,0,BlyxDr00
Kyle Brady,TE,34.260,2006-10-01,NFL,JAX,@,WAS,L 30-36,4,4,Sun,1,0,0.00,0,BradKy00
Chris Carr,CB,23.154,2006-10-01,NFL,OAK,,CLE,L 21-24,3,4,Sun,4,102,25.50,0,CarrCh22
Rock Cartwright,RB,26.302,2006-10-01,NFL,WAS,,JAX,W 36-30,4,4,Sun,5,150,30.00,0,CartRo01
Matt Chatham,LB,29.095,2006-10-01,NFL,NYJ,,IND,L 28-31,4,4,Sun,1,20,20.00,0,ChatMa20
Terrance Copper,WR,24.203,2006-10-01,NFL,NOR,@,CAR,L 18-21,4,4,Sun,1,17,17.00,0,CoppTe00
Casey Cramer,TE,24.269,2006-10-01,NFL,TEN,,DAL,L 14-45,4,4,Sun,1,6,6.00,0,CramCa00
Josh Cribbs,WR,23.114,2006-10-01,NFL,CLE,@,OAK,W 24-21,4,4,Sun,2,118,59.00,0,CribJo01
Antonio Cromartie,CB,22.169,2006-10-01,NFL,SDG,@,BAL,L 13-16,3,4,Sun,1,16,16.00,0,CromAn20
Rashied Davis,WR,27.069,2006-10-01,NFL,CHI,,SEA,W 37-6,4,4,Sun,3,77,25.67,0,DaviRa00
Darnell Dinkins,LB,29.254,2006-10-01,NFL,CLE,@,OAK,W 24-21,4,4,Sun,1,10,10.00,0,DinkDa00
Eddie Drummond,WR,26.172,2006-10-01,NFL,DET,@,STL,L 34-41,4,4,Sun,6,210,35.00,0,DrumEd00
Kevin Faulk,RB,30.118,2006-10-01,NFL,NWE,@,CIN,W 38-13,4,4,Sun,3,62,20.67,0,FaulKe00
Mario Haggan,LB,26.212,2006-10-01,NFL,BUF,,MIN,W 17-12,4,4,Sun,1,-1,-1.00,0,HaggMa20
Dante Hall,WR,28.030,2006-10-01,NFL,KAN,,SFO,W 41-0,3,4,Sun,1,22,22.00,0,HallDa00
Maurice Hicks,RB,28.071,2006-10-01,NFL,SFO,@,KAN,L 0-41,4,4,Sun,6,171,28.50,0,HickMa00
Adam Jones,RCB,23.001,2006-10-01,NFL,TEN,,DAL,L 14-45,4,4,Sun,1,5,5.00,0,JonePa20
Maurice Jones-Drew,RB/KR,21.192,2006-10-01,NFL,JAX,@,WAS,L 30-36,4,4,Sun,4,103,25.75,0,DrewMa00
Fred McCrary,FB,34.012,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,1,10,10.00,0,McCrFr00
Terrence McGee,LCB,25.352,2006-10-01,NFL,BUF,,MIN,W 17-12,4,4,Sun,2,37,18.50,0,McGeTe99
Justin Miller,RCB,22.229,2006-10-01,NFL,NYJ,,IND,L 28-31,4,4,Sun,3,171,57.00,1,MillJu99
Moran Norris,FB,28.107,2006-10-01,NFL,SFO,@,KAN,L 0-41,4,4,Sun,1,1,1.00,0,NorrMo00
Alvin Pearman,RB/KR,24.052,2006-10-01,NFL,JAX,@,WAS,L 30-36,4,4,Sun,2,38,19.00,0,PearAl00
Willie Ponder,WR,26.229,2006-10-01,NFL,SEA,@,CHI,L 6-37,4,4,Sun,7,167,23.86,0,PondWi00
J.R. Reed,S,24.232,2006-10-01,NFL,STL,,DET,W 41-34,4,4,Sun,4,74,18.50,0,ReedJ.20
Mike Rosenthal,T,29.113,2006-10-01,NFL,MIN,@,BUF,L 12-17,4,4,Sun,1,13,13.00,0,RoseMi20
Allen Rossum,CB,30.344,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,2,50,25.00,0,RossAl99
B.J. Sams,DB,25.337,2006-10-01,NFL,BAL,,SDG,W 16-13,4,4,Sun,4,97,24.25,0,SamsB.00
Bo Scaife,TE,25.268,2006-10-01,NFL,TEN,,DAL,L 14-45,4,4,Sun,1,18,18.00,0,ScaiBo00
Mike Sellers,FB,31.072,2006-10-01,NFL,WAS,,JAX,W 36-30,4,4,Sun,1,12,12.00,0,SellMi00
Edell Shepherd,WR,26.136,2006-10-01,NFL,HOU,,MIA,W 17-15,4,4,Sun,2,71,35.50,0,ShepEd00
Aaron Stecker,RB,30.322,2006-10-01,NFL,NOR,@,CAR,L 18-21,4,4,Sun,3,67,22.33,0,StecAa00
Tyson Thompson,RB,25.133,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,2,43,21.50,0,ThomTy00
Michael Turner,RB,24.230,2006-10-01,NFL,SDG,@,BAL,L 13-16,3,4,Sun,2,63,31.50,0,TurnMi00
Lawrence Vickers,FB,23.146,2006-10-01,NFL,CLE,@,OAK,W 24-21,4,4,Sun,1,16,16.00,0,VickLa00
Bobby Wade,WR,25.218,2006-10-01,NFL,TEN,,DAL,L 14-45,4,4,Sun,4,87,21.75,0,WadeBo00
Leon Washington,RB-KR,24.033,2006-10-01,NFL,NYJ,,IND,L 28-31,4,4,Sun,1,2,2.00,0,WashLe00
Kenny Watson,HB,28.202,2006-10-01,NFL,CIN,,NWE,L 13-38,4,4,Sun,3,73,24.33,0,WatsKe00
Wes Welker,WR,25.153,2006-10-01,NFL,MIA,@,HOU,L 15-17,4,4,Sun,2,53,26.50,0,WelkWe00
Terrence Wilkins,WR,31.064,2006-10-01,NFL,IND,@,NYJ,W 31-28,4,4,Sun,4,84,21.00,0,WilkTe00
DeAngelo Williams,RB,23.159,2006-10-01,NFL,CAR,,NOR,W 21-18,4,4,Sun,3,56,18.67,0,WillDe02
Troy Williamson,WR,23.154,2006-10-01,NFL,MIN,@,BUF,L 12-17,4,4,Sun,1,24,24.00,0,WillTr01
Robert Ferguson,WR,26.289,2006-10-02,NFL,GNB,@,PHI,L 9-31,4,4,Mon,3,74,24.67,0,FergRo00
Koren Robinson,WR,26.197,2006-10-02,NFL,GNB,@,PHI,L 9-31,4,4,Mon,3,56,18.67,0,RobiKo00
Dexter Wynn,CB,25.219,2006-10-02,NFL,PHI,,GNB,W 31-9,4,4,Mon,3,71,23.67,0,WynnDe20
J.J. Arrington,RB,23.258,2006-10-08,NFL,ARI,,KAN,L 20-23,5,5,Sun,6,166,27.67,0,ArriJ.00
Chris Carr,CB,23.161,2006-10-08,NFL,OAK,@,SFO,L 20-34,4,5,Sun,7,136,19.43,0,CarrCh22
Rock Cartwright,RB,26.309,2006-10-08,NFL,WAS,@,NYG,L 3-19,5,5,Sun,4,71,17.75,0,CartRo01
Terrance Copper,WR,24.210,2006-10-08,NFL,NOR,,TAM,W 24-21,5,5,Sun,2,41,20.50,0,CoppTe00
Josh Cribbs,WR,23.121,2006-10-08,NFL,CLE,@,CAR,L 12-20,5,5,Sun,4,119,29.75,0,CribJo01
Najeh Davenport,RB,27.242,2006-10-08,NFL,PIT,@,SDG,L 13-23,4,5,Sun,1,26,26.00,0,DaveNa00
Rashied Davis,WR,27.076,2006-10-08,NFL,CHI,,BUF,W 40-7,5,5,Sun,2,28,14.00,0,DaviRa00
Darnell Dinkins,LB,29.261,2006-10-08,NFL,CLE,@,CAR,L 12-20,5,5,Sun,1,14,14.00,0,DinkDa00
Eddie Drummond,WR,26.179,2006-10-08,NFL,DET,@,MIN,L 17-26,5,5,Sun,5,102,20.40,0,DrumEd00
Abram Elam,S,24.358,2006-10-08,NFL,DAL,@,PHI,L 24-38,4,5,Sun,1,25,25.00,0,ElamAb20
Kevin Faulk,RB,30.125,2006-10-08,NFL,NWE,,MIA,W 20-10,5,5,Sun,1,15,15.00,0,FaulKe00
Aaron Glenn,CB,34.084,2006-10-08,NFL,DAL,@,PHI,L 24-38,4,5,Sun,1,8,8.00,0,GlenAa00
Dante Hall,WR,28.037,2006-10-08,NFL,KAN,@,ARI,W 23-20,4,5,Sun,3,64,21.33,0,HallDa00
William Henderson,FB,35.231,2006-10-08,NFL,GNB,,STL,L 20-23,5,5,Sun,1,4,4.00,0,HendWi00
Maurice Hicks,RB,28.078,2006-10-08,NFL,SFO,,OAK,W 34-20,5,5,Sun,2,51,25.50,0,HickMa00
Santonio Holmes,WR,22.219,2006-10-08,NFL,PIT,@,SDG,L 13-23,4,5,Sun,3,71,23.67,0,HolmSa00
Jamal Jones,WR,21.148,2006-10-08,NFL,NOR,,TAM,W 24-21,5,5,Sun,1,13,13.00,0,JoneJa02
Maurice Jones-Drew,RB/KR,21.199,2006-10-08,NFL,JAX,,NYJ,W 41-0,5,5,Sun,1,20,20.00,0,DrewMa00
Laurence Maroney,RB,21.245,2006-10-08,NFL,NWE,,MIA,W 20-10,5,5,Sun,2,45,22.50,0,MaroLa00
Richard Marshall,CB,21.300,2006-10-08,NFL,CAR,,CLE,W 20-12,5,5,Sun,1,26,26.00,0,MarsRi20
Terrence McGee,LCB,25.359,2006-10-08,NFL,BUF,@,CHI,L 7-40,5,5,Sun,7,159,22.71,0,McGeTe99
Justin Miller,RCB,22.236,2006-10-08,NFL,NYJ,@,JAX,L 0-41,5,5,Sun,8,172,21.50,0,MillJu99
Chad Morton,RB,29.187,2006-10-08,NFL,NYG,,WAS,W 19-3,4,5,Sun,2,58,29.00,0,MortCh00
Michael Pittman,RB,31.055,2006-10-08,NFL,TAM,@,NOR,L 21-24,4,5,Sun,4,85,21.25,0,PittMi00
