Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Billy Cundiff,K,30.167,2010-09-13,NFL,BAL,@,NYJ,W 10-9,1,1,Mon,1,1,100.0,1,1,100.0,,,0,4,cundibil01
Nate Kaeding,K,28.171,2010-09-13,NFL,SDG,@,KAN,L 14-21,1,1,Mon,2,2,100.0,,,,,,0,2,kaedinat01
Ryan Succop,K,23.359,2010-09-13,NFL,KAN,,SDG,W 21-14,1,1,Mon,3,3,100.0,,,,,,0,3,SuccRy44
David Akers,K,35.284,2010-09-19,NFL,PHI,@,DET,W 35-32,2,2,Sun,5,5,100.0,,,,,,0,5,akersdav01
Connor Barth,K,24.161,2010-09-19,NFL,TAM,@,CAR,W 20-7,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,barthco01
Josh Brown,K,31.143,2010-09-19,NFL,STL,@,OAK,L 14-16,2,2,Sun,2,2,100.0,,1,0.0,,,0,2,brownjos01
Matt Bryant,K,35.113,2010-09-19,NFL,ATL,,ARI,W 41-7,2,2,Sun,5,5,100.0,2,2,100.0,,,0,11,bryanmat01
David Buehler,K,23.226,2010-09-19,NFL,DAL,,CHI,L 20-27,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,BuehDa44
Dan Carpenter,K,24.298,2010-09-19,NFL,MIA,@,MIN,W 14-10,2,2,Sun,2,2,100.0,,,,,,0,2,CarpDa44
Mason Crosby,K,26.016,2010-09-19,NFL,GNB,,BUF,W 34-7,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,CrosMa20
Billy Cundiff,K,30.173,2010-09-19,NFL,BAL,@,CIN,L 10-15,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,cundibil01
Phil Dawson,K,35.239,2010-09-19,NFL,CLE,,KAN,L 14-16,2,2,Sun,2,2,100.0,,1,0.0,,,0,2,dawsophi01
Jay Feely,K,34.119,2010-09-19,NFL,ARI,@,ATL,L 7-41,2,2,Sun,1,1,100.0,,1,0.0,,,0,1,feelyjay01
Nick Folk,K,25.318,2010-09-19,NFL,NYJ,,NWE,W 28-14,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,FolkNi20
Graham Gano,K,23.163,2010-09-19,NFL,WAS,,HOU,L 27-30,2,2,Sun,3,3,100.0,2,4,50.0,,,0,9,GanoGr44
Stephen Gostkowski,K,26.234,2010-09-19,NFL,NWE,@,NYJ,L 14-28,2,2,Sun,2,2,100.0,,1,0.0,,,0,2,GostSt20
Robbie Gould,K,27.287,2010-09-19,NFL,CHI,@,DAL,W 27-20,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,gouldrob01
Jason Hanson,K,40.094,2010-09-19,NFL,DET,,PHI,L 32-35,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,hansojas01
Sebastian Janikowski,K,32.201,2010-09-19,NFL,OAK,,STL,W 16-14,2,2,Sun,1,1,100.0,3,4,75.0,,,0,10,janikseb01
Nate Kaeding,K,28.177,2010-09-19,NFL,SDG,,JAX,W 38-13,2,2,Sun,5,5,100.0,1,1,100.0,,,0,8,kaedinat01
John Kasay,K,40.327,2010-09-19,NFL,CAR,,TAM,L 7-20,2,2,Sun,1,1,100.0,,,,,,0,1,kasayjoh01
Rian Lindell,K,33.242,2010-09-19,NFL,BUF,@,GNB,L 7-34,2,2,Sun,1,1,100.0,,,,,,0,1,linderia01
Ryan Longwell,K,36.034,2010-09-19,NFL,MIN,,MIA,L 10-14,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,longwrya01
Olindo Mare,K,37.105,2010-09-19,NFL,SEA,@,DEN,L 14-31,2,2,Sun,2,2,100.0,,,,,,0,2,marexoli01
Matt Prater,K,26.040,2010-09-19,NFL,DEN,,SEA,W 31-14,2,2,Sun,4,4,100.0,1,1,100.0,,,0,7,PratMa20
Neil Rackers,K,34.034,2010-09-19,NFL,HOU,@,WAS,W 30-27,2,2,Sun,3,3,100.0,3,4,75.0,,,0,12,rackenei01
Jeff Reed,K,31.163,2010-09-19,NFL,PIT,@,TEN,W 19-11,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,reedxjef01
Josh Scobee,PK,28.088,2010-09-19,NFL,JAX,@,SDG,L 13-38,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,scobejos01
Ryan Succop,K,24.000,2010-09-19,NFL,KAN,@,CLE,W 16-14,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,SuccRy44
Lawrence Tynes,K,32.139,2010-09-19,NFL,NYG,@,IND,L 14-38,2,2,Sun,2,2,100.0,,,,,,0,2,tyneslaw01
Adam Vinatieri,K,37.265,2010-09-19,NFL,IND,,NYG,W 38-14,2,2,Sun,5,5,100.0,1,1,100.0,,,0,8,vinatada01
Garrett Hartley,K,24.127,2010-09-20,NFL,NOR,@,SFO,W 25-22,2,2,Mon,2,2,100.0,3,3,100.0,,,0,11,HartGa00
Joe Nedney,K,37.182,2010-09-20,NFL,SFO,,NOR,L 22-25,2,2,Mon,2,2,100.0,,,,,,0,2,nednejoe01
David Akers,K,35.291,2010-09-26,NFL,PHI,@,JAX,W 28-3,3,3,Sun,4,4,100.0,,,,,,0,4,akersdav01
Connor Barth,K,24.168,2010-09-26,NFL,TAM,,PIT,L 13-38,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,barthco01
Rob Bironas,K,32.240,2010-09-26,NFL,TEN,@,NYG,W 29-10,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,bironrob01
Josh Brown,K,31.150,2010-09-26,NFL,STL,,WAS,W 30-16,3,3,Sun,3,3,100.0,3,4,75.0,,,0,12,brownjos01
Matt Bryant,K,35.120,2010-09-26,NFL,ATL,@,NOR,W 27-24,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,bryanmat01
David Buehler,K,23.233,2010-09-26,NFL,DAL,@,HOU,W 27-13,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,BuehDa44
Dan Carpenter,K,24.305,2010-09-26,NFL,MIA,,NYJ,L 23-31,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,CarpDa44
Billy Cundiff,K,30.180,2010-09-26,NFL,BAL,,CLE,W 24-17,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,cundibil01
Phil Dawson,K,35.246,2010-09-26,NFL,CLE,@,BAL,L 17-24,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Jay Feely,K,34.126,2010-09-26,NFL,ARI,,OAK,W 24-23,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,feelyjay01
Nick Folk,K,25.325,2010-09-26,NFL,NYJ,@,MIA,W 31-23,3,3,Sun,4,4,100.0,1,2,50.0,,,0,7,FolkNi20
Graham Gano,K,23.170,2010-09-26,NFL,WAS,@,STL,L 16-30,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,GanoGr44
Stephen Gostkowski,K,26.241,2010-09-26,NFL,NWE,,BUF,W 38-30,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,GostSt20
Jason Hanson,K,40.101,2010-09-26,NFL,DET,@,MIN,L 10-24,3,3,Sun,1,1,100.0,1,2,50.0,,,0,4,hansojas01
Garrett Hartley,K,24.133,2010-09-26,NFL,NOR,,ATL,L 24-27,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,HartGa00
Sebastian Janikowski,K,32.208,2010-09-26,NFL,OAK,@,ARI,L 23-24,3,3,Sun,2,2,100.0,3,6,50.0,,,0,11,janikseb01
Nate Kaeding,K,28.184,2010-09-26,NFL,SDG,@,SEA,L 20-27,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,kaedinat01
John Kasay,K,40.334,2010-09-26,NFL,CAR,,CIN,L 7-20,3,3,Sun,1,1,100.0,,,,,,0,1,kasayjoh01
Rian Lindell,K,33.249,2010-09-26,NFL,BUF,@,NWE,L 30-38,3,3,Sun,3,3,100.0,3,4,75.0,,,0,12,linderia01
Ryan Longwell,K,36.041,2010-09-26,NFL,MIN,,DET,W 24-10,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,longwrya01
Olindo Mare,K,37.112,2010-09-26,NFL,SEA,,SDG,W 27-20,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,marexoli01
Joe Nedney,K,37.188,2010-09-26,NFL,SFO,@,KAN,L 10-31,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,nednejoe01
Mike Nugent,K,28.208,2010-09-26,NFL,CIN,@,CAR,W 20-7,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,nugenmik01
Matt Prater,K,26.047,2010-09-26,NFL,DEN,,IND,L 13-27,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,PratMa20
Neil Rackers,K,34.041,2010-09-26,NFL,HOU,,DAL,L 13-27,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,rackenei01
Jeff Reed,K,31.170,2010-09-26,NFL,PIT,@,TAM,W 38-13,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,reedxjef01
Ryan Succop,K,24.007,2010-09-26,NFL,KAN,,SFO,W 31-10,3,3,Sun,4,4,100.0,1,2,50.0,,,0,7,SuccRy44
Lawrence Tynes,K,32.146,2010-09-26,NFL,NYG,,TEN,L 10-29,3,3,Sun,1,1,100.0,1,3,33.3,,,0,4,tyneslaw01
Adam Vinatieri,K,37.272,2010-09-26,NFL,IND,@,DEN,W 27-13,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,vinatada01
Mason Crosby,K,26.024,2010-09-27,NFL,GNB,@,CHI,L 17-20,3,3,Mon,2,2,100.0,1,2,50.0,,,0,5,CrosMa20
Robbie Gould,K,27.295,2010-09-27,NFL,CHI,,GNB,W 20-17,3,3,Mon,2,2,100.0,2,3,66.7,,,0,8,gouldrob01
Rob Bironas,K,32.247,2010-10-03,NFL,TEN,,DEN,L 20-26,4,4,Sun,2,2,100.0,2,3,66.7,,,0,8,bironrob01
Josh Brown,K,31.157,2010-10-03,NFL,STL,,SEA,W 20-3,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,brownjos01
Matt Bryant,K,35.127,2010-10-03,NFL,ATL,,SFO,W 16-14,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,bryanmat01
John Carney,K,46.166,2010-10-03,NFL,NOR,,CAR,W 16-14,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,carnejoh01
Mason Crosby,K,26.030,2010-10-03,NFL,GNB,,DET,W 28-26,4,4,Sun,4,4,100.0,,,,,,0,4,CrosMa20
Billy Cundiff,K,30.187,2010-10-03,NFL,BAL,@,PIT,W 17-14,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,cundibil01
Phil Dawson,K,35.253,2010-10-03,NFL,CLE,,CIN,W 23-20,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,dawsophi01
Jay Feely,K,34.133,2010-10-03,NFL,ARI,@,SDG,L 10-41,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Nick Folk,K,25.332,2010-10-03,NFL,NYJ,@,BUF,W 38-14,4,4,Sun,5,5,100.0,1,2,50.0,,,0,8,FolkNi20
Graham Gano,K,23.177,2010-10-03,NFL,WAS,@,PHI,W 17-12,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,GanoGr44
Jason Hanson,K,40.108,2010-10-03,NFL,DET,@,GNB,L 26-28,4,4,Sun,2,2,100.0,4,5,80.0,,,0,14,hansojas01
Sebastian Janikowski,K,32.215,2010-10-03,NFL,OAK,,HOU,L 24-31,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,janikseb01
Nate Kaeding,K,28.191,2010-10-03,NFL,SDG,,ARI,W 41-10,4,4,Sun,5,5,100.0,2,3,66.7,,,0,11,kaedinat01
John Kasay,K,40.341,2010-10-03,NFL,CAR,@,NOR,L 14-16,4,4,Sun,2,2,100.0,,,,,,0,2,kasayjoh01
Rian Lindell,K,33.256,2010-10-03,NFL,BUF,,NYJ,L 14-38,4,4,Sun,2,2,100.0,,,,,,0,2,linderia01
Joe Nedney,K,37.195,2010-10-03,NFL,SFO,@,ATL,L 14-16,4,4,Sun,2,2,100.0,,,,,,0,2,nednejoe01
Mike Nugent,K,28.215,2010-10-03,NFL,CIN,@,CLE,L 20-23,4,4,Sun,2,2,100.0,2,3,66.7,,,0,8,nugenmik01
Matt Prater,K,26.054,2010-10-03,NFL,DEN,@,TEN,W 26-20,4,4,Sun,2,2,100.0,4,4,100.0,,,0,14,PratMa20
Neil Rackers,K,34.048,2010-10-03,NFL,HOU,@,OAK,W 31-24,4,4,Sun,4,4,100.0,1,2,50.0,,,0,7,rackenei01
Jeff Reed,K,31.177,2010-10-03,NFL,PIT,,BAL,L 14-17,4,4,Sun,2,2,100.0,,2,0.0,,,0,2,reedxjef01
Josh Scobee,PK,28.102,2010-10-03,NFL,JAX,,IND,W 31-28,4,4,Sun,4,4,100.0,1,1,100.0,,,0,7,scobejos01
Lawrence Tynes,K,32.153,2010-10-03,NFL,NYG,,CHI,W 17-3,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,tyneslaw01
Adam Vinatieri,K,37.279,2010-10-03,NFL,IND,@,JAX,L 28-31,4,4,Sun,4,4,100.0,,,,,,0,4,vinatada01
Dan Carpenter,K,24.313,2010-10-04,NFL,MIA,,NWE,L 14-41,4,4,Mon,2,2,100.0,,1,0.0,,,0,2,CarpDa44
Stephen Gostkowski,K,26.249,2010-10-04,NFL,NWE,@,MIA,W 41-14,4,4,Mon,5,5,100.0,2,2,100.0,,,0,11,GostSt20
David Akers,K,35.305,2010-10-10,NFL,PHI,@,SFO,W 27-24,5,5,Sun,3,3,100.0,2,3,66.7,,,0,9,akersdav01
Connor Barth,K,24.182,2010-10-10,NFL,TAM,@,CIN,W 24-21,4,5,Sun,3,3,100.0,1,1,100.0,,,0,6,barthco01
Rob Bironas,K,32.254,2010-10-10,NFL,TEN,@,DAL,W 34-27,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,bironrob01
Matt Bryant,K,35.134,2010-10-10,NFL,ATL,@,CLE,W 20-10,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,bryanmat01
David Buehler,K,23.247,2010-10-10,NFL,DAL,,TEN,L 27-34,4,5,Sun,3,3,100.0,2,3,66.7,,,0,9,BuehDa44
John Carney,K,46.173,2010-10-10,NFL,NOR,@,ARI,L 20-30,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,carnejoh01
Mason Crosby,K,26.037,2010-10-10,NFL,GNB,@,WAS,L 13-16,5,5,Sun,1,1,100.0,2,4,50.0,,,0,7,CrosMa20
Billy Cundiff,K,30.194,2010-10-10,NFL,BAL,,DEN,W 31-17,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,cundibil01
Phil Dawson,K,35.260,2010-10-10,NFL,CLE,,ATL,L 10-20,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Jay Feely,K,34.140,2010-10-10,NFL,ARI,,NOR,W 30-20,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,feelyjay01
Graham Gano,K,23.184,2010-10-10,NFL,WAS,,GNB,W 16-13,5,5,Sun,1,1,100.0,3,4,75.0,,,0,10,GanoGr44
Robbie Gould,K,27.308,2010-10-10,NFL,CHI,@,CAR,W 23-6,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,gouldrob01
Jason Hanson,K,40.115,2010-10-10,NFL,DET,,STL,W 44-6,5,5,Sun,5,5,100.0,3,3,100.0,,,0,14,hansojas01
Sebastian Janikowski,K,32.222,2010-10-10,NFL,OAK,,SDG,W 35-27,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,janikseb01
Nate Kaeding,K,28.198,2010-10-10,NFL,SDG,@,OAK,L 27-35,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,kaedinat01
Rian Lindell,K,33.263,2010-10-10,NFL,BUF,,JAX,L 26-36,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,linderia01
Joe Nedney,K,37.202,2010-10-10,NFL,SFO,,PHI,L 24-27,5,5,Sun,3,3,100.0,1,2,50.0,,,0,6,nednejoe01
Mike Nugent,K,28.222,2010-10-10,NFL,CIN,,TAM,L 21-24,5,5,Sun,1,1,100.0,2,2,100.0,,,0,7,nugenmik01
Matt Prater,K,26.061,2010-10-10,NFL,DEN,@,BAL,L 17-31,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,PratMa20
Neil Rackers,K,34.055,2010-10-10,NFL,HOU,,NYG,L 10-34,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,rackenei01
Josh Scobee,PK,28.109,2010-10-10,NFL,JAX,@,BUF,W 36-26,5,5,Sun,3,3,100.0,5,5,100.0,,,0,18,scobejos01
Lawrence Tynes,K,32.160,2010-10-10,NFL,NYG,@,HOU,W 34-10,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,tyneslaw01
Adam Vinatieri,K,37.286,2010-10-10,NFL,IND,,KAN,W 19-9,5,5,Sun,1,1,100.0,4,4,100.0,,,0,13,vinatada01
Nick Folk,K,25.340,2010-10-11,NFL,NYJ,,MIN,W 29-20,5,5,Mon,2,2,100.0,5,5,100.0,,,0,17,FolkNi20
Ryan Longwell,K,36.056,2010-10-11,NFL,MIN,@,NYJ,L 20-29,4,5,Mon,2,2,100.0,,,,,,0,2,longwrya01
David Akers,K,35.312,2010-10-17,NFL,PHI,,ATL,W 31-17,6,6,Sun,4,4,100.0,1,4,25.0,,,0,7,akersdav01
Josh Brown,K,31.171,2010-10-17,NFL,STL,,SDG,W 20-17,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,brownjos01
Matt Bryant,K,35.141,2010-10-17,NFL,ATL,@,PHI,L 17-31,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,bryanmat01
David Buehler,K,23.254,2010-10-17,NFL,DAL,@,MIN,L 21-24,5,6,Sun,3,3,100.0,,,,,,0,3,BuehDa44
Dan Carpenter,K,24.326,2010-10-17,NFL,MIA,@,GNB,W 23-20,5,6,Sun,2,2,100.0,3,3,100.0,,,0,11,CarpDa44
Mason Crosby,K,26.044,2010-10-17,NFL,GNB,,MIA,L 20-23,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,CrosMa20
Billy Cundiff,K,30.201,2010-10-17,NFL,BAL,@,NWE,L 20-23,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,cundibil01
Phil Dawson,K,35.267,2010-10-17,NFL,CLE,@,PIT,L 10-28,6,6,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Nick Folk,K,25.346,2010-10-17,NFL,NYJ,@,DEN,W 24-20,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,FolkNi20
Graham Gano,K,23.191,2010-10-17,NFL,WAS,,IND,L 24-27,6,6,Sun,3,3,100.0,1,2,50.0,,,0,6,GanoGr44
Stephen Gostkowski,K,26.262,2010-10-17,NFL,NWE,,BAL,W 23-20,5,6,Sun,2,2,100.0,3,3,100.0,,,0,11,GostSt20
Robbie Gould,K,27.315,2010-10-17,NFL,CHI,,SEA,L 20-23,6,6,Sun,2,2,100.0,2,3,66.7,,,0,8,gouldrob01
Shayne Graham,K,32.312,2010-10-17,NFL,NYG,,DET,W 28-20,6,6,Sun,4,4,100.0,,,,,,0,4,grahasha01
Jason Hanson,K,40.122,2010-10-17,NFL,DET,@,NYG,L 20-28,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,hansojas01
Garrett Hartley,K,24.154,2010-10-17,NFL,NOR,@,TAM,W 31-6,6,6,Sun,4,4,100.0,1,2,50.0,,,0,7,HartGa00
Nate Kaeding,K,28.205,2010-10-17,NFL,SDG,@,STL,L 17-20,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,kaedinat01
Ryan Longwell,K,36.062,2010-10-17,NFL,MIN,,DAL,W 24-21,5,6,Sun,3,3,100.0,1,1,100.0,,,0,6,longwrya01
Olindo Mare,K,37.133,2010-10-17,NFL,SEA,@,CHI,W 23-20,5,6,Sun,3,3,100.0,,,,,,0,3,marexoli01
Joe Nedney,K,37.209,2010-10-17,NFL,SFO,,OAK,W 17-9,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,nednejoe01
Matt Prater,K,26.068,2010-10-17,NFL,DEN,,NYJ,L 20-24,6,6,Sun,2,2,100.0,2,3,66.7,,,0,8,PratMa20
Neil Rackers,K,34.062,2010-10-17,NFL,HOU,,KAN,W 35-31,6,6,Sun,5,5,100.0,,,,,,0,5,rackenei01
Jeff Reed,K,31.191,2010-10-17,NFL,PIT,,CLE,W 28-10,5,6,Sun,4,4,100.0,,,,,,0,4,reedxjef01
Ryan Succop,K,24.028,2010-10-17,NFL,KAN,@,HOU,L 31-35,5,6,Sun,4,4,100.0,1,1,100.0,,,0,7,SuccRy44
Adam Vinatieri,K,37.293,2010-10-17,NFL,IND,@,WAS,W 27-24,6,6,Sun,3,3,100.0,2,4,50.0,,,0,9,vinatada01
Rob Bironas,K,32.262,2010-10-18,NFL,TEN,@,JAX,W 30-3,6,6,Mon,3,3,100.0,3,3,100.0,,,0,12,bironrob01
David Akers,K,35.319,2010-10-24,NFL,PHI,@,TEN,L 19-37,7,7,Sun,1,1,100.0,4,4,100.0,,,0,13,akersdav01
Rob Bironas,K,32.268,2010-10-24,NFL,TEN,,PHI,W 37-19,7,7,Sun,4,4,100.0,3,3,100.0,,,0,13,bironrob01
Josh Brown,K,31.178,2010-10-24,NFL,STL,@,TAM,L 17-18,7,7,Sun,2,2,100.0,1,1,100.0,,,0,5,brownjos01
Kris Brown,K,33.305,2010-10-24,NFL,SDG,,NWE,L 20-23,7,7,Sun,2,2,100.0,2,3,66.7,,,0,8,brownkri01
Matt Bryant,K,35.148,2010-10-24,NFL,ATL,,CIN,W 39-32,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,bryanmat01
Dan Carpenter,K,24.333,2010-10-24,NFL,MIA,,PIT,L 22-23,6,7,Sun,1,1,100.0,5,5,100.0,,,0,16,CarpDa44
Mason Crosby,K,26.051,2010-10-24,NFL,GNB,,MIN,W 28-24,7,7,Sun,4,4,100.0,,,,,,0,4,CrosMa20
Billy Cundiff,K,30.208,2010-10-24,NFL,BAL,,BUF,W 37-34,7,7,Sun,4,4,100.0,3,3,100.0,,,0,13,cundibil01
Phil Dawson,K,35.274,2010-10-24,NFL,CLE,@,NOR,W 30-17,7,7,Sun,3,3,100.0,3,3,100.0,,,0,12,dawsophi01
Jay Feely,K,34.154,2010-10-24,NFL,ARI,@,SEA,L 10-22,6,7,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Graham Gano,K,23.198,2010-10-24,NFL,WAS,@,CHI,W 17-14,7,7,Sun,2,2,100.0,1,2,50.0,,,0,5,GanoGr44
Stephen Gostkowski,K,26.269,2010-10-24,NFL,NWE,@,SDG,W 23-20,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,GostSt20
Robbie Gould,K,27.322,2010-10-24,NFL,CHI,,WAS,L 14-17,7,7,Sun,2,2,100.0,,,,,,0,2,gouldrob01
Garrett Hartley,K,24.161,2010-10-24,NFL,NOR,,CLE,L 17-30,7,7,Sun,2,2,100.0,1,1,100.0,,,0,5,HartGa00
Sebastian Janikowski,K,32.236,2010-10-24,NFL,OAK,@,DEN,W 59-14,7,7,Sun,8,8,100.0,1,1,100.0,,,0,11,janikseb01
John Kasay,K,40.362,2010-10-24,NFL,CAR,,SFO,W 23-20,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,kasayjoh01
Rian Lindell,K,33.277,2010-10-24,NFL,BUF,@,BAL,L 34-37,6,7,Sun,4,4,100.0,2,2,100.0,,,0,10,linderia01
