Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Nick Novak,K,33.018,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,2,2,100.0,1,1,100.0,,,0,5,novaknic01
Shaun Suisham,K,32.256,2014-09-11,NFL,PIT,@,BAL,L 6-26,2,2,Thu,,,,2,2,100.0,,,0,6,suishsha01
Justin Tucker,K,24.294,2014-09-11,NFL,BAL,,PIT,W 26-6,2,2,Thu,2,2,100.0,4,4,100.0,,,0,14,TuckJu00
Dan Bailey,K,26.231,2014-09-14,NFL,DAL,@,TEN,W 26-10,2,2,Sun,2,2,100.0,4,4,100.0,,,0,14,BailDa00
Matt Bryant,K,39.108,2014-09-14,NFL,ATL,@,CIN,L 10-24,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,bryanmat01
Randy Bullock,K,24.272,2014-09-14,NFL,HOU,@,OAK,W 30-14,2,2,Sun,3,3,100.0,3,4,75.0,,,0,12,BullRa00
Dan Carpenter,K,28.293,2014-09-14,NFL,BUF,,MIA,W 29-10,2,2,Sun,2,2,100.0,5,6,83.3,,,0,17,CarpDa44
Chandler Catanzaro,K,23.200,2014-09-14,NFL,ARI,@,NYG,W 25-14,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,CataCh00
Mason Crosby,K,30.011,2014-09-14,NFL,GNB,,NYJ,W 31-24,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,CrosMa20
Billy Cundiff,K,34.168,2014-09-14,NFL,CLE,,NOR,W 26-24,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,cundibil01
Phil Dawson,K,39.234,2014-09-14,NFL,SFO,,CHI,L 20-28,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,dawsophi01
Nick Folk,K,29.313,2014-09-14,NFL,NYJ,@,GNB,L 24-31,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,FolkNi20
Kai Forbath,K,27.012,2014-09-14,NFL,WAS,,JAX,W 41-10,2,2,Sun,5,5,100.0,2,2,100.0,,,0,11,ForbKa00
Nate Freese,K,24.027,2014-09-14,NFL,DET,@,CAR,L 7-24,2,2,Sun,1,1,100.0,,2,0.0,,,0,1,FreeNa00
Graham Gano,K,27.158,2014-09-14,NFL,CAR,,DET,W 24-7,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,GanoGr44
Stephen Gostkowski,K,30.229,2014-09-14,NFL,NWE,@,MIN,W 30-7,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,GostSt20
Shayne Graham,K,36.279,2014-09-14,NFL,NOR,@,CLE,L 24-26,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,grahasha01
Brandon McManus,K,23.051,2014-09-14,NFL,DEN,,KAN,W 24-17,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,McMaBr01
Patrick Murray,K,23.084,2014-09-14,NFL,TAM,,STL,L 17-19,2,2,Sun,2,2,100.0,1,2,50.0,,,0,5,MurrPa01
Nick Novak,K,33.024,2014-09-14,NFL,SDG,,SEA,W 30-21,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,novaknic01
Mike Nugent,K,32.196,2014-09-14,NFL,CIN,,ATL,W 24-10,2,2,Sun,3,3,100.0,1,4,25.0,,,0,6,nugenmik01
Cairo Santos,K,22.306,2014-09-14,NFL,KAN,@,DEN,L 17-24,2,2,Sun,2,2,100.0,1,2,50.0,,,0,5,SantCa01
Josh Scobee,K,32.083,2014-09-14,NFL,JAX,@,WAS,L 10-41,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,scobejos01
Caleb Sturgis,K,25.036,2014-09-14,NFL,MIA,@,BUF,L 10-29,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,SturCa00
Ryan Succop,K,27.360,2014-09-14,NFL,TEN,,DAL,L 10-26,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,SuccRy44
Blair Walsh,K,24.249,2014-09-14,NFL,MIN,,NWE,L 7-30,2,2,Sun,1,1,100.0,,1,0.0,,,0,1,WalsBl00
Greg Zuerlein,K,26.261,2014-09-14,NFL,STL,@,TAM,W 19-17,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,ZuerGr00
Cody Parkey,K,22.208,2014-09-15,NFL,PHI,@,IND,W 30-27,2,2,Mon,3,3,100.0,3,4,75.0,,,0,12,ParkCo03
Adam Vinatieri,K,41.261,2014-09-15,NFL,IND,,PHI,L 27-30,2,2,Mon,3,3,100.0,2,2,100.0,,,0,9,vinatada01
Matt Bryant,K,39.112,2014-09-18,NFL,ATL,,TAM,W 56-14,3,3,Thu,8,8,100.0,,1,0.0,,,0,8,bryanmat01
Dan Bailey,K,26.238,2014-09-21,NFL,DAL,@,STL,W 34-31,3,3,Sun,4,4,100.0,2,2,100.0,,,0,10,BailDa00
Josh Brown,K,35.145,2014-09-21,NFL,NYG,,HOU,W 30-17,3,3,Sun,3,3,100.0,3,3,100.0,,,0,12,brownjos01
Randy Bullock,K,24.279,2014-09-21,NFL,HOU,@,NYG,L 17-30,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,BullRa00
Dan Carpenter,K,28.300,2014-09-21,NFL,BUF,,SDG,L 10-22,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,CarpDa44
Chandler Catanzaro,K,23.207,2014-09-21,NFL,ARI,,SFO,W 23-14,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,CataCh00
Billy Cundiff,K,34.175,2014-09-21,NFL,CLE,,BAL,L 21-23,3,3,Sun,3,3,100.0,,2,0.0,,,0,3,cundibil01
Phil Dawson,K,39.241,2014-09-21,NFL,SFO,@,ARI,L 14-23,3,3,Sun,2,2,100.0,,1,0.0,,,0,2,dawsophi01
Kai Forbath,K,27.019,2014-09-21,NFL,WAS,@,PHI,L 34-37,3,3,Sun,4,4,100.0,2,3,66.7,,,0,10,ForbKa00
Nate Freese,K,24.034,2014-09-21,NFL,DET,,GNB,W 19-7,3,3,Sun,2,2,100.0,1,2,50.0,,,0,5,FreeNa00
Graham Gano,K,27.165,2014-09-21,NFL,CAR,,PIT,L 19-37,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,GanoGr44
Stephen Gostkowski,K,30.236,2014-09-21,NFL,NWE,,OAK,W 16-9,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,GostSt20
Stephen Hauschka,K,29.084,2014-09-21,NFL,SEA,,DEN,W 26-20,3,3,Sun,2,2,100.0,2,3,66.7,,,0,8,HausSt00
Sebastian Janikowski,P,36.203,2014-09-21,NFL,OAK,@,NWE,L 9-16,3,3,Sun,,,,3,3,100.0,,,0,9,janikseb01
Brandon McManus,K,23.058,2014-09-21,NFL,DEN,@,SEA,L 20-26,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,McMaBr01
Nick Novak,K,33.031,2014-09-21,NFL,SDG,@,BUF,W 22-10,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,novaknic01
Mike Nugent,K,32.203,2014-09-21,NFL,CIN,,TEN,W 33-7,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,nugenmik01
Cody Parkey,K,22.214,2014-09-21,NFL,PHI,,WAS,W 37-34,3,3,Sun,4,4,100.0,3,3,100.0,,,0,13,ParkCo03
Josh Scobee,K,32.090,2014-09-21,NFL,JAX,,IND,L 17-44,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,scobejos01
Caleb Sturgis,K,25.043,2014-09-21,NFL,MIA,,KAN,L 15-34,3,3,Sun,1,1,100.0,2,3,66.7,,,0,7,SturCa00
Ryan Succop,K,28.002,2014-09-21,NFL,TEN,@,CIN,L 7-33,3,3,Sun,1,1,100.0,,2,0.0,,,0,1,SuccRy44
Shaun Suisham,K,32.266,2014-09-21,NFL,PIT,@,CAR,W 37-19,3,3,Sun,4,4,100.0,3,3,100.0,,,0,13,suishsha01
Justin Tucker,K,24.304,2014-09-21,NFL,BAL,@,CLE,W 23-21,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,TuckJu00
Adam Vinatieri,K,41.267,2014-09-21,NFL,IND,@,JAX,W 44-17,3,3,Sun,5,5,100.0,3,3,100.0,,,0,14,vinatada01
Blair Walsh,K,24.256,2014-09-21,NFL,MIN,@,NOR,L 9-20,3,3,Sun,,,,3,3,100.0,,,0,9,WalsBl00
Greg Zuerlein,K,26.268,2014-09-21,NFL,STL,,DAL,L 31-34,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,ZuerGr00
Nick Folk,K,29.321,2014-09-22,NFL,NYJ,,CHI,L 19-27,3,3,Mon,1,1,100.0,4,4,100.0,,,0,13,FolkNi20
Robbie Gould,K,31.290,2014-09-22,NFL,CHI,@,NYJ,W 27-19,3,3,Mon,3,3,100.0,2,2,100.0,,,0,9,gouldrob01
Josh Brown,K,35.149,2014-09-25,NFL,NYG,@,WAS,W 45-14,4,4,Thu,6,6,100.0,1,1,100.0,,,0,9,brownjos01
Dan Bailey,K,26.245,2014-09-28,NFL,DAL,,NOR,W 38-17,4,4,Sun,5,5,100.0,1,1,100.0,,,0,8,BailDa00
Randy Bullock,K,24.286,2014-09-28,NFL,HOU,,BUF,W 23-17,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,BullRa00
Dan Carpenter,K,28.307,2014-09-28,NFL,BUF,@,HOU,L 17-23,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,CarpDa44
Mason Crosby,K,30.025,2014-09-28,NFL,GNB,@,CHI,W 38-17,4,4,Sun,5,5,100.0,1,2,50.0,,,0,8,CrosMa20
Phil Dawson,K,39.248,2014-09-28,NFL,SFO,,PHI,W 26-21,4,4,Sun,2,2,100.0,4,4,100.0,,,0,14,dawsophi01
Nick Folk,K,29.327,2014-09-28,NFL,NYJ,,DET,L 17-24,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,FolkNi20
Graham Gano,K,27.172,2014-09-28,NFL,CAR,@,BAL,L 10-38,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,GanoGr44
Robbie Gould,K,31.296,2014-09-28,NFL,CHI,,GNB,L 17-38,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,gouldrob01
Shayne Graham,K,36.293,2014-09-28,NFL,NOR,@,DAL,L 17-38,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,grahasha01
Alex Henery,K,27.041,2014-09-28,NFL,DET,@,NYJ,W 24-17,4,4,Sun,3,3,100.0,1,2,50.0,,,0,6,HeneAl00
Patrick Murray,K,23.098,2014-09-28,NFL,TAM,@,PIT,W 27-24,4,4,Sun,3,3,100.0,2,2,100.0,,,0,9,MurrPa01
Nick Novak,K,33.038,2014-09-28,NFL,SDG,,JAX,W 33-14,4,4,Sun,3,3,100.0,4,4,100.0,,,0,15,novaknic01
Caleb Sturgis,K,25.050,2014-09-28,NFL,MIA,@,OAK,W 38-14,4,4,Sun,5,5,100.0,1,1,100.0,,,0,8,SturCa00
Ryan Succop,K,28.009,2014-09-28,NFL,TEN,@,IND,L 17-41,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,SuccRy44
Shaun Suisham,K,32.273,2014-09-28,NFL,PIT,,TAM,L 24-27,4,4,Sun,3,3,100.0,1,2,50.0,,,0,6,suishsha01
Justin Tucker,K,24.311,2014-09-28,NFL,BAL,,CAR,W 38-10,4,4,Sun,5,5,100.0,1,2,50.0,,,0,8,TuckJu00
Adam Vinatieri,K,41.274,2014-09-28,NFL,IND,,TEN,W 41-17,4,4,Sun,5,5,100.0,2,2,100.0,,,0,11,vinatada01
Blair Walsh,K,24.263,2014-09-28,NFL,MIN,,ATL,W 41-28,4,4,Sun,3,3,100.0,4,5,80.0,,,0,15,WalsBl00
Cairo Santos,K,22.321,2014-09-29,NFL,KAN,,NWE,W 41-14,4,4,Mon,5,5,100.0,2,2,100.0,,,0,11,SantCa01
Blair Walsh,K,24.267,2014-10-02,NFL,MIN,@,GNB,L 10-42,5,5,Thu,1,1,100.0,1,1,100.0,,,0,4,WalsBl00
Dan Bailey,K,26.252,2014-10-05,NFL,DAL,,HOU,W 20-17,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,BailDa00
Josh Brown,K,35.159,2014-10-05,NFL,NYG,,ATL,W 30-20,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,brownjos01
Matt Bryant,K,39.129,2014-10-05,NFL,ATL,@,NYG,L 20-30,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,bryanmat01
Randy Bullock,K,24.293,2014-10-05,NFL,HOU,@,DAL,L 17-20,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,BullRa00
Dan Carpenter,K,28.314,2014-10-05,NFL,BUF,@,DET,W 17-14,5,5,Sun,,,,3,4,75.0,,,0,9,CarpDa44
Chandler Catanzaro,K,23.221,2014-10-05,NFL,ARI,@,DEN,L 20-41,4,5,Sun,2,2,100.0,2,2,100.0,,,0,8,CataCh00
Billy Cundiff,K,34.189,2014-10-05,NFL,CLE,@,TEN,W 29-28,4,5,Sun,3,3,100.0,2,2,100.0,,,0,9,cundibil01
Phil Dawson,K,39.255,2014-10-05,NFL,SFO,,KAN,W 22-17,5,5,Sun,1,1,100.0,5,5,100.0,,,0,16,dawsophi01
Graham Gano,K,27.179,2014-10-05,NFL,CAR,,CHI,W 31-24,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,GanoGr44
Stephen Gostkowski,K,30.250,2014-10-05,NFL,NWE,,CIN,W 43-17,5,5,Sun,4,4,100.0,5,5,100.0,,,0,19,GostSt20
Robbie Gould,K,31.303,2014-10-05,NFL,CHI,@,CAR,L 24-31,5,5,Sun,3,3,100.0,1,2,50.0,,,0,6,gouldrob01
Shayne Graham,K,36.300,2014-10-05,NFL,NOR,,TAM,W 37-31,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,grahasha01
Alex Henery,K,27.048,2014-10-05,NFL,DET,,BUF,L 14-17,5,5,Sun,2,2,100.0,,3,0.0,,,0,2,HeneAl00
Brandon McManus,K,23.072,2014-10-05,NFL,DEN,,ARI,W 41-20,4,5,Sun,5,5,100.0,2,3,66.7,,,0,11,McMaBr01
Patrick Murray,K,23.105,2014-10-05,NFL,TAM,@,NOR,L 31-37,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,MurrPa01
Nick Novak,K,33.045,2014-10-05,NFL,SDG,,NYJ,W 31-0,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,novaknic01
Mike Nugent,K,32.217,2014-10-05,NFL,CIN,@,NWE,L 17-43,4,5,Sun,2,2,100.0,1,2,50.0,,,0,5,nugenmik01
Cody Parkey,K,22.228,2014-10-05,NFL,PHI,,STL,W 34-28,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,ParkCo03
Cairo Santos,K,22.327,2014-10-05,NFL,KAN,@,SFO,L 17-22,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,SantCa01
Josh Scobee,K,32.104,2014-10-05,NFL,JAX,,PIT,L 9-17,5,5,Sun,,,,3,3,100.0,,,0,9,scobejos01
Shaun Suisham,K,32.280,2014-10-05,NFL,PIT,@,JAX,W 17-9,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,suishsha01
Justin Tucker,K,24.318,2014-10-05,NFL,BAL,@,IND,L 13-20,5,5,Sun,1,1,100.0,2,2,100.0,,,0,7,TuckJu00
Adam Vinatieri,K,41.281,2014-10-05,NFL,IND,,BAL,W 20-13,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,vinatada01
Kai Forbath,K,27.034,2014-10-06,NFL,WAS,,SEA,L 17-27,5,5,Mon,2,2,100.0,1,1,100.0,,,0,5,ForbKa00
Stephen Hauschka,K,29.099,2014-10-06,NFL,SEA,@,WAS,W 27-17,4,5,Mon,3,3,100.0,2,2,100.0,,,0,9,HausSt00
Randy Bullock,K,24.297,2014-10-09,NFL,HOU,,IND,L 28-33,6,6,Thu,4,4,100.0,,1,0.0,,,0,4,BullRa00
Adam Vinatieri,K,41.285,2014-10-09,NFL,IND,@,HOU,W 33-28,6,6,Thu,3,3,100.0,2,2,100.0,,,0,9,vinatada01
Dan Bailey,K,26.259,2014-10-12,NFL,DAL,@,SEA,W 30-23,6,6,Sun,3,3,100.0,3,3,100.0,,,0,12,BailDa00
Matt Bryant,K,39.136,2014-10-12,NFL,ATL,,CHI,L 13-27,6,6,Sun,1,1,100.0,2,2,100.0,,,0,7,bryanmat01
Chandler Catanzaro,K,23.228,2014-10-12,NFL,ARI,,WAS,W 30-20,5,6,Sun,3,3,100.0,3,3,100.0,,,0,12,CataCh00
Mason Crosby,K,30.039,2014-10-12,NFL,GNB,@,MIA,W 27-24,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,CrosMa20
Billy Cundiff,K,34.196,2014-10-12,NFL,CLE,,PIT,W 31-10,5,6,Sun,4,4,100.0,1,1,100.0,,,0,7,cundibil01
Nick Folk,K,29.341,2014-10-12,NFL,NYJ,,DEN,L 17-31,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,FolkNi20
Kai Forbath,K,27.040,2014-10-12,NFL,WAS,@,ARI,L 20-30,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,ForbKa00
Graham Gano,K,27.186,2014-10-12,NFL,CAR,@,CIN,T 37-37,6,6,Sun,4,4,100.0,3,4,75.0,,,0,13,GanoGr44
Stephen Gostkowski,K,30.257,2014-10-12,NFL,NWE,@,BUF,W 37-22,6,6,Sun,4,4,100.0,3,4,75.0,,,0,13,GostSt20
Robbie Gould,K,31.310,2014-10-12,NFL,CHI,@,ATL,W 27-13,6,6,Sun,1,2,50.0,2,2,100.0,,,0,7,gouldrob01
Stephen Hauschka,K,29.105,2014-10-12,NFL,SEA,,DAL,L 23-30,5,6,Sun,2,2,100.0,3,3,100.0,,,0,11,HausSt00
Sebastian Janikowski,K,36.224,2014-10-12,NFL,OAK,,SDG,L 28-31,5,6,Sun,4,4,100.0,,1,0.0,,,0,4,janikseb01
Brandon McManus,K,23.079,2014-10-12,NFL,DEN,@,NYJ,W 31-17,5,6,Sun,4,4,100.0,1,1,100.0,,,0,7,McMaBr01
Patrick Murray,K,23.112,2014-10-12,NFL,TAM,,BAL,L 17-48,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,MurrPa01
Nick Novak,K,33.052,2014-10-12,NFL,SDG,@,OAK,W 31-28,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,novaknic01
Mike Nugent,K,32.224,2014-10-12,NFL,CIN,,CAR,T 37-37,5,6,Sun,4,4,100.0,3,4,75.0,,,0,13,nugenmik01
Cody Parkey,K,22.235,2014-10-12,NFL,PHI,,NYG,W 27-0,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,ParkCo03
Matt Prater,K,30.063,2014-10-12,NFL,DET,@,MIN,W 17-3,6,6,Sun,2,2,100.0,1,3,33.3,,,0,5,PratMa20
Josh Scobee,K,32.111,2014-10-12,NFL,JAX,@,TEN,L 14-16,6,6,Sun,2,2,100.0,,1,0.0,,,0,2,scobejos01
Caleb Sturgis,K,25.064,2014-10-12,NFL,MIA,,GNB,L 24-27,5,6,Sun,3,3,100.0,1,1,100.0,,,0,6,SturCa00
Ryan Succop,K,28.023,2014-10-12,NFL,TEN,,JAX,W 16-14,6,6,Sun,1,1,100.0,3,3,100.0,,,0,10,SuccRy44
Shaun Suisham,K,32.287,2014-10-12,NFL,PIT,@,CLE,L 10-31,6,6,Sun,1,1,100.0,1,1,100.0,,,0,4,suishsha01
Justin Tucker,K,24.325,2014-10-12,NFL,BAL,@,TAM,W 48-17,6,6,Sun,6,6,100.0,2,3,66.7,,,0,12,TuckJu00
Blair Walsh,K,24.277,2014-10-12,NFL,MIN,,DET,L 3-17,6,6,Sun,,,,1,1,100.0,,,0,3,WalsBl00
Phil Dawson,K,39.263,2014-10-13,NFL,SFO,@,STL,W 31-17,6,6,Mon,4,4,100.0,1,1,100.0,,,0,7,dawsophi01
Greg Zuerlein,K,26.290,2014-10-13,NFL,STL,,SFO,L 17-31,5,6,Mon,2,2,100.0,1,1,100.0,,,0,5,ZuerGr00
Nick Folk,K,29.345,2014-10-16,NFL,NYJ,@,NWE,L 25-27,7,7,Thu,1,1,100.0,4,5,80.0,,,0,13,FolkNi20
Stephen Gostkowski,K,30.261,2014-10-16,NFL,NWE,,NYJ,W 27-25,7,7,Thu,3,3,100.0,2,2,100.0,,,0,9,GostSt20
Dan Bailey,K,26.266,2014-10-19,NFL,DAL,,NYG,W 31-21,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,BailDa00
Matt Bryant,K,39.143,2014-10-19,NFL,ATL,@,BAL,L 7-29,7,7,Sun,1,1,100.0,,1,0.0,,,0,1,bryanmat01
Dan Carpenter,K,28.328,2014-10-19,NFL,BUF,,MIN,W 17-16,7,7,Sun,2,2,100.0,1,1,100.0,,,0,5,CarpDa44
Chandler Catanzaro,K,23.235,2014-10-19,NFL,ARI,@,OAK,W 24-13,6,7,Sun,3,3,100.0,1,1,100.0,,,0,6,CataCh00
Mason Crosby,K,30.046,2014-10-19,NFL,GNB,,CAR,W 38-17,7,7,Sun,5,5,100.0,1,1,100.0,,,0,8,CrosMa20
Billy Cundiff,K,34.203,2014-10-19,NFL,CLE,@,JAX,L 6-24,6,7,Sun,,,,2,2,100.0,,,0,6,cundibil01
Phil Dawson,K,39.269,2014-10-19,NFL,SFO,@,DEN,L 17-42,7,7,Sun,2,2,100.0,1,2,50.0,,,0,5,dawsophi01
Kai Forbath,K,27.047,2014-10-19,NFL,WAS,,TEN,W 19-17,7,7,Sun,1,1,100.0,4,4,100.0,,,0,13,ForbKa00
Graham Gano,K,27.193,2014-10-19,NFL,CAR,@,GNB,L 17-38,7,7,Sun,2,2,100.0,1,1,100.0,,,0,5,GanoGr44
Shayne Graham,K,36.314,2014-10-19,NFL,NOR,@,DET,L 23-24,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,grahasha01
Stephen Hauschka,K,29.112,2014-10-19,NFL,SEA,@,STL,L 26-28,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,HausSt00
Sebastian Janikowski,K,36.231,2014-10-19,NFL,OAK,,ARI,L 13-24,6,7,Sun,1,1,100.0,2,2,100.0,,,0,7,janikseb01
Nick Novak,K,33.059,2014-10-19,NFL,SDG,,KAN,L 20-23,7,7,Sun,2,2,100.0,2,2,100.0,,,0,8,novaknic01
Matt Prater,K,30.070,2014-10-19,NFL,DET,,NOR,W 24-23,7,7,Sun,3,3,100.0,1,1,100.0,,,0,6,PratMa20
Cairo Santos,K,22.341,2014-10-19,NFL,KAN,@,SDG,W 23-20,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,SantCa01
Josh Scobee,K,32.118,2014-10-19,NFL,JAX,,CLE,W 24-6,7,7,Sun,3,3,100.0,1,1,100.0,,,0,6,scobejos01
Caleb Sturgis,K,25.071,2014-10-19,NFL,MIA,@,CHI,W 27-14,6,7,Sun,3,3,100.0,2,4,50.0,,,0,9,SturCa00
Ryan Succop,K,28.030,2014-10-19,NFL,TEN,@,WAS,L 17-19,7,7,Sun,2,2,100.0,1,1,100.0,,,0,5,SuccRy44
Justin Tucker,K,24.332,2014-10-19,NFL,BAL,,ATL,W 29-7,7,7,Sun,3,3,100.0,2,2,100.0,,,0,9,TuckJu00
