Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Tony Richardson,FB,28.268,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,14,28,2.00,0,RichTo00
Ron Rivers,RB,28.302,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,3,4,1.33,0,RiveRo00
Akili Smith,QB,25.020,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,2,26,13.00,0,SmitAk00
Antowain Smith,RB,28.180,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,12,17,1.42,0,SmitAn00
Emmitt Smith*,RB,31.118,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,16,59,3.69,0,SmitEm00
Lamar Smith,HB,29.286,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,11,27,2.45,0,SmitLa00
Robert Smith,RB,28.190,2000-09-10,NFL,MIN,,MIA,W 13-7,2,2,Sun,18,72,4.00,0,SmitRo00
Duce Staley,RB,25.196,2000-09-10,NFL,PHI,,NYG,L 18-33,2,2,Sun,7,11,1.57,0,StalDu00
Aaron Stecker,RB,24.302,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,5,26,5.20,0,StecAa00
James Stewart,RB,28.258,2000-09-10,NFL,DET,,WAS,W 15-10,2,2,Sun,21,65,3.10,0,StewJa00
Mack Strong,FB,28.365,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,1,1,1.00,0,StroMa00
Kurt Warner*,QB,29.080,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,2,11,5.50,0,WarnKu00
Peter Warrick,WR,23.083,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,1,8,8.00,0,WarrPe00
Ricky Watters,RB,31.156,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,16,59,3.69,2,WattRi00
Tyrone Wheatley,RB,28.235,2000-09-10,NFL,OAK,@,IND,W 38-31,2,2,Sun,20,49,2.45,2,WheaTy00
Ricky Williams,RB,23.112,2000-09-10,NFL,NOR,@,SDG,W 28-27,2,2,Sun,24,50,2.08,0,WillRi00
Richie Anderson,FB,28.364,2000-09-11,NFL,NYJ,,NWE,W 20-19,2,2,Mon,2,10,5.00,0,AndeRi00
Michael Bishop,QB,24.119,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,1,2,2.00,0,BishMi00
Drew Bledsoe,QB,28.210,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,3,10,3.33,0,BledDr00
Tony Carter,FB,28.019,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,2,7,3.50,0,CartTo00
Kevin Faulk,RB,24.098,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,21,82,3.90,0,FaulKe00
Chris Floyd,FB,25.080,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,1,-1,-1.00,0,FloyCh00
Terry Glenn,WR,26.050,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,1,-2,-2.00,0,GlenTe00
Windrell Hayes,WR,23.272,2000-09-11,NFL,NYJ,,NWE,W 20-19,2,2,Mon,1,2,2.00,0,HayeWi00
Curtis Martin*,RB,27.133,2000-09-11,NFL,NYJ,,NWE,W 20-19,2,2,Mon,11,47,4.27,0,MartCu00
J.R. Redmond,RB,22.349,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,5,2,0.40,0,RedmJ.00
Vinny Testaverde,QB,36.303,2000-09-11,NFL,NYJ,,NWE,W 20-19,2,2,Mon,3,0,0.00,0,TestVi00
Shaun Alexander,RB,23.018,2000-09-17,NFL,SEA,,NOR,W 20-10,3,3,Sun,5,19,3.80,0,AlexSh00
James Allen,RB,25.173,2000-09-17,NFL,CHI,,NYG,L 7-14,3,3,Sun,10,31,3.10,0,AlleJa00
Mike Alstott,FB,26.271,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,21,68,3.24,1,AlstMi00
Jamal Anderson,RB,27.353,2000-09-17,NFL,ATL,@,CAR,W 15-10,3,3,Sun,22,97,4.41,1,AndeJa00
Mike Anderson,RB,26.362,2000-09-17,NFL,DEN,@,OAK,W 33-24,3,3,Sun,32,187,5.84,0,AndeMi00
Richie Anderson,FB,29.004,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,3,3,1.00,0,AndeRi00
Obafemi Ayanbadejo,FB,25.196,2000-09-17,NFL,BAL,@,MIA,L 6-19,3,3,Sun,1,6,6.00,0,AyanOb00
Tony Banks,QB,27.165,2000-09-17,NFL,BAL,@,MIA,L 6-19,3,3,Sun,2,11,5.50,0,BankTo00
Tiki Barber,RB,25.163,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,17,86,5.06,1,BarbTi00
Charlie Batch,QB,25.287,2000-09-17,NFL,DET,,TAM,L 10-31,3,3,Sun,2,4,2.00,0,BatcCh00
Fred Beasley,FB,25.365,2000-09-17,NFL,SFO,@,STL,L 24-41,3,3,Sun,3,10,3.33,0,BeasFr00
Jerome Bettis*,RB,28.214,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,24,133,5.54,1,BettJe00
Steve Beuerlein,QB,35.194,2000-09-17,NFL,CAR,,ATL,L 10-15,3,3,Sun,4,14,3.50,0,BeueSt00
Tim Biakabutuka,RB,26.237,2000-09-17,NFL,CAR,,ATL,L 10-15,3,3,Sun,12,45,3.75,0,BiakTi00
Jeff Blake,QB,29.288,2000-09-17,NFL,NOR,@,SEA,L 10-20,3,3,Sun,2,10,5.00,0,BlakJe00
Drew Bledsoe,QB,28.216,2000-09-17,NFL,NWE,,MIN,L 13-21,3,3,Sun,3,21,7.00,0,BledDr00
Mark Brunell,QB,30.000,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,5,25,5.00,0,BrunMa00
Shawn Bryson,RB,23.302,2000-09-17,NFL,BUF,@,NYJ,L 14-27,3,3,Sun,12,40,3.33,0,BrysSh00
Kenny Bynum,RB,26.111,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,4,17,4.25,0,BynuKe00
Tony Carter,FB,28.025,2000-09-17,NFL,NWE,,MIN,L 13-21,3,3,Sun,1,1,1.00,0,CartTo00
Robert Chancey,RB,28.010,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,4,8,2.00,0,ChanRo20
Chris Chandler,QB,34.341,2000-09-17,NFL,ATL,@,CAR,W 15-10,3,3,Sun,6,4,0.67,0,ChanCh00
Bob Christian,FB,31.308,2000-09-17,NFL,ATL,@,CAR,W 15-10,3,3,Sun,2,7,3.50,0,ChriBo00
Mike Cloud,RB,25.078,2000-09-17,NFL,KAN,,SDG,W 42-10,3,3,Sun,8,21,2.63,0,ClouMi00
Kerry Collins,QB,27.262,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,3,1,0.33,0,CollKe00
Greg Comella,FB,25.050,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,1,4,4.00,0,ComeGr00
Tim Couch,QB,23.048,2000-09-17,NFL,CLE,,PIT,W 23-20,3,3,Sun,1,3,3.00,0,CoucTi00
Daunte Culpepper,QB,23.233,2000-09-17,NFL,MIN,@,NWE,W 21-13,3,3,Sun,12,59,4.92,0,CulpDa00
Ron Dayne,RB,22.187,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,19,69,3.63,0,DaynRo00
Corey Dillon,HB,25.329,2000-09-17,NFL,CIN,@,JAX,L 0-13,2,3,Sun,17,32,1.88,0,DillCo00
Ron Dixon,WR,24.112,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,1,12,12.00,0,DixoRo00
Chad Dukes,RB,28.263,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,2,2,1.00,0,DukeCh00
Warrick Dunn,RB,25.256,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,10,34,3.40,1,DunnWa00
Curtis Enis,RB,24.094,2000-09-17,NFL,CHI,,NYG,L 7-14,3,3,Sun,5,13,2.60,0,EnisCu00
Kevin Faulk,RB,24.104,2000-09-17,NFL,NWE,,MIN,L 13-21,3,3,Sun,13,80,6.15,1,FaulKe00
Marshall Faulk*,RB,27.204,2000-09-17,NFL,STL,,SFO,W 41-24,3,3,Sun,25,134,5.36,3,FaulMa00
Brett Favre*,QB,30.343,2000-09-17,NFL,GNB,,PHI,W 6-3,3,3,Sun,2,2,1.00,0,FavrBr00
Jay Fiedler,QB,28.263,2000-09-17,NFL,MIA,,BAL,W 19-6,3,3,Sun,4,8,2.00,0,FiedJa00
Terrell Fletcher,RB,27.003,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,2,4,2.00,0,FletTe00
Chris Fuamatu-Ma'afala,RB,23.197,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,2,22,11.00,0,FuamCh00
Rich Gannon,QB,34.272,2000-09-17,NFL,OAK,,DEN,L 24-33,3,3,Sun,2,10,5.00,0,GannRi00
Jeff Garcia,QB,30.206,2000-09-17,NFL,SFO,@,STL,L 24-41,3,3,Sun,2,12,6.00,0,GarcJe00
Charlie Garner,RB,28.217,2000-09-17,NFL,SFO,@,STL,L 24-41,3,3,Sun,15,87,5.80,0,GarnCh00
Kent Graham,QB,31.321,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,1,7,7.00,0,GrahKe00
Elvis Grbac,QB,30.035,2000-09-17,NFL,KAN,,SDG,W 42-10,3,3,Sun,2,-2,-1.00,0,GrbaEl00
Ahman Green,RB,23.214,2000-09-17,NFL,GNB,,PHI,W 6-3,3,3,Sun,3,3,1.00,0,GreeAh00
Brian Griese,QB,25.183,2000-09-17,NFL,DEN,@,OAK,W 33-24,3,3,Sun,6,-7,-1.17,0,GrieBr00
Howard Griffith,FB,32.305,2000-09-17,NFL,DEN,@,OAK,W 33-24,3,3,Sun,1,0,0.00,0,GrifHo00
Clif Groce,FB,28.049,2000-09-17,NFL,CIN,@,JAX,L 0-13,2,3,Sun,1,5,5.00,0,GrocCl00
Az-Zahir Hakim,WR,23.106,2000-09-17,NFL,STL,,SFO,W 41-24,3,3,Sun,1,4,4.00,0,HakiAz00
Robert Holcombe,RB,24.281,2000-09-17,NFL,STL,,SFO,W 41-24,3,3,Sun,1,3,3.00,0,HolcRo00
Priest Holmes,RB,26.346,2000-09-17,NFL,BAL,@,MIA,L 6-19,3,3,Sun,6,25,4.17,0,HolmPr00
Richard Huntley,RB,27.365,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,3,6,2.00,1,HuntRi00
Terry Jackson,RB,24.251,2000-09-17,NFL,SFO,@,STL,L 24-41,3,3,Sun,1,2,2.00,0,JackTe00
J.J. Johnson,RB,26.150,2000-09-17,NFL,MIA,,BAL,W 19-6,3,3,Sun,5,10,2.00,0,JohnJ.00
Rob Johnson,QB,27.183,2000-09-17,NFL,BUF,@,NYJ,L 14-27,3,3,Sun,3,18,6.00,0,JohnRo00
Napoleon Kaufman,RB,27.102,2000-09-17,NFL,OAK,,DEN,L 24-33,3,3,Sun,5,86,17.20,0,KaufNa00
Shaun King,QB,23.111,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,4,17,4.25,1,KingSh00
Jon Kitna,QB,27.362,2000-09-17,NFL,SEA,,NOR,W 20-10,3,3,Sun,4,2,0.50,0,KitnJo00
Jim Kleinsasser,FB,23.230,2000-09-17,NFL,MIN,@,NWE,W 21-13,3,3,Sun,2,4,2.00,0,KleiJi00
Dorsey Levens,RB,30.119,2000-09-17,NFL,GNB,,PHI,W 6-3,3,3,Sun,24,74,3.08,0,LeveDo00
Jamal Lewis,RB,21.019,2000-09-17,NFL,BAL,@,MIA,L 6-19,3,3,Sun,9,76,8.44,0,LewiJa00
Ray Lucas,QB,28.042,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,1,-5,-5.00,0,LucaRa00
Stacey Mack,FB,25.083,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,20,35,1.75,0,MackSt00
Curtis Martin*,RB,27.139,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,29,84,2.90,1,MartCu00
Donovan McNabb,QB,23.297,2000-09-17,NFL,PHI,@,GNB,L 3-6,3,3,Sun,3,20,6.67,0,McNaDo00
Cade McNown,QB,23.249,2000-09-17,NFL,CHI,,NYG,L 7-14,3,3,Sun,2,4,2.00,0,McNoCa00
Brian Mitchell,RB/K,32.030,2000-09-17,NFL,PHI,@,GNB,L 3-6,3,3,Sun,2,5,2.50,0,MitcBr00
Frank Moreau,RB,24.008,2000-09-17,NFL,KAN,,SDG,W 42-10,3,3,Sun,18,58,3.22,1,MoreFr00
Moses Moreno,QB,25.012,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,4,20,5.00,0,MoreMo00
Sammy Morris,RB,23.178,2000-09-17,NFL,BUF,@,NYJ,L 14-27,3,3,Sun,3,9,3.00,0,MorrSa00
Chad Morton,RB,23.166,2000-09-17,NFL,NOR,@,SEA,L 10-20,3,3,Sun,1,-1,-1.00,0,MortCh00
Patrick Pass,RB,22.261,2000-09-17,NFL,NWE,,MIN,L 13-21,3,3,Sun,1,1,1.00,0,PassPa00
Travis Prentice,RB,23.284,2000-09-17,NFL,CLE,,PIT,W 23-20,3,3,Sun,4,3,0.75,0,PrenTr00
Errict Rhett,RB,29.281,2000-09-17,NFL,CLE,,PIT,W 23-20,3,3,Sun,18,55,3.06,0,RhetEr00
Tony Richardson,RB,28.275,2000-09-17,NFL,KAN,,SDG,W 42-10,3,3,Sun,6,40,6.67,0,RichTo00
Daimon Shelton,FB,28.002,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,1,2,2.00,0,ShelDa00
Akili Smith,QB,25.027,2000-09-17,NFL,CIN,@,JAX,L 0-13,2,3,Sun,5,34,6.80,0,SmitAk00
Antowain Smith,RB,28.187,2000-09-17,NFL,BUF,@,NYJ,L 14-27,3,3,Sun,5,13,2.60,0,SmitAn00
Lamar Smith,RB,29.293,2000-09-17,NFL,MIA,,BAL,W 19-6,3,3,Sun,22,63,2.86,1,SmitLa00
Robert Smith,RB,28.197,2000-09-17,NFL,MIN,@,NWE,W 21-13,3,3,Sun,29,91,3.14,1,SmitRo00
R. Jay Soward,WR,22.245,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,1,20,20.00,0,SowaR.00
Duce Staley,RB,25.203,2000-09-17,NFL,PHI,@,GNB,L 3-6,3,3,Sun,17,60,3.53,0,StalDu00
Aaron Stecker,RB,24.309,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,3,2,0.67,0,StecAa00
James Stewart,HB,28.265,2000-09-17,NFL,DET,,TAM,L 10-31,3,3,Sun,8,13,1.63,0,StewJa00
Vinny Testaverde,QB,36.309,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,1,-1,-1.00,0,TestVi00
Thurman Thomas*,RB,34.124,2000-09-17,NFL,MIA,,BAL,W 19-6,3,3,Sun,3,25,8.33,0,ThomTh00
Dedric Ward,WR,25.354,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,2,10,5.00,0,WardDe00
Kurt Warner*,QB,29.087,2000-09-17,NFL,STL,,SFO,W 41-24,3,3,Sun,1,-1,-1.00,0,WarnKu00
Ricky Watters,RB,31.163,2000-09-17,NFL,SEA,,NOR,W 20-10,3,3,Sun,22,105,4.77,1,WattRi00
Tyrone Wheatley,RB,28.242,2000-09-17,NFL,OAK,,DEN,L 24-33,3,3,Sun,12,27,2.25,0,WheaTy00
Ricky Williams,RB,23.119,2000-09-17,NFL,NOR,@,SEA,L 10-20,3,3,Sun,23,107,4.65,0,WillRi00
Jon Witman,FB,28.108,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,1,2,2.00,0,WitmJo00
Eric Zeier,QB,28.011,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,1,-1,-1.00,0,ZeieEr00
Larry Centers,RB,32.109,2000-09-18,NFL,WAS,,DAL,L 21-27,3,3,Mon,1,11,11.00,0,CentLa00
Randall Cunningham,QB,37.175,2000-09-18,NFL,DAL,@,WAS,W 27-21,3,3,Mon,3,32,10.67,0,CunnRa00
Stephen Davis,RB,26.201,2000-09-18,NFL,WAS,,DAL,L 21-27,3,3,Mon,25,91,3.64,2,DaviSt00
Rocket Ismail,WR,30.305,2000-09-18,NFL,DAL,@,WAS,W 27-21,3,3,Mon,2,30,15.00,0,IsmaRa00
Brad Johnson,QB,32.005,2000-09-18,NFL,WAS,,DAL,L 21-27,3,3,Mon,2,2,1.00,0,JohnBr00
Adrian Murrell,RB,29.338,2000-09-18,NFL,WAS,,DAL,L 21-27,3,3,Mon,1,3,3.00,0,MurrAd00
Emmitt Smith*,RB,31.126,2000-09-18,NFL,DAL,@,WAS,W 27-21,3,3,Mon,24,83,3.46,1,SmitEm00
Chris Warren,RB,32.238,2000-09-18,NFL,DAL,@,WAS,W 27-21,3,3,Mon,2,8,4.00,0,WarrCh00
Shaun Alexander,RB,23.025,2000-09-24,NFL,SEA,@,SDG,W 20-12,4,4,Sun,3,19,6.33,0,AlexSh00
James Allen,RB,25.180,2000-09-24,NFL,CHI,,DET,L 14-21,4,4,Sun,19,87,4.58,0,AlleJa00
Mike Alstott,FB,26.278,2000-09-24,NFL,TAM,,NYJ,L 17-21,4,4,Sun,16,60,3.75,0,AlstMi00
Jamal Anderson,RB,27.360,2000-09-24,NFL,ATL,,STL,L 20-41,4,4,Sun,15,41,2.73,1,AndeJa00
Mike Anderson,RB,27.003,2000-09-24,NFL,DEN,,KAN,L 22-23,4,4,Sun,22,85,3.86,1,AndeMi00
Obafemi Ayanbadejo,FB,25.203,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,4,9,2.25,1,AyanOb00
Tiki Barber,RB,25.170,2000-09-24,NFL,NYG,,WAS,L 6-16,4,4,Sun,16,65,4.06,0,BarbTi00
Marlon Barnes,RB,24.195,2000-09-24,NFL,CHI,,DET,L 14-21,4,4,Sun,1,3,3.00,0,BarnMa00
Charlie Batch,QB,25.294,2000-09-24,NFL,DET,@,CHI,W 21-14,4,4,Sun,4,2,0.50,0,BatcCh00
Mario Bates,RB,27.252,2000-09-24,NFL,DET,@,CHI,W 21-14,4,4,Sun,2,7,3.50,0,BateMa00
Fred Beasley,FB,26.006,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,4,11,2.75,0,BeasFr00
Brandon Bennett,HB,27.234,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,2,-7,-3.50,0,BennBr00
Jerome Bettis*,RB,28.221,2000-09-24,NFL,PIT,,TEN,L 20-23,3,4,Sun,19,77,4.05,1,BettJe00
Jeff Blake,QB,29.295,2000-09-24,NFL,NOR,,PHI,L 7-21,4,4,Sun,4,38,9.50,1,BlakJe00
Drew Bledsoe,QB,28.223,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,2,5,2.50,0,BledDr00
Troy Brown,WR,29.084,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,1,-5,-5.00,0,BrowTr00
Tony Carter,FB,28.032,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,2,8,4.00,0,CartTo00
Bob Christian,FB,31.315,2000-09-24,NFL,ATL,,STL,L 20-41,4,4,Sun,1,4,4.00,0,ChriBo00
Mike Cloud,HB,25.085,2000-09-24,NFL,KAN,@,DEN,W 23-22,4,4,Sun,4,5,1.25,0,ClouMi00
Dexter Coakley,WLB,27.340,2000-09-24,NFL,DAL,,SFO,L 24-41,4,4,Sun,1,26,26.00,0,CoakDe00
Tim Couch,QB,23.055,2000-09-24,NFL,CLE,@,OAK,L 10-36,4,4,Sun,3,3,1.00,0,CoucTi00
Zack Crockett,RB,27.297,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,1,2,2.00,1,CrocZa00
Stephen Davis,RB,26.207,2000-09-24,NFL,WAS,@,NYG,W 16-6,4,4,Sun,30,89,2.97,0,DaviSt00
Terrell Davis*,RB,27.332,2000-09-24,NFL,DEN,,KAN,L 22-23,4,4,Sun,6,41,6.83,0,DaviTe00
Ron Dayne,RB,22.194,2000-09-24,NFL,NYG,,WAS,L 6-16,4,4,Sun,5,23,4.60,0,DaynRo00
Corey Dillon,HB,25.336,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,12,9,0.75,0,DillCo00
Warrick Dunn,RB,25.263,2000-09-24,NFL,TAM,,NYJ,L 17-21,4,4,Sun,13,53,4.08,0,DunnWa00
Bert Emanuel,WR,29.334,2000-09-24,NFL,MIA,,NWE,W 10-3,4,4,Sun,1,-1,-1.00,0,EmanBe00
Curtis Enis,RB,24.101,2000-09-24,NFL,CHI,,DET,L 14-21,4,4,Sun,1,5,5.00,0,EnisCu00
Kevin Faulk,RB,24.111,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,21,46,2.19,0,FaulKe00
Marshall Faulk*,RB,27.211,2000-09-24,NFL,STL,@,ATL,W 41-20,4,4,Sun,20,78,3.90,0,FaulMa00
Brett Favre*,QB,30.350,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,4,38,9.50,0,FavrBr00
Jermaine Fazande,RB,25.254,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,11,36,3.27,0,FazaJe00
Jay Fiedler,QB,28.270,2000-09-24,NFL,MIA,,NWE,W 10-3,4,4,Sun,8,21,2.63,0,FiedJa00
Terrell Fletcher,RB,27.010,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,5,40,8.00,0,FletTe00
Gus Frerotte,QB,29.055,2000-09-24,NFL,DEN,,KAN,L 22-23,4,4,Sun,2,19,9.50,0,FrerGu00
Chris Fuamatu-Ma'afala,RB,23.204,2000-09-24,NFL,PIT,,TEN,L 20-23,3,4,Sun,4,21,5.25,0,FuamCh00
Rich Gannon,QB,34.279,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,1,8,8.00,0,GannRi00
Jeff Garcia,QB,30.213,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,6,43,7.17,0,GarcJe00
Charlie Garner,RB,28.224,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,36,201,5.58,1,GarnCh00
Eddie George,RB,27.000,2000-09-24,NFL,TEN,@,PIT,W 23-20,3,4,Sun,27,74,2.74,1,GeorEd00
Herbert Goodman,RB,23.024,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,2,4,2.00,0,GoodHe00
Elvis Grbac,QB,30.042,2000-09-24,NFL,KAN,@,DEN,W 23-22,4,4,Sun,3,1,0.33,0,GrbaEl00
Ahman Green,RB,23.221,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,12,93,7.75,1,GreeAh00
Clif Groce,FB,28.056,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,1,-1,-1.00,0,GrocCl00
Jim Harbaugh,QB,36.276,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,1,3,3.00,0,HarbJi00
Matt Hasselbeck,QB,24.365,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,1,-1,-1.00,0,HassMa00
Priest Holmes,RB,26.353,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,8,51,6.38,0,HolmPr00
Joe Horn,WR,28.252,2000-09-24,NFL,NOR,,PHI,L 7-21,4,4,Sun,1,5,5.00,0,HornJo00
Tony Horne,WR,24.187,2000-09-24,NFL,STL,@,ATL,W 41-20,4,4,Sun,1,-3,-3.00,0,HornTo00
Bobby Hoying,QB,28.004,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,2,-3,-1.50,0,HoyiBo00
Brad Johnson,QB,32.011,2000-09-24,NFL,WAS,@,NYG,W 16-6,4,4,Sun,3,-3,-1.00,0,JohnBr00
Thomas Jones,RB,22.036,2000-09-24,NFL,ARI,,GNB,L 3-29,3,4,Sun,10,24,2.40,0,JoneTh00
Randy Jordan,RB,30.110,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,4,6,1.50,0,JordRa00
Napoleon Kaufman,RB,27.109,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,7,37,5.29,0,KaufNa00
Shaun King,QB,23.118,2000-09-24,NFL,TAM,,NYJ,L 17-21,4,4,Sun,2,8,4.00,0,KingSh00
Jon Kitna,QB,28.003,2000-09-24,NFL,SEA,@,SDG,W 20-12,4,4,Sun,6,22,3.67,0,KitnJo00
Ryan Leaf,QB,24.132,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,2,3,1.50,0,LeafRy00
Dorsey Levens,RB,30.126,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,17,42,2.47,0,LeveDo00
Jamal Lewis,RB,21.026,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,25,116,4.64,1,LewiJa00
Jonas Lewis,RB,23.272,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,1,6,6.00,0,LewiJo00
Ray Lucas,QB,28.049,2000-09-24,NFL,NYJ,@,TAM,W 21-17,4,4,Sun,1,9,9.00,0,LucaRa00
Curtis Martin*,RB,27.146,2000-09-24,NFL,NYJ,@,TAM,W 21-17,4,4,Sun,18,90,5.00,0,MartCu00
Fred McCrary,FB,28.005,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,5,9,1.80,0,McCrFr00
Donovan McNabb,QB,23.304,2000-09-24,NFL,PHI,@,NOR,W 21-7,4,4,Sun,7,23,3.29,0,McNaDo00
Steve McNair,QB,27.223,2000-09-24,NFL,TEN,@,PIT,W 23-20,3,4,Sun,2,8,4.00,0,McNaSt00
Cade McNown,QB,23.256,2000-09-24,NFL,CHI,,DET,L 14-21,4,4,Sun,10,52,5.20,1,McNoCa00
Scott Mitchell,QB,32.266,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,1,3,3.00,0,MitcSc00
Frank Moreau,RB,24.015,2000-09-24,NFL,KAN,@,DEN,W 23-22,4,4,Sun,6,8,1.33,0,MoreFr00
Adrian Murrell,RB,29.344,2000-09-24,NFL,WAS,@,NYG,W 16-6,4,4,Sun,5,22,4.40,0,MurrAd00
Neil O'Donnell,QB,34.083,2000-09-24,NFL,TEN,@,PIT,W 23-20,3,4,Sun,2,3,1.50,0,ODonNe00
Michael Pittman,RB,25.041,2000-09-24,NFL,ARI,,GNB,L 3-29,3,4,Sun,3,4,1.33,0,PittMi00
Travis Prentice,RB,23.291,2000-09-24,NFL,CLE,@,OAK,L 10-36,4,4,Sun,3,1,0.33,0,PrenTr00
Chris Redman,QB,23.079,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,1,0,0.00,0,RedmCh00
Errict Rhett,RB,29.288,2000-09-24,NFL,CLE,@,OAK,L 10-36,4,4,Sun,15,85,5.67,0,RhetEr00
Tony Richardson,FB,28.282,2000-09-24,NFL,KAN,@,DEN,W 23-22,4,4,Sun,14,35,2.50,1,RichTo00
Ron Rivers,RB,28.316,2000-09-24,NFL,ATL,,STL,L 20-41,4,4,Sun,5,23,4.60,0,RiveRo00
Mike Sellers,FB,25.065,2000-09-24,NFL,WAS,@,NYG,W 16-6,4,4,Sun,1,2,2.00,0,SellMi00
Harold Shaw,FB,26.021,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,3,2,0.67,0,ShawHa00
