Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
John Carney,K,44.137,2008-09-04,NFL,NYG,,WAS,W 16-7,1,1,Thu,1,1,100.0,3,3,100.0,,,0,10,carnejoh01
Shaun Suisham,K,26.250,2008-09-04,NFL,WAS,@,NYG,L 7-16,1,1,Thu,1,1,100.0,,,,,,0,1,suishsha01
David Akers,K,33.273,2008-09-07,NFL,PHI,,STL,W 38-3,1,1,Sun,5,5,100.0,1,1,100.0,,,0,8,akersdav01
Rob Bironas,K,30.222,2008-09-07,NFL,TEN,,JAX,W 17-10,1,1,Sun,2,2,100.0,1,1,100.0,,,0,5,bironrob01
Kris Brown,PK,31.259,2008-09-07,NFL,HOU,@,PIT,L 17-38,1,1,Sun,2,2,100.0,1,1,100.0,,,0,5,brownkri01
Matt Bryant,K,33.101,2008-09-07,NFL,TAM,@,NOR,L 20-24,1,1,Sun,2,2,100.0,2,2,100.0,,,0,8,bryanmat01
Dan Carpenter,K,22.287,2008-09-07,NFL,MIA,,NYJ,L 14-20,1,1,Sun,2,2,100.0,,,,,,0,2,CarpDa44
Phil Dawson,K,33.228,2008-09-07,NFL,CLE,,DAL,L 10-28,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Jason Elam,PK,38.183,2008-09-07,NFL,ATL,,DET,W 34-21,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,elamxjas01
Nick Folk,K,23.307,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,4,4,100.0,,,,,,0,4,FolkNi20
Stephen Gostkowski,K,24.223,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,2,2,100.0,1,1,100.0,,,0,5,GostSt20
Robbie Gould,K,25.276,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,3,3,100.0,2,2,100.0,,,0,9,gouldrob01
Shayne Graham,K,30.273,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,grahasha01
Martin Gramatica,K,32.285,2008-09-07,NFL,NOR,,TAM,W 24-20,1,1,Sun,3,3,100.0,1,1,100.0,,,0,6,gramamar01
Jason Hanson,K,38.082,2008-09-07,NFL,DET,@,ATL,L 21-34,1,1,Sun,3,3,100.0,,,,,,0,3,hansojas01
Nate Kaeding,K,26.165,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,3,3,100.0,1,1,100.0,,,0,6,kaedinat01
John Kasay,K,38.316,2008-09-07,NFL,CAR,@,SDG,W 26-24,1,1,Sun,2,2,100.0,4,4,100.0,,,0,14,kasayjoh01
Rian Lindell,K,31.231,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,4,4,100.0,2,3,66.7,,,0,10,linderia01
Olindo Mare,K,35.093,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,marexoli01
Joe Nedney,K,35.169,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,1,1,100.0,2,2,100.0,,,0,7,nednejoe01
Nick Novak,K,27.017,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,novaknic01
Mike Nugent,K,26.189,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,2,2,100.0,,1,0.0,,,0,2,nugenmik01
Neil Rackers,K,32.022,2008-09-07,NFL,ARI,@,SFO,W 23-13,1,1,Sun,2,2,100.0,3,4,75.0,,,0,11,rackenei01
Jeff Reed,K,29.151,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,5,5,100.0,1,1,100.0,,,0,8,reedxjef01
Josh Scobee,PK,26.076,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,1,1,100.0,1,2,50.0,,,0,4,scobejos01
Matt Stover,K,40.224,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,2,2,100.0,1,2,50.0,,,0,5,stovemat01
Adam Vinatieri,K,35.254,2008-09-07,NFL,IND,,CHI,L 13-29,1,1,Sun,1,1,100.0,2,2,100.0,,,0,7,vinatada01
Mason Crosby,K,24.005,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,3,3,100.0,1,2,50.0,,,0,6,CrosMa20
Sebastian Janikowski,K,30.190,2008-09-08,NFL,OAK,,DEN,L 14-41,1,1,Mon,2,2,100.0,,,,,,0,2,janikseb01
Ryan Longwell,K,34.023,2008-09-08,NFL,MIN,@,GNB,L 19-24,1,1,Mon,1,1,100.0,2,2,100.0,,,0,7,longwrya01
Matt Prater,K,24.029,2008-09-08,NFL,DEN,@,OAK,W 41-14,1,1,Mon,5,5,100.0,2,2,100.0,,,0,11,PratMa20
Rob Bironas,K,30.229,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,bironrob01
Josh Brown,K,29.138,2008-09-14,NFL,STL,,NYG,L 13-41,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,brownjos01
Matt Bryant,K,33.108,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,bryanmat01
John Carney,K,44.147,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,5,5,100.0,2,2,100.0,,,0,11,carnejoh01
Dan Carpenter,K,22.294,2008-09-14,NFL,MIA,@,ARI,L 10-31,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,CarpDa44
Mason Crosby,K,24.011,2008-09-14,NFL,GNB,@,DET,W 48-25,2,2,Sun,6,6,100.0,2,2,100.0,,,0,12,CrosMa20
Jay Feely,K,32.114,2008-09-14,NFL,NYJ,,NWE,L 10-19,2,2,Sun,1,1,100.0,1,2,50.0,,,0,4,feelyjay01
Stephen Gostkowski,K,24.230,2008-09-14,NFL,NWE,@,NYJ,W 19-10,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,GostSt20
Robbie Gould,K,25.283,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,gouldrob01
Shayne Graham,K,30.280,2008-09-14,NFL,CIN,,TEN,L 7-24,2,2,Sun,1,1,100.0,,1,0.0,,,0,1,grahasha01
Martin Gramatica,K,32.292,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,gramamar01
Jason Hanson,K,38.089,2008-09-14,NFL,DET,,GNB,L 25-48,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,hansojas01
Sebastian Janikowski,K,30.196,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,janikseb01
Nate Kaeding,K,26.172,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,kaedinat01
John Kasay,K,38.323,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,kasayjoh01
Rian Lindell,K,31.238,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,linderia01
Olindo Mare,K,35.100,2008-09-14,NFL,SEA,,SFO,L 30-33,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,marexoli01
Joe Nedney,K,35.176,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,3,3,100.0,4,5,80.0,,,0,15,nednejoe01
Matt Prater,K,24.035,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,4,4,100.0,1,1,100.0,,,0,7,PratMa20
Neil Rackers,K,32.029,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,4,4,100.0,1,1,100.0,,,0,7,rackenei01
Jeff Reed,K,29.158,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,reedxjef01
Josh Scobee,PK,26.083,2008-09-14,NFL,JAX,,BUF,L 16-20,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,scobejos01
Shaun Suisham,K,26.260,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,2,2,100.0,3,5,60.0,,,0,11,suishsha01
Adam Vinatieri,K,35.261,2008-09-14,NFL,IND,@,MIN,W 18-15,2,2,Sun,1,1,100.0,1,2,50.0,,,0,4,vinatada01
David Akers,K,33.281,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,4,4,100.0,3,3,100.0,,,0,13,akersdav01
Nick Folk,K,23.315,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,5,5,100.0,2,2,100.0,,,0,11,FolkNi20
David Akers,K,33.287,2008-09-21,NFL,PHI,,PIT,W 15-6,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,akersdav01
Rob Bironas,K,30.236,2008-09-21,NFL,TEN,,HOU,W 31-12,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,bironrob01
Josh Brown,K,29.145,2008-09-21,NFL,STL,@,SEA,L 13-37,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,brownjos01
Matt Bryant,K,33.115,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,bryanmat01
John Carney,K,44.154,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,carnejoh01
Dan Carpenter,K,22.301,2008-09-21,NFL,MIA,@,NWE,W 38-13,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,CarpDa44
Mason Crosby,K,24.018,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,CrosMa20
Phil Dawson,K,33.242,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Jason Elam,PK,38.197,2008-09-21,NFL,ATL,,KAN,W 38-14,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,elamxjas01
Nick Folk,K,23.321,2008-09-21,NFL,DAL,@,GNB,W 27-16,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,FolkNi20
Stephen Gostkowski,K,24.237,2008-09-21,NFL,NWE,,MIA,L 13-38,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,GostSt20
Robbie Gould,K,25.290,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,1,1,100.0,3,4,75.0,,,0,10,gouldrob01
Shayne Graham,K,30.287,2008-09-21,NFL,CIN,@,NYG,L 23-26,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,grahasha01
Martin Gramatica,K,32.299,2008-09-21,NFL,NOR,@,DEN,L 32-34,3,3,Sun,3,3,100.0,1,3,33.3,,,0,6,gramamar01
Jason Hanson,K,38.096,2008-09-21,NFL,DET,@,SFO,L 13-31,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,hansojas01
Sebastian Janikowski,K,30.203,2008-09-21,NFL,OAK,@,BUF,L 23-24,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,janikseb01
John Kasay,K,38.330,2008-09-21,NFL,CAR,@,MIN,L 10-20,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,kasayjoh01
Rian Lindell,K,31.245,2008-09-21,NFL,BUF,,OAK,W 24-23,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,linderia01
Ryan Longwell,K,34.036,2008-09-21,NFL,MIN,,CAR,W 20-10,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,longwrya01
Olindo Mare,K,35.107,2008-09-21,NFL,SEA,,STL,W 37-13,3,3,Sun,4,4,100.0,3,3,100.0,,,0,13,marexoli01
Joe Nedney,K,35.183,2008-09-21,NFL,SFO,,DET,W 31-13,3,3,Sun,4,4,100.0,1,2,50.0,,,0,7,nednejoe01
Nick Novak,K,27.031,2008-09-21,NFL,KAN,@,ATL,L 14-38,3,3,Sun,2,2,100.0,,1,0.0,,,0,2,novaknic01
Matt Prater,K,24.042,2008-09-21,NFL,DEN,,NOR,W 34-32,3,3,Sun,4,4,100.0,2,2,100.0,,,0,10,PratMa20
Neil Rackers,K,32.036,2008-09-21,NFL,ARI,@,WAS,L 17-24,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,rackenei01
Josh Scobee,PK,26.090,2008-09-21,NFL,JAX,@,IND,W 23-21,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,scobejos01
Matt Stover,K,40.238,2008-09-21,NFL,BAL,,CLE,W 28-10,2,3,Sun,4,4,100.0,,1,0.0,,,0,4,stovemat01
Shaun Suisham,K,26.267,2008-09-21,NFL,WAS,,ARI,W 24-17,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,suishsha01
Adam Vinatieri,K,35.268,2008-09-21,NFL,IND,,JAX,L 21-23,3,3,Sun,3,3,100.0,,,,,,0,3,vinatada01
Jay Feely,K,32.122,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,2,2,100.0,1,1,100.0,,,0,5,feelyjay01
Nate Kaeding,K,26.180,2008-09-22,NFL,SDG,,NYJ,W 48-29,3,3,Mon,6,6,100.0,2,2,100.0,,,0,12,kaedinat01
David Akers,K,33.294,2008-09-28,NFL,PHI,@,CHI,L 20-24,4,4,Sun,2,2,100.0,2,4,50.0,,,0,8,akersdav01
Rob Bironas,K,30.243,2008-09-28,NFL,TEN,,MIN,W 30-17,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,bironrob01
Josh Brown,K,29.152,2008-09-28,NFL,STL,,BUF,L 14-31,4,4,Sun,2,2,100.0,,1,0.0,,,0,2,brownjos01
Kris Brown,PK,31.280,2008-09-28,NFL,HOU,@,JAX,L 27-30,3,4,Sun,3,3,100.0,2,2,100.0,,,0,9,brownkri01
Matt Bryant,K,33.122,2008-09-28,NFL,TAM,,GNB,W 30-21,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,bryanmat01
Mason Crosby,K,24.025,2008-09-28,NFL,GNB,@,TAM,L 21-30,4,4,Sun,3,3,100.0,,,,,,0,3,CrosMa20
Phil Dawson,K,33.249,2008-09-28,NFL,CLE,@,CIN,W 20-12,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,dawsophi01
Jay Feely,K,32.128,2008-09-28,NFL,NYJ,,ARI,W 56-35,4,4,Sun,6,6,100.0,2,3,66.7,,,0,12,feelyjay01
Nick Folk,K,23.328,2008-09-28,NFL,DAL,,WAS,L 24-26,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,FolkNi20
