Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Drew Bledsoe,QB,27.238,1999-10-10,NFL,NWE,@,KAN,L 14-16,5,5,Sun,23,45,51.11,334,2,2,71.9,3,18,7.42,6.31,BledDr00
Dave Brown,QB,29.227,1999-10-10,NFL,ARI,,NYG,W 14-3,5,5,Sun,4,8,50.00,41,0,0,65.1,1,1,5.13,5.13,BrowDa00
Stoney Case,QB,27.095,1999-10-10,NFL,BAL,@,TEN,L 11-14,5,5,Sun,15,37,40.54,207,0,0,59.2,3,29,5.59,5.59,CaseSt00
Kerry Collins,QB,26.284,1999-10-10,NFL,NYG,@,ARI,L 3-14,5,5,Sun,24,38,63.16,202,0,1,65.9,3,24,5.32,4.13,CollKe00
Tim Couch,QB,22.071,1999-10-10,NFL,CLE,,CIN,L 17-18,5,5,Sun,15,27,55.56,164,0,1,58.3,3,20,6.07,4.41,CoucTi00
Randall Cunningham,QB,36.197,1999-10-10,NFL,MIN,,CHI,L 22-24,5,5,Sun,25,47,53.19,309,1,3,54.3,4,30,6.57,4.13,CunnRa00
Trent Dilfer,QB,27.211,1999-10-10,NFL,TAM,@,GNB,L 23-26,5,5,Sun,16,26,61.54,110,1,3,44.2,2,10,4.23,-0.19,DilfTr00
Brett Favre*,QB,30.000,1999-10-10,NFL,GNB,,TAM,W 26-23,4,5,Sun,22,40,55.00,390,2,0,105.2,5,38,9.75,10.75,FavrBr00
Doug Flutie,QB,36.352,1999-10-10,NFL,BUF,,PIT,W 24-21,5,5,Sun,21,32,65.63,261,3,0,122.0,2,7,8.16,10.03,FlutDo00
Rich Gannon,QB,33.294,1999-10-10,NFL,OAK,,DEN,L 13-16,5,5,Sun,25,36,69.44,248,1,2,74.8,6,38,6.89,4.94,GannRi00
Jeff Garcia,QB,29.228,1999-10-10,NFL,SFO,@,STL,L 20-42,5,5,Sun,22,36,61.11,233,0,3,45.3,0,0,6.47,2.72,GarcJe00
Tony Graziani,QB,25.291,1999-10-10,NFL,ATL,@,NOR,W 20-17,5,5,Sun,11,20,55.00,162,1,0,98.3,3,15,8.10,9.10,GrazTo00
Elvis Grbac,QB,29.058,1999-10-10,NFL,KAN,,NWE,W 16-14,5,5,Sun,18,26,69.23,198,0,1,75.5,2,9,7.62,5.88,GrbaEl00
Brian Griese,QB,24.206,1999-10-10,NFL,DEN,@,OAK,W 16-13,5,5,Sun,17,29,58.62,234,1,1,81.7,2,13,8.07,7.21,GrieBr00
Billy Joe Hobert,QB,28.275,1999-10-10,NFL,NOR,,ATL,L 17-20,4,5,Sun,9,14,64.29,153,1,0,125.0,1,0,10.93,12.36,HobeBi00
Erik Kramer,QB,34.338,1999-10-10,NFL,SDG,@,DET,W 20-10,4,5,Sun,20,34,58.82,208,0,1,64.3,2,16,6.12,4.79,KramEr00
Peyton Manning,QB,23.200,1999-10-10,NFL,IND,,MIA,L 31-34,4,5,Sun,17,24,70.83,274,3,1,130.9,2,10,11.42,12.04,MannPe00
Dan Marino*,QB,38.025,1999-10-10,NFL,MIA,@,IND,W 34-31,4,5,Sun,25,38,65.79,393,2,0,117.5,0,0,10.34,11.39,MariDa00
Shane Matthews,QB,29.131,1999-10-10,NFL,CHI,@,MIN,W 24-22,5,5,Sun,19,28,67.86,184,2,0,109.8,0,0,6.57,8.00,MattSh00
Cade McNown,QB,22.271,1999-10-10,NFL,CHI,@,MIN,W 24-22,5,5,Sun,9,14,64.29,97,0,0,84.5,1,3,6.93,6.93,McNoCa00
Neil O'Donnell,QB,33.099,1999-10-10,NFL,TEN,,BAL,W 14-11,5,5,Sun,24,35,68.57,216,1,0,94.5,0,0,6.17,6.74,ODonNe00
Doug Pederson,QB,31.252,1999-10-10,NFL,PHI,,DAL,W 13-10,5,5,Sun,11,29,37.93,145,1,1,51.7,2,6,5.00,4.14,PedeDo00
Jake Plummer,QB,24.295,1999-10-10,NFL,ARI,,NYG,W 14-3,5,5,Sun,13,19,68.42,156,1,0,110.9,3,21,8.21,9.26,PlumJa00
Torrance Small,WR,29.036,1999-10-10,NFL,PHI,,DAL,W 13-10,5,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,SmalTo00
Akili Smith,QB,24.050,1999-10-10,NFL,CIN,@,CLE,W 18-17,5,5,Sun,25,42,59.52,221,2,0,89.5,4,17,5.26,6.21,SmitAk00
Rod Smith,WR,29.148,1999-10-10,NFL,DEN,@,OAK,W 16-13,5,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,SmitRo01
Kordell Stewart,QB,26.359,1999-10-10,NFL,PIT,@,BUF,L 21-24,5,5,Sun,21,29,72.41,216,2,1,102.1,2,9,7.45,7.28,StewKo00
Billy Joe Tolliver,QB,33.245,1999-10-10,NFL,NOR,,ATL,L 17-20,4,5,Sun,13,26,50.00,185,1,2,54.2,2,19,7.12,4.42,TollBi00
Kurt Warner*,QB,28.110,1999-10-10,NFL,STL,,SFO,W 42-20,4,5,Sun,20,23,86.96,323,5,1,140.2,1,9,14.04,16.43,WarnKu00
Mark Brunell,QB,29.024,1999-10-11,NFL,JAX,@,NYJ,W 16-6,5,5,Mon,21,35,60.00,215,0,0,77.7,2,18,6.14,6.14,BrunMa00
Rick Mirer,QB,29.206,1999-10-11,NFL,NYJ,,JAX,L 6-16,5,5,Mon,19,38,50.00,164,0,2,39.8,4,23,4.32,1.95,MireRi00
Charlie Batch,QB,24.316,1999-10-17,NFL,DET,,MIN,W 25-23,5,6,Sun,9,16,56.25,70,0,0,67.2,1,1,4.38,4.38,BatcCh00
Steve Beuerlein,QB,34.224,1999-10-17,NFL,CAR,@,SFO,W 31-29,5,6,Sun,23,36,63.89,300,4,3,92.4,2,18,8.33,6.81,BeueSt00
Drew Bledsoe,QB,27.245,1999-10-17,NFL,NWE,,MIA,L 30-31,6,6,Sun,17,36,47.22,225,1,1,65.2,2,12,6.25,5.56,BledDr00
Dave Brown,QB,29.234,1999-10-17,NFL,ARI,,WAS,L 10-24,6,6,Sun,8,20,40.00,117,1,1,55.6,0,0,5.85,4.60,BrowDa00
Mark Brunell,QB,29.030,1999-10-17,NFL,JAX,,CLE,W 24-7,6,6,Sun,12,19,63.16,109,0,0,78.6,0,0,5.74,5.74,BrunMa00
Chris Chandler,QB,34.005,1999-10-17,NFL,ATL,,STL,L 13-41,6,6,Sun,10,18,55.56,168,1,1,82.6,2,15,9.33,7.94,ChanCh00
Tim Couch,QB,22.078,1999-10-17,NFL,CLE,@,JAX,L 7-24,6,6,Sun,18,23,78.26,161,1,0,110.3,4,31,7.00,7.87,CoucTi00
Randall Cunningham,QB,36.204,1999-10-17,NFL,MIN,@,DET,L 23-25,6,6,Sun,10,15,66.67,78,0,1,51.5,3,14,5.20,2.20,CunnRa00
Brett Favre*,QB,30.007,1999-10-17,NFL,GNB,@,DEN,L 10-31,5,6,Sun,7,23,30.43,120,0,3,9.6,1,8,5.22,-0.65,FavrBr00
Jay Fiedler,QB,27.292,1999-10-17,NFL,JAX,,CLE,W 24-7,6,6,Sun,12,14,85.71,113,1,0,124.1,0,0,8.07,9.50,FiedJa00
Doug Flutie,QB,36.359,1999-10-17,NFL,BUF,,OAK,L 14-20,6,6,Sun,19,41,46.34,210,1,3,39.7,1,9,5.12,2.32,FlutDo00
Gus Frerotte,QB,28.078,1999-10-17,NFL,DET,,MIN,W 25-23,5,6,Sun,15,24,62.50,140,0,0,78.5,3,20,5.83,5.83,FrerGu00
Rich Gannon,QB,33.301,1999-10-17,NFL,OAK,@,BUF,W 20-14,6,6,Sun,15,22,68.18,155,0,0,88.3,2,7,7.05,7.05,GannRi00
Jeff Garcia,QB,29.235,1999-10-17,NFL,SFO,,CAR,L 29-31,6,6,Sun,22,45,48.89,236,1,0,72.1,2,19,5.24,5.69,GarcJe00
Jeff George,QB,31.313,1999-10-17,NFL,MIN,@,DET,L 23-25,6,6,Sun,10,12,83.33,214,2,1,123.6,2,11,17.83,17.42,GeorJe00
Tony Graziani,QB,25.298,1999-10-17,NFL,ATL,,STL,L 13-41,6,6,Sun,10,18,55.56,126,0,1,54.4,2,9,7.00,4.50,GrazTo00
Brian Griese,QB,24.213,1999-10-17,NFL,DEN,,GNB,W 31-10,6,6,Sun,19,31,61.29,363,2,1,110.0,0,0,11.71,11.55,GrieBr00
Damon Huard,QB,26.100,1999-10-17,NFL,MIA,@,NWE,W 31-30,5,6,Sun,24,42,57.14,240,2,1,79.5,9,53,5.71,5.60,HuarDa00
Brad Johnson,QB,31.034,1999-10-17,NFL,WAS,@,ARI,W 24-10,5,6,Sun,24,40,60.00,248,1,2,65.4,1,5,6.20,4.45,JohnBr00
Jon Kitna,QB,27.026,1999-10-17,NFL,SEA,@,SDG,L 10-13,5,6,Sun,17,29,58.62,151,1,1,69.8,3,11,5.21,4.34,KitnJo00
Erik Kramer,QB,34.345,1999-10-17,NFL,SDG,,SEA,W 13-10,5,6,Sun,27,44,61.36,296,0,4,43.4,2,15,6.73,2.64,KramEr00
Ray Lucas,QB,27.072,1999-10-17,NFL,NYJ,,IND,L 13-16,6,6,Sun,16,30,53.33,137,1,1,62.8,1,12,4.57,3.73,LucaRa00
Peyton Manning,QB,23.207,1999-10-17,NFL,IND,@,NYJ,W 16-13,5,6,Sun,21,35,60.00,210,1,1,74.7,0,0,6.00,5.29,MannPe00
Dan Marino*,QB,38.032,1999-10-17,NFL,MIA,@,NWE,W 31-30,5,6,Sun,1,3,33.33,8,0,1,2.8,0,0,2.67,-12.33,MariDa00
Cade McNown,QB,22.278,1999-10-17,NFL,CHI,,PHI,L 16-20,6,6,Sun,17,33,51.52,255,1,2,62.1,4,16,7.73,5.61,McNoCa00
Neil O'Donnell,QB,33.106,1999-10-17,NFL,TEN,@,NOR,W 24-21,6,6,Sun,12,25,48.00,124,2,2,56.1,1,11,4.96,2.96,ODonNe00
Doug Pederson,QB,31.259,1999-10-17,NFL,PHI,@,CHI,W 20-16,6,6,Sun,22,38,57.89,228,2,0,92.9,1,11,6.00,7.05,PedeDo00
Jake Plummer,QB,24.302,1999-10-17,NFL,ARI,,WAS,L 10-24,6,6,Sun,12,23,52.17,99,0,2,27.3,2,9,4.30,0.39,PlumJa00
Mikhael Ricks,WR,24.337,1999-10-17,NFL,SDG,,SEA,W 13-10,5,6,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,RickMi00
Torrance Small,WR,29.043,1999-10-17,NFL,PHI,@,CHI,W 20-16,6,6,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,SmalTo00
Akili Smith,QB,24.057,1999-10-17,NFL,CIN,,PIT,L 3-17,6,6,Sun,19,38,50.00,207,0,2,44.5,4,30,5.45,3.08,SmitAk00
Kordell Stewart,QB,27.001,1999-10-17,NFL,PIT,@,CIN,W 17-3,6,6,Sun,17,29,58.62,134,0,0,70.2,2,9,4.62,4.62,StewKo00
Billy Joe Tolliver,QB,33.252,1999-10-17,NFL,NOR,,TEN,L 21-24,5,6,Sun,28,45,62.22,354,2,2,83.0,0,0,7.87,6.76,TollBi00
Kurt Warner*,QB,28.117,1999-10-17,NFL,STL,@,ATL,W 41-13,5,6,Sun,13,20,65.00,111,1,0,96.0,2,17,5.55,6.55,WarnKu00
Troy Aikman*,QB,32.331,1999-10-18,NFL,DAL,@,NYG,L 10-13,5,6,Mon,20,33,60.61,266,0,1,73.5,3,16,8.06,6.70,AikmTr00
Kent Graham,QB,30.351,1999-10-18,NFL,NYG,,DAL,W 13-10,6,6,Mon,15,21,71.43,183,0,0,97.9,5,30,8.71,8.71,GrahKe00
Tony Banks,QB,26.199,1999-10-21,NFL,BAL,,KAN,L 8-35,6,7,Thu,8,14,57.14,69,0,0,70.2,0,0,4.93,4.93,BankTo00
Stoney Case,QB,27.106,1999-10-21,NFL,BAL,,KAN,L 8-35,6,7,Thu,15,37,40.54,103,0,3,14.6,0,0,2.78,-0.86,CaseSt00
Elvis Grbac,QB,29.069,1999-10-21,NFL,KAN,@,BAL,W 35-8,6,7,Thu,9,16,56.25,112,2,0,117.7,1,6,7.00,9.50,GrbaEl00
Troy Aikman*,QB,32.337,1999-10-24,NFL,DAL,,WAS,W 38-20,6,7,Sun,20,32,62.50,244,2,0,106.8,0,0,7.63,8.88,AikmTr00
Charlie Batch,QB,24.323,1999-10-24,NFL,DET,@,CAR,W 24-9,6,7,Sun,16,27,59.26,210,2,1,93.1,0,0,7.78,7.59,BatcCh00
Steve Beuerlein,QB,34.231,1999-10-24,NFL,CAR,,DET,L 9-24,6,7,Sun,26,47,55.32,299,0,1,65.8,4,40,6.36,5.40,BeueSt00
Jeff Blake,QB,28.324,1999-10-24,NFL,CIN,@,IND,L 10-31,7,7,Sun,5,7,71.43,52,1,0,132.1,0,0,7.43,10.29,BlakJe00
Drew Bledsoe,QB,27.252,1999-10-24,NFL,NWE,,DEN,W 24-23,7,7,Sun,13,22,59.09,214,0,0,91.9,4,22,9.73,9.73,BledDr00
Tim Couch,QB,22.085,1999-10-24,NFL,CLE,@,STL,L 3-34,7,7,Sun,22,40,55.00,185,0,2,46.4,1,7,4.63,2.38,CoucTi00
Trent Dilfer,QB,27.225,1999-10-24,NFL,TAM,,CHI,W 6-3,6,7,Sun,16,27,59.26,121,0,0,70.1,2,20,4.48,4.48,DilfTr00
Brett Favre*,QB,30.014,1999-10-24,NFL,GNB,@,SDG,W 31-3,6,7,Sun,12,22,54.55,173,3,1,100.9,1,7,7.86,8.55,FavrBr00
Doug Flutie,QB,37.001,1999-10-24,NFL,BUF,@,SEA,L 16-26,7,7,Sun,24,50,48.00,294,2,2,63.2,3,40,5.88,4.88,FlutDo00
Rich Gannon,QB,33.308,1999-10-24,NFL,OAK,,NYJ,W 24-23,7,7,Sun,26,51,50.98,352,2,1,78.2,2,8,6.90,6.80,GannRi00
Jeff Garcia,QB,29.242,1999-10-24,NFL,SFO,@,MIN,L 16-40,7,7,Sun,14,31,45.16,188,0,2,38.1,2,17,6.06,3.16,GarcJe00
Jeff George,QB,31.320,1999-10-24,NFL,MIN,,SFO,W 40-16,7,7,Sun,15,28,53.57,250,3,1,104.8,1,10,8.93,9.46,GeorJe00
Kent Graham,QB,30.357,1999-10-24,NFL,NYG,,NOR,W 31-3,7,7,Sun,19,29,65.52,239,2,1,99.6,4,24,8.24,8.07,GrahKe00
Brian Griese,QB,24.220,1999-10-24,NFL,DEN,@,NWE,L 23-24,7,7,Sun,25,38,65.79,316,1,0,100.3,3,7,8.32,8.84,GrieBr00
Jim Harbaugh,QB,35.305,1999-10-24,NFL,SDG,,GNB,L 3-31,6,7,Sun,7,18,38.89,78,0,3,13.0,2,9,4.33,-3.17,HarbJi00
Matt Hasselbeck,QB,24.029,1999-10-24,NFL,GNB,@,SDG,W 31-3,6,7,Sun,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,HassMa00
Damon Huard,QB,26.107,1999-10-24,NFL,MIA,,PHI,W 16-13,6,7,Sun,15,21,71.43,142,0,1,69.9,1,8,6.76,4.62,HuarDa00
Brad Johnson,QB,31.041,1999-10-24,NFL,WAS,@,DAL,L 20-38,6,7,Sun,23,35,65.71,218,2,0,101.8,1,7,6.23,7.37,JohnBr00
Paul Justin,QB,31.158,1999-10-24,NFL,STL,,CLE,W 34-3,6,7,Sun,4,5,80.00,25,0,0,87.5,1,3,5.00,5.00,JustPa00
Jon Kitna,QB,27.033,1999-10-24,NFL,SEA,,BUF,W 26-16,6,7,Sun,17,30,56.67,276,2,0,109.9,1,1,9.20,10.53,KitnJo00
Erik Kramer,QB,34.352,1999-10-24,NFL,SDG,,GNB,L 3-31,6,7,Sun,18,36,50.00,161,0,3,27.7,1,3,4.47,0.72,KramEr00
Peyton Manning,QB,23.214,1999-10-24,NFL,IND,,CIN,W 31-10,6,7,Sun,17,33,51.52,284,2,1,88.4,1,6,8.61,8.45,MannPe00
Cade McNown,QB,22.285,1999-10-24,NFL,CHI,@,TAM,L 3-6,7,7,Sun,9,23,39.13,82,0,1,31.4,2,10,3.57,1.61,McNoCa00
Jim Miller,QB,28.257,1999-10-24,NFL,CHI,@,TAM,L 3-6,7,7,Sun,10,22,45.45,117,0,1,43.2,0,0,5.32,3.27,MillJi00
Rick Mirer,QB,29.219,1999-10-24,NFL,NYJ,@,OAK,L 23-24,7,7,Sun,13,22,59.09,158,1,2,58.5,2,11,7.18,4.00,MireRi00
Doug Pederson,QB,31.266,1999-10-24,NFL,PHI,@,MIA,L 13-16,7,7,Sun,13,25,52.00,108,0,1,46.7,4,19,4.32,2.52,PedeDo00
Akili Smith,QB,24.064,1999-10-24,NFL,CIN,@,IND,L 10-31,7,7,Sun,12,24,50.00,122,0,0,64.9,5,25,5.08,5.08,SmitAk00
Lamar Smith,RB,28.329,1999-10-24,NFL,NOR,@,NYG,L 3-31,6,7,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,SmitLa00
Steve Stenstrom,QB,27.305,1999-10-24,NFL,SFO,@,MIN,L 16-40,7,7,Sun,4,4,100.00,13,0,0,80.2,1,6,3.25,3.25,StenSt00
Billy Joe Tolliver,QB,33.259,1999-10-24,NFL,NOR,@,NYG,L 3-31,6,7,Sun,14,33,42.42,176,0,3,21.8,2,13,5.33,1.24,TollBi00
Kurt Warner*,QB,28.124,1999-10-24,NFL,STL,,CLE,W 34-3,6,7,Sun,23,29,79.31,203,3,0,130.3,1,0,7.00,9.07,WarnKu00
Danny Wuerffel,QB,25.150,1999-10-24,NFL,NOR,@,NYG,L 3-31,6,7,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,WuerDa00
Chris Chandler,QB,34.013,1999-10-25,NFL,ATL,@,PIT,L 9-13,7,7,Mon,20,34,58.82,233,1,1,77.2,7,46,6.85,6.12,ChanCh00
Kordell Stewart,QB,27.009,1999-10-25,NFL,PIT,,ATL,W 13-9,7,7,Mon,13,21,61.90,127,1,0,94.7,1,12,6.05,7.00,StewKo00
Troy Aikman*,QB,32.344,1999-10-31,NFL,DAL,@,IND,L 24-34,7,8,Sun,19,24,79.17,159,0,0,94.3,4,27,6.63,6.63,AikmTr00
Tony Banks,QB,26.209,1999-10-31,NFL,BAL,,BUF,L 10-13,7,8,Sun,13,34,38.24,129,1,1,47.3,3,11,3.79,3.06,BankTo00
Charlie Batch,QB,24.330,1999-10-31,NFL,DET,,TAM,W 20-3,7,8,Sun,10,19,52.63,128,0,0,74.0,3,19,6.74,6.74,BatcCh00
Steve Beuerlein,QB,34.238,1999-10-31,NFL,CAR,@,ATL,L 20-27,7,8,Sun,21,35,60.00,256,0,3,46.8,6,29,7.31,3.46,BeueSt00
Jeff Blake,QB,28.331,1999-10-31,NFL,CIN,,JAX,L 10-41,8,8,Sun,13,23,56.52,155,1,0,91.8,0,0,6.74,7.61,BlakJe00
Drew Bledsoe,QB,27.259,1999-10-31,NFL,NWE,@,ARI,W 27-3,8,8,Sun,14,22,63.64,276,4,0,146.8,5,32,12.55,16.18,BledDr00
Dave Brown,QB,29.248,1999-10-31,NFL,ARI,,NWE,L 3-27,7,8,Sun,12,33,36.36,107,0,2,20.6,3,21,3.24,0.52,BrowDa00
Mark Brunell,QB,29.044,1999-10-31,NFL,JAX,@,CIN,W 41-10,7,8,Sun,11,19,57.89,145,2,0,117.2,1,10,7.63,9.74,BrunMa00
Chris Chandler,QB,34.019,1999-10-31,NFL,ATL,,CAR,W 27-20,8,8,Sun,14,21,66.67,201,2,0,129.3,3,25,9.57,11.48,ChanCh00
Tim Couch,QB,22.092,1999-10-31,NFL,CLE,@,NOR,W 21-16,8,8,Sun,11,19,57.89,193,3,0,132.2,2,12,10.16,13.32,CoucTi00
Jay Fiedler,QB,27.306,1999-10-31,NFL,JAX,@,CIN,W 41-10,7,8,Sun,6,9,66.67,69,0,0,89.6,1,10,7.67,7.67,FiedJa00
Doug Flutie,QB,37.008,1999-10-31,NFL,BUF,@,BAL,W 13-10,8,8,Sun,18,40,45.00,155,1,3,32.8,3,17,3.88,1.00,FlutDo00
Rich Gannon,QB,33.315,1999-10-31,NFL,OAK,,MIA,L 9-16,8,8,Sun,7,28,25.00,130,0,1,31.5,5,33,4.64,3.04,GannRi00
Jason Garrett,QB,33.217,1999-10-31,NFL,DAL,@,IND,L 24-34,7,8,Sun,0,1,0.00,0,0,0,39.6,1,3,0.00,0.00,GarrJa00
Jeff George,QB,31.327,1999-10-31,NFL,MIN,@,DEN,W 23-20,8,8,Sun,17,29,58.62,218,2,0,105.2,2,13,7.52,8.90,GeorJe00
Kent Graham,QB,30.364,1999-10-31,NFL,NYG,@,PHI,W 23-17,8,8,Sun,26,41,63.41,240,1,0,87.4,5,33,5.85,6.34,GrahKe00
Elvis Grbac,QB,29.079,1999-10-31,NFL,KAN,,SDG,W 34-0,7,8,Sun,11,15,73.33,194,2,0,154.9,1,8,12.93,15.60,GrbaEl00
Chris Greisen,QB,23.121,1999-10-31,NFL,ARI,,NWE,L 3-27,7,8,Sun,1,6,16.67,4,0,0,39.6,0,0,0.67,0.67,GreiCh00
Brian Griese,QB,24.227,1999-10-31,NFL,DEN,,MIN,L 20-23,8,8,Sun,24,40,60.00,274,1,1,78.5,4,18,6.85,6.23,GrieBr00
Jim Harbaugh,QB,35.312,1999-10-31,NFL,SDG,@,KAN,L 0-34,7,8,Sun,18,34,52.94,174,0,1,55.3,4,22,5.12,3.79,HarbJi00
Billy Joe Hobert,QB,28.296,1999-10-31,NFL,NOR,,CLE,L 16-21,7,8,Sun,4,9,44.44,28,1,1,49.5,0,0,3.11,0.33,HobeBi00
Bobby Hoying,QB,27.041,1999-10-31,NFL,OAK,,MIA,L 9-16,8,8,Sun,2,3,66.67,10,0,0,71.5,0,0,3.33,3.33,HoyiBo00
Damon Huard,QB,26.114,1999-10-31,NFL,MIA,@,OAK,W 16-9,7,8,Sun,16,32,50.00,221,0,0,72.5,5,37,6.91,6.91,HuarDa00
Brad Johnson,QB,31.048,1999-10-31,NFL,WAS,,CHI,W 48-22,7,8,Sun,15,25,60.00,204,2,0,112.7,0,0,8.16,9.76,JohnBr00
Erik Kramer,QB,34.359,1999-10-31,NFL,SDG,@,KAN,L 0-34,7,8,Sun,2,3,66.67,9,0,1,30.6,1,20,3.00,-12.00,KramEr00
Peyton Manning,QB,23.221,1999-10-31,NFL,IND,,DAL,W 34-24,7,8,Sun,22,34,64.71,313,1,0,104.2,1,13,9.21,9.79,MannPe00
Shane Matthews,QB,29.152,1999-10-31,NFL,CHI,@,WAS,L 22-48,8,8,Sun,13,23,56.52,113,0,1,51.5,1,1,4.91,2.96,MattSh00
Donovan McNabb,QB,22.340,1999-10-31,NFL,PHI,,NYG,L 17-23,8,8,Sun,1,2,50.00,0,0,0,56.2,0,0,0.00,0.00,McNaDo00
Steve McNair,QB,26.259,1999-10-31,NFL,TEN,,STL,W 24-21,7,8,Sun,13,29,44.83,186,2,0,89.2,1,8,6.41,7.79,McNaSt00
Cade McNown,QB,22.292,1999-10-31,NFL,CHI,@,WAS,L 22-48,8,8,Sun,23,40,57.50,272,3,3,72.1,2,13,6.80,4.93,McNoCa00
Doug Pederson,QB,31.273,1999-10-31,NFL,PHI,,NYG,L 17-23,8,8,Sun,18,28,64.29,256,1,2,75.9,3,8,9.14,6.64,PedeDo00
Rodney Peete,QB,33.229,1999-10-31,NFL,WAS,,CHI,W 48-22,7,8,Sun,2,8,25.00,8,0,1,0.0,0,0,1.00,-4.63,PeetRo00
Carl Pickens,WR,29.222,1999-10-31,NFL,CIN,,JAX,L 10-41,8,8,Sun,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,PickCa00
Akili Smith,QB,24.071,1999-10-31,NFL,CIN,,JAX,L 10-41,8,8,Sun,6,12,50.00,67,0,2,27.4,4,21,5.58,-1.92,SmitAk00
Billy Joe Tolliver,QB,33.266,1999-10-31,NFL,NOR,,CLE,L 16-21,7,8,Sun,9,20,45.00,92,0,1,37.9,0,0,4.60,2.35,TollBi00
Kurt Warner*,QB,28.131,1999-10-31,NFL,STL,@,TEN,L 21-24,7,8,Sun,29,46,63.04,328,3,0,106.1,6,41,7.13,8.43,WarnKu00
Eric Zeier,QB,27.055,1999-10-31,NFL,TAM,@,DET,L 3-20,7,8,Sun,29,44,65.91,256,0,0,81.2,5,36,5.82,5.82,ZeieEr00
Brett Favre*,QB,30.022,1999-11-01,NFL,GNB,,SEA,L 7-27,7,8,Mon,14,35,40.00,180,1,4,26.8,3,21,5.14,0.57,FavrBr00
Matt Hasselbeck,QB,24.037,1999-11-01,NFL,GNB,,SEA,L 7-27,7,8,Mon,2,6,33.33,32,0,0,52.1,1,9,5.33,5.33,HassMa00
Jon Kitna,QB,27.041,1999-11-01,NFL,SEA,@,GNB,W 27-7,7,8,Mon,12,19,63.16,109,2,0,113.7,2,19,5.74,7.84,KitnJo00
Tony Banks,QB,26.216,1999-11-07,NFL,BAL,@,CLE,W 41-9,8,9,Sun,14,25,56.00,129,1,0,83.6,2,17,5.16,5.96,BankTo00
Charlie Batch,QB,24.337,1999-11-07,NFL,DET,,STL,W 31-27,8,9,Sun,10,20,50.00,148,1,0,91.2,3,12,7.40,8.40,BatcCh00
Steve Beuerlein,QB,34.245,1999-11-07,NFL,CAR,,PHI,W 33-7,8,9,Sun,21,34,61.76,281,3,0,117.4,2,11,8.26,10.03,BeueSt00
Jeff Blake,QB,28.338,1999-11-07,NFL,CIN,@,SEA,L 20-37,9,9,Sun,18,35,51.43,287,1,2,64.8,1,8,8.20,6.20,BlakJe00
Steve Bono,QB,37.180,1999-11-07,NFL,CAR,,PHI,W 33-7,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,BonoSt00
Dave Brown,QB,29.255,1999-11-07,NFL,ARI,@,NYJ,L 7-12,8,9,Sun,16,26,61.54,199,0,0,85.3,6,48,7.65,7.65,BrowDa00
Mark Brunell,QB,29.051,1999-11-07,NFL,JAX,@,ATL,W 30-7,8,9,Sun,14,27,51.85,203,3,0,113.7,2,16,7.52,9.74,BrunMa00
Chris Chandler,QB,34.026,1999-11-07,NFL,ATL,,JAX,L 7-30,9,9,Sun,14,25,56.00,163,1,2,55.9,8,54,6.52,3.72,ChanCh00
Tim Couch,QB,22.099,1999-11-07,NFL,CLE,,BAL,L 9-41,9,9,Sun,9,21,42.86,57,0,1,30.5,3,24,2.71,0.57,CoucTi00
Scott Covington,QB,23.294,1999-11-07,NFL,CIN,@,SEA,L 20-37,9,9,Sun,2,3,66.67,15,0,0,78.5,0,0,5.00,5.00,CoviSc00
Ty Detmer,QB,32.008,1999-11-07,NFL,CLE,,BAL,L 9-41,9,9,Sun,7,15,46.67,81,1,1,57.9,0,0,5.40,3.73,DetmTy00
Trent Dilfer,QB,27.239,1999-11-07,NFL,TAM,@,NOR,W 31-16,8,9,Sun,15,20,75.00,227,3,0,151.5,1,2,11.35,14.35,DilfTr00
Marshall Faulk*,HB,26.254,1999-11-07,NFL,STL,@,DET,L 27-31,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,FaulMa00
Brett Favre*,QB,30.028,1999-11-07,NFL,GNB,,CHI,L 13-14,8,9,Sun,27,40,67.50,267,1,1,84.1,3,13,6.68,6.05,FavrBr00
Jay Fiedler,QB,27.313,1999-11-07,NFL,JAX,@,ATL,W 30-7,8,9,Sun,5,7,71.43,35,0,0,82.4,1,7,5.00,5.00,FiedJa00
Doug Flutie,QB,37.015,1999-11-07,NFL,BUF,@,WAS,W 34-17,9,9,Sun,16,22,72.73,211,2,0,133.0,1,2,9.59,11.41,FlutDo00
