Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Ted Ginn,WR,28.191,2013-10-20,NFL,CAR,,STL,W 30-15,6,7,Sun,2,54,27.00,0,GinnTe00
Marquise Goodwin,WR,22.335,2013-10-20,NFL,BUF,@,MIA,W 23-21,7,7,Sun,2,49,24.50,0,GoodMa00
Dwayne Harris,WR,26.034,2013-10-20,NFL,DAL,@,PHI,W 17-3,7,7,Sun,1,39,39.00,0,HarrDw00
Lavelle Hawkins,WR,27.100,2013-10-20,NFL,SDG,@,JAX,W 24-6,7,7,Sun,1,18,18.00,0,HawkLa00
Devin Hester,KR/P,30.350,2013-10-20,NFL,CHI,@,WAS,L 41-45,7,7,Sun,2,40,20.00,0,HestDe99
Cameron Heyward,DE,24.167,2013-10-20,NFL,PIT,,BAL,W 19-16,6,7,Sun,1,11,11.00,0,HeywCa01
Trindon Holliday,WR,27.176,2013-10-20,NFL,DEN,@,IND,L 33-39,7,7,Sun,4,123,30.75,0,HollTr00
Damaris Johnson,WR,23.332,2013-10-20,NFL,PHI,,DAL,L 3-17,7,7,Sun,1,23,23.00,0,JohnDa04
Felix Jones,RB,26.165,2013-10-20,NFL,PIT,,BAL,W 19-16,6,7,Sun,1,42,42.00,0,JoneFe00
Jacoby Jones,WR,29.101,2013-10-20,NFL,BAL,@,PIT,L 16-19,7,7,Sun,3,81,27.00,0,JoneJa03
John Kuhn,FB,31.041,2013-10-20,NFL,GNB,,CLE,W 31-13,6,7,Sun,1,19,19.00,0,KuhnJo00
Vonta Leach,FB,31.348,2013-10-20,NFL,BAL,@,PIT,L 16-19,7,7,Sun,1,0,0.00,0,LeacVo00
Keshawn Martin,WR,23.219,2013-10-20,NFL,HOU,@,KAN,L 16-17,7,7,Sun,1,22,22.00,0,MartKe01
Josh Morgan,WR,28.122,2013-10-20,NFL,WAS,,CHI,W 45-41,6,7,Sun,3,53,17.67,0,MorgJo00
Eric Page,WR,22.027,2013-10-20,NFL,TAM,@,ATL,L 23-31,6,7,Sun,2,56,28.00,0,PageEr00
Cedric Peerman,HB,27.010,2013-10-20,NFL,CIN,@,DET,W 27-24,7,7,Sun,1,21,21.00,0,PeerCe00
Darius Reynaud,RB,28.295,2013-10-20,NFL,TEN,,SFO,L 17-31,7,7,Sun,4,73,18.25,0,ReynDa00
Jacquizz Rodgers,RB,23.256,2013-10-20,NFL,ATL,,TAM,W 31-23,6,7,Sun,1,21,21.00,0,RodgJa00
Dante Rosario,TE,28.360,2013-10-20,NFL,CHI,@,WAS,L 41-45,7,7,Sun,1,6,6.00,0,RosaDa00
Emmanuel Sanders,WR,26.217,2013-10-20,NFL,PIT,,BAL,W 19-16,6,7,Sun,1,44,44.00,0,SandEm00
Andre Smith,TE,25.024,2013-10-20,NFL,DAL,@,PHI,W 17-3,7,7,Sun,1,10,10.00,0,SmitAn02
Micheal Spurlock,WR,30.262,2013-10-20,NFL,DET,,CIN,L 24-27,7,7,Sun,1,35,35.00,0,SpurMi00
Marcus Thigpen,RB,27.158,2013-10-20,NFL,MIA,,BUF,L 21-23,6,7,Sun,2,59,29.50,0,ThigMa00
Jordan Todman,RB,23.238,2013-10-20,NFL,JAX,,SDG,L 6-24,7,7,Sun,2,62,31.00,0,TodmJo00
Cassius Vaughn,CB,25.351,2013-10-20,NFL,IND,,DEN,W 39-33,7,7,Sun,3,88,29.33,0,VaugCa00
Eric Weems,WR/K,28.108,2013-10-20,NFL,CHI,@,WAS,L 41-45,7,7,Sun,2,23,11.50,0,WeemEr00
Fozzy Whittaker,RB,24.260,2013-10-20,NFL,CLE,@,GNB,L 13-31,7,7,Sun,3,103,34.33,0,WhitFo00
Kyle Williams,WR,25.093,2013-10-20,NFL,SFO,@,TEN,W 31-17,7,7,Sun,1,21,21.00,0,WillKy01
John Carlson,TE,29.162,2013-10-21,NFL,MIN,@,NYG,L 7-23,6,7,Mon,1,12,12.00,0,CarlJo00
Sharrif Floyd,DT,21.146,2013-10-21,NFL,MIN,@,NYG,L 7-23,6,7,Mon,1,9,9.00,0,FloySh00
Jerrel Jernigan,WR,24.129,2013-10-21,NFL,NYG,,MIN,W 23-7,7,7,Mon,2,25,12.50,0,JernJe00
Cordarrelle Patterson,WR,22.218,2013-10-21,NFL,MIN,@,NYG,L 7-23,6,7,Mon,1,69,69.00,0,PattCo00
Skye Dawson,WR,22.326,2013-10-24,NFL,TAM,,CAR,L 13-31,7,8,Thu,1,25,25.00,0,DawsSk00
Ted Ginn,WR,28.195,2013-10-24,NFL,CAR,@,TAM,W 31-13,7,8,Thu,2,44,22.00,0,GinnTe00
Eric Page,WR,22.031,2013-10-24,NFL,TAM,,CAR,L 13-31,7,8,Thu,2,40,20.00,0,PageEr00
Travis Benjamin,WR,23.302,2013-10-27,NFL,CLE,@,KAN,L 17-23,8,8,Sun,2,60,30.00,0,BenjTr00
LeGarrette Blount,RB,26.326,2013-10-27,NFL,NWE,,MIA,W 27-17,8,8,Sun,2,46,23.00,0,BlouLe00
Kyle Bosworth,LB,26.340,2013-10-27,NFL,DAL,@,DET,L 30-31,8,8,Sun,1,13,13.00,0,BoswKy00
Josh Cribbs,WR,30.140,2013-10-27,NFL,NYJ,@,CIN,L 9-49,8,8,Sun,5,132,26.40,0,CribJo01
Troy Davis,LB,22.294,2013-10-27,NFL,NYJ,@,CIN,L 9-49,8,8,Sun,1,7,7.00,0,DaviTr02
Quintin Demps,S,28.120,2013-10-27,NFL,KAN,,CLE,W 23-17,8,8,Sun,2,52,26.00,0,DempQu99
Anthony Dixon,RB,26.033,2013-10-27,NFL,SFO,@,JAX,W 42-10,8,8,Sun,1,47,47.00,0,DixoAn00
Jonathan Dwyer,RB,24.093,2013-10-27,NFL,PIT,@,OAK,L 18-21,7,8,Sun,1,25,25.00,0,DwyeJo00
Justin Forsett,RB,28.013,2013-10-27,NFL,JAX,,SFO,L 10-42,8,8,Sun,1,21,21.00,0,ForsJu00
Johnathan Franklin,RB,24.004,2013-10-27,NFL,GNB,@,MIN,W 44-31,7,8,Sun,2,34,17.00,0,FranJo01
Toby Gerhart,RB,26.213,2013-10-27,NFL,MIN,,GNB,L 31-44,7,8,Sun,1,19,19.00,0,GerhTo00
Dwayne Harris,WR,26.041,2013-10-27,NFL,DAL,@,DET,L 30-31,8,8,Sun,3,113,37.67,0,HarrDw00
Trindon Holliday,WR,27.183,2013-10-27,NFL,DEN,,WAS,W 45-21,8,8,Sun,1,30,30.00,0,HollTr00
Damaris Johnson,WR,23.339,2013-10-27,NFL,PHI,,NYG,L 7-15,8,8,Sun,2,56,28.00,0,JohnDa04
Taiwan Jones,CB,25.093,2013-10-27,NFL,OAK,,PIT,W 21-18,7,8,Sun,3,46,15.33,0,JoneTa00
Cordarrelle Patterson,WR,22.224,2013-10-27,NFL,MIN,,GNB,L 31-44,7,8,Sun,5,228,45.60,1,PattCo00
Jacquizz Rodgers,RB,23.263,2013-10-27,NFL,ATL,@,ARI,L 13-27,7,8,Sun,2,54,27.00,0,RodgJa00
Antrel Rolle,FS,30.315,2013-10-27,NFL,NYG,@,PHI,W 15-7,8,8,Sun,1,4,4.00,0,RollAn20
Jeremy Ross,WR,25.225,2013-10-27,NFL,DET,,DAL,W 31-30,8,8,Sun,1,44,44.00,0,RossJe01
Darren Sproles,RB,30.129,2013-10-27,NFL,NOR,,BUF,W 35-17,7,8,Sun,2,51,25.50,0,SproDa00
Brandon Tate,WR,26.022,2013-10-27,NFL,CIN,,NYJ,W 49-9,8,8,Sun,4,133,33.25,0,TateBr00
Marcus Thigpen,RB,27.165,2013-10-27,NFL,MIA,@,NWE,L 17-27,7,8,Sun,3,52,17.33,0,ThigMa00
Jordan Todman,RB,23.245,2013-10-27,NFL,JAX,,SFO,L 10-42,8,8,Sun,6,115,19.17,0,TodmJo00
Fozzy Whittaker,RB,24.267,2013-10-27,NFL,CLE,@,KAN,L 17-23,8,8,Sun,1,16,16.00,0,WhitFo00
Kyle Williams,WR,25.100,2013-10-27,NFL,SFO,@,JAX,W 42-10,8,8,Sun,2,26,13.00,0,WillKy01
Tavon Austin,WR,23.227,2013-10-28,NFL,STL,,SEA,L 9-14,8,8,Mon,3,79,26.33,0,AustTa00
Cedric Peerman,HB,27.021,2013-10-31,NFL,CIN,@,MIA,L 20-22,9,9,Thu,1,0,0.00,0,PeerCe00
Brandon Tate,WR,26.026,2013-10-31,NFL,CIN,@,MIA,L 20-22,9,9,Thu,2,45,22.50,0,TateBr00
Marcus Thigpen,RB,27.169,2013-10-31,NFL,MIA,,CIN,W 22-20,8,9,Thu,3,79,26.33,0,ThigMa00
Tavon Austin,WR,23.233,2013-11-03,NFL,STL,,TEN,L 21-28,9,9,Sun,1,25,25.00,0,AustTa00
Jackie Battle,RB,30.033,2013-11-03,NFL,TEN,@,STL,W 28-21,8,9,Sun,1,26,26.00,0,BattJa00
LeGarrette Blount,RB,26.333,2013-11-03,NFL,NWE,,PIT,W 55-31,9,9,Sun,3,72,24.00,0,BlouLe00
Brandon Boykin,CB,23.113,2013-11-03,NFL,PHI,@,OAK,W 49-20,9,9,Sun,2,50,25.00,0,BoykBr00
Travaris Cadet,RB,24.275,2013-11-03,NFL,NOR,@,NYJ,L 20-26,8,9,Sun,3,61,20.33,0,CadeTr00
Josh Cribbs,WR,30.147,2013-11-03,NFL,NYJ,,NOR,W 26-20,9,9,Sun,5,134,26.80,0,CribJo01
Knile Davis,RB,22.029,2013-11-03,NFL,KAN,@,BUF,W 23-13,9,9,Sun,1,24,24.00,0,DaviKn00
Quintin Demps,S,28.127,2013-11-03,NFL,KAN,@,BUF,W 23-13,9,9,Sun,3,60,20.00,0,DempQu99
Jonathan Dwyer,RB,24.100,2013-11-03,NFL,PIT,@,NWE,L 31-55,8,9,Sun,2,38,19.00,0,DwyeJo00
Sharrif Floyd,DT,21.159,2013-11-03,NFL,MIN,@,DAL,L 23-27,8,9,Sun,1,0,0.00,0,FloySh00
Toby Gerhart,RB,26.220,2013-11-03,NFL,MIN,@,DAL,L 23-27,8,9,Sun,1,20,20.00,0,GerhTo00
Marquise Goodwin,WR,22.349,2013-11-03,NFL,BUF,,KAN,L 13-23,9,9,Sun,1,24,24.00,0,GoodMa00
Brandon Graham,LB,25.214,2013-11-03,NFL,PHI,@,OAK,W 49-20,9,9,Sun,1,14,14.00,0,GrahBr99
Dwayne Harris,WR,26.048,2013-11-03,NFL,DAL,,MIN,W 27-23,9,9,Sun,2,60,30.00,0,HarrDw00
Lavelle Hawkins,WR,27.114,2013-11-03,NFL,SDG,@,WAS,L 24-30,8,9,Sun,5,114,22.80,0,HawkLa00
Dennis Johnson,RB,23.252,2013-11-03,NFL,HOU,,IND,L 24-27,8,9,Sun,1,21,21.00,0,JohnDe02
Felix Jones,RB,26.179,2013-11-03,NFL,PIT,@,NWE,L 31-55,8,9,Sun,3,72,24.00,0,JoneFe00
Jacoby Jones,WR,29.115,2013-11-03,NFL,BAL,@,CLE,L 18-24,8,9,Sun,2,45,22.50,0,JoneJa03
Taiwan Jones,CB,25.100,2013-11-03,NFL,OAK,,PHI,L 20-49,8,9,Sun,1,20,20.00,0,JoneTa00
Jermaine Kearse,WR,23.270,2013-11-03,NFL,SEA,,TAM,W 27-24,9,9,Sun,3,56,18.67,0,KearJe01
Keshawn Martin,WR,23.233,2013-11-03,NFL,HOU,,IND,L 24-27,8,9,Sun,3,83,27.67,0,MartKe01
Devin McCourty,S,26.082,2013-11-03,NFL,NWE,,PIT,W 55-31,9,9,Sun,1,7,7.00,0,McCoDe99
Leon McFadden,DB,23.008,2013-11-03,NFL,CLE,,BAL,W 24-18,9,9,Sun,1,5,5.00,0,McFaLe00
Josh Morgan,WR,28.136,2013-11-03,NFL,WAS,,SDG,W 30-24,8,9,Sun,3,63,21.00,0,MorgJo00
Santana Moss,WR,34.155,2013-11-03,NFL,WAS,,SDG,W 30-24,8,9,Sun,1,15,15.00,0,MossSa00
Eric Page,WR,22.041,2013-11-03,NFL,TAM,@,SEA,L 24-27,8,9,Sun,2,43,21.50,0,PageEr00
Cordarrelle Patterson,WR,22.231,2013-11-03,NFL,MIN,@,DAL,L 23-27,8,9,Sun,4,105,26.25,0,PattCo00
Niles Paul,WR,24.086,2013-11-03,NFL,WAS,,SDG,W 30-24,8,9,Sun,1,24,24.00,0,PaulNi00
David Reed,WR,26.226,2013-11-03,NFL,IND,@,HOU,W 27-24,8,9,Sun,3,96,32.00,0,ReedDa00
Jacquizz Rodgers,RB,23.270,2013-11-03,NFL,ATL,@,CAR,L 10-34,8,9,Sun,2,59,29.50,0,RodgJa00
Emmanuel Sanders,WR,26.231,2013-11-03,NFL,PIT,@,NWE,L 31-55,8,9,Sun,1,19,19.00,0,SandEm00
Matthew Slater,WR,28.055,2013-11-03,NFL,NWE,,PIT,W 55-31,9,9,Sun,1,10,10.00,0,SlatMa00
Jeremy Stewart,RB,24.257,2013-11-03,NFL,OAK,,PHI,L 20-49,8,9,Sun,2,43,21.50,0,StewJe00
Fozzy Whittaker,WR,24.274,2013-11-03,NFL,CLE,,BAL,W 24-18,9,9,Sun,1,22,22.00,0,WhitFo00
Damian Williams,WR,25.161,2013-11-03,NFL,TEN,@,STL,W 28-21,8,9,Sun,2,59,29.50,0,WillDa04
Chris Banjo,S,23.251,2013-11-04,NFL,GNB,,CHI,L 20-27,8,9,Mon,1,12,12.00,0,BanjCh00
Devin Hester,KR/P,31.000,2013-11-04,NFL,CHI,@,GNB,W 27-20,8,9,Mon,4,90,22.50,0,HestDe99
Micah Hyde,CB,22.308,2013-11-04,NFL,GNB,,CHI,L 20-27,8,9,Mon,2,50,25.00,0,HydeMi00
Toby Gerhart,RB,26.224,2013-11-07,NFL,MIN,,WAS,W 34-27,9,10,Thu,2,31,15.50,0,GerhTo00
A.J. Jefferson,CB,25.217,2013-11-07,NFL,MIN,,WAS,W 34-27,9,10,Thu,1,21,21.00,0,JeffA.00
Cordarrelle Patterson,WR,22.235,2013-11-07,NFL,MIN,,WAS,W 34-27,9,10,Thu,2,37,18.50,0,PattCo00
Niles Paul,TE,24.090,2013-11-07,NFL,WAS,@,MIN,L 27-34,9,10,Thu,3,74,24.67,0,PaulNi00
Joe Webb,WR,26.358,2013-11-07,NFL,MIN,,WAS,W 34-27,9,10,Thu,1,9,9.00,0,WebbJo00
Javier Arenas,CB,26.013,2013-11-10,NFL,ARI,,HOU,W 27-24,9,10,Sun,2,38,19.00,0,ArenJa99
Tavon Austin,WR,23.240,2013-11-10,NFL,STL,@,IND,W 38-8,10,10,Sun,1,27,27.00,0,AustTa00
Cole Beasley,WR,24.198,2013-11-10,NFL,DAL,@,NOR,L 17-49,10,10,Sun,1,11,11.00,0,BeasCo00
James Casey,TE,29.049,2013-11-10,NFL,PHI,@,GNB,W 27-13,10,10,Sun,1,10,10.00,0,CaseJa00
Anthony Dixon,RB,26.047,2013-11-10,NFL,SFO,,CAR,L 9-10,9,10,Sun,1,18,18.00,0,DixoAn00
Ted Ginn,WR,28.212,2013-11-10,NFL,CAR,@,SFO,W 10-9,9,10,Sun,2,42,21.00,0,GinnTe00
Marquise Goodwin,WR,22.356,2013-11-10,NFL,BUF,@,PIT,L 10-23,10,10,Sun,1,18,18.00,0,GoodMa00
Brandon Graham,LB,25.221,2013-11-10,NFL,PHI,@,GNB,W 27-13,10,10,Sun,1,0,0.00,0,GrahBr99
Dwayne Harris,WR,26.055,2013-11-10,NFL,DAL,@,NOR,L 17-49,10,10,Sun,5,121,24.20,0,HarrDw00
Dan Herron,RB,24.234,2013-11-10,NFL,IND,,STL,L 8-38,9,10,Sun,1,13,13.00,0,HerrDa00
Devin Hester,KR/P,31.006,2013-11-10,NFL,CHI,,DET,L 19-21,9,10,Sun,4,114,28.50,0,HestDe99
Trindon Holliday,WR,27.197,2013-11-10,NFL,DEN,@,SDG,W 28-20,9,10,Sun,4,103,25.75,0,HollTr00
Micah Hyde,CB,22.314,2013-11-10,NFL,GNB,,PHI,L 13-27,9,10,Sun,4,69,17.25,0,HydeMi00
Jerrel Jernigan,WR,24.149,2013-11-10,NFL,NYG,,OAK,W 24-20,9,10,Sun,1,19,19.00,0,JernJe00
Felix Jones,RB,26.186,2013-11-10,NFL,PIT,,BUF,W 23-10,9,10,Sun,1,1,1.00,0,JoneFe00
Greg Jones,FB,32.185,2013-11-10,NFL,HOU,@,ARI,L 24-27,9,10,Sun,2,43,21.50,0,JoneGr01
Jacoby Jones,WR,29.122,2013-11-10,NFL,BAL,,CIN,W 20-17,9,10,Sun,2,41,20.50,0,JoneJa03
Taiwan Jones,CB,25.107,2013-11-10,NFL,OAK,@,NYG,L 20-24,9,10,Sun,2,77,38.50,0,JoneTa00
Deji Karim,RB,26.357,2013-11-10,NFL,HOU,@,ARI,L 24-27,9,10,Sun,3,75,25.00,0,KariDe00
Jermaine Kearse,WR,23.277,2013-11-10,NFL,SEA,@,ATL,W 33-10,10,10,Sun,1,22,22.00,0,KearJe01
David Reed,WR,26.233,2013-11-10,NFL,IND,,STL,L 8-38,9,10,Sun,3,47,15.67,0,ReedDa00
Jacquizz Rodgers,RB,23.277,2013-11-10,NFL,ATL,,SEA,L 10-33,9,10,Sun,3,64,21.33,0,RodgJa00
Ace Sanders,WR/K,21.364,2013-11-10,NFL,JAX,@,TEN,W 29-27,9,10,Sun,1,21,21.00,0,SandAc00
Micheal Spurlock,WR,30.283,2013-11-10,NFL,DET,@,CHI,W 21-19,9,10,Sun,3,71,23.67,0,SpurMi00
Brandon Tate,WR,26.036,2013-11-10,NFL,CIN,@,BAL,L 17-20,10,10,Sun,2,50,25.00,0,TateBr00
Jordan Todman,RB,23.259,2013-11-10,NFL,JAX,@,TEN,W 29-27,9,10,Sun,3,99,33.00,0,TodmJo00
Alterraun Verner,CB,24.332,2013-11-10,NFL,TEN,,JAX,L 27-29,9,10,Sun,1,17,17.00,0,VernAl99
Damian Williams,WR,25.168,2013-11-10,NFL,TEN,,JAX,L 27-29,9,10,Sun,3,64,21.33,0,WillDa04
Skye Dawson,WR,22.344,2013-11-11,NFL,TAM,,MIA,W 22-19,9,10,Mon,2,42,21.00,0,DawsSk00
Bobby Rainey,RB,26.026,2013-11-11,NFL,TAM,,MIA,W 22-19,9,10,Mon,1,15,15.00,0,RainBo00
Marcus Thigpen,RB,27.180,2013-11-11,NFL,MIA,@,TAM,L 19-22,9,10,Mon,2,30,15.00,0,ThigMa00
LaVon Brazill,WR,24.244,2013-11-14,NFL,IND,@,TEN,W 30-27,10,11,Thu,1,20,20.00,0,BrazLa00
David Reed,WR,26.237,2013-11-14,NFL,IND,@,TEN,W 30-27,10,11,Thu,3,56,18.67,0,ReedDa00
Devon Wylie,WR,25.073,2013-11-14,NFL,TEN,,IND,L 27-30,10,11,Thu,3,63,21.00,0,WyliDe00
Brandon Boykin,CB,23.127,2013-11-17,NFL,PHI,,WAS,W 24-16,11,11,Sun,2,23,11.50,0,BoykBr00
Travaris Cadet,RB,24.289,2013-11-17,NFL,NOR,,SFO,W 23-20,10,11,Sun,1,82,82.00,0,CadeTr00
Michael Cox,RB,25.003,2013-11-17,NFL,NYG,,GNB,W 27-13,10,11,Sun,2,35,17.50,0,CoxxMi00
Josh Cribbs,WR,30.161,2013-11-17,NFL,NYJ,@,BUF,L 14-37,10,11,Sun,5,115,23.00,0,CribJo01
Kellen Davis,TE,28.037,2013-11-17,NFL,SEA,,MIN,W 41-20,11,11,Sun,1,0,0.00,0,DaviKe01
Knile Davis,RB,22.043,2013-11-17,NFL,KAN,@,DEN,L 17-27,10,11,Sun,1,23,23.00,0,DaviKn00
Ed Dickson,TE,26.115,2013-11-17,NFL,BAL,@,CHI,L 20-23,10,11,Sun,1,0,0.00,0,DickEd00
Michael Ford,RB,23.174,2013-11-17,NFL,CHI,,BAL,W 23-20,10,11,Sun,1,0,0.00,0,FordMi00
Toby Gerhart,RB,26.234,2013-11-17,NFL,MIN,@,SEA,L 20-41,10,11,Sun,1,0,0.00,0,GerhTo00
Marquise Goodwin,WR,22.363,2013-11-17,NFL,BUF,,NYJ,W 37-14,11,11,Sun,1,26,26.00,0,GoodMa00
Percy Harvin,WR,25.173,2013-11-17,NFL,SEA,,MIN,W 41-20,11,11,Sun,1,58,58.00,0,HarvPe00
Devin Hester,KR/P,31.013,2013-11-17,NFL,CHI,,BAL,W 23-20,10,11,Sun,1,28,28.00,0,HestDe99
Trindon Holliday,WR,27.204,2013-11-17,NFL,DEN,,KAN,W 27-17,10,11,Sun,1,28,28.00,0,HollTr00
Micah Hyde,CB,22.321,2013-11-17,NFL,GNB,@,NYG,L 13-27,10,11,Sun,3,69,23.00,0,HydeMi00
Felix Jones,RB,26.193,2013-11-17,NFL,PIT,,DET,W 37-27,10,11,Sun,1,21,21.00,0,JoneFe00
Jacoby Jones,WR,29.129,2013-11-17,NFL,BAL,@,CHI,L 20-23,10,11,Sun,2,39,19.50,0,JoneJa03
Taiwan Jones,CB,25.114,2013-11-17,NFL,OAK,@,HOU,W 28-23,10,11,Sun,3,77,25.67,0,JoneTa00
Kyle Juszczyk,FB,22.208,2013-11-17,NFL,BAL,@,CHI,L 20-23,10,11,Sun,1,8,8.00,0,JuszKy00
Deji Karim,RB,26.364,2013-11-17,NFL,HOU,,OAK,L 23-28,10,11,Sun,1,3,3.00,0,KariDe00
Jermaine Kearse,WR,23.284,2013-11-17,NFL,SEA,,MIN,W 41-20,11,11,Sun,1,18,18.00,0,KearJe01
Keshawn Martin,WR,23.247,2013-11-17,NFL,HOU,,OAK,L 23-28,10,11,Sun,2,62,31.00,0,MartKe01
Eric Page,WR,22.055,2013-11-17,NFL,TAM,,ATL,W 41-28,10,11,Sun,3,61,20.33,0,PageEr00
Cordarrelle Patterson,WR,22.245,2013-11-17,NFL,MIN,@,SEA,L 20-41,10,11,Sun,4,117,29.25,0,PattCo00
Niles Paul,TE,24.100,2013-11-17,NFL,WAS,@,PHI,L 16-24,10,11,Sun,1,23,23.00,0,PaulNi00
Michael Robinson,FB,30.284,2013-11-17,NFL,SEA,,MIN,W 41-20,11,11,Sun,1,4,4.00,0,RobiMi00
Dante Rosario,TE,29.023,2013-11-17,NFL,CHI,,BAL,W 23-20,10,11,Sun,1,4,4.00,0,RosaDa00
Micheal Spurlock,WR,30.290,2013-11-17,NFL,DET,@,PIT,L 27-37,10,11,Sun,4,92,23.00,0,SpurMi00
Marcus Thigpen,RB,27.186,2013-11-17,NFL,MIA,,SDG,W 20-16,10,11,Sun,2,48,24.00,0,ThigMa00
Jordan Todman,RB,23.266,2013-11-17,NFL,JAX,,ARI,L 14-27,10,11,Sun,4,144,36.00,0,TodmJo00
Robert Turbin,RB,23.350,2013-11-17,NFL,SEA,,MIN,W 41-20,11,11,Sun,1,20,20.00,0,TurbRo00
Fozzy Whittaker,RB,24.288,2013-11-17,NFL,CLE,@,CIN,L 20-41,10,11,Sun,2,42,21.00,0,WhitFo00
Danny Woodhead,RB,28.296,2013-11-17,NFL,SDG,@,MIA,L 16-20,10,11,Sun,2,43,21.50,0,WoodDa02
Ted Ginn,WR,28.220,2013-11-18,NFL,CAR,,NWE,W 24-20,10,11,Mon,3,53,17.67,0,GinnTe00
Travaris Cadet,RB,24.293,2013-11-21,NFL,NOR,@,ATL,W 17-13,11,12,Thu,1,20,20.00,0,CadeTr00
Tavon Austin,WR,23.254,2013-11-24,NFL,STL,,CHI,W 42-21,11,12,Sun,1,24,24.00,0,AustTa00
Michael Cox,RB,25.010,2013-11-24,NFL,NYG,,DAL,L 21-24,11,12,Sun,3,70,23.33,0,CoxxMi00
Josh Cribbs,WR,30.168,2013-11-24,NFL,NYJ,@,BAL,L 3-19,11,12,Sun,4,92,23.00,0,CribJo01
Quintin Demps,S,28.148,2013-11-24,NFL,KAN,,SDG,L 38-41,11,12,Sun,8,199,24.88,0,DempQu99
Leger Douzable,DL,27.177,2013-11-24,NFL,NYJ,@,BAL,L 3-19,11,12,Sun,1,10,10.00,0,DouzLe00
Johnathan Franklin,RB,24.032,2013-11-24,NFL,GNB,,MIN,T 26-26,11,12,Sun,1,22,22.00,0,FranJo01
Toby Gerhart,RB,26.241,2013-11-24,NFL,MIN,@,GNB,T 26-26,11,12,Sun,1,17,17.00,0,GerhTo00
Ted Ginn,WR,28.226,2013-11-24,NFL,CAR,@,MIA,W 20-16,11,12,Sun,1,17,17.00,0,GinnTe00
Dwayne Harris,WR,26.069,2013-11-24,NFL,DAL,@,NYG,W 24-21,11,12,Sun,2,44,22.00,0,HarrDw00
Devin Hester,KR/P,31.020,2013-11-24,NFL,CHI,@,STL,L 21-42,11,12,Sun,4,90,22.50,0,HestDe99
Trindon Holliday,WR,27.211,2013-11-24,NFL,DEN,@,NWE,L 31-34,11,12,Sun,3,36,12.00,0,HollTr00
Micah Hyde,CB,22.328,2013-11-24,NFL,GNB,,MIN,T 26-26,11,12,Sun,2,41,20.50,0,HydeMi00
Jerrel Jernigan,WR,24.163,2013-11-24,NFL,NYG,,DAL,L 21-24,11,12,Sun,1,15,15.00,0,JernJe00
Felix Jones,RB,26.200,2013-11-24,NFL,PIT,@,CLE,W 27-11,11,12,Sun,2,47,23.50,0,JoneFe00
Jacoby Jones,WR,29.136,2013-11-24,NFL,BAL,,NYJ,W 19-3,11,12,Sun,2,38,19.00,0,JoneJa03
Taiwan Jones,CB,25.121,2013-11-24,NFL,OAK,,TEN,L 19-23,11,12,Sun,3,80,26.67,0,JoneTa00
Keshawn Martin,WR,23.254,2013-11-24,NFL,HOU,,JAX,L 6-13,11,12,Sun,3,60,20.00,0,MartKe01
Devin McCourty,S,26.103,2013-11-24,NFL,NWE,,DEN,W 34-31,11,12,Sun,3,51,17.00,0,McCoDe99
Eric Page,WR,22.062,2013-11-24,NFL,TAM,@,DET,W 24-21,11,12,Sun,2,83,41.50,0,PageEr00
Cordarrelle Patterson,WR,22.252,2013-11-24,NFL,MIN,@,GNB,T 26-26,11,12,Sun,4,126,31.50,0,PattCo00
David Reed,WR,26.247,2013-11-24,NFL,IND,@,ARI,L 11-40,11,12,Sun,4,115,28.75,0,ReedDa00
Jeremy Ross,WR,25.253,2013-11-24,NFL,DET,,TAM,L 21-24,11,12,Sun,2,49,24.50,0,RossJe01
Jeremy Stewart,RB,24.278,2013-11-24,NFL,OAK,,TEN,L 19-23,11,12,Sun,2,28,14.00,0,StewJe00
Marcus Thigpen,RB,27.193,2013-11-24,NFL,MIA,,CAR,L 16-20,11,12,Sun,3,59,19.67,0,ThigMa00
Jordan Todman,RB,23.273,2013-11-24,NFL,JAX,@,HOU,W 13-6,11,12,Sun,1,27,27.00,0,TodmJo00
Fozzy Whittaker,RB,24.295,2013-11-24,NFL,CLE,,PIT,L 11-27,11,12,Sun,5,91,18.20,0,WhitFo00
Terrance Williams,WR,24.077,2013-11-24,NFL,DAL,@,NYG,W 24-21,11,12,Sun,1,21,21.00,0,WillTe01
Danny Woodhead,RB,28.303,2013-11-24,NFL,SDG,@,KAN,W 41-38,11,12,Sun,5,137,27.40,0,WoodDa02
Devon Wylie,WR,25.083,2013-11-24,NFL,TEN,@,OAK,W 23-19,11,12,Sun,2,31,15.50,0,WyliDe00
LaMichael James,RB,24.034,2013-11-25,NFL,SFO,@,WAS,W 27-6,11,12,Mon,2,53,26.50,0,JameLa00
Niles Paul,FB,24.108,2013-11-25,NFL,WAS,,SFO,L 6-27,11,12,Mon,6,102,17.00,0,PaulNi00
Jonathan Dwyer,RB,24.125,2013-11-28,NFL,PIT,@,BAL,L 20-22,12,13,Thu,1,27,27.00,0,DwyeJo00
Micah Hyde,CB,22.332,2013-11-28,NFL,GNB,@,DET,L 10-40,12,13,Thu,2,41,20.50,0,HydeMi00
