Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Michael Bennett,RB,27.029,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,6,-1,-0.17,0,BennMi00
Cedric Benson,RB,22.257,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,3,10,3.33,0,BensCe00
Ladell Betts,RB,26.015,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,12,41,3.42,0,BettLa00
Drew Bledsoe,QB,33.209,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,4,7,1.75,0,BledDr00
Kyle Boller,QB,24.086,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,1,2,2.00,0,BollKy00
Drew Brees,QB,26.239,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,1,2,2.00,0,BreeDr00
Aaron Brooks,QB,29.171,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,3,32,10.67,0,BrooAa00
Antonio Brown,WR,27.192,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,1,3,3.00,0,BrowAn01
Chris Brown,RB,24.147,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,11,63,5.73,0,BrowCh03
Ronnie Brown,RB,23.273,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,22,57,2.59,0,BrowRo05
Mark Brunell,QB,34.359,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,5,-2,-0.40,0,BrunMa00
Shawn Bryson,RB,28.295,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,3,1,0.33,0,BrysSh00
Marc Bulger,QB,28.159,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,2,8,4.00,0,BulgMa00
Reche Caldwell,WR,26.167,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,1,7,7.00,0,CaldRe00
David Carr,QB,26.052,2005-09-11,NFL,HOU,@,BUF,L 7-22,1,1,Sun,7,40,5.71,1,CarrDa00
Chris Chambers,WR,27.030,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,1,61,61.00,0,ChamCh00
Daunte Culpepper,QB,28.226,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,3,19,6.33,0,CulpDa00
Najeh Davenport,RB,26.215,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,3,0,0.00,0,DaveNa00
Stephen Davis,RB,31.194,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,13,81,6.23,1,DaviSt00
Jake Delhomme,QB,30.244,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,2,17,8.50,0,DelhJa00
Trent Dilfer,QB,33.182,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,2,5,2.50,0,DilfTr00
Reuben Droughns,RB,27.021,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,12,78,6.50,0,DrouRe00
Lee Evans,WR,24.184,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,1,-10,-10.00,0,EvanLe00
Marshall Faulk*,RB,32.197,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,3,12,4.00,0,FaulMa00
Brett Favre*,QB,35.336,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,1,-1,-1.00,0,FavrBr00
Jay Fiedler,QB,33.256,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,1,0,0.00,0,FiedJa00
DeShaun Foster,RB,25.244,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,9,41,4.56,0,FostDe00
Gus Frerotte,QB,34.042,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,3,2,0.67,0,FrerGu00
Joey Galloway,WR,33.295,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,1,0,0.00,0,GallJo00
Nick Goings,RB,27.228,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,1,2,2.00,0,GoinNi00
Frank Gore,RB,22.120,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,4,17,4.25,0,GoreFr00
Ahman Green,HB,28.207,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,12,58,4.83,0,GreeAh00
Trent Green,QB,35.064,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,-1,-1.00,0,GreeTr00
William Green,RB,25.268,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,4,12,3.00,0,GreeWi01
Brian Griese,QB,30.177,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,2,-2,-1.00,0,GrieBr00
Dante Hall,WR,27.010,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,0,0.00,0,HallDa00
Joey Harrington,QB,26.325,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,3,14,4.67,0,HarrJo00
Matt Hasselbeck,QB,29.351,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,2,16,8.00,0,HassMa00
Tim Hasselbeck,QB,27.158,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,2,-3,-1.50,0,HassTi00
Verron Haynes,RB,26.206,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,11,33,3.00,1,HaynVe00
Travis Henry,RB,26.317,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,10,35,3.50,0,HenrTr00
Noah Herron,RB,23.161,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,3,2,0.67,0,HerrNo00
Priest Holmes,RB,31.339,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,22,85,3.86,1,HolmPr00
James Jackson,RB,29.038,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,1,3,3.00,0,JackJa00
Steven Jackson,RB,22.051,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,19,60,3.16,0,JackSt00
Brandon Jacobs,RB,23.067,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,6,39,6.50,1,JacoBr00
Edgerrin James,RB,27.041,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,23,88,3.83,0,JameEd00
Andre Johnson,WR,24.062,2005-09-11,NFL,HOU,@,BUF,L 7-22,1,1,Sun,2,7,3.50,0,JohnAn02
Chad Johnson,WR,27.245,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,1,11,11.00,0,JohnCh01
Larry Johnson,RB,25.296,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,9,110,12.22,2,JohnLa00
Rudi Johnson,HB,25.345,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,26,126,4.85,1,JohnRu00
Julius Jones,RB,24.028,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,26,93,3.58,1,JoneJu01
Kevin Jones,HB,23.021,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,25,87,3.48,0,JoneKe02
Matt Jones,WR,22.142,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,2,28,14.00,0,JoneMa00
Thomas Jones,RB,27.023,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,15,31,2.07,1,JoneTh00
Byron Leftwich,QB,25.240,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,4,9,2.25,0,LeftBy00
Jamal Lewis,RB,26.013,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,16,48,3.00,0,LewiJa00
J.P. Losman,QB,24.183,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,6,31,5.17,0,LosmJ.00
Peyton Manning,QB,29.171,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,3,-2,-0.67,0,MannPe00
Brandon Manumaleuna,FB,25.250,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,1,2,2.00,0,ManuBr00
Curtis Martin*,RB,32.133,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,20,57,2.85,0,MartCu00
Deuce McAllister,RB,26.258,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,26,64,2.46,2,McAlDe00
Shaun McDonald,WR,24.090,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,1,7,7.00,0,McDoSh00
Willis McGahee,HB,23.325,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,22,117,5.32,0,McGaWi00
Steve McNair,QB,32.209,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,2,-1,-0.50,0,McNaSt00
Travis Minor,RB,26.073,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,5,17,3.40,0,MinoTr00
Maurice Morris,RB,25.284,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,2,6,3.00,0,MorrMa00
Sammy Morris,RB,28.172,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,2,14,7.00,1,MorrSa00
Lorenzo Neal,FB,34.258,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,3,15,5.00,0,NealLo00
Willie Parker,HB,24.304,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,22,161,7.32,1,ParkWi00
Alvin Pearman,RB,23.032,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,1,2,2.00,0,PearAl00
Chad Pennington,QB,29.077,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,2,0,0.00,0,PennCh01
Chris Perry,HB,23.258,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,5,11,2.20,0,PerrCh00
Jake Plummer,QB,30.266,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,3,18,6.00,0,PlumJa00
Clinton Portis,RB,24.010,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,21,121,5.76,0,PortCl00
Patrick Ramsey,QB,26.209,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,1,1,1.00,0,RamsPa00
Antwaan Randle El,SE,26.025,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,1,6,6.00,0,RandAn00
Tim Rattay,QB,28.180,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,2,-2,-1.00,0,RattTi00
Tony Richardson,FB,33.268,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,4,4.00,0,RichTo00
Ben Roethlisberger,QB,23.193,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,3,5,1.67,0,RoetBe00
B.J. Sander,P,25.044,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,1,-11,-11.00,0,SandB.20
Marcel Shipp,RB,27.034,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,7,10,1.43,0,ShipMa00
Antowain Smith,RB,33.181,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,3,2,0.67,0,SmitAn00
Aaron Stecker,RB,29.302,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,1,3,3.00,0,StecAa00
Mack Strong,FB,34.000,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,1,2,2.00,0,StroMa00
Chester Taylor,RB,25.354,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,4,27,6.75,0,TaylCh01
Fred Taylor,RB,29.227,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,20,76,3.80,0,TaylFr00
Anthony Thomas,RB,27.308,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,3,9,3.00,0,ThomAn01
LaBrandon Toefield,RB,24.352,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,4,4,1.00,0,ToefLa00
LaDainian Tomlinson*,RB,26.080,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,19,72,3.79,1,TomlLa00
Michael Turner,RB,23.210,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,2,7,3.50,0,TurnMi00
Derrick Ward,RB,25.012,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,4,23,5.75,0,WardDe01
Hines Ward,FL,29.187,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,1,-1,-1.00,0,WardHi00
Kurt Warner*,QB,34.081,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,3,11,3.67,0,WarnKu00
Cadillac Williams,RB,23.143,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,27,148,5.48,1,WillCa02
Domanick Williams,RB,24.345,2005-09-11,NFL,HOU,@,BUF,L 7-22,1,1,Sun,14,48,3.43,0,DaviDo01
Moe Williams,RB,31.047,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,6,15,2.50,0,WillMo00
Shaud Williams,RB,24.344,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,7,14,2.00,0,WillSh01
T.J. Duckett,RB,24.207,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,8,15,1.88,1,DuckT.00
Warrick Dunn,RB,30.250,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,21,117,5.57,0,DunnWa00
Lamar Gordon,RB,25.248,2005-09-12,NFL,PHI,@,ATL,L 10-14,1,1,Mon,1,4,4.00,0,GordLa00
Donovan McNabb,QB,28.291,2005-09-12,NFL,PHI,@,ATL,L 10-14,1,1,Mon,1,0,0.00,0,McNaDo00
Michael Vick,QB,25.078,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,11,68,6.18,1,VickMi00
Brian Westbrook,RB,26.010,2005-09-12,NFL,PHI,@,ATL,L 10-14,1,1,Mon,12,47,3.92,0,WestBr00
Shaun Alexander,RB,28.019,2005-09-18,NFL,SEA,,ATL,W 21-18,2,2,Sun,28,144,5.14,1,AlexSh00
Mike Alstott,FB,31.271,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,6,19,3.17,1,AlstMi00
Mike Anderson,,31.362,2005-09-18,NFL,DEN,,SDG,W 20-17,2,2,Sun,15,49,3.27,0,AndeMi00
Kevan Barlow,HB,26.254,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,10,34,3.40,0,BarlKe00
Arnaz Battle,WR,25.208,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,2,6,3.00,0,BattAr00
Michael Bennett,RB,27.036,2005-09-18,NFL,MIN,@,CIN,L 8-37,2,2,Sun,3,36,12.00,0,BennMi00
Cedric Benson,RB,22.264,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,16,49,3.06,0,BensCe00
Jeff Blake,QB,34.288,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,1,-1,-1.00,0,BlakJe00
Derrick Blaylock,RB,26.026,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,2,14,7.00,0,BlayDe00
Chris Brown,RB,24.154,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,8,33,4.13,0,BrowCh03
Ronnie Brown,HB,23.280,2005-09-18,NFL,MIA,@,NYJ,L 7-17,2,2,Sun,12,35,2.92,0,BrowRo05
Shawn Bryson,RB,28.302,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,4,5,1.25,0,BrysSh00
Marc Bulger,QB,28.166,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,1,0,0.00,0,BulgMa00
David Carr,QB,26.059,2005-09-18,NFL,HOU,,PIT,L 7-27,2,2,Sun,7,46,6.57,0,CarrDa00
Ran Carthon,RB,24.220,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,6,5,0.83,1,CartRa00
Chris Chambers,WR,27.037,2005-09-18,NFL,MIA,@,NYJ,L 7-17,2,2,Sun,1,8,8.00,0,ChamCh00
Antonio Chatman,WR/K,26.218,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,1,8,8.00,0,ChatAn00
Kerry Collins,QB,32.262,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,2,11,5.50,0,CollKe00
Zack Crockett,RB,32.290,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,1,2,2.00,0,CrocZa00
Daunte Culpepper,QB,28.233,2005-09-18,NFL,MIN,@,CIN,L 8-37,2,2,Sun,2,10,5.00,1,CulpDa00
Najeh Davenport,RB,26.222,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,8,36,4.50,0,DaveNa00
Stephen Davis,RB,31.201,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,25,77,3.08,3,DaviSt00
Ron Dayne,RB,27.188,2005-09-18,NFL,DEN,,SDG,W 20-17,2,2,Sun,8,44,5.50,0,DaynRo00
Jake Delhomme,QB,30.251,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,3,-2,-0.67,0,DelhJa00
Trent Dilfer,QB,33.189,2005-09-18,NFL,CLE,@,GNB,W 26-24,2,2,Sun,3,5,1.67,0,DilfTr00
Corey Dillon,RB,30.329,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,14,36,2.57,0,DillCo00
Reuben Droughns,RB,27.028,2005-09-18,NFL,CLE,@,GNB,W 26-24,2,2,Sun,20,50,2.50,0,DrouRe00
Eddie Drummond,WR,25.159,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,1,-3,-3.00,0,DrumEd00
T.J. Duckett,RB,24.213,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,4,18,4.50,1,DuckT.00
Warrick Dunn,RB,30.256,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,16,54,3.38,0,DunnWa00
Heath Evans,FB,26.262,2005-09-18,NFL,MIA,@,NYJ,L 7-17,2,2,Sun,1,0,0.00,0,EvanHe00
Kevin Faulk,RB,29.105,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,2,3,1.50,0,FaulKe00
Marshall Faulk*,RB,32.204,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,3,15,5.00,0,FaulMa00
Brett Favre*,QB,35.343,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,3,19,6.33,0,FavrBr00
Tony Fisher,RB,25.341,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,2,-1,-0.50,0,FishTo00
Larry Fitzgerald,WR,22.018,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,2,25,12.50,0,FitzLa00
DeShaun Foster,RB,25.251,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,7,37,5.29,0,FostDe00
Lamar Gordon,RB,25.254,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,12,40,3.33,1,GordLa00
Frank Gore,RB,22.127,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,4,15,3.75,0,GoreFr00
Ahman Green,RB,28.214,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,16,54,3.38,0,GreeAh00
Trent Green,QB,35.071,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,4,2,0.50,0,GreeTr00
Brian Griese,QB,30.184,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,3,-2,-0.67,0,GrieBr00
Dante Hall,WR,27.017,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,2,-7,-3.50,0,HallDa00
Joey Harrington,QB,26.332,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,2,-6,-3.00,0,HarrJo00
Matt Hasselbeck,QB,29.358,2005-09-18,NFL,SEA,,ATL,W 21-18,2,2,Sun,4,9,2.25,0,HassMa00
Verron Haynes,RB,26.213,2005-09-18,NFL,PIT,@,HOU,W 27-7,2,2,Sun,7,24,3.43,0,HaynVe00
Travis Henry,RB,26.324,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,18,62,3.44,0,HenrTr00
Priest Holmes,RB,31.346,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,19,75,3.95,1,HolmPr00
T.J. Houshmandzadeh,WR,27.357,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,2,24,12.00,1,HousTJ00
James Jackson,RB,29.045,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,1,3,3.00,0,JackJa00
Steven Jackson,RB,22.058,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,18,93,5.17,1,JackSt00
Edgerrin James,RB,27.048,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,27,128,4.74,0,JameEd00
Jeremi Johnson,FB,25.014,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,2,3,1.50,0,JohnJe00
Kyle Johnson,FB,26.277,2005-09-18,NFL,DEN,,SDG,W 20-17,2,2,Sun,1,3,3.00,1,JohnKy00
Larry Johnson,RB,25.303,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,9,41,4.56,1,JohnLa00
Rudi Johnson,HB,25.352,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,22,90,4.09,0,JohnRu00
Greg Jones,FB,24.132,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,3,29,9.67,0,JoneGr01
Kevin Jones,RB,23.028,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,8,22,2.75,0,JoneKe02
Matt Jones,WR,22.149,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,2,7,3.50,0,JoneMa00
Thomas Jones,RB,27.030,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,20,139,6.95,2,JoneTh00
LaMont Jordan,RB,26.311,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,15,59,3.93,1,JordLa00
Eddie Kennison,WR,32.241,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,1,8,8.00,0,KennEd00
Byron Leftwich,QB,25.247,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,3,11,3.67,0,LeftBy00
Jamal Lewis,RB,26.020,2005-09-18,NFL,BAL,@,TEN,L 10-25,2,2,Sun,10,9,0.90,0,LewiJa00
J.P. Losman,QB,24.190,2005-09-18,NFL,BUF,@,TAM,L 3-19,2,2,Sun,4,13,3.25,0,LosmJ.00
Reno Mahe,RB,25.107,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,2,12,6.00,0,MaheRe00
Curtis Martin*,RB,32.140,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,31,72,2.32,0,MartCu00
Willis McGahee,HB,23.332,2005-09-18,NFL,BUF,@,TAM,L 3-19,2,2,Sun,13,34,2.62,0,McGaWi00
Mike McMahon,QB3,26.222,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,1,-1,-1.00,0,McMaMi00
Steve McNair,QB,32.216,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,3,2,0.67,0,McNaSt00
Mewelde Moore,RB,23.056,2005-09-18,NFL,MIN,@,CIN,L 8-37,2,2,Sun,8,29,3.63,0,MoorMe00
Maurice Morris,RB,25.291,2005-09-18,NFL,SEA,,ATL,W 21-18,2,2,Sun,2,10,5.00,0,MorrMa00
Sammy Morris,RB,28.179,2005-09-18,NFL,MIA,@,NYJ,L 7-17,2,2,Sun,4,23,5.75,0,MorrSa00
James Mungro,RB,27.217,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,1,3,3.00,0,MungJa00
Lorenzo Neal,FB,34.265,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,3,9,3.00,0,NealLo00
Carson Palmer,QB,25.265,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,4,3,0.75,0,PalmCa00
Willie Parker,HB,24.311,2005-09-18,NFL,PIT,@,HOU,W 27-7,2,2,Sun,25,111,4.44,1,ParkWi00
Chad Pennington,QB,29.084,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,1,12,12.00,0,PennCh01
Chris Perry,HB,23.265,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,9,47,5.22,0,PerrCh00
Michael Pittman,RB,30.035,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,7,46,6.57,0,PittMi00
Jake Plummer,QB,30.273,2005-09-18,NFL,DEN,,SDG,W 20-17,2,2,Sun,2,2,1.00,0,PlumJa00
Ricky Proehl,WR,37.195,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,1,-8,-8.00,0,ProeRi00
Dominic Rhodes,RB,26.244,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,4,10,2.50,0,RhodDo00
Marcel Shipp,RB,27.041,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,12,54,4.50,0,ShipMa00
Alex Smith,QB,21.134,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,1,3,3.00,0,SmitAl03
Paul Smith,FB,27.230,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,2,11,5.50,0,SmitPa00
Darren Sproles,RB/K,22.090,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,1,12,12.00,0,SproDa00
Chester Taylor,RB,25.361,2005-09-18,NFL,BAL,@,TEN,L 10-25,2,2,Sun,3,5,1.67,0,TaylCh01
Fred Taylor,RB,29.234,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,16,81,5.06,0,TaylFr00
