Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id
Greg Clark,TE,28.149,2000-09-03,NFL,SFO,@,ATL,L 28-36,1,1,Sun,2.70,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,,ClarGr00
Kerry Collins,QB,27.248,2000-09-03,NFL,NYG,,ARI,W 21-16,1,1,Sun,4.98,5.0,6.0,6.0,17,25,172,0,1,5,1,0,0,0,0,0,,,,,CollKe00
Greg Comella,FB,25.036,2000-09-03,NFL,NYG,,ARI,W 21-16,1,1,Sun,2.20,7.2,8.2,4.7,0,0,0,0,0,0,0,0,5,42,0,0,,,,,ComeGr00
Albert Connell,WR,26.113,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,2.70,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,,ConnAl00
Brett Conway,K,25.179,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,8.00,8.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,conwabre01
Curtis Conway,WR,29.234,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,5.00,10.0,10.0,7.5,0,0,0,0,0,0,0,0,5,50,0,0,,,,,ConwCu00
Tim Couch,QB,23.034,2000-09-03,NFL,CLE,,JAX,L 7-27,1,1,Sun,13.60,13.6,13.6,13.6,19,27,160,1,0,2,32,0,0,0,0,0,,,,,CoucTi00
Daunte Culpepper,QB,23.219,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,30.90,30.9,31.9,31.9,13,23,190,0,1,13,73,3,0,0,0,0,,,,,CulpDa00
Randall Cunningham,QB,37.160,2000-09-03,NFL,DAL,,PHI,L 14-41,1,1,Sun,9.90,9.9,10.9,10.9,13,26,135,1,1,1,5,0,0,0,0,0,,,,,CunnRa00
Richie Cunningham,K,30.016,2000-09-03,NFL,CAR,@,WAS,L 17-20,1,1,Sun,5.00,5.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,cunniric01
John Davis,TE,27.112,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,3.10,5.1,5.1,4.1,0,0,0,0,0,0,0,0,2,31,0,0,,,,,DaviJo00
Stephen Davis,RB,26.186,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,23.00,27.0,30.0,25.0,0,0,0,0,0,23,133,1,4,37,0,0,,,,,DaviSt00
Tyrone Davis,TE,28.065,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,7.50,9.5,9.5,8.5,0,0,0,0,0,0,0,0,2,15,1,0,,,,,DaviTy00
JaJuan Dawson,WR,22.303,2000-09-03,NFL,CLE,,JAX,L 7-27,1,1,Sun,14.30,20.3,20.3,17.3,0,0,0,0,0,0,0,0,6,83,1,0,,,,,DawsJa00
Ron Dayne,RB,22.173,2000-09-03,NFL,NYG,,ARI,W 21-16,1,1,Sun,13.60,14.6,14.6,14.1,0,0,0,0,0,23,78,1,1,-2,0,0,,,,,DaynRo00
Al Del Greco,K,38.185,2000-09-03,NFL,TEN,@,BUF,L 13-16,1,1,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,delgralx01
Ken Dilger,TE,29.214,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,2.80,4.8,4.8,3.8,0,0,0,0,0,0,0,0,2,28,0,0,,,,,DilgKe00
Warrick Dunn,RB,25.242,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,6.10,7.1,7.1,6.6,0,0,0,0,0,16,56,0,1,5,0,0,,,,,DunnWa00
Paul Edinger,K,22.230,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,9.00,9.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,edingpau01
Bert Emanuel,WR,29.313,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,1.50,2.5,2.5,2.0,0,0,0,0,0,1,-1,0,1,16,0,0,,,,,EmanBe00
Bobby Engram,WR,27.240,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,6.20,14.2,14.2,10.2,0,0,0,0,0,1,1,0,8,61,0,0,,,,,EngrBo00
Curtis Enis,RB,24.080,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,2.60,3.6,3.6,3.1,0,0,0,0,0,4,11,0,1,15,0,0,,,,,EnisCu00
Kevin Faulk,RB,24.090,2000-09-03,NFL,NWE,,TAM,L 16-21,1,1,Sun,6.30,17.3,18.3,11.8,0,0,0,0,0,10,21,0,11,62,0,0,,,,,FaulKe00
Brett Favre*,QB,30.329,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,9.38,9.4,10.4,10.4,14,34,152,1,1,2,13,0,0,0,0,0,,,,,FavrBr00
Jay Fiedler,QB,28.249,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,10.26,10.3,10.3,10.3,15,24,134,1,0,3,9,0,0,0,0,0,,,,,FiedJa00
Terrell Fletcher,RB,26.355,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,2.00,3.0,3.0,2.5,0,0,0,0,0,3,8,0,1,12,0,0,,,,,FletTe00
Antonio Freeman,WR,28.099,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,5.90,8.9,8.9,7.4,0,0,0,0,0,0,0,0,3,59,0,0,,,,,FreeAn00
Irving Fryar,WR,37.341,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,2.20,3.2,3.2,2.7,0,0,0,0,0,0,0,0,1,22,0,0,,,,,FryaIr00
Oronde Gadsden,WR,29.014,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,8.10,10.1,10.1,9.1,0,0,0,0,0,0,0,0,2,21,1,0,,,,,GadsOr00
Joey Galloway,WR,28.288,2000-09-03,NFL,DAL,,PHI,L 14-41,1,1,Sun,12.20,16.2,16.2,14.2,0,0,0,0,0,0,0,0,4,62,1,0,,,,,GallJo00
Rich Gannon,QB,34.258,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,12.74,12.7,12.7,12.7,20,35,176,1,0,6,17,0,0,0,0,0,,,,,GannRi00
Jeff Garcia,QB,30.192,2000-09-03,NFL,SFO,@,ATL,L 28-36,1,1,Sun,22.32,22.3,23.3,23.3,23,36,253,3,1,2,22,0,0,0,0,0,,,,,GarcJe00
Charlie Garner,RB,28.203,2000-09-03,NFL,SFO,@,ATL,L 28-36,1,1,Sun,10.70,13.7,13.7,12.2,0,0,0,0,0,15,62,0,3,45,0,0,,,,,GarnCh00
Eddie George,RB,26.345,2000-09-03,NFL,TEN,@,BUF,L 13-16,1,1,Sun,14.10,20.1,20.1,17.1,0,0,0,0,0,17,37,1,6,44,0,0,,,,,GeorEd00
Terry Glenn,WR,26.042,2000-09-03,NFL,NWE,,TAM,L 16-21,1,1,Sun,11.60,15.6,15.6,13.6,0,0,0,0,0,0,0,0,4,56,1,0,,,,,GlenTe00
Tony Gonzalez*,TE,24.189,2000-09-03,NFL,KAN,,IND,L 14-27,1,1,Sun,3.40,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,,GonzTo00
Jeff Graham,WR,31.202,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,6.20,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,,,,,GrahJe00
Kent Graham,QB,31.307,2000-09-03,NFL,PIT,,BAL,L 0-16,1,1,Sun,5.96,6.0,7.0,6.0,17,38,199,0,0,0,0,0,0,0,0,0,,,,,GrahKe00
Elvis Grbac,QB,30.021,2000-09-03,NFL,KAN,,IND,L 14-27,1,1,Sun,14.48,14.5,15.5,15.5,16,37,212,2,1,0,0,0,0,0,0,0,,,,,GrbaEl00
Ahman Green,RB,23.200,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,4.20,7.2,8.2,5.7,0,0,0,0,0,12,41,0,3,21,0,0,,,,,GreeAh00
E.G. Green,WR,25.067,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,3.50,5.5,5.5,4.5,0,0,0,0,0,0,0,0,2,35,0,0,,,,,GreeE.00
Jacquez Green,WR,24.232,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,7.30,9.3,9.3,8.3,0,0,0,0,0,1,6,0,2,67,0,0,,,,,GreeJa00
John Hall,K,26.170,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,8.00,8.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,hallxjoh01
Jason Hanson,K,30.078,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,hansojas01
Marvin Harrison*,WR,28.009,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,11.50,20.5,23.5,16.0,0,0,0,0,0,0,0,0,9,115,0,0,,,,,HarrMa00
Donald Hayes,WR,25.052,2000-09-03,NFL,CAR,@,WAS,L 17-20,1,1,Sun,7.10,11.1,11.1,9.1,0,0,0,0,0,0,0,0,4,71,0,0,,,,,HayeDo00
Ike Hilliard,WR,24.151,2000-09-03,NFL,NYG,,ARI,W 21-16,1,1,Sun,6.20,9.2,9.2,7.7,0,0,0,0,0,0,0,0,3,62,0,0,,,,,HillIk00
Mike Hollis,PK,28.104,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,11.00,11.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,hollimik01
Priest Holmes,RB,26.332,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,15.10,19.1,22.1,17.1,0,0,0,0,0,27,119,0,4,32,0,0,,,,,HolmPr00
Joe Horn,WR,28.231,2000-09-03,NFL,NOR,,DET,L 10-14,1,1,Sun,5.80,10.8,10.8,8.3,0,0,0,0,0,0,0,0,5,58,0,0,,,,,HornJo00
Chris Howard,RB,25.121,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,11.80,12.8,12.8,12.3,0,0,0,0,0,13,45,1,1,13,0,0,,,,,HowaCh00
Brock Huard,QB,24.141,2000-09-03,NFL,SEA,@,MIA,L 0-23,1,1,Sun,1.60,1.6,1.6,1.6,4,9,30,0,0,1,4,0,0,0,0,0,,,,,HuarBr00
Richard Huntley,RB,27.351,2000-09-03,NFL,PIT,,BAL,L 0-16,1,1,Sun,4.30,6.3,6.3,5.3,0,0,0,0,0,7,31,0,2,12,0,0,,,,,HuntRi00
Qadry Ismail,WR,29.300,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,16.20,23.2,26.2,19.7,0,0,0,0,0,0,0,0,7,102,1,0,,,,,IsmaQa00
Rocket Ismail,WR,30.290,2000-09-03,NFL,DAL,,PHI,L 14-41,1,1,Sun,6.90,9.9,9.9,8.4,0,0,0,0,0,2,33,0,3,36,0,0,,,,,IsmaRa00
Darrell Jackson,WR,21.272,2000-09-03,NFL,SEA,@,MIA,L 0-23,1,1,Sun,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,,JackDa00
Edgerrin James,RB,22.033,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,26.40,32.4,36.4,29.4,0,0,0,0,0,28,124,1,6,40,1,0,,,,,JameEd00
Sebastian Janikowski,K,22.185,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,1.00,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,janikseb01
Shawn Jefferson,WR,31.194,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,20.90,27.9,30.9,24.4,0,0,0,0,0,1,1,0,7,148,1,0,,,,,JeffSh00
MarTay Jenkins,WR,25.188,2000-09-03,NFL,ARI,@,NYG,L 16-21,1,1,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,,JenkMa00
James Jett,WR,29.250,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,1.20,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,,JettJa00
Brad Johnson,QB,31.356,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,15.36,15.4,15.4,15.4,25,36,234,0,0,2,0,1,0,0,0,0,,,,,JohnBr00
Charles Johnson,WR,28.244,2000-09-03,NFL,PHI,@,DAL,W 41-14,1,1,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,1,8,0,1,5,0,0,,,,,JohnCh00
Kevin Johnson,WR,24.050,2000-09-03,NFL,CLE,,JAX,L 7-27,1,1,Sun,3.20,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,,,,,JohnKe01
Keyshawn Johnson,WR,28.043,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,6.70,10.7,10.7,8.7,0,0,0,0,0,1,3,0,4,64,0,0,,,,,JohnKe00
Rob Johnson,QB,27.169,2000-09-03,NFL,BUF,,TEN,W 16-13,1,1,Sun,14.28,14.3,14.3,14.3,9,18,107,1,0,6,60,0,0,0,0,0,,,,,JohnRo00
Damon Jones,TE,25.351,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,1.20,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,,JoneDa00
Freddie Jones,TE,25.353,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,4.30,9.3,9.3,6.8,0,0,0,0,0,0,0,0,5,43,0,0,,,,,JoneFr00
Thomas Jones,RB,22.015,2000-09-03,NFL,ARI,@,NYG,L 16-21,1,1,Sun,3.40,7.4,7.4,5.4,0,0,0,0,0,12,16,0,4,18,0,0,,,,,JoneTh00
Reggie Kelly,TE,23.194,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,,KellRe00
Eddie Kennison,WR,27.227,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,1.60,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,,KennEd00
Shaun King,QB,23.097,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,12.78,12.8,12.8,12.8,12,24,167,1,0,4,21,0,0,0,0,0,,,,,KingSh00
Jim Kleinsasser,FB,23.216,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,3.70,5.7,5.7,4.7,0,0,0,0,0,2,5,0,2,32,0,0,,,,,KleiJi00
Rob Konrad,FB,23.296,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,7,19,0,2,6,0,0,,,,,KonrRo00
Charles Lee,WR,22.289,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,LeexCh00
Jamal Lewis,WR,21.005,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,1.60,1.6,1.6,1.6,0,0,0,0,0,5,16,0,0,0,0,0,,,,,LewiJa00
Kevin Lockett,WR,25.361,2000-09-03,NFL,KAN,,IND,L 14-27,1,1,Sun,2.90,4.9,4.9,3.9,0,0,0,0,0,0,0,0,2,29,0,0,,,,,LockKe00
Ryan Longwell,K,26.018,2000-09-03,NFL,GNB,,NYJ,L 16-20,1,1,Sun,10.00,10.0,,13.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,longwrya01
Stacey Mack,RB,25.069,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,13.40,13.4,13.4,13.4,0,0,0,0,0,23,74,1,0,0,0,0,,,,,MackSt00
Kris Mangum,TE,27.019,2000-09-03,NFL,CAR,@,WAS,L 17-20,1,1,Sun,1.20,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,,MangKr00
Peyton Manning,QB,24.163,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,12.62,12.6,13.6,13.6,22,32,273,1,1,3,-3,0,0,0,0,0,,,,,MannPe00
Olindo Mare,K,27.089,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,11.00,11.0,,12.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,marexoli01
Curtis Martin*,RB,27.125,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,26.40,32.4,35.4,29.4,0,0,0,0,0,30,110,1,6,34,1,0,,,,,MartCu00
Tony Martin,WR,34.364,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,,MartTo00
Terance Mathis,WR,33.088,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,13.20,16.2,16.2,14.7,0,0,0,0,0,0,0,0,3,72,1,0,,,,,MathTe00
Keenan McCardell,WR,30.241,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,11.50,20.5,23.5,16.0,0,0,0,0,0,0,0,0,9,115,0,0,,,,,McCaKe00
Fred McCrary,FB,27.350,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,,McCrFr00
Jeremy McDaniel,WR,24.124,2000-09-03,NFL,BUF,,TEN,W 16-13,1,1,Sun,4.00,7.0,7.0,5.5,0,0,0,0,0,0,0,0,3,40,0,0,,,,,McDaJe00
Wane McGarity,WR,23.339,2000-09-03,NFL,DAL,,PHI,L 14-41,1,1,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,,McGaWa00
Donovan McNabb,QB,23.283,2000-09-03,NFL,PHI,@,DAL,W 41-14,1,1,Sun,14.10,14.1,16.1,16.1,16,28,130,1,2,5,29,1,0,0,0,0,,,,,McNaDo00
Steve McNair,QB,27.202,2000-09-03,NFL,TEN,@,BUF,L 13-16,1,1,Sun,5.58,5.6,6.6,6.6,17,31,152,0,1,2,15,0,0,0,0,0,,,,,McNaSt00
