Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
LaMont Jordan,RB-K,25.334,2004-10-10,NFL,NYJ,,BUF,W 16-14,4,5,Sun,2,43,21.50,0,JordLa00
Kevin Kasper,WR,26.292,2004-10-10,NFL,NWE,,MIA,W 24-10,4,5,Sun,2,40,20.00,0,KaspKe00
Andre King,WR,30.319,2004-10-10,NFL,CLE,@,PIT,L 23-34,5,5,Sun,1,15,15.00,0,KingAn00
ReShard Lee,RB,23.364,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,3,58,19.33,0,LeexRe00
Jermaine Lewis,WR,29.360,2004-10-10,NFL,JAX,@,SDG,L 21-34,5,5,Sun,7,122,17.43,0,LewiJe00
Michael Lewis,WR,32.331,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,3,37,12.33,0,LewiMi00
Terrence McGee,LCB,23.362,2004-10-10,NFL,BUF,@,NYJ,L 14-16,4,5,Sun,3,69,23.00,0,McGeTe99
Jim Molinaro,OL,23.166,2004-10-10,NFL,WAS,,BAL,L 10-17,5,5,Sun,1,5,5.00,0,MoliJi20
Mewelde Moore,RB,22.078,2004-10-10,NFL,MIN,@,HOU,W 34-28,4,5,Sun,1,3,3.00,0,MoorMe00
Maurice Morris,RB,24.314,2004-10-10,NFL,SEA,,STL,L 27-33,4,5,Sun,5,95,19.00,0,MorrMa00
Chad Morton,RB/K,27.189,2004-10-10,NFL,WAS,,BAL,L 10-17,5,5,Sun,1,24,24.00,0,MortCh00
J.J. Moses,WR,25.028,2004-10-10,NFL,HOU,,MIN,L 28-34,5,5,Sun,5,123,24.60,0,MoseJ.00
James Mungro,RB,26.240,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,1,21,21.00,0,MungJa00
Antwaan Randle El,WR,25.054,2004-10-10,NFL,PIT,,CLE,W 34-23,5,5,Sun,2,36,18.00,0,RandAn00
Dominic Rhodes,RB,25.267,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,1,35,35.00,0,RhodDo00
Allen Rossum,CB,28.354,2004-10-10,NFL,ATL,,DET,L 10-17,5,5,Sun,3,55,18.33,0,RossAl99
B.J. Sams,WR,23.347,2004-10-10,NFL,BAL,@,WAS,W 17-10,5,5,Sun,3,51,17.00,0,SamsB.00
Aaron Stecker,RB,28.332,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,1,14,14.00,0,StecAa00
Bruce Thornton,CB,24.253,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,2,43,21.50,0,ThorBr21
Wes Welker,WR,23.162,2004-10-10,NFL,MIA,@,NWE,L 10-24,5,5,Sun,5,101,20.20,0,WelkWe00
Cedrick Wilson,WR,25.298,2004-10-10,NFL,SFO,,ARI,W 31-28,5,5,Sun,4,49,12.25,0,WilsCe00
Antonio Chatman,WR/K,25.242,2004-10-11,NFL,GNB,,TEN,L 27-48,5,5,Mon,8,163,20.38,0,ChatAn00
Robert Ferguson,WR,24.299,2004-10-11,NFL,GNB,,TEN,L 27-48,5,5,Mon,1,9,9.00,0,FergRo00
Troy Fleming,FB,24.010,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,3,62,20.67,0,FlemTr00
Robert Holcombe,FB,28.305,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,1,11,11.00,0,HolcRo00
Michael Waddell,CB,23.276,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,1,3,3.00,0,WaddMi20
Jerry Azumah,CB,27.046,2004-10-17,NFL,CHI,,WAS,L 10-13,5,6,Sun,2,41,20.50,0,AzumJe00
Bernard Berrian,WR,23.295,2004-10-17,NFL,CHI,,WAS,L 10-13,5,6,Sun,2,49,24.50,0,BerrBe00
Jamall Broussard,WR,23.059,2004-10-17,NFL,CAR,@,PHI,L 8-30,5,6,Sun,3,54,18.00,0,BrouJa20
Dee Brown,RB,26.158,2004-10-17,NFL,CLE,,CIN,W 34-17,6,6,Sun,3,67,22.33,0,BrowDe02
Kelly Campbell,WR,24.086,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,2,32,16.00,0,CampKe00
Jonathan Carter,WR-K,25.211,2004-10-17,NFL,NYJ,,SFO,W 22-14,5,6,Sun,3,82,27.33,0,CartJo01
Ricardo Colclough,CB,21.021,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,1,17,17.00,0,ColcRi20
Najeh Davenport,RB,25.252,2004-10-17,NFL,GNB,@,DET,W 38-10,6,6,Sun,1,16,16.00,0,DaveNa00
Eddie Drummond,WR,24.188,2004-10-17,NFL,DET,,GNB,L 10-38,5,6,Sun,6,182,30.33,0,DrumEd00
Tim Dwight,WR,29.096,2004-10-17,NFL,SDG,@,ATL,L 20-21,6,6,Sun,4,103,25.75,0,DwigTi00
Troy Fleming,FB,24.016,2004-10-17,NFL,TEN,,HOU,L 10-20,6,6,Sun,4,70,17.50,0,FlemTr00
London Fletcher,MLB,29.151,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,1,23,23.00,0,FletLo20
Carlos Francis,WR,23.288,2004-10-17,NFL,OAK,,DEN,L 3-31,6,6,Sun,3,59,19.67,0,FranCa20
Doug Gabriel,WR,24.051,2004-10-17,NFL,OAK,,DEN,L 3-31,6,6,Sun,3,44,14.67,0,GabrDo00
Quentin Griffin,RB,23.279,2004-10-17,NFL,DEN,@,OAK,W 31-3,6,6,Sun,1,19,19.00,0,GrifQu00
Dante Hall,WR,26.046,2004-10-17,NFL,KAN,@,JAX,L 16-22,5,6,Sun,4,60,15.00,0,HallDa00
Bethel Johnson,WR,25.249,2004-10-17,NFL,NWE,,SEA,W 30-20,5,6,Sun,5,118,23.60,0,JohnBe00
ReShard Lee,RB,24.005,2004-10-17,NFL,DAL,,PIT,L 20-24,5,6,Sun,2,37,18.50,0,LeexRe00
Jermaine Lewis,WR,30.001,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,4,67,16.75,0,LewiJe00
Michael Lewis,WR,32.338,2004-10-17,NFL,NOR,,MIN,L 31-38,6,6,Sun,7,146,20.86,0,LewiMi00
Terrence McGee,LCB,24.003,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,2,47,23.50,0,McGeTe99
Mewelde Moore,RB,22.085,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,3,51,17.00,0,MoorMe00
Maurice Morris,RB,24.321,2004-10-17,NFL,SEA,@,NWE,L 20-30,5,6,Sun,7,171,24.43,0,MorrMa00
Chad Morton,RB/K,27.196,2004-10-17,NFL,WAS,@,CHI,W 13-10,6,6,Sun,3,58,19.33,0,MortCh00
J.J. Moses,WR,25.035,2004-10-17,NFL,HOU,@,TEN,W 20-10,6,6,Sun,3,61,20.33,0,MoseJ.00
Chad Mustard,TE,27.009,2004-10-17,NFL,CLE,,CIN,W 34-17,6,6,Sun,1,9,9.00,0,MustCh00
Ryan Neufeld,TE,28.330,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,1,3,3.00,0,NeufRy00
Ricky Proehl,WR,36.224,2004-10-17,NFL,CAR,@,PHI,L 8-30,5,6,Sun,1,26,26.00,0,ProeRi00
Antwaan Randle El,WR,25.061,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,2,23,11.50,0,RandAn00
J.R. Reed,S,22.249,2004-10-17,NFL,PHI,,CAR,W 30-8,5,6,Sun,1,66,66.00,0,ReedJ.20
Jacques Reeves,CB,22.009,2004-10-17,NFL,DAL,,PIT,L 20-24,5,6,Sun,2,35,17.50,0,ReevJa20
Jamal Robertson,RB,27.281,2004-10-17,NFL,SFO,@,NYJ,L 14-22,6,6,Sun,4,73,18.25,0,RobeJa00
Derek Ross,CB,24.286,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,1,14,14.00,0,RossDe20
Allen Rossum,CB,28.361,2004-10-17,NFL,ATL,,SDG,W 21-20,6,6,Sun,4,58,14.50,0,RossAl99
Cliff Russell,WR,25.252,2004-10-17,NFL,CIN,@,CLE,L 17-34,5,6,Sun,3,79,26.33,0,RussCl00
Mike Seidman,TE,23.249,2004-10-17,NFL,CAR,@,PHI,L 8-30,5,6,Sun,1,12,12.00,0,SeidMi00
Ike Taylor,S,24.165,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,2,28,14.00,0,TaylIk20
Wes Welker,WR,23.169,2004-10-17,NFL,MIA,@,BUF,L 13-20,6,6,Sun,4,80,20.00,0,WelkWe00
Torrie Cox,CB,23.355,2004-10-18,NFL,TAM,@,STL,L 21-28,6,6,Mon,4,152,38.00,0,CoxxTo21
Arlen Harris,RB,24.179,2004-10-18,NFL,STL,,TAM,W 28-21,6,6,Mon,4,84,21.00,0,HarrAr00
Dwight Anderson,CB,23.111,2004-10-24,NFL,STL,@,MIA,L 14-31,7,7,Sun,4,71,17.75,0,AndeDw21
B.J. Askew,FB,24.066,2004-10-24,NFL,NYJ,@,NWE,L 7-13,6,7,Sun,1,13,13.00,0,AskeB.00
Jerry Azumah,RCB,27.053,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,4,70,17.50,0,AzumJe00
Kyle Brady,TE,32.284,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,1,15,15.00,0,BradKy00
Jamall Broussard,WR,23.066,2004-10-24,NFL,CAR,,SDG,L 6-17,6,7,Sun,3,64,21.33,0,BrouJa20
Shawn Bryson,RB,27.339,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,1,13,13.00,0,BrysSh00
Kelly Campbell,WR,24.093,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,1,18,18.00,0,CampKe00
Jonathan Carter,WR,25.218,2004-10-24,NFL,NYJ,@,NWE,L 7-13,6,7,Sun,3,53,17.67,0,CartJo01
Antonio Chatman,WR/K,25.255,2004-10-24,NFL,GNB,,DAL,W 41-20,7,7,Sun,1,11,11.00,0,ChatAn00
Mike Cloud,RB,29.115,2004-10-24,NFL,NYG,,DET,L 13-28,6,7,Sun,4,84,21.00,0,ClouMi00
Torrie Cox,CB,23.361,2004-10-24,NFL,TAM,,CHI,W 19-7,7,7,Sun,2,45,22.50,0,CoxxTo21
Larry Croom,RB,22.361,2004-10-24,NFL,ARI,,SEA,W 25-17,6,7,Sun,4,89,22.25,0,CrooLa00
Najeh Davenport,RB,25.259,2004-10-24,NFL,GNB,,DAL,W 41-20,7,7,Sun,2,51,25.50,0,DaveNa00
Eddie Drummond,WR,24.195,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,2,39,19.50,0,DrumEd00
Tim Dwight,WR,29.103,2004-10-24,NFL,SDG,@,CAR,W 17-6,7,7,Sun,3,80,26.67,0,DwigTi00
Marc Edwards,FB,29.342,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,1,8,8.00,0,EdwaMa00
Troy Edwards,WR,27.200,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,3,65,21.67,0,EdwaTr00
Robert Ferguson,WR,24.312,2004-10-24,NFL,GNB,,DAL,W 41-20,7,7,Sun,2,57,28.50,0,FergRo00
Troy Fleming,FB,24.023,2004-10-24,NFL,TEN,@,MIN,L 3-20,7,7,Sun,3,56,18.67,0,FlemTr00
Carlos Francis,WR,23.295,2004-10-24,NFL,OAK,,NOR,L 26-31,7,7,Sun,5,82,16.40,0,FranCa20
Mike Furrey,WR,27.165,2004-10-24,NFL,STL,@,MIA,L 14-31,7,7,Sun,2,31,15.50,0,FurrMi00
Dante Hall,WR,26.053,2004-10-24,NFL,KAN,,ATL,W 56-10,6,7,Sun,2,31,15.50,0,HallDa00
Frisman Jackson,WR,25.134,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,1,18,18.00,0,JackFr01
James Jackson,RB,28.081,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,2,39,19.50,0,JackJa00
Bethel Johnson,WR,25.256,2004-10-24,NFL,NWE,,NYJ,W 13-7,6,7,Sun,2,46,23.00,0,JohnBe00
Andre King,WR,30.333,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,2,42,21.00,0,KingAn00
ReShard Lee,RB,24.012,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,2,32,16.00,0,LeexRe00
Michael Lewis,WR,32.345,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,3,89,29.67,0,LewiMi00
Fred McAfee,RB,36.126,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,1,16,16.00,0,McAfFr00
Terrence McGee,LCB,24.010,2004-10-24,NFL,BUF,@,BAL,L 6-20,6,7,Sun,5,90,18.00,0,McGeTe99
Jason McKie,FB,24.155,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,1,21,21.00,0,McKiJa00
Mewelde Moore,RB,22.092,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,1,19,19.00,0,MoorMe00
Quincy Morgan,WR,27.031,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,2,25,12.50,0,MorgQu00
Maurice Morris,RB,24.328,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,3,80,26.67,0,MorrMa00
James Mungro,RB,26.254,2004-10-24,NFL,IND,,JAX,L 24-27,6,7,Sun,2,15,7.50,0,MungJa00
Chad Mustard,TE,27.016,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,1,4,4.00,0,MustCh00
Ricky Proehl,WR,36.231,2004-10-24,NFL,CAR,,SDG,L 6-17,6,7,Sun,1,11,11.00,0,ProeRi00
J.R. Reed,S,22.256,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,7,154,22.00,0,ReedJ.20
Jacques Reeves,CB,22.016,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,2,11,5.50,0,ReevJa20
Dominic Rhodes,RB,25.281,2004-10-24,NFL,IND,,JAX,L 24-27,6,7,Sun,4,64,16.00,0,RhodDo00
Allen Rossum,CB,29.002,2004-10-24,NFL,ATL,@,KAN,L 10-56,7,7,Sun,5,119,23.80,0,RossAl99
Orlando Ruff,MLB,28.026,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,1,9,9.00,0,RuffOr20
B.J. Sams,RB,23.361,2004-10-24,NFL,BAL,,BUF,W 20-6,6,7,Sun,3,61,20.33,0,SamsB.00
Jerramy Stevens,TE,24.346,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,1,12,12.00,0,StevJe00
Stephen Trejo,FB,26.339,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,1,10,10.00,0,TrejSt00
Michael Waddell,CB,23.289,2004-10-24,NFL,TEN,@,MIN,L 3-20,7,7,Sun,2,53,26.50,0,WaddMi20
Wes Welker,WR,23.176,2004-10-24,NFL,MIA,,STL,W 31-14,7,7,Sun,3,40,13.33,0,WelkWe00
Alvis Whitted,WR,30.050,2004-10-24,NFL,OAK,,NOR,L 26-31,7,7,Sun,1,36,36.00,0,WhitAl00
Karl Williams,WR,33.197,2004-10-24,NFL,ARI,,SEA,W 25-17,6,7,Sun,1,18,18.00,0,WillKa00
Quentin Griffin,RB,23.287,2004-10-25,NFL,DEN,@,CIN,L 10-23,7,7,Mon,3,33,11.00,0,GrifQu00
Triandos Luke,WR,22.306,2004-10-25,NFL,DEN,@,CIN,L 10-23,7,7,Mon,2,35,17.50,0,LukeTr00
Cliff Russell,WR,25.260,2004-10-25,NFL,CIN,,DEN,W 23-10,6,7,Mon,2,39,19.50,0,RussCl00
Kenny Watson,HB,26.226,2004-10-25,NFL,CIN,,DEN,W 23-10,6,7,Mon,1,25,25.00,0,WatsKe00
Roc Alexander,CB,23.038,2004-10-31,NFL,DEN,,ATL,L 28-41,8,8,Sun,4,79,19.75,0,AlexRo21
Jerry Azumah,RCB,27.060,2004-10-31,NFL,CHI,,SFO,W 23-13,7,8,Sun,4,159,39.75,0,AzumJe00
Sean Berton,TE,25.000,2004-10-31,NFL,MIN,,NYG,L 13-34,7,8,Sun,1,3,3.00,0,BertSe00
Ladell Betts,RB,25.065,2004-10-31,NFL,WAS,,GNB,L 14-28,7,8,Sun,2,57,28.50,0,BettLa00
Jamall Broussard,WR,23.073,2004-10-31,NFL,CAR,@,SEA,L 17-23,7,8,Sun,6,157,26.17,0,BrouJa20
Kelly Campbell,WR,24.100,2004-10-31,NFL,MIN,,NYG,L 13-34,7,8,Sun,5,101,20.20,0,CampKe00
Kerry Carter,RB,23.317,2004-10-31,NFL,SEA,,CAR,W 23-17,7,8,Sun,1,20,20.00,0,CartKe01
Ricardo Colclough,CB,21.035,2004-10-31,NFL,PIT,,NWE,W 34-20,7,8,Sun,1,23,23.00,0,ColcRi20
Terrance Copper,WR,22.233,2004-10-31,NFL,DAL,,DET,W 31-21,7,8,Sun,1,21,21.00,0,CoppTe00
Larry Croom,RB,23.002,2004-10-31,NFL,ARI,@,BUF,L 14-38,7,8,Sun,4,69,17.25,0,CrooLa00
Najeh Davenport,RB,25.266,2004-10-31,NFL,GNB,@,WAS,W 28-14,8,8,Sun,2,49,24.50,0,DaveNa00
Rod Davis,LB,23.212,2004-10-31,NFL,MIN,,NYG,L 13-34,7,8,Sun,1,15,15.00,0,DaviRo21
Eddie Drummond,WR,24.202,2004-10-31,NFL,DET,@,DAL,L 21-31,7,8,Sun,5,86,17.20,0,DrumEd00
Tim Dwight,WR,29.110,2004-10-31,NFL,SDG,,OAK,W 42-14,8,8,Sun,2,71,35.50,0,DwigTi00
Troy Edwards,WR,27.207,2004-10-31,NFL,JAX,@,HOU,L 6-20,8,8,Sun,4,105,26.25,0,EdwaTr00
Doug Gabriel,WR,24.065,2004-10-31,NFL,OAK,@,SDG,L 14-42,8,8,Sun,5,94,18.80,0,GabrDo00
Dante Hall,WR,26.060,2004-10-31,NFL,KAN,,IND,W 45-35,7,8,Sun,6,122,20.33,0,HallDa00
Gerald Hayes,MLB,24.021,2004-10-31,NFL,ARI,@,BUF,L 14-38,7,8,Sun,2,0,0.00,0,HayeGe20
Robert Holcombe,FB,28.325,2004-10-31,NFL,TEN,,CIN,W 27-20,8,8,Sun,1,1,1.00,0,HolcRo00
Roderick Hood,CB,23.028,2004-10-31,NFL,PHI,,BAL,W 15-10,7,8,Sun,1,22,22.00,0,HoodRo20
Bethel Johnson,WR,25.263,2004-10-31,NFL,NWE,@,PIT,L 20-34,7,8,Sun,6,158,26.33,0,JohnBe00
Mark Jones,WR/D,23.363,2004-10-31,NFL,NYG,@,MIN,W 34-13,7,8,Sun,1,20,20.00,0,JoneMa01
ReShard Lee,RB,24.019,2004-10-31,NFL,DAL,,DET,W 31-21,7,8,Sun,3,85,28.33,0,LeexRe00
Terrence McGee,LCB,24.017,2004-10-31,NFL,BUF,,ARI,W 38-14,7,8,Sun,3,115,38.33,1,McGeTe99
Itula Mili,TE,31.194,2004-10-31,NFL,SEA,,CAR,W 23-17,7,8,Sun,1,12,12.00,0,MiliIt00
Maurice Morris,RB,24.335,2004-10-31,NFL,SEA,,CAR,W 23-17,7,8,Sun,1,21,21.00,0,MorrMa00
Chad Morton,RB/K,27.210,2004-10-31,NFL,WAS,,GNB,L 14-28,7,8,Sun,2,46,23.00,0,MortCh00
J.J. Moses,WR,25.049,2004-10-31,NFL,HOU,,JAX,W 20-6,7,8,Sun,2,54,27.00,0,MoseJ.00
Willie Ponder,WR,24.260,2004-10-31,NFL,NYG,@,MIN,W 34-13,7,8,Sun,1,28,28.00,0,PondWi00
Antwaan Randle El,WR,25.075,2004-10-31,NFL,PIT,,NWE,W 34-20,7,8,Sun,4,113,28.25,0,RandAn00
J.R. Reed,S,22.263,2004-10-31,NFL,PHI,,BAL,W 15-10,7,8,Sun,1,17,17.00,0,ReedJ.20
Dominic Rhodes,RB,25.288,2004-10-31,NFL,IND,@,KAN,L 35-45,7,8,Sun,8,182,22.75,0,RhodDo00
Jamal Robertson,RB,27.295,2004-10-31,NFL,SFO,@,CHI,L 13-23,7,8,Sun,6,135,22.50,0,RobeJa00
Allen Rossum,CB,29.009,2004-10-31,NFL,ATL,@,DEN,W 41-28,8,8,Sun,3,97,32.33,0,RossAl99
Cliff Russell,WR,25.266,2004-10-31,NFL,CIN,@,TEN,L 20-27,7,8,Sun,4,87,21.75,0,RussCl00
B.J. Sams,RB,24.002,2004-10-31,NFL,BAL,@,PHI,L 10-15,7,8,Sun,2,42,21.00,0,SamsB.00
Tony Stewart,TE,25.083,2004-10-31,NFL,CIN,@,TEN,L 20-27,7,8,Sun,1,5,5.00,0,StewTo00
James Thrash,WR,29.186,2004-10-31,NFL,WAS,,GNB,L 14-28,7,8,Sun,1,22,22.00,0,ThraJa00
Michael Waddell,CB,23.296,2004-10-31,NFL,TEN,,CIN,W 27-20,8,8,Sun,4,96,24.00,0,WaddMi20
Jonathan Wells,RB,25.102,2004-10-31,NFL,HOU,,JAX,W 20-6,7,8,Sun,1,9,9.00,0,WellJo00
Jonathan Carter,WR-K,25.226,2004-11-01,NFL,NYJ,,MIA,W 41-14,7,8,Mon,2,52,26.00,0,CartJo01
Bryan Gilmore,WR,26.103,2004-11-01,NFL,MIA,@,NYJ,L 14-41,8,8,Mon,1,18,18.00,0,GilmBr00
Wes Welker,KR,23.184,2004-11-01,NFL,MIA,@,NYJ,L 14-41,8,8,Mon,6,117,19.50,0,WelkWe00
Richard Alston,WR,23.353,2004-11-07,NFL,CLE,@,BAL,L 13-27,8,9,Sun,6,197,32.83,1,AlstRi20
Jerry Azumah,RCB,27.067,2004-11-07,NFL,CHI,@,NYG,W 28-21,8,9,Sun,2,27,13.50,0,AzumJe00
Arnaz Battle,WR,24.259,2004-11-07,NFL,SFO,,SEA,L 27-42,8,9,Sun,1,12,12.00,0,BattAr00
Brandon Bennett,RB,31.278,2004-11-07,NFL,CAR,,OAK,L 24-27,8,9,Sun,1,24,24.00,0,BennBr00
Jamall Broussard,WR,23.080,2004-11-07,NFL,CAR,,OAK,L 24-27,8,9,Sun,2,36,18.00,0,BrouJa20
Kerry Carter,RB,23.324,2004-11-07,NFL,SEA,@,SFO,W 42-27,8,9,Sun,5,88,17.60,0,CartKe01
Nate Clements,RCB,24.331,2004-11-07,NFL,BUF,,NYJ,W 22-17,8,9,Sun,1,14,14.00,0,ClemNa99
Ricardo Colclough,CB,21.042,2004-11-07,NFL,PIT,,PHI,W 27-3,8,9,Sun,1,22,22.00,0,ColcRi20
Greg Comella,FB,29.101,2004-11-07,NFL,TAM,,KAN,W 34-31,8,9,Sun,1,20,20.00,0,ComeGr00
Terrance Copper,WR,22.240,2004-11-07,NFL,DAL,@,CIN,L 3-26,8,9,Sun,2,37,18.50,0,CoppTe00
Torrie Cox,CB,24.009,2004-11-07,NFL,TAM,,KAN,W 34-31,8,9,Sun,4,88,22.00,0,CoxxTo21
Larry Croom,RB,23.009,2004-11-07,NFL,ARI,@,MIA,W 24-23,8,9,Sun,5,96,19.20,0,CrooLa00
Reuben Droughns,RB,26.078,2004-11-07,NFL,DEN,,HOU,W 31-13,9,9,Sun,1,17,17.00,0,DrouRe00
Eddie Drummond,WR,24.209,2004-11-07,NFL,DET,,WAS,L 10-17,8,9,Sun,3,57,19.00,0,DrumEd00
Tim Dwight,WR,29.117,2004-11-07,NFL,SDG,,NOR,W 43-17,9,9,Sun,4,77,19.25,0,DwigTi00
Heath Evans,FB,25.313,2004-11-07,NFL,SEA,@,SFO,W 42-27,8,9,Sun,1,17,17.00,0,EvanHe00
Doug Gabriel,WR,24.072,2004-11-07,NFL,OAK,@,CAR,W 27-24,9,9,Sun,5,93,18.60,0,GabrDo00
Bryan Gilmore,WR,26.109,2004-11-07,NFL,MIA,,ARI,L 23-24,9,9,Sun,2,45,22.50,0,GilmBr00
Dante Hall,WR,26.067,2004-11-07,NFL,KAN,@,TAM,L 31-34,8,9,Sun,3,76,25.33,0,HallDa00
Arlen Harris,RB,24.199,2004-11-07,NFL,STL,,NWE,L 22-40,8,9,Sun,7,159,22.71,0,HarrAr00
Maurice Hicks,RB,26.108,2004-11-07,NFL,SFO,,SEA,L 27-42,8,9,Sun,6,127,21.17,0,HickMa00
Roderick Hood,CB,23.035,2004-11-07,NFL,PHI,@,PIT,L 3-27,8,9,Sun,2,74,37.00,0,HoodRo20
Chris Horn,WR,27.117,2004-11-07,NFL,KAN,@,TAM,L 31-34,8,9,Sun,2,16,8.00,0,HornCh00
Bethel Johnson,WR,25.270,2004-11-07,NFL,NWE,@,STL,W 40-22,8,9,Sun,2,43,21.50,0,JohnBe00
LaMont Jordan,RB-K,25.362,2004-11-07,NFL,NYJ,@,BUF,L 17-22,8,9,Sun,3,50,16.67,0,JordLa00
Brian Kozlowski,HB,34.034,2004-11-07,NFL,WAS,@,DET,W 17-10,8,9,Sun,1,4,4.00,0,KozlBr00
ReShard Lee,RB,24.026,2004-11-07,NFL,DAL,@,CIN,L 3-26,8,9,Sun,4,90,22.50,0,LeexRe00
Michael Lewis,WR,32.359,2004-11-07,NFL,NOR,@,SDG,L 17-43,8,9,Sun,6,144,24.00,0,LewiMi00
Fred McAfee,RB,36.140,2004-11-07,NFL,NOR,@,SDG,L 17-43,8,9,Sun,1,26,26.00,0,McAfFr00
Terrence McGee,LCB,24.024,2004-11-07,NFL,BUF,,NYJ,W 22-17,8,9,Sun,4,94,23.50,0,McGeTe99
J.J. Moses,WR,25.056,2004-11-07,NFL,HOU,@,DEN,L 13-31,8,9,Sun,3,59,19.67,0,MoseJ.00
Patrick Pass,FB,26.312,2004-11-07,NFL,NWE,@,STL,W 40-22,8,9,Sun,2,42,21.00,0,PassPa00
Brett Pierce,TE,23.305,2004-11-07,NFL,DAL,@,CIN,L 3-26,8,9,Sun,1,13,13.00,0,PierBr00
Willie Ponder,WR,24.267,2004-11-07,NFL,NYG,,CHI,L 21-28,8,9,Sun,5,155,31.00,0,PondWi00
Cliff Russell,WR,25.273,2004-11-07,NFL,CIN,,DAL,W 26-3,8,9,Sun,2,37,18.50,0,RussCl00
B.J. Sams,RB,24.009,2004-11-07,NFL,BAL,,CLE,W 27-13,8,9,Sun,4,61,15.25,0,SamsB.00
Mike Seidman,TE,23.270,2004-11-07,NFL,CAR,,OAK,L 24-27,8,9,Sun,1,8,8.00,0,SeidMi00
James Thrash,WR,29.193,2004-11-07,NFL,WAS,@,DET,W 17-10,8,9,Sun,1,20,20.00,0,ThraJa00
Wes Welker,KR,23.190,2004-11-07,NFL,MIA,,ARI,L 23-24,9,9,Sun,2,45,22.50,0,WelkWe00
Dante Wesley,CB,25.216,2004-11-07,NFL,CAR,,OAK,L 24-27,8,9,Sun,1,15,15.00,0,WeslDa20
Dexter Wynn,CB,23.256,2004-11-07,NFL,PHI,@,PIT,L 3-27,8,9,Sun,1,21,21.00,0,WynnDe20
Kelly Campbell,WR,24.108,2004-11-08,NFL,MIN,@,IND,L 28-31,8,9,Mon,4,115,28.75,0,CampKe00
Spencer Johnson,DT,22.332,2004-11-08,NFL,MIN,@,IND,L 28-31,8,9,Mon,1,0,0.00,0,JohnSp20
Brad Pyatt,WR,24.206,2004-11-08,NFL,IND,,MIN,W 31-28,8,9,Mon,3,51,17.00,0,PyatBr00
Dominic Rhodes,RB,25.296,2004-11-08,NFL,IND,,MIN,W 31-28,8,9,Mon,2,57,28.50,0,RhodDo00
Derek Ross,CB,24.308,2004-11-08,NFL,MIN,@,IND,L 28-31,8,9,Mon,1,19,19.00,0,RossDe20
Richard Alston,WR,23.360,2004-11-14,NFL,CLE,,PIT,L 10-24,9,10,Sun,4,90,22.50,0,AlstRi20
