Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id 
Terrell Fletcher,RB,29.022,2002-10-06,NFL,SDG,@,DEN,L 9-26,5,5,Sun,1,14,14.00,0,FletTe00
Rich Gannon,QB,36.290,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,11,29,2.64,1,GannRi00
Jeff Garcia,QB,32.224,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,2,12,6.00,1,GarcJe00
Charlie Garner,RB,30.235,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,8,94,11.75,1,GarnCh00
Olandis Gary,RB,27.141,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,4,8,2.00,0,GaryOl00
Eddie George,RB,29.012,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,10,26,2.60,0,GeorEd00
Lamar Gordon,RB,22.272,2002-10-06,NFL,STL,@,SFO,L 13-37,5,5,Sun,6,15,2.50,0,GordLa00
William Green,RB,22.293,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,4,2,0.50,0,GreeWi01
Brian Griese,QB,27.202,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,5,2,0.40,0,GrieBr00
Dante Hall,WR,24.035,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,1,1,1.00,0,HallDa00
Troy Hambrick,RB,25.334,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,3,10,3.33,0,HambTr00
Karl Hankton,WR,32.074,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,1,2,2.00,0,HankKa00
Garrison Hearst,RB,31.275,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,13,116,8.92,1,HearGa00
Travis Henry,RB,23.342,2002-10-06,NFL,BUF,,OAK,L 31-49,5,5,Sun,15,58,3.87,1,HenrTr00
Kelly Holcomb,QB,29.089,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,2,9,4.50,0,HolcKe00
Priest Holmes,RB,28.364,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,23,152,6.61,1,HolmPr00
Brad Hoover,FB,25.329,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,1,1,1.00,0,HoovBr00
Joe Horn,WR,30.263,2002-10-06,NFL,NOR,,PIT,W 32-29,5,5,Sun,1,2,2.00,0,HornJo00
Edgerrin James,RB,24.066,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,22,60,2.73,1,JameEd00
Brad Johnson,QB,34.023,2002-10-06,NFL,TAM,@,ATL,W 20-6,5,5,Sun,1,2,2.00,0,JohnBr00
Bryan Johnson,FB,24.261,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,1,0,0.00,0,JohnBr01
Doug Johnson,QB,24.344,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,1,3,3.00,0,JohnDo00
LaMont Jordan,RB/K,23.329,2002-10-06,NFL,NYJ,,KAN,L 25-29,5,5,Sun,1,1,1.00,0,JordLa00
Delvin Joyce,RB,24.015,2002-10-06,NFL,NYG,@,DAL,W 21-17,5,5,Sun,1,1,1.00,0,JoycDe00
Terry Kirby,RB,32.259,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,2,10,5.00,0,KirbTe00
Micah Knorr,P,27.270,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,1,-10,-10.00,0,knorrmic01
Rob Konrad,FB,25.328,2002-10-06,NFL,MIA,,NWE,W 26-13,5,5,Sun,1,1,1.00,0,KonrRo00
Dorsey Levens,RB,32.138,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,3,12,4.00,0,LeveDo00
Jamal Lewis,RB,23.038,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,26,187,7.19,0,LewiJa00
Stacey Mack,RB,27.102,2002-10-06,NFL,JAX,,PHI,W 28-25,4,5,Sun,3,2,0.67,1,MackSt00
Joel Makovicka,FB,27.000,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,2,10,5.00,0,MakoJo00
Peyton Manning,QB,26.196,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,2,10,5.00,1,MannPe00
Curtis Martin*,RB,29.158,2002-10-06,NFL,NYJ,,KAN,L 25-29,5,5,Sun,21,119,5.67,1,MartCu00
Deuce McAllister,RB,23.283,2002-10-06,NFL,NOR,,PIT,W 32-29,5,5,Sun,23,123,5.35,2,McAlDe00
Keenan McCardell,WR,32.273,2002-10-06,NFL,TAM,@,ATL,W 20-6,5,5,Sun,1,3,3.00,0,McCaKe00
Fred McCrary,FB,30.017,2002-10-06,NFL,SDG,@,DEN,L 9-26,5,5,Sun,1,2,2.00,0,McCrFr00
Donovan McNabb,QB,25.315,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,12,100,8.33,1,McNaDo00
Steve McNair,QB,29.234,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,3,26,8.67,1,McNaSt00
Scottie Montgomery,WR,24.133,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,1,4,4.00,0,MontSc00
Quincy Morgan,WR,25.013,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,1,-4,-4.00,0,MorgQu00
Johnnie Morton,WR,30.364,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,2,51,25.50,0,MortJo00
Santana Moss,WR,23.127,2002-10-06,NFL,NYJ,,KAN,L 25-29,5,5,Sun,1,8,8.00,0,MossSa00
Lorenzo Neal,FB,31.283,2002-10-06,NFL,CIN,@,IND,L 21-28,5,5,Sun,1,9,9.00,0,NealLo00
Dennis Northcutt,WR,24.288,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,1,7,7.00,0,NortDe00
Terrell Owens*,WR,28.303,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,1,2,2.00,0,OwenTe00
David Patten,WR,28.048,2002-10-06,NFL,NWE,@,MIA,L 13-26,5,5,Sun,1,-1,-1.00,0,PattDa00
Rodney Peete,QB,36.204,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,2,6,3.00,0,PeetRo00
Chad Pennington,QB,26.102,2002-10-06,NFL,NYJ,,KAN,L 25-29,5,5,Sun,3,3,1.00,0,PennCh01
Michael Pittman,RB,27.053,2002-10-06,NFL,TAM,@,ATL,W 20-6,5,5,Sun,19,62,3.26,0,PittMi00
Jake Plummer,QB,27.291,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,3,15,5.00,0,PlumJa00
Clinton Portis,RB,21.035,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,20,102,5.10,0,PortCl00
Patrick Ramsey,QB,23.234,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,2,1,0.50,0,RamsPa00
Antwaan Randle El,WR,23.050,2002-10-06,NFL,PIT,@,NOR,L 29-32,4,5,Sun,1,-10,-10.00,0,RandAn00
Tim Rattay,QB,25.205,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,1,-1,-1.00,0,RattTi00
Chris Redman,QB,25.091,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,2,2,1.00,0,RedmCh00
J.R. Redmond,RB,25.008,2002-10-06,NFL,NWE,@,MIA,L 13-26,5,5,Sun,3,6,2.00,0,RedmJ.00
Tony Richardson,FB,30.293,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,1,4,4.00,0,RichTo00
Frank Sanders,WR,29.231,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,1,5,5.00,0,SandFr00
John Simon,RB,23.299,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,2,7,3.50,0,SimoJo00
Antowain Smith,TE,30.206,2002-10-06,NFL,NWE,@,MIA,L 13-26,5,5,Sun,9,14,1.56,0,SmitAn00
Emmitt Smith*,RB,33.144,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,13,70,5.38,1,SmitEm00
Lamar Smith,RB,31.311,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,18,49,2.72,0,SmitLa00
Duce Staley,RB,27.221,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,13,82,6.31,0,StalDu00
Aaron Stecker,RB,26.327,2002-10-06,NFL,TAM,@,ATL,W 20-6,5,5,Sun,1,-2,-2.00,0,StecAa00
Brandon Stokley,WR,26.105,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,1,9,9.00,0,StokBr00
Chester Taylor,RB,23.014,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,3,7,2.33,0,TaylCh01
Fred Taylor,RB,26.252,2002-10-06,NFL,JAX,,PHI,W 28-25,4,5,Sun,21,48,2.29,0,TaylFr00
Travis Taylor,WR,24.190,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,2,-4,-2.00,0,TaylTr01
Robert Thomas,FB,27.309,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,1,4,4.00,0,ThomRo02
James Thrash,WR,27.161,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,1,4,4.00,0,ThraJa00
LaDainian Tomlinson*,RB,23.105,2002-10-06,NFL,SDG,@,DEN,L 9-26,5,5,Sun,14,48,3.43,0,TomlLa00
Michael Vick,QB,22.102,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,1,1,1.00,0,VickMi00
Troy Walters,WR,25.295,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,1,17,17.00,0,WaltTr00
Hines Ward,FL,26.212,2002-10-06,NFL,PIT,@,NOR,L 29-32,4,5,Sun,1,11,11.00,0,WardHi00
Kenny Watson,HB,24.207,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,8,62,7.75,0,WatsKe00
Brian Westbrook,RB/K,23.034,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,1,1,1.00,0,WestBr00
Tyrone Wheatley,RB,30.260,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,3,5,1.67,0,WheaTy00
Jamel White,RB,25.237,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,7,34,4.86,0,WhitJa00
Ricky Williams,RB,25.138,2002-10-06,NFL,MIA,,NWE,W 26-13,5,5,Sun,36,105,2.92,0,WillRi00
Danny Wuerffel,QB,28.132,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,1,3,3.00,0,WuerDa00
Amos Zereoue,RB,25.363,2002-10-06,NFL,PIT,@,NOR,L 29-32,4,5,Sun,5,35,7.00,0,ZereAm00
Najeh Davenport,RB,23.241,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,1,3,3.00,0,DaveNa00
Donald Driver,WR,27.247,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,1,13,13.00,0,DrivDo00
Brett Favre*,QB,32.362,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,1,1,1.00,0,FavrBr00
Ahman Green,RB,25.233,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,27,107,3.96,0,GreeAh00
Leon Johnson,RB,28.086,2002-10-07,NFL,CHI,,GNB,L 21-34,5,5,Mon,1,0,0.00,0,JohnLe00
Anthony Thomas,RB,24.334,2002-10-07,NFL,CHI,,GNB,L 21-34,5,5,Mon,15,45,3.00,0,ThomAn01
James Allen,RB,27.199,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,8,21,2.63,0,AlleJa00
Mike Alstott,FB,28.296,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,17,126,7.41,2,AlstMi00
Mike Anderson,RB,29.022,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,5,17,3.40,0,AndeMi00
Tiki Barber,RB,27.189,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,14,57,4.07,0,BarbTi00
Jarrod Baxter,FB,23.218,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,1,0,0.00,0,BaxtJa00
Michael Bennett,RB,24.061,2002-10-13,NFL,MIN,,DET,W 31-24,5,6,Sun,16,68,4.25,0,BennMi00
Jerome Bettis*,HB,30.239,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,21,109,5.19,2,BettJe00
Ladell Betts,RB,23.047,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,2,2,1.00,0,BettLa00
Drew Bledsoe,QB,30.241,2002-10-13,NFL,BUF,@,HOU,W 31-24,6,6,Sun,3,-2,-0.67,0,BledDr00
Tom Brady,QB,25.071,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,5,26,5.20,0,BradTo00
Drew Brees,QB,23.271,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,5,27,5.40,0,BreeDr00
Aaron Brooks,QB,26.203,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,4,-3,-0.75,0,BrooAa00
Dee Brown,RB,24.154,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,2,9,4.50,0,BrowDe02
Marc Bulger,QB,25.191,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,4,-1,-0.25,1,BulgMa00
David Carr,QB,23.084,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,8,50,6.25,1,CarrDa00
Quincy Carter,QB,25.000,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,4,27,6.75,0,CartQu00
Tim Carter,WR,23.022,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,1,9,9.00,0,CartTi00
Aveion Cason,RB,23.093,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,2,2,1.00,0,CasoAv00
Larry Centers,FB,34.134,2002-10-13,NFL,BUF,@,HOU,W 31-24,6,6,Sun,2,16,8.00,0,CentLa00
Bob Christian,FB,33.333,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,1,8,8.00,0,ChriBo00
Kerry Collins,QB,29.287,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,2,-3,-1.50,0,CollKe00
Curtis Conway,WR,31.273,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,1,11,11.00,1,ConwCu00
Ernie Conwell,TE,30.057,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,1,1,1.00,0,ConwEr00
Zack Crockett,RB,29.315,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,1,0,0.00,0,CrocZa00
Daunte Culpepper,QB,25.258,2002-10-13,NFL,MIN,,DET,W 31-24,5,6,Sun,7,39,5.57,1,CulpDa00
Stephen Davis,RB,28.226,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,14,51,3.64,1,DaviSt00
Ron Dayne,RB,24.213,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,9,43,4.78,0,DaynRo00
Corey Dillon,HB,27.354,2002-10-13,NFL,CIN,,PIT,L 7-34,6,6,Sun,17,57,3.35,1,DillCo00
Donald Driver,WR,27.253,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,1,5,5.00,0,DrivDo00
T.J. Duckett,RB,21.238,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,16,36,2.25,0,DuckT.00
Warrick Dunn,RB,27.281,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,6,8,1.33,0,DunnWa00
Tim Dwight,WR,27.092,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,2,37,18.50,1,DwigTi00
Marc Edwards,FB,27.330,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,1,2,2.00,0,EdwaMa00
Robert Edwards,RB,28.011,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,1,2,2.00,0,EdwaRo00
Kevin Faulk,RB,26.130,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,3,20,6.67,0,FaulKe00
Marshall Faulk*,RB,29.229,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,26,158,6.08,0,FaulMa00
Brett Favre*,QB,33.003,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,1,5,5.00,0,FavrBr00
Jay Fiedler,QB,30.288,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,1,-9,-9.00,0,FiedJa00
Tony Fisher,RB,23.001,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,3,12,4.00,0,FishTo00
Rich Gannon,QB,36.297,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,3,3,1.00,0,GannRi00
Charlie Garner,RB,30.242,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,10,61,6.10,0,GarnCh00
David Garrard,QB,24.241,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,7,71,10.14,2,GarrDa00
Eddie George,RB,29.019,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,31,113,3.65,1,GeorEd00
Nick Goings,RB,24.260,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,2,9,4.50,0,GoinNi00
Lamar Gordon,RB,22.279,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,1,0,0.00,0,GordLa00
Ahman Green,RB,25.239,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,31,136,4.39,1,GreeAh00
Mike Green,FB/R,25.311,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,3,12,4.00,0,GreeMi00
Trent Green,QB,32.096,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,4,25,6.25,0,GreeTr00
William Green,RB,22.300,2002-10-13,NFL,CLE,@,TAM,L 3-17,6,6,Sun,8,22,2.75,0,GreeWi01
Brian Griese,QB,27.209,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,3,19,6.33,0,GrieBr00
Az-Zahir Hakim,WR,25.132,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,1,10,10.00,0,HakiAz00
Dante Hall,WR,24.042,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,1,0,0.00,0,HallDa00
Troy Hambrick,RB,25.341,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,3,15,5.00,0,HambTr00
Joey Harrington,QB,23.357,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,1,0,0.00,0,HarrJo00
Verron Haynes,FB,23.238,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,2,7,3.50,0,HaynVe00
Todd Heap,TE,22.211,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,1,14,14.00,0,HeapTo00
Travis Henry,RB,23.349,2002-10-13,NFL,BUF,@,HOU,W 31-24,6,6,Sun,28,159,5.68,2,HenrTr00
Craig Hentrich,P/K,31.148,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,1,5,5.00,0,hentrcra01
Ike Hilliard,WR,26.191,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,1,7,7.00,0,HillIk00
Priest Holmes,RB,29.006,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,23,63,2.74,1,HolmPr00
Brad Hoover,FB,25.336,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,1,7,7.00,0,HoovBr00
Javin Hunter,WR,22.157,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,1,9,9.00,0,HuntJa00
Edgerrin James,RB,24.073,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,17,43,2.53,0,JameEd00
Brad Johnson,QB,34.030,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,1,5,5.00,0,JohnBr00
Doug Johnson,QB,24.351,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,1,15,15.00,1,JohnDo00
Curtis Keaton,RB,25.360,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,1,1,1.00,0,KeatCu00
Terry Kirby,RB,32.266,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,2,3,1.50,0,KirbTe00
Jon Kitna,QB,30.022,2002-10-13,NFL,CIN,,PIT,L 7-34,6,6,Sun,4,4,1.00,0,KitnJo00
Jamal Lewis,RB,23.045,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,21,75,3.57,2,LewiJa00
Peyton Manning,QB,26.203,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,2,17,8.50,0,MannPe00
Deuce McAllister,RB,23.290,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,29,121,4.17,0,McAlDe00
James McKnight,WR,30.118,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,1,16,16.00,0,McKnJa00
Steve McNair,QB,29.241,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,5,22,4.40,0,McNaSt00
Quincy Morgan,WR,25.020,2002-10-13,NFL,CLE,@,TAM,L 3-17,6,6,Sun,1,0,0.00,0,MorgQu00
Rodney Peete,QB,36.211,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,2,9,4.50,0,PeetRo00
Michael Pittman,RB,27.060,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,16,53,3.31,0,PittMi00
Clinton Portis,RB,21.042,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,18,75,4.17,0,PortCl00
Patrick Ramsey,QB,23.241,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,1,1,1.00,1,RamsPa00
Antwaan Randle El,WR,23.057,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,1,24,24.00,0,RandAn00
Chris Redman,QB,25.098,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,1,6,6.00,0,RedmCh00
Tony Richardson,FB,30.300,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,1,0,0.00,0,RichTo00
Cory Schlesinger,FB,30.112,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,3,-1,-0.33,0,SchlCo00
Antowain Smith,RB,30.213,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,13,75,5.77,0,SmitAn00
Emmitt Smith*,RB,33.151,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,13,59,4.54,0,SmitEm00
Lamar Smith,RB,31.318,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,25,81,3.24,0,SmitLa00
Aaron Stecker,RB,26.334,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,3,11,3.67,0,StecAa00
James Stewart,RB,30.290,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,10,42,4.20,0,StewJa00
Reggie Swinton,WR,27.081,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,1,23,23.00,0,SwinRe00
Chester Taylor,RB,23.021,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,2,1,0.50,0,TaylCh01
Fred Taylor,RB,26.259,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,19,59,3.11,0,TaylFr00
LaDainian Tomlinson*,RB,23.112,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,20,78,3.90,1,TomlLa00
Tom Tupa,P,36.249,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,1,-9,-9.00,0,TupaTo20
Hines Ward,FL,26.219,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,1,20,20.00,0,WardHi00
Peter Warrick,WR,25.116,2002-10-13,NFL,CIN,,PIT,L 7-34,6,6,Sun,3,17,5.67,0,WarrPe00
Chris Weinke,QB,30.074,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,2,-5,-2.50,0,WeinCh00
Jonathan Wells,RB,23.084,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,12,70,5.83,0,WellJo00
Tyrone Wheatley,RB,30.267,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,1,-2,-2.00,0,WheaTy00
Jamel White,RB,25.244,2002-10-13,NFL,CLE,@,TAM,L 3-17,6,6,Sun,9,38,4.22,0,WhitJa00
Michael Wiley,RB,24.281,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,3,13,4.33,0,WileMi00
Moe Williams,RB,28.079,2002-10-13,NFL,MIN,,DET,W 31-24,5,6,Sun,2,4,2.00,1,WillMo00
Ricky Williams,RB,25.145,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,20,49,2.45,2,WillRi00
Amos Zereoue,RB,26.005,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,10,51,5.10,0,ZereAm00
Shaun Alexander,RB,25.045,2002-10-14,NFL,SEA,,SFO,L 21-28,5,6,Mon,25,96,3.84,1,AlexSh00
Kevan Barlow,RB,23.280,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,12,68,5.67,1,BarlKe00
Fred Beasley,FB,28.026,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,2,4,2.00,0,BeasFr00
Trent Dilfer,QB,30.215,2002-10-14,NFL,SEA,,SFO,L 21-28,5,6,Mon,3,21,7.00,0,DilfTr00
Jeff Garcia,QB,32.232,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,7,48,6.86,0,GarcJe00
Garrison Hearst,RB,31.283,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,10,41,4.10,0,HearGa00
Mack Strong,FB,31.033,2002-10-14,NFL,SEA,,SFO,L 21-28,5,6,Mon,2,6,3.00,0,StroMa00
Shaun Alexander,RB,25.051,2002-10-20,NFL,SEA,@,STL,L 20-37,6,7,Sun,12,30,2.50,0,AlexSh00
James Allen,RB,27.206,2002-10-20,NFL,HOU,@,CLE,L 17-34,6,7,Sun,5,61,12.20,0,AlleJa00
Mike Alstott,FB,28.303,2002-10-20,NFL,TAM,@,PHI,L 10-20,7,7,Sun,5,14,2.80,0,AlstMi00
Mike Anderson,FB,29.029,2002-10-20,NFL,DEN,@,KAN,W 37-34,7,7,Sun,9,34,3.78,1,AndeMi00
Kevan Barlow,RB,23.286,2002-10-20,NFL,SFO,@,NOR,L 27-35,6,7,Sun,6,28,4.67,0,BarlKe00
Fred Beasley,FB,28.032,2002-10-20,NFL,SFO,@,NOR,L 27-35,6,7,Sun,1,2,2.00,0,BeasFr00
Michael Bennett,RB,24.068,2002-10-20,NFL,MIN,@,NYJ,L 7-20,6,7,Sun,12,56,4.67,0,BennMi00
Ladell Betts,RB,23.054,2002-10-20,NFL,WAS,@,GNB,L 9-30,6,7,Sun,1,-2,-2.00,0,BettLa00
Derrick Blaylock,RB,23.058,2002-10-20,NFL,KAN,,DEN,L 34-37,7,7,Sun,1,4,4.00,0,BlayDe00
Drew Bledsoe,QB,30.248,2002-10-20,NFL,BUF,@,MIA,W 23-10,7,7,Sun,4,6,1.50,0,BledDr00
Drew Brees,QB,23.278,2002-10-20,NFL,SDG,@,OAK,W 27-21,7,7,Sun,2,0,0.00,1,BreeDr00
Aaron Brooks,QB,26.210,2002-10-20,NFL,NOR,,SFO,W 35-27,7,7,Sun,4,26,6.50,1,BrooAa00
Dee Brown,RB,24.161,2002-10-20,NFL,CAR,@,ATL,L 0-30,7,7,Sun,1,-3,-3.00,0,BrowDe02
