Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Jared Abbrederis,WR,25.269,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,AbbrJa00
Ameer Abdullah,RB,23.090,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,5,5,57,11.40,1,100.0%,11.40,AbduAm00
Davante Adams,WR,23.262,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,7,3,50,16.67,1,42.9%,7.14,AdamDa01
Nelson Agholor,WR,23.110,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,5,4,57,14.25,1,80.0%,11.40,AghoNe00
Kamar Aiken,WR,27.104,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,2,2,14,7.00,0,100.0%,7.00,AikeKa00
Dwayne Allen,TB,26.200,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,6,4,53,13.25,1,66.7%,8.83,AlleDw00
Keenan Allen,WR,24.137,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,7,6,63,10.50,0,85.7%,9.00,AlleKe00
Danny Amendola,WR,30.314,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,4,3,48,16.00,0,75.0%,12.00,AmenDa00
Stephen Anderson,TE,23.225,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,3,3,25,8.33,0,100.0%,8.33,AndeSt01
Doug Baldwin,WR,27.356,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,11,9,92,10.22,1,81.8%,8.36,BaldDo00
Cole Beasley,WR,27.138,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,12,8,65,8.13,0,66.7%,5.42,BeasCo00
Odell Beckham,WR,23.311,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,8,4,73,18.25,0,50.0%,9.13,BeckOd00
Travis Benjamin,WR,26.257,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,8,7,32,4.57,0,87.5%,4.00,BenjTr00
Martellus Bennett,TE,29.185,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,5,3,14,4.67,0,60.0%,2.80,BennMa00
Giovani Bernard,HB,24.294,2016-09-11,NFL,CIN,@,NYJ,W 23-22,1,1,Sun,4,2,5,2.50,0,50.0%,1.25,BernGi00
Anquan Boldin,WR,35.344,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,3,3,35,11.67,0,100.0%,11.67,BoldAn00
Tyler Boyd,WR,21.301,2016-09-11,NFL,CIN,@,NYJ,W 23-22,1,1,Sun,3,2,24,12.00,0,66.7%,8.00,BoydTy00
Cameron Brate,TE,25.070,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,3,3,30,10.00,0,100.0%,10.00,BratCa00
Jaron Brown,WR,26.247,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,2,1,18,18.00,0,50.0%,9.00,BrowJa03
John Brown,WR,26.161,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,4,1,8,8.00,0,25.0%,2.00,BrowJo02
Dez Bryant,WR,27.312,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,5,1,8,8.00,0,20.0%,1.60,BryaDe01
Brice Butler,WR,26.226,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,2,1,16,16.00,0,50.0%,8.00,ButlBr00
Travaris Cadet,RB,27.223,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,7,3,14,4.67,1,42.9%,2.00,CadeTr00
Jordan Cameron,TE,28.035,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,3,2,6,3.00,0,66.7%,2.00,CameJo00
Leonte Carroo,WR,22.231,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,2,2,14,7.00,0,100.0%,7.00,CarrLe00
Brent Celek,TE,31.230,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,CeleBr00
Charles Clay,TE,27.211,2016-09-11,NFL,BUF,@,BAL,L 7-13,1,1,Sun,3,2,40,20.00,0,66.7%,13.33,ClayCh00
Randall Cobb,WR,26.020,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,8,6,57,9.50,0,75.0%,7.13,CobbRa00
Corey Coleman,WR,22.067,2016-09-11,NFL,CLE,@,PHI,L 10-29,1,1,Sun,5,2,69,34.50,0,40.0%,13.80,ColeCo00
Tevin Coleman,RB,23.148,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,6,5,95,19.00,0,83.3%,15.83,ColeTe01
Chris Conley,WR,23.322,2016-09-11,NFL,KAN,,SDG,W 33-27,1,1,Sun,7,4,43,10.75,0,57.1%,6.14,ConlCh00
Jared Cook,TB,29.157,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,2,1,7,7.00,0,50.0%,3.50,CookJa02
Brandin Cooks,WR,22.352,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,9,6,143,23.83,2,66.7%,15.89,CookBr00
Amari Cooper,WR,22.086,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,11,6,137,22.83,0,54.5%,12.45,CoopAm00
Michael Crabtree,WR,28.363,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,9,7,87,12.43,0,77.8%,9.67,CrabMi00
Isaiah Crowell,RB,23.247,2016-09-11,NFL,CLE,@,PHI,L 10-29,1,1,Sun,2,2,16,8.00,0,100.0%,8.00,CrowIs00
Victor Cruz,WR,29.305,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,4,4,34,8.50,1,100.0%,8.50,CruzVi00
Eric Decker,WR,29.180,2016-09-11,NFL,NYJ,,CIN,L 22-23,1,1,Sun,7,2,37,18.50,1,28.6%,5.29,DeckEr00
Stefon Diggs,WR,22.287,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,9,7,103,14.71,0,77.8%,11.44,DiggSt00
Patrick DiMarco,FB,27.134,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,DiMaPa00
Larry Donnell,TE,27.315,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,2,1,15,15.00,1,50.0%,7.50,DonnLa00
Phillip Dorsett,WR,23.250,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,6,4,94,23.50,0,66.7%,15.67,DorsPh00
Harry Douglas,WR,31.361,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,5,2,21,10.50,0,40.0%,4.20,DougHa00
Jack Doyle,TE,26.129,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,4,3,35,11.67,2,75.0%,8.75,DoylJa00
Lance Dunbar,RB,26.230,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,2,1,16,16.00,0,50.0%,8.00,DunbLa00
Eric Ebron,TE,23.154,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,5,5,46,9.20,1,100.0%,9.20,EbroEr00
Julian Edelman,WR,30.112,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,7,7,66,9.43,0,100.0%,9.43,EdelJu00
Andre Ellington,RB,27.221,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,2,2,8,4.00,0,100.0%,4.00,ElliAn00
Ezekiel Elliott,RB,21.051,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,2,1,1,1.00,0,50.0%,0.50,ElliEz00
Quincy Enunwa,WR,24.103,2016-09-11,NFL,NYJ,,CIN,L 22-23,1,1,Sun,8,7,54,7.71,1,87.5%,6.75,EnunQu00
Zach Ertz,TE,25.306,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,7,6,58,9.67,0,85.7%,8.29,ErtzZa00
Tyler Ervin,RB,22.340,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,2,1,5,5.00,0,50.0%,2.50,ErviTy00
Mike Evans,WR,23.021,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,7,5,99,19.80,1,71.4%,14.14,EvanMi00
Josh Ferguson,RB,23.111,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,2,2,26,13.00,0,100.0%,13.00,FergJo02
C.J. Fiedorowicz,TE,24.325,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,FiedC.00
Larry Fitzgerald,WR,33.011,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,10,8,81,10.13,2,80.0%,8.10,FitzLa00
Coby Fleener,TE,27.357,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,4,1,6,6.00,0,25.0%,1.50,FleeCo00
Michael Floyd,WR,26.289,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,7,3,61,20.33,0,42.9%,8.71,FloyMi00
Justin Forsett,RB,30.333,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,ForsJu00
Matt Forte,RB,30.276,2016-09-11,NFL,NYJ,,CIN,L 22-23,1,1,Sun,7,5,59,11.80,0,71.4%,8.43,FortMa00
Arian Foster,WR,30.018,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,5,3,62,20.67,0,60.0%,12.40,FostAr00
Devonta Freeman,RB,24.180,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,4,4,20,5.00,0,100.0%,5.00,FreeDe00
Will Fuller,WR,22.148,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,11,5,107,21.40,1,45.5%,9.73,FullWi01
Jimmy Garoppolo,QB,24.314,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,GaroJi00
Antonio Gates,TE,36.085,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,4,3,20,6.67,0,75.0%,5.00,GateAn00
Mike Gillislee,RB,25.315,2016-09-11,NFL,BUF,@,BAL,L 7-13,1,1,Sun,1,1,-4,-4.00,0,100.0%,-4.00,GillMi00
Crockett Gillmore,TE,24.300,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,GillCr00
Frank Gore,RB,33.120,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,6,4,19,4.75,0,66.7%,3.17,GoreFr00
Jimmy Graham,TE,29.292,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,GrahJi00
A.J. Green,WR,28.042,2016-09-11,NFL,CIN,@,NYJ,W 23-22,1,1,Sun,13,12,180,15.00,1,92.3%,13.85,GreeA.00
Dorial Green-Beckham,WR,23.152,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,2,2,14,7.00,0,100.0%,7.00,GreeDo00
Rashad Greene,WR,23.354,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,2,1,9,9.00,0,50.0%,4.50,GreeRa00
Jermaine Gresham,TE,28.087,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,4,4,41,10.25,0,100.0%,10.25,GresJe00
Ryan Griffin,TE,26.244,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,2,2,17,8.50,0,100.0%,8.50,GrifRy00
Justin Hardy,WR,24.268,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,2,1,0,0.00,0,50.0%,0.00,HardJu00
Demetrius Harris,TE,25.044,2016-09-11,NFL,KAN,,SDG,W 33-27,1,1,Sun,3,2,20,10.00,0,66.7%,6.67,HarrDe03
Derrick Henry,RB,22.251,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,2,2,41,20.50,0,100.0%,20.50,HenrDe00
Hunter Henry,TE,21.279,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,2,1,20,20.00,0,50.0%,10.00,HenrHu00
Tim Hightower,RB,30.111,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,HighTi00
Tyreek Hill,WR,22.194,2016-09-11,NFL,KAN,,SDG,W 33-27,1,1,Sun,1,1,9,9.00,1,100.0%,9.00,HillTy00
T.Y. Hilton,WR,26.302,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,12,6,79,13.17,0,50.0%,6.58,HiltT.00
Chris Hogan,WR,28.323,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,4,3,60,20.00,1,75.0%,15.00,HogaCh00
Austin Hooper,TE,21.312,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,1,1,14,14.00,0,100.0%,14.00,HoopAu00
DeAndre Hopkins,WR,24.097,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,8,5,54,10.80,1,62.5%,6.75,HopkDe00
Adam Humphries,WR,23.079,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,5,3,34,11.33,0,60.0%,6.80,HumpAd00
Allen Hurns,WR,24.304,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,5,4,75,18.75,0,80.0%,15.00,HurnAl01
Mark Ingram,RB,26.265,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,2,2,29,14.50,0,100.0%,14.50,IngrMa01
Dontrelle Inman,WR,27.224,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,3,1,6,6.00,0,33.3%,2.00,InmaDo00
Vincent Jackson,WR,33.241,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,7,2,18,9.00,0,28.6%,2.57,JackVi00
Alshon Jeffery,WR,26.210,2016-09-11,NFL,CHI,@,HOU,L 14-23,1,1,Sun,6,4,105,26.25,0,66.7%,17.50,JeffAl00
Rashad Jennings,RB,31.169,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,JennRa00
Andre Johnson,WR,35.062,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,7,3,30,10.00,0,42.9%,4.29,JohnAn02
Charles Johnson,WR,27.197,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,6,1,5,5.00,0,16.7%,0.83,JohnCh08
David Johnson,RB,24.270,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,6,4,43,10.75,0,66.7%,7.17,JohnDa08
Duke Johnson,RB,22.354,2016-09-11,NFL,CLE,@,PHI,L 10-29,1,1,Sun,5,3,28,9.33,0,60.0%,5.60,JohnDu00
Malcolm Johnson,FB,24.031,2016-09-11,NFL,CLE,@,PHI,L 10-29,1,1,Sun,2,2,9,4.50,0,100.0%,4.50,JohnMa06
Julio Jones,WR,27.216,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,8,4,66,16.50,1,50.0%,8.25,JoneJu02
Marvin Jones,WR,26.183,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,10,4,85,21.25,0,40.0%,8.50,JoneMa02
Taiwan Jones,RB,28.047,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,2,2,17,8.50,0,100.0%,8.50,JoneTa00
Kyle Juszczyk,FB,25.141,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,3,2,21,10.50,0,66.7%,7.00,JuszKy00
Jermaine Kearse,WR,26.218,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,7,5,57,11.40,0,71.4%,8.14,KearJe01
Travis Kelce,TE,26.342,2016-09-11,NFL,KAN,,SDG,W 33-27,1,1,Sun,7,6,74,12.33,0,85.7%,10.57,KelcTr00
Eddie Lacy,RB,26.101,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,2,1,17,17.00,0,50.0%,8.50,LacyEd00
Brandon LaFell,WR,29.312,2016-09-11,NFL,CIN,@,NYJ,W 23-22,1,1,Sun,4,4,91,22.75,0,100.0%,22.75,LaFeBr00
Jarvis Landry,WR,23.288,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,10,7,59,8.43,0,70.0%,5.90,LandJa00
Jeremy Langford,RB,24.280,2016-09-11,NFL,CHI,@,HOU,L 14-23,1,1,Sun,4,2,6,3.00,0,50.0%,1.50,LangJe00
Marqise Lee,WR,24.291,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,4,2,22,11.00,0,50.0%,5.50,LeexMa00
Marcedes Lewis,TE,32.115,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,2,2,48,24.00,0,100.0%,24.00,LewiMa00
Tyler Lockett,WR,23.349,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,8,3,17,5.67,0,37.5%,2.13,LockTy00
Jeremy Maclin,WR,28.123,2016-09-11,NFL,KAN,,SDG,W 33-27,1,1,Sun,7,5,63,12.60,1,71.4%,9.00,MaclJe00
Brandon Marshall,WR,32.172,2016-09-11,NFL,NYJ,,CIN,L 22-23,1,1,Sun,8,3,32,10.67,0,37.5%,4.00,MarsBr00
Doug Martin,RB,27.242,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,5,5,34,6.80,0,100.0%,6.80,MartDo00
Jordan Matthews,WR,24.057,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,14,7,114,16.29,1,50.0%,8.14,MattJo00
Rishard Matthews,WR,26.335,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,4,3,26,8.67,0,75.0%,6.50,MattRi00
LeSean McCoy,RB,28.061,2016-09-11,NFL,BUF,@,BAL,L 7-13,1,1,Sun,4,4,12,3.00,0,100.0%,3.00,McCoLe01
Jerick McKinnon,RB,24.131,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,McKiJe00
Christine Michael,LB,25.307,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,4,2,5,2.50,0,50.0%,1.25,MichCh00
Braxton Miller,WR,23.286,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,3,1,6,6.00,0,33.3%,2.00,MillBr03
Lamar Miller,RB,25.139,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,4,4,11,2.75,0,100.0%,2.75,MillLa01
Zach Miller,TE,31.343,2016-09-11,NFL,CHI,@,HOU,L 14-23,1,1,Sun,4,3,14,4.67,0,75.0%,3.50,MillZa02
Malcolm Mitchell,WR,24.053,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,5,2,33,16.50,0,40.0%,6.60,MitcMa01
Donte Moncrief,WR,23.036,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,7,6,64,10.67,1,85.7%,9.14,MoncDo00
Chris Moore,WR,23.087,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,2,1,13,13.00,0,50.0%,6.50,MoorCh00
DeMarco Murray,RB,28.212,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,7,5,35,7.00,2,71.4%,5.00,MurrDe00
Latavius Murray,RB,26.237,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,2,1,13,13.00,0,50.0%,6.50,MurrLa00
Brandon Myers,TE,31.007,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,1,1,4,4.00,1,100.0%,4.00,MyerBr00
JJ Nelson,WR,24.140,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,NelsJJ00
Jordy Nelson,WR,31.103,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,9,6,32,5.33,1,66.7%,3.56,NelsJo00
Cordarrelle Patterson,WR,25.178,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,PattCo00
Breshad Perriman,WR,23.001,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,2,1,35,35.00,0,50.0%,17.50,PerrBr02
Dennis Pitta,TE,31.074,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,4,3,39,13.00,0,75.0%,9.75,PittDe00
Bilal Powell,RB,27.320,2016-09-11,NFL,NYJ,,CIN,L 22-23,1,1,Sun,4,2,7,3.50,0,50.0%,1.75,PoweBi00
C.J. Prosise,RB,22.114,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,1,1,13,13.00,0,100.0%,13.00,ProsC.00
Terrelle Pryor,WR,27.083,2016-09-11,NFL,CLE,@,PHI,L 10-29,1,1,Sun,7,3,68,22.67,0,42.9%,9.71,PryoTe00
Thomas Rawls,RB,23.039,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,3,3,26,8.67,0,100.0%,8.67,RawlTh00
Jalen Richard,RB,22.332,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,RichJa01
Paul Richardson,WR,24.151,2016-09-11,NFL,SEA,,MIA,W 12-10,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,RichPa01
Theo Riddick,RB,25.130,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,5,5,63,12.60,1,100.0%,12.60,RiddTh00
Andre Roberts,WR,28.246,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,RobeAn00
Seth Roberts,WR,25.202,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,4,2,19,9.50,1,50.0%,4.75,RobeSe00
Allen Robinson,WR,23.018,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,15,6,72,12.00,0,40.0%,4.80,RobiAl02
Richard Rodgers,TE,24.233,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,3,1,22,22.00,0,33.3%,7.33,RodgRi00
Eddie Royal,WR,30.113,2016-09-11,NFL,CHI,@,HOU,L 14-23,1,1,Sun,6,4,57,14.25,1,66.7%,9.50,RoyaEd00
Kyle Rudolph,TE,26.307,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,8,4,65,16.25,0,50.0%,8.13,RudoKy00
Mohamed Sanu,WR,27.020,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,8,5,80,16.00,1,62.5%,10.00,SanuMo00
Austin Seferian-Jenkins,TE,23.348,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,1,1,30,30.00,1,100.0%,30.00,SefeAu00
Tajae Sharpe,WR,21.263,2016-09-11,NFL,TEN,,MIN,L 16-25,1,1,Sun,11,7,76,10.86,0,63.6%,6.91,SharTa00
Sterling Shepard,WR,23.214,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,4,3,43,14.33,1,75.0%,10.75,ShepSt00
Charles Sims,RB,25.358,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,3,3,32,10.67,1,100.0%,10.67,SimsCh00
Steve Smith,WR,37.122,2016-09-11,NFL,BAL,,BUF,W 13-7,1,1,Sun,8,5,19,3.80,0,62.5%,2.38,SmitSt01
Willie Snead,WR,23.330,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,9,9,172,19.11,1,100.0%,19.11,SneaWi00
Darren Sproles,RB,33.083,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,5,2,24,12.00,0,40.0%,4.80,SproDa00
James Starks,RB,30.199,2016-09-11,NFL,GNB,@,JAX,W 27-23,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,StarJa00
Kenny Stills,WR,24.142,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,5,1,16,16.00,0,20.0%,3.20,StilKe00
Geoff Swaim,TE,22.361,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,1,1,21,21.00,0,100.0%,21.00,SwaiGe00
Jacob Tamme,TE,31.180,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,8,6,51,8.50,0,75.0%,6.38,TammJa00
Golden Tate,WR,28.040,2016-09-11,NFL,DET,@,IND,W 39-35,1,1,Sun,7,7,41,5.86,0,100.0%,5.86,TateGo00
Adam Thielen,WR,26.020,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,5,4,54,13.50,0,80.0%,10.80,ThieAd00
Julius Thomas,TE,28.076,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,5,5,64,12.80,1,100.0%,12.80,ThomJu00
Michael Thomas,WR,23.192,2016-09-11,NFL,NOR,,OAK,L 34-35,1,1,Sun,6,6,58,9.67,0,100.0%,9.67,ThomMi05
Robert Turbin,RB,26.284,2016-09-11,NFL,IND,,DET,L 35-39,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,TurbRo00
Will Tye,TE,24.312,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,3,3,16,5.33,0,100.0%,5.33,TyexWi00
C.J. Uzomah,TE,23.241,2016-09-11,NFL,CIN,@,NYJ,W 23-22,1,1,Sun,5,2,59,29.50,0,40.0%,11.80,UzomC.00
Shane Vereen,RB,27.132,2016-09-11,NFL,NYG,@,DAL,W 20-19,1,1,Sun,5,3,23,7.67,0,60.0%,4.60,VereSh00
Clive Walford,TE,24.326,2016-09-11,NFL,OAK,@,NOR,W 35-34,1,1,Sun,5,3,25,8.33,0,60.0%,5.00,WalfCl00
