Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Jay Bellamy,S,35.060,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,1,0,1,0,0,BellJa22
Antoine Bethea,FS,23.041,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,3,2,5,0,0,BethAn20
Gary Brackett,MLB,27.106,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,8,1,9,0,0,BracGa20
Raheem Brock,LDT,29.088,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,2,1,3,2,0,BrocRa20
Melvin Bullitt,DB,22.297,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,1,0,1,0,0,BullMe99
Josh Bullocks,FS,24.190,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,3,1,4,0,0,BullJo20
Jason Craft,CB,31.205,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,0,2,0,1,CrafJa20
Jason David,RCB,25.086,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,4,0,4,0,0,DaviJa20
Keyunta Dawson,DE,21.358,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,2,0,2,0,0,DawsKe99
Dwight Freeney,RDE,27.199,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,1,0,1,0,3,FreeDw00
Scott Fujita,SLB,28.131,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,8,1,9,0,0,FujiSc20
Matt Giordano,DB,24.325,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,2,0,2,0,0,GiorMa20
Charles Grant,LDE,29.003,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,5,0,5,0,0,GranCh21
Ramon Guzman,LB,24.342,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,1,0,1,0,0,GuzmRa99
Tyjuan Hagler,LB,25.277,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,2,0,2,0,0,HaglTy20
Roman Harper,SS,24.269,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,5,3,8,0,0,HarpRo21
Kelvin Hayden,LCB,24.045,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,6,3,9,0,0,HaydKe20
Dante Hughes,DB,22.016,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,1,0,1,0,0,HughDa99
Marlin Jackson,RCB,24.068,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,8,4,12,0,0,JackMa22
Edward Johnson,RDT,23.262,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,3,0,3,1,0,JohnEd99
Freddy Keiaho,WLB,24.262,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,6,0,6,1,0,KeiaFr20
Antwan Lake,DT,28.058,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,0,2,0,0,LakeAn20
Luke Lawton,RB,27.011,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,1,0,1,0,0,LawtLu00
Robert Mathis,LDE,26.192,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,1.0,4,1,5,0,1,MathRo20
Mike McKenzie,LCB,31.133,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,1,3,0,0,McKeMi20
Rob Morris,SLB,32.231,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,8,0,8,1,0,MorrRo20
Darrell Reid,DT,25.078,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,0,1,1,0,0,ReidDa20
Bob Sanders,SS,26.194,2007-09-06,NFL,IND,,NOR,W 41-10,1,1,Thu,0.0,5,4,9,0,0,SandBo99
Scott Shanle,WLB,27.287,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,1,3,0,0,ShanSc20
Brian Simmons,LB,32.077,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,1,0,1,0,0,SimmBr20
Mark Simoneau,MLB,30.233,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,5,3,8,1,0,SimoMa20
Will Smith,RDE,26.064,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,0,2,0,3,SmitWi99
Hollis Thomas,DT,33.239,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,2,1,3,0,0,ThomHo20
Brian Young,DT,30.060,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,1,0,1,0,0,YounBr20
Usama Young,CB,22.121,2007-09-06,NFL,NOR,@,IND,L 10-41,1,1,Thu,0.0,1,0,1,0,0,YounUs99
Hamza Abdullah,S,24.020,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,0.0,1,0,1,0,0,AbduHa20
John Abraham,RDE,29.126,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,0.0,1,1,2,0,0,AbraJo00
Gaines Adams,DE,24.093,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,0.0,0,1,1,0,0,AdamGa99
Mike Adams,DB,26.169,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,0.0,1,0,1,0,0,AdamMi21
Sam Adams,LDT,34.088,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,0.0,1,1,2,0,0,AdamSa00
Eric Alexander,LB,25.213,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,0.0,2,0,2,0,0,AlexEr20
Gerald Alexander,FS,23.073,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,0.0,1,0,1,0,0,AlexGe99
Jason Allen,CB,24.066,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,0.0,1,0,1,0,0,AlleJa23
Will Allen,CB,29.035,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,0.0,4,2,6,0,0,AlleWi20
Will Allen,S,25.084,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,0.0,1,1,2,0,0,AlleWi21
Ken Amato,LB/L,30.114,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,0.0,1,0,1,0,0,AmatKe20
Deon Anderson,FB,24.225,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,0.0,1,0,1,0,0,AndeDe01
