Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Blaine Bishop,SS,31.047,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,,1,0,,,BishBl00
Peter Boulware,LLB,26.265,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,0,1,0,0,0,BoulPe00
Tedy Bruschi,WLB,28.092,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,,1,0,,,BrusTe99
Doug Evans,RCB,31.119,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,,1,0,,,EvanDo21
Bryce Fisher,DT,24.120,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,0,1,0,0,0,FishBr20
Corey Fuller,LCB,30.131,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,,1,0,,,FullCo20
Kabeer Gbaja-Biamila,DE,23.350,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,0,1,0,0,0,GbajKa20
Robert Griffith,SS,30.283,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,,1,0,,,GrifRo00
Kim Herring,FS,25.364,2001-09-09,,STL,@,PHI,W 20-17,1,1,Sun,,1,0,,,HerrKi20
Raion Hill,SS,25.007,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,,1,0,,,HillRa20
Marcus Jones,LDE,28.025,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,0,1,0,0,0,JoneMa20
Kenard Lang,RDT,26.221,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,0,1,0,0,0,LangKe20
Ed McDaniel,WLB,32.198,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,0,1,0,0,0,McDaEd00
Kevin Mitchell,MLB,30.251,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,,1,0,,,MitcKe21
Robert Newkirk,DT,24.187,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,,1,0,,,NewkRo20
Hardy Nickerson,MLB,36.008,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,0,1,0,0,0,NickHa00
John Nix,DT,24.289,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,,1,0,,,NixxJo20
Marvcus Patton,MLB,34.131,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,0,1,0,0,0,PattMa21
