Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Nate Clements,LCB,31.273,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0,0,0,1,ClemNa99
Kavell Conner,WLB,24.200,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0,0,0,2,ConnKa99
Derek Cox,RCB,24.354,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0,0,0,1,CoxxDe99
Chris Crocker,SS,31.186,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0,0,0,1,CrocCh20
Louis Delmas,FS,24.152,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,0,0,0,2,DelmLo99
Leger Douzable,DT,25.103,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0,0,0,1,DouzLe00
Drayton Florence,CB,30.266,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,1,30,0,2,FlorDr20
Brandon Flowers,LCB,25.205,2011-09-11,NFL,KAN,,BUF,L 7-41,1,1,Sun,1,0,0,2,FlowBr99
Moise Fokou,WLB,26.014,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0,0,0,1,FokoMo99
Chris Gamble,LCB,28.184,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0,0,0,1,GambCh20
Cedric Griffin,RCB,28.304,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0,0,0,1,GrifCe20
Brent Grimes,LCB,28.054,2011-09-11,NFL,ATL,@,CHI,L 12-30,1,1,Sun,0,0,0,3,GrimBr20
Joe Haden,LCB,22.150,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0,0,0,5,HadeJo99
DeAngelo Hall,LCB,27.296,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0,0,0,1,HallDe99
James Hall,RDE,34.219,2011-09-11,NFL,STL,,PHI,L 13-31,1,1,Sun,0,0,0,1,HallJa21
Leon Hall,RCB,26.276,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0,0,0,2,HallLe98
Greg Hardy,LDE,23.045,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0,0,0,1,HardGr99
E.J. Henderson,WLB,31.039,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0,0,0,1,HendE.20
Chris Houston,LCB,26.328,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,1,0,0,3,HousCh99
Mike Jenkins,RCB,26.173,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0,0,0,1,JenkMi99
Michael Johnson,RDE,24.216,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,1,0,0,3,JohnMi98
Sean Jones,SS,29.193,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0,0,0,1,JoneSe20
Linval Joseph,LDT,22.336,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0,0,0,1,JoseLi99
Ryan Kerrigan,LOLB,23.026,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,1,9,1,1,KerrRy00
James Laurinaitis,MLB,24.282,2011-09-11,NFL,STL,,PHI,L 13-31,1,1,Sun,0,0,0,1,LaurJa99
Sean Lee,WLB,25.051,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,1,37,0,1,LeexSe99
Ray Lewis*,MIKE,36.119,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,1,4,0,1,LewiRa00
Dwight Lowery,DB,25.231,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,1,-4,0,1,LoweDw99
Sherrod Martin,FS,26.334,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0,0,0,1,MartSh99
Brice McCain,CB,24.275,2011-09-11,NFL,HOU,,IND,W 34-7,1,1,Sun,0,0,0,1,McCaBr99
Bryan McCann,CB,23.347,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0,0,0,1,McCaBr01
Jason McCourty,CB,24.029,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0,0,0,1,McCoJa99
Bryant McFadden,LCB,29.294,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0,0,0,1,McFaBr20
Leodis McKelvin,RCB,26.010,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,0,0,0,1,McKeLe99
Pernell McPhee,DE,22.268,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0,0,0,1,McPhPe00
D.J. Moore,CB,24.173,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0,0,0,1,MoorDJ99
Captain Munnerlyn,RCB,23.154,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0,0,0,1,MunnCa99
Reggie Nelson,FS,27.355,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0,0,0,2,NelsRe99
Haloti Ngata,DT,27.233,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0,0,0,1,NgatHa20
Jarrad Page,SS,26.327,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0,0,0,1,PageJa20
Juqua Parker,DE,33.119,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0,0,0,1,ThomJu20
Dimitri Patterson,DB,28.085,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0,0,0,1,PattDi20
Kenny Phillips,SS,24.291,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0,0,0,2,PhilKe99
Shaun Phillips,OLB,30.121,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,1,0,0,1,PhilSh20
Paul Posluszny,MLB,26.336,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0,0,0,1,PoluPa99
Glover Quin,SS,25.239,2011-09-11,NFL,HOU,,IND,W 34-7,1,1,Sun,0,0,0,1,QuinGl99
Ed Reed*,FS,33.000,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,2,25,0,4,ReedEd00
Nick Reed,DE,24.010,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0,0,0,1,ReedNi99
Darrelle Revis,CB,26.059,2011-09-11,NFL,NYJ,,DAL,W 27-24,1,1,Sun,1,20,0,2,ReviDa99
Brian Robison,LDE,28.137,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0,0,0,1,RobiBr98
Carlos Rogers,LCB,30.071,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0,0,0,1,RogeCa20
Aldon Smith,LB,21.351,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0,0,0,1,SmitAl04
Daryl Smith,OLB,29.181,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0,0,0,1,SmitDa24
Aqib Talib,LCB,25.210,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,1,28,1,2,TaliAq99
Ike Taylor,RCB,31.129,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0,0,0,2,TaylIk20
Charles Tillman,RCB,30.200,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0,0,0,2,TillCh20
Marcus Trufant,LCB,30.260,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0,0,0,1,TrufMa20
Brian Urlacher*,MLB,33.109,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,1,-1,0,1,UrlaBr00
Daryl Washington,ILB,24.337,2011-09-11,NFL,ARI,,CAR,W 28-21,1,1,Sun,1,16,0,1,WashDa99
Sean Weatherspoon,OLB,23.256,2011-09-11,NFL,ATL,@,CHI,L 12-30,1,1,Sun,0,0,0,1,WeatSe99
Lardarius Webb,LCB,25.334,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0,0,0,2,WebbLa99
Corey Webster,LCB,29.193,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0,0,0,1,WebsCo20
Donte Whitner,SS,26.049,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0,0,0,1,WhitDo20
Cary Williams,RCB,26.262,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0,0,0,1,WillCa99
Patrick Willis,ILB,26.229,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0,0,0,1,WillPa98
Antoine Winfield,LCB,34.079,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,1,3,0,1,WinfAn20
LaMarr Woodley,LOLB,26.312,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0,0,0,1,WoodLa99
Eric Wright,RCB,26.049,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,0,0,0,1,WrigEr99
Kyle Arrington,CB,25.031,2011-09-12,NFL,NWE,@,MIA,W 38-24,1,1,Mon,1,5,0,1,ArriKy00
Leigh Bodden,CB,29.353,2011-09-12,NFL,NWE,@,MIA,W 38-24,1,1,Mon,0,0,0,1,BoddLe20
Jerome Boyd,S,25.109,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,0,0,0,2,BoydJe00
David Bruton,S,24.051,2011-09-12,NFL,DEN,,OAK,L 20-23,1,1,Mon,0,0,0,1,BrutDa99
Patrick Chung,S,24.024,2011-09-12,NFL,NWE,@,MIA,W 38-24,1,1,Mon,0,0,0,1,ChunPa99
Matt Giordano,S,28.331,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,1,0,0,1,GiorMa20
John Henderson,DT,32.246,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,0,0,0,1,HendJo99
Chris Johnson,CB,31.352,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,0,0,0,1,JohnCh26
Reshad Jones,FS,23.199,2011-09-12,NFL,MIA,,NWE,L 24-38,1,1,Mon,0,0,0,1,JoneRe99
Rolando McClain,MLB,22.060,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,0,0,0,2,McClRo00
Devin McCourty,CB,24.030,2011-09-12,NFL,NWE,@,MIA,W 38-24,1,1,Mon,0,0,0,2,McCoDe99
Jared Odrick,ILB,23.255,2011-09-12,NFL,MIA,,NWE,L 24-38,1,1,Mon,1,39,0,1,OdriJa99
Stanford Routt,CB,28.051,2011-09-12,NFL,OAK,@,DEN,W 23-20,1,1,Mon,0,0,0,1,RoutSt20
Benny Sapp,DB,30.235,2011-09-12,NFL,MIA,,NWE,L 24-38,1,1,Mon,0,0,0,1,SappBe20
Cameron Wake,DB,29.225,2011-09-12,NFL,MIA,,NWE,L 24-38,1,1,Mon,0,0,0,1,WakeCa00
Husain Abdullah,FS,26.053,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,1,32,0,1,AbduHu99
Kyle Arrington,CB,25.037,2011-09-18,NFL,NWE,,SDG,W 35-21,2,2,Sun,0,0,0,1,ArriKy00
Nnamdi Asomugha,RCB,30.074,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,1,6,0,2,AsomNn20
Cliff Avril,LDE,25.163,2011-09-18,NFL,DET,,KAN,W 48-3,2,2,Sun,0,0,0,1,AvriCl99
Robert Ayers,LDE,26.012,2011-09-18,NFL,DEN,,CIN,W 24-22,2,2,Sun,0,0,0,1,AyerRo99
Alan Ball,LCB,26.173,2011-09-18,NFL,DAL,@,SFO,W 27-24,2,2,Sun,1,15,0,1,BallAl99
Connor Barwin,SLB,24.338,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,0,0,0,1,BarwCo99
Antoine Bethea,FS,27.053,2011-09-18,NFL,IND,,CLE,L 19-27,2,2,Sun,0,0,0,1,BethAn20
E.J. Biggers,CB,24.097,2011-09-18,NFL,TAM,@,MIN,W 24-20,2,2,Sun,0,0,0,1,BiggE.99
NaVorro Bowman,ILB,23.174,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,0,0,0,1,BowmNa99
Tramaine Brock,CB,23.029,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,1,18,0,1,BrocTr00
Keith Brooking,LB,35.323,2011-09-18,NFL,DAL,@,SFO,W 27-24,2,2,Sun,0,0,0,1,BrooKe00
Ahmad Brooks,OLB,27.188,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,0,0,0,1,BrooAh21
Sergio Brown,S,23.119,2011-09-18,NFL,NWE,,SDG,W 35-21,2,2,Sun,1,2,0,1,BrowSe00
Tarell Brown,RCB,26.255,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,0,0,0,1,BrowTa99
Morgan Burnett,SS,22.248,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,1,0,0,2,BurnMo99
Jarrett Bush,CB/S,27.120,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,0,0,0,1,BushJa20
Calais Campbell,DE,25.017,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,1,CampCa99
Brandon Carr,RCB,25.122,2011-09-18,NFL,KAN,@,DET,L 3-48,2,2,Sun,0,0,0,1,CarrBr99
Chris Clemons,LDE,29.322,2011-09-18,NFL,SEA,@,PIT,L 0-24,2,2,Sun,0,0,0,1,ClemCh23
Barry Cofield,NT,27.183,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,0,0,0,1,CofiBa20
Trent Cole,RDE,28.348,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,0,0,0,1,ColeTr20
Nick Collins,FS,28.033,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,0,0,0,1,CollNi20
Antonio Cromartie,CB,27.156,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,2,63,0,2,CromAn20
Tim Crowder,DE,26.080,2011-09-18,NFL,TAM,@,MIN,W 24-20,2,2,Sun,0,0,0,1,CrowTi99
Aaron Curry,OLB,25.165,2011-09-18,NFL,SEA,@,PIT,L 0-24,2,2,Sun,0,0,0,1,CurrAa99
Brian Dawkins*,SS,37.340,2011-09-18,NFL,DEN,,CIN,W 24-22,2,2,Sun,0,0,0,1,DawkBr00
Sedrick Ellis,DT,26.071,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,0,0,0,2,ElliSe99
Cortland Finnegan,CB,27.228,2011-09-18,NFL,TEN,,BAL,W 26-13,2,2,Sun,0,0,0,3,FinnCo20
London Fletcher,MLB,36.122,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,1,0,0,1,FletLo20
Drayton Florence,LCB,30.273,2011-09-18,NFL,BUF,,OAK,W 38-35,2,2,Sun,0,0,0,1,FlorDr20
Brandon Flowers,LCB,25.212,2011-09-18,NFL,KAN,@,DET,L 3-48,2,2,Sun,0,0,0,3,FlowBr99
Chris Gamble,LCB,28.191,2011-09-18,NFL,CAR,,GNB,L 23-30,2,2,Sun,0,0,0,1,GambCh20
William Gay,LCB,26.260,2011-09-18,NFL,PIT,,SEA,W 24-0,2,2,Sun,0,0,0,1,GayxWi99
Chris Gocong,WLB,27.306,2011-09-18,NFL,CLE,@,IND,W 27-19,2,2,Sun,0,0,0,1,GocoCh99
Amon Gordon,DL,29.340,2011-09-18,NFL,KAN,@,DET,L 3-48,2,2,Sun,0,0,0,1,GordAm20
Jabari Greer,LCB,29.219,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,0,0,0,2,GreeJa22
Steve Gregory,SS,28.253,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,0,0,0,1,GregSt20
Cedric Griffin,RCB,28.311,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,0,0,0,2,GrifCe20
Michael Griffin,FS,26.257,2011-09-18,NFL,TEN,,BAL,W 26-13,2,2,Sun,0,0,0,1,GrifMi99
Clark Haggans,LOLB,34.251,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,1,HaggCl20
DeAngelo Hall,LCB,27.303,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,0,0,0,1,HallDe99
David Harris,MIKE,27.240,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,0,0,0,1,HarrDa99
A.J. Hawk,BLB,27.255,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,0,0,0,1,HawkA.20
Kelvin Hayden,CB,28.057,2011-09-18,NFL,ATL,,PHI,W 35-31,2,2,Sun,1,2,0,1,HaydKe20
Vonnie Holliday,DE,35.281,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,1,HollVo20
Chris Houston,LCB,26.335,2011-09-18,NFL,DET,,KAN,W 48-3,2,2,Sun,1,26,0,1,HousCh99
Michael Huff,DB,28.196,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,0,0,0,1,HuffMi20
D'Qwell Jackson,MLB,27.357,2011-09-18,NFL,CLE,@,IND,W 27-19,2,2,Sun,0,0,0,1,JackDQ20
Quentin Jammer,LCB,32.091,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,0,0,0,1,JammQu20
A.J. Jefferson,LCB,23.167,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,3,JeffA.00
Malcolm Jenkins,FS,23.272,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,0,0,0,1,JenkMa99
Tim Jennings,LCB,27.268,2011-09-18,NFL,CHI,@,NOR,L 13-30,2,2,Sun,0,0,0,1,JennTi20
Chris Johnson,RCB,31.358,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,0,0,0,2,JohnCh26
Derrick Johnson,RILB,28.300,2011-09-18,NFL,KAN,@,DET,L 3-48,2,2,Sun,0,0,0,3,JohnDe25
Jarret Johnson,SLB,30.035,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,0,0,0,1,JohnJa23
Tyrell Johnson,S,26.122,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,0,0,0,1,JohnTy99
Johnathan Joseph,RCB,27.155,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,1,5,0,3,JoseJo20
Ryan Kerrigan,LOLB,23.033,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,0,0,0,2,KerrRy00
Manny Lawson,SLB,27.067,2011-09-18,NFL,CIN,@,DEN,L 22-24,2,2,Sun,0,0,0,2,LawsMa20
Paris Lenon,ILB,33.296,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,1,LenoPa20
Ray Lewis*,MIKE,36.126,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,0,0,0,1,LewiRa00
Curtis Lofton,MLB,25.108,2011-09-18,NFL,ATL,,PHI,W 35-31,2,2,Sun,0,0,0,2,LoftCu99
Richard Marshall,CB,26.280,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,1,33,0,2,MarsRi20
Sherrod Martin,FS,26.341,2011-09-18,NFL,CAR,,GNB,L 23-30,2,2,Sun,0,0,0,1,MartSh99
Rashean Mathis,LCB,31.022,2011-09-18,NFL,JAX,@,NYJ,L 3-32,2,2,Sun,1,1,0,1,MathRa99
Clay Matthews,LOLB,25.127,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,0,0,0,1,MattCl99
Josh Mauga,LB,24.090,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,1,11,0,1,MaugJo00
Brice McCain,CB,24.282,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,0,0,0,2,McCaBr99
Rolando McClain,LB,22.066,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,0,0,0,3,McClRo00
Jason McCourty,CB,24.036,2011-09-18,NFL,TEN,,BAL,W 26-13,2,2,Sun,1,30,0,1,McCoJa99
Jon McGraw,SS,32.169,2011-09-18,NFL,KAN,@,DET,L 3-48,2,2,Sun,1,4,0,2,McGrJo21
Rocky McIntosh,JLB,28.307,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,0,0,0,1,McInRo20
William Middleton,RCB,25.052,2011-09-18,NFL,JAX,@,NYJ,L 3-32,2,2,Sun,1,11,0,1,MiddWi98
Von Miller,SLB,22.176,2011-09-18,NFL,DEN,,CIN,W 24-22,2,2,Sun,0,0,0,2,MillVo00
D.J. Moore,CB,24.180,2011-09-18,NFL,CHI,@,NOR,L 13-30,2,2,Sun,0,0,0,1,MoorDJ99
Captain Munnerlyn,RCB,23.161,2011-09-18,NFL,CAR,,GNB,L 23-30,2,2,Sun,0,0,0,2,MunnCa99
Haloti Ngata,DT,27.240,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,0,0,0,1,NgatHa20
Brian Orakpo,ROLB,25.049,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,0,0,0,1,OrakBr99
Calvin Pace,OLB,30.325,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,0,0,0,1,PaceCa20
Dimitri Patterson,DB,28.092,2011-09-18,NFL,CLE,@,IND,W 27-19,2,2,Sun,0,0,0,1,PattDi20
Shaun Phillips,OLB,30.128,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,0,0,0,1,PhilSh20
Troy Polamalu,SS,30.152,2011-09-18,NFL,PIT,,SEA,W 24-0,2,2,Sun,0,0,0,1,PolaTr99
Sione Pouha,NT,32.227,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,0,0,0,2,PouhSi20
Jerraud Powers,RCB,24.061,2011-09-18,NFL,IND,,CLE,L 19-27,2,2,Sun,0,0,0,1,PoweJe99
Kerry Rhodes,FS,29.047,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,0,0,0,1,RhodKe20
Nick Roach,SLB,26.094,2011-09-18,NFL,CHI,@,NOR,L 13-30,2,2,Sun,0,0,0,1,RoacNi99
Dunta Robinson,RCB,29.160,2011-09-18,NFL,ATL,,PHI,W 35-31,2,2,Sun,0,0,0,1,RobiDu20
Patrick Robinson,RCB,24.011,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,0,0,0,1,RobiPa99
Dominique Rodgers-Cromartie,CB,25.164,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,0,0,0,1,RodgDo99
Carlos Rogers,LCB,30.078,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,0,0,0,2,RogeCa20
Stanford Routt,LCB,28.057,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,1,2,0,2,RoutSt20
Frostee Rucker,DE,28.004,2011-09-18,NFL,CIN,@,DEN,L 22-24,2,2,Sun,0,0,0,2,RuckFr99
Asante Samuel,LCB,30.255,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,1,14,0,2,SamuAs20
Jamarca Sanford,SS,26.022,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,0,0,0,1,SanfJa99
Da'Norris Searcy,DB,22.306,2011-09-18,NFL,BUF,,OAK,W 38-35,2,2,Sun,1,0,0,1,SearDa00
Aldon Smith,LB,21.358,2011-09-18,NFL,SFO,,DAL,L 24-27,2,2,Sun,0,0,0,1,SmitAl04
Antonio Smith,DE,29.332,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,0,0,0,1,SmitAn22
Eric Smith,S,28.185,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,1,2,0,2,SmitEr22
Sean Smith,LCB,24.066,2011-09-18,NFL,MIA,,HOU,L 13-23,2,2,Sun,0,0,0,1,SmitSe99
Amari Spievey,SS,23.156,2011-09-18,NFL,DET,,KAN,W 48-3,2,2,Sun,1,15,0,1,SpieAm99
Takeo Spikes,ILB,34.275,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,0,0,0,1,SpikTa00
Terrell Suggs,RLB,28.342,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,1,0,0,2,SuggTe99
Phil Taylor,DT,23.164,2011-09-18,NFL,CLE,@,IND,W 27-19,2,2,Sun,0,0,0,1,TaylPh00
