Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Tarik Cohen,RB,22.053,2017-09-17,NFL,CHI,@,TAM,L 7-29,2,2,Sun,2,10,5.00,0,CoheTa00
Jamison Crowder,WR,24.092,2017-09-17,NFL,WAS,@,LAR,W 27-20,2,2,Sun,2,13,6.50,0,CrowJa00
Ted Ginn,WR,32.158,2017-09-17,NFL,NOR,,NWE,L 20-36,2,2,Sun,1,16,16.00,0,GinnTe00
Jakeem Grant,WR,24.352,2017-09-17,NFL,MIA,@,LAC,W 19-17,1,2,Sun,3,21,7.00,0,GranJa00
Tyreek Hill,WR,23.200,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,1,8,8.00,0,HillTy00
Adoree' Jackson,CB,21.364,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,2,55,27.50,0,JackAd00
Trumaine Johnson,LCB,27.259,2017-09-17,NFL,LAR,,WAS,L 20-27,2,2,Sun,1,6,6.00,0,JohnTr05
Marqise Lee,WR,25.296,2017-09-17,NFL,JAX,,TEN,L 16-37,2,2,Sun,1,4,4.00,0,LeexMa00
Tyler Lockett,WR,24.354,2017-09-17,NFL,SEA,,SFO,W 12-9,2,2,Sun,3,0,0.00,0,LockTy00
Christian McCaffrey,RB,21.102,2017-09-17,NFL,CAR,,BUF,W 9-3,2,2,Sun,5,30,6.00,0,McCaCh01
Isaiah McKenzie,WR,22.161,2017-09-17,NFL,DEN,,DAL,W 42-17,2,2,Sun,2,20,10.00,0,McKeIs00
Jabrill Peppers,S,21.348,2017-09-17,NFL,CLE,@,BAL,L 10-24,2,2,Sun,1,0,0.00,0,PeppJa00
Kalif Raymond,WR,23.040,2017-09-17,NFL,NYJ,@,OAK,L 20-45,2,2,Sun,2,11,5.50,0,RaymKa00
Bernard Reedy,WR,25.260,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,1,17,17.00,0,ReedBe01
Jalen Richard,RB,23.337,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,1,13,13.00,0,RichJa01
Andre Roberts,WR,29.251,2017-09-17,NFL,ATL,,GNB,W 34-23,2,2,Sun,1,0,0.00,0,RobeAn00
Eli Rogers,WR,24.268,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,2,-1,-0.50,0,RogeEl00
Marcus Sherels,CB,29.352,2017-09-17,NFL,MIN,@,PIT,L 9-26,2,2,Sun,1,12,12.00,0,SherMa20
Darren Sproles,RB,34.089,2017-09-17,NFL,PHI,@,KAN,L 20-27,2,2,Sun,1,10,10.00,0,SproDa00
Ryan Switzer,WR,22.317,2017-09-17,NFL,DAL,@,DEN,L 17-42,2,2,Sun,1,19,19.00,0,SwitRy00
Trent Taylor,WR,23.140,2017-09-17,NFL,SFO,@,SEA,L 9-12,2,2,Sun,3,40,13.33,0,TaylTr02
Kerwynn Williams,RB,26.100,2017-09-17,NFL,ARI,@,IND,W 16-13,2,2,Sun,1,6,6.00,0,WillKe05
Jamal Agnew,CB,22.168,2017-09-18,NFL,DET,@,NYG,W 24-10,2,2,Mon,3,101,33.67,1,AgneJa00
Dwayne Harris,WR,30.002,2017-09-18,NFL,NYG,,DET,L 10-24,2,2,Mon,2,9,4.50,0,HarrDw00
Tavon Austin,WR,27.190,2017-09-21,NFL,LAR,@,SFO,W 41-39,3,3,Thu,1,0,0.00,0,AustTa00
Victor Bolden,WR,22.170,2017-09-21,NFL,SFO,,LAR,L 39-41,3,3,Thu,1,0,0.00,0,BoldVi00
Trent Taylor,WR,23.144,2017-09-21,NFL,SFO,,LAR,L 39-41,3,3,Thu,1,9,9.00,0,TaylTr02
Danny Amendola,WR,31.326,2017-09-24,NFL,NWE,,HOU,W 36-33,3,3,Sun,2,53,26.50,0,AmenDa00
Travis Benjamin,WR,27.269,2017-09-24,NFL,LAC,,KAN,L 10-24,3,3,Sun,3,12,4.00,0,BenjTr00
Quan Bray,WR,24.149,2017-09-24,NFL,IND,,CLE,W 31-28,3,3,Sun,3,16,5.33,0,BrayQu00
Damiere Byrd,WR,24.240,2017-09-24,NFL,CAR,,NOR,L 13-34,3,3,Sun,1,9,9.00,0,ByrdDa00
Tarik Cohen,RB,22.060,2017-09-24,NFL,CHI,,PIT,W 23-17,3,3,Sun,1,0,0.00,0,CoheTa00
Jamison Crowder,WR,24.099,2017-09-24,NFL,WAS,,OAK,W 27-10,3,3,Sun,4,23,5.75,0,CrowJa00
Trevor Davis,WR,24.082,2017-09-24,NFL,GNB,,CIN,W 27-24,3,3,Sun,5,70,14.00,0,DaviTr03
Alex Erickson,WR,24.322,2017-09-24,NFL,CIN,@,GNB,L 24-27,3,3,Sun,4,31,7.75,0,EricAl01
Tyler Ervin,RB,23.352,2017-09-24,NFL,HOU,@,NWE,L 33-36,3,3,Sun,3,20,6.67,0,ErviTy00
Ted Ginn,WR,32.165,2017-09-24,NFL,NOR,@,CAR,W 34-13,3,3,Sun,1,12,12.00,0,GinnTe00
Jakeem Grant,WR,24.359,2017-09-24,NFL,MIA,@,NYJ,L 6-20,2,3,Sun,2,13,6.50,0,GranJa00
Dwayne Harris,LDT,30.008,2017-09-24,NFL,NYG,@,PHI,L 24-27,3,3,Sun,1,0,0.00,0,HarrDw00
Tyreek Hill,WR,23.207,2017-09-24,NFL,KAN,@,LAC,W 24-10,3,3,Sun,2,10,5.00,0,HillTy00
Adoree' Jackson,CB,22.006,2017-09-24,NFL,TEN,,SEA,W 33-27,3,3,Sun,5,51,10.20,0,JackAd00
William Jackson,CB,24.332,2017-09-24,NFL,CIN,@,GNB,L 24-27,3,3,Sun,1,0,0.00,0,JackWi02
Jeremy Kerley,WR,28.320,2017-09-24,NFL,NYJ,,MIA,W 20-6,3,3,Sun,4,31,7.75,0,KerlJe00
Marqise Lee,WR,25.303,2017-09-24,NFL,JAX,,BAL,W 44-7,3,3,Sun,2,2,1.00,0,LeexMa00
Tyler Lockett,WR,24.361,2017-09-24,NFL,SEA,@,TEN,L 27-33,3,3,Sun,3,32,10.67,0,LockTy00
Christian McCaffrey,RB,21.109,2017-09-24,NFL,CAR,,NOR,L 13-34,3,3,Sun,1,3,3.00,0,McCaCh01
Isaiah McKenzie,WR,22.168,2017-09-24,NFL,DEN,@,BUF,L 16-26,3,3,Sun,1,16,16.00,0,McKeIs00
Jabrill Peppers,S,21.355,2017-09-24,NFL,CLE,@,IND,L 28-31,3,3,Sun,1,0,0.00,0,PeppJa00
Jalen Richard,RB,23.344,2017-09-24,NFL,OAK,@,WAS,L 10-27,3,3,Sun,2,4,2.00,0,RichJa01
Andre Roberts,WR,29.258,2017-09-24,NFL,ATL,@,DET,W 30-26,3,3,Sun,2,38,19.00,0,RobeAn00
Eli Rogers,WR,24.275,2017-09-24,NFL,PIT,@,CHI,L 17-23,3,3,Sun,3,15,5.00,0,RogeEl00
Torrey Smith,WR,28.241,2017-09-24,NFL,PHI,,NYG,W 27-24,3,3,Sun,1,9,9.00,0,SmitTo02
Brandon Tate,WR,29.354,2017-09-24,NFL,BUF,,DEN,W 26-16,3,3,Sun,2,20,10.00,0,TateBr00
Golden Tate,WR,29.053,2017-09-24,NFL,DET,,ATL,L 26-30,3,3,Sun,1,10,10.00,0,TateGo00
Patrick Peterson,LCB,27.076,2017-09-25,NFL,ARI,,DAL,L 17-28,3,3,Mon,1,0,0.00,0,PetePa00
Ryan Switzer,WR,22.325,2017-09-25,NFL,DAL,@,ARI,W 28-17,3,3,Mon,4,43,10.75,0,SwitRy00
Kerwynn Williams,RB,26.108,2017-09-25,NFL,ARI,,DAL,L 17-28,3,3,Mon,1,4,4.00,0,WillKe05
Tarik Cohen,RB,22.064,2017-09-28,NFL,CHI,@,GNB,L 14-35,4,4,Thu,2,7,3.50,0,CoheTa00
Trevor Davis,WR,24.086,2017-09-28,NFL,GNB,,CHI,W 35-14,4,4,Thu,1,5,5.00,0,DaviTr03
Tavon Austin,WR,27.200,2017-10-01,NFL,LAR,@,DAL,W 35-30,4,4,Sun,3,20,6.67,0,AustTa00
Kenjon Barner,RB,27.156,2017-10-01,NFL,PHI,@,LAC,W 26-24,4,4,Sun,3,15,5.00,0,BarnKe00
Travis Benjamin,WR,27.276,2017-10-01,NFL,LAC,,PHI,L 24-26,4,4,Sun,2,3,1.50,0,BenjTr00
Antonio Brown,WR,29.083,2017-10-01,NFL,PIT,@,BAL,W 26-9,4,4,Sun,2,15,7.50,0,BrowAn04
Michael Campanaro,WR,26.249,2017-10-01,NFL,BAL,,PIT,L 9-26,4,4,Sun,1,0,0.00,0,CampMi02
Alex Erickson,WR,24.329,2017-10-01,NFL,CIN,@,CLE,W 31-7,4,4,Sun,5,33,6.60,0,EricAl01
Tyler Ervin,RB,23.359,2017-10-01,NFL,HOU,,TEN,W 57-14,4,4,Sun,1,4,4.00,0,ErviTy00
Ted Ginn,WR,32.172,2017-10-01,NFL,NOR,@,MIA,W 20-0,4,4,Sun,3,26,8.67,0,GinnTe00
Adoree' Jackson,CB,22.013,2017-10-01,NFL,TEN,@,HOU,L 14-57,4,4,Sun,1,3,3.00,0,JackAd00
Adam Jones,RCB,34.001,2017-10-01,NFL,CIN,@,CLE,W 31-7,4,4,Sun,1,40,40.00,0,JonePa20
Jeremy Kerley,WR,28.327,2017-10-01,NFL,NYJ,,JAX,W 23-20,4,4,Sun,1,7,7.00,0,KerlJe00
Jarvis Landry,WR,24.307,2017-10-01,NFL,MIA,,NOR,L 0-20,3,4,Sun,2,9,4.50,0,LandJa00
Marqise Lee,WR,25.310,2017-10-01,NFL,JAX,@,NYJ,L 20-23,4,4,Sun,1,0,0.00,0,LeexMa00
Christian McCaffrey,RB,21.116,2017-10-01,NFL,CAR,@,NWE,W 33-30,4,4,Sun,2,25,12.50,0,McCaCh01
Isaiah McKenzie,WR,22.175,2017-10-01,NFL,DEN,,OAK,W 16-10,4,4,Sun,5,38,7.60,0,McKeIs00
Jabrill Peppers,S,21.362,2017-10-01,NFL,CLE,,CIN,L 7-31,4,4,Sun,3,4,1.33,0,PeppJa00
Patrick Peterson,LCB,27.082,2017-10-01,NFL,ARI,,SFO,W 18-15,4,4,Sun,1,5,5.00,0,PetePa00
Bernard Reedy,WR,25.274,2017-10-01,NFL,TAM,,NYG,W 25-23,3,4,Sun,2,16,8.00,0,ReedBe01
Jalen Richard,RB,23.351,2017-10-01,NFL,OAK,@,DEN,L 10-16,4,4,Sun,2,8,4.00,0,RichJa01
Andre Roberts,WR,29.265,2017-10-01,NFL,ATL,,BUF,L 17-23,4,4,Sun,2,11,5.50,0,RobeAn00
Marcus Sherels,CB,30.001,2017-10-01,NFL,MIN,,DET,L 7-14,4,4,Sun,4,16,4.00,0,SherMa20
Ryan Switzer,WR,22.331,2017-10-01,NFL,DAL,,LAR,L 30-35,4,4,Sun,1,0,0.00,0,SwitRy00
Trent Taylor,WR,23.154,2017-10-01,NFL,SFO,@,ARI,L 15-18,4,4,Sun,4,41,10.25,0,TaylTr02
Chris Thompson,WR,23.145,2017-10-01,NFL,HOU,,TEN,W 57-14,4,4,Sun,1,0,0.00,0,ThomCh05
Kerwynn Williams,RB,26.114,2017-10-01,NFL,ARI,,SFO,W 18-15,4,4,Sun,3,7,2.33,0,WillKe05
Tyreek Hill,WR,23.215,2017-10-02,NFL,KAN,,WAS,W 29-20,4,4,Mon,1,0,0.00,0,HillTy00
Danny Amendola,WR,31.337,2017-10-05,NFL,NWE,@,TAM,W 19-14,5,5,Thu,3,51,17.00,0,AmenDa00
Bernard Reedy,WR,25.278,2017-10-05,NFL,TAM,,NWE,L 14-19,4,5,Thu,3,29,9.67,0,ReedBe01
Jamal Agnew,CB,22.188,2017-10-08,NFL,DET,,CAR,L 24-27,5,5,Sun,1,6,6.00,0,AgneJa00
Tavon Austin,WR,27.207,2017-10-08,NFL,LAR,,SEA,L 10-16,5,5,Sun,2,0,0.00,0,AustTa00
Kenjon Barner,RB,27.163,2017-10-08,NFL,PHI,,ARI,W 34-7,5,5,Sun,3,110,36.67,0,BarnKe00
Travis Benjamin,WR,27.283,2017-10-08,NFL,LAC,@,NYG,W 27-22,5,5,Sun,3,35,11.67,0,BenjTr00
Quan Bray,WR,24.163,2017-10-08,NFL,IND,,SFO,W 26-23,5,5,Sun,2,7,3.50,0,BrayQu00
Antonio Brown,WR,29.090,2017-10-08,NFL,PIT,,JAX,L 9-30,5,5,Sun,1,0,0.00,0,BrowAn04
Michael Campanaro,WR,26.256,2017-10-08,NFL,BAL,@,OAK,W 30-17,5,5,Sun,2,19,9.50,0,CampMi02
Alex Erickson,WR,24.336,2017-10-08,NFL,CIN,,BUF,W 20-16,5,5,Sun,4,4,1.00,0,EricAl01
Will Fuller,WR,23.175,2017-10-08,NFL,HOU,,KAN,L 34-42,5,5,Sun,1,49,49.00,0,FullWi01
Jakeem Grant,WR,25.008,2017-10-08,NFL,MIA,,TEN,W 16-10,4,5,Sun,3,19,6.33,0,GranJa00
Dwayne Harris,WR,30.022,2017-10-08,NFL,NYG,,LAC,L 22-27,5,5,Sun,3,38,12.67,0,HarrDw00
Tyreek Hill,WR,23.221,2017-10-08,NFL,KAN,@,HOU,W 42-34,5,5,Sun,2,75,37.50,1,HillTy00
Adoree' Jackson,CB,22.020,2017-10-08,NFL,TEN,@,MIA,L 10-16,5,5,Sun,2,14,7.00,0,JackAd00
Jeremy Kerley,WR,28.334,2017-10-08,NFL,NYJ,@,CLE,W 17-14,5,5,Sun,2,16,8.00,0,KerlJe00
Jarvis Landry,WR,24.314,2017-10-08,NFL,MIA,,TEN,W 16-10,4,5,Sun,4,28,7.00,0,LandJa00
Tyler Lockett,WR,25.010,2017-10-08,NFL,SEA,@,LAR,W 16-10,5,5,Sun,1,10,10.00,0,LockTy00
Christian McCaffrey,RB,21.123,2017-10-08,NFL,CAR,@,DET,W 27-24,5,5,Sun,1,13,13.00,0,McCaCh01
Jabrill Peppers,S,22.004,2017-10-08,NFL,CLE,,NYJ,L 14-17,5,5,Sun,3,28,9.33,0,PeppJa00
Jalen Richard,RB,23.358,2017-10-08,NFL,OAK,,BAL,L 17-30,5,5,Sun,1,7,7.00,0,RichJa01
Ryan Switzer,WR,22.338,2017-10-08,NFL,DAL,,GNB,L 31-35,5,5,Sun,1,-1,-1.00,0,SwitRy00
Brandon Tate,WR,30.003,2017-10-08,NFL,BUF,@,CIN,L 16-20,5,5,Sun,2,41,20.50,0,TateBr00
Trent Taylor,WR,23.161,2017-10-08,NFL,SFO,@,IND,L 23-26,5,5,Sun,1,0,0.00,0,TaylTr02
De'Anthony Thomas,WR,24.276,2017-10-08,NFL,KAN,@,HOU,W 42-34,5,5,Sun,2,4,2.00,0,ThomDe05
Kerwynn Williams,RB,26.121,2017-10-08,NFL,ARI,@,PHI,L 7-34,5,5,Sun,1,7,7.00,0,WillKe05
Tarik Cohen,RB,22.075,2017-10-09,NFL,CHI,,MIN,L 17-20,5,5,Mon,4,25,6.25,0,CoheTa00
Marcus Sherels,CB,30.009,2017-10-09,NFL,MIN,@,CHI,W 20-17,5,5,Mon,3,41,13.67,0,SherMa20
Kenjon Barner,RB,27.167,2017-10-12,NFL,PHI,@,CAR,W 28-23,6,6,Thu,1,0,0.00,0,BarnKe00
Christian McCaffrey,RB,21.127,2017-10-12,NFL,CAR,,PHI,L 23-28,6,6,Thu,3,35,11.67,0,McCaCh01
Jamal Agnew,CB,22.195,2017-10-15,NFL,DET,@,NOR,L 38-52,6,6,Sun,4,106,26.50,1,AgneJa00
Danny Amendola,WR,31.347,2017-10-15,NFL,NWE,@,NYJ,W 24-17,6,6,Sun,3,20,6.67,0,AmenDa00
Travis Benjamin,WR,27.290,2017-10-15,NFL,LAC,@,OAK,W 17-16,6,6,Sun,2,6,3.00,0,BenjTr00
Antonio Brown,WR,29.097,2017-10-15,NFL,PIT,@,KAN,W 19-13,6,6,Sun,1,0,0.00,0,BrowAn04
Michael Campanaro,WR,26.263,2017-10-15,NFL,BAL,,CHI,L 24-27,6,6,Sun,5,132,26.40,1,CampMi02
Tarik Cohen,RB,22.081,2017-10-15,NFL,CHI,@,BAL,W 27-24,6,6,Sun,2,37,18.50,0,CoheTa00
Pharoh Cooper,WR,22.222,2017-10-15,NFL,LAR,@,JAX,W 27-17,6,6,Sun,3,17,5.67,0,CoopPh00
Jamison Crowder,WR,24.120,2017-10-15,NFL,WAS,,SFO,W 26-24,5,6,Sun,1,6,6.00,0,CrowJa00
Trevor Davis,WR,24.103,2017-10-15,NFL,GNB,@,MIN,L 10-23,6,6,Sun,1,8,8.00,0,DaviTr03
Ed Eagan,WR,24.118,2017-10-15,NFL,NYG,@,DEN,W 23-10,6,6,Sun,1,20,20.00,0,EagaEd00
Will Fuller,WR,23.182,2017-10-15,NFL,HOU,,CLE,W 33-17,6,6,Sun,2,39,19.50,0,FullWi01
Ted Ginn,WR,32.186,2017-10-15,NFL,NOR,,DET,W 52-38,5,6,Sun,2,6,3.00,0,GinnTe00
Jakeem Grant,WR,25.015,2017-10-15,NFL,MIA,@,ATL,W 20-17,5,6,Sun,1,8,8.00,0,GranJa00
Tyreek Hill,WR,23.228,2017-10-15,NFL,KAN,,PIT,L 13-19,6,6,Sun,3,39,13.00,0,HillTy00
Eddie Jackson,S,24.309,2017-10-15,NFL,CHI,@,BAL,W 27-24,6,6,Sun,2,6,3.00,0,JackEd01
Jeremy Kerley,WR,28.341,2017-10-15,NFL,NYJ,,NWE,L 17-24,6,6,Sun,2,-2,-1.00,0,KerlJe00
Brendan Langley,CB,22.364,2017-10-15,NFL,DEN,,NYG,L 10-23,5,6,Sun,1,6,6.00,0,LangBr00
Max McCaffrey,WR,23.151,2017-10-15,NFL,JAX,,LAR,L 17-27,6,6,Sun,1,0,0.00,0,McCaMa01
Isaiah McKenzie,WR,22.189,2017-10-15,NFL,DEN,,NYG,L 10-23,5,6,Sun,3,17,5.67,0,McKeIs00
Jabrill Peppers,S,22.011,2017-10-15,NFL,CLE,@,HOU,L 17-33,6,6,Sun,6,43,7.17,0,PeppJa00
Patrick Peterson,LCB,27.096,2017-10-15,NFL,ARI,,TAM,W 38-33,6,6,Sun,1,0,0.00,0,PetePa00
Bernard Reedy,WR,25.288,2017-10-15,NFL,TAM,@,ARI,L 33-38,5,6,Sun,1,10,10.00,0,ReedBe01
Jalen Richard,RB,24.000,2017-10-15,NFL,OAK,,LAC,L 16-17,6,6,Sun,3,18,6.00,0,RichJa01
Marcus Sherels,CB,30.015,2017-10-15,NFL,MIN,,GNB,W 23-10,6,6,Sun,1,-5,-5.00,0,SherMa20
Trent Taylor,WR,23.168,2017-10-15,NFL,SFO,@,WAS,L 24-26,6,6,Sun,1,39,39.00,0,TaylTr02
Chris Thompson,WR,23.159,2017-10-15,NFL,HOU,,CLE,W 33-17,6,6,Sun,2,18,9.00,0,ThomCh05
Eric Weems,WR,32.104,2017-10-16,NFL,TEN,,IND,W 36-22,6,6,Mon,2,15,7.50,0,WeemEr00
Tyreek Hill,WR,23.232,2017-10-19,NFL,KAN,@,OAK,L 30-31,7,7,Thu,2,13,6.50,0,HillTy00
Jalen Richard,RB,24.004,2017-10-19,NFL,OAK,,KAN,W 31-30,7,7,Thu,1,0,0.00,0,RichJa01
Danny Amendola,WR,31.354,2017-10-22,NFL,NWE,,ATL,W 23-7,7,7,Sun,1,-1,-1.00,0,AmenDa00
Travis Benjamin,WR,27.297,2017-10-22,NFL,LAC,,DEN,W 21-0,7,7,Sun,3,88,29.33,1,BenjTr00
Quan Bray,WR,24.177,2017-10-22,NFL,IND,,JAX,L 0-27,7,7,Sun,1,0,0.00,0,BrayQu00
Antonio Brown,WR,29.104,2017-10-22,NFL,PIT,,CIN,W 29-14,7,7,Sun,1,7,7.00,0,BrowAn04
Tarik Cohen,RB,22.088,2017-10-22,NFL,CHI,,CAR,W 17-3,7,7,Sun,2,12,6.00,0,CoheTa00
Pharoh Cooper,WR,22.229,2017-10-22,NFL,LAR,,ARI,W 33-0,7,7,Sun,3,30,10.00,0,CoopPh00
Ed Eagan,WR,24.125,2017-10-22,NFL,NYG,,SEA,L 7-24,7,7,Sun,2,0,0.00,0,EagaEd00
Alex Erickson,WR,24.350,2017-10-22,NFL,CIN,@,PIT,L 14-29,6,7,Sun,1,19,19.00,0,EricAl01
Ted Ginn,WR,32.193,2017-10-22,NFL,NOR,@,GNB,W 26-17,6,7,Sun,1,7,7.00,0,GinnTe00
Jakeem Grant,WR,25.022,2017-10-22,NFL,MIA,,NYJ,W 31-28,6,7,Sun,3,17,5.67,0,GranJa00
Adoree' Jackson,CB,22.034,2017-10-22,NFL,TEN,@,CLE,W 12-9,7,7,Sun,3,20,6.67,0,JackAd00
Jeremy Kerley,WR,28.348,2017-10-22,NFL,NYJ,@,MIA,L 28-31,7,7,Sun,4,24,6.00,0,KerlJe00
Jarvis Landry,WR,24.328,2017-10-22,NFL,MIA,,NYJ,W 31-28,6,7,Sun,1,16,16.00,0,LandJa00
Tyler Lockett,WR,25.024,2017-10-22,NFL,SEA,@,NYG,W 24-7,6,7,Sun,4,35,8.75,0,LockTy00
Christian McCaffrey,RB,21.137,2017-10-22,NFL,CAR,@,CHI,L 3-17,7,7,Sun,3,17,5.67,0,McCaCh01
Bernard Reedy,WR,25.295,2017-10-22,NFL,TAM,@,BUF,L 27-30,6,7,Sun,1,0,0.00,0,ReedBe01
Hunter Sharp,WR,23.180,2017-10-22,NFL,DEN,@,LAC,L 0-21,6,7,Sun,5,55,11.00,0,SharHu01
Marcus Sherels,CB,30.022,2017-10-22,NFL,MIN,,BAL,W 24-16,7,7,Sun,3,83,27.67,0,SherMa20
Ryan Switzer,WR,22.352,2017-10-22,NFL,DAL,@,SFO,W 40-10,6,7,Sun,1,0,0.00,0,SwitRy00
Trent Taylor,WR,23.175,2017-10-22,NFL,SFO,,DAL,L 10-40,7,7,Sun,1,10,10.00,0,TaylTr02
Bryce Treggs,WR,23.175,2017-10-22,NFL,CLE,,TEN,L 9-12,7,7,Sun,3,13,4.33,0,TregBr00
Kerwynn Williams,RB,26.135,2017-10-22,NFL,ARI,@,LAR,L 0-33,7,7,Sun,1,9,9.00,0,WillKe05
Kenjon Barner,RB,27.178,2017-10-23,NFL,PHI,,WAS,W 34-24,7,7,Mon,2,22,11.00,0,BarnKe00
