Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Lance Schulters,FS,30.107,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,1,25,0,1,SchuLa00
Darren Sharper,FS,29.312,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,1,88,1,2,SharDa00
Brian Simmons,WLB,30.082,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,,,,1,SimmBr20
Daryl Smith,OLB,23.181,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,1,0,0,1,SmitDa24
Derek Smith,LILB,30.236,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,,,,1,SmitDe21
Fred Smoot,RCB,25.052,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,1,0,0,1,SmooFr20
Shawntae Spencer,RCB,23.201,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,,,,2,SpenSh20
Omar Stoutmire,S,31.064,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,,,,1,StouOm20
Donald Strickland,RCB,24.291,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,,,,3,StriDo20
Patrick Surtain,LCB,29.084,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,53,0,1,SurtPa00
Joe Tafoya,DE,27.005,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,,,,1,TafoJo20
Ben Taylor,WLB,27.011,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,,,,1,TaylBe20
Ike Taylor,LCB,25.129,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,0,0,0,1,TaylIk20
Sean Taylor,FS,22.163,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,,,,1,TaylSe20
Adalius Thomas,LLB,28.024,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,,,,1,ThomAd00
Bryan Thomas,RDE,26.096,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,,,,1,ThomBr21
Joey Thomas,CB,25.013,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,,,,2,ThomJo21
Chaun Thompson,LB,25.112,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,0,0,0,1,ThomCh23
David Thornton,SLB,26.314,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,,,,1,ThorDa20
Odell Thurman,MLB,22.064,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,1,14,0,1,ThurOd20
Reggie Torbor,SLB,24.229,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,,,,2,TorbRe20
Marcus Trufant,RCB,24.260,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,0,0,0,1,TrufMa20
Nathan Vasher,RCB,23.298,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,1,3,0,1,VashNa99
Troy Vincent,FS,34.095,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,2,22,0,2,VincTr00
Frank Walker,CB,25.036,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,1,71,0,1,WalkFr20
Lenny Walls,RCB,25.350,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,,,,1,WallLe20
Dan Wilkinson,RDT,32.182,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,,,,1,WilkDa22
Darrent Williams,,22.349,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,0,0,0,1,WillDa21
Jamal Williams,DT,29.136,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,,,,1,WillJa99
Madieu Williams,FS,23.328,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,,,,1,WillMa20
Gibril Wilson,SS,23.303,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,1,17,0,1,WilsGi20
Grant Wistrom,RDE,29.070,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,,,,2,WistGr20
Keion Carpenter,SS,27.316,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,,,,1,CarpKe20
Roderick Coleman,LDT,29.027,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,0,0,0,1,ColeRo99
Brian Dawkins*,FS,31.334,2005-09-12,NFL,PHI,@,ATL,L 10-14,1,1,Mon,1,0,0,2,DawkBr00
DeAngelo Hall,LCB,21.297,2005-09-12,NFL,ATL,,PHI,W 14-10,1,1,Mon,1,38,0,2,HallDe99
John Abraham,WE,27.135,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,0,0,0,1,AbraJo00
Mike Adams,WR,24.178,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,,,,1,AdamMi21
Jerry Azumah,CB,28.017,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,0,0,0,1,AzumJe00
Champ Bailey*,LCB,27.088,2005-09-18,NFL,DEN,,SDG,W 20-17,2,2,Sun,1,25,1,1,BailCh00
Ronde Barber,RCB,30.164,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,,,,1,BarbRo00
David Barrett,RCB,27.270,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,1,1,0,2,BarrDa22
Gary Baxter,RCB,26.298,2005-09-18,NFL,CLE,@,GNB,W 26-24,2,2,Sun,1,0,0,1,BaxtGa20
Tony Beckham,CB,26.352,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,,,,1,BeckTo20
Michael Boulware,SS,24.001,2005-09-18,NFL,SEA,,ATL,W 21-18,2,2,Sun,,,,1,BoulMi20
Lance Briggs,WLB,24.310,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,1,20,0,1,BrigLa99
Derrick Brooks*,WLB,32.153,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,,,,2,BrooDe00
Mike Brown,SS,27.217,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,1,41,1,2,BrowMi99
Sheldon Brown,RCB,26.183,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,,,,2,BrowSh20
Phillip Buchanon,LCB,24.364,2005-09-18,NFL,HOU,,PIT,L 7-27,2,2,Sun,0,0,0,1,BuchPh20
Keith Bulluck,RLB,28.167,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,0,0,0,1,BullKe00
Danny Clark,LB,28.132,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,,,,1,ClarDa21
Erik Coleman,S,23.135,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,,,,1,ColeEr21
Roderick Coleman,LDT,29.033,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,,,,1,ColeRo99
Deke Cooper,S,27.335,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,,,,1,CoopDe20
Terry Cousin,CB,30.191,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,,,,1,CousTe20
Travis Daniels,CB,23.010,2005-09-18,NFL,MIA,@,NYJ,L 7-17,2,2,Sun,,,,1,DaniTr20
Andra Davis,MLB,26.269,2005-09-18,NFL,CLE,@,GNB,W 26-24,2,2,Sun,,,,1,DaviAn20
Brian Dawkins*,FS,31.340,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,,,,1,DawkBr00
Darnell Dockett,UT,24.114,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,1,14,0,1,DockDa20
Andre Dyson,LCB,26.116,2005-09-18,NFL,SEA,,ATL,W 21-18,2,2,Sun,,,,2,DysoAn20
Travis Fisher,RCB,26.006,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,,,,1,FishTr20
Drayton Florence,RCB,24.273,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,,,,1,FlorDr20
Dwight Freeney,RDE,25.211,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,0,0,0,2,FreeDw00
Chris Gamble,RCB,22.191,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,0,0,0,1,GambCh20
Randall Gay,RCB,23.136,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,,,,1,GayxRa20
Derrick Gibson,SS,26.180,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,,,,1,GibsDe21
Morlon Greenwood,MLB,27.063,2005-09-18,NFL,HOU,,PIT,L 7-27,2,2,Sun,,,,1,GreeMo20
Robert Griffith,FS,34.292,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,,,,2,GrifRo00
DeJuan Groce,LCB,25.213,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,1,0,0,1,GrocDe20
Clark Haggans,LOLB,28.251,2005-09-18,NFL,PIT,@,HOU,W 27-7,2,2,Sun,0,0,0,1,HaggCl20
DeAngelo Hall,LCB,21.303,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,0,0,0,1,HallDe99
Bobby Hamilton,DE,34.079,2005-09-18,NFL,OAK,,KAN,L 17-23,2,2,Sun,,,,1,HamiBo20
Nick Harper,LCB,31.008,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,,,,3,HarpNi20
Al Harris,RCB,30.285,2005-09-18,NFL,GNB,,CLE,L 24-26,2,2,Sun,,,,1,HarrAl21
Rodney Harrison,SS,32.277,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,,,,1,HarrRo01
Ed Hartwell,MLB,27.114,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,,,,1,HartEd20
Albert Haynesworth,RDT,24.093,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,,,,1,HaynAl20
John Henderson,DT,26.252,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,,,,2,HendJo99
Eric Hicks,LDE,29.093,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,,,,1,HickEr20
Hunter Hillenmeyer,SLB,24.325,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,,,,1,HillHu20
Terrence Holt,FS,25.197,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,,,,1,HoltTe20
Roderick Hood,CB,23.350,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,1,17,0,2,HoodRo20
Dexter Jackson,S,28.052,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,,,,1,JackDe20
Marlin Jackson,DB,22.080,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,,,,1,JackMa22
Tory James,RCB,32.123,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,1,5,0,1,JameTo99
Quentin Jammer,LCB,26.091,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,,,,1,JammQu20
Chris Johnson,CB,25.358,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,0,0,0,1,JohnCh26
Dhani Jones,SAM,27.208,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,1,0,0,2,JoneDh20
Bhawoh Jue,FS,26.117,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,1,8,0,1,JuexBh20
Kevin Kaesviharn,SS,29.020,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,1,6,0,1,KaesKe20
N.D. Kalu,RDE,30.046,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,0,0,0,1,KaluN.20
Brad Kassell,MLB,25.254,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,1,21,1,1,KassBr20
Brett Keisel,DE,26.364,2005-09-18,NFL,PIT,@,HOU,W 27-7,2,2,Sun,,,,1,KeisBr20
Brian Kelly,LCB,29.247,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,,,,2,KellBr21
Sammy Knight,SS,30.008,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,,,,1,KnigSa00
Ty Law*,LCB,31.220,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,,,,2,LawxTy00
Michael Lewis,SS,25.142,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,,,,1,LewiMi99
Ray Lewis*,MLB,30.126,2005-09-18,NFL,BAL,@,TEN,L 10-25,2,2,Sun,,,,1,LewiRa00
Ken Lucas,LCB,26.238,2005-09-18,NFL,CAR,,NWE,W 27-17,2,2,Sun,,,,1,LucaKe20
David Macklin,RCB,27.066,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,,,,1,MackDa20
Rashean Mathis,LCB,25.022,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,,,,1,MathRa99
Chris McAlister,LCB,28.096,2005-09-18,NFL,BAL,@,TEN,L 10-25,2,2,Sun,,,,1,McAlCh00
Dexter McCleon,RCB,31.344,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,,,,1,McClDe21
Daylon McCutcheon,LCB,28.283,2005-09-18,NFL,CLE,@,GNB,W 26-24,2,2,Sun,1,14,0,2,McCuDa22
Terrence McGee,LCB,24.339,2005-09-18,NFL,BUF,@,TAM,L 3-19,2,2,Sun,0,0,0,2,McGeTe99
Kawika Mitchell,MLB,25.343,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,0,0,0,1,MitcKa20
Christian Morton,CB,24.143,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,,,,1,MortCh20
Deltha O'Neal,LCB,28.231,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,3,27,0,5,ONeaDe00
Willie Offord,S,26.270,2005-09-18,NFL,MIN,@,CIN,L 8-37,2,2,Sun,1,0,0,2,OffoWi20
Shantee Orr,LB,24.113,2005-09-18,NFL,HOU,,PIT,L 7-27,2,2,Sun,,,,1,OrrxSh20
Mike Peterson,MLB,29.093,2005-09-18,NFL,JAX,@,IND,L 3-10,2,2,Sun,1,14,0,1,PeteMi20
Troy Polamalu,SS,24.152,2005-09-18,NFL,PIT,@,HOU,W 27-7,2,2,Sun,0,0,0,1,PolaTr99
Kerry Rhodes,S,23.047,2005-09-18,NFL,NYJ,,MIA,W 17-7,2,2,Sun,,,,1,RhodKe20
Simeon Rice,RDE,31.206,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,0,0,0,1,RiceSi00
Dunta Robinson,RCB,23.160,2005-09-18,NFL,HOU,,PIT,L 7-27,2,2,Sun,,,,1,RobiDu20
Asante Samuel,LCB,24.255,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,,,,2,SamuAs20
Bob Sanders,FS,24.206,2005-09-18,NFL,IND,,JAX,W 10-3,2,2,Sun,,,,1,SandBo99
DeQuincy Scott,DE,27.197,2005-09-18,NFL,SDG,@,DEN,L 17-20,2,2,Sun,0,0,0,1,ScotDe20
Ian Scott,NT,23.314,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,1,3,0,3,ScotIa20
Lito Sheppard,LCB,24.163,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,1,34,0,1,ShepLi99
Shawntae Spencer,RCB,23.208,2005-09-18,NFL,SFO,@,PHI,L 3-42,2,2,Sun,,,,3,SpenSh20
Greg Spires,LDE,31.037,2005-09-18,NFL,TAM,,BUF,W 19-3,2,2,Sun,,,,1,SpirGr20
Gary Stills,DE,31.069,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,,,,1,StilGa00
Patrick Surtain,LCB,29.091,2005-09-18,NFL,KAN,@,OAK,W 23-17,2,2,Sun,,,,1,SurtPa00
Hollis Thomas,LDT,31.251,2005-09-18,NFL,PHI,,SFO,W 42-3,2,2,Sun,,,,1,ThomHo20
Charles Tillman,LCB,24.207,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,,,,2,TillCh20
Pisa Tinoisamoa,SLB,24.065,2005-09-18,NFL,STL,@,ARI,W 17-12,2,2,Sun,,,,1,TinoPi20
Nathan Vasher,RCB,23.305,2005-09-18,NFL,CHI,,DET,W 38-6,2,2,Sun,2,24,0,4,VashNa99
Troy Vincent,FS,34.102,2005-09-18,NFL,BUF,@,TAM,L 3-19,2,2,Sun,,,,1,VincTr00
Mike Vrabel,LOLB,30.035,2005-09-18,NFL,NWE,@,CAR,L 17-27,2,2,Sun,1,24,1,1,VrabMi20
Michael Waddell,CB,24.252,2005-09-18,NFL,TEN,,BAL,W 25-10,2,2,Sun,,,,2,WaddMi20
Raymond Walls,CB,26.025,2005-09-18,NFL,ARI,,STL,L 12-17,2,2,Sun,,,,1,WallRa20
Jason Webster,RCB,28.010,2005-09-18,NFL,ATL,@,SEA,L 18-21,2,2,Sun,,,,1,WebsJa20
Dan Wilkinson,RDT,32.189,2005-09-18,NFL,DET,@,CHI,L 6-38,2,2,Sun,,,,1,WilkDa22
Chad Williams,S,26.239,2005-09-18,NFL,BAL,@,TEN,L 10-25,2,2,Sun,,,,1,WillCh20
Kevin Williams,LDE,25.033,2005-09-18,NFL,MIN,@,CIN,L 8-37,2,2,Sun,,,,1,WillKe98
Madieu Williams,FS,23.335,2005-09-18,NFL,CIN,,MIN,W 37-8,2,2,Sun,,,,1,WillMa20
