Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Matt Bryant,PK,27.099,2002-09-05,NFL,NYG,,SFO,L 13-16,1,1,Thu,1,1,100.0,2,2,100.0,,,0,7,bryanmat01
Jose Cortez,K,27.101,2002-09-05,NFL,SFO,@,NYG,W 16-13,1,1,Thu,1,1,100.0,3,5,60.0,,,0,10,cortejos01
David Akers,K,27.273,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,3,3,100.0,1,1,100.0,,,0,6,akersdav01
Morten Andersen*,K,42.020,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,andermor01
Doug Brien,K,31.288,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,2,2,100.0,3,3,100.0,,,0,11,briendou01
Kris Brown,PK,25.259,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,2,2,100.0,1,1,100.0,,,0,5,brownkri01
John Carney,K,38.141,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,2,2,100.0,2,2,100.0,,,0,8,carnejoh01
Steve Christie,K,34.299,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,chrisste01
Brett Conway,K,27.184,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,4,4,100.0,1,1,100.0,,,0,7,conwabre01
Billy Cundiff,K,22.162,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,1,1,100.0,1,2,50.0,,,0,4,cundibil01
Phil Dawson,K,27.228,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,3,3,100.0,4,4,100.0,,,0,15,dawsophi01
Paul Edinger,K,24.234,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,3,3,100.0,2,3,66.7,,,0,9,edingpau01
Jason Elam,K,32.184,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,2,2,100.0,3,3,100.0,,,0,11,elamxjas01
