Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Ryan Succop,K,28.359,2015-09-13,NFL,TEN,@,TAM,W 42-14,1,1,Sun,6,6,100.0,,,,,,0,6,SuccRy44
Justin Tucker,K,25.296,2015-09-13,NFL,BAL,@,DEN,L 13-19,1,1,Sun,1,1,100.0,2,2,100.0,,,0,7,TuckJu00
Greg Zuerlein,K,27.260,2015-09-13,NFL,STL,,SEA,W 34-31,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,ZuerGr00
Matt Bryant,K,40.108,2015-09-14,NFL,ATL,,PHI,W 26-24,1,1,Mon,2,2,100.0,4,4,100.0,,,0,14,bryanmat01
Phil Dawson,K,40.234,2015-09-14,NFL,SFO,,MIN,W 20-3,1,1,Mon,2,2,100.0,2,3,66.7,,,0,8,dawsophi01
Cody Parkey,K,23.207,2015-09-14,NFL,PHI,@,ATL,L 24-26,1,1,Mon,3,3,100.0,1,2,50.0,,,0,6,ParkCo03
Brandon McManus,K,24.054,2015-09-17,NFL,DEN,@,KAN,W 31-24,2,2,Thu,4,4,100.0,1,1,100.0,,,0,7,McMaBr01
Cairo Santos,K,23.309,2015-09-17,NFL,KAN,,DEN,L 24-31,2,2,Thu,3,3,100.0,1,1,100.0,,,0,6,SantCa01
Dan Bailey,K,27.237,2015-09-20,NFL,DAL,@,PHI,W 20-10,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,BailDa00
Kyle Brindza,K,22.250,2015-09-20,NFL,TAM,@,NOR,W 26-19,2,2,Sun,2,2,100.0,4,5,80.0,,,0,14,BrinKy00
Josh Brown,K,36.144,2015-09-20,NFL,NYG,,ATL,L 20-24,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,brownjos01
Matt Bryant,K,40.114,2015-09-20,NFL,ATL,@,NYG,W 24-20,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,bryanmat01
Randy Bullock,K,25.278,2015-09-20,NFL,HOU,@,CAR,L 17-24,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,BullRa00
Dan Carpenter,K,29.299,2015-09-20,NFL,BUF,,NWE,L 32-40,2,2,Sun,2,3,66.7,,,,,,0,2,CarpDa44
Chandler Catanzaro,K,24.206,2015-09-20,NFL,ARI,@,CHI,W 48-23,2,2,Sun,6,7,85.7,,,,,,0,6,CataCh00
Travis Coons,K,23.226,2015-09-20,NFL,CLE,,TEN,W 28-14,2,2,Sun,4,4,100.0,,,,,,0,4,CoonTr00
Mason Crosby,K,31.017,2015-09-20,NFL,GNB,,SEA,W 27-17,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,CrosMa20
Phil Dawson,K,40.240,2015-09-20,NFL,SFO,@,PIT,L 18-43,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Andrew Franks,K,22.252,2015-09-20,NFL,MIA,@,JAX,L 20-23,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,FranAn01
Graham Gano,K,28.164,2015-09-20,NFL,CAR,,HOU,W 24-17,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,GanoGr44
Stephen Gostkowski,K,31.235,2015-09-20,NFL,NWE,@,BUF,W 40-32,2,2,Sun,4,4,100.0,4,4,100.0,,,0,16,GostSt20
Robbie Gould,K,32.288,2015-09-20,NFL,CHI,,ARI,L 23-48,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,gouldrob01
Stephen Hauschka,K,30.083,2015-09-20,NFL,SEA,@,GNB,L 17-27,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,HausSt00
Zach Hocker,K,24.028,2015-09-20,NFL,NOR,,TAM,L 19-26,2,2,Sun,1,2,50.0,,1,0.0,,,0,1,HockZa00
Dustin Hopkins,K,24.354,2015-09-20,NFL,WAS,,STL,W 24-10,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,HopkDu00
Sebastian Janikowski,K,37.202,2015-09-20,NFL,OAK,,BAL,W 37-33,2,2,Sun,4,4,100.0,3,3,100.0,,,0,13,janikseb01
Josh Lambo,K,24.305,2015-09-20,NFL,SDG,@,CIN,L 19-24,2,2,Sun,1,1,100.0,2,3,66.7,,,0,7,LambJo00
Jason Myers,K,24.131,2015-09-20,NFL,JAX,,MIA,W 23-20,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,MyerJa00
Mike Nugent,K,33.202,2015-09-20,NFL,CIN,,SDG,W 24-19,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,nugenmik01
Cody Parkey,K,23.213,2015-09-20,NFL,PHI,,DAL,L 10-20,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,ParkCo03
Matt Prater,K,31.041,2015-09-20,NFL,DET,@,MIN,L 16-26,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,PratMa20
Josh Scobee,K,33.089,2015-09-20,NFL,PIT,,SFO,W 43-18,2,2,Sun,3,4,75.0,,,,,,0,3,scobejos01
Ryan Succop,K,29.001,2015-09-20,NFL,TEN,@,CLE,L 14-28,2,2,Sun,2,2,100.0,,,,,,0,2,SuccRy44
Justin Tucker,K,25.303,2015-09-20,NFL,BAL,@,OAK,L 33-37,2,2,Sun,3,3,100.0,4,4,100.0,,,0,15,TuckJu00
Blair Walsh,K,25.255,2015-09-20,NFL,MIN,,DET,W 26-16,2,2,Sun,2,3,66.7,2,2,100.0,,,0,8,WalsBl00
Greg Zuerlein,K,27.267,2015-09-20,NFL,STL,@,WAS,L 10-24,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,ZuerGr00
Nick Folk,K,30.320,2015-09-21,NFL,NYJ,@,IND,W 20-7,2,2,Mon,2,2,100.0,2,3,66.7,,,0,8,FolkNi20
Adam Vinatieri,K,42.267,2015-09-21,NFL,IND,,NYJ,L 7-20,2,2,Mon,1,1,100.0,,1,0.0,,,0,1,vinatada01
Josh Brown,K,36.148,2015-09-24,NFL,NYG,,WAS,W 32-21,3,3,Thu,3,3,100.0,3,3,100.0,,,0,12,brownjos01
Dustin Hopkins,K,24.358,2015-09-24,NFL,WAS,@,NYG,L 21-32,3,3,Thu,1,1,100.0,2,2,100.0,,,0,7,HopkDu00
Dan Bailey,K,27.244,2015-09-27,NFL,DAL,,ATL,L 28-39,3,3,Sun,4,4,100.0,,,,,,0,4,BailDa00
Kyle Brindza,K,22.257,2015-09-27,NFL,TAM,@,HOU,L 9-19,3,3,Sun,,1,0.0,1,4,25.0,,,0,3,BrinKy00
Matt Bryant,K,40.121,2015-09-27,NFL,ATL,@,DAL,W 39-28,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,bryanmat01
Randy Bullock,K,25.285,2015-09-27,NFL,HOU,,TAM,W 19-9,3,3,Sun,1,2,50.0,2,3,66.7,,,0,7,BullRa00
Dan Carpenter,K,29.306,2015-09-27,NFL,BUF,@,MIA,W 41-14,3,3,Sun,5,5,100.0,2,3,66.7,,,0,11,CarpDa44
Chandler Catanzaro,K,24.213,2015-09-27,NFL,ARI,,SFO,W 47-7,3,3,Sun,6,6,100.0,1,1,100.0,,,0,9,CataCh00
Travis Coons,K,23.233,2015-09-27,NFL,CLE,,OAK,L 20-27,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,CoonTr00
Phil Dawson,K,40.247,2015-09-27,NFL,SFO,@,ARI,L 7-47,3,3,Sun,1,1,100.0,,,,,,0,1,dawsophi01
Nick Folk,K,30.326,2015-09-27,NFL,NYJ,,PHI,L 17-24,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,FolkNi20
Andrew Franks,K,22.259,2015-09-27,NFL,MIA,,BUF,L 14-41,3,3,Sun,,1,0.0,,,,,,0,0,FranAn01
Graham Gano,K,28.171,2015-09-27,NFL,CAR,,NOR,W 27-22,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,GanoGr44
Stephen Gostkowski,K,31.242,2015-09-27,NFL,NWE,,JAX,W 51-17,3,3,Sun,6,6,100.0,3,3,100.0,,,0,15,GostSt20
Stephen Hauschka,K,30.090,2015-09-27,NFL,SEA,,CHI,W 26-0,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,HausSt00
Zach Hocker,K,24.035,2015-09-27,NFL,NOR,@,CAR,L 22-27,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,HockZa00
Sebastian Janikowski,K,37.209,2015-09-27,NFL,OAK,@,CLE,W 27-20,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,janikseb01
Josh Lambo,K,24.312,2015-09-27,NFL,SDG,@,MIN,L 14-31,3,3,Sun,2,2,100.0,,,,,,0,2,LambJo00
Brandon McManus,K,24.064,2015-09-27,NFL,DEN,@,DET,W 24-12,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,McMaBr01
Jason Myers,K,24.138,2015-09-27,NFL,JAX,@,NWE,L 17-51,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,MyerJa00
Mike Nugent,K,33.209,2015-09-27,NFL,CIN,@,BAL,W 28-24,3,3,Sun,4,4,100.0,,,,,,0,4,nugenmik01
Cody Parkey,K,23.220,2015-09-27,NFL,PHI,@,NYJ,W 24-17,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,ParkCo03
Matt Prater,K,31.048,2015-09-27,NFL,DET,,DEN,L 12-24,3,3,Sun,,1,0.0,,,,,,0,0,PratMa20
Ryan Succop,K,29.008,2015-09-27,NFL,TEN,,IND,L 33-35,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,SuccRy44
Justin Tucker,K,25.310,2015-09-27,NFL,BAL,,CIN,L 24-28,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,TuckJu00
Adam Vinatieri,K,42.273,2015-09-27,NFL,IND,@,TEN,W 35-33,3,3,Sun,5,5,100.0,,,,,,0,5,vinatada01
Blair Walsh,K,25.262,2015-09-27,NFL,MIN,,SDG,W 31-14,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,WalsBl00
Mason Crosby,K,31.025,2015-09-28,NFL,GNB,,KAN,W 38-28,3,3,Mon,5,5,100.0,1,1,100.0,,,0,8,CrosMa20
Cairo Santos,K,23.320,2015-09-28,NFL,KAN,@,GNB,L 28-38,3,3,Mon,2,2,100.0,,,,,,0,2,SantCa01
Josh Scobee,K,33.100,2015-10-01,NFL,PIT,,BAL,L 20-23,4,4,Thu,2,2,100.0,2,4,50.0,,,0,8,scobejos01
Justin Tucker,K,25.314,2015-10-01,NFL,BAL,@,PIT,W 23-20,4,4,Thu,2,2,100.0,3,3,100.0,,,0,11,TuckJu00
Dan Bailey,K,27.251,2015-10-04,NFL,DAL,@,NOR,L 20-26,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,BailDa00
Kyle Brindza,K,22.264,2015-10-04,NFL,TAM,,CAR,L 23-37,4,4,Sun,2,3,66.7,1,3,33.3,,,0,5,BrinKy00
Josh Brown,K,36.158,2015-10-04,NFL,NYG,@,BUF,W 24-10,4,4,Sun,1,2,50.0,1,1,100.0,,,0,4,brownjos01
Matt Bryant,K,40.128,2015-10-04,NFL,ATL,,HOU,W 48-21,4,4,Sun,6,6,100.0,,,,,,0,6,bryanmat01
Dan Carpenter,K,29.313,2015-10-04,NFL,BUF,,NYG,L 10-24,4,4,Sun,1,1,100.0,1,2,50.0,,,0,4,CarpDa44
Chandler Catanzaro,K,24.220,2015-10-04,NFL,ARI,,STL,L 22-24,4,4,Sun,1,1,100.0,5,5,100.0,,,0,16,CataCh00
Travis Coons,K,23.240,2015-10-04,NFL,CLE,@,SDG,L 27-30,4,4,Sun,1,1,100.0,4,4,100.0,,,0,13,CoonTr00
Mason Crosby,K,31.031,2015-10-04,NFL,GNB,@,SFO,W 17-3,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,CrosMa20
Nick Folk,K,30.333,2015-10-04,NFL,NYJ,@,MIA,W 27-14,4,4,Sun,3,3,100.0,2,3,66.7,,,0,9,FolkNi20
Andrew Franks,K,22.266,2015-10-04,NFL,MIA,,NYJ,L 14-27,4,4,Sun,2,2,100.0,,,,,,0,2,FranAn01
Graham Gano,K,28.178,2015-10-04,NFL,CAR,@,TAM,W 37-23,4,4,Sun,4,4,100.0,3,3,100.0,,,0,13,GanoGr44
Robbie Gould,K,32.302,2015-10-04,NFL,CHI,,OAK,W 22-20,4,4,Sun,1,2,50.0,3,3,100.0,,,0,10,gouldrob01
Zach Hocker,K,24.042,2015-10-04,NFL,NOR,,DAL,W 26-20,4,4,Sun,2,2,100.0,2,3,66.7,,,0,8,HockZa00
Dustin Hopkins,K,25.003,2015-10-04,NFL,WAS,,PHI,W 23-20,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,HopkDu00
Sebastian Janikowski,K,37.216,2015-10-04,NFL,OAK,@,CHI,L 20-22,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,janikseb01
Josh Lambo,K,24.319,2015-10-04,NFL,SDG,,CLE,W 30-27,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,LambJo00
Brandon McManus,K,24.071,2015-10-04,NFL,DEN,,MIN,W 23-20,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,McMaBr01
Jason Myers,K,24.145,2015-10-04,NFL,JAX,@,IND,L 13-16,4,4,Sun,1,1,100.0,2,4,50.0,,,0,7,MyerJa00
Nick Novak,K,34.044,2015-10-04,NFL,HOU,@,ATL,L 21-48,4,4,Sun,3,3,100.0,,1,0.0,,,0,3,novaknic01
Mike Nugent,K,33.216,2015-10-04,NFL,CIN,,KAN,W 36-21,4,4,Sun,4,4,100.0,,1,0.0,,,0,4,nugenmik01
Caleb Sturgis,K,26.056,2015-10-04,NFL,PHI,@,WAS,L 20-23,4,4,Sun,2,3,66.7,,1,0.0,,,0,2,SturCa00
Adam Vinatieri,K,42.280,2015-10-04,NFL,IND,,JAX,W 16-13,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,vinatada01
Blair Walsh,K,25.269,2015-10-04,NFL,MIN,@,DEN,L 20-23,4,4,Sun,2,2,100.0,2,3,66.7,,,0,8,WalsBl00
Greg Zuerlein,K,27.281,2015-10-04,NFL,STL,@,ARI,W 24-22,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,ZuerGr00
Stephen Hauschka,K,30.098,2015-10-05,NFL,SEA,,DET,W 13-10,4,4,Mon,1,1,100.0,2,2,100.0,,,0,7,HausSt00
Matt Prater,K,31.056,2015-10-05,NFL,DET,@,SEA,L 10-13,4,4,Mon,1,1,100.0,1,1,100.0,,,0,4,PratMa20
Nick Novak,K,34.048,2015-10-08,NFL,HOU,,IND,L 20-27,5,5,Thu,2,2,100.0,2,2,100.0,,,0,8,novaknic01
Adam Vinatieri,K,42.284,2015-10-08,NFL,IND,@,HOU,W 27-20,5,5,Thu,3,3,100.0,2,2,100.0,,,0,9,vinatada01
Connor Barth,K,29.183,2015-10-11,NFL,TAM,,JAX,W 38-31,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,barthco01
Josh Brown,K,36.165,2015-10-11,NFL,NYG,,SFO,W 30-27,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,brownjos01
Matt Bryant,K,40.135,2015-10-11,NFL,ATL,,WAS,W 25-19,5,5,Sun,1,1,100.0,2,4,50.0,,,0,7,bryanmat01
Dan Carpenter,K,29.320,2015-10-11,NFL,BUF,@,TEN,W 14-13,5,5,Sun,2,2,100.0,,,,,,0,2,CarpDa44
Chandler Catanzaro,K,24.227,2015-10-11,NFL,ARI,@,DET,W 42-17,5,5,Sun,6,6,100.0,,,,,,0,6,CataCh00
Travis Coons,K,23.247,2015-10-11,NFL,CLE,@,BAL,W 33-30,5,5,Sun,1,1,100.0,4,4,100.0,,,0,13,CoonTr00
Mason Crosby,K,31.038,2015-10-11,NFL,GNB,,STL,W 24-10,5,5,Sun,3,3,100.0,1,1,100.0,,,0,6,CrosMa20
Phil Dawson,K,40.261,2015-10-11,NFL,SFO,@,NYG,L 27-30,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,dawsophi01
Stephen Gostkowski,K,31.256,2015-10-11,NFL,NWE,@,DAL,W 30-6,4,5,Sun,3,3,100.0,3,3,100.0,,,0,12,GostSt20
Stephen Hauschka,K,30.104,2015-10-11,NFL,SEA,@,CIN,L 24-27,5,5,Sun,3,3,100.0,1,1,100.0,,,0,6,HausSt00
Zach Hocker,K,24.049,2015-10-11,NFL,NOR,@,PHI,L 17-39,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,HockZa00
Dustin Hopkins,K,25.010,2015-10-11,NFL,WAS,@,ATL,L 19-25,5,5,Sun,1,1,100.0,2,3,66.7,,,0,7,HopkDu00
Sebastian Janikowski,K,37.223,2015-10-11,NFL,OAK,,DEN,L 10-16,5,5,Sun,1,1,100.0,1,3,33.3,,,0,4,janikseb01
Brandon McManus,K,24.078,2015-10-11,NFL,DEN,@,OAK,W 16-10,5,5,Sun,1,1,100.0,3,3,100.0,,,0,10,McMaBr01
Jason Myers,K,24.152,2015-10-11,NFL,JAX,@,TAM,L 31-38,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,MyerJa00
Mike Nugent,K,33.223,2015-10-11,NFL,CIN,,SEA,W 27-24,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,nugenmik01
Matt Prater,K,31.062,2015-10-11,NFL,DET,,ARI,L 17-42,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,PratMa20
Cairo Santos,K,23.333,2015-10-11,NFL,KAN,,CHI,L 17-18,5,5,Sun,2,2,100.0,1,3,33.3,,,0,5,SantCa01
Caleb Sturgis,K,26.063,2015-10-11,NFL,PHI,,NOR,W 39-17,5,5,Sun,3,4,75.0,4,4,100.0,,,0,15,SturCa00
Ryan Succop,K,29.022,2015-10-11,NFL,TEN,,BUF,L 13-14,4,5,Sun,1,1,100.0,2,2,100.0,,,0,7,SuccRy44
Justin Tucker,K,25.324,2015-10-11,NFL,BAL,,CLE,L 30-33,5,5,Sun,3,3,100.0,1,2,50.0,,,0,6,TuckJu00
Greg Zuerlein,K,27.288,2015-10-11,NFL,STL,@,GNB,L 10-24,5,5,Sun,1,1,100.0,1,4,25.0,,,0,4,ZuerGr00
Chris Boswell,K,24.210,2015-10-12,NFL,PIT,@,SDG,W 24-20,5,5,Mon,3,3,100.0,1,1,100.0,,,0,6,BoswCh00
Josh Lambo,K,24.327,2015-10-12,NFL,SDG,,PIT,L 20-24,5,5,Mon,2,2,100.0,2,3,66.7,,,0,8,LambJo00
Matt Bryant,K,40.139,2015-10-15,NFL,ATL,@,NOR,L 21-31,6,6,Thu,3,3,100.0,,,,,,0,3,bryanmat01
Zach Hocker,K,24.053,2015-10-15,NFL,NOR,,ATL,W 31-21,6,6,Thu,4,4,100.0,1,3,33.3,,,0,7,HockZa00
Chris Boswell,K,24.216,2015-10-18,NFL,PIT,,ARI,W 25-13,6,6,Sun,1,1,100.0,4,4,100.0,,,0,13,BoswCh00
Dan Carpenter,K,29.327,2015-10-18,NFL,BUF,,CIN,L 21-34,6,6,Sun,3,3,100.0,,,,,,0,3,CarpDa44
Chandler Catanzaro,K,24.234,2015-10-18,NFL,ARI,@,PIT,L 13-25,6,6,Sun,1,1,100.0,2,3,66.7,,,0,7,CataCh00
Travis Coons,K,23.254,2015-10-18,NFL,CLE,,DEN,L 23-26,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,CoonTr00
Mason Crosby,K,31.045,2015-10-18,NFL,GNB,,SDG,W 27-20,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,CrosMa20
Phil Dawson,K,40.268,2015-10-18,NFL,SFO,,BAL,W 25-20,6,6,Sun,1,1,100.0,4,4,100.0,,,0,13,dawsophi01
Nick Folk,K,30.347,2015-10-18,NFL,NYJ,,WAS,W 34-20,5,6,Sun,4,4,100.0,2,3,66.7,,,0,10,FolkNi20
Andrew Franks,K,22.280,2015-10-18,NFL,MIA,@,TEN,W 38-10,5,6,Sun,5,5,100.0,1,1,100.0,,,0,8,FranAn01
Graham Gano,K,28.192,2015-10-18,NFL,CAR,@,SEA,W 27-23,5,6,Sun,3,4,75.0,,,,,,0,3,GanoGr44
Stephen Gostkowski,K,31.263,2015-10-18,NFL,NWE,@,IND,W 34-27,5,6,Sun,4,4,100.0,2,2,100.0,,,0,10,GostSt20
Robbie Gould,K,32.316,2015-10-18,NFL,CHI,@,DET,L 34-37,6,6,Sun,2,2,100.0,4,4,100.0,,,0,14,gouldrob01
Stephen Hauschka,K,30.111,2015-10-18,NFL,SEA,,CAR,L 23-27,6,6,Sun,2,2,100.0,3,3,100.0,,,0,11,HausSt00
Dustin Hopkins,K,25.017,2015-10-18,NFL,WAS,@,NYJ,L 20-34,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,HopkDu00
Josh Lambo,K,24.333,2015-10-18,NFL,SDG,@,GNB,L 20-27,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,LambJo00
Brandon McManus,K,24.085,2015-10-18,NFL,DEN,@,CLE,W 26-23,6,6,Sun,2,2,100.0,4,5,80.0,,,0,14,McMaBr01
Jason Myers,K,24.159,2015-10-18,NFL,JAX,,HOU,L 20-31,6,6,Sun,2,3,66.7,,,,,,0,2,MyerJa00
Nick Novak,K,34.058,2015-10-18,NFL,HOU,@,JAX,W 31-20,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,novaknic01
Mike Nugent,K,33.230,2015-10-18,NFL,CIN,@,BUF,W 34-21,6,6,Sun,4,4,100.0,2,2,100.0,,,0,10,nugenmik01
Matt Prater,K,31.069,2015-10-18,NFL,DET,,CHI,W 37-34,6,6,Sun,4,4,100.0,3,3,100.0,,,0,13,PratMa20
Cairo Santos,K,23.340,2015-10-18,NFL,KAN,@,MIN,L 10-16,6,6,Sun,1,1,100.0,1,1,100.0,,,0,4,SantCa01
Ryan Succop,K,29.029,2015-10-18,NFL,TEN,,MIA,L 10-38,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,SuccRy44
Justin Tucker,K,25.331,2015-10-18,NFL,BAL,@,SFO,L 20-25,6,6,Sun,2,2,100.0,2,3,66.7,,,0,8,TuckJu00
Adam Vinatieri,K,42.294,2015-10-18,NFL,IND,,NWE,L 27-34,6,6,Sun,3,4,75.0,,,,,,0,3,vinatada01
Blair Walsh,K,25.283,2015-10-18,NFL,MIN,,KAN,W 16-10,5,6,Sun,1,1,100.0,3,3,100.0,,,0,10,WalsBl00
Josh Brown,K,36.173,2015-10-19,NFL,NYG,@,PHI,L 7-27,6,6,Mon,1,1,100.0,,,,,,0,1,brownjos01
Caleb Sturgis,K,26.071,2015-10-19,NFL,PHI,,NYG,W 27-7,6,6,Mon,3,3,100.0,2,2,100.0,,,0,9,SturCa00
Stephen Hauschka,K,30.115,2015-10-22,NFL,SEA,@,SFO,W 20-3,7,7,Thu,2,2,100.0,2,2,100.0,,,0,8,HausSt00
Dan Bailey,K,27.272,2015-10-25,NFL,DAL,@,NYG,L 20-27,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,BailDa00
Connor Barth,K,29.197,2015-10-25,NFL,TAM,@,WAS,L 30-31,6,7,Sun,3,3,100.0,3,3,100.0,,,0,12,barthco01
Chris Boswell,K,24.223,2015-10-25,NFL,PIT,@,KAN,L 13-23,7,7,Sun,1,1,100.0,2,2,100.0,,,0,7,BoswCh00
Josh Brown,K,36.179,2015-10-25,NFL,NYG,,DAL,W 27-20,7,7,Sun,3,3,100.0,2,2,100.0,,,0,9,brownjos01
Matt Bryant,K,40.149,2015-10-25,NFL,ATL,@,TEN,W 10-7,7,7,Sun,1,1,100.0,1,2,50.0,,,0,4,bryanmat01
Dan Carpenter,K,29.334,2015-10-25,NFL,BUF,@,JAX,L 31-34,7,7,Sun,2,2,100.0,3,3,100.0,,,0,11,CarpDa44
