Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Tully Banta-Cain,LB,24.012,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,0.0,0,1,1,0,,BantTu20
Idrees Bashir,FS,25.277,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,1,2,3,0,,BashId20
Gary Brackett,LB,24.109,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,1,0,1,0,,BracGa20
Raheem Brock,LDE,26.091,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,1.0,2,1,3,1,,BrocRa20
Tedy Bruschi,LILB,31.092,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,0.0,5,7,12,0,,BrusTe99
Rosevelt Colvin,LB,27.004,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,0.0,1,3,4,0,,ColvRo20
Jason David,DB,22.089,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,2,0,2,1,,DaviJa20
Mike Doss,SS,23.169,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,1,1,2,0,,DossMi20
Anthony Floyd,DB,23.221,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,4,3,7,0,,FloyAn20
Dwight Freeney,RDE,24.203,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,1.0,2,0,2,1,,FreeDw00
Nick Harper,LCB,29.365,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,4,1,5,0,,HarpNi20
Rodney Harrison,SS,31.269,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,0.0,3,4,7,0,,HarrRo01
Von Hutchins,DB,23.208,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,0.0,1,2,3,0,,HutcVo20
