Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
John Carney,carnejoh01,K,41.193000000000005,2005-10-30,NFL,NOR,15,,MIA,13,L 6-21,8,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,6.0,6.0,,7.0
David Carr,CarrDa00,QB,26.101,2005-10-30,NFL,HOU,32,,CLE,5,W 19-16,7,8,Sun,10.0,20.0,50.0,138.0,1.0,1.0,68.3,2.0,18.0,6.9,5.65,8.0,16.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,9.1,10.1,10.1
Tim Carter,CartTi00,WR,26.039,2005-10-30,NFL,NYG,17,,WAS,26,W 36-0,7,8,Sun,,,,,,,,,,,,,,,,1.0,1.0,19.0,19.0,0.0,100.0%,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.9,2.9,2.4
Rock Cartwright,CartRo01,RB,25.331,2005-10-30,NFL,WAS,26,@,NYG,17,L 0-36,7,8,Sun,,,,,,,,,,,,2.0,21.0,10.5,0.0,,,,,,,,0.0,1.0,1.0,2.0,0.0,,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.1,2.1,2.1,2.1
Chris Chambers,ChamCh00,WR,27.079,2005-10-30,NFL,MIA,13,@,NOR,15,W 21-6,7,8,Sun,,,,,,,,,,,,1.0,1.0,1.0,0.0,5.0,4.0,25.0,6.25,1.0,80.0%,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,12.6,12.6,10.6
Michael Clayton,ClayMi00,WR,23.017,2005-10-30,NFL,TAM,25,@,SFO,28,L 10-15,7,8,Sun,,,,,,,,,,,,,,,,7.0,4.0,30.0,7.5,0.0,57.1%,4.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,7.0,5.0
Keary Colbert,ColbKe00,WR,23.162,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,,,,,4.0,2.0,32.0,16.0,1.0,50.0%,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,11.2,11.2,10.2
Kerry Collins,CollKe00,QB,32.304,2005-10-30,NFL,OAK,27,@,TEN,19,W 34-25,7,8,Sun,17.0,29.0,58.62,238.0,3.0,1.0,105.2,2.0,6.0,8.21,8.72,1.0,-1.0,-1.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42,19.4,20.4,20.4
Daunte Culpepper,CulpDa00,QB,28.275,2005-10-30,NFL,MIN,14,@,CAR,29,L 13-38,7,8,Sun,3.0,4.0,75.0,28.0,0.0,0.0,93.7,2.0,5.0,7.0,7.0,1.0,18.0,18.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.9,2.9,2.9
Kevin Curtis,CurtKe00,WR,27.105,2005-10-30,NFL,LAR,22,,JAX,30,W 24-21,8,8,Sun,,,,,,,,,,,,,,,,7.0,3.0,105.0,35.0,1.0,42.9%,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,19.5,22.5,18.0
Stephen Davis,DaviSt00,RB,31.243000000000002,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,17.0,40.0,2.35,2.0,2.0,1.0,7.0,7.0,0.0,50.0%,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.7,17.7,17.2
Phil Dawson,dawsophi01,K,30.28,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,10.0,10.0,,10.0
Jake Delhomme,DelhJa00,QB,30.293000000000003,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,21.0,30.0,70.0,341.0,3.0,0.0,141.1,1.0,3.0,11.37,13.37,1.0,2.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84,23.8,27.8,23.8
Todd Devoe,DevoTo00,WR,25.208000000000002,2005-10-30,NFL,DEN,9,,PHI,20,W 49-21,8,8,Sun,,,,,,,,,,,,,,,,6.0,5.0,59.0,11.8,1.0,83.3%,9.83,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,11.9,16.9,16.9,14.4
Trent Dilfer,DilfTr00,QB,33.231,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,12.0,25.0,48.0,185.0,1.0,0.0,86.2,2.0,16.0,7.4,8.2,3.0,9.0,3.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,10.3,11.3,10.3
Corey Dillon,DillCo00,RB,31.006,2005-10-30,NFL,NEW,16,,BUF,2,W 21-16,7,8,Sun,,,,,,,,,,,,18.0,72.0,4.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,19.2,19.2,19.2
Ken Dorsey,DorsKe00,QB,24.191,2005-10-30,NFL,SFO,28,,TAM,25,W 15-10,7,8,Sun,7.0,18.0,38.89,40.0,0.0,0.0,47.0,0.0,0.0,2.22,2.22,1.0,5.0,5.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.1,2.1,2.1
Donald Driver,DrivDo00,WR,30.27,2005-10-30,NFL,GNB,11,@,CIN,4,L 14-21,7,8,Sun,,,,,,,,,,,,1.0,9.0,9.0,0.0,9.0,5.0,76.0,15.2,0.0,55.6%,8.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,13.5,13.5,11.0
Reuben Droughns,DrouRe00,RB,27.07,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,,,,,,,,,,,,20.0,99.0,4.95,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,8.9,7.9
Paul Edinger,edingpau01,K,27.285999999999998,2005-10-30,NFL,MIN,14,@,CAR,29,L 13-38,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
Braylon Edwards,EdwaBr00,WR,22.250999999999998,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,,,,,,,,,,,,,,,,4.0,2.0,32.0,16.0,0.0,50.0%,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,5.2,5.2,4.2
Marc Edwards,EdwaMa00,RB,30.346999999999998,2005-10-30,NFL,CHI,3,@,DET,10,W 19-13,7,8,Sun,,,,,,,,,,,,,,,,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.3,2.3,1.8
Lee Evans,EvanLe00,WR,24.233,2005-10-30,NFL,BUF,2,@,NEW,16,L 16-21,8,8,Sun,,,,,,,,,,,,,,,,4.0,1.0,14.0,14.0,0.0,25.0%,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.4,2.4,1.9
Marshall Faulk,FaulMa00,RB,32.246,2005-10-30,NFL,LAR,22,,JAX,30,W 24-21,8,8,Sun,,,,,,,,,,,,6.0,23.0,3.83,0.0,2.0,1.0,3.0,3.0,0.0,50.0%,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.6,3.6,3.1
Brett Favre,FavrBr00,QB,36.02,2005-10-30,NFL,GNB,11,@,CIN,4,L 14-21,7,8,Sun,26.0,39.0,66.67,279.0,1.0,5.0,56.4,1.0,2.0,7.15,1.9,2.0,4.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.6,10.6,10.6
Jay Feely,feelyjay01,K,29.16,2005-10-30,NFL,NYG,17,,WAS,26,W 36-0,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,3.0,3.0,20.0,20.0,,21.0
Tony Fisher,FishTo00,RB,26.018,2005-10-30,NFL,GNB,11,@,CIN,4,L 14-21,7,8,Sun,,,,,,,,,,,,17.0,51.0,3.0,1.0,4.0,2.0,7.0,3.5,0.0,50.0%,1.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,13.8,13.8,12.8
Larry Fitzgerald,FitzLa00,WR,22.06,2005-10-30,NFL,ARI,7,@,DAL,8,L 13-34,7,8,Sun,,,,,,,,,,,,1.0,5.0,5.0,0.0,11.0,4.0,36.0,9.0,0.0,36.4%,3.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,8.1,8.1,6.1
J.P. Foschi,FoscJo00,TE,23.164,2005-10-30,NFL,OAK,27,@,TEN,19,W 34-25,7,8,Sun,,,,,,,,,,,,,,,,2.0,2.0,14.0,7.0,0.0,100.0%,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.4,3.4,2.4
DeShaun Foster,FostDe00,RB,25.293000000000003,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,12.0,51.0,4.25,0.0,5.0,1.0,8.0,8.0,0.0,20.0%,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6.9,6.9,6.4
Bubba Franks,FranBu00,TE,27.296999999999997,2005-10-30,NFL,GNB,11,@,CIN,4,L 14-21,7,8,Sun,,,,,,,,,,,,,,,,11.0,7.0,62.0,8.86,1.0,63.6%,5.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,19.2,19.2,15.7
Gus Frerotte,FrerGu00,QB,34.091,2005-10-30,NFL,MIA,13,@,NOR,15,W 21-6,7,8,Sun,16.0,28.0,57.14,168.0,1.0,1.0,71.7,2.0,14.0,6.0,5.11,6.0,-1.0,-0.17,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6.6,8.6,7.6
Jabar Gaffney,GaffJa00,WR,24.333000000000002,2005-10-30,NFL,HOU,32,,CLE,5,W 19-16,7,8,Sun,,,,,,,,,,,,1.0,10.0,10.0,0.0,8.0,5.0,64.0,12.8,0.0,62.5%,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,12.4,12.4,9.9
Justin Gage,GageJu00,WR,24.278000000000002,2005-10-30,NFL,CHI,3,@,DET,10,W 19-13,7,8,Sun,,,,,,,,,,,,,,,,4.0,2.0,47.0,23.5,0.0,50.0%,11.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,6.7,6.7,5.7
Michael Gaines,GainMi00,TE,25.214000000000002,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,,,,,2.0,2.0,67.0,33.5,0.0,100.0%,33.5,0.0,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,,,,,,,,,6.7,8.7,8.7,7.7
Joey Galloway,GallJo00,WR,33.344,2005-10-30,NFL,TAM,25,@,SFO,28,L 10-15,7,8,Sun,,,,,,,,,,,,,,,,13.0,8.0,149.0,18.63,1.0,61.5%,11.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,28.9,31.9,24.9
Jeff Garcia,GarcJe00,QB,35.248000000000005,2005-10-30,NFL,DET,10,,CHI,3,L 13-19,7,8,Sun,23.0,35.0,65.71,197.0,0.0,1.0,68.4,2.0,12.0,5.63,4.34,4.0,6.0,1.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,6.5,7.5,7.5
Antonio Gates,GateAn00,TE,25.134,2005-10-30,NFL,LAC,23,,KAN,12,W 28-20,8,8,Sun,,,,,,,,,,,,,,,,16.0,10.0,145.0,14.5,3.0,62.5%,9.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,42.5,45.5,37.5
David Givens,GiveDa00,WR,25.075,2005-10-30,NFL,NEW,16,,BUF,2,W 21-16,7,8,Sun,,,,,,,,,,,,,,,,9.0,7.0,58.0,8.29,0.0,77.8%,6.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,12.8,12.8,9.3
Terry Glenn,GlenTe00,WR,31.099,2005-10-30,NFL,DAL,8,,ARI,7,W 34-13,8,8,Sun,,,,,,,,,,,,,,,,4.0,3.0,65.0,21.67,0.0,75.0%,16.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.5,9.5,8.0
Nick Goings,GoinNi00,RB,27.276999999999997,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,5.0,20.0,4.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0
Tony Gonzalez,GonzTo00,TE,29.245,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,,,,,,,,,,,,,,,,10.0,7.0,97.0,13.86,1.0,70.0%,9.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,22.7,22.7,19.2
Lamar Gordon,GordLa00,RB,25.296,2005-10-30,NFL,PHI,20,@,DEN,9,L 21-49,7,8,Sun,,,,,,,,,,,,2.0,16.0,8.0,0.0,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.9,3.9,3.4
Frank Gore,GoreFr00,RB,22.169,2005-10-30,NFL,SFO,28,,TAM,25,W 15-10,7,8,Sun,,,,,,,,,,,,10.0,40.0,4.0,0.0,1.0,1.0,-7.0,-7.0,0.0,100.0%,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.3,4.3,3.8
Robbie Gould,gouldrob01,K,22.328000000000003,2005-10-30,NFL,CHI,3,@,DET,10,W 19-13,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,7.0
Daniel Graham,GrahDa00,TE,26.348000000000003,2005-10-30,NFL,NEW,16,,BUF,2,W 21-16,7,8,Sun,,,,,,,,,,,,,,,,2.0,1.0,15.0,15.0,0.0,50.0%,7.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,2.5,2.0
Trent Green,GreeTr00,QB,35.113,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,31.0,43.0,72.09,347.0,2.0,0.0,111.3,4.0,24.0,8.07,9.0,1.0,2.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08,20.1,24.1,20.1
William Green,GreeWi01,RB,25.316999999999997,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,,,,,,,,,,,,10.0,48.0,4.8,0.0,2.0,1.0,4.0,4.0,0.0,50.0%,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.2,6.2,5.7
Jason Hanson,hansojas01,K,35.135,2005-10-30,NFL,DET,10,,CHI,3,L 13-19,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,7.0,7.0,,7.0
Steve Heiden,HeidSt00,TE,29.039,2005-10-30,NFL,CLE,5,@,HOU,32,L 16-19,7,8,Sun,,,,,,,,,,,,,,,,5.0,4.0,43.0,10.75,0.0,80.0%,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,8.3,8.3,6.3
Devery Henderson,HendDe00,WR,23.218000000000004,2005-10-30,NFL,NOR,15,,MIA,13,L 6-21,8,8,Sun,,,,,,,,,,,,,,,,5.0,1.0,14.0,14.0,0.0,20.0%,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.4,2.4,1.9
Chris Henry,HenrCh00,WR,22.166,2005-10-30,NFL,CIN,4,,GNB,11,W 21-14,8,8,Sun,,,,,,,,,,,,,,,,4.0,2.0,22.0,11.0,0.0,50.0%,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.2,4.2,3.2
Kelly Holcomb,HolcKe00,QB,32.113,2005-10-30,NFL,BUF,2,@,NEW,16,L 16-21,8,8,Sun,20.0,33.0,60.61,263.0,1.0,1.0,83.3,2.0,16.0,7.97,7.21,1.0,-1.0,-1.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,10.4,12.4,11.4
Priest Holmes,HolmPr00,RB,32.023,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,,,,,,,,,,,,14.0,38.0,2.71,0.0,4.0,3.0,15.0,5.0,0.0,75.0%,3.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8.3,8.3,6.8
Chris Horn,HornCh00,WR,28.109,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,,,,,,,,,,,,,,,,8.0,7.0,58.0,8.29,0.0,87.5%,7.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,12.8,12.8,9.3
Joe Horn,HornJo00,WR,33.287,2005-10-30,NFL,NOR,15,,MIA,13,L 6-21,8,8,Sun,,,,,,,,,,,,,,,,12.0,7.0,99.0,14.14,0.0,58.3%,8.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,16.9,16.9,13.4
T.J. Houshmandzadeh,HousTJ00,WR,28.034000000000002,2005-10-30,NFL,CIN,4,,GNB,11,W 21-14,8,8,Sun,,,,,,,,,,,,1.0,-3.0,-3.0,0.0,6.0,5.0,77.0,15.4,1.0,83.3%,12.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,18.4,18.4,15.9
Steven Jackson,JackSt00,RB,22.1,2005-10-30,NFL,LAR,22,,JAX,30,W 24-21,8,8,Sun,,,,,,,,,,,,25.0,179.0,7.16,0.0,3.0,2.0,21.0,10.5,1.0,66.7%,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,28.0,31.0,27.0
Brandon Jacobs,JacoBr00,RB,23.116,2005-10-30,NFL,NYG,17,,WAS,26,W 36-0,7,8,Sun,,,,,,,,,,,,8.0,14.0,1.75,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,7.4,7.4
Taylor Jacobs,JacoTa00,WR,24.153000000000002,2005-10-30,NFL,WAS,26,@,NYG,17,L 0-36,7,8,Sun,,,,,,,,,,,,,,,,1.0,1.0,24.0,24.0,0.0,100.0%,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.4,3.4,2.9
Sebastian Janikowski,janikseb01,K,27.241999999999997,2005-10-30,NFL,OAK,27,@,TEN,19,W 34-25,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,10.0,10.0,,10.0
Brad Johnson,JohnBr00,QB,37.047,2005-10-30,NFL,MIN,14,@,CAR,29,L 13-38,7,8,Sun,13.0,28.0,46.43,162.0,1.0,0.0,76.8,2.0,14.0,5.79,6.5,4.0,30.0,7.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,13.5,13.5,13.5
Bryant Johnson,JohnBr02,WR,24.237,2005-10-30,NFL,ARI,7,@,DAL,8,L 13-34,7,8,Sun,,,,,,,,,,,,,,,,5.0,2.0,14.0,7.0,0.0,40.0%,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.4,3.4,2.4
Chad Johnson,JohnCh01,WR,27.294,2005-10-30,NFL,CIN,4,,GNB,11,W 21-14,8,8,Sun,,,,,,,,,,,,1.0,8.0,8.0,0.0,13.0,5.0,62.0,12.4,0.0,38.5%,4.77,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,12.0,12.0,9.5
Jeremi Johnson,JohnJe00,RB,25.055999999999997,2005-10-30,NFL,CIN,4,,GNB,11,W 21-14,8,8,Sun,,,,,,,,,,,,,,,,1.0,1.0,27.0,27.0,1.0,100.0%,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,9.7,9.7,9.2
Keyshawn Johnson,JohnKe00,WR,33.1,2005-10-30,NFL,DAL,8,,ARI,7,W 34-13,8,8,Sun,,,,,,,,,,,,,,,,7.0,6.0,54.0,9.0,1.0,85.7%,7.71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,17.4,17.4,14.4
Kyle Johnson,JohnKy00,RB,26.319000000000003,2005-10-30,NFL,DEN,9,,PHI,20,W 49-21,8,8,Sun,,,,,,,,,,,,,,,,5.0,1.0,6.0,6.0,1.0,20.0%,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.6,7.6,7.1
Larry Johnson,JohnLa00,RB,25.345,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,,,,,,,,,,,,6.0,55.0,9.17,0.0,5.0,3.0,28.0,9.33,0.0,60.0%,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,11.3,11.3,9.8
Rudi Johnson,JohnRu00,RB,26.029,2005-10-30,NFL,CIN,4,,GNB,11,W 21-14,8,8,Sun,,,,,,,,,,,,22.0,72.0,3.27,0.0,1.0,1.0,0.0,0.0,0.0,100.0%,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,8.2,8.2,7.7
Kevin Jones,JoneKe02,RB,23.07,2005-10-30,NFL,DET,10,,CHI,3,L 13-19,7,8,Sun,,,,,,,,,,,,18.0,66.0,3.67,1.0,6.0,5.0,13.0,2.6,0.0,83.3%,2.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,18.9,18.9,16.4
Matt Jones,JoneMa00,WR,22.191,2005-10-30,NFL,JAX,30,@,LAR,22,L 21-24,7,8,Sun,,,,,,,,,,,,,,,,9.0,4.0,38.0,9.5,1.0,44.4%,4.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,13.8,13.8,11.8
Thomas Jones,JoneTh00,RB,27.072,2005-10-30,NFL,CHI,3,@,DET,10,W 19-13,7,8,Sun,,,,,,,,,,,,22.0,72.0,3.27,0.0,5.0,3.0,25.0,8.33,0.0,60.0%,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,10.7,11.7,9.2
LaMont Jordan,JordLa00,RB,26.353,2005-10-30,NFL,OAK,27,@,TEN,19,W 34-25,7,8,Sun,,,,,,,,,,,,20.0,67.0,3.35,0.0,6.0,5.0,69.0,13.8,1.0,83.3%,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,24.6,24.6,22.1
John Kasay,kasayjoh01,K,36.003,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,5.0,8.0,8.0,,9.0
Eddie Kennison,KennEd00,WR,32.283,2005-10-30,NFL,KAN,12,@,LAC,23,L 20-28,7,8,Sun,,,,,,,,,,,,,,,,9.0,7.0,115.0,16.43,1.0,77.8%,12.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,24.5,27.5,21.0
Erron Kinney,KinnEr00,TE,28.094,2005-10-30,NFL,TEN,19,,OAK,27,L 25-34,8,8,Sun,,,,,,,,,,,,,,,,7.0,5.0,69.0,13.8,0.0,71.4%,9.86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,11.9,11.9,9.4
Donald Lee,LeexDo00,TE,25.06,2005-10-30,NFL,GNB,11,@,CIN,4,L 14-21,7,8,Sun,,,,,,,,,,,,,,,,4.0,3.0,28.0,9.33,0.0,75.0%,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.8,5.8,4.3
Byron Leftwich,LeftBy00,QB,25.289,2005-10-30,NFL,JAX,30,@,LAR,22,L 21-24,7,8,Sun,18.0,31.0,58.06,213.0,2.0,1.0,87.2,2.0,7.0,6.87,6.71,1.0,9.0,9.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,15.4,16.4,16.4
Ashley Lelie,LeliAs00,WR,25.256,2005-10-30,NFL,DEN,9,,PHI,20,W 49-21,8,8,Sun,,,,,,,,,,,,,,,,6.0,3.0,81.0,27.0,0.0,50.0%,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,11.1,11.1,9.6
Greg Lewis,LewiGr01,WR,25.26,2005-10-30,NFL,PHI,20,@,DEN,9,L 21-49,7,8,Sun,,,,,,,,,,,,,,,,4.0,1.0,15.0,15.0,0.0,25.0%,3.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,2.5,2.0
Rian Lindell,linderia01,K,28.283,2005-10-30,NFL,BUF,2,@,NEW,16,L 16-21,8,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,10.0,10.0,,11.0
Brandon Lloyd,LloyBr00,WR,24.116999999999997,2005-10-30,NFL,SFO,28,,TAM,25,W 15-10,7,8,Sun,,,,,,,,,,,,,,,,6.0,2.0,18.0,9.0,0.0,33.3%,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3.8,3.8,2.8
Dane Looker,LookDa00,WR,29.208000000000002,2005-10-30,NFL,LAR,22,,JAX,30,W 24-21,8,8,Sun,,,,,,,,,,,,,,,,4.0,3.0,23.0,7.67,0.0,75.0%,5.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.3,5.3,3.8
Kris Mangum,MangKr00,TE,32.076,2005-10-30,NFL,CAR,29,,MIN,14,W 38-13,7,8,Sun,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,100.0%,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.1,7.1,6.6
Eli Manning,MannEl00,QB,24.3,2005-10-30,NFL,NYG,17,,WAS,26,W 36-0,7,8,Sun,12.0,31.0,38.71,146.0,1.0,1.0,51.3,2.0,22.0,4.71,3.9,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,7.8,8.8,8.8
Olindo Mare,marexoli01,K,32.146,2005-10-30,NFL,MIA,13,@,NOR,15,W 21-6,7,8,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,1.0,13.0,13.0,,15.0
