Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
Brian Finneran,FinnBr00,WR,25.326,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,7.0,5.0,93.0,18.6,0.0,71.4%,13.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,14.3,14.3,11.8
Zeron Flemister,FlemZe00,TE,25.105999999999998,2001-12-23,NFL,WAS,26,,CHI,3,L 15-20,14,15,Sun,,,,,,,,,,,,,,,,5.0,2.0,44.0,22.0,0.0,40.0%,8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.4,6.4,5.4
Doug Flutie,FlutDo00,QB,39.061,2001-12-23,NFL,LAC,23,@,KAN,12,L 17-20,15,15,Sun,15.0,27.0,55.56,175.0,2.0,0.0,100.1,2.0,11.0,6.48,7.96,2.0,20.0,10.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,17.0,17.0
Bubba Franks,FranBu00,TE,23.351,2001-12-23,NFL,GNB,11,,CLE,5,W 30-7,14,15,Sun,,,,,,,,,,,,,,,,5.0,4.0,29.0,7.25,2.0,80.0%,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,18.9,18.9,16.9
Antonio Freeman,FreeAn00,WR,29.21,2001-12-23,NFL,GNB,11,,CLE,5,W 30-7,14,15,Sun,,,,,,,,,,,,,,,,6.0,2.0,24.0,12.0,0.0,33.3%,4.0,0.0,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,0.0,,,,,2.4,4.4,4.4,3.4
Chris Fuamatu-Ma'afala,FuamCh00,RB,24.294,2001-12-23,NFL,PIT,21,,DET,10,W 47-14,14,15,Sun,,,,,,,,,,,,26.0,126.0,4.85,0.0,2.0,2.0,53.0,26.5,0.0,100.0%,26.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,19.9,22.9,18.9
Joey Galloway,GallJo00,WR,30.033,2001-12-23,NFL,DAL,8,@,ARI,7,L 10-17,14,15,Sun,,,,,,,,,,,,,,,,3.0,3.0,28.0,9.33,0.0,100.0%,9.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.8,5.8,4.3
Rod Gardner,GardRo00,WR,24.058000000000003,2001-12-23,NFL,WAS,26,,CHI,3,L 15-20,14,15,Sun,,,,,,,,,,,,,,,,10.0,6.0,63.0,10.5,0.0,60.0%,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,12.3,12.3,9.3
Trevor Gaylor,GaylTr00,WR,24.05,2001-12-23,NFL,LAC,23,@,KAN,12,L 17-20,15,15,Sun,,,,,,,,,,,,,,,,9.0,5.0,78.0,15.6,0.0,55.6%,8.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,12.8,12.8,10.3
Reggie Germany,GermRe00,WR,23.279,2001-12-23,NFL,BUF,2,@,ATL,1,L 30-33,14,15,Sun,,,,,,,,,,,,,,,,2.0,2.0,40.0,20.0,0.0,100.0%,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,5.0
Damon Gibson,GibsDa00,WR/K,26.301,2001-12-23,NFL,JAX,30,@,MIN,14,W 33-3,14,15,Sun,,,,,,,,,,,,1.0,18.0,18.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3.0,21.0,7.0,0.0,,,,,1.8,1.8,1.8,1.8
Tony Gonzalez,GonzTo00,TE,25.299,2001-12-23,NFL,KAN,12,,LAC,23,W 20-17,14,15,Sun,,,,,,,,,,,,,,,,5.0,2.0,22.0,11.0,0.0,40.0%,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.2,4.2,3.2
Shayne Graham,grahasha01,K,24.014,2001-12-23,NFL,BUF,2,@,ATL,1,L 30-33,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Martin Gramatica,gramamar01,K,26.026,2001-12-23,NFL,TAM,25,,NOR,15,W 48-21,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,16.0,16.0,,16.0
Elvis Grbac,GrbaEl00,QB,31.131999999999998,2001-12-23,NFL,BAL,31,,CIN,4,W 16-0,14,15,Sun,16.0,30.0,53.33,181.0,0.0,0.0,71.7,5.0,33.0,6.03,6.03,2.0,-2.0,-1.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,5.0,6.0,5.0
Ahman Green,GreeAh00,RB,24.31,2001-12-23,NFL,GNB,11,,CLE,5,W 30-7,14,15,Sun,,,,,,,,,,,,21.0,150.0,7.14,0.0,3.0,3.0,18.0,6.0,0.0,100.0%,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,19.8,22.8,18.3
Jacquez Green,GreeJa00,WR,25.342,2001-12-23,NFL,TAM,25,,NOR,15,W 48-21,14,15,Sun,,,,,,,,,,,,,,,,2.0,1.0,14.0,14.0,0.0,50.0%,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.4,2.4,1.9
Trent Green,GreeTr00,QB,31.166999999999998,2001-12-23,NFL,KAN,12,,LAC,23,W 20-17,14,15,Sun,19.0,28.0,67.86,203.0,1.0,2.0,71.0,1.0,0.0,7.25,4.75,5.0,36.0,7.2,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,11.7,13.7,13.7
Az-Zahir Hakim,HakiAz00,WR,24.203000000000003,2001-12-23,NFL,LAR,22,@,CAR,29,W 38-32,14,15,Sun,,,,,,,,,,,,,,,,3.0,2.0,13.0,6.5,0.0,66.7%,4.33,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,1.0,-1.0,-1.0,0.0,,,,,1.3,3.3,3.3,2.3
John Hall,hallxjoh01,K,27.281,2001-12-23,NFL,NYJ,18,@,IND,6,W 29-28,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,5.0,6.0,2.0,2.0,17.0,17.0,,20.0
Troy Hambrick,HambTr00,RB,25.046999999999997,2001-12-23,NFL,DAL,8,@,ARI,7,L 10-17,14,15,Sun,,,,,,,,,,,,4.0,27.0,6.75,0.0,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.7,2.7,2.7,2.7
Jason Hanson,hansojas01,K,31.189,2001-12-23,NFL,DET,10,@,PIT,21,L 14-47,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,,2.0
Jackie Harris,HarrJa00,TE,33.353,2001-12-23,NFL,DAL,8,@,ARI,7,L 10-17,14,15,Sun,,,,,,,,,,,,,,,,4.0,3.0,21.0,7.0,0.0,75.0%,5.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.1,5.1,3.6
Marvin Harrison,HarrMa00,WR,29.12,2001-12-23,NFL,IND,6,,NYJ,18,L 28-29,14,15,Sun,,,,,,,,,,,,,,,,15.0,12.0,127.0,10.58,1.0,80.0%,8.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,30.7,33.7,24.7
Matt Hasselbeck,HassMa00,QB,26.089000000000002,2001-12-23,NFL,SEA,24,@,NYG,17,L 24-27,14,15,Sun,15.0,26.0,57.69,185.0,1.0,1.0,76.6,3.0,24.0,7.12,6.15,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,9.4,8.4
Donald Hayes,HayeDo00,WR,26.163,2001-12-23,NFL,CAR,29,,LAR,22,L 32-38,14,15,Sun,,,,,,,,,,,,,,,,12.0,4.0,77.0,19.25,0.0,33.3%,6.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,11.7,11.7,9.7
Todd Heap,HeapTo00,TE,21.281999999999996,2001-12-23,NFL,BAL,31,,CIN,4,W 16-0,14,15,Sun,,,,,,,,,,,,,,,,2.0,1.0,18.0,18.0,0.0,50.0%,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.8,2.8,2.3
Jon Hilbert,hilbejon01,K,26.160999999999998,2001-12-23,NFL,DAL,8,@,ARI,7,L 10-17,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Ike Hilliard,HillIk00,WR,25.261999999999997,2001-12-23,NFL,NYG,17,,SEA,24,W 27-24,14,15,Sun,,,,,,,,,,,,,,,,10.0,7.0,105.0,15.0,1.0,70.0%,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,23.5,26.5,20.0
Mike Hollis,hollimik01,K,29.215,2001-12-23,NFL,JAX,30,@,MIN,14,W 33-3,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,15.0,15.0,,15.0
Priest Holmes,HolmPr00,RB,28.076999999999998,2001-12-23,NFL,KAN,12,,LAC,23,W 20-17,14,15,Sun,,,,,,,,,,,,23.0,80.0,3.48,0.0,4.0,3.0,12.0,4.0,0.0,75.0%,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,12.2,12.2,10.7
Torry Holt,HoltTo00,WR,25.201,2001-12-23,NFL,LAR,22,@,CAR,29,W 38-32,14,15,Sun,,,,,,,,,,,,,,,,6.0,5.0,86.0,17.2,0.0,83.3%,14.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,13.6,13.6,11.1
Brad Hoover,HoovBr00,RB,25.041999999999998,2001-12-23,NFL,CAR,29,,LAR,22,L 32-38,14,15,Sun,,,,,,,,,,,,,,,,6.0,3.0,38.0,12.67,0.0,50.0%,6.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,6.8,6.8,5.3
Joe Horn,HornJo00,WR,29.340999999999998,2001-12-23,NFL,NOR,15,@,TAM,25,L 21-48,14,15,Sun,,,,,,,,,,,,,,,,11.0,4.0,55.0,13.75,2.0,36.4%,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,21.5,21.5,19.5
T.J. Houshmandzadeh,HousTJ00,WR,24.088,2001-12-23,NFL,CIN,4,@,BAL,31,L 0-16,14,15,Sun,,,,,,,,,,,,,,,,7.0,5.0,63.0,12.6,0.0,71.4%,9.0,0.0,,,,,,,,,,,,,,,3.0,56.0,18.67,0.0,1.0,4.0,4.0,0.0,,,,,6.3,11.3,11.3,8.8
Richard Huntley,HuntRi00,RB,29.096,2001-12-23,NFL,CAR,29,,LAR,22,L 32-38,14,15,Sun,,,,,,,,,,,,19.0,74.0,3.89,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,13.4,13.4,13.4
Trevor Insley,InslTr00,WR,23.363000000000003,2001-12-23,NFL,IND,6,,NYJ,18,L 28-29,14,15,Sun,,,,,,,,,,,,,,,,3.0,2.0,11.0,5.5,0.0,66.7%,3.67,0.0,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,1.1,3.1,3.1,2.1
Qadry Ismail,IsmaQa00,WR,31.045,2001-12-23,NFL,BAL,31,,CIN,4,W 16-0,14,15,Sun,,,,,,,,,,,,,,,,10.0,3.0,31.0,10.33,0.0,30.0%,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.1,6.1,4.6
Arnold Jackson,JackAr00,WR,24.258000000000003,2001-12-23,NFL,ARI,7,,DAL,8,W 17-10,14,15,Sun,,,,,,,,,,,,,,,,6.0,4.0,14.0,3.5,0.0,66.7%,2.33,0.0,,,,,,,,,,,,,,,,,,,3.0,27.0,9.0,0.0,,,,,1.4,5.4,5.4,3.4
Darrell Jackson,JackDa00,WR,23.017,2001-12-23,NFL,SEA,24,@,NYG,17,L 24-27,14,15,Sun,,,,,,,,,,,,,,,,8.0,4.0,25.0,6.25,0.0,50.0%,3.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,6.5,6.5,4.5
Willie Jackson,JackWi00,WR,30.129,2001-12-23,NFL,NOR,15,@,TAM,25,L 21-48,14,15,Sun,,,,,,,,,,,,,,,,10.0,6.0,86.0,14.33,0.0,60.0%,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,14.6,14.6,11.6
Patrick Jeffers,JeffPa00,WR,28.324,2001-12-23,NFL,CAR,29,,LAR,22,L 32-38,14,15,Sun,,,,,,,,,,,,,,,,11.0,7.0,70.0,10.0,0.0,63.6%,6.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,14.0,10.5
Shawn Jefferson,JeffSh00,WR,32.304,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,3.0,2.0,22.0,11.0,0.0,66.7%,7.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.2,4.2,3.2
Brad Johnson,JohnBr00,QB,33.101,2001-12-23,NFL,TAM,25,,NOR,15,W 48-21,14,15,Sun,16.0,31.0,51.61,207.0,3.0,0.0,105.2,0.0,0.0,6.68,8.61,1.0,9.0,9.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,21.2,21.2,21.2
Bryan Johnson,JohnBr01,RB,23.339000000000002,2001-12-23,NFL,WAS,26,,CHI,3,L 15-20,14,15,Sun,,,,,,,,,,,,,,,,2.0,2.0,21.0,10.5,0.0,100.0%,10.5,0.0,2.0,1.0,3.0,0.0,,0.0,,,,,,,,,1.0,14.0,14.0,0.0,,,,,,,,,2.1,4.1,4.1,3.1
Chad Johnson,JohnCh01,WR,23.348000000000003,2001-12-23,NFL,CIN,4,@,BAL,31,L 0-16,14,15,Sun,,,,,,,,,,,,,,,,7.0,3.0,28.0,9.33,0.0,42.9%,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.8,5.8,4.3
Kevin Johnson,JohnKe01,WR,25.160999999999998,2001-12-23,NFL,CLE,5,@,GNB,11,L 7-30,14,15,Sun,,,,,,,,,,,,,,,,9.0,7.0,54.0,7.71,0.0,77.8%,6.0,0.0,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,5.4,12.4,12.4,8.9
Keyshawn Johnson,JohnKe00,WR,29.154,2001-12-23,NFL,TAM,25,,NOR,15,W 48-21,14,15,Sun,,,,,,,,,,,,,,,,8.0,2.0,41.0,20.5,0.0,25.0%,5.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,6.1,6.1,5.1
Leon Johnson,JohnLe00,RB,27.163,2001-12-23,NFL,CHI,3,@,WAS,26,W 20-15,14,15,Sun,,,,,,,,,,,,2.0,34.0,17.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,1.0,14.0,14.0,0.0,4.0,42.0,10.5,0.0,,,,,9.4,9.4,9.4,9.4
Freddie Jones,JoneFr00,TE,27.098000000000003,2001-12-23,NFL,LAC,23,@,KAN,12,L 17-20,15,15,Sun,,,,,,,,,,,,,,,,4.0,3.0,29.0,9.67,1.0,75.0%,7.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,11.9,11.9,10.4
Thomas Jones,JoneTh00,RB,23.125999999999998,2001-12-23,NFL,ARI,7,,DAL,8,W 17-10,14,15,Sun,,,,,,,,,,,,4.0,18.0,4.5,0.0,3.0,3.0,12.0,4.0,0.0,100.0%,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,4.5
LaMont Jordan,JordLa00,RB,23.041999999999998,2001-12-23,NFL,NYJ,18,@,IND,6,W 29-28,14,15,Sun,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,2.0,13.0,6.5,0.0,1.0,1.0,25.0,25.0,1.0,100.0%,25.0,0.0,,,,,,,,,,,,,,,1.0,23.0,23.0,0.0,,,,,,,,,9.8,10.8,10.8,10.3
Elvis Joseph,JoseEl00,RB,23.115,2001-12-23,NFL,JAX,30,@,MIN,14,W 33-3,14,15,Sun,,,,,,,,,,,,8.0,86.0,10.75,0.0,2.0,2.0,31.0,15.5,0.0,100.0%,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,13.7,13.7,12.7
Joe Jurevicius,JureJo00,WR,27.0,2001-12-23,NFL,NYG,17,,SEA,24,W 27-24,14,15,Sun,,,,,,,,,,,,,,,,9.0,4.0,52.0,13.0,0.0,44.4%,5.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,9.2,9.2,7.2
John Kasay,kasayjoh01,K,32.056999999999995,2001-12-23,NFL,CAR,29,,LAR,22,L 32-38,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,2.0,2.0,14.0,14.0,,15.0
Reggie Kelly,KellRe00,TE,24.304000000000002,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,3.0,3.0,39.0,13.0,0.0,100.0%,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,6.9,6.9,5.4
Eddie Kennison,KennEd00,WR,28.337,2001-12-23,NFL,KAN,12,,LAC,23,W 20-17,14,15,Sun,,,,,,,,,,,,1.0,-1.0,-1.0,0.0,3.0,3.0,58.0,19.33,0.0,100.0%,19.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,8.7,8.7,7.2
Andre King,KingAn00,WR,28.026999999999997,2001-12-23,NFL,CLE,5,@,GNB,11,L 7-30,14,15,Sun,,,,,,,,,,,,,,,,4.0,3.0,43.0,14.33,0.0,75.0%,10.75,0.0,,,,,,,,,,,,,,,3.0,64.0,21.33,0.0,,,,,,,,,2.3,5.3,6.3,3.8
Brian Kozlowski,KozlBr00,TE,31.08,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,1.0,1.0,43.0,43.0,0.0,100.0%,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.3,5.3,4.8
Dan Kreider,KreiDa00,RB,24.287,2001-12-23,NFL,PIT,21,,DET,10,W 47-14,14,15,Sun,,,,,,,,,,,,2.0,12.0,6.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.2,1.2
Dorsey Levens,LeveDo00,RB,31.215999999999998,2001-12-23,NFL,GNB,11,,CLE,5,W 30-7,14,15,Sun,,,,,,,,,,,,9.0,72.0,8.0,0.0,2.0,2.0,25.0,12.5,1.0,100.0%,12.5,0.0,,,,,,,,,,,,,,,2.0,31.0,15.5,0.0,,,,,,,,,15.7,17.7,17.7,16.7
Rian Lindell,linderia01,K,24.337,2001-12-23,NFL,SEA,24,@,NYG,17,L 24-27,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Kevin Lockett,LockKe00,WR,27.105999999999998,2001-12-23,NFL,WAS,26,,CHI,3,L 15-20,14,15,Sun,,,,,,,,,,,,,,,,4.0,1.0,13.0,13.0,0.0,25.0%,3.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.3,2.3,1.8
Ryan Longwell,longwrya01,K,27.129,2001-12-23,NFL,GNB,11,,CLE,5,W 30-7,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,6.0,6.0,,6.0
Mike Lucky,LuckMi00,TE,26.03,2001-12-23,NFL,DAL,8,@,ARI,7,L 10-17,14,15,Sun,,,,,,,,,,,,,,,,2.0,2.0,29.0,14.5,0.0,100.0%,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.9,4.9,3.9
Stacey Mack,MackSt00,RB,26.18,2001-12-23,NFL,JAX,30,@,MIN,14,W 33-3,14,15,Sun,,,,,,,,,,,,27.0,111.0,4.11,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,23.1,26.1,23.1
Tommy Maddox,MaddTo00,QB,30.112,2001-12-23,NFL,PIT,21,,DET,10,W 47-14,14,15,Sun,,,,,,,,,,,,2.0,4.0,2.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,6.4,6.4
Joel Makovicka,MakoJo00,RB,26.078000000000003,2001-12-23,NFL,ARI,7,,DAL,8,W 17-10,14,15,Sun,,,,,,,,,,,,,,,,4.0,3.0,12.0,4.0,0.0,75.0%,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,4.2,4.2,2.7
Peyton Manning,MannPe00,QB,25.274,2001-12-23,NFL,IND,6,,NYJ,18,L 28-29,14,15,Sun,25.0,35.0,71.43,228.0,1.0,0.0,98.3,2.0,7.0,6.51,7.09,1.0,7.0,7.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,13.8,13.8,13.8
Curtis Martin,MartCu00,RB,28.236,2001-12-23,NFL,NYJ,18,@,IND,6,W 29-28,14,15,Sun,,,,,,,,,,,,23.0,122.0,5.3,0.0,7.0,6.0,47.0,7.83,0.0,85.7%,6.71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,22.9,25.9,19.9
Tony Martin,MartTo00,WR,36.109,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,7.0,3.0,92.0,30.67,1.0,42.9%,13.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,18.2,18.2,16.7
Terance Mathis,MathTe00,WR,34.199,2001-12-23,NFL,ATL,1,,BUF,2,W 33-30,14,15,Sun,,,,,,,,,,,,,,,,8.0,6.0,66.0,11.0,0.0,75.0%,8.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,12.6,12.6,9.6
Brad Maynard,MaynBr20,P,27.316999999999997,2001-12-23,NFL,CHI,3,@,WAS,26,W 20-15,14,15,Sun,1.0,1.0,100.0,27.0,1.0,0.0,158.3,0.0,0.0,27.0,47.0,1.0,-10.0,-10.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,4.1,4.1,4.1
Keenan McCardell,McCaKe00,WR,31.351,2001-12-23,NFL,JAX,30,@,MIN,14,W 33-3,14,15,Sun,,,,,,,,,,,,,,,,6.0,4.0,35.0,8.75,1.0,66.7%,5.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,13.5,13.5,11.5
Kevin McDougal,McDoKe01,RB,24.219,2001-12-23,NFL,IND,6,,NYJ,18,L 28-29,14,15,Sun,,,,,,,,,,,,,,,,1.0,1.0,10.0,10.0,0.0,100.0%,10.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,7.0,161.0,23.0,0.0,,,,,,,,,1.0,2.0,2.0,1.5
Mike McMahon,McMaMi00,QB,22.318,2001-12-23,NFL,DET,10,@,PIT,21,L 14-47,14,15,Sun,12.0,28.0,42.86,118.0,2.0,1.0,64.3,6.0,41.0,4.21,4.04,2.0,21.0,10.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82,8.8,11.8,9.8
Jim Miller,MillJi00,QB,30.316999999999997,2001-12-23,NFL,CHI,3,@,WAS,26,W 20-15,14,15,Sun,13.0,26.0,50.0,98.0,0.0,0.0,59.5,0.0,0.0,3.77,3.77,3.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,3.9,3.9,3.9
Snoop Minnis,MinnMa00,WR,24.32,2001-12-23,NFL,KAN,12,,LAC,23,W 20-17,14,15,Sun,,,,,,,,,,,,,,,,7.0,6.0,80.0,13.33,0.0,85.7%,11.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,14.0,11.0
Tywan Mitchell,MitcTy00,TE,26.013,2001-12-23,NFL,ARI,7,,DAL,8,W 17-10,14,15,Sun,,,,,,,,,,,,,,,,4.0,2.0,11.0,5.5,0.0,50.0%,2.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,3.1,3.1,2.1
Dave Moore,MoorDa00,TE,32.042,2001-12-23,NFL,TAM,25,,NOR,15,W 48-21,14,15,Sun,,,,,,,,,,,,,,,,5.0,3.0,55.0,18.33,1.0,60.0%,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,14.5,14.5,13.0
Quincy Morgan,MorgQu00,WR,24.090999999999998,2001-12-23,NFL,CLE,5,@,GNB,11,L 7-30,14,15,Sun,,,,,,,,,,,,,,,,5.0,2.0,14.0,7.0,0.0,40.0%,2.8,0.0,,,,,,,,,,,,,,,1.0,20.0,20.0,0.0,,,,,,,,,1.4,3.4,3.4,2.4
Harold Morrow,MorrHa00,RB,28.302,2001-12-23,NFL,MIN,14,,JAX,30,L 3-33,14,15,Sun,,,,,,,,,,,,,,,,2.0,2.0,24.0,12.0,0.0,100.0%,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.4,4.4,3.4
Johnnie Morton,MortJo00,WR,30.076999999999998,2001-12-23,NFL,DET,10,@,PIT,21,L 14-47,14,15,Sun,,,,,,,,,,,,,,,,5.0,2.0,26.0,13.0,0.0,40.0%,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.6,4.6,3.6
Randy Moss,MossRa00,WR,24.313000000000002,2001-12-23,NFL,MIN,14,,JAX,30,L 3-33,14,15,Sun,,,,,,,,,,,,,,,,8.0,3.0,34.0,11.33,0.0,37.5%,4.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,6.4,6.4,4.9
Eric Moulds,MoulEr00,WR,28.159000000000002,2001-12-23,NFL,BUF,2,@,ATL,1,L 30-33,14,15,Sun,,,,,,,,,,,,1.0,6.0,6.0,0.0,8.0,4.0,43.0,10.75,1.0,50.0%,5.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,14.9,14.9,12.9
Cedric Oglesby,oglesced01,K,24.15,2001-12-23,NFL,ARI,7,,DAL,8,W 17-10,14,15,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,5.0
