Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-09-21, Temple, USF, +17.5, -17.5, +62.0
2017-09-22, Utah, Arizona, -4.0, +4.0, +60.5
2017-09-22, UVA, Boise State, +13.0, -13.0, +49.0
2017-09-23, Wake Forest, Appalachian St, -5.5, +5.5, +48.5
2017-09-23, Duke, UNC, +1.5, -1.5, +61.0
2017-09-23, Michigan, Purdue, -11.5, +11.5, +51.5
2017-09-23, Pitt, Georgia Tech, +7.5, -7.5, +55.5
2017-09-23, Penn State, Iowa, -12.0, +12.0, +53.0
2017-09-23, Boston College, Clemson, +33.0, -33.0, +52.5
2017-09-23, North Carolina St, FSU, +11.0, -11.0, +50.5
2017-09-23, Miss St, Georgia, +3.0, -3.0, +47.5
2017-09-23, LA Tech, South Carolina, +9.5, -9.5, +51.5
2017-09-23, UMass, Tennessee, +28.0, -28.0, +60.0
2017-09-23, West Virginia, Kansas, -23.0, +23.0, +71.0
2017-09-23, Florida, Kentucky, -2.5, +2.5, +44.5
2017-09-23, UCF, Maryland, +4.0, -4.0, +61.0
2017-09-23, Ohio, E Michigan, +1.5, -1.5, +54.5
2017-09-23, Miami (OH), Cent Michigan, -1.0, +1.0, +51.5
2017-09-23, Old Dominion, VT, +28.5, -28.5, +52.0
2017-09-23, Georgia State, Charlotte, +1.0, -1.0, +49.5
2017-09-23, Ga Southern, Indiana, +21.5, -21.5, +51.5
2017-09-23, FAU, Buffalo, +2.0, -2.0, +57.5
2017-09-23, Rutgers, Nebraska, +11.0, -11.0, +47.5
2017-09-23, Toledo, Miami (FL), +13.0, -13.0, +60.5
2017-09-23, Washington, Colorado, -10.5, +10.5, +54.0
2017-09-23, UTEP, New Mexico St, +17.0, -17.0, +58.5
2017-09-23, Cincinnati, Navy, +9.0, -9.0, +52.5
2017-09-23, UNLV, OSU, +41.0, -41.0, +67.0
2017-09-23, Notre Dame, Michigan State, -3.0, +3.0, +54.0
2017-09-23, Hawaii, Wyoming, +5.5, -5.5, +54.5
2017-09-23, Syracuse, LSU, +21.0, -21.0, +56.0
2017-09-23, Akron, Troy, +17.0, -17.0, +54.5
2017-09-23, Auburn, Missouri, -18.0, +18.0, +59.0
2017-09-23, Texas Tech, Houston, +6.5, -6.5, +68.0
2017-09-23, Arkansas State, SMU, +3.0, -3.0, +72.5
2017-09-23, Alabama, Vanderbilt, -20.0, +20.0, +43.0
2017-09-23, TCU, Oklahoma State, +8.5, -8.5, +68.0
2017-09-23, Ball State, W Kentucky, +12.5, -12.5, +50.0
2017-09-23, UTSA, Texas State, -13.5, +13.5, +45.0
2017-09-23, San Diego State, Air Force, -2.5, +2.5, +48.0
2017-09-23, Arkansas, Texas A&M, +2.0, -2.0, +56.0
2017-09-23, FIU, Rice, +2.0, -2.0, +52.5
2017-09-23, Idaho, South Alabama, +7.0, -7.0, +56.0
2017-09-23, Oklahoma, Baylor, -28.0, +28.0, +61.5
2017-09-23, USC, Cal, -16.5, +16.5, +63.5
2017-09-23, Oregon, Arizona State, -13.5, +13.5, +76.0
2017-09-23, UCLA, Stanford, +7.0, -7.0, +59.0
2017-09-23, Nevada, Washington St, +29.0, -29.0, +65.5
2017-09-23, Kent State, Louisville, +41.5, -41.5, +56.0
2017-09-23, New Mexico, Tulsa, +10.0, -10.0, +68.0
2017-09-23, Bowling Green, Mid Tennessee, +6.5, -6.5, +53.5
2017-09-23, Army, Tulane, +3.0, -3.0, +45.0
2017-09-23, UAB, North Texas, +10.5, -10.5, +60.0
2017-09-23, UL Monroe, LA-Lafayette, +5.0, -5.0, +60.0
2017-09-23, Utah State, San Jose State, -1.5, +1.5, +55.0
2017-09-24, ECU, UConn, +4.5, -4.5, +63.5
