Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-09-14, New Mexico, Boise State, +15.5, -15.5, +57.0
2017-09-15, UMass, Temple, +14.5, -14.5, +53.0
2017-09-15, Illinois, USF, +17.0, -17.0, +55.5
2017-09-15, Arizona, UTEP, -24.5, +24.5, +58.5
2017-09-16, Georgia Tech, UCF, -2.0, +2.0, +0.0
2017-09-16, Kentucky, South Carolina, +6.5, -6.5, +48.0
2017-09-16, Kent State, Marshall, +14.0, -14.0, +51.0
2017-09-16, Notre Dame, Boston College, -13.5, +13.5, +51.5
2017-09-16, UConn, UVA, +10.5, -10.5, +51.0
2017-09-16, Air Force, Michigan, +22.5, -22.5, +51.5
2017-09-16, Coastal Carolina, UAB, +2.0, -2.0, +52.5
2017-09-16, Cincinnati, Miami (OH), +3.5, -3.5, +49.0
2017-09-16, Georgia State, Penn State, +37.5, -37.5, +55.0
2017-09-16, Iowa State, Akron, -10.0, +10.0, +63.0
2017-09-16, Oklahoma State, Pitt, -10.5, +10.5, +66.0
2017-09-16, Mid Tennessee, Minnesota, +10.0, -10.0, +53.0
2017-09-16, FIU, Indiana, +25.0, -25.0, +0.0
2017-09-16, UCLA, Memphis, -3.0, +3.0, +72.0
2017-09-16, N Illinois, Nebraska, +11.0, -11.0, +56.5
2017-09-16, Baylor, Duke, +12.5, -12.5, +59.0
2017-09-16, Kansas, Ohio, +7.5, -7.5, +58.5
2017-09-16, Utah State, Wake Forest, +14.0, -14.0, +51.5
2017-09-16, Clemson, Louisville, -3.0, +3.0, +60.5
2017-09-16, Cent Michigan, Syracuse, +7.0, -7.0, +67.5
2017-09-16, VT, ECU, -25.5, +25.5, +60.0
2017-09-16, Wisconsin, BYU, -14.0, +14.0, +42.0
2017-09-16, Purdue, Missouri, +6.0, -6.0, +76.0
2017-09-16, North Texas, Iowa, +19.5, -19.5, +52.5
2017-09-16, LA-Lafayette, Texas A&M, +23.0, -23.0, +63.0
2017-09-16, Bowling Green, Northwestern, +21.0, -21.0, +56.0
2017-09-16, Tulane, Oklahoma, +32.5, -32.5, +54.5
2017-09-16, Tennessee, Florida, +5.5, -5.5, +49.5
2017-09-16, SMU, TCU, +22.0, -22.0, +64.0
2017-09-16, LA Tech, W Kentucky, +4.5, -4.5, +62.0
2017-09-16, Army, OSU, +31.0, -31.0, +54.0
2017-09-16, Oregon State, Washington St, +20.0, -20.0, +65.5
2017-09-16, Appalachian St, Texas State, -22.0, +22.0, +48.5
2017-09-16, Colorado State, Alabama, +30.5, -30.5, +55.5
2017-09-16, Tulsa, Toledo, +7.0, -7.0, +74.0
2017-09-16, Idaho, W Michigan, +17.5, -17.5, +55.0
2017-09-16, Southern Miss, UL Monroe, -6.5, +6.5, +55.5
2017-09-16, Oregon, Wyoming, -14.0, +14.0, +63.5
2017-09-16, LSU, Miss St, -7.0, +7.0, +53.0
2017-09-16, Kansas State, Vanderbilt, -5.0, +5.0, +49.0
2017-09-16, Rice, Houston, +22.5, -22.5, +54.0
2017-09-16, Troy, New Mexico St, -8.5, +8.5, +60.5
2017-09-16, Texas, USC, +17.0, -17.0, +66.5
2017-09-16, San Jose State, Utah, +27.0, -27.0, +59.0
2017-09-16, Fresno State, Washington, +33.5, -33.5, +56.5
2017-09-16, Ole Miss, Cal, -6.5, +6.5, +68.5
2017-09-16, Stanford, San Diego State, -8.5, +8.5, +47.5
2017-09-16, Arizona State, Texas Tech, +6.5, -6.5, +75.5
2017-09-16, UNC, Old Dominion, -10.5, +10.5, +55.0
