Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-12-01, Stanford, USC, +3.5, -3.5, +58.5
2017-12-02, Georgia, Auburn, -1.5, +1.5, +47.0
2017-12-02, Miami (FL), Clemson, +12.0, -12.0, +48.5
2017-12-02, OSU, Wisconsin, -3.5, +3.5, +51.5
2017-12-02, TCU, Oklahoma, +7.0, -7.0, +64.0
2017-12-02, LA-Lafayette, Appalachian St, +15.0, -15.0, +58.5
2017-12-02, Troy, Arkansas State, -1.0, +1.0, +59.5
2017-12-02, South Alabama, New Mexico St, +11.0, -11.0, +54.5
2017-12-02, North Texas, FAU, +11.5, -11.5, +71.0
2017-12-02, Akron, Toledo, +20.0, -20.0, +61.5
2017-12-02, UMass, FIU, -2.5, +2.5, +56.0
2017-12-02, UL Monroe, FSU, +26.0, -26.0, +65.5
2017-12-02, Memphis, UCF, +7.0, -7.0, +80.5
2017-12-02, Fresno State, Boise State, +10.0, -10.0, +51.0
2017-12-02, Idaho, Georgia State, +6.5, -6.5, +45.5
2017-12-02, Ga Southern, Coastal Carolina, -3.0, +3.0, +49.0
