Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2007-08-30, Miami (OH), Ball State, +3.5, -3.5, +53.0
2007-08-30, Buffalo, Rutgers, +32.0, -32.0, +50.5
2007-08-30, LSU, Miss St, -19.5, +19.5, +44.5
2007-08-30, Kent State, Iowa State, +3.5, -3.5, +45.5
2007-08-30, UNLV, Utah State, -6.5, +6.5, +47.5
2007-08-30, Utah, Oregon State, +5.0, -5.0, +52.0
2007-08-30, Tulsa, UL Monroe, -3.0, +3.0, +53.5
2007-08-31, Navy, Temple, -21.0, +21.0, +52.0
2007-08-31, Washington, Syracuse, -3.0, +3.0, +43.5
2007-09-01, W Michigan, West Virginia, +23.5, -23.5, +59.0
2007-09-01, ECU, VT, +28.0, -28.0, +41.0
2007-09-01, Marshall, Miami (FL), +18.0, -18.0, +48.0
2007-09-01, UAB, Michigan State, +24.0, -24.0, +49.0
2007-09-01, UConn, Duke, -4.0, +4.0, +51.0
2007-09-01, UVA, Wyoming, -3.0, +3.0, +41.5
2007-09-01, Nevada, Nebraska, +21.0, -21.0, +50.0
2007-09-01, Ole Miss, Memphis, -2.5, +2.5, +47.0
2007-09-01, Iowa, N Illinois, -12.0, +12.0, +45.5
2007-09-01, Houston, Oregon, +17.5, -17.5, +57.0
2007-09-01, Washington St, Wisconsin, +14.0, -14.0, +50.0
2007-09-01, Georgia Tech, Notre Dame, +1.0, -1.0, +44.5
2007-09-01, Missouri, Illinois, -5.5, +5.5, +57.0
2007-09-01, UCLA, Stanford, -16.5, +16.5, +44.5
2007-09-01, Wake Forest, Boston College, +5.5, -5.5, +41.5
2007-09-01, Arizona, BYU, +3.5, -3.5, +47.5
2007-09-01, Army, Akron, +5.0, -5.0, +42.5
2007-09-01, UCF, North Carolina St, +7.0, -7.0, +47.5
2007-09-01, Baylor, TCU, +21.5, -21.5, +46.0
2007-09-01, Oklahoma State, Georgia, +6.0, -6.0, +56.5
2007-09-01, Cent Michigan, Kansas, +7.5, -7.5, +51.5
