Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-10-04, Arkansas State, Ga Southern, -8.5, +8.5, +55.0
2017-10-05, Louisville, North Carolina St, -3.0, +3.0, +66.5
2017-10-06, Memphis, UConn, -15.0, +15.0, +74.0
2017-10-06, Boise State, BYU, -7.0, +7.0, +46.0
2017-10-07, UCF, Cincinnati, -16.5, +16.5, +53.5
2017-10-07, Illinois, Iowa, +16.0, -16.0, +43.0
2017-10-07, Notre Dame, UNC, -13.5, +13.5, +63.0
2017-10-07, W Michigan, Buffalo, -7.5, +7.5, +51.0
2017-10-07, E Michigan, Toledo, +14.0, -14.0, +60.0
2017-10-07, Cent Michigan, Ohio, +11.5, -11.5, +53.5
2017-10-07, Ball State, Akron, +4.5, -4.5, +51.5
2017-10-07, Bowling Green, Miami (OH), +17.0, -17.0, +51.0
2017-10-07, Marshall, Charlotte, -14.5, +14.5, +51.0
2017-10-07, Georgia State, Coastal Carolina, -1.0, +1.0, +50.0
2017-10-07, Penn State, Northwestern, -14.0, +14.0, +51.0
2017-10-07, Temple, ECU, -3.0, +3.0, +58.0
2017-10-07, Duke, UVA, -1.0, +1.0, +52.0
2017-10-07, Pitt, Syracuse, +3.0, -3.0, +64.0
2017-10-07, VT, Boston College, -16.5, +16.5, +46.5
2017-10-07, New Mexico St, Appalachian St, +13.0, -13.0, +55.5
2017-10-07, Maryland, OSU, +30.5, -30.5, +60.5
2017-10-07, Wake Forest, Clemson, +21.0, -21.0, +50.5
2017-10-07, Michigan State, Michigan, +11.5, -11.5, +40.0
2017-10-07, Southern Miss, UTSA, +11.0, -11.0, +50.0
2017-10-07, W Kentucky, UTEP, -17.0, +17.0, +54.5
2017-10-07, Stanford, Utah, -3.0, +3.0, +51.5
2017-10-07, LA-Lafayette, Idaho, +6.5, -6.5, +62.0
2017-10-07, Colorado State, Utah State, -9.5, +9.5, +64.5
2017-10-07, Tulsa, Tulane, +5.0, -5.0, +50.5
2017-10-07, Army, Rice, -13.0, +13.0, +48.0
2017-10-07, San Diego State, UNLV, -10.0, +10.0, +56.5
2017-10-07, Air Force, Navy, +7.5, -7.5, +54.5
2017-10-07, Arkansas, South Carolina, -3.5, +3.5, +45.0
2017-10-07, Arizona, Colorado, +6.5, -6.5, +58.5
2017-10-07, Texas Tech, Kansas, -14.5, +14.5, +77.5
2017-10-07, Cal, Washington, +28.5, -28.5, +54.5
2017-10-07, Oregon State, USC, +33.0, -33.0, +58.5
2017-10-07, UL Monroe, Texas State, -6.0, +6.0, +56.0
2017-10-07, Georgia, Vanderbilt, -17.0, +17.0, +41.0
2017-10-07, West Virginia, TCU, +13.0, -13.0, +66.0
2017-10-07, LA Tech, UAB, -10.5, +10.5, +66.0
2017-10-07, Kent State, N Illinois, +23.0, -23.0, +44.5
2017-10-07, FAU, Old Dominion, -5.0, +5.0, +57.5
2017-10-07, LSU, Florida, -1.5, +1.5, +43.5
2017-10-07, Iowa State, Oklahoma, +30.5, -30.5, +62.0
2017-10-07, SMU, Houston, +9.5, -9.5, +61.0
2017-10-07, Missouri, Kentucky, +9.0, -9.0, +60.0
2017-10-07, Wisconsin, Nebraska, -11.5, +11.5, +47.0
2017-10-07, Ole Miss, Auburn, +22.0, -22.0, +56.0
2017-10-07, Kansas State, Texas, +6.5, -6.5, +47.0
2017-10-07, Alabama, Texas A&M, -26.0, +26.0, +56.0
2017-10-07, Fresno State, San Jose State, -17.0, +17.0, +60.5
2017-10-07, Hawaii, Nevada, -3.5, +3.5, +62.5
2017-10-07, Miami (FL), FSU, -2.5, +2.5, +45.5
2017-10-07, Washington St, Oregon, -2.5, +2.5, +61.0
2017-10-07, FIU, Mid Tennessee, +9.5, -9.5, +53.0
2017-10-07, Minnesota, Purdue, +3.5, -3.5, +46.5
