Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2009-09-03, South Carolina, North Carolina St, +4.5, -4.5, +47.0
2009-09-03, Utah State, Utah, +21.0, -21.0, +50.0
2009-09-03, Oregon, Boise State, +3.0, -3.0, +63.5
2009-09-03, Troy, Bowling Green, -7.0, +7.0, +55.5
2009-09-03, North Texas, Ball State, +15.5, -15.5, +54.0
2009-09-04, Tulsa, Tulane, -14.0, +14.0, +61.0
2009-09-05, Navy, OSU, +22.5, -22.5, +46.0
2009-09-05, Akron, Penn State, +29.5, -29.5, +57.5
2009-09-05, W Michigan, Michigan, +13.5, -13.5, +52.5
2009-09-05, UConn, Ohio, -4.0, +4.0, +45.0
2009-09-05, Nevada, Notre Dame, +14.5, -14.5, +60.0
2009-09-05, Georgia, Oklahoma State, +5.0, -5.0, +57.5
2009-09-05, Kentucky, Miami (OH), -16.5, +16.5, +49.0
2009-09-05, BYU, Oklahoma, +23.0, -23.0, +63.5
2009-09-05, Missouri, Illinois, +7.0, -7.0, +58.5
2009-09-05, Rice, UAB, +6.0, -6.0, +58.0
2009-09-05, Baylor, Wake Forest, +3.0, -3.0, +50.5
2009-09-05, Minnesota, Syracuse, -7.0, +7.0, +48.5
2009-09-05, Army, E Michigan, +3.5, -3.5, +48.0
2009-09-05, N Illinois, Wisconsin, +15.5, -15.5, +47.5
2009-09-05, Toledo, Purdue, +10.5, -10.5, +46.5
2009-09-05, Stanford, Washington St, -17.5, +17.5, +51.5
2009-09-05, LA Tech, Auburn, +12.5, -12.5, +46.0
2009-09-05, New Mexico, Texas A&M, +15.5, -15.5, +55.0
2009-09-05, VT, Alabama, +6.0, -6.0, +37.0
2009-09-05, Idaho, New Mexico St, +2.5, -2.5, +50.0
2009-09-05, Buffalo, UTEP, +11.0, -11.0, +60.5
2009-09-05, Maryland, Cal, +21.0, -21.0, +50.0
2009-09-05, San Jose State, USC, +34.5, -34.5, +47.0
2009-09-05, Cent Michigan, Arizona, +14.5, -14.5, +53.5
2009-09-05, San Diego State, UCLA, +18.0, -18.0, +47.0
2009-09-05, LSU, Washington, -17.5, +17.5, +51.5
2009-09-05, FAU, Nebraska, +24.0, -24.0, +59.0
2009-09-05, Mid Tennessee, Clemson, +19.0, -19.0, +47.5
2009-09-05, UL Monroe, Texas, +44.0, -44.0, +60.0
2009-09-05, W Kentucky, Tennessee, +30.5, -30.5, +44.5
2009-09-06, Ole Miss, Memphis, -18.0, +18.0, +55.0
2009-09-06, Colorado State, Colorado, +12.0, -12.0, +50.0
2009-09-07, Cincinnati, Rutgers, +4.5, -4.5, +47.5
2009-09-07, Miami (FL), FSU, +6.5, -6.5, +47.5
2009-09-10, Clemson, Georgia Tech, +5.0, -5.0, +44.5
2009-09-11, Colorado, Toledo, -3.5, +3.5, +55.0
2009-09-12, UNC, UConn, -4.5, +4.5, +41.5
2009-09-12, ECU, West Virginia, +6.0, -6.0, +43.5
2009-09-12, Syracuse, Penn State, +29.5, -29.5, +51.0
2009-09-12, Marshall, VT, +19.5, -19.5, +44.5
2009-09-12, Cent Michigan, Michigan State, +14.5, -14.5, +50.0
2009-09-12, E Michigan, Northwestern, +21.5, -21.5, +52.0
2009-09-12, Iowa, Iowa State, -6.5, +6.5, +47.0
2009-09-12, Miss St, Auburn, +14.5, -14.5, +46.0
2009-09-12, Duke, Army, -2.0, +2.0, +43.5
2009-09-12, Fresno State, Wisconsin, +7.5, -7.5, +52.0
2009-09-12, Stanford, Wake Forest, +3.0, -3.0, +46.5
2009-09-12, South Carolina, Georgia, +7.0, -7.0, +40.0
2009-09-12, UCLA, Tennessee, +10.5, -10.5, +44.5
2009-09-12, BYU, Tulane, -18.5, +18.5, +52.0
2009-09-12, Purdue, Oregon, +12.5, -12.5, +56.0
2009-09-12, Texas, Wyoming, -32.5, +32.5, +56.5
2009-09-12, LA Tech, Navy, +7.5, -7.5, +51.0
2009-09-12, Notre Dame, Michigan, -3.5, +3.5, +47.0
2009-09-12, Idaho, Washington, +20.5, -20.5, +55.0
2009-09-12, SMU, UAB, +10.5, -10.5, +60.0
2009-09-12, Pitt, Buffalo, -12.0, +12.0, +43.0
2009-09-12, TCU, UVA, -13.0, +13.0, +42.5
2009-09-12, Kent State, Boston College, +20.5, -20.5, +45.0
2009-09-12, Rice, Texas Tech, +27.0, -27.0, +64.0
2009-09-12, Air Force, Minnesota, +3.0, -3.0, +49.0
2009-09-12, Hawaii, Washington St, -2.5, +2.5, +54.5
2009-09-12, W Michigan, Indiana, +1.0, -1.0, +53.5
2009-09-12, Bowling Green, Missouri, +19.5, -19.5, +56.5
2009-09-12, Kansas, UTEP, -13.0, +13.0, +62.5
2009-09-12, UCF, Southern Miss, +15.5, -15.5, +48.0
2009-09-12, Houston, Oklahoma State, +16.0, -16.0, +72.0
2009-09-12, Miami (OH), Boise State, +39.5, -39.5, +52.5
2009-09-12, Vanderbilt, LSU, +14.0, -14.0, +46.0
