Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-08-26, Oregon State, Colorado State, +3.5, -3.5, +61.0
2017-08-26, Hawaii, UMass, +3.0, -3.0, +61.5
2017-08-26, USF, San Jose State, -21.0, +21.0, +70.0
2017-08-26, Rice, Stanford, +29.5, -29.5, +50.5
2017-08-31, OSU, Indiana, -20.5, +20.5, +56.5
2017-08-31, Buffalo, Minnesota, +23.0, -23.0, +50.0
2017-08-31, UL Monroe, Memphis, +26.5, -26.5, +62.5
2017-08-31, New Mexico St, Arizona State, +24.0, -24.0, +69.5
2017-08-31, FIU, UCF, +17.0, -17.0, +56.5
2017-08-31, Tulsa, Oklahoma State, +18.5, -18.5, +70.5
2017-08-31, Presbyterian, Wake Forest, +43.0, -43.0, +0.0
2017-08-31, Austin Peay, Cincinnati, +42.0, -42.0, +0.0
2017-08-31, Elon, Toledo, +44.5, -44.5, +0.0
2017-08-31, Holy Cross, UConn, +22.5, -22.5, +0.0
2017-08-31, North Dakota, Utah, +20.5, -20.5, +0.0
2017-08-31, Florida A&M, Arkansas, +47.0, -47.0, +0.0
2017-08-31, Sacramento St, Idaho, +22.5, -22.5, +0.0
2017-09-01, Charlotte, E Michigan, +14.0, -14.0, +58.5
2017-09-01, Washington, Rutgers, -27.5, +27.5, +53.5
2017-09-01, Navy, FAU, -9.5, +9.5, +65.5
2017-09-01, Utah State, Wisconsin, +27.0, -27.0, +52.5
2017-09-01, Boston College, N Illinois, -3.5, +3.5, +47.5
2017-09-01, Colorado State, Colorado, +3.0, -3.0, +68.5
2017-09-02, Houston, UTSA, -11.0, +11.0, +51.5
2017-09-02, Bowling Green, Michigan State, +18.0, -18.0, +56.0
2017-09-02, Wyoming, Iowa, +12.5, -12.5, +53.0
2017-09-02, Miami (OH), Marshall, -4.0, +4.0, +48.5
2017-09-02, Kent State, Clemson, +38.0, -38.0, +52.5
2017-09-02, Akron, Penn State, +30.0, -30.0, +64.0
2017-09-02, Louisville, Purdue, -25.0, +25.0, +67.5
2017-09-02, Arkansas State, Nebraska, +14.0, -14.0, +49.5
2017-09-02, Nevada, Northwestern, +24.0, -24.0, +60.5
2017-09-02, Ball State, Illinois, +6.0, -6.0, +55.0
2017-09-02, UTEP, Oklahoma, +43.5, -43.5, +63.0
2017-09-02, Cal, UNC, +12.5, -12.5, +59.0
2017-09-02, South Alabama, Ole Miss, +21.5, -21.5, +59.0
2017-09-02, W Michigan, USC, +27.5, -27.5, +59.0
2017-09-02, BYU, LSU, +13.5, -13.5, +47.5
2017-09-02, Maryland, Texas, +17.5, -17.5, +56.5
2017-09-02, Temple, Notre Dame, +19.0, -19.0, +56.0
2017-09-02, Ga Southern, Auburn, +34.0, -34.0, +59.0
2017-09-02, Appalachian St, Georgia, +12.5, -12.5, +46.5
2017-09-02, Kentucky, Southern Miss, -9.5, +9.5, +57.5
2017-09-02, South Carolina, North Carolina St, +7.0, -7.0, +51.0
2017-09-02, Michigan, Florida, -4.5, +4.5, +45.5
2017-09-02, Vanderbilt, Mid Tennessee, -3.0, +3.0, +57.5
2017-09-02, FSU, Alabama, +7.0, -7.0, +51.0
2017-09-02, Troy, Boise State, +10.0, -10.0, +59.5
2017-09-02, UMass, Coastal Carolina, -2.0, +2.0, +56.5
2017-09-03, West Virginia, VT, +4.5, -4.5, +54.0
2017-09-03, Texas A&M, UCLA, +6.0, -6.0, +60.5
2017-09-04, Tennessee, Georgia Tech, -4.0, +4.0, +54.5
