Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-11-21, Bowling Green, E Michigan, +14.5, -14.5, +61.5
2017-11-21, Miami (OH), Ball State, -17.0, +17.0, +54.5
2017-11-21, Kent State, Akron, +15.5, -15.5, +47.0
2017-11-23, Ole Miss, Miss St, +14.0, -14.0, +65.0
2017-11-24, VT, UVA, -7.0, +7.0, +48.0
2017-11-24, N Illinois, Cent Michigan, -3.0, +3.0, +52.0
2017-11-24, Ohio, Buffalo, -6.0, +6.0, +56.0
2017-11-24, Missouri, Arkansas, -9.5, +9.5, +69.5
2017-11-24, New Mexico, San Diego State, +21.0, -21.0, +46.5
2017-11-24, Navy, Houston, +6.0, -6.0, +55.5
2017-11-24, Miami (FL), Pitt, -11.5, +11.5, +54.0
2017-11-24, Iowa, Nebraska, -5.0, +5.0, +50.5
2017-11-24, Texas State, Troy, +24.5, -24.5, +53.5
2017-11-24, USF, UCF, +9.5, -9.5, +66.0
2017-11-24, W Kentucky, FIU, -3.0, +3.0, +56.0
2017-11-24, Texas Tech, Texas, +7.5, -7.5, +58.5
2017-11-24, Cal, UCLA, +7.0, -7.0, +66.0
2017-11-24, Baylor, TCU, +24.5, -24.5, +51.5
2017-11-24, W Michigan, Toledo, +11.0, -11.0, +61.5
2017-11-25, Clemson, South Alabama, -14.0, +14.0, +46.5
2017-11-25, UConn, Cincinnati, +6.5, -6.5, +58.5
2017-11-25, Michigan State, Rutgers, -13.5, +13.5, +42.5
2017-11-25, Indiana, Purdue, +2.5, -2.5, +51.0
2017-11-25, UNC, North Carolina St, +16.0, -16.0, +56.5
2017-11-25, Duke, Wake Forest, +10.0, -10.0, +59.0
2017-11-25, Appalachian St, Georgia State, -6.5, +6.5, +50.5
2017-11-25, Vanderbilt, Tennessee, +2.5, -2.5, +45.5
2017-11-25, Louisville, Kentucky, -9.5, +9.5, +68.0
2017-11-25, Georgia, Georgia Tech, -11.0, +11.0, +51.0
2017-11-25, Penn State, Maryland, -24.0, +24.0, +57.0
2017-11-25, Northwestern, Illinois, -16.5, +16.5, +45.5
2017-11-25, North Texas, Rice, -12.0, +12.0, +64.0
2017-11-25, FAU, Charlotte, -24.0, +24.0, +65.0
2017-11-25, Southern Miss, Marshall, +2.5, -2.5, +48.0
2017-11-25, UNLV, Nevada, +3.5, -3.5, +69.5
2017-11-25, Washington St, Washington, +9.5, -9.5, +49.5
2017-11-25, Colorado, Utah, +9.5, -9.5, +57.0
2017-11-25, Arkansas, UL Monroe, -8.0, +8.0, +0.0
2017-11-25, Old Dominion, Mid Tennessee, +13.5, -13.5, +52.0
2017-11-25, Wisconsin, Minnesota, -19.0, +19.0, +43.5
2017-11-25, Notre Dame, Stanford, -3.0, +3.0, +56.0
2017-11-25, Texas A&M, LSU, +10.5, -10.5, +51.0
2017-11-25, Boise State, Fresno State, -6.5, +6.5, +49.0
2017-11-25, Tulane, SMU, +7.0, -7.0, +67.0
2017-11-25, Kansas, Oklahoma State, +41.0, -41.0, +68.0
2017-11-25, Arizona, Arizona State, -2.0, +2.0, +75.5
2017-11-25, Oregon State, Oregon, +25.5, -25.5, +63.0
2017-11-25, Ga Southern, LA-Lafayette, +5.0, -5.0, +57.0
2017-11-25, UTSA, LA Tech, -1.5, +1.5, +51.0
2017-11-25, ECU, Memphis, +29.0, -29.0, +81.0
2017-11-25, UTEP, UAB, +21.0, -21.0, +48.0
2017-11-25, Alabama, Auburn, -5.5, +5.5, +47.5
2017-11-25, FSU, Florida, -4.5, +4.5, +43.5
2017-11-25, BYU, Hawaii, -3.0, +3.0, +47.0
2017-11-25, OSU, Michigan, -12.5, +12.5, +49.5
2017-11-25, Iowa State, Kansas State, +3.0, -3.0, +50.0
2017-11-25, Arkansas State, UL Monroe, -9.0, +9.0, +69.0
2017-11-25, Clemson, South Carolina, -13.5, +13.5, +46.5
2017-11-25, Boston College, Syracuse, -4.0, +4.0, +55.5
2017-11-25, Utah State, Air Force, +1.5, -1.5, +58.0
2017-11-25, Wyoming, San Jose State, -19.5, +19.5, +48.5
2017-11-25, West Virginia, Oklahoma, +22.5, -22.5, +69.0
2017-11-25, Idaho, New Mexico St, +9.5, -9.5, +56.5
2017-11-25, Temple, Tulsa, -4.5, +4.5, +58.0
