Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2005-09-01, Buffalo, UConn, +18.0, -18.0, +45.0
2005-09-01, Oregon, Houston, -7.5, +7.5, +57.0
2005-09-01, E Michigan, Cincinnati, +10.0, -10.0, +56.0
2005-09-01, Vanderbilt, Wake Forest, +8.0, -8.0, +49.0
2005-09-01, UCF, South Carolina, +20.5, -20.5, +50.5
2005-09-01, Temple, Arizona State, +31.5, -31.5, +56.5
2005-09-01, Idaho, Washington St, +29.0, -29.0, +56.5
2005-09-01, Minnesota, Tulsa, -17.0, +17.0, +55.5
2005-09-02, Indiana, Cent Michigan, -7.0, +7.0, +49.0
2005-09-02, Arizona, Utah, +7.0, -7.0, +44.5
2005-09-03, Bowling Green, Wisconsin, +1.5, -1.5, +55.5
2005-09-03, Ohio, Northwestern, +14.5, -14.5, +47.0
2005-09-03, W Michigan, UVA, +35.0, -35.0, +57.5
2005-09-03, Ball State, Iowa, +43.0, -43.0, +55.5
2005-09-03, Kent State, Michigan State, +21.0, -21.0, +55.5
2005-09-03, Miami (OH), OSU, +15.5, -15.5, +47.0
2005-09-03, N Illinois, Michigan, +19.0, -19.0, +54.5
2005-09-03, USF, Penn State, +22.5, -22.5, +42.0
2005-09-03, Duke, ECU, -3.5, +3.5, +51.5
2005-09-03, UAB, Tennessee, +21.0, -21.0, +54.0
2005-09-03, Rutgers, Illinois, -2.5, +2.5, +53.0
2005-09-03, Colorado State, Colorado, +6.5, -6.5, +50.0
2005-09-03, Notre Dame, Pitt, +3.0, -3.0, +54.5
2005-09-03, Boise State, Georgia, +7.5, -7.5, +55.0
2005-09-03, Navy, Maryland, +13.0, -13.0, +42.5
2005-09-03, Wyoming, Florida, +23.5, -23.5, +55.0
2005-09-03, Washington, Air Force, -3.0, +3.0, +51.5
2005-09-03, TCU, Oklahoma, +24.5, -24.5, +55.5
2005-09-03, Georgia Tech, Auburn, +7.0, -7.0, +37.5
2005-09-03, Boston College, BYU, -2.0, +2.0, +48.0
2005-09-03, Texas A&M, Clemson, -1.0, +1.0, +49.0
2005-09-03, Baylor, SMU, -1.0, +1.0, +50.5
2005-09-03, UCLA, San Diego State, -10.0, +10.0, +53.0
2005-09-03, USC, Hawaii, -35.0, +35.0, +64.0
2005-09-03, Arkansas State, Missouri, +26.0, -26.0, +49.5
2005-09-03, Mid Tennessee, Alabama, +20.5, -20.5, +46.5
2005-09-03, FAU, Kansas, +28.5, -28.5, +43.5
2005-09-03, LA-Lafayette, Texas, +39.5, -39.5, +52.5
2005-09-03, FIU, Kansas State, +33.5, -33.5, +55.0
2005-09-03, UTEP, New Mexico St, -9.0, +9.0, +58.5
2005-09-04, West Virginia, Syracuse, +3.0, -3.0, +44.0
2005-09-04, Louisville, Kentucky, -23.5, +23.5, +58.0
2005-09-04, VT, North Carolina St, -3.5, +3.5, +42.0
2005-09-05, UNLV, New Mexico, +16.5, -16.5, +47.0
2005-09-05, Ole Miss, Memphis, +3.0, -3.0, +47.5
2005-09-05, Miami (FL), FSU, -3.5, +3.5, +38.0
2005-09-08, Oklahoma State, FAU, -13.5, +13.5, +49.0
2005-09-09, Pitt, Ohio, -14.5, +14.5, +47.5
2005-09-09, Washington St, Nevada, -9.5, +9.5, +57.0
2005-09-10, Kansas State, Marshall, -9.5, +9.5, +54.0
2005-09-10, Notre Dame, Michigan, +7.5, -7.5, +57.0
2005-09-10, Clemson, Maryland, +2.5, -2.5, +42.0
2005-09-10, Cincinnati, Penn State, +20.0, -20.0, +42.0
2005-09-10, Temple, Wisconsin, +31.0, -31.0, +53.5
2005-09-10, Army, Boston College, +27.0, -27.0, +49.0
2005-09-10, Miss St, Auburn, +14.5, -14.5, +46.0
2005-09-10, Tulsa, Oklahoma, +30.0, -30.0, +49.0
2005-09-10, San Jose State, Illinois, +14.0, -14.0, +56.5
2005-09-10, Akron, Purdue, +35.0, -35.0, +50.5
2005-09-10, Cent Michigan, Miami (OH), +21.5, -21.5, +53.0
2005-09-10, N Illinois, Northwestern, +3.0, -3.0, +57.0
2005-09-10, Colorado State, Minnesota, +13.0, -13.0, +60.0
2005-09-10, Hawaii, Michigan State, +31.0, -31.0, +66.5
2005-09-10, Cal, Washington, -7.5, +7.5, +44.5
2005-09-10, Iowa, Iowa State, -9.5, +9.5, +46.0
2005-09-10, UNC, Georgia Tech, +12.0, -12.0, +44.5
2005-09-10, South Carolina, Georgia, +18.0, -18.0, +47.5
2005-09-10, Stanford, Navy, -3.0, +3.0, +47.5
2005-09-10, LA Tech, Florida, +29.5, -29.5, +54.5
2005-09-10, Wake Forest, Nebraska, +6.5, -6.5, +44.5
2005-09-10, Vanderbilt, Arkansas, +10.5, -10.5, +49.5
2005-09-10, San Diego State, Air Force, +7.0, -7.0, +54.0
2005-09-10, W Michigan, Toledo, +23.0, -23.0, +62.0
2005-09-10, Southern Miss, Alabama, +13.5, -13.5, +40.5
2005-09-10, Texas, OSU, -0.0, +0.0, +47.0
2005-09-10, Utah State, Utah, +24.0, -24.0, +51.5
2005-09-10, Arizona State, LSU, +6.5, -6.5, +54.0
2005-09-10, TCU, SMU, -13.0, +13.0, +49.5
2005-09-10, Rice, UCLA, +24.5, -24.5, +56.0
2005-09-10, New Mexico St, Colorado, +24.0, -24.0, +54.0
2005-09-10, UL Monroe, Wyoming, +21.0, -21.0, +52.5
2005-09-10, North Texas, Mid Tennessee, +6.5, -6.5, +49.0
2005-09-10, LA-Lafayette, E Michigan, +7.0, -7.0, +57.5
2005-09-10, UAB, Troy, -7.0, +7.0, +45.5
2005-09-10, FIU, Texas Tech, +34.5, -34.5, +61.0
2005-09-10, VT, Duke, -21.0, +21.0, +45.5
2005-09-10, Buffalo, Syracuse, +24.0, -24.0, +43.0
2005-09-10, Idaho, UNLV, +13.5, -13.5, +52.0
2005-09-10, Boise State, Oregon State, +3.0, -3.0, +63.5
2005-09-10, New Mexico, Missouri, +10.5, -10.5, +48.0
2005-09-10, LSU, Arizona State, -1.5, +1.5, +52.0
2005-09-10, Bowling Green, Ball State, -27.5, +27.5, +62.5
