Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-11-14, Cent Michigan, Kent State, -17.5, +17.5, +45.5
2017-11-14, Ohio, Akron, -14.0, +14.0, +51.0
2017-11-15, Toledo, Bowling Green, -17.0, +17.0, +65.0
2017-11-15, E Michigan, Miami (OH), +2.5, -2.5, +50.5
2017-11-15, W Michigan, N Illinois, +8.0, -8.0, +49.5
2017-11-16, Buffalo, Ball State, -18.5, +18.5, +55.5
2017-11-16, Tulsa, USF, +22.5, -22.5, +65.5
2017-11-17, Mid Tennessee, W Kentucky, +1.0, -1.0, +56.0
2017-11-17, UNLV, New Mexico, +3.0, -3.0, +55.5
2017-11-18, Rutgers, Indiana, +10.5, -10.5, +46.5
2017-11-18, Kentucky, Georgia, +22.0, -22.0, +51.0
2017-11-18, Cincinnati, ECU, -4.5, +4.5, +65.5
2017-11-18, Georgia Tech, Duke, -7.0, +7.0, +49.5
2017-11-18, Pitt, VT, +14.5, -14.5, +49.5
2017-11-18, UCF, Temple, -12.0, +12.0, +57.5
2017-11-18, North Carolina St, Wake Forest, +3.0, -3.0, +61.5
2017-11-18, Minnesota, Northwestern, +7.0, -7.0, +39.0
2017-11-18, Texas, West Virginia, +3.0, -3.0, +54.5
2017-11-18, Oklahoma, Kansas, -38.5, +38.5, +68.5
2017-11-18, Air Force, Boise State, +17.5, -17.5, +61.0
2017-11-18, Hawaii, Utah State, +10.5, -10.5, +56.5
2017-11-18, Rice, Old Dominion, +7.5, -7.5, +52.5
2017-11-18, Charlotte, Southern Miss, +17.5, -17.5, +48.5
2017-11-18, UMass, BYU, +3.5, -3.5, +51.5
2017-11-18, LA Tech, UTEP, -17.0, +17.0, +48.0
2017-11-18, South Alabama, Ga Southern, -5.0, +5.0, +45.0
2017-11-18, TCU, Texas Tech, -7.0, +7.0, +52.0
2017-11-18, Purdue, Iowa, +6.0, -6.0, +42.0
2017-11-18, Illinois, OSU, +41.0, -41.0, +54.0
2017-11-18, UAB, Florida, +10.5, -10.5, +48.5
2017-11-18, Arizona State, Oregon State, -7.0, +7.0, +58.5
2017-11-18, SMU, Memphis, +11.0, -11.0, +69.0
2017-11-18, UVA, Miami (FL), +20.0, -20.0, +49.5
2017-11-18, Iowa State, Baylor, -7.5, +7.5, +49.0
2017-11-18, Miss St, Arkansas, -13.0, +13.0, +57.5
2017-11-18, Missouri, Vanderbilt, -8.0, +8.0, +64.0
2017-11-18, Utah, Washington St, +17.0, -17.0, +47.0
2017-11-18, UL Monroe, Auburn, +38.0, -38.0, +68.5
2017-11-18, San Jose State, Colorado State, +32.0, -32.0, +66.5
2017-11-18, LSU, Tennessee, -17.0, +17.0, +42.0
2017-11-18, Houston, Tulane, -8.5, +8.5, +48.0
2017-11-18, New Mexico St, LA-Lafayette, -3.0, +3.0, +64.5
2017-11-18, Army, North Texas, +2.0, -2.0, +59.0
2017-11-18, Texas State, Arkansas State, +27.5, -27.5, +59.5
2017-11-18, FIU, FAU, +14.5, -14.5, +65.5
2017-11-18, Marshall, UTSA, +3.0, -3.0, +45.5
2017-11-18, Texas A&M, Ole Miss, -2.5, +2.5, +68.5
2017-11-18, Michigan, Wisconsin, +6.5, -6.5, +43.0
2017-11-18, UCLA, USC, +15.0, -15.0, +70.0
2017-11-18, Cal, Stanford, +14.0, -14.0, +55.0
2017-11-18, Nevada, San Diego State, +17.0, -17.0, +56.0
2017-11-18, Syracuse, Louisville, +14.5, -14.5, +68.0
2017-11-18, Maryland, Michigan State, +14.0, -14.0, +43.0
2017-11-18, Kansas State, Oklahoma State, +20.0, -20.0, +63.0
2017-11-18, Nebraska, Penn State, +27.5, -27.5, +58.0
2017-11-18, Navy, Notre Dame, +19.0, -19.0, +59.0
2017-11-18, Coastal Carolina, Idaho, +7.0, -7.0, +50.5
2017-11-18, UConn, Boston College, +21.0, -21.0, +51.0
2017-11-18, Utah, Washington, +17.5, -17.5, +47.5
2017-11-18, Fresno State, Wyoming, -2.5, +2.5, +39.5
2017-11-18, Arizona, Oregon, +3.0, -3.0, +77.0
