Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-10-26, Toledo, Ball State, -27.0, +27.0, +55.5
2017-10-26, South Alabama, Georgia State, -1.0, +1.0, +51.0
2017-10-26, E Michigan, N Illinois, +7.0, -7.0, +46.0
2017-10-26, Stanford, Oregon, -21.5, +21.5, +0.0
2017-10-26, Stanford, Oregon State, -19.0, +19.0, +56.5
2017-10-27, FSU, Boston College, -6.0, +6.0, +47.0
2017-10-27, Tulane, Memphis, +11.0, -11.0, +63.0
2017-10-27, Tulsa, SMU, +10.5, -10.5, +75.5
2017-10-28, Nebraska, Purdue, +4.0, -4.0, +53.0
2017-10-28, Tennessee, Kentucky, +4.0, -4.0, +46.0
2017-10-28, Vanderbilt, South Carolina, +7.0, -7.0, +44.0
2017-10-28, Louisville, Wake Forest, -2.5, +2.5, +66.0
2017-10-28, Miami (FL), UNC, -21.0, +21.0, +54.5
2017-10-28, Rutgers, Michigan, +23.0, -23.0, +43.5
2017-10-28, FIU, Marshall, +15.5, -15.5, +47.5
2017-10-28, Appalachian St, UMass, -4.0, +4.0, +57.5
2017-10-28, UVA, Pitt, +2.5, -2.5, +50.0
2017-10-28, Missouri, UConn, -13.5, +13.5, +74.5
2017-10-28, Oklahoma State, West Virginia, -8.5, +8.5, +71.0
2017-10-28, Indiana, Maryland, -6.5, +6.5, +52.5
2017-10-28, Duke, VT, +17.0, -17.0, +48.5
2017-10-28, Texas State, Coastal Carolina, +10.0, -10.0, +54.0
2017-10-28, Wisconsin, Illinois, -26.5, +26.5, +51.0
2017-10-28, Kansas State, Kansas, -23.5, +23.5, +55.0
2017-10-28, Minnesota, Iowa, +7.0, -7.0, +43.5
2017-10-28, New Mexico, Wyoming, +2.5, -2.5, +47.0
2017-10-28, Arkansas State, New Mexico St, -3.0, +3.0, +71.0
2017-10-28, San Jose State, BYU, +10.0, -10.0, +50.0
2017-10-28, UTSA, UTEP, -15.5, +15.5, +47.0
2017-10-28, UL Monroe, Idaho, +2.5, -2.5, +61.5
2017-10-28, Air Force, Colorado State, +9.5, -9.5, +68.5
2017-10-28, UAB, Southern Miss, +14.0, -14.0, +0.0
2017-10-28, Cal, Colorado, +3.5, -3.5, +55.0
2017-10-28, USC, Arizona State, -5.0, +5.0, +58.0
2017-10-28, LA Tech, Rice, -11.5, +11.5, +51.0
2017-10-28, Utah, Oregon, -1.5, +1.5, +50.0
2017-10-28, North Carolina St, Notre Dame, +7.0, -7.0, +60.0
2017-10-28, UCLA, Washington, +17.5, -17.5, +58.5
2017-10-28, Michigan, Northwestern, -2.5, +2.5, +0.0
2017-10-28, Old Dominion, North Texas, +12.0, -12.0, +59.0
2017-10-28, Texas, Baylor, -9.5, +9.5, +52.0
2017-10-28, TCU, Iowa State, -7.0, +7.0, +48.5
2017-10-28, Georgia, Florida, -13.5, +13.5, +44.0
2017-10-28, FAU, W Kentucky, -6.0, +6.0, +68.0
2017-10-28, Michigan State, Northwestern, -2.5, +2.5, +41.0
2017-10-28, Washington St, Arizona, +1.0, -1.0, +63.0
2017-10-28, Texas Tech, Oklahoma, +20.0, -20.0, +77.5
2017-10-28, Penn State, OSU, +7.0, -7.0, +57.5
2017-10-28, Miss St, Texas A&M, -3.5, +3.5, +55.5
2017-10-28, Boise State, Utah State, -10.5, +10.5, +52.0
2017-10-28, UNLV, Fresno State, +21.5, -21.5, +59.0
2017-10-28, San Diego State, Hawaii, -8.0, +8.0, +54.0
2017-10-28, Houston, USF, +10.5, -10.5, +54.5
2017-10-28, Georgia Tech, Clemson, +13.5, -13.5, +49.0
2017-10-28, Ga Southern, Troy, +23.5, -23.5, +50.0
2017-10-28, Buffalo, Akron, -1.0, +1.0, +49.0
2017-10-28, Arkansas, Ole Miss, +2.5, -2.5, +63.5
2017-10-29, San Diego State, Hawaii, -9.0, +9.0, +0.0
