School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Oklahoma,Big 8,3.0,11,1,0,7.19,16.19,23.38,54.96,-5.14,,,,,,,45.0
Penn State,Ind,1.0,12,0,0,7.72,14.44,22.16,41.01,-3.01,,,,,,,37.0
Miami (FL),Ind,2.0,11,1,0,11.0,10.63,21.64,48.22,-0.78,,,,,,,19.0
UCLA,Pac-10,14.0,8,3,1,11.9,7.26,19.16,48.22,3.59,,,,,,,102.0
Arizona St.,Pac-10,4.0,10,1,1,5.76,12.47,18.23,43.26,-1.53,,,,,,,96.0
Nebraska,Big 8,5.0,10,2,0,10.06,7.99,18.05,48.98,1.9,,,,,,,34.0
Washington,Pac-10,18.0,8,3,1,10.45,7.38,17.83,47.36,3.66,,,,,,,105.0
Michigan,Big Ten,8.0,11,2,0,10.05,7.67,17.71,43.23,2.77,,,,,,,31.0
Alabama,SEC,9.0,10,3,0,6.17,11.07,17.24,41.06,-0.4,,,,,,,107.0
Arizona,Pac-10,11.0,9,3,0,10.64,6.57,17.21,43.82,4.69,,,,,,,95.0
Auburn,SEC,6.0,10,2,0,4.42,11.28,15.7,42.3,0.28,,,,,,,109.0
Ohio St.,Big Ten,7.0,10,3,0,3.9,11.15,15.04,38.84,0.09,,,,,,,36.0
LSU,SEC,10.0,9,3,0,4.86,9.38,14.24,38.64,1.66,,,,,,,113.0
Stanford,Pac-10,,8,4,0,3.99,10.15,14.14,37.17,1.28,,,,,,,101.0
USC,Pac-10,,7,5,0,5.71,6.74,12.45,37.78,2.92,,,,,,,103.0
Notre Dame,Ind,,5,6,0,9.03,2.41,11.44,42.68,6.78,,,,,,,70.0
Florida St.,Ind,,7,4,1,6.48,4.63,11.1,44.06,6.37,,,,,,,16.0
Clemson,ACC,17.0,8,2,2,2.43,7.71,10.14,35.18,4.47,,,,,,,14.0
Georgia,SEC,,8,4,0,7.17,2.45,9.62,38.7,8.35,,,,,,,111.0
Arkansas,SWC,15.0,9,3,0,2.44,7.04,9.48,35.33,5.15,,,,,,,108.0
Florida,SEC,,6,5,0,1.61,7.76,9.37,34.32,3.0,,,,,,,110.0
Iowa,Big Ten,16.0,9,3,0,5.61,3.7,9.31,42.72,7.62,,,,,,,29.0
Texas A&M,SWC,13.0,9,3,0,5.67,3.16,8.84,41.0,9.31,,,,,,,119.0
Boston College,Ind,19.0,9,3,0,6.44,2.19,8.63,38.3,9.31,,,,,,,13.0
San Jose St.,PCAA,,10,2,0,7.75,0.84,8.6,39.77,12.17,,,,,,,91.0
Baylor,SWC,12.0,9,3,0,5.15,3.39,8.54,36.77,8.28,,,,,,,41.0
Michigan St.,Big Ten,,6,5,0,3.88,3.79,7.67,38.14,6.09,,,,,,,32.0
Pittsburgh,Ind,,5,5,1,1.67,5.42,7.09,35.44,5.51,,,,,,,22.0
Colorado,Big 8,,6,6,0,-0.27,6.4,6.13,32.87,3.09,,,,,,,98.0
Temple,Ind,,6,5,0,8.69,-2.79,5.9,40.82,15.13,,,,,,,10.0
NC State,ACC,,8,3,1,6.22,-0.42,5.8,37.24,12.93,,,,,,,20.0
Maryland,ACC,,5,5,1,2.26,3.53,5.79,34.58,7.45,,,,,,,30.0
Ole Miss,SEC,,8,3,1,-1.4,6.64,5.23,28.6,5.85,,,,,,,116.0
BYU,WAC,,8,5,0,-0.05,5.1,5.05,32.74,7.25,,,,,,,66.0
Rutgers,Ind,,5,5,1,-1.87,6.85,4.98,30.99,5.33,,,,,,,39.0
North Carolina,ACC,,7,4,1,5.18,-0.48,4.7,36.23,12.19,,,,,,,21.0
South Carolina,Ind,,3,6,2,6.82,-2.36,4.46,40.21,12.32,,,,,,,117.0
Virginia Tech,Ind,20.0,9,2,1,-0.46,4.9,4.44,30.58,7.53,,,,,,,25.0
Oregon,Pac-10,,5,6,0,5.92,-1.81,4.11,38.14,14.99,,,,,,,99.0
Indiana,Big Ten,,6,6,0,2.45,1.36,3.81,33.27,8.09,,,,,,,28.0
San Diego St.,WAC,,8,4,0,3.21,0.58,3.79,33.9,11.53,,,,,,,90.0
Texas Tech,SWC,,7,5,0,0.22,3.35,3.57,32.24,12.53,,,,,,,49.0
Minnesota,Big Ten,,6,6,0,3.24,0.28,3.52,35.31,14.19,,,,,,,33.0
Fresno St.,PCAA,,9,2,0,-0.63,3.93,3.3,31.86,9.57,,,,,,,86.0
Washington St.,Pac-10,,3,7,1,3.01,0.08,3.09,35.25,12.63,,,,,,,106.0
Texas,SWC,,5,6,0,2.16,0.68,2.84,31.94,10.31,,,,,,,48.0
Georgia Tech,ACC,,5,5,1,0.3,2.41,2.7,34.99,8.99,,,,,,,17.0
Tennessee,SEC,,7,5,0,2.03,0.45,2.48,33.73,10.94,,,,,,,118.0
Kentucky,SEC,,5,5,1,-0.68,2.72,2.04,31.91,9.77,,,,,,,112.0
SMU,SWC,,6,5,0,1.32,0.41,1.73,33.76,13.69,,,,,,,8.0
Colorado St.,WAC,,6,5,0,1.2,0.29,1.49,32.51,11.78,,,,,,,85.0
Syracuse,Ind,,5,6,0,1.51,-0.23,1.28,32.58,13.08,,,,,,,23.0
Iowa St.,Big 8,,6,5,0,0.2,0.68,0.88,33.69,12.07,,,,,,,42.0
Wyoming,WAC,,6,6,0,1.54,-0.82,0.71,32.89,13.21,,,,,,,94.0
Hawaii,WAC,,7,5,0,-3.22,3.76,0.53,27.66,9.49,,,,,,,87.0
Illinois,Big Ten,,4,7,0,-0.89,1.26,0.37,31.53,14.0,,,,,,,27.0
Tulsa,Ind,,7,4,0,-1.74,1.87,0.13,32.68,10.54,,,,,,,12.0
Wake Forest,ACC,,5,6,0,5.16,-5.92,-0.76,37.9,17.56,,,,,,,26.0
Air Force,WAC,,6,5,0,-3.9,3.01,-0.88,27.27,9.54,,,,,,,83.0
