School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Oregon St.,Pac-10,,3,8,0,-4.84,3.7,-1.14,26.86,9.96,,,,,,,100.0
West Virginia,Ind,,4,7,0,0.03,-1.38,-1.35,31.98,15.55,,,,,,,50.0
Oklahoma St.,Big 8,,6,5,0,-3.04,1.63,-1.41,26.75,8.36,,,,,,,46.0
Miami (OH),MAC,,8,4,0,0.18,-1.98,-1.8,31.97,16.44,,,,,,,78.0
Mississippi St.,SEC,,6,5,0,-1.54,-0.52,-2.06,29.84,16.02,,,,,,,114.0
California,Pac-10,,2,9,0,-3.33,0.9,-2.43,29.02,12.55,,,,,,,97.0
Wisconsin,Big Ten,,3,9,0,-3.08,0.25,-2.83,28.61,11.14,,,,,,,40.0
Cincinnati,Ind,,5,6,0,4.91,-7.81,-2.9,36.04,21.5,,,,,,,2.0
Northwestern,Big Ten,,4,7,0,-2.3,-1.59,-3.89,29.89,12.85,,,,,,,35.0
Army,Ind,,6,5,0,1.8,-5.81,-4.01,32.43,19.41,,,,,,,65.0
UNLV,PCAA,,6,5,0,-0.2,-3.93,-4.13,30.67,16.89,,,,,,,92.0
Southern Miss,Ind,,6,5,0,-3.99,-1.14,-5.13,25.9,14.82,,,,,,,60.0
Long Beach State,PCAA,,6,5,0,-1.39,-4.24,-5.63,28.44,16.97,,,,,,,
New Mexico,WAC,,4,8,0,2.68,-8.39,-5.71,32.95,20.17,,,,,,,89.0
Missouri,Big 8,,3,8,0,-3.17,-2.76,-5.93,30.5,19.07,,,,,,,115.0
Louisiana,Ind,,6,5,0,-2.87,-3.42,-6.29,27.03,15.68,,,,,,,126.0
Purdue,Big Ten,,3,8,0,-3.1,-3.73,-6.83,28.36,17.61,,,,,,,38.0
UTEP,WAC,,4,8,0,1.32,-8.37,-7.05,32.79,23.66,,,,,,,62.0
Duke,ACC,,4,7,0,-5.06,-2.03,-7.09,26.71,15.44,,,,,,,15.0
Pacific,PCAA,,4,7,0,-0.64,-6.99,-7.63,29.16,18.9,,,,,,,376.0
Virginia,ACC,,3,8,0,-3.45,-4.95,-8.39,27.62,18.05,,,,,,,24.0
Utah,WAC,,2,9,0,5.45,-14.1,-8.65,36.92,31.13,,,,,,,104.0
East Carolina,Ind,,2,9,0,-3.31,-5.48,-8.79,28.04,19.92,,,,,,,4.0
TCU,SWC,,3,8,0,0.93,-9.86,-8.93,31.37,26.44,,,,,,,47.0
Toledo,MAC,,7,4,0,-6.18,-2.93,-9.11,21.66,16.2,,,,,,,81.0
Houston,SWC,,1,10,0,-9.17,-0.22,-9.39,21.99,13.15,,,,,,,5.0
Tulane,Ind,,4,7,0,1.32,-11.07,-9.75,31.33,23.7,,,,,,,11.0
Rice,SWC,,4,7,0,-4.26,-5.98,-10.24,25.41,22.0,,,,,,,59.0
Kansas,Big 8,,3,8,0,-9.99,-0.66,-10.65,20.68,20.84,,,,,,,43.0
Vanderbilt,SEC,,1,10,0,-1.71,-9.56,-11.26,30.26,21.8,,,,,,,120.0
Louisville,Ind,,3,8,0,-8.47,-2.95,-11.41,24.22,19.03,,,,,,,18.0
Navy,Ind,,3,8,0,-6.03,-5.75,-11.78,28.67,21.19,,,,,,,7.0
Ball St.,MAC,,6,5,0,-9.84,-2.4,-12.24,19.17,18.03,,,,,,,72.0
Utah St.,PCAA,,3,8,0,-13.69,1.31,-12.38,15.81,14.64,,,,,,,93.0
Central Michigan,MAC,,5,5,0,-1.2,-11.56,-12.76,28.77,28.37,,,,,,,75.0
Bowling Green,MAC,,5,6,0,-12.39,-0.61,-13.0,16.45,16.81,,,,,,,73.0
Kansas St.,Big 8,,2,9,0,-9.08,-4.05,-13.12,21.62,21.32,,,,,,,44.0
Wichita State,Ind,,3,8,0,-8.15,-4.97,-13.12,25.27,21.79,,,,,,,
Eastern Michigan,MAC,,6,5,0,-6.3,-6.93,-13.23,21.1,21.18,,,,,,,76.0
Cal State Fullerton,PCAA,,3,9,0,-3.48,-10.04,-13.53,26.93,24.96,,,,,,,
Western Michigan,MAC,,3,8,0,-10.25,-4.23,-14.48,20.15,19.87,,,,,,,82.0
Kent State,MAC,,5,6,0,-7.39,-8.28,-15.67,20.45,24.41,,,,,,,77.0
Northern Illinois,Ind,,2,9,0,-10.8,-5.81,-16.62,19.76,22.93,,,,,,,79.0
Memphis,Ind,,1,10,0,-14.03,-4.55,-18.58,16.55,19.38,,,,,,,6.0
New Mexico State,PCAA,,1,10,0,-7.39,-13.55,-20.95,22.88,30.76,,,,,,,69.0
Ohio,MAC,,1,10,0,-8.75,-15.68,-24.43,20.17,29.91,,,,,,,80.0
