School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Marshall,MAC,,5,5,0,-3.88,-6.01,-9.89,20.61,13.1,,,,,,,55.0
North Texas,MVC,,3,7,0,0.44,-10.71,-10.27,25.31,20.76,,,,,,,57.0
New Mexico,WAC,,3,7,0,-4.83,-5.57,-10.4,19.34,13.11,,,,,,,89.0
Arizona,WAC,,3,7,0,-9.88,-1.06,-10.94,15.51,8.4,,,,,,,95.0
Wichita State,MVC,,2,7,0,-6.12,-5.13,-11.25,18.6,10.76,,,,,,,
Davidson,Southern,,6,4,0,-7.47,-4.64,-12.11,18.58,12.6,,,,,,,218.0
Yale,Ivy,,3,6,0,-9.41,-3.9,-13.31,15.4,8.87,,,,,,,172.0
Penn,Ivy,,4,4,1,-5.56,-7.91,-13.47,19.7,15.67,,,,,,,170.0
VMI,Southern,,3,7,0,-5.94,-7.99,-13.93,19.95,15.42,,,,,,,233.0
Brown,Ivy,,2,7,0,-7.23,-7.48,-14.71,20.74,12.9,,,,,,,165.0
Holy Cross,Ind,,2,7,1,-11.19,-5.36,-16.54,14.65,12.67,,,,,,,214.0
Furman,Southern,,5,5,0,-8.09,-8.93,-17.02,19.3,16.18,,,,,,,230.0
Villanova,Ind,,1,8,0,-6.62,-10.9,-17.52,19.23,18.49,,,,,,,162.0
Dayton,Ind,,1,8,1,-15.54,-2.13,-17.67,9.64,11.15,,,,,,,219.0
Citadel,Southern,,2,8,0,-14.57,-3.13,-17.7,10.98,9.25,,,,,,,228.0
Kansas St.,Big 8,,0,10,0,-10.69,-7.47,-18.15,15.04,19.25,,,,,,,44.0
Ohio,MAC,,0,10,0,-10.2,-8.31,-18.51,15.13,16.52,,,,,,,80.0
Columbia,Ivy,,2,7,0,-10.5,-8.83,-19.33,15.79,19.76,,,,,,,166.0
Rutgers,Ind,,3,6,0,-13.06,-7.1,-20.17,11.71,13.99,,,,,,,39.0
Pacific,Ind,,1,8,0,-12.55,-12.41,-24.96,12.23,23.85,,,,,,,376.0
Richmond,Southern,,0,10,0,-14.0,-11.91,-25.91,11.78,21.95,,,,,,,159.0
Lehigh,Ind,,1,8,0,-9.79,-17.79,-27.58,15.34,27.71,,,,,,,216.0
