School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Colorado,Big 8,4.0,11,1,0,10.51,11.03,21.54,47.66,3.27,,,,,,,98.0
Florida St.,Ind,3.0,10,2,0,13.18,8.21,21.39,49.87,5.48,,,,,,,16.0
Notre Dame,Ind,2.0,12,1,0,10.04,11.3,21.34,46.34,2.85,,,,,,,70.0
Miami (FL),Ind,1.0,11,1,0,5.58,14.71,20.29,43.71,0.22,,,,,,,19.0
Houston,SWC,14.0,9,2,0,9.83,8.74,18.57,62.14,6.23,,,,,,,5.0
USC,Pac-10,8.0,9,2,1,4.1,14.22,18.32,40.57,0.26,,,,,,,103.0
Clemson,ACC,12.0,10,2,0,5.7,12.55,18.25,40.95,2.05,,,,,,,14.0
Michigan,Big Ten,7.0,10,2,0,8.75,8.95,17.7,40.27,5.66,,,,,,,31.0
Auburn,SEC,6.0,10,2,0,1.15,15.69,16.83,35.02,-0.37,,,,,,,109.0
Nebraska,Big 8,11.0,10,2,0,9.34,6.7,16.03,48.09,8.44,,,,,,,34.0
Alabama,SEC,9.0,10,2,0,10.55,5.42,15.97,43.16,9.3,,,,,,,107.0
Tennessee,SEC,5.0,11,1,0,7.71,7.87,15.57,40.36,6.88,,,,,,,118.0
Arkansas,SWC,13.0,10,2,0,10.59,4.58,15.17,42.09,8.4,,,,,,,108.0
Washington,Pac-10,23.0,8,4,0,8.48,6.16,14.64,42.12,7.27,,,,,,,105.0
Illinois,Big Ten,10.0,10,2,0,4.38,10.24,14.62,37.14,5.49,,,,,,,27.0
Texas A&M,SWC,20.0,8,4,0,4.54,9.1,13.64,39.72,2.94,,,,,,,119.0
Michigan St.,Big Ten,16.0,8,4,0,3.13,9.01,12.15,39.06,5.32,,,,,,,32.0
Virginia,ACC,18.0,10,3,0,8.93,2.8,11.73,41.0,11.87,,,,,,,24.0
Penn State,Ind,15.0,8,3,1,-0.72,12.14,11.41,31.44,2.32,,,,,,,37.0
BYU,WAC,22.0,10,3,0,13.82,-2.98,10.84,45.83,19.85,,,,,,,66.0
Arizona,Pac-10,25.0,8,4,0,0.24,10.53,10.77,32.31,3.52,,,,,,,95.0
Texas Tech,SWC,19.0,9,3,0,8.8,1.79,10.6,40.59,12.34,,,,,,,49.0
Oregon,Pac-10,,8,4,0,7.39,2.55,9.94,40.93,12.4,,,,,,,99.0
Florida,SEC,,7,5,0,1.52,7.71,9.24,33.45,6.87,,,,,,,110.0
Washington St.,Pac-10,,6,5,0,9.57,-0.58,8.99,43.26,14.43,,,,,,,106.0
Oklahoma,Big 8,,7,4,0,5.58,3.29,8.87,42.4,11.02,,,,,,,45.0
West Virginia,Ind,21.0,8,3,1,4.84,2.97,7.81,38.72,12.15,,,,,,,50.0
