School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Pittsburgh,Ind,17.0,8,3,1,6.5,1.24,7.74,38.38,14.27,,,,,,,22.0
Ohio St.,Big Ten,24.0,8,4,0,8.05,-0.35,7.7,38.43,17.21,,,,,,,36.0
LSU,SEC,,4,7,0,5.76,1.8,7.56,39.76,12.02,,,,,,,113.0
Air Force,WAC,,8,4,1,10.0,-2.79,7.2,41.5,17.99,,,,,,,83.0
Georgia,SEC,,6,6,0,2.28,4.73,7.01,33.82,8.68,,,,,,,111.0
Baylor,SWC,,5,6,0,-4.32,11.06,6.74,32.36,4.51,,,,,,,41.0
Georgia Tech,ACC,,7,4,0,2.78,3.81,6.58,33.97,11.2,,,,,,,17.0
Virginia Tech,Ind,,6,4,1,-2.3,8.67,6.36,28.04,6.22,,,,,,,25.0
Duke,ACC,,8,4,0,9.08,-3.21,5.87,41.24,18.22,,,,,,,15.0
Syracuse,Ind,,8,4,0,1.64,3.89,5.52,33.54,11.53,,,,,,,23.0
Hawaii,WAC,,9,3,1,2.84,2.29,5.13,38.96,13.78,,,,,,,87.0
Texas,SWC,,5,6,0,2.44,2.52,4.96,33.53,12.21,,,,,,,48.0
Ole Miss,SEC,,8,4,0,5.23,-0.41,4.82,36.21,16.38,,,,,,,116.0
South Carolina,Ind,,6,4,1,0.04,4.23,4.27,32.13,12.26,,,,,,,117.0
NC State,ACC,,7,5,0,1.71,2.53,4.23,33.5,12.39,,,,,,,20.0
Fresno St.,Big West,,11,1,0,3.42,0.31,3.72,34.81,17.75,,,,,,,86.0
UCLA,Pac-10,,3,7,1,0.66,3.03,3.68,32.51,11.01,,,,,,,102.0
Southern Miss,Ind,,5,6,0,2.17,0.42,2.59,33.62,13.04,,,,,,,60.0
Arizona St.,Pac-10,,6,4,1,0.79,1.44,2.23,32.23,12.61,,,,,,,96.0
Louisville,Ind,,6,5,0,1.39,0.75,2.14,34.36,14.52,,,,,,,18.0
Minnesota,Big Ten,,6,5,0,0.6,1.33,1.93,31.03,16.91,,,,,,,33.0
Kentucky,SEC,,6,5,0,-0.83,2.75,1.92,29.93,12.24,,,,,,,112.0
Indiana,Big Ten,,5,6,0,2.43,-0.78,1.66,33.55,16.67,,,,,,,28.0
Mississippi St.,SEC,,5,6,0,-3.37,4.89,1.52,29.18,10.33,,,,,,,114.0
Colorado St.,WAC,,5,5,1,2.77,-1.29,1.47,37.57,17.17,,,,,,,85.0
Maryland,ACC,,3,7,1,-1.73,2.3,0.57,31.24,12.26,,,,,,,30.0
Wyoming,WAC,,5,6,0,-1.09,0.84,-0.26,29.59,15.67,,,,,,,94.0
California,Pac-10,,4,7,0,0.0,-0.28,-0.28,31.15,15.07,,,,,,,97.0
Army,Ind,,6,5,0,-1.43,0.92,-0.52,32.86,14.62,,,,,,,65.0
Stanford,Pac-10,,3,8,0,-3.0,2.44,-0.56,27.8,11.68,,,,,,,101.0
Iowa St.,Big 8,,6,5,0,3.54,-4.19,-0.65,32.79,20.39,,,,,,,42.0
Louisiana Tech,Ind,,5,4,1,4.99,-6.0,-1.01,35.1,22.02,,,,,,,54.0
San Diego St.,WAC,,6,5,1,5.28,-6.72,-1.44,34.62,23.32,,,,,,,90.0
TCU,SWC,,4,7,0,-3.71,1.84,-1.87,27.05,14.61,,,,,,,47.0
Iowa,Big Ten,,5,6,0,-4.19,2.22,-1.98,26.19,15.9,,,,,,,29.0
East Carolina,Ind,,5,5,1,1.65,-3.9,-2.25,34.29,20.26,,,,,,,4.0
Oregon St.,Pac-10,,4,7,1,-2.36,-0.01,-2.38,28.93,17.58,,,,,,,100.0
Louisiana,Ind,,7,4,0,-2.72,0.09,-2.63,26.65,15.94,,,,,,,126.0
Northern Illinois,Ind,,9,2,0,2.5,-5.31,-2.81,32.86,22.46,,,,,,,79.0
San Jose St.,Big West,,6,5,0,2.49,-5.57,-3.09,31.42,22.6,,,,,,,91.0
Tulsa,Ind,,6,6,0,-1.69,-1.46,-3.15,29.06,17.58,,,,,,,12.0
Tulane,Ind,,4,8,0,-0.37,-3.38,-3.76,30.52,19.68,,,,,,,11.0
Purdue,Big Ten,,3,8,0,-4.91,0.95,-3.96,25.61,15.58,,,,,,,38.0
Boston College,Ind,,2,9,0,-3.24,-1.43,-4.68,28.08,15.02,,,,,,,13.0
Rice,SWC,,2,8,1,-5.05,0.12,-4.93,26.28,17.1,,,,,,,59.0
Oklahoma St.,Big 8,,4,7,0,-1.4,-3.61,-5.01,28.47,18.44,,,,,,,46.0
Cal State Fullerton,Big West,,6,4,1,-1.05,-5.02,-6.07,27.6,22.95,,,,,,,
Akron,Ind,,6,4,1,-3.53,-3.19,-6.72,28.62,21.17,,,,,,,71.0
New Mexico,WAC,,2,10,0,-1.42,-6.2,-7.62,29.01,22.4,,,,,,,89.0
Utah,WAC,,4,8,0,6.01,-13.73,-7.72,36.23,33.71,,,,,,,104.0
Wake Forest,ACC,,2,8,1,-3.51,-5.01,-8.52,27.18,20.74,,,,,,,26.0
Wisconsin,Big Ten,,2,9,0,-5.09,-3.59,-8.67,25.05,21.26,,,,,,,40.0
Kansas,Big 8,,4,7,0,-0.33,-8.36,-8.68,29.79,27.09,,,,,,,43.0
Vanderbilt,SEC,,1,10,0,-8.2,-0.51,-8.71,25.0,16.64,,,,,,,120.0
Missouri,Big 8,,2,9,0,-5.46,-3.51,-8.97,25.52,22.27,,,,,,,115.0
Rutgers,Ind,,2,7,2,-0.56,-9.05,-9.6,28.8,23.66,,,,,,,39.0
Ball St.,MAC,,7,3,2,-6.31,-3.48,-9.79,22.68,20.98,,,,,,,72.0
North Carolina,ACC,,1,10,0,-10.66,0.71,-9.95,22.71,18.87,,,,,,,21.0
Navy,Ind,,3,8,0,-9.66,-0.31,-9.97,20.25,16.04,,,,,,,7.0
SMU,SWC,,2,9,0,-2.21,-7.93,-10.14,29.32,33.35,,,,,,,8.0
Eastern Michigan,MAC,,7,3,1,-6.89,-3.71,-10.59,21.61,20.36,,,,,,,76.0
Memphis,Ind,,2,9,0,-5.58,-5.94,-11.51,24.93,22.6,,,,,,,6.0
UNLV,Big West,,4,7,0,-6.17,-5.72,-11.89,21.49,26.65,,,,,,,92.0
Utah St.,Big West,,4,7,0,-9.04,-3.35,-12.39,19.24,26.32,,,,,,,93.0
UTEP,WAC,,2,10,0,-6.56,-6.26,-12.82,23.09,24.83,,,,,,,62.0
Central Michigan,MAC,,5,5,1,-11.08,-2.63,-13.72,19.75,19.49,,,,,,,75.0
Temple,Ind,,1,10,0,-8.51,-5.73,-14.24,23.12,25.78,,,,,,,10.0
Northwestern,Big Ten,,0,11,0,-0.72,-13.65,-14.37,30.15,35.98,,,,,,,35.0
Long Beach State,Big West,,4,8,0,-6.67,-7.86,-14.53,21.37,30.4,,,,,,,
Toledo,MAC,,6,5,0,-5.36,-9.45,-14.81,22.84,26.88,,,,,,,81.0
Kansas St.,Big 8,,1,10,0,-11.9,-3.21,-15.11,18.62,22.46,,,,,,,44.0
Western Michigan,MAC,,5,6,0,-10.53,-5.35,-15.88,18.34,21.02,,,,,,,82.0
Pacific,Big West,,2,10,0,-8.64,-7.8,-16.44,19.25,28.77,,,,,,,376.0
Cincinnati,Ind,,1,9,1,-14.67,-2.79,-17.46,16.08,28.45,,,,,,,2.0
Bowling Green,MAC,,5,6,0,-6.58,-11.83,-18.41,21.44,30.97,,,,,,,73.0
Miami (OH),MAC,,2,8,1,-16.46,-6.47,-22.93,11.76,25.94,,,,,,,78.0
Ohio,MAC,,1,9,1,-11.36,-11.61,-22.97,18.68,32.86,,,,,,,80.0
New Mexico State,Big West,,0,11,0,-12.41,-11.62,-24.04,15.98,35.95,,,,,,,69.0
Kent State,MAC,,0,11,0,-12.5,-17.26,-29.75,16.83,35.83,,,,,,,77.0
