School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Kentucky,SEC,,5,6,0,3.89,5.02,8.91,31.84,6.01,,,,,,,112.0
Ole Miss,SEC,,6,5,0,1.66,6.79,8.45,31.35,7.48,,,,,,,116.0
Wisconsin,Big Ten,,4,7,0,5.84,2.59,8.43,33.64,7.58,,,,,,,40.0
Michigan St.,Big Ten,,5,6,0,-2.36,10.69,8.33,24.52,-0.19,,,,,,,32.0
Boston College,Ind,,7,4,0,4.75,3.43,8.18,36.66,8.89,,,,,,,13.0
Arizona,WAC,,8,3,0,4.43,3.62,8.05,30.26,8.38,,,,,,,95.0
Illinois,Big Ten,,5,6,0,-2.25,10.2,7.95,26.34,1.05,,,,,,,27.0
Purdue,Big Ten,,5,6,0,5.34,2.52,7.85,32.46,8.83,,,,,,,38.0
East Carolina,Southern,,9,2,0,2.17,5.6,7.77,34.2,10.06,,,,,,,4.0
Kansas St.,Big 8,,5,6,0,3.67,4.03,7.7,31.81,9.36,,,,,,,44.0
Florida,SEC,,7,5,0,1.62,5.87,7.5,29.61,5.82,,,,,,,110.0
Pittsburgh,Ind,,6,5,1,1.99,5.47,7.46,29.2,4.79,,,,,,,22.0
South Carolina,Ind,,7,4,0,12.39,-5.0,7.4,39.55,17.76,,,,,,,117.0
Texas A&M,SWC,,5,6,0,6.41,0.82,7.24,37.31,10.59,,,,,,,119.0
Auburn,SEC,,6,6,0,-0.9,7.84,6.94,27.92,5.0,,,,,,,109.0
SMU,SWC,,6,4,1,4.59,1.99,6.59,34.01,11.05,,,,,,,8.0
Temple,Ind,,9,1,0,7.31,-1.2,6.11,37.24,16.34,,,,,,,10.0
Richmond,Southern,,8,2,0,1.86,4.22,6.08,31.82,10.16,,,,,,,159.0
Miami (FL),Ind,,5,6,0,1.68,3.95,5.63,27.39,7.51,,,,,,,19.0
Washington St.,Pac-8,,5,6,0,5.87,-0.67,5.2,33.9,10.63,,,,,,,106.0
Rice,SWC,,5,6,0,-0.77,5.7,4.93,26.9,6.78,,,,,,,59.0
Arkansas,SWC,,5,5,1,-4.29,9.09,4.8,23.33,2.36,,,,,,,108.0
Northwestern,Big Ten,,4,7,0,4.22,0.3,4.52,31.16,15.33,,,,,,,35.0
Navy,Ind,,4,7,0,1.03,3.45,4.48,31.38,10.68,,,,,,,7.0
Air Force,Ind,,6,4,0,5.02,-1.13,3.88,31.21,14.4,,,,,,,83.0
Memphis,Ind,,8,3,0,3.32,0.42,3.74,29.78,12.45,,,,,,,6.0
Utah,WAC,,7,5,0,9.33,-5.73,3.59,39.96,18.26,,,,,,,104.0
BYU,WAC,,5,6,0,3.92,-0.96,2.96,34.94,13.77,,,,,,,66.0
West Virginia,Ind,,6,5,0,2.54,-0.09,2.45,30.13,14.44,,,,,,,50.0
Pacific,PCAA,,7,2,1,-1.08,3.51,2.43,29.04,10.16,,,,,,,376.0
Georgia Tech,Ind,,5,6,0,0.72,1.71,2.42,26.66,11.19,,,,,,,17.0
Southern Miss,Ind,,6,4,1,-1.17,3.54,2.37,25.61,10.61,,,,,,,60.0
Mississippi St.,SEC,,4,5,2,3.84,-1.87,1.97,31.62,15.51,,,,,,,114.0
Oregon,Pac-8,,2,9,0,-2.97,4.62,1.65,28.78,5.08,,,,,,,99.0
Bowling Green,MAC,,7,3,0,5.58,-4.34,1.24,30.67,18.61,,,,,,,73.0
San Jose St.,PCAA,,5,4,2,-3.05,3.97,0.92,22.71,7.32,,,,,,,91.0
Indiana,Big Ten,,2,9,0,0.53,0.34,0.87,28.78,11.88,,,,,,,28.0
Wyoming,WAC,,4,7,0,1.04,-0.44,0.6,28.88,15.59,,,,,,,94.0
Vanderbilt,SEC,,5,6,0,-0.23,0.59,0.36,25.95,14.26,,,,,,,120.0
North Carolina,ACC,,4,7,0,3.64,-3.82,-0.18,31.72,15.58,,,,,,,21.0
Clemson,ACC,,5,6,0,1.95,-2.85,-0.89,29.22,15.75,,,,,,,14.0
TCU,SWC,,3,8,0,-1.1,0.16,-0.94,27.43,13.78,,,,,,,47.0
California,Pac-8,,4,7,0,4.61,-5.57,-0.97,34.13,22.57,,,,,,,97.0
Tampa,Ind,,8,3,0,-1.6,0.61,-0.99,23.15,12.52,,,,,,,
Utah St.,Ind,,7,4,0,-1.22,0.18,-1.04,23.94,12.26,,,,,,,93.0
Ohio,MAC,,5,5,0,-2.4,0.77,-1.64,22.86,14.75,,,,,,,80.0
Oregon St.,Pac-8,,2,9,0,-2.07,-0.03,-2.1,25.58,11.32,,,,,,,100.0
New Mexico,WAC,,4,7,0,-1.14,-1.08,-2.22,28.03,16.15,,,,,,,89.0
Cincinnati,Ind,,4,7,0,-6.28,3.41,-2.87,21.98,9.28,,,,,,,2.0
Baylor,SWC,,2,9,0,2.95,-6.8,-3.85,31.12,19.94,,,,,,,41.0
Iowa,Big Ten,,0,11,0,0.61,-4.84,-4.23,28.94,20.3,,,,,,,29.0
Duke,ACC,,2,8,1,-7.18,2.92,-4.26,19.5,8.96,,,,,,,15.0
Tulsa,MVC,,6,5,0,-1.83,-2.54,-4.38,27.79,16.87,,,,,,,12.0
Furman,Southern,,7,4,0,-0.56,-4.21,-4.77,24.88,16.77,,,,,,,230.0
Yale,Ivy,,6,3,0,-3.57,-1.36,-4.93,24.09,14.67,,,,,,,172.0
Dartmouth,Ivy,,6,3,0,-4.79,-0.27,-5.06,21.76,13.05,,,,,,,168.0
Penn,Ivy,,6,3,0,1.02,-6.61,-5.59,27.93,18.42,,,,,,,170.0
Syracuse,Ind,,2,9,0,-4.94,-0.65,-5.6,22.6,16.0,,,,,,,23.0
Harvard,Ivy,,7,2,0,-2.56,-3.44,-5.99,26.2,17.9,,,,,,,169.0
Louisville,MVC,,5,6,0,-6.84,0.5,-6.34,18.27,12.83,,,,,,,18.0
Virginia Tech,Ind,,2,9,0,0.74,-7.41,-6.67,27.38,24.79,,,,,,,25.0
William & Mary,Southern,,6,5,0,2.23,-8.97,-6.74,27.43,23.75,,,,,,,163.0
Colorado St.,WAC,,5,6,0,-1.24,-5.69,-6.93,25.94,22.2,,,,,,,85.0
Rutgers,Ind,,6,5,0,-3.5,-3.51,-7.01,22.66,18.33,,,,,,,39.0
Virginia,ACC,,4,7,0,-0.35,-6.71,-7.06,25.55,20.47,,,,,,,24.0
Western Michigan,MAC,,6,5,0,-5.12,-2.38,-7.5,19.62,17.01,,,,,,,82.0
Villanova,Ind,,3,8,0,-7.14,-0.69,-7.82,18.67,13.36,,,,,,,162.0
Holy Cross,Ind,,5,6,0,-2.7,-5.26,-7.96,22.14,16.23,,,,,,,214.0
Washington,Pac-8,,2,9,0,0.35,-8.81,-8.46,28.37,24.48,,,,,,,105.0
Brown,Ivy,,4,3,1,-0.81,-8.04,-8.85,24.71,20.7,,,,,,,165.0
Northern Illinois,Ind,,6,5,0,3.35,-12.37,-9.01,27.58,24.7,,,,,,,79.0
Toledo,MAC,,3,8,0,-0.09,-8.95,-9.03,24.44,23.85,,,,,,,81.0
Colgate,Ind,,5,5,0,2.72,-12.36,-9.64,30.85,25.85,,,,,,,211.0
Cornell,Ivy,,3,5,1,-8.45,-2.48,-10.93,19.43,15.71,,,,,,,167.0
Marshall,Ind,,4,7,0,-2.42,-8.9,-11.31,21.89,23.65,,,,,,,55.0
Army,Ind,,0,10,0,-10.05,-1.38,-11.43,17.87,26.01,,,,,,,65.0
Southern Illinois,Ind,,3,7,1,-2.14,-9.45,-11.6,26.03,24.68,,,,,,,189.0
Dayton,Ind,,5,5,1,-8.56,-3.13,-11.69,14.72,17.87,,,,,,,219.0
Wake Forest,ACC,,1,9,1,-12.97,0.26,-12.71,13.9,18.85,,,,,,,26.0
Florida St.,Ind,,0,11,0,-9.65,-3.6,-13.25,17.35,20.4,,,,,,,16.0
North Texas,MVC,,5,5,1,-9.73,-3.61,-13.35,15.14,22.34,,,,,,,57.0
Idaho,Ind,,4,7,0,-3.79,-10.48,-14.27,24.28,24.99,,,,,,,133.0
New Mexico State,MVC,,5,6,0,-4.08,-10.48,-14.56,21.29,28.16,,,,,,,69.0
Texas-Arlington,Ind,,4,6,0,-4.47,-10.47,-14.94,20.18,29.79,,,,,,,
VMI,Southern,,3,8,0,-10.63,-4.83,-15.46,14.61,23.5,,,,,,,233.0
Appalachian St.,Southern,,3,7,1,-9.13,-6.51,-15.64,15.8,21.13,,,,,,,121.0
Chattanooga,Ind,,4,7,0,-9.2,-6.71,-15.92,14.97,22.1,,,,,,,227.0
Xavier,Ind,,5,5,1,-6.03,-10.7,-16.73,18.74,32.99,,,,,,,
Long Beach State,PCAA,,1,9,1,-11.14,-5.6,-16.74,14.06,17.44,,,,,,,
Fresno St.,PCAA,,2,9,0,-9.3,-8.56,-17.86,16.29,24.29,,,,,,,86.0
Citadel,Southern,,3,8,0,-10.99,-6.92,-17.91,13.92,21.01,,,,,,,228.0
Wichita State,MVC,,4,7,0,-8.54,-10.74,-19.28,16.17,26.77,,,,,,,
Lamar,Ind,,5,5,0,-14.59,-4.82,-19.42,7.25,18.81,,,,,,,240.0
Davidson,Southern,,2,8,0,-9.43,-11.5,-20.93,15.21,29.54,,,,,,,218.0
Princeton,Ivy,,1,8,0,-10.74,-11.07,-21.81,15.87,23.9,,,,,,,171.0
UTEP,WAC,,0,11,0,-9.13,-13.0,-22.12,17.25,41.45,,,,,,,62.0
Drake,MVC,,2,9,0,-12.67,-9.97,-22.64,11.62,25.74,,,,,,,220.0
West Texas A&M,MVC,,2,9,0,-13.3,-10.03,-23.33,12.2,29.42,,,,,,,416.0
Columbia,Ivy,,1,7,1,-17.05,-9.22,-26.27,9.28,28.83,,,,,,,166.0
Louisiana,Ind,,0,10,0,-16.7,-11.82,-28.52,7.56,28.82,,,,,,,126.0
