School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Duke,ACC,,4,7,0,0.2,-0.25,-0.04,35.9,13.32,,,,,,,15.0
TCU,SWC,,5,6,0,2.99,-3.76,-0.77,36.47,18.33,,,,,,,47.0
Fresno St.,Big West,,8,2,1,-3.35,2.34,-1.01,31.54,16.8,,,,,,,86.0
Kansas,Big 8,,3,7,1,1.11,-2.14,-1.03,34.51,16.98,,,,,,,43.0
East Carolina,Ind,,5,6,0,0.06,-1.19,-1.13,33.74,13.21,,,,,,,4.0
Mississippi St.,SEC,,5,6,0,-1.76,0.52,-1.23,31.75,11.79,,,,,,,114.0
Kansas St.,Big 8,,5,6,0,-3.38,1.73,-1.65,32.01,14.97,,,,,,,44.0
Oklahoma St.,Big 8,,4,7,0,-0.18,-1.8,-1.99,32.95,14.61,,,,,,,46.0
Washington St.,Pac-10,,3,8,0,3.54,-5.54,-2.0,37.92,20.3,,,,,,,106.0
LSU,SEC,,5,6,0,-5.76,3.16,-2.6,28.04,10.09,,,,,,,113.0
Northern Illinois,Ind,,6,5,0,0.35,-3.1,-2.75,37.28,17.45,,,,,,,79.0
West Virginia,Ind,,4,7,0,-2.99,-0.34,-3.32,30.63,12.18,,,,,,,50.0
Georgia,SEC,,4,7,0,-1.4,-2.2,-3.6,31.93,15.13,,,,,,,111.0
Tulane,Ind,,4,7,0,-3.05,-0.71,-3.75,32.72,14.92,,,,,,,11.0
Purdue,Big Ten,,2,9,0,-3.9,-0.02,-3.92,30.81,14.71,,,,,,,38.0
Boston College,Ind,,4,7,0,-2.61,-1.53,-4.14,31.35,14.8,,,,,,,13.0
Memphis,Ind,,4,6,1,-3.35,-0.94,-4.29,30.38,13.59,,,,,,,6.0
Central Michigan,MAC,,8,3,1,-8.46,4.05,-4.41,27.13,10.43,,,,,,,75.0
Arkansas,SWC,,3,8,0,1.26,-5.75,-4.49,35.1,20.24,,,,,,,108.0
Toledo,MAC,,9,2,0,-2.51,-2.1,-4.61,30.06,15.92,,,,,,,81.0
Wake Forest,ACC,,3,8,0,-0.43,-4.68,-5.1,36.07,19.16,,,,,,,26.0
Louisiana,Ind,,5,6,0,-6.0,0.62,-5.37,28.39,14.03,,,,,,,126.0
Kentucky,SEC,,4,7,0,0.74,-6.72,-5.98,33.28,18.84,,,,,,,112.0
Utah St.,Big West,,5,5,1,-4.03,-2.23,-6.26,28.98,20.55,,,,,,,93.0
Army,Ind,,6,5,0,-2.09,-4.36,-6.45,32.29,18.45,,,,,,,65.0
Northwestern,Big Ten,,2,9,0,-1.83,-4.8,-6.62,32.73,21.25,,,,,,,35.0
Wisconsin,Big Ten,,1,10,0,-8.33,1.61,-6.73,25.97,11.83,,,,,,,40.0
Utah,WAC,,4,7,0,-4.45,-4.31,-8.76,26.89,21.34,,,,,,,104.0
Western Michigan,MAC,,7,4,0,-3.59,-5.42,-9.01,28.46,19.97,,,,,,,82.0
Ball St.,MAC,,7,4,0,-11.93,2.8,-9.13,22.31,11.3,,,,,,,72.0
Navy,Ind,,5,6,0,-5.27,-4.92,-10.19,25.96,19.61,,,,,,,7.0
Long Beach State,Big West,,6,5,0,-4.11,-6.26,-10.37,24.83,23.04,,,,,,,
Rutgers,Ind,,3,8,0,-7.04,-3.4,-10.44,26.53,18.43,,,,,,,39.0
New Mexico,WAC,,2,10,0,-2.26,-8.51,-10.77,29.37,23.03,,,,,,,89.0
Tulsa,Ind,,3,8,0,-8.09,-2.86,-10.95,24.42,17.51,,,,,,,12.0
Akron,Ind,,3,7,1,-7.13,-4.02,-11.15,25.74,18.9,,,,,,,71.0
UTEP,WAC,,3,8,0,-7.49,-4.61,-12.09,23.57,20.65,,,,,,,62.0
Pacific,Big West,,4,7,0,3.23,-15.42,-12.2,35.68,32.25,,,,,,,376.0
Miami (OH),MAC,,5,5,1,-8.29,-4.0,-12.29,23.88,19.57,,,,,,,78.0
Oregon St.,Pac-10,,1,10,0,-8.79,-5.39,-14.19,24.82,22.02,,,,,,,100.0
SMU,SWC,,1,10,0,-7.88,-6.49,-14.37,26.93,25.82,,,,,,,8.0
Bowling Green,MAC,,3,5,2,-13.98,-0.4,-14.38,17.84,14.7,,,,,,,73.0
Arkansas St.,Ind,,3,7,1,-6.74,-8.11,-14.84,24.94,23.46,,,,,,,122.0
Vanderbilt,SEC,,1,10,0,-0.8,-14.22,-15.01,32.78,31.91,,,,,,,120.0
UNLV,Big West,,4,7,0,-7.74,-7.49,-15.23,22.3,23.28,,,,,,,92.0
Cincinnati,Ind,,1,10,0,-6.38,-12.49,-18.87,27.27,33.66,,,,,,,2.0
Eastern Michigan,MAC,,2,9,0,-8.87,-11.44,-20.32,22.28,25.81,,,,,,,76.0
New Mexico State,Big West,,1,10,0,-11.12,-12.04,-23.16,20.87,33.87,,,,,,,69.0
Kent State,MAC,,2,9,0,-11.11,-12.3,-23.4,21.12,29.2,,,,,,,77.0
Cal State Fullerton,Big West,,1,11,0,-7.97,-16.47,-24.45,23.45,34.96,,,,,,,
Ohio,MAC,,1,9,1,-12.09,-12.87,-24.97,19.99,30.25,,,,,,,80.0
