School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Oregon,Pac-12 (North),7.0,7,1,3.28,11.25,14.53,51.45,0.21,9.97,4.09,6.59,2.19,7.95,3.28,99
Baylor,Big 12,12.0,7,0,8.52,5.03,13.55,52.62,6.82,10.57,5.32,6.7,2.33,8.36,3.83,41
Florida,SEC (East),6.0,7,1,4.38,9.02,13.4,50.06,0.43,10.14,5.1,6.08,2.6,8.03,3.81,110
Appalachian St.,Sun Belt (East),20.0,7,0,8.03,4.78,12.8,50.98,8.32,8.91,5.4,6.33,2.33,7.4,3.82,121
Air Force,MWC (Mountain),,6,2,6.55,6.02,12.57,49.1,6.91,14.81,4.94,6.56,1.99,7.71,3.78,83
Central Florida,American (East),,6,2,12.35,0.19,12.54,62.71,11.66,11.63,4.04,6.87,2.71,8.71,3.51,1
Memphis,American (West),24.0,7,1,11.31,1.16,12.47,52.69,10.34,12.25,4.58,6.21,2.7,8.58,3.79,6
Washington,Pac-12 (North),,5,3,7.97,4.4,12.37,51.2,6.76,10.89,4.36,5.88,3.15,7.91,3.85,105
Notre Dame,Ind,16.0,5,2,4.61,7.16,11.77,52.63,4.5,10.04,4.13,6.62,2.71,8.1,3.44,70
Boise St.,MWC (Mountain),21.0,6,1,5.43,6.28,11.7,46.12,6.34,10.11,4.07,5.27,2.51,7.39,3.72,84
Minnesota,Big Ten (West),13.0,8,0,7.43,4.15,11.57,49.9,7.66,11.94,4.7,5.49,2.54,7.44,3.6,33
Iowa St.,Big 12,,5,3,8.42,2.87,11.29,51.52,7.06,10.44,4.63,6.17,1.92,8.4,3.39,42
USC,Pac-12 (South),,5,3,7.11,3.8,10.91,49.35,6.69,11.16,4.12,6.04,3.37,8.31,3.91,103
Texas,Big 12,,5,3,12.51,-1.72,10.79,55.53,12.03,9.57,5.81,6.23,2.85,7.86,4.46,48
Michigan St.,Big Ten (East),,4,4,2.85,7.31,10.16,47.09,-0.05,9.56,3.62,5.8,1.6,7.52,2.78,32
Texas A&M,SEC (West),,5,3,6.17,3.72,9.89,52.3,5.89,9.46,4.16,6.35,3.1,7.89,3.71,119
TCU,Big 12,,4,3,4.41,4.97,9.38,49.1,6.76,8.33,4.59,6.49,2.17,7.08,3.31,47
Louisiana,Sun Belt (West),,5,2,2.37,6.88,9.24,48.78,6.94,8.32,5.14,7.89,2.84,8.01,3.84,126
Oklahoma St.,Big 12,,5,3,9.83,-0.61,9.22,53.21,11.54,10.01,5.92,6.96,2.7,8.0,4.28,46
Kansas St.,Big 12,22.0,5,2,2.17,6.2,8.37,47.13,3.83,8.69,5.16,6.16,3.63,7.02,4.47,44
Wake Forest,ACC (Atlantic),23.0,6,1,9.49,-1.16,8.34,50.27,14.0,10.18,6.01,5.45,2.9,7.45,4.52,26
Indiana,Big Ten (East),,6,2,3.35,4.52,7.87,49.0,6.54,10.28,4.73,5.49,2.45,7.86,3.64,28
Florida St.,ACC (Atlantic),,4,4,7.04,0.09,7.13,46.55,10.97,9.88,4.78,5.3,2.39,7.38,3.64,16
Virginia,ACC (Coastal),,5,3,2.37,4.36,6.73,45.34,7.62,8.76,4.71,4.94,2.28,6.83,3.41,24
North Carolina,ACC (Coastal),,4,4,5.37,0.95,6.32,45.41,7.25,10.09,5.36,5.86,2.61,7.68,3.93,21
Louisville,ACC (Atlantic),,5,3,8.62,-2.99,5.63,49.84,15.49,11.72,5.48,6.63,3.47,8.29,4.5,18
Tulane,American (West),,5,3,4.53,1.04,5.57,51.32,11.59,10.19,4.38,6.98,3.11,8.03,4.18,11
Washington St.,Pac-12 (North),,4,4,10.82,-5.57,5.25,57.06,16.0,10.46,6.12,6.46,3.63,9.01,4.95,106
Missouri,SEC (East),,5,3,-1.55,6.18,4.63,44.86,6.3,9.11,4.6,5.62,2.24,6.99,3.29,115
Duke,ACC (Coastal),,4,4,1.34,3.12,4.46,44.96,11.48,8.04,4.84,5.31,2.52,6.42,3.6,15
Arizona St.,Pac-12 (South),,5,3,-0.55,4.94,4.4,39.22,5.96,10.5,4.81,5.12,1.99,7.28,3.52,96
Mississippi St.,SEC (West),,3,5,5.04,-0.82,4.22,48.01,10.62,9.81,6.6,6.59,2.75,7.77,4.5,114
Pittsburgh,ACC (Coastal),,5,3,-0.96,5.14,4.19,37.53,3.73,8.16,3.75,5.21,1.45,6.67,2.77,22
Florida Atlantic,CUSA (East),,5,3,2.35,1.77,4.12,45.22,9.04,9.26,5.84,4.61,2.37,6.8,4.19,52
Kentucky,SEC (East),,4,4,-2.39,5.65,3.26,39.83,3.99,7.67,4.51,6.73,3.43,7.06,3.95,112
Utah St.,MWC (Mountain),,4,3,-1.18,3.74,2.56,41.84,9.99,8.18,4.13,6.4,2.92,7.13,3.8,93
Nebraska,Big Ten (West),,4,4,3.29,-0.84,2.45,45.97,12.17,11.07,5.0,5.88,3.05,7.74,4.14,34
Wyoming,MWC (Mountain),,6,2,0.38,1.82,2.2,39.59,10.87,8.73,5.93,6.58,2.34,7.09,4.5,94
San Diego St.,MWC (West),25.0,7,1,-8.03,10.18,2.14,29.44,3.23,8.04,4.97,4.14,1.38,5.5,3.46,90
Houston,American (West),,3,5,3.89,-1.8,2.09,44.02,11.88,9.24,5.11,6.6,3.53,7.49,4.51,5
BYU,Ind,,3,4,3.77,-1.71,2.06,43.53,12.5,10.29,4.46,5.2,3.24,7.51,3.78,66
Miami (FL),ACC (Coastal),,4,4,-3.76,5.81,2.05,41.8,6.9,9.67,4.98,5.41,2.0,7.52,3.43,19
California,Pac-12 (North),,4,4,-5.35,7.37,2.02,34.64,4.84,8.64,3.95,4.69,2.54,6.18,3.37,97
UCLA,Pac-12 (South),,3,5,6.18,-4.19,2.0,47.97,16.21,9.24,6.11,5.86,2.56,7.12,4.5,102
South Carolina,SEC (East),,3,5,2.88,-0.96,1.92,49.39,9.55,8.21,5.0,6.99,2.35,7.53,3.75,117
Stanford,Pac-12 (North),,4,4,-1.26,3.03,1.78,40.57,7.05,9.05,5.47,5.25,2.68,6.96,4.3,101
Ole Miss,SEC (West),,3,5,1.82,-0.4,1.42,43.01,10.91,9.23,5.48,6.41,2.44,7.51,4.18,116
Tulsa,American (West),,2,6,1.49,-0.07,1.42,43.46,11.84,9.42,4.05,5.1,2.95,6.81,3.75,12
Tennessee,SEC (East),,3,5,-2.78,4.13,1.34,41.63,6.44,9.76,5.07,5.27,2.05,7.11,3.4,118
Western Michigan,MAC (West),,5,4,1.93,-0.6,1.33,45.75,15.01,9.1,6.04,6.42,3.84,7.59,4.93,82
Oregon St.,Pac-12 (North),,3,4,4.16,-2.88,1.28,46.13,16.63,8.92,5.95,6.26,3.2,7.3,4.47,100
Temple,American (East),,5,3,-1.13,2.22,1.1,40.12,11.15,8.7,4.43,4.87,2.53,6.61,3.63,10
Colorado,Pac-12 (South),,3,5,2.4,-1.37,1.03,43.7,15.15,9.59,5.13,5.73,3.14,7.36,4.72,98
Marshall,CUSA (East),,5,3,1.33,-0.44,0.89,41.93,15.45,8.69,6.45,6.88,2.95,7.51,4.71,55
Texas Tech,Big 12,,3,5,-0.03,0.71,0.68,43.44,12.04,8.29,6.71,6.1,2.67,7.18,4.54,49
Boston College,ACC (Atlantic),,4,4,4.18,-3.65,0.53,44.21,17.99,9.54,6.65,6.34,3.23,7.36,4.99,13
Arkansas St.,Sun Belt (West),,4,4,4.7,-4.28,0.42,43.91,20.37,9.34,6.38,4.81,3.88,7.03,5.09,122
South Florida,American (East),,4,4,-1.52,1.75,0.23,40.82,14.12,8.19,4.54,6.44,3.02,7.05,3.87,9
Illinois,Big Ten (West),,4,4,2.61,-2.51,0.1,45.46,12.52,8.13,5.4,5.64,3.68,6.56,4.35,27
Georgia St.,Sun Belt (East),,6,2,8.65,-8.89,-0.25,47.6,24.47,8.3,7.43,6.26,4.57,7.09,5.91,125
Arizona,Pac-12 (South),,4,4,6.24,-6.52,-0.28,45.96,18.95,9.99,5.45,6.31,3.37,7.77,4.62,95
Hawaii,MWC (West),,5,3,6.56,-6.96,-0.4,47.82,21.86,9.43,4.47,6.36,4.56,8.03,5.01,87
Maryland,Big Ten (East),,3,5,-2.52,2.05,-0.47,48.78,14.72,8.65,6.23,6.93,3.2,7.57,4.68,30
Syracuse,ACC (Atlantic),,3,5,-2.21,1.54,-0.67,39.42,12.79,8.72,5.71,4.47,2.83,6.36,4.25,23
Purdue,Big Ten (West),,2,6,1.53,-2.53,-1.0,42.73,11.2,9.19,5.89,4.05,2.89,6.97,4.52,38
UAB,CUSA (West),,6,1,1.13,-2.24,-1.12,38.62,16.87,10.53,6.02,4.64,2.85,6.96,4.34,61
Northwestern,Big Ten (West),,1,6,-7.72,6.58,-1.14,35.73,3.38,7.11,3.93,5.44,2.41,5.96,3.26,35
Miami (OH),MAC (East),,4,4,0.67,-1.93,-1.26,41.31,17.62,8.76,5.03,4.76,2.88,6.3,3.97,78
Louisiana Tech,CUSA (West),,7,1,1.72,-3.01,-1.29,41.25,18.14,8.6,6.09,5.44,3.48,6.99,4.84,54
Georgia Southern,Sun Belt (East),,4,3,-0.56,-0.74,-1.3,38.07,15.21,6.51,6.23,6.09,2.25,6.35,4.05,124
Fresno St.,MWC (West),,3,4,3.99,-5.46,-1.47,43.34,17.59,8.89,4.15,5.81,2.82,7.2,3.99,86
Ball St.,MAC (West),,4,4,2.92,-4.41,-1.49,45.46,16.68,8.93,5.16,5.65,3.38,6.98,4.2,72
Buffalo,MAC (East),,4,4,-2.08,-0.02,-2.1,37.21,13.01,7.21,6.1,5.69,2.05,6.1,3.89,74
Ohio,MAC (East),,4,4,4.56,-6.66,-2.1,43.49,18.13,9.85,6.67,6.26,4.1,7.69,5.36,80
Southern Miss,CUSA (West),,5,3,-0.91,-1.3,-2.21,39.0,16.42,10.69,7.38,4.46,2.59,7.45,4.9,60
NC State,ACC (Atlantic),,4,3,-4.34,2.05,-2.29,38.12,11.25,7.85,4.84,5.59,2.79,6.69,4.02,20
Virginia Tech,ACC (Coastal),,5,2,3.72,-6.1,-2.38,41.32,20.44,9.54,5.94,5.17,3.36,6.74,4.77,25
Kansas,Big 12,,3,5,1.68,-4.12,-2.44,41.32,15.7,9.25,5.87,6.38,3.32,7.72,4.46,43
Army,Ind,,3,5,-2.28,-0.22,-2.5,37.59,12.45,8.81,6.56,5.64,3.24,6.09,4.7,65
Western Kentucky,CUSA (East),,5,3,-7.34,4.38,-2.96,31.33,9.23,7.73,5.85,4.18,2.1,5.96,3.92,64
Middle Tennessee,CUSA (East),,3,5,-0.22,-3.26,-3.48,41.22,17.02,8.89,6.47,6.93,3.92,7.76,5.16,56
UL Monroe,Sun Belt (West),,3,4,1.8,-5.31,-3.51,41.55,24.8,8.64,6.15,6.8,4.85,7.57,5.42,130
Arkansas,SEC (West),,2,6,-2.69,-1.07,-3.76,39.04,15.39,8.58,5.74,5.47,3.3,6.91,4.29,108
West Virginia,Big 12,,3,4,-2.4,-1.95,-4.35,38.14,15.29,8.18,5.45,4.42,2.57,6.3,3.72,50
Central Michigan,MAC (West),,5,4,1.32,-5.78,-4.45,39.03,20.91,8.19,6.38,5.92,2.84,7.04,4.56,75
Coastal Carolina,Sun Belt (East),,3,4,-3.19,-1.89,-5.09,38.16,15.7,7.84,6.04,5.29,3.32,6.27,4.26,123
Toledo,MAC (West),,5,3,-2.86,-2.25,-5.11,38.26,16.92,8.89,6.17,6.01,4.44,7.13,5.32,81
San Jose St.,MWC (West),,4,4,2.38,-7.62,-5.24,40.26,20.88,9.34,5.32,4.89,3.84,7.46,4.84,91
Troy,Sun Belt (East),,3,4,4.72,-10.49,-5.77,43.2,24.88,8.47,7.89,5.12,3.31,6.92,5.34,129
North Texas,CUSA (West),,3,5,2.41,-8.66,-6.25,43.02,21.58,8.68,5.9,5.57,3.81,7.08,4.91,57
Kent State,MAC (East),,3,5,-2.21,-4.45,-6.66,38.31,20.48,8.28,7.2,5.82,4.33,6.81,5.36,77
Liberty,Ind,,5,3,0.45,-7.18,-6.73,37.87,20.22,9.41,7.38,5.2,3.94,7.33,5.48,67
Northern Illinois,MAC (West),,3,5,-5.52,-1.71,-7.23,36.62,15.01,8.88,5.28,4.63,3.79,6.6,4.59,79
Eastern Michigan,MAC (West),,4,4,0.34,-7.85,-7.51,39.51,19.91,9.08,7.19,4.13,3.59,6.73,5.2,76
Colorado St.,MWC (Mountain),,3,5,3.58,-11.18,-7.59,42.55,24.62,10.06,5.48,5.66,4.26,7.65,4.86,85
Georgia Tech,ACC (Coastal),,2,5,-3.63,-4.14,-7.77,35.58,15.9,8.61,5.61,6.06,3.47,6.97,4.25,17
Texas St.,Sun Belt (West),,2,5,-10.11,2.02,-8.09,27.79,13.59,7.38,5.05,3.62,3.34,5.52,4.07,128
Florida Intl,CUSA (East),,4,4,-6.66,-2.42,-9.08,33.77,18.02,8.16,5.59,5.27,4.55,6.35,5.03,53
Charlotte,CUSA (East),,3,5,3.95,-13.1,-9.15,43.08,27.5,9.58,7.82,6.49,4.1,7.67,5.53,51
East Carolina,American (East),,3,5,-6.08,-3.47,-9.55,33.58,16.55,8.73,6.14,5.24,3.41,6.62,4.84,4
Nevada,MWC (West),,4,4,-7.96,-2.72,-10.68,30.86,25.81,7.92,6.99,4.44,3.36,5.88,5.09,88
UNLV,MWC (West),,2,6,-2.24,-8.48,-10.72,39.23,24.15,8.07,6.21,5.75,4.59,6.53,5.43,92
Vanderbilt,SEC (East),,2,5,-5.45,-5.52,-10.97,36.71,15.48,7.85,6.46,6.09,4.12,6.83,5.12,120
Rutgers,Big Ten (East),,2,6,-11.05,-0.05,-11.1,29.88,20.02,7.75,5.68,4.89,3.74,5.93,4.77,39
Rice,CUSA (West),,0,8,-11.02,-0.15,-11.17,28.94,13.92,7.15,6.41,4.43,3.26,5.5,4.81,59
Connecticut,American (East),,2,6,-7.04,-5.9,-12.94,31.92,21.87,8.36,6.55,4.69,3.96,6.24,5.24,3
UTSA,CUSA (West),,3,4,-10.09,-2.85,-12.94,29.35,23.2,5.82,6.2,5.69,4.84,5.69,5.59,63
New Mexico,MWC (Mountain),,2,6,-4.91,-8.59,-13.51,33.31,25.54,9.0,7.62,5.67,3.06,6.93,5.29,89
South Alabama,Sun Belt (West),,1,7,-13.77,0.2,-13.58,25.09,15.84,7.08,5.84,4.9,3.59,5.66,4.47,127
Bowling Green,MAC (East),,2,6,-14.03,-0.31,-14.34,27.42,23.82,6.98,7.74,4.94,4.07,5.77,5.58,73
Old Dominion,CUSA (East),,1,7,-11.91,-3.83,-15.74,27.2,18.87,6.9,6.33,3.9,3.06,4.97,4.57,58
New Mexico State,Ind,,0,8,-9.57,-6.85,-16.42,31.16,27.45,7.41,5.8,5.35,4.94,6.29,5.19,69
UTEP,CUSA (West),,1,6,-9.59,-11.86,-21.45,25.94,27.05,7.74,7.46,4.52,4.4,5.69,5.76,62
Akron,MAC (East),,0,8,-21.49,-5.33,-26.81,17.65,25.19,6.84,6.71,2.83,3.73,5.13,4.86,71
Massachusetts,Ind,,1,7,-8.28,-22.99,-31.26,28.53,45.59,6.16,8.58,4.27,6.03,5.19,7.14,68
