School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Florida,SEC (East),24.0,8,5,5.3,5.37,10.67,48.71,4.21,9.75,4.92,5.64,2.85,7.4,3.86,110
Clemson,ACC,22.0,9,4,2.22,8.27,10.49,44.48,2.73,9.04,4.84,4.89,2.48,6.88,3.61,14
NC State,ACC,,8,5,13.25,-2.84,10.41,53.68,12.91,10.75,5.62,4.36,2.67,7.77,4.25,20
Virginia,ACC,,8,5,3.9,6.25,10.15,44.65,3.91,8.58,5.2,4.95,3.16,6.7,4.09,24
Utah,MWC,21.0,10,2,5.51,4.5,10.01,43.09,6.95,9.39,5.36,4.73,2.93,6.41,4.13,104
California,Pac-10,,8,6,8.29,1.44,9.73,48.31,9.4,9.72,5.76,5.76,2.7,7.4,4.34,97
Oklahoma St.,Big 12 (South),,9,4,6.96,2.36,9.32,48.55,10.33,8.74,5.49,6.18,3.15,7.13,4.31,46
Boise St.,WAC,16.0,13,1,4.7,4.23,8.92,50.97,9.3,10.43,4.89,4.24,2.59,7.04,3.9,84
Virginia Tech,Big East,,8,5,7.25,1.66,8.91,48.87,9.4,9.55,6.0,6.21,2.56,7.42,4.13,25
Auburn,SEC (West),,8,5,-2.34,10.43,8.09,42.62,-0.02,9.32,5.06,5.99,1.51,7.03,3.25,109
Oregon St.,Pac-10,,8,5,6.51,1.47,7.98,46.87,9.54,9.38,4.11,4.61,1.45,6.78,2.95,100
Michigan St.,Big Ten,,8,5,4.22,3.73,7.95,44.2,7.71,8.43,5.86,4.49,2.0,6.56,4.01,32
Texas Tech,Big 12 (South),,8,5,14.67,-7.17,7.5,56.5,18.09,9.4,6.35,5.54,3.74,8.04,5.0,49
West Virginia,Big East,,8,5,3.78,2.73,6.51,44.26,8.82,9.52,5.41,5.67,2.56,6.82,4.14,50
Missouri,Big 12 (North),,8,5,2.45,4.0,6.45,42.63,6.43,7.27,4.79,6.31,3.05,6.65,3.88,115
Wisconsin,Big Ten,,7,6,4.13,2.32,6.44,44.55,7.69,10.09,5.07,5.53,2.68,6.99,4.0,40
Pittsburgh,Big East,,8,5,4.29,1.81,6.1,43.69,9.42,10.11,5.64,4.12,3.43,6.9,4.48,22
Boston College,Big East,,8,5,5.16,0.53,5.69,43.77,10.74,8.86,5.34,5.2,2.25,6.69,3.86,13
Georgia Tech,ACC,,7,6,-1.42,7.02,5.6,39.06,3.69,7.56,5.04,5.32,1.79,6.2,3.47,17
Oregon,Pac-10,,8,5,2.92,2.4,5.32,41.96,12.23,9.22,5.52,4.83,1.99,6.7,3.96,99
Alabama,SEC (West),,4,9,3.95,1.32,5.27,44.42,8.04,8.42,5.14,5.61,2.72,6.66,4.0,107
Colorado St.,MWC,,7,6,4.64,0.27,4.91,43.77,11.39,10.51,6.09,5.63,3.37,7.44,4.62,85
Bowling Green,MAC (West),23.0,11,3,3.06,1.84,4.9,44.36,9.79,8.92,5.64,5.48,3.85,7.03,4.64,73
New Mexico,MWC,,8,5,2.14,2.6,4.74,43.43,10.11,9.65,5.37,5.48,1.88,6.82,3.82,89
Wake Forest,ACC,,5,7,5.34,-1.14,4.19,45.27,12.17,8.89,5.7,5.56,3.49,6.52,4.61,26
Syracuse,Big East,,6,6,0.96,3.15,4.11,40.02,10.21,8.0,5.22,5.4,2.39,6.36,3.76,23
Connecticut,Ind,,9,3,3.89,-0.15,3.73,42.13,12.98,7.99,4.93,5.15,3.24,6.56,4.01,3
Southern Miss,CUSA,,9,4,-4.76,8.34,3.58,34.46,5.36,8.65,4.92,3.85,2.85,5.73,3.84,60
Memphis,CUSA,,9,4,0.35,2.96,3.31,38.71,9.66,8.16,4.95,5.15,2.21,6.48,3.59,6
Washington,Pac-10,,6,6,1.82,1.49,3.3,40.8,13.41,8.21,6.1,4.64,3.21,6.25,4.62,105
South Carolina,SEC (East),,5,7,1.18,2.09,3.27,41.34,9.22,8.52,5.28,5.46,3.3,6.63,4.2,117
Notre Dame,Ind,,5,7,-1.36,4.48,3.12,39.07,9.1,7.17,5.97,5.72,2.14,6.16,3.75,70
TCU,CUSA,25.0,11,2,2.55,0.28,2.83,38.8,11.84,9.38,6.74,4.72,2.09,6.35,4.53,47
Northern Illinois,MAC (West),,10,2,3.57,-1.02,2.54,41.22,12.9,8.39,6.24,4.02,3.11,5.87,4.58,79
Marshall,MAC (East),,8,4,1.65,0.78,2.42,39.33,12.04,8.79,5.77,5.35,3.54,6.78,4.39,55
Colorado,Big 12 (North),,5,7,5.33,-3.88,1.45,43.82,15.89,9.46,6.25,3.63,3.01,6.4,4.7,98
Louisville,CUSA,,9,4,5.58,-4.26,1.32,43.32,16.9,9.52,6.25,6.56,3.81,7.79,5.04,18
Air Force,MWC,,7,5,0.1,1.04,1.14,39.91,10.67,8.08,5.79,5.71,3.28,6.14,4.4,83
Penn State,Big Ten,,3,9,-4.66,5.42,0.77,36.63,6.16,7.3,4.33,5.21,3.17,6.05,3.8,37
UCLA,Pac-10,,6,7,-2.81,3.37,0.56,34.42,8.65,7.78,4.79,3.93,2.24,5.58,3.44,102
Toledo,MAC (West),,8,4,2.27,-1.88,0.39,42.06,14.72,8.81,6.38,5.23,3.51,6.97,4.82,81
Hawaii,WAC,,9,5,6.6,-6.39,0.21,42.96,19.41,7.94,6.26,5.14,2.97,6.95,4.46,87
Northwestern,Big Ten,,6,7,-1.79,1.88,0.09,37.07,8.87,7.94,6.07,5.82,2.81,6.46,4.49,35
Kentucky,SEC (East),,4,8,2.36,-2.52,-0.16,41.27,13.09,7.71,5.5,4.4,2.95,5.87,4.1,112
UNLV,MWC,,6,6,-3.06,2.8,-0.26,34.95,9.29,7.08,5.47,4.22,2.46,5.38,3.97,92
Kansas,Big 12 (North),,6,7,3.99,-4.58,-0.59,42.67,17.17,9.43,5.83,5.17,4.05,7.0,4.92,43
Tulsa,WAC,,8,5,1.09,-1.72,-0.63,38.72,17.21,7.75,5.26,5.53,3.63,6.35,4.38,12
North Texas,Sun Belt,,9,4,-1.08,0.28,-0.81,37.26,12.66,10.04,6.21,4.87,2.19,6.33,4.2,57
Arizona St.,Pac-10,,5,7,-0.01,-0.85,-0.86,38.67,13.24,8.62,6.46,5.05,2.84,6.76,4.52,96
Rutgers,Big East,,5,7,2.96,-4.61,-1.65,41.4,16.55,8.12,6.3,4.36,3.27,5.97,4.66,39
Fresno St.,WAC,,9,5,-3.18,1.5,-1.69,33.23,10.54,6.86,5.05,5.06,3.95,5.82,4.48,86
Navy,Ind,,8,5,-1.11,-0.62,-1.73,37.38,12.51,8.85,5.64,5.97,3.52,6.5,4.45,7
San Diego St.,MWC,,6,6,-7.19,4.88,-2.31,30.82,7.24,7.1,4.41,4.62,2.72,5.79,3.59,90
Stanford,Pac-10,,4,7,-5.48,2.66,-2.82,32.04,14.24,6.76,5.6,4.22,3.18,5.26,4.56,101
BYU,MWC,,4,8,-5.08,2.13,-2.95,33.13,11.2,7.36,5.12,4.39,2.17,5.77,3.46,66
Duke,ACC,,4,8,-4.87,1.85,-3.02,33.99,12.05,7.17,5.75,4.81,3.22,5.66,4.42,15
Texas A&M,Big 12 (South),,4,8,0.09,-3.55,-3.46,40.84,20.56,9.47,6.13,5.3,3.51,6.92,4.52,119
South Florida,CUSA,,7,4,-3.39,-0.59,-3.98,34.76,12.54,6.58,4.7,4.08,2.48,5.13,3.49,9
Houston,CUSA,,7,6,6.27,-10.5,-4.23,43.97,25.75,9.61,6.97,4.99,4.29,6.59,5.44,5
North Carolina,ACC,,2,10,4.82,-9.97,-5.15,44.23,22.03,8.46,7.62,5.88,3.86,7.09,5.38,21
Louisiana Tech,WAC,,5,7,0.17,-5.48,-5.31,37.88,21.48,8.68,7.31,5.49,4.5,7.15,5.75,54
Nevada,WAC,,6,6,-2.17,-3.3,-5.46,32.56,18.18,7.65,6.57,4.89,3.36,6.02,4.76,88
UAB,CUSA,,5,7,-4.53,-0.94,-5.47,32.39,14.16,9.1,5.56,4.52,3.97,6.4,4.8,61
Wyoming,MWC,,4,8,0.08,-5.67,-5.59,37.82,17.17,8.75,6.21,3.76,4.09,6.29,5.0,94
Vanderbilt,SEC (East),,2,10,-4.07,-1.78,-5.85,36.61,15.28,8.6,5.68,5.03,3.13,6.39,4.28,120
Cincinnati,CUSA,,5,7,-1.12,-4.81,-5.93,36.58,16.7,7.33,5.57,4.69,3.14,5.8,4.21,2
Akron,MAC (East),,7,5,3.77,-9.73,-5.96,43.79,21.4,9.09,6.08,4.32,4.24,6.64,5.17,71
Western Michigan,MAC (West),,5,7,-0.38,-6.02,-6.4,38.45,20.03,9.27,6.87,3.27,3.47,6.63,4.86,82
Rice,WAC,,5,7,-0.68,-6.28,-6.96,36.68,21.45,8.31,6.17,5.92,4.02,6.39,5.06,59
Troy,Ind,,6,6,-10.71,3.56,-7.15,26.58,11.23,6.59,5.24,4.45,2.57,5.2,4.1,129
Arizona,Pac-10,,2,10,-7.87,-0.12,-7.99,31.64,19.15,7.21,6.69,5.78,3.0,6.25,4.59,95
Illinois,Big Ten,,1,11,-4.97,-3.65,-8.63,34.21,17.68,7.63,6.3,4.98,3.41,6.23,4.63,27
Kent State,MAC (East),,5,7,0.81,-9.46,-8.65,37.33,22.11,7.82,6.6,4.11,4.14,5.75,5.2,77
Tulane,CUSA,,5,7,1.96,-11.13,-9.17,37.91,25.09,8.16,6.05,4.6,4.12,6.35,5.0,11
Baylor,Big 12 (South),,3,9,-8.28,-1.18,-9.46,28.66,21.71,7.37,6.13,3.6,4.15,5.1,5.19,41
Mississippi St.,SEC (West),,2,10,-4.28,-5.25,-9.53,34.89,22.1,7.89,7.25,5.25,3.11,6.4,4.97,114
Indiana,Big Ten,,2,10,-7.83,-2.05,-9.87,30.82,17.48,7.69,7.81,4.69,3.48,5.64,5.22,28
Iowa St.,Big 12 (North),,2,10,-8.73,-1.55,-10.27,30.39,18.4,7.36,6.1,4.32,3.99,5.6,4.95,42
Ball St.,MAC (West),,4,8,-5.5,-4.81,-10.31,32.48,19.16,7.41,5.4,3.74,4.04,5.53,4.48,72
Middle Tennessee,Sun Belt,,4,8,2.34,-12.79,-10.45,39.25,23.76,8.77,6.76,4.36,3.47,6.13,5.07,56
San Jose St.,WAC,,3,8,-4.35,-6.32,-10.67,32.48,25.85,7.74,7.48,3.79,4.07,5.9,5.71,91
Utah St.,Sun Belt,,3,9,-6.85,-3.9,-10.75,32.73,17.32,7.59,5.24,4.39,2.82,5.98,3.96,93
New Mexico State,Sun Belt,,3,9,-7.48,-3.65,-11.13,30.66,17.4,9.59,6.13,5.28,3.35,6.58,4.68,69
Temple,Big East,,1,11,-5.54,-6.41,-11.95,33.05,18.48,7.49,6.56,4.43,3.55,5.88,4.85,10
Louisiana,Sun Belt,,4,8,-6.43,-5.62,-12.05,30.78,23.27,6.82,6.02,3.84,4.14,5.27,5.13,126
Ohio,MAC (East),,2,10,-6.69,-6.85,-13.54,30.8,19.12,8.61,6.3,4.04,3.23,5.36,4.47,80
Idaho,Sun Belt,,3,9,-8.56,-5.68,-14.24,27.66,17.62,7.8,5.97,4.53,4.39,6.11,5.07,133
Arkansas St.,Sun Belt,,5,7,-10.32,-4.18,-14.49,27.6,24.93,6.36,6.48,4.91,3.19,5.44,4.85,122
East Carolina,CUSA,,1,11,-8.7,-7.32,-16.02,29.51,22.66,7.04,6.84,4.08,3.79,5.28,4.99,4
Central Florida,MAC (East),,3,9,-9.45,-6.92,-16.37,27.64,20.05,7.43,6.91,3.69,3.44,5.62,4.81,1
Central Michigan,MAC (West),,3,9,-4.59,-12.34,-16.93,32.29,25.62,7.01,6.92,4.71,4.79,5.65,5.59,75
Eastern Michigan,MAC (West),,3,9,-11.14,-6.66,-17.79,25.91,20.7,6.37,6.55,3.39,3.98,4.69,4.89,76
UL Monroe,Sun Belt,,1,11,-4.6,-13.59,-18.19,31.35,31.4,7.07,7.73,4.04,3.43,5.46,5.2,130
Buffalo,MAC (East),,1,11,-12.56,-5.9,-18.46,25.5,24.13,5.81,6.98,4.51,4.72,4.97,5.67,74
SMU,WAC,,0,12,-16.68,-1.86,-18.53,19.43,19.78,6.24,6.86,3.47,3.27,4.41,4.79,8
UTEP,WAC,,2,11,-6.36,-14.43,-20.78,29.88,30.0,7.14,7.71,4.46,3.83,5.56,5.5,62
Army,CUSA,,0,13,-12.72,-9.43,-22.15,25.36,24.44,6.23,7.41,2.64,3.49,4.56,5.13,65
