School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Texas Tech,SWC,,5,5,0,3.71,0.68,4.39,30.61,14.4,,,,,,,49.0
Minnesota,Big Ten,,4,5,1,4.22,0.15,4.37,31.78,11.99,,,,,,,33.0
BYU,WAC,,6,4,0,-2.02,6.28,4.26,24.4,8.77,,,,,,,66.0
Oregon,Pac-8,,5,5,1,3.51,0.57,4.08,33.61,13.62,,,,,,,99.0
TCU,SWC,,4,6,0,1.64,2.17,3.81,29.48,16.43,,,,,,,47.0
Pacific,PCAA,,7,3,0,0.09,3.5,3.59,29.32,10.79,,,,,,,376.0
Miami (FL),Ind,,4,6,0,0.26,3.01,3.27,28.72,9.9,,,,,,,19.0
Iowa,Big Ten,,5,5,0,4.55,-1.41,3.14,33.32,17.2,,,,,,,29.0
Georgia Tech,Ind,,4,6,0,-1.14,4.04,2.91,25.91,7.71,,,,,,,17.0
North Texas,MVC,,7,3,0,3.77,-0.95,2.82,31.09,13.7,,,,,,,57.0
Indiana,Big Ten,,4,6,0,4.98,-2.24,2.74,32.56,15.05,,,,,,,28.0
Vanderbilt,SEC,,4,6,0,4.86,-2.2,2.66,36.1,15.63,,,,,,,120.0
Iowa St.,Big 8,,3,7,0,-0.59,3.08,2.49,27.05,11.85,,,,,,,42.0
Syracuse,Ind,,5,5,0,-4.74,7.16,2.43,21.74,6.08,,,,,,,23.0
SMU,SWC,,3,7,0,2.92,-1.1,1.82,30.04,13.23,,,,,,,8.0
Army,Ind,,4,5,1,-6.14,7.91,1.77,22.1,7.79,,,,,,,65.0
Texas A&M,SWC,,3,7,0,-2.84,4.56,1.73,24.3,8.01,,,,,,,119.0
Miami (OH),MAC,,7,3,0,-0.27,1.87,1.61,25.3,12.24,,,,,,,78.0
South Carolina,ACC,,7,4,0,-0.36,1.5,1.14,24.95,12.82,,,,,,,117.0
Ohio,MAC,,5,4,1,2.74,-1.93,0.81,31.42,18.27,,,,,,,80.0
Mississippi St.,SEC,,3,7,0,3.59,-2.94,0.66,30.98,24.37,,,,,,,114.0
Arizona,WAC,,3,7,0,3.96,-3.47,0.49,31.14,16.7,,,,,,,95.0
Kansas,Big 8,,1,9,0,2.0,-1.95,0.05,29.83,16.86,,,,,,,43.0
North Carolina,ACC,,5,5,0,-4.76,4.69,-0.07,23.45,12.55,,,,,,,21.0
Virginia Tech,Ind,,4,5,1,-4.51,4.39,-0.12,26.91,9.91,,,,,,,25.0
Villanova,Ind,,6,3,0,4.5,-5.04,-0.54,33.5,19.84,,,,,,,162.0
Tulane,Ind,,3,7,0,-2.04,1.49,-0.55,26.15,12.7,,,,,,,11.0
Pittsburgh,Ind,,4,6,0,2.39,-3.31,-0.93,28.51,20.04,,,,,,,22.0
Princeton,Ivy,,6,3,0,0.46,-1.43,-0.98,31.01,16.03,,,,,,,171.0
Buffalo,Ind,,6,3,0,-5.8,4.75,-1.06,21.26,8.28,,,,,,,74.0
Rice,SWC,,3,7,0,-2.93,1.29,-1.65,26.2,13.16,,,,,,,59.0
Bowling Green,MAC,,6,4,0,-4.87,3.2,-1.67,21.42,11.22,,,,,,,73.0
Northwestern,Big Ten,,3,7,0,-2.1,0.29,-1.81,25.27,15.81,,,,,,,35.0
Yale,Ivy,,7,2,0,-1.85,-0.04,-1.89,25.5,13.48,,,,,,,172.0
Washington,Pac-8,,1,9,0,-1.24,-0.66,-1.9,27.47,15.23,,,,,,,105.0
Kentucky,SEC,,2,8,0,-2.38,0.23,-2.15,25.17,14.14,,,,,,,112.0
Long Beach State,PCAA,,8,3,0,1.14,-3.63,-2.49,29.0,16.09,,,,,,,
NC State,ACC,,3,6,1,-0.85,-1.73,-2.59,26.03,15.95,,,,,,,20.0
Western Michigan,MAC,,4,6,0,-1.27,-2.19,-3.45,26.38,16.54,,,,,,,82.0
West Texas A&M,Ind,,6,4,0,-3.39,-0.07,-3.46,22.05,13.14,,,,,,,416.0
Wisconsin,Big Ten,,3,7,0,2.08,-5.88,-3.8,30.44,22.88,,,,,,,40.0
Rutgers,Ind,,6,3,0,-2.89,-1.54,-4.42,24.19,16.83,,,,,,,39.0
Richmond,Southern,,6,4,0,-2.78,-1.74,-4.51,22.42,17.07,,,,,,,159.0
Boston College,Ind,,5,4,0,5.74,-10.38,-4.64,30.6,25.08,,,,,,,13.0
Colorado St.,WAC,,4,6,0,-0.07,-5.23,-5.3,27.15,24.28,,,,,,,85.0
Clemson,ACC,,4,6,0,-2.47,-3.16,-5.63,25.74,20.85,,,,,,,14.0
San Jose St.,PCAA,,2,8,0,-0.68,-5.31,-5.99,26.32,21.98,,,,,,,91.0
Davidson,Southern,,7,4,0,2.05,-8.07,-6.02,32.34,25.16,,,,,,,218.0
Kent State,MAC,,5,5,0,-5.53,-0.92,-6.45,21.29,17.49,,,,,,,77.0
Washington St.,Pac-8,,1,9,0,-0.46,-6.49,-6.95,26.47,22.62,,,,,,,106.0
UTEP,WAC,,4,6,0,-3.23,-3.9,-7.13,22.84,18.15,,,,,,,62.0
Fresno St.,PCAA,,6,4,0,0.04,-7.19,-7.15,24.79,19.88,,,,,,,86.0
New Mexico,WAC,,4,6,0,-1.11,-6.16,-7.27,25.36,21.26,,,,,,,89.0
Citadel,Southern,,7,3,0,-0.27,-7.3,-7.58,23.24,21.75,,,,,,,228.0
New Mexico State,Ind,,5,5,0,-2.56,-5.07,-7.63,22.07,19.64,,,,,,,69.0
Utah St.,Ind,,3,7,0,-5.48,-3.64,-9.12,20.83,20.17,,,,,,,93.0
California-Santa Barbara,PCAA,,6,4,0,-6.36,-2.79,-9.15,17.29,17.98,,,,,,,
Duke,ACC,,3,6,1,-4.21,-5.3,-9.5,21.2,21.18,,,,,,,15.0
Southern Miss,Ind,,5,5,0,-4.8,-4.97,-9.77,19.93,25.76,,,,,,,60.0
Baylor,SWC,,0,10,0,-6.84,-3.03,-9.87,21.43,21.81,,,,,,,41.0
Dayton,Ind,,3,7,0,-5.85,-4.4,-10.25,21.44,19.55,,,,,,,219.0
Colgate,Ind,,5,3,1,-3.53,-6.87,-10.41,21.85,21.23,,,,,,,211.0
Cornell,Ivy,,4,5,0,-6.84,-3.73,-10.58,20.05,17.48,,,,,,,167.0
Maryland,ACC,,3,7,0,-8.19,-2.8,-10.99,17.53,22.36,,,,,,,30.0
Wake Forest,ACC,,3,7,0,-5.73,-5.7,-11.43,19.39,24.68,,,,,,,26.0
Louisville,MVC,,5,4,1,-3.69,-7.84,-11.53,20.64,25.0,,,,,,,18.0
Navy,Ind,,1,9,0,-6.62,-5.18,-11.8,20.66,22.94,,,,,,,7.0
Illinois,Big Ten,,0,10,0,-7.67,-4.67,-12.34,19.83,25.64,,,,,,,27.0
Harvard,Ivy,,3,6,0,-7.79,-4.61,-12.4,21.42,18.38,,,,,,,169.0
Cincinnati,MVC,,4,6,0,-3.12,-9.79,-12.91,22.07,30.34,,,,,,,2.0
Marshall,MAC,,3,7,0,-2.62,-10.42,-13.04,24.16,26.21,,,,,,,55.0
Tulsa,MVC,,1,9,0,-1.51,-11.84,-13.35,24.6,29.4,,,,,,,12.0
Virginia,ACC,,3,7,0,-12.19,-2.11,-14.3,11.64,18.06,,,,,,,24.0
Penn,Ivy,,4,5,0,-11.67,-2.74,-14.4,14.8,19.76,,,,,,,170.0
Wichita State,MVC,,2,8,0,-11.06,-3.61,-14.67,15.07,23.15,,,,,,,
William & Mary,Southern,,3,7,0,-8.77,-6.52,-15.28,15.13,23.06,,,,,,,163.0
Northern Illinois,Ind,,3,7,0,-4.1,-11.24,-15.34,21.2,26.2,,,,,,,79.0
Brown,Ivy,,2,7,0,-12.74,-6.05,-18.79,13.91,20.19,,,,,,,165.0
Xavier,Ind,,1,9,0,-14.3,-4.65,-18.95,11.31,20.84,,,,,,,
Idaho,Ind,,2,8,0,-3.23,-16.66,-19.9,21.51,32.45,,,,,,,133.0
Columbia,Ivy,,1,8,0,-13.3,-6.69,-19.99,13.73,25.14,,,,,,,166.0
East Carolina,Southern,,2,7,0,-14.27,-6.55,-20.82,9.79,21.89,,,,,,,4.0
Furman,Southern,,1,8,1,-9.17,-14.74,-23.91,15.3,34.22,,,,,,,230.0
VMI,Southern,,0,10,0,-14.31,-10.83,-25.14,11.95,38.35,,,,,,,233.0
Cal State Los Angeles,PCAA,,0,9,0,-16.54,-11.14,-27.68,9.33,33.03,,,,,,,
