School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Miami (FL),Ind,,7,4,0,9.23,1.09,10.32,34.12,3.94,,,,,,,19.0
Boston College,Ind,,8,2,0,7.2,2.26,9.46,34.52,4.24,,,,,,,13.0
Kansas,Big 8,,6,3,1,3.97,5.18,9.15,30.72,-0.4,,,,,,,43.0
Houston,Ind,,7,4,0,5.82,3.17,8.99,31.93,2.33,,,,,,,5.0
TCU,SWC,,6,4,0,6.57,2.21,8.77,32.05,2.95,,,,,,,47.0
Florida St.,Ind,,4,3,3,-2.04,10.79,8.75,27.89,-5.49,,,,,,,16.0
Arizona St.,WAC,,7,2,1,8.92,-0.18,8.74,36.9,5.48,,,,,,,96.0
Navy,Ind,,5,5,0,5.13,3.46,8.59,32.81,4.63,,,,,,,7.0
Syracuse,Ind,,5,5,0,1.59,6.83,8.42,28.49,-2.34,,,,,,,23.0
Memphis,Ind,,8,1,0,2.23,5.55,7.78,34.75,1.29,,,,,,,6.0
Indiana,Big Ten,,3,6,0,2.55,4.75,7.3,28.73,-1.56,,,,,,,28.0
Auburn,SEC,,6,3,1,5.49,1.8,7.29,33.65,4.16,,,,,,,109.0
Ohio,MAC,,8,3,0,3.51,3.35,6.86,30.47,1.66,,,,,,,80.0
West Texas A&M,Ind,,9,2,0,3.09,2.51,5.6,34.49,3.99,,,,,,,416.0
Maryland,ACC,,6,4,0,2.82,2.49,5.31,28.52,2.07,,,,,,,30.0
West Virginia,Southern,,8,2,0,3.34,1.79,5.13,30.91,6.06,,,,,,,50.0
Bowling Green,MAC,,7,1,1,1.25,3.6,4.85,28.94,2.57,,,,,,,73.0
Illinois,Big Ten,,2,7,0,2.73,2.04,4.77,28.65,6.12,,,,,,,27.0
Mississippi St.,SEC,,3,6,0,-1.63,6.25,4.62,24.84,-2.67,,,,,,,114.0
Washington St.,AAWU,,5,4,1,4.69,-0.17,4.53,31.93,5.56,,,,,,,106.0
Miami (OH),MAC,,8,2,1,5.75,-1.58,4.17,31.31,8.33,,,,,,,78.0
Pittsburgh,Ind,,5,5,0,2.68,1.36,4.04,27.41,4.48,,,,,,,22.0
Dartmouth,Ivy,,9,0,0,-1.12,4.86,3.73,26.39,3.78,,,,,,,168.0
Tennessee,SEC,,4,6,0,2.86,0.81,3.67,30.73,2.31,,,,,,,118.0
Army,Ind,,6,4,0,-0.44,3.94,3.5,25.22,1.69,,,,,,,65.0
Kentucky,SEC,,3,5,2,-3.14,6.64,3.5,22.92,-1.63,,,,,,,112.0
Clemson,ACC,,6,4,0,0.72,2.77,3.49,27.68,2.29,,,,,,,14.0
Utah St.,Ind,,8,2,0,4.99,-1.75,3.24,31.22,8.32,,,,,,,93.0
Baylor,SWC,,4,6,0,3.32,-0.25,3.07,29.39,5.21,,,,,,,41.0
UCLA,AAWU,,4,6,0,-0.89,3.94,3.05,24.8,1.83,,,,,,,102.0
Villanova,Ind,,7,3,0,0.97,1.99,2.95,26.42,4.31,,,,,,,162.0
Stanford,AAWU,,5,5,0,-0.52,3.31,2.79,24.74,2.56,,,,,,,101.0
Rice,SWC,,2,6,2,0.98,1.77,2.75,27.61,3.78,,,,,,,59.0
Iowa St.,Big 8,,5,5,0,7.69,-5.21,2.48,34.44,11.73,,,,,,,42.0
Georgia,SEC,,3,4,3,0.43,1.77,2.19,27.42,4.55,,,,,,,111.0
South Carolina,ACC,,4,5,1,1.91,0.11,2.01,28.88,4.21,,,,,,,117.0
SMU,SWC,,2,8,0,-3.63,4.93,1.3,22.9,-0.1,,,,,,,8.0
Michigan,Big Ten,,2,7,0,-0.45,1.26,0.82,26.03,5.9,,,,,,,31.0
Tulsa,MVC,,5,5,0,3.2,-2.44,0.76,31.62,8.61,,,,,,,12.0
Air Force,Ind,,5,5,0,0.8,-0.35,0.45,26.92,7.0,,,,,,,83.0
Holy Cross,Ind,,6,4,0,5.81,-5.38,0.43,30.69,13.51,,,,,,,214.0
Texas A&M,SWC,,3,7,0,-4.36,4.39,0.02,21.47,1.57,,,,,,,119.0
Western Michigan,MAC,,5,4,0,-1.71,1.71,0.01,23.59,4.48,,,,,,,82.0
Louisville,Ind,,6,4,0,1.03,-2.14,-1.11,25.22,9.68,,,,,,,18.0
Oklahoma St.,Big 8,,4,6,0,0.33,-1.54,-1.21,25.24,7.25,,,,,,,46.0
New Mexico,WAC,,7,2,1,1.69,-3.39,-1.7,25.65,10.39,,,,,,,89.0
California,AAWU,,1,9,0,4.58,-6.52,-1.94,30.7,11.57,,,,,,,97.0
NC State,ACC,,3,6,1,-5.18,2.51,-2.68,20.1,3.47,,,,,,,20.0
Wyoming,WAC,,5,5,0,-2.39,-0.42,-2.81,22.58,7.16,,,,,,,94.0
Xavier,Ind,,6,4,0,-3.63,0.62,-3.0,19.56,6.1,,,,,,,
North Carolina,ACC,,3,7,0,-1.74,-2.04,-3.79,24.28,7.93,,,,,,,21.0
Harvard,Ivy,,6,3,0,-1.54,-2.43,-3.97,23.33,10.22,,,,,,,169.0
North Texas,MVC,,6,4,0,-0.44,-3.59,-4.03,23.92,10.88,,,,,,,57.0
Arizona,WAC,,5,5,0,-1.27,-3.01,-4.27,22.08,8.35,,,,,,,95.0
Virginia,ACC,,5,5,0,0.63,-4.92,-4.29,27.56,12.48,,,,,,,24.0
Virginia Tech,Southern,,5,5,0,-2.77,-1.52,-4.29,21.29,7.15,,,,,,,25.0
Utah,WAC,,4,5,1,-1.31,-3.28,-4.59,22.91,10.15,,,,,,,104.0
VMI,Southern,,6,4,0,-6.78,2.11,-4.66,17.4,5.13,,,,,,,233.0
BYU,WAC,,4,6,0,-0.38,-4.42,-4.8,25.43,11.15,,,,,,,66.0
Vanderbilt,SEC,,1,9,0,-6.86,0.2,-6.66,18.81,6.95,,,,,,,120.0
UTEP,Ind,,4,5,0,-8.58,1.91,-6.67,15.26,7.69,,,,,,,62.0
New Mexico State,Ind,,4,6,0,0.41,-7.1,-6.7,26.97,16.44,,,,,,,69.0
Buffalo,Ind,,6,3,0,-3.84,-3.3,-7.14,22.2,12.58,,,,,,,74.0
William & Mary,Southern,,4,5,1,-7.2,-0.35,-7.56,15.9,6.88,,,,,,,163.0
Pacific,Ind,,5,5,0,-2.73,-5.99,-8.72,21.22,13.12,,,,,,,376.0
Toledo,MAC,,3,6,0,-4.0,-5.08,-9.08,21.15,11.62,,,,,,,81.0
Tulane,SEC,,0,10,0,-1.12,-8.2,-9.32,26.18,16.09,,,,,,,11.0
Princeton,Ivy,,5,4,0,-1.43,-8.23,-9.66,22.57,15.17,,,,,,,171.0
Kent State,MAC,,3,6,0,-4.86,-4.91,-9.77,19.77,12.68,,,,,,,77.0
George Washington,Southern,,3,7,0,-5.67,-4.15,-9.82,18.95,10.48,,,,,,,
Texas Tech,SWC,,1,9,0,-4.93,-4.94,-9.87,20.73,11.83,,,,,,,49.0
Wichita State,MVC,,3,7,0,-8.35,-1.82,-10.17,16.65,7.25,,,,,,,
Boston University,Ind,,2,7,0,-7.37,-3.23,-10.6,17.51,9.69,,,,,,,
Citadel,Southern,,3,7,0,-2.35,-8.26,-10.61,22.28,21.54,,,,,,,228.0
Richmond,Southern,,6,3,0,-2.66,-8.02,-10.68,20.85,15.74,,,,,,,159.0
Colorado,Big 8,,2,8,0,-2.14,-8.73,-10.87,23.36,22.84,,,,,,,98.0
Cincinnati,MVC,,2,8,0,-3.88,-7.1,-10.98,22.17,12.4,,,,,,,2.0
San Jose St.,Ind,,2,8,1,-6.54,-4.59,-11.13,18.5,13.84,,,,,,,91.0
Marshall,MAC,,4,6,0,-4.92,-7.65,-12.57,20.21,18.29,,,,,,,55.0
Furman,Southern,,4,6,0,-4.58,-8.12,-12.7,20.93,18.18,,,,,,,230.0
Kansas St.,Big 8,,0,10,0,-8.9,-3.88,-12.78,16.97,14.51,,,,,,,44.0
Detroit Mercy,Ind,,1,8,0,-5.51,-7.49,-13.0,19.58,12.5,,,,,,,
Rutgers,Ind,,5,5,0,-7.42,-5.63,-13.05,18.12,15.2,,,,,,,39.0
Idaho,Ind,,2,6,1,-6.71,-6.81,-13.51,17.41,15.89,,,,,,,133.0
Yale,Ivy,,2,5,2,-10.8,-2.8,-13.61,12.42,10.04,,,,,,,172.0
Cornell,Ivy,,4,5,0,0.58,-14.28,-13.7,22.56,23.67,,,,,,,167.0
Montana,Ind,,5,5,0,-4.85,-8.96,-13.81,18.94,17.02,,,,,,,135.0
Dayton,Ind,,2,8,0,-7.46,-6.61,-14.07,17.6,12.94,,,,,,,219.0
Davidson,Southern,,3,5,1,-10.57,-3.65,-14.22,12.76,11.57,,,,,,,218.0
Colgate,Ind,,3,5,1,-11.8,-4.16,-15.96,11.32,11.62,,,,,,,211.0
Columbia,Ivy,,5,4,0,-6.89,-9.53,-16.41,15.64,20.52,,,,,,,166.0
Wake Forest,ACC,,0,10,0,-8.0,-8.94,-16.94,18.7,17.53,,,,,,,26.0
Penn,Ivy,,3,6,0,-10.67,-7.44,-18.11,11.41,16.5,,,,,,,170.0
Hardin-Simmons,Ind,,1,9,0,-11.85,-6.5,-18.35,13.1,14.27,,,,,,,
Colorado St.,Ind,,0,10,0,-10.71,-7.77,-18.48,14.81,16.26,,,,,,,85.0
Brown,Ivy,,1,6,2,-8.39,-10.51,-18.91,14.99,19.22,,,,,,,165.0
