School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Notre Dame,Ind,,8,5,3.15,7.2,10.35,42.15,4.7,8.27,4.44,5.05,2.71,6.68,3.76,70
Iowa,Big Ten,,8,5,1.62,8.53,10.15,42.0,3.27,9.89,4.62,4.94,2.4,7.12,3.73,29
Michigan St.,Big Ten,14.0,11,2,4.4,5.51,9.91,43.32,9.51,9.64,5.03,5.27,3.04,7.22,4.13,32
USC,Pac-10,,8,5,8.08,1.48,9.57,48.76,8.84,8.73,5.4,6.21,3.44,7.41,4.43,103
West Virginia,Big East,,9,4,-0.85,10.36,9.51,39.06,2.36,8.7,4.8,5.06,2.06,6.58,3.44,50
Florida,SEC (East),,8,5,5.35,3.95,9.3,47.23,7.53,8.05,4.27,5.58,2.58,6.6,3.38,110
Mississippi St.,SEC (West),15.0,9,4,0.13,8.98,9.11,41.55,2.86,9.77,4.69,5.55,2.2,6.91,3.58,114
Arizona St.,Pac-10,,6,6,6.84,1.58,8.42,48.5,8.33,9.06,5.16,4.92,2.14,7.06,3.68,96
Utah,MWC,,10,3,2.92,5.38,8.3,46.65,8.56,9.47,6.05,5.27,2.8,7.32,4.31,104
Miami (FL),ACC (Coastal),,7,6,2.12,6.14,8.26,43.01,6.47,8.73,4.46,5.97,3.13,7.19,3.63,19
Arizona,Pac-10,,7,6,2.76,5.38,8.14,45.09,4.88,9.47,4.82,5.0,2.49,7.33,3.55,95
Illinois,Big Ten,,7,6,5.51,2.26,7.77,44.93,10.16,8.23,5.36,5.79,2.93,6.6,4.18,27
Oregon St.,Pac-10,,5,7,4.57,3.03,7.6,44.86,6.54,8.89,5.61,4.95,2.92,6.85,4.0,100
Pittsburgh,Big East,,8,5,1.76,5.64,7.4,41.32,7.01,8.8,4.93,5.66,2.58,7.01,3.7,22
Clemson,ACC (Atlantic),,6,7,0.21,7.14,7.35,39.65,4.78,7.9,5.0,5.25,2.33,6.37,3.61,14
Maryland,ACC (Atlantic),23.0,9,4,2.77,4.25,7.02,45.31,9.3,8.59,4.64,5.08,2.49,6.67,3.7,30
Air Force,MWC,,9,4,4.05,2.82,6.87,42.52,9.84,10.51,4.39,5.84,4.29,6.94,4.37,83
Hawaii,WAC,,10,4,5.69,0.86,6.55,49.28,14.04,9.99,5.59,5.11,3.23,8.24,4.31,87
Georgia,SEC (East),,6,7,2.63,3.72,6.35,46.79,7.92,10.36,5.51,5.26,2.74,7.43,3.84,111
San Diego St.,MWC,,9,4,6.72,-0.66,6.07,45.73,12.94,10.34,4.82,4.97,3.32,7.65,4.17,90
Central Florida,CUSA (East),21.0,11,3,-1.62,7.41,5.79,38.42,6.85,9.66,5.09,4.97,2.96,6.51,4.02,1
Washington,Pac-10,,7,6,2.45,3.11,5.55,41.88,11.44,8.75,5.35,5.82,3.51,7.12,4.23,105
California,Pac-10,,5,7,-2.22,7.57,5.35,42.38,4.59,7.92,4.38,5.41,2.55,6.5,3.35,97
North Carolina,ACC (Coastal),,8,5,1.09,4.06,5.15,39.31,8.72,9.44,5.03,4.57,2.81,6.92,3.94,21
Tulsa,CUSA (West),24.0,10,3,8.93,-3.97,4.95,47.79,18.54,8.99,7.08,5.76,3.53,7.21,5.29,12
Northern Illinois,MAC (West),,11,3,2.35,1.96,4.32,44.9,12.99,8.71,5.92,6.59,3.76,7.43,4.84,79
Kansas St.,Big 12 (North),,7,6,8.07,-3.96,4.11,47.69,17.89,9.48,5.96,5.39,5.13,6.93,5.51,44
Navy,Ind,,9,4,1.01,2.47,3.49,39.38,11.23,11.28,5.63,5.94,3.99,7.06,4.79,7
Texas Tech,Big 12 (South),,8,5,5.87,-2.82,3.06,45.4,17.29,8.28,6.06,4.89,3.59,6.77,4.76,49
Penn State,Big Ten,,7,6,0.1,2.87,2.96,38.71,9.87,8.6,4.96,5.15,3.59,6.72,4.22,37
Louisville,Big East,,7,6,-2.23,4.94,2.71,38.71,8.52,8.03,5.23,5.93,3.31,6.83,4.11,18
Boston College,ACC (Atlantic),,7,6,-4.98,7.12,2.15,32.92,5.83,7.84,4.58,4.65,1.85,5.94,3.42,13
South Florida,Big East,,8,5,-0.69,2.85,2.15,38.53,10.02,8.18,5.25,4.94,2.67,6.27,3.91,9
Kentucky,SEC (East),,6,7,4.66,-2.78,1.88,45.08,15.6,9.09,5.68,5.71,3.51,7.34,4.46,112
Southern Miss,CUSA (East),,8,5,7.93,-6.14,1.79,44.43,19.39,7.87,6.3,5.24,3.06,6.41,4.74,60
Tennessee,SEC (East),,6,7,-0.61,2.38,1.78,41.69,10.18,9.47,5.02,4.69,3.09,7.06,4.1,118
Texas,Big 12 (South),,5,7,-2.82,4.53,1.71,36.6,8.83,7.74,4.84,4.79,2.82,6.26,3.51,48
Connecticut,Big East,,8,5,0.12,1.52,1.63,39.94,12.04,6.88,5.43,5.64,3.22,6.16,4.34,3
Baylor,Big 12 (South),,7,6,3.47,-1.85,1.62,43.64,16.31,9.22,6.14,6.29,3.88,7.71,4.96,41
Michigan,Big Ten,,7,6,9.12,-7.71,1.41,48.29,22.1,10.22,6.96,6.63,3.62,7.99,5.09,31
BYU,MWC,,7,6,-2.61,3.94,1.33,38.16,9.01,7.47,4.71,4.62,3.19,5.98,3.97,66
Syracuse,Big East,,8,5,-2.91,4.22,1.3,34.61,9.87,7.69,4.91,5.0,2.87,6.18,3.82,23
Georgia Tech,ACC (Coastal),,6,7,0.55,0.24,0.8,39.09,12.98,7.9,5.82,6.34,3.8,6.81,4.72,17
Colorado,Big 12 (North),,5,7,1.42,-0.68,0.75,39.0,15.31,8.28,6.46,4.29,3.22,6.19,4.7,98
UCLA,Pac-10,,4,8,-2.55,3.18,0.62,37.71,10.84,7.18,5.19,5.37,4.09,6.15,4.5,102
Iowa St.,Big 12 (North),,5,7,-1.37,1.8,0.43,36.76,14.36,7.11,5.72,4.52,3.62,5.68,4.46,42
Fresno St.,WAC,,8,5,2.72,-2.54,0.18,39.32,16.88,9.1,5.72,4.38,3.8,6.42,4.57,86
Northwestern,Big Ten,,7,6,0.9,-2.34,-1.44,38.08,17.44,9.13,5.45,4.45,4.57,6.29,5.05,35
Ole Miss,SEC (West),,4,8,6.06,-7.88,-1.83,44.54,20.97,8.65,6.41,6.07,3.49,7.09,4.9,116
Cincinnati,Big East,,4,8,1.2,-3.13,-1.93,42.48,16.61,8.72,6.46,5.82,3.0,7.25,4.52,2
SMU,CUSA (West),,7,7,-3.05,1.01,-2.04,34.58,12.81,8.6,5.2,5.28,2.99,7.03,4.06,8
Houston,CUSA (West),,5,7,6.65,-8.76,-2.11,46.82,22.36,9.04,6.14,5.21,4.18,7.2,5.01,5
Army,Ind,,7,6,-0.68,-1.75,-2.43,35.69,15.56,8.44,6.53,4.96,3.7,5.67,4.99,65
Idaho,WAC,,6,7,-1.41,-1.36,-2.77,36.39,17.42,8.19,5.46,3.28,4.62,6.18,4.93,133
Virginia,ACC (Coastal),,4,8,-1.1,-2.2,-3.29,37.8,16.31,8.48,6.3,4.75,4.16,6.58,5.02,24
Temple,MAC (East),,8,4,-4.5,1.11,-3.39,33.5,13.95,8.31,5.56,4.73,3.53,6.18,4.41,10
Louisiana Tech,WAC,,5,7,0.5,-4.2,-3.7,37.74,17.99,7.61,6.13,4.8,3.83,6.14,4.92,54
Toledo,MAC (West),,8,5,-0.69,-3.02,-3.7,37.46,19.56,8.13,5.63,4.85,3.58,6.29,4.61,81
Troy,Sun Belt,,8,5,2.19,-6.29,-4.1,40.76,22.59,8.3,6.46,4.73,4.17,6.62,5.19,129
Western Michigan,MAC (West),,6,6,-1.47,-2.63,-4.1,39.33,17.13,8.12,6.91,4.21,4.19,6.27,5.26,82
Washington St.,Pac-10,,2,10,-2.04,-2.15,-4.2,37.46,17.38,9.44,6.53,3.82,4.35,6.46,5.21,106
East Carolina,CUSA (East),,6,7,11.27,-15.75,-4.48,48.83,31.9,7.72,6.38,5.34,4.63,6.72,5.45,4
Indiana,Big Ten,,5,7,0.74,-5.22,-4.49,38.53,22.15,7.96,6.97,4.22,4.17,6.34,5.6,28
Duke,ACC (Coastal),,3,9,2.64,-7.23,-4.59,40.83,22.77,8.33,7.09,4.38,3.75,6.45,5.25,15
Florida Intl,Sun Belt,,7,6,0.1,-4.81,-4.71,37.11,19.19,8.17,5.79,5.28,4.4,6.55,4.97,53
Minnesota,Big Ten,,3,9,0.37,-5.43,-5.06,38.13,18.87,8.94,7.05,4.54,4.14,6.46,5.39,33
Wake Forest,ACC (Atlantic),,3,9,-0.88,-4.2,-5.07,39.15,21.79,7.25,5.71,5.26,3.67,5.99,4.74,26
Purdue,Big Ten,,4,8,-5.98,0.8,-5.18,31.32,14.94,6.37,5.5,5.05,2.7,5.56,4.1,38
Ohio,MAC (East),,8,5,-2.3,-3.49,-5.79,33.36,19.1,8.63,6.85,4.77,3.57,6.16,5.04,80
Miami (OH),MAC (East),,10,4,-6.14,0.27,-5.86,29.84,16.56,8.0,6.36,3.59,3.69,5.95,4.97,78
Rutgers,Big East,,4,8,-3.75,-3.02,-6.76,34.34,16.37,8.66,6.77,3.71,3.39,5.78,4.93,39
Arkansas St.,Sun Belt,,4,8,0.56,-8.01,-7.45,37.85,22.23,8.05,6.88,4.6,3.9,6.33,5.06,122
Utah St.,WAC,,4,8,-3.18,-4.46,-7.64,33.9,20.17,8.2,5.63,4.29,4.58,5.86,4.91,93
UTEP,CUSA (West),,6,7,-4.82,-3.31,-8.13,31.65,19.1,7.55,5.75,4.76,4.53,6.16,5.02,62
Kansas,Big 12 (North),,3,9,-8.02,-0.59,-8.61,29.59,20.4,6.93,6.65,3.95,4.1,5.24,5.13,43
Kent State,MAC (East),,5,7,-7.5,-1.32,-8.82,29.82,17.49,6.94,5.56,4.04,2.56,5.49,4.07,77
UAB,CUSA (East),,4,8,-1.29,-7.91,-9.2,35.09,22.25,7.96,6.1,5.25,3.81,6.6,4.92,61
Wyoming,MWC,,3,9,-6.56,-2.76,-9.31,31.64,18.05,8.53,6.22,4.22,4.07,6.11,4.81,94
Vanderbilt,SEC (East),,2,10,-10.4,0.82,-9.57,30.21,15.1,6.9,5.99,4.87,3.34,5.76,4.46,120
Marshall,CUSA (East),,5,7,-6.5,-3.23,-9.73,30.1,18.95,7.39,5.41,4.08,3.4,5.81,4.43,55
Central Michigan,MAC (West),,3,9,-5.37,-4.37,-9.74,32.52,17.7,7.97,5.6,3.36,4.08,5.85,4.87,75
Middle Tennessee,Sun Belt,,6,7,-3.79,-6.81,-10.59,31.69,23.06,7.0,5.79,4.69,4.03,5.73,4.63,56
Colorado St.,MWC,,3,9,-8.99,-1.87,-10.86,28.88,22.19,8.25,7.16,3.97,4.59,6.09,5.51,85
UL Monroe,Sun Belt,,5,7,-7.5,-3.54,-11.04,28.95,22.34,7.86,5.89,3.51,3.67,5.55,4.68,130
Rice,CUSA (West),,4,8,0.06,-11.14,-11.08,37.06,26.9,8.39,7.5,4.23,3.23,6.0,5.32,59
UNLV,MWC,,2,11,-6.25,-5.61,-11.86,32.72,24.9,8.01,7.06,3.63,4.53,5.57,5.35,92
San Jose St.,WAC,,1,12,-8.71,-3.69,-12.4,28.17,20.59,8.47,6.24,3.4,4.39,6.13,5.15,91
Tulane,CUSA (West),,4,8,-3.93,-9.5,-13.42,33.3,26.6,7.17,6.06,4.22,4.42,5.67,5.14,11
North Texas,Sun Belt,,3,9,-6.78,-7.4,-14.18,30.37,21.73,7.42,6.71,5.29,4.46,6.21,5.4,57
Ball St.,MAC (West),,4,8,-6.59,-8.24,-14.83,28.88,25.31,6.72,7.14,4.63,4.37,5.46,5.52,72
Western Kentucky,Sun Belt,,2,10,-7.0,-8.37,-15.37,30.65,24.74,6.87,6.22,4.61,4.62,5.56,5.24,64
Florida Atlantic,Sun Belt,,4,8,-11.47,-4.43,-15.9,24.46,21.37,8.45,6.49,3.31,4.13,5.72,4.93,52
Bowling Green,MAC (East),,2,10,-7.3,-9.46,-16.76,29.62,25.4,6.96,6.23,2.74,5.01,5.05,5.46,73
Louisiana,Sun Belt,,3,9,-6.93,-9.98,-16.92,29.71,27.22,7.84,6.56,3.33,3.83,5.69,5.05,126
New Mexico,MWC,,1,11,-8.77,-9.0,-17.76,28.52,31.11,6.77,6.6,3.39,4.66,4.96,5.3,89
New Mexico State,WAC,,2,10,-10.39,-7.74,-18.13,25.84,27.6,6.77,6.39,3.76,5.53,5.18,5.77,69
Eastern Michigan,MAC (West),,2,10,-7.24,-11.83,-19.07,29.65,35.9,7.83,8.12,4.67,5.71,5.84,6.68,76
Buffalo,MAC (East),,2,10,-14.7,-4.5,-19.2,21.3,21.37,5.98,5.95,3.36,3.31,4.62,4.39,74
Memphis,CUSA (East),,1,11,-13.88,-5.55,-19.43,24.55,27.25,8.29,8.13,3.57,3.54,5.7,5.56,6
Akron,MAC (East),,1,11,-12.16,-9.38,-21.54,24.51,28.35,6.19,8.21,4.07,3.97,5.06,5.78,71
