School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Mississippi St.,SEC (West),24.0,8,4,11.2,-0.83,10.37,48.48,12.42,9.66,4.6,5.74,1.97,7.38,3.2,114
Georgia,SEC (East),20.0,8,4,2.94,7.02,9.97,41.33,4.64,8.61,4.11,4.48,2.11,6.46,2.96,111
South Carolina,SEC (East),19.0,8,4,-1.14,10.83,9.69,37.21,-0.17,8.67,3.96,5.35,2.24,6.93,2.95,117
Wisconsin,Big Ten,23.0,9,4,2.82,6.83,9.65,39.04,4.86,9.29,4.72,4.92,3.65,6.46,4.16,40
Purdue,Big Ten,13.0,8,4,6.28,2.98,9.26,45.01,8.77,8.84,5.1,4.89,2.78,6.98,3.91,38
Northwestern,Big Ten,,8,4,13.35,-4.5,8.85,51.48,17.67,8.74,4.8,5.61,3.04,6.91,3.85,35
Toledo,MAC (West),,10,1,1.94,6.69,8.63,42.98,6.22,6.42,5.4,5.76,2.39,6.19,3.79,81
Tennessee,SEC (East),,8,4,5.62,2.25,7.87,47.79,8.93,8.78,5.07,5.3,1.83,6.97,3.36,118
Arizona,Pac-10,,5,6,2.12,5.68,7.8,38.88,6.42,8.35,4.51,4.47,2.09,6.03,3.25,95
Auburn,SEC (West),18.0,9,4,1.18,6.46,7.64,38.18,4.85,8.57,3.86,5.0,2.41,6.69,3.11,109
UCLA,Pac-10,,6,6,11.07,-3.5,7.57,47.22,15.41,10.04,4.69,3.5,3.65,6.52,4.08,102
Southern Miss,CUSA,,8,4,2.19,5.25,7.44,39.58,6.19,8.56,3.49,3.87,2.19,6.1,2.67,60
Louisville,CUSA,,9,3,6.38,0.99,7.37,44.02,12.06,8.5,4.83,4.28,1.83,6.46,3.09,18
Colorado St.,MWC,14.0,10,2,4.29,2.92,7.21,40.3,9.97,8.85,4.93,4.38,3.7,6.65,4.02,85
Syracuse,Big East,,6,5,0.12,6.82,6.94,39.14,4.94,9.03,4.05,5.5,2.98,6.81,3.37,23
East Carolina,CUSA,,8,4,4.04,2.89,6.93,42.81,9.89,9.11,5.98,5.05,2.98,6.87,3.94,4
Boise St.,Big West,,10,2,9.85,-3.07,6.78,49.76,16.71,10.71,6.23,4.38,3.41,7.41,4.61,84
Iowa St.,Big 12 (North),25.0,9,3,6.02,0.41,6.43,43.36,12.88,8.45,5.01,6.08,3.58,7.23,4.08,42
LSU,SEC (West),22.0,8,4,-0.26,6.6,6.34,39.91,5.69,9.47,4.32,4.86,2.95,7.06,3.5,113
Boston College,Big East,,7,5,1.81,4.5,6.3,43.96,10.12,9.21,4.68,5.73,4.16,7.24,4.26,13
West Virginia,Big East,,7,5,8.04,-1.75,6.29,44.46,14.5,8.73,4.83,4.38,2.75,6.32,3.73,50
Western Michigan,MAC (West),,9,3,-2.36,8.32,5.96,38.46,4.3,8.25,5.28,4.35,2.38,6.17,3.51,82
Arizona St.,Pac-10,,6,6,4.24,1.67,5.92,40.08,10.95,9.08,4.64,3.45,3.65,6.19,4.0,96
Stanford,Pac-10,,5,6,2.55,3.3,5.85,38.58,9.17,8.67,4.96,4.26,3.2,6.34,3.94,101
Pittsburgh,Big East,,7,5,1.68,4.0,5.68,37.73,7.44,10.54,4.92,4.35,1.71,7.19,3.26,22
Texas Tech,Big 12 (South),,7,6,-0.24,5.05,4.81,39.07,8.15,7.59,4.29,3.38,3.15,6.12,3.47,49
USC,Pac-10,,5,7,4.44,-0.07,4.37,41.12,12.84,8.83,5.13,4.92,2.59,6.88,3.59,103
Ole Miss,SEC (West),,7,5,4.79,-0.62,4.18,42.06,14.41,8.5,4.27,4.78,3.69,6.53,3.78,116
NC State,ACC,,8,4,6.33,-2.42,3.92,42.72,16.18,8.25,4.56,3.96,3.26,6.43,3.61,20
Colorado,Big 12 (North),,3,8,1.64,1.92,3.56,38.68,7.23,9.2,5.8,4.24,2.82,6.71,3.97,98
UTEP,WAC,,8,4,4.73,-1.63,3.1,42.34,16.6,9.25,4.5,3.95,4.24,6.44,4.22,62
Minnesota,Big Ten,,6,6,4.95,-1.93,3.02,42.44,14.25,9.54,4.89,4.91,3.34,6.88,3.89,33
Air Force,MWC,,9,3,8.36,-5.52,2.84,45.7,18.75,9.51,6.04,5.61,4.02,6.85,4.82,83
Michigan St.,Big Ten,,5,6,-3.34,6.13,2.79,33.35,5.69,8.52,3.83,4.84,3.13,6.39,3.4,32
Illinois,Big Ten,,5,6,1.3,1.29,2.59,39.83,12.0,8.37,4.23,4.99,3.83,6.55,3.87,27
North Carolina,ACC,,6,5,1.57,0.82,2.4,38.13,13.51,9.12,5.34,4.23,2.19,6.32,3.41,21
Fresno St.,WAC,,7,5,-1.4,3.61,2.22,35.83,9.52,8.91,4.27,3.81,3.38,6.35,3.66,86
California,Pac-10,,3,8,1.37,0.75,2.11,37.91,11.48,8.22,5.78,4.0,2.16,6.0,3.62,97
Washington St.,Pac-10,,4,7,4.19,-2.27,1.93,40.71,16.86,9.49,4.69,4.09,3.71,6.56,4.08,106
UNLV,MWC,,8,5,1.53,-0.3,1.23,38.04,12.65,9.42,5.81,5.35,3.38,6.99,4.22,92
Alabama,SEC (West),,3,8,-2.11,3.15,1.04,37.07,7.78,8.48,4.83,5.07,2.55,6.65,3.4,107
Maryland,ACC,,5,6,-1.4,1.93,0.54,35.07,12.04,8.51,6.19,4.5,3.25,6.42,4.29,30
Virginia,ACC,,6,6,-2.9,3.0,0.1,33.34,10.18,9.06,5.51,5.16,3.75,6.74,4.37,24
Penn State,Big Ten,,5,7,-3.11,3.06,-0.05,36.31,9.71,7.97,4.78,4.65,2.6,6.13,3.38,37
Cincinnati,CUSA,,7,5,-0.73,0.62,-0.11,35.19,13.46,8.11,5.88,4.19,3.18,6.04,4.23,2
Utah,MWC,,4,7,-5.22,5.03,-0.19,32.14,8.42,8.37,4.5,4.08,2.84,6.08,3.32,104
Arkansas,SEC (West),,6,6,-2.59,2.21,-0.38,36.84,11.46,7.21,3.75,4.93,2.87,6.03,3.12,108
Northern Illinois,MAC (West),,6,5,3.49,-3.88,-0.39,45.1,17.6,9.17,5.91,5.08,3.76,6.69,4.61,79
BYU,MWC,,6,6,0.88,-1.54,-0.66,36.97,14.06,8.38,6.21,3.71,2.56,6.34,4.04,66
UAB,CUSA,,7,4,-4.41,3.71,-0.69,31.96,8.54,7.2,5.14,4.57,1.89,5.75,3.38,61
San Jose St.,WAC,,7,5,5.01,-5.82,-0.82,41.5,19.83,8.91,5.96,5.56,4.44,7.25,4.86,91
Ohio,MAC (East),,7,4,-0.71,-0.17,-0.88,37.27,13.43,8.75,6.51,5.71,3.41,6.62,4.71,80
Marshall,MAC (East),,8,5,0.62,-1.52,-0.9,38.13,16.0,8.34,5.54,4.23,3.62,6.66,4.33,55
Central Florida,Ind,,7,4,-2.58,0.75,-1.83,36.12,11.54,8.65,5.36,3.13,2.64,6.33,3.64,1
Kansas,Big 12 (North),,4,7,1.32,-3.26,-1.95,39.37,17.22,8.21,5.8,4.73,3.65,6.29,4.2,43
Iowa,Big Ten,,3,9,-4.16,1.76,-2.4,32.72,9.61,8.52,5.81,3.58,3.09,6.04,4.29,29
Missouri,Big 12 (North),,3,8,0.44,-3.07,-2.63,37.19,16.31,8.22,5.66,4.58,2.46,6.26,3.58,115
Indiana,Big Ten,,3,8,6.03,-8.7,-2.67,44.41,23.75,8.06,6.09,6.48,3.86,7.21,4.81,28
Temple,Big East,,4,7,-4.31,1.22,-3.09,32.9,11.37,7.69,5.24,4.36,2.65,5.9,3.67,10
Oklahoma St.,Big 12 (South),,3,8,-3.95,0.76,-3.18,33.0,14.68,8.09,5.31,4.93,3.38,6.5,4.2,46
New Mexico,MWC,,5,7,-6.56,2.55,-4.0,29.56,9.22,7.22,4.47,3.67,2.75,4.97,3.41,89
Middle Tennessee,Ind,,6,5,0.6,-5.11,-4.5,39.42,21.84,8.43,5.54,5.78,3.89,7.16,4.52,56
Kentucky,SEC (East),,2,9,1.0,-5.97,-4.97,38.45,19.01,8.7,6.76,5.12,3.27,7.29,4.57,112
Akron,MAC (East),,6,5,1.42,-6.79,-5.38,36.34,20.29,8.88,5.86,4.98,4.35,6.64,4.77,71
Vanderbilt,SEC (East),,3,8,-5.39,-0.07,-5.46,31.36,12.12,8.38,5.12,4.02,3.77,6.35,4.17,120
Tulane,CUSA,,6,5,4.28,-9.82,-5.54,39.5,24.37,8.31,5.84,4.45,4.49,6.76,5.02,11
San Diego St.,MWC,,3,8,-7.53,1.92,-5.61,28.93,12.79,8.19,4.68,3.02,3.02,5.73,3.7,90
Memphis,CUSA,,4,7,-10.97,3.91,-7.05,24.75,7.97,6.16,4.29,3.48,1.84,4.79,3.01,6
Idaho,Big West,,5,6,0.71,-8.12,-7.41,36.6,23.6,8.96,6.94,4.05,3.76,6.59,5.14,133
Rice,WAC,,3,8,-3.44,-4.05,-7.49,32.64,18.25,7.58,5.63,4.35,3.73,5.56,4.42,59
Miami (OH),MAC (East),,6,5,-2.16,-5.76,-7.92,31.64,20.28,7.04,6.0,4.57,4.46,5.97,4.87,78
Rutgers,Big East,,3,8,-5.25,-3.42,-8.67,33.71,23.02,7.38,5.38,4.32,3.33,6.03,4.04,39
Tulsa,WAC,,5,7,-8.21,-0.57,-8.77,27.76,14.16,8.05,5.42,3.07,4.75,5.6,4.7,12
New Mexico State,Big West,,3,8,0.66,-9.47,-8.82,36.65,23.48,7.93,6.81,5.84,4.47,6.82,5.17,69
South Florida,Ind,,7,4,-9.56,0.62,-8.94,28.25,14.58,7.39,5.25,4.36,3.29,5.81,4.03,9
Ball St.,MAC (West),,5,6,-6.87,-3.09,-9.96,27.34,22.14,7.34,5.99,3.76,4.11,5.23,4.71,72
Houston,CUSA,,3,8,-3.5,-7.17,-10.67,31.43,22.9,7.9,5.68,3.07,2.97,5.86,3.96,5
Louisiana Tech,Ind,,3,9,-2.66,-8.06,-10.72,35.56,24.54,8.21,5.65,4.31,4.67,6.74,4.8,54
Utah St.,Big West,,5,6,-0.32,-10.84,-11.16,34.08,23.94,7.84,6.6,4.34,4.23,6.38,4.98,93
Baylor,Big 12 (South),,2,9,-8.28,-3.2,-11.48,28.28,21.15,6.73,5.69,3.1,3.93,4.96,4.47,41
Wake Forest,ACC,,2,9,-6.45,-5.83,-12.27,28.8,21.41,7.28,6.37,4.53,4.14,5.77,4.82,26
Hawaii,WAC,,3,9,-1.18,-11.34,-12.52,33.84,24.75,7.79,5.42,3.68,3.98,6.42,4.26,87
Arkansas St.,Big West,,1,10,-2.94,-10.46,-13.4,32.8,25.97,7.85,6.22,4.64,4.16,6.29,4.83,122
North Texas,Big West,,3,8,-15.04,1.53,-13.51,21.21,17.03,6.45,4.98,3.59,3.96,4.77,4.17,57
SMU,WAC,,3,9,-12.45,-1.31,-13.76,22.85,18.7,7.34,6.13,3.25,3.75,5.44,4.59,8
Duke,ACC,,0,11,-8.16,-5.76,-13.91,28.52,23.91,6.97,6.58,3.34,3.71,5.29,4.86,15
Bowling Green,MAC (East),,2,9,-10.62,-3.33,-13.95,24.66,17.86,6.51,5.54,2.96,2.85,4.6,4.0,73
Army,CUSA,,1,10,-5.72,-9.54,-15.26,30.24,22.94,6.19,6.41,4.53,3.94,5.46,4.75,65
Navy,Ind,,1,10,-7.33,-8.03,-15.36,28.19,22.28,7.69,7.37,4.14,3.25,5.43,4.77,7
Eastern Michigan,MAC (West),,3,8,-5.3,-10.11,-15.4,29.96,24.76,7.19,6.28,3.56,4.24,5.59,4.86,76
Wyoming,MWC,,1,10,-8.5,-8.3,-16.79,27.75,26.83,7.49,7.74,3.55,4.07,5.54,5.09,94
Connecticut,Ind,,3,8,-8.29,-8.62,-16.91,24.13,27.5,7.34,6.5,2.76,4.37,5.42,5.04,3
Central Michigan,MAC (West),,2,9,-13.8,-3.86,-17.66,21.17,23.67,6.7,4.79,3.01,4.48,4.86,4.43,75
Nevada,WAC,,2,10,-7.58,-11.36,-18.95,28.02,28.85,7.7,5.54,2.32,4.71,5.41,4.76,88
Buffalo,MAC (East),,2,9,-10.83,-10.18,-21.01,22.81,34.44,6.9,7.84,3.41,4.0,5.15,5.16,74
Louisiana,Ind,,1,10,-11.21,-10.46,-21.67,21.21,26.18,6.32,6.7,3.42,3.97,4.83,4.98,126
Kent State,MAC (East),,1,10,-14.24,-7.85,-22.09,19.85,25.85,6.03,6.98,3.47,3.4,4.76,4.7,77
UL Monroe,Ind,,1,10,-18.5,-8.03,-26.52,15.91,30.68,6.24,6.7,2.5,3.62,4.58,4.59,130
