School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Washington St.,Pac-10,,4,7,0,3.93,-3.91,0.01,37.92,18.8,,,,,,,106.0
Oregon,Pac-10,,3,8,0,-3.26,3.25,-0.01,28.81,9.13,,,,,,,99.0
Louisiana Tech,Ind,,8,1,2,-3.87,3.24,-0.63,27.68,15.54,,,,,,,54.0
San Jose St.,Big West,,6,4,1,5.12,-5.93,-0.81,36.31,20.56,,,,,,,91.0
TCU,SWC,,7,4,0,1.76,-2.67,-0.91,34.56,16.94,,,,,,,47.0
Purdue,Big Ten,,4,7,0,-0.76,-0.15,-0.92,32.06,13.78,,,,,,,38.0
Rutgers,Big East,,6,5,0,-2.35,1.14,-1.21,29.3,11.65,,,,,,,39.0
Vanderbilt,SEC,,5,6,0,-1.39,-0.05,-1.44,29.69,14.16,,,,,,,120.0
Utah,WAC,,7,5,0,-0.66,-1.41,-2.07,28.43,16.1,,,,,,,104.0
Miami (OH),MAC,,6,4,1,-5.39,2.89,-2.49,23.77,12.67,,,,,,,78.0
Central Michigan,MAC,,6,1,4,-4.98,2.14,-2.85,22.68,14.17,,,,,,,75.0
Wisconsin,Big Ten,,5,6,0,-4.21,1.35,-2.86,25.58,11.88,,,,,,,40.0
Duke,ACC,,4,6,1,0.36,-3.49,-3.13,31.72,17.15,,,,,,,15.0
Hawaii,WAC,,4,7,1,2.06,-5.57,-3.51,31.94,21.14,,,,,,,87.0
Toledo,MAC,,5,5,1,-4.68,0.52,-4.16,23.57,15.53,,,,,,,81.0
Kentucky,SEC,,3,8,0,-2.39,-1.81,-4.2,27.72,14.02,,,,,,,112.0
Missouri,Big 8,,3,7,1,1.78,-6.19,-4.4,35.01,24.5,,,,,,,115.0
Michigan St.,Big Ten,,3,8,0,-3.81,-0.76,-4.57,27.13,15.19,,,,,,,32.0
UTEP,WAC,,4,7,1,-4.47,-0.23,-4.7,24.46,13.73,,,,,,,62.0
Cincinnati,Ind,,4,7,0,-4.19,-0.84,-5.03,26.32,22.33,,,,,,,2.0
Western Michigan,MAC,,6,5,0,-2.89,-2.43,-5.32,25.04,21.53,,,,,,,82.0
Iowa St.,Big 8,,3,7,1,-5.75,0.29,-5.46,25.21,12.35,,,,,,,42.0
Rice,SWC,,4,7,0,0.25,-5.86,-5.62,31.18,17.45,,,,,,,59.0
Southern Miss,Ind,,4,7,0,-5.56,-0.08,-5.64,24.72,13.73,,,,,,,60.0
Ball St.,MAC,,6,5,0,-8.81,2.73,-6.07,18.01,12.61,,,,,,,72.0
Maryland,ACC,,2,9,0,-4.99,-1.46,-6.44,26.09,15.53,,,,,,,30.0
Wyoming,WAC,,4,6,1,3.27,-9.92,-6.65,33.14,24.05,,,,,,,94.0
Northwestern,Big Ten,,3,8,0,-5.16,-1.71,-6.87,26.61,18.01,,,,,,,35.0
Utah St.,Big West,,5,6,0,-6.51,-0.54,-7.05,22.45,14.75,,,,,,,93.0
Minnesota,Big Ten,,2,9,0,-8.72,1.53,-7.19,22.87,15.66,,,,,,,33.0
Oklahoma St.,Big 8,,0,10,1,-8.57,0.58,-7.99,23.35,13.48,,,,,,,46.0
Pacific,Big West,,5,7,0,6.71,-15.76,-9.05,37.73,34.82,,,,,,,376.0
Colorado St.,WAC,,3,8,0,-1.33,-8.2,-9.52,28.48,25.38,,,,,,,85.0
Army,Ind,,4,7,0,-8.15,-1.69,-9.84,22.5,15.98,,,,,,,65.0
Temple,Big East,,2,9,0,-8.62,-1.41,-10.03,24.04,16.48,,,,,,,10.0
Oregon St.,Pac-10,,1,10,0,-8.36,-1.73,-10.08,23.0,19.08,,,,,,,100.0
Eastern Michigan,MAC,,3,7,1,-8.25,-2.35,-10.6,19.38,19.62,,,,,,,76.0
Wake Forest,ACC,,3,8,0,-4.99,-5.79,-10.78,26.39,20.49,,,,,,,26.0
Louisiana,Ind,,2,8,1,-8.76,-4.12,-12.88,20.25,19.48,,,,,,,126.0
SMU,SWC,,1,10,0,-8.53,-4.5,-13.03,23.02,22.01,,,,,,,8.0
Tulane,Ind,,1,10,0,-7.8,-5.41,-13.22,23.89,24.58,,,,,,,11.0
Louisville,Ind,,2,9,0,-8.47,-5.13,-13.61,22.69,21.16,,,,,,,18.0
Akron,Ind,,5,6,0,-3.68,-10.22,-13.9,26.21,25.7,,,,,,,71.0
Ohio,MAC,,2,8,1,-6.64,-8.56,-15.2,22.34,26.33,,,,,,,80.0
New Mexico,WAC,,3,9,0,-5.72,-10.27,-15.99,23.28,31.2,,,,,,,89.0
Kent State,MAC,,1,10,0,-6.93,-9.43,-16.36,20.89,26.32,,,,,,,77.0
Navy,Ind,,1,10,0,-8.52,-7.95,-16.47,21.64,24.26,,,,,,,7.0
Northern Illinois,Ind,,2,9,0,-9.51,-7.45,-16.95,18.93,26.72,,,,,,,79.0
New Mexico State,Big West,,2,9,0,-6.7,-11.51,-18.2,21.61,26.85,,,,,,,69.0
UNLV,Big West,,4,7,0,-8.71,-10.05,-18.76,18.96,28.03,,,,,,,92.0
Long Beach State,Big West,,2,9,0,-7.8,-11.61,-19.41,21.06,30.28,,,,,,,
Arkansas St.,Ind,,1,10,0,-9.8,-13.23,-23.02,19.42,30.6,,,,,,,122.0
Cal State Fullerton,Big West,,2,9,0,-14.51,-8.93,-23.44,14.58,26.71,,,,,,,
