School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Kentucky,SEC,,2,8,1,-1.43,5.7,4.27,26.95,5.67,,,,,,,112.0
New Mexico,WAC,,6,5,0,6.49,-2.46,4.03,33.16,13.73,,,,,,,89.0
Syracuse,Ind,,6,5,0,-0.4,4.28,3.88,26.71,7.2,,,,,,,23.0
Bowling Green,MAC,,8,3,0,1.89,1.55,3.43,28.97,10.02,,,,,,,73.0
Tulsa,MVC,,7,4,0,4.64,-1.43,3.21,38.21,12.56,,,,,,,12.0
Iowa St.,Big 8,,4,7,0,-0.32,3.51,3.19,28.34,8.91,,,,,,,42.0
Cincinnati,Ind,,6,5,0,0.82,1.82,2.64,26.95,7.49,,,,,,,2.0
Auburn,SEC,,3,6,2,2.79,-0.38,2.4,30.31,10.31,,,,,,,109.0
East Carolina,Southern,,8,3,0,0.23,1.66,1.89,30.05,9.81,,,,,,,4.0
Virginia Tech,Ind,,8,3,0,-1.14,2.99,1.85,26.98,7.64,,,,,,,25.0
BYU,WAC,,6,5,0,3.72,-1.9,1.82,30.35,12.96,,,,,,,66.0
Appalachian St.,Southern,,8,3,0,7.5,-5.7,1.8,35.31,17.66,,,,,,,121.0
Temple,Ind,,6,5,0,2.28,-0.55,1.73,34.34,15.73,,,,,,,10.0
Long Beach State,PCAA,,9,2,0,1.56,0.05,1.61,25.97,12.46,,,,,,,
Miami (FL),Ind,,2,8,0,2.72,-1.16,1.56,30.46,9.16,,,,,,,19.0
Vanderbilt,SEC,,7,4,0,-4.26,5.78,1.52,20.88,8.08,,,,,,,120.0
Purdue,Big Ten,,4,7,0,-0.82,2.2,1.38,24.2,8.57,,,,,,,38.0
Duke,ACC,,4,5,2,-1.63,2.96,1.33,24.98,7.86,,,,,,,15.0
SMU,SWC,,4,7,0,4.09,-3.1,0.99,32.01,13.82,,,,,,,8.0
Ball St.,MAC,,9,2,0,0.94,-0.1,0.84,26.82,12.24,,,,,,,72.0
Memphis,Ind,,7,4,0,-2.21,2.96,0.75,24.73,7.4,,,,,,,6.0
Central Michigan,MAC,,8,2,1,-3.31,3.39,0.08,28.41,8.86,,,,,,,75.0
Wisconsin,Big Ten,,4,6,1,-1.1,1.15,0.05,26.86,13.21,,,,,,,40.0
Colorado St.,WAC,,6,5,0,-2.31,2.22,-0.09,25.02,11.65,,,,,,,85.0
Utah St.,Ind,,6,5,0,-1.17,0.98,-0.19,25.47,13.59,,,,,,,93.0
North Texas,Ind,,7,4,0,-1.52,1.27,-0.25,24.42,12.16,,,,,,,57.0
Rice,SWC,,2,9,0,0.94,-1.35,-0.41,29.03,10.86,,,,,,,59.0
Iowa,Big Ten,,3,8,0,2.86,-3.28,-0.42,29.37,15.64,,,,,,,29.0
Washington St.,Pac-8,,3,8,0,3.2,-3.64,-0.44,33.44,15.91,,,,,,,106.0
Kansas St.,Big 8,,3,8,0,-5.99,5.48,-0.51,22.14,6.71,,,,,,,44.0
Oregon,Pac-8,,3,8,0,-3.61,3.08,-0.53,24.18,10.81,,,,,,,99.0
Harvard,Ivy,,7,2,0,0.04,-1.41,-1.37,25.67,13.65,,,,,,,169.0
Yale,Ivy,,7,2,0,-2.55,1.06,-1.49,23.28,11.1,,,,,,,172.0
Florida St.,Ind,,3,8,0,-2.42,0.58,-1.84,26.26,9.1,,,,,,,16.0
Louisiana,Southland,,6,5,0,2.1,-4.02,-1.92,27.37,16.35,,,,,,,126.0
Brown,Ivy,,6,2,1,3.29,-5.66,-2.37,30.83,18.12,,,,,,,165.0
Indiana,Big Ten,,2,8,1,-5.8,3.26,-2.54,20.94,11.27,,,,,,,28.0
Tulane,Ind,,4,7,0,-4.8,2.25,-2.55,21.54,8.98,,,,,,,11.0
McNeese State,Southland,,7,4,0,-0.9,-1.83,-2.73,24.57,13.97,,,,,,,241.0
Air Force,Ind,,2,8,1,-2.1,-0.83,-2.93,25.15,13.43,,,,,,,83.0
Richmond,Southern,,5,6,0,-0.56,-2.98,-3.54,26.44,13.65,,,,,,,159.0
Ohio,MAC,,5,5,1,-6.4,2.8,-3.6,19.68,7.83,,,,,,,80.0
TCU,SWC,,1,10,0,-4.02,0.04,-3.98,24.24,13.05,,,,,,,47.0
North Carolina,ACC,,3,7,1,1.41,-5.53,-4.12,27.24,15.53,,,,,,,21.0
Pacific,PCAA,,5,6,1,-1.88,-2.83,-4.71,23.98,16.94,,,,,,,376.0
Wyoming,WAC,,2,9,0,-3.55,-1.23,-4.79,22.79,11.53,,,,,,,94.0
Citadel,Southern,,6,5,0,-10.83,5.68,-5.15,16.63,5.4,,,,,,,228.0
West Texas A&M,MVC,,5,6,0,-0.42,-4.92,-5.34,25.11,16.94,,,,,,,416.0
Wake Forest,ACC,,3,8,0,-2.12,-3.25,-5.37,26.47,14.25,,,,,,,26.0
Northwestern,Big Ten,,3,8,0,-2.89,-2.72,-5.6,24.25,19.38,,,,,,,35.0
Dartmouth,Ivy,,5,3,1,-6.39,0.42,-5.97,19.22,11.6,,,,,,,168.0
Furman,Southern,,5,5,1,-5.1,-0.93,-6.03,22.69,12.2,,,,,,,230.0
Texas-Arlington,Southland,,4,7,0,-0.59,-5.52,-6.11,26.19,19.29,,,,,,,
Chattanooga,Ind,,5,5,1,-6.07,-0.17,-6.24,19.93,14.93,,,,,,,227.0
Hawaii,Ind,,6,5,0,-5.2,-1.39,-6.59,20.07,14.46,,,,,,,87.0
Clemson,ACC,,2,9,0,0.5,-7.24,-6.74,27.73,23.13,,,,,,,14.0
Princeton,Ivy,,4,5,0,-4.03,-2.76,-6.79,21.27,13.13,,,,,,,171.0
Houston,Ind,,2,8,0,-0.51,-6.33,-6.84,27.67,17.05,,,,,,,5.0
Dayton,Ind,,5,6,0,-4.8,-2.39,-7.19,20.45,16.25,,,,,,,219.0
Oregon St.,Pac-8,,1,10,0,-7.71,0.02,-7.69,19.54,11.45,,,,,,,100.0
Akron,Ind,,7,4,0,-6.44,-1.26,-7.7,17.5,13.4,,,,,,,71.0
Toledo,MAC,,5,6,0,2.75,-10.73,-7.99,27.27,22.67,,,,,,,81.0
Eastern Michigan,Ind,,4,6,0,-5.44,-3.77,-9.21,20.54,15.22,,,,,,,76.0
Indiana State,Ind,,5,5,0,-4.2,-5.69,-9.89,22.84,22.25,,,,,,,183.0
Colgate,Ind,,6,4,0,-3.66,-6.36,-10.02,24.3,21.07,,,,,,,211.0
Army,Ind,,2,9,0,-3.32,-7.65,-10.97,24.77,24.37,,,,,,,65.0
VMI,Southern,,3,8,0,-9.51,-1.97,-11.47,19.39,13.09,,,,,,,233.0
Kent State,MAC,,4,7,0,-1.77,-10.2,-11.97,23.75,21.47,,,,,,,77.0
UL Monroe,Ind,,4,6,1,-1.72,-10.29,-12.01,24.3,22.63,,,,,,,130.0
Northern Illinois,MAC,,3,8,0,-8.92,-3.33,-12.25,17.29,18.08,,,,,,,79.0
Penn,Ivy,,3,6,0,-6.71,-5.69,-12.39,19.17,17.93,,,,,,,170.0
Utah,WAC,,1,10,0,-5.0,-7.67,-12.67,21.21,20.63,,,,,,,104.0
New Mexico State,MVC,,5,6,0,-4.71,-8.01,-12.72,19.92,22.3,,,,,,,69.0
Fresno St.,PCAA,,3,8,0,-5.96,-6.78,-12.74,22.66,21.08,,,,,,,86.0
Wichita State,MVC,,3,8,0,-9.03,-4.62,-13.66,16.69,19.5,,,,,,,
UTEP,WAC,,1,10,0,-9.29,-4.51,-13.8,16.69,18.06,,,,,,,62.0
Villanova,Ind,,4,7,0,-10.76,-3.05,-13.82,13.78,17.64,,,,,,,162.0
Virginia,ACC,,1,10,0,-0.65,-13.62,-14.27,26.41,31.42,,,,,,,24.0
William & Mary,Southern,,2,9,0,-9.41,-5.45,-14.86,17.96,17.51,,,,,,,163.0
Lamar,Southland,,1,10,0,-11.79,-3.11,-14.9,14.37,15.75,,,,,,,240.0
Drake,MVC,,3,8,0,-7.22,-8.06,-15.28,17.89,23.99,,,,,,,220.0
Columbia,Ivy,,2,7,0,-4.84,-10.65,-15.49,21.4,25.21,,,,,,,166.0
Cal State Fullerton,PCAA,,2,9,0,-7.92,-9.41,-17.33,17.45,30.38,,,,,,,
Marshall,Ind,,2,9,0,-8.88,-9.78,-18.66,17.16,25.86,,,,,,,55.0
Cornell,Ivy,,1,8,0,-6.36,-12.63,-18.99,19.77,24.49,,,,,,,167.0
Western Michigan,MAC,,1,10,0,-10.3,-8.95,-19.24,16.14,22.96,,,,,,,82.0
Southern Illinois,Ind,,1,9,1,-5.16,-14.37,-19.53,19.68,30.04,,,,,,,189.0
Holy Cross,Ind,,1,10,0,-11.26,-8.56,-19.82,13.77,22.11,,,,,,,214.0
Louisville,Ind,,1,10,0,-7.7,-12.44,-20.13,18.19,24.79,,,,,,,18.0
Illinois State,Ind,,2,7,1,-10.29,-10.69,-20.98,14.61,28.42,,,,,,,182.0
