School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
UTEP,WAC,,10,3,0,2.91,2.15,5.05,37.72,12.72,,,,,,,62.0
South Carolina,Ind,,8,4,0,-3.37,8.4,5.03,30.98,6.44,,,,,,,117.0
Oregon,Pac-10,,6,6,0,0.44,4.47,4.91,37.11,7.4,,,,,,,99.0
Oregon St.,Pac-10,,4,6,1,4.9,-0.13,4.77,38.03,10.09,,,,,,,100.0
Hawaii,WAC,,9,3,0,6.16,-1.44,4.72,37.34,13.04,,,,,,,87.0
Illinois,Big Ten,,6,5,1,-0.22,4.05,3.83,32.0,8.18,,,,,,,27.0
Kentucky,SEC,,5,6,0,0.53,2.99,3.52,33.08,7.23,,,,,,,112.0
Florida,SEC,,7,5,0,-4.18,7.62,3.44,35.53,5.13,,,,,,,110.0
California,Pac-10,,5,5,1,-0.19,3.35,3.17,33.13,8.26,,,,,,,97.0
Rutgers,Ind,,5,6,0,4.47,-1.34,3.13,37.78,10.97,,,,,,,39.0
Wake Forest,ACC,,6,4,1,2.2,0.81,3.01,35.7,11.37,,,,,,,26.0
Virginia,ACC,,7,4,0,3.17,-0.23,2.94,35.01,11.66,,,,,,,24.0
Maryland,ACC,,5,6,0,4.97,-2.47,2.5,38.26,13.52,,,,,,,30.0
Arizona St.,Pac-10,,6,5,0,-1.08,3.24,2.16,31.98,10.98,,,,,,,96.0
Army,Ind,,9,3,0,0.39,1.67,2.06,34.8,10.78,,,,,,,65.0
Louisville,Ind,,8,3,0,0.24,1.61,1.85,31.3,12.1,,,,,,,18.0
Ohio St.,Big Ten,,4,6,1,3.54,-1.75,1.78,36.71,13.76,,,,,,,36.0
Duke,ACC,,7,3,1,8.09,-6.62,1.47,40.43,19.48,,,,,,,15.0
Fresno St.,Big West,,10,2,0,-2.67,4.11,1.44,34.47,11.92,,,,,,,86.0
Ole Miss,SEC,,5,6,0,-1.26,2.14,0.88,32.22,9.48,,,,,,,116.0
Tennessee,SEC,,5,6,0,-0.03,0.73,0.7,33.8,12.07,,,,,,,118.0
Utah,WAC,,6,5,0,9.31,-8.63,0.68,41.71,23.77,,,,,,,104.0
Memphis,Ind,,6,5,0,-2.45,2.27,-0.18,29.61,9.78,,,,,,,6.0
Air Force,WAC,,5,7,0,9.22,-9.75,-0.53,43.23,21.42,,,,,,,83.0
Texas Tech,SWC,,5,6,0,6.82,-7.47,-0.65,40.11,18.25,,,,,,,49.0
Georgia Tech,ACC,,3,8,0,-5.73,4.73,-1.01,28.48,6.17,,,,,,,17.0
Louisiana,Ind,,6,5,0,0.16,-1.28,-1.12,34.26,14.58,,,,,,,126.0
Western Michigan,MAC,,9,3,0,3.42,-4.63,-1.21,33.98,18.79,,,,,,,82.0
Virginia Tech,Ind,,3,8,0,-4.35,3.01,-1.34,28.78,9.66,,,,,,,25.0
Tulsa,Ind,,4,7,0,0.94,-2.32,-1.38,33.33,16.37,,,,,,,12.0
East Carolina,Ind,,3,8,0,3.9,-5.43,-1.53,38.79,15.39,,,,,,,4.0
Central Michigan,MAC,,7,4,0,-2.6,0.73,-1.88,30.12,14.08,,,,,,,75.0
Baylor,SWC,,6,5,0,-5.52,3.59,-1.93,28.34,9.04,,,,,,,41.0
Missouri,Big 8,,3,7,1,-2.03,-0.19,-2.22,32.22,14.85,,,,,,,115.0
Boston College,Ind,,3,8,0,1.81,-4.17,-2.36,35.96,15.34,,,,,,,13.0
Ball St.,MAC,,8,3,0,-1.42,-1.07,-2.49,29.0,14.92,,,,,,,72.0
Vanderbilt,SEC,,3,8,0,-2.07,-1.67,-3.74,31.26,13.21,,,,,,,120.0
Iowa St.,Big 8,,5,6,0,-5.8,2.02,-3.78,26.22,11.94,,,,,,,42.0
Temple,Ind,,4,7,0,-1.66,-2.31,-3.97,32.25,16.77,,,,,,,10.0
Texas,SWC,,4,7,0,-0.61,-3.74,-4.35,33.48,17.33,,,,,,,48.0
Navy,Ind,,3,8,0,-3.7,-1.43,-5.12,29.86,15.1,,,,,,,7.0
Minnesota,Big Ten,,2,7,2,-5.31,-0.01,-5.32,27.82,12.99,,,,,,,33.0
TCU,SWC,,4,7,0,-5.14,-0.28,-5.42,29.49,13.62,,,,,,,47.0
Tulane,Ind,,5,6,0,1.71,-8.33,-6.62,32.87,21.18,,,,,,,11.0
Louisiana Tech,Ind,,4,7,0,-6.33,-0.59,-6.93,24.73,20.76,,,,,,,54.0
Eastern Michigan,MAC,,6,3,1,-8.22,0.87,-7.35,21.61,16.46,,,,,,,76.0
Purdue,Big Ten,,4,7,0,-8.64,1.05,-7.6,23.89,16.89,,,,,,,38.0
Northwestern,Big Ten,,2,8,1,-3.73,-3.98,-7.71,29.49,19.93,,,,,,,35.0
North Carolina,ACC,,1,10,0,2.62,-10.41,-7.79,36.18,23.29,,,,,,,21.0
San Diego St.,WAC,,3,8,0,-3.55,-4.83,-8.39,27.95,21.23,,,,,,,90.0
Cal State Fullerton,Big West,,5,6,0,-8.08,-0.69,-8.77,23.53,13.39,,,,,,,
Northern Illinois,Ind,,7,4,0,-10.78,1.64,-9.13,18.51,13.72,,,,,,,79.0
Kent State,MAC,,5,6,0,-3.36,-5.93,-9.29,27.89,20.6,,,,,,,77.0
San Jose St.,Big West,,4,8,0,-2.33,-7.14,-9.47,33.01,23.0,,,,,,,91.0
Toledo,MAC,,6,5,0,-5.01,-4.56,-9.57,25.58,19.25,,,,,,,81.0
Mississippi St.,SEC,,1,10,0,-3.63,-6.22,-9.85,29.56,18.66,,,,,,,114.0
Akron,Ind,,5,6,0,-6.69,-3.29,-9.97,25.48,17.94,,,,,,,71.0
Colorado St.,WAC,,1,10,0,-6.08,-5.06,-11.13,24.95,19.44,,,,,,,85.0
Cincinnati,Ind,,3,8,0,-6.3,-5.26,-11.56,29.12,23.82,,,,,,,2.0
Rice,SWC,,0,11,0,-6.1,-5.83,-11.93,27.54,18.77,,,,,,,59.0
Wisconsin,Big Ten,,1,10,0,-9.42,-3.57,-12.99,23.52,18.49,,,,,,,40.0
Kansas,Big 8,,1,10,0,-3.18,-12.27,-15.45,29.38,34.39,,,,,,,43.0
Utah St.,Big West,,4,7,0,-6.22,-9.27,-15.48,23.86,26.65,,,,,,,93.0
Ohio,MAC,,4,6,1,-8.34,-7.67,-16.02,21.22,24.8,,,,,,,80.0
Kansas St.,Big 8,,0,11,0,-6.77,-10.07,-16.84,25.15,28.55,,,,,,,44.0
New Mexico,WAC,,2,10,0,-10.15,-7.0,-17.15,20.19,32.85,,,,,,,89.0
Long Beach State,Big West,,3,9,0,-8.37,-8.8,-17.17,21.96,27.3,,,,,,,
UNLV,Big West,,4,7,0,-9.66,-7.91,-17.57,20.05,24.65,,,,,,,92.0
Bowling Green,MAC,,2,8,1,-12.42,-7.11,-19.53,19.98,25.21,,,,,,,73.0
Pacific,Big West,,2,9,0,-10.17,-10.36,-20.53,19.59,26.35,,,,,,,376.0
Miami (OH),MAC,,0,10,1,-10.8,-11.22,-22.02,19.83,27.03,,,,,,,78.0
New Mexico State,Big West,,1,10,0,-12.16,-12.39,-24.55,16.33,31.65,,,,,,,69.0
