School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
California,Pac-10,,3,8,0,1.4,-1.52,-0.12,29.33,17.09,,,,,,,97.0
Hawaii,WAC,,8,3,0,-1.36,1.17,-0.19,25.36,11.99,,,,,,,87.0
Utah,WAC,,5,5,1,1.89,-2.14,-0.24,27.35,17.18,,,,,,,104.0
Appalachian St.,Southern,,6,4,1,1.24,-1.75,-0.52,29.26,13.31,,,,,,,121.0
Kansas St.,Big 8,,3,8,0,-4.5,3.81,-0.69,22.06,8.15,,,,,,,44.0
Long Beach State,PCAA,,8,3,0,0.72,-1.43,-0.72,25.93,14.36,,,,,,,
Utah St.,PCAA,,6,5,0,2.94,-4.03,-1.09,30.63,15.95,,,,,,,93.0
Virginia,ACC,,4,7,0,-1.34,-0.19,-1.53,25.74,12.31,,,,,,,24.0
Colorado St.,WAC,,6,4,1,-0.26,-1.45,-1.71,25.01,20.76,,,,,,,85.0
Georgia Tech,Ind,,1,9,1,-3.04,1.03,-2.01,25.1,11.34,,,,,,,17.0
Duke,ACC,,2,9,0,2.93,-5.43,-2.5,30.63,16.17,,,,,,,15.0
Chattanooga,Southern,,8,3,0,1.66,-4.21,-2.55,30.04,16.61,,,,,,,227.0
TCU,SWC,,1,10,0,-1.09,-1.71,-2.8,26.44,15.07,,,,,,,47.0
Villanova,Ind,,6,5,0,-4.41,1.41,-3.0,23.3,11.17,,,,,,,162.0
UL Monroe,Ind,,7,4,0,5.41,-8.6,-3.19,30.64,22.23,,,,,,,130.0
Central Michigan,MAC,,9,2,0,-5.21,1.56,-3.65,20.85,12.11,,,,,,,75.0
Louisiana,Southland,,7,4,0,-7.34,3.67,-3.67,18.41,9.48,,,,,,,126.0
Wichita State,MVC,,5,5,1,-4.53,-0.07,-4.6,21.68,17.6,,,,,,,
Richmond,Ind,,5,6,0,-0.31,-4.57,-4.88,26.4,17.92,,,,,,,159.0
East Carolina,Ind,,4,7,0,0.28,-5.25,-4.97,27.43,20.73,,,,,,,4.0
Miami (OH),MAC,,5,6,0,-2.6,-2.62,-5.22,26.3,15.43,,,,,,,78.0
Yale,Ivy,,8,2,0,-4.87,-0.39,-5.26,21.21,14.37,,,,,,,172.0
New Mexico,WAC,,4,7,0,2.46,-7.89,-5.42,27.76,24.88,,,,,,,89.0
Army,Ind,,3,7,1,0.5,-5.94,-5.45,27.6,20.18,,,,,,,65.0
Vanderbilt,SEC,,2,9,0,-1.92,-3.74,-5.66,25.7,19.59,,,,,,,120.0
Ball St.,MAC,,6,5,0,-1.72,-3.97,-5.69,24.59,17.57,,,,,,,72.0
Indiana State,MVC,,6,5,0,-3.54,-2.85,-6.39,21.71,16.75,,,,,,,183.0
Northern Illinois,MAC,,7,4,0,-4.4,-2.15,-6.55,20.68,16.08,,,,,,,79.0
Western Michigan,MAC,,7,4,0,-4.24,-2.41,-6.64,23.05,16.13,,,,,,,82.0
West Texas A&M,MVC,,5,6,0,1.1,-7.94,-6.84,25.69,20.67,,,,,,,416.0
Temple,Ind,,4,7,0,-5.14,-1.85,-6.99,23.97,16.22,,,,,,,10.0
Air Force,WAC,,2,9,1,-4.6,-2.41,-7.01,21.51,16.67,,,,,,,83.0
Colorado,Big 8,,1,10,0,1.17,-8.35,-7.19,29.34,27.83,,,,,,,98.0
Colgate,Ind,,5,4,1,-1.41,-6.06,-7.47,26.89,19.78,,,,,,,211.0
Ohio,MAC,,6,5,0,-3.34,-5.27,-8.61,22.56,17.77,,,,,,,80.0
San Diego St.,WAC,,4,8,0,-5.54,-3.14,-8.68,18.51,15.86,,,,,,,90.0
New Mexico State,MVC,,3,7,1,-3.43,-5.33,-8.76,20.94,18.77,,,,,,,69.0
Louisiana Tech,Southland,,5,6,0,-6.81,-2.07,-8.87,20.58,16.18,,,,,,,54.0
Fresno St.,PCAA,,5,6,0,-5.67,-3.58,-9.25,20.23,17.11,,,,,,,86.0
Memphis,Ind,,2,9,0,-9.0,-0.39,-9.39,18.15,15.25,,,,,,,6.0
Pacific,PCAA,,4,8,0,-3.98,-5.71,-9.69,22.46,19.98,,,,,,,376.0
Bowling Green,MAC,,4,7,0,-5.85,-4.22,-10.07,19.66,15.17,,,,,,,73.0
Cal State Fullerton,PCAA,,4,7,0,-1.85,-8.81,-10.66,23.74,21.09,,,,,,,
Texas-Arlington,Southland,,3,8,0,0.92,-12.54,-11.62,27.16,27.4,,,,,,,
Brown,Ivy,,6,4,0,-1.93,-9.75,-11.69,23.67,22.89,,,,,,,165.0
Harvard,Ivy,,7,3,0,-9.47,-2.26,-11.72,15.15,15.96,,,,,,,169.0
Western Carolina,Southern,,3,7,1,-5.97,-5.88,-11.85,20.2,18.14,,,,,,,234.0
Cornell,Ivy,,5,5,0,-7.36,-4.8,-12.16,18.45,19.99,,,,,,,167.0
VMI,Southern,,3,7,1,-8.24,-3.94,-12.18,18.54,18.13,,,,,,,233.0
Cincinnati,Ind,,2,9,0,-8.06,-4.15,-12.21,18.29,17.84,,,,,,,2.0
Toledo,MAC,,4,7,0,-8.43,-3.79,-12.21,19.52,16.97,,,,,,,81.0
William & Mary,Ind,,2,9,0,-8.96,-3.74,-12.71,17.34,18.3,,,,,,,163.0
Southern Illinois,MVC,,3,8,0,-4.05,-9.03,-13.09,23.03,23.06,,,,,,,189.0
Oregon St.,Pac-10,,0,11,0,-7.95,-5.19,-13.14,19.9,22.18,,,,,,,100.0
Northwestern,Big Ten,,0,11,0,-2.24,-11.05,-13.3,24.81,29.29,,,,,,,35.0
Princeton,Ivy,,6,4,0,-6.9,-6.45,-13.35,18.11,20.56,,,,,,,171.0
Lamar,Southland,,3,8,0,-4.71,-9.42,-14.13,21.87,25.24,,,,,,,240.0
Dartmouth,Ivy,,4,6,0,-8.51,-6.85,-15.35,20.35,20.38,,,,,,,168.0
UTEP,WAC,,1,11,0,-9.82,-6.53,-16.34,16.07,27.27,,,,,,,62.0
Illinois State,Ind,,4,7,0,-10.68,-6.45,-17.13,14.69,21.28,,,,,,,182.0
East Tennessee St.,Southern,,2,9,0,-9.2,-8.22,-17.41,16.94,20.09,,,,,,,229.0
Holy Cross,Ind,,3,8,0,-9.88,-7.6,-17.48,16.32,19.93,,,,,,,214.0
Marshall,Southern,,2,8,1,-12.23,-5.38,-17.61,15.24,19.95,,,,,,,55.0
Kent State,MAC,,3,8,0,-7.78,-9.87,-17.64,18.07,25.0,,,,,,,77.0
Arkansas St.,Southland,,2,9,0,-10.19,-7.82,-18.0,15.7,21.44,,,,,,,122.0
Penn,Ivy,,1,9,0,-13.96,-12.5,-26.46,11.93,27.72,,,,,,,170.0
Eastern Michigan,MAC,,1,9,0,-15.27,-12.79,-28.06,10.76,32.38,,,,,,,76.0
Columbia,Ivy,,1,9,0,-16.88,-12.45,-29.33,9.26,28.81,,,,,,,166.0
