School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Utah,MWC,,8,4,0.38,7.49,7.86,38.75,5.36,8.31,4.87,5.69,2.21,6.81,3.36,104
North Carolina,ACC,,8,5,0.34,7.18,7.52,40.29,6.14,9.64,3.73,4.52,2.41,6.84,2.94,21
Georgia Tech,ACC,24.0,8,5,3.1,4.0,7.1,43.62,8.81,9.36,4.85,4.4,2.22,6.75,3.47,17
Washington,Pac-10,19.0,8,4,5.66,1.4,7.07,43.5,14.14,10.06,5.24,4.31,3.14,7.07,3.87,105
NC State,ACC,,7,5,2.16,4.22,6.38,39.4,8.89,8.58,5.46,4.66,2.29,6.79,3.58,20
Marshall,MAC (East),,11,2,11.12,-4.8,6.32,47.39,19.5,9.46,6.07,5.48,3.75,7.81,4.49,55
Pittsburgh,Big East,,7,5,0.97,5.34,6.31,40.49,8.64,8.8,4.52,4.89,1.82,6.82,2.94,22
Michigan St.,Big Ten,,7,5,5.84,0.43,6.26,45.4,12.16,10.33,4.66,4.86,3.24,7.4,3.72,32
Notre Dame,Ind,,5,6,-1.5,7.5,6.0,36.77,5.08,7.12,5.22,5.49,2.27,6.15,3.39,70
Texas A&M,Big 12 (South),,8,4,-1.69,7.65,5.96,35.9,4.5,7.65,4.14,4.5,2.11,6.05,2.89,119
Ole Miss,SEC (West),,7,4,10.03,-4.38,5.64,47.66,18.27,8.01,4.87,4.8,3.78,6.49,4.05,116
Penn State,Big Ten,,5,6,1.95,3.26,5.21,39.52,8.66,8.94,5.87,4.81,3.2,6.89,4.12,37
Auburn,SEC (West),,7,5,-0.29,5.24,4.95,36.65,8.14,9.24,4.79,4.95,2.78,6.8,3.61,109
Bowling Green,MAC (East),,8,3,0.77,3.82,4.58,38.43,10.48,7.6,6.46,4.51,1.46,6.02,3.69,73
Hawaii,WAC,,9,3,8.24,-3.77,4.47,45.51,17.74,8.66,5.47,3.78,3.07,7.15,4.03,87
Clemson,ACC,,7,5,6.07,-1.73,4.34,43.5,15.29,8.7,5.66,5.46,3.06,6.97,3.95,14
Indiana,Big Ten,,5,6,3.11,1.04,4.15,43.29,12.12,8.62,5.62,6.77,2.82,7.55,4.04,28
Iowa St.,Big 12 (North),,7,5,-1.32,5.44,4.12,40.07,8.41,8.86,4.77,5.43,3.47,6.87,3.98,42
Toledo,MAC (West),23.0,10,2,5.18,-1.97,3.21,41.76,17.7,8.25,6.05,5.35,2.23,6.75,3.91,81
Oregon St.,Pac-10,,5,6,-0.8,3.97,3.16,37.13,9.77,9.02,3.77,4.47,2.91,6.59,3.13,100
Purdue,Big Ten,,6,6,-2.66,5.61,2.95,35.26,7.86,7.2,4.71,3.86,1.79,5.61,2.96,38
Wisconsin,Big Ten,,5,7,3.53,-0.62,2.91,41.17,13.58,9.46,5.27,5.3,2.89,7.01,3.72,40
East Carolina,CUSA,,6,6,9.4,-6.82,2.59,46.07,19.54,9.09,6.09,6.16,2.49,7.54,3.89,4
Colorado St.,MWC,,7,5,-0.68,2.59,1.91,35.92,11.32,7.65,5.87,5.54,3.59,6.42,4.41,85
Mississippi St.,SEC (West),,3,8,-4.84,6.49,1.65,32.92,9.33,8.29,5.67,4.63,2.5,6.43,3.6,114
Boise St.,WAC,,8,4,-0.83,2.44,1.61,39.38,13.16,9.73,5.54,4.44,2.53,6.87,3.8,84
South Florida,Ind,,8,3,2.16,-0.6,1.56,41.17,15.15,6.94,5.68,4.72,2.48,6.11,3.94,9
Arizona St.,Pac-10,,4,7,6.94,-5.68,1.25,46.84,20.29,10.04,5.51,5.44,2.78,7.56,3.99,96
Central Florida,Ind,,6,5,-4.33,5.44,1.11,38.5,9.19,9.37,5.33,4.14,2.78,7.14,3.81,1
Southern Miss,CUSA,,6,5,-6.39,7.23,0.84,35.63,6.57,8.15,4.72,3.64,2.18,5.96,3.25,60
Wake Forest,ACC,,6,5,2.25,-2.02,0.24,38.06,14.98,8.74,6.32,5.12,2.76,6.32,4.2,26
Oklahoma St.,Big 12 (South),,4,7,-0.33,0.2,-0.13,36.9,11.5,8.29,5.42,3.85,2.55,6.07,3.69,46
New Mexico,MWC,,6,5,-1.82,1.21,-0.6,36.11,12.05,7.33,5.68,4.68,1.37,5.92,3.32,89
Minnesota,Big Ten,,4,7,-0.65,-0.05,-0.7,40.42,14.05,8.88,5.71,6.39,3.8,7.52,4.47,33
West Virginia,Big East,,3,8,-3.34,2.51,-0.82,37.8,11.9,6.9,4.99,5.59,2.67,6.29,3.43,50
Louisiana Tech,WAC,,7,5,7.46,-8.41,-0.95,43.17,23.3,8.24,5.43,4.45,3.6,6.82,4.3,54
Northwestern,Big Ten,,4,7,4.82,-5.83,-1.01,43.38,20.6,8.05,5.92,5.29,3.28,6.69,4.33,35
Kentucky,SEC (East),,2,9,2.41,-3.56,-1.15,40.19,17.85,8.52,6.61,5.45,3.21,7.34,4.6,112
Miami (OH),MAC (East),,7,5,0.45,-1.61,-1.16,36.89,15.53,9.07,5.42,4.47,2.98,6.81,3.85,78
UNLV,MWC,,4,7,-2.08,0.84,-1.23,35.01,13.06,7.74,4.4,5.42,2.51,6.31,3.26,92
Arizona,Pac-10,,5,6,3.74,-5.08,-1.33,40.49,21.36,9.15,5.07,5.19,2.57,7.12,3.65,95
Missouri,Big 12 (North),,4,7,-0.86,-1.0,-1.86,36.78,15.69,6.99,6.25,5.83,3.27,6.42,4.26,115
Virginia,ACC,,5,7,-1.97,0.07,-1.91,34.36,13.54,7.96,5.97,4.62,3.3,6.5,4.2,24
UAB,CUSA,,6,5,-5.88,3.72,-2.15,33.21,9.05,6.92,4.62,4.58,1.28,5.56,2.89,61
Cincinnati,CUSA,,7,5,-0.07,-2.17,-2.24,35.64,16.43,8.91,6.11,4.56,4.0,6.67,4.67,2
Middle Tennessee,Sun Belt,,8,3,2.9,-5.22,-2.32,41.12,21.02,8.99,6.55,6.08,3.47,7.45,4.77,56
Memphis,CUSA,,5,6,0.04,-3.14,-3.09,38.29,16.04,7.73,5.4,4.85,3.15,6.21,4.02,6
Northern Illinois,MAC (West),,6,5,-0.79,-2.89,-3.67,35.21,17.41,7.24,6.34,4.07,2.9,5.56,4.24,79
TCU,CUSA,,6,6,-2.07,-1.72,-3.79,34.55,15.02,8.57,6.79,4.13,1.93,6.15,4.09,47
Western Michigan,MAC (West),,5,6,-3.73,-0.46,-4.19,34.29,15.44,7.68,6.04,4.2,3.41,6.22,4.28,82
Troy,Ind,,7,4,-3.59,-0.73,-4.32,31.92,15.84,7.94,6.4,3.71,2.95,5.67,4.2,129
Rice,WAC,,8,4,-1.79,-2.56,-4.35,33.1,18.33,8.38,6.7,4.96,2.97,5.98,4.59,59
Temple,Big East,,4,7,-6.22,1.59,-4.63,32.03,15.5,6.9,5.36,4.41,2.32,5.69,3.58,10
Kent State,MAC (East),,6,5,-5.12,-0.3,-5.42,31.35,16.76,6.67,5.61,6.2,3.4,6.56,4.18,77
Kansas,Big 12 (North),,3,8,-4.62,-1.27,-5.89,33.15,20.28,7.79,5.13,4.13,3.57,5.68,4.04,43
Air Force,MWC,,6,6,0.64,-6.94,-6.3,38.32,23.08,7.02,7.14,5.84,4.22,6.29,5.31,83
Baylor,Big 12 (South),,3,8,-5.35,-1.5,-6.84,34.02,19.9,7.21,6.52,3.85,2.97,5.65,4.37,41
Vanderbilt,SEC (East),,2,9,-3.05,-4.05,-7.1,34.02,21.62,8.56,7.56,5.13,3.42,6.88,4.94,120
California,Pac-10,,1,10,-4.69,-3.68,-8.37,31.93,23.21,8.0,6.9,4.41,2.75,6.21,4.52,97
Utah St.,Ind,,4,7,3.41,-11.8,-8.39,38.78,26.54,7.93,6.35,5.03,3.88,6.67,4.87,93
SMU,WAC,,4,7,-7.98,-0.94,-8.92,27.95,16.6,6.55,4.89,4.48,2.64,5.47,3.39,8
Akron,MAC (East),,4,7,0.61,-9.68,-9.08,36.76,24.97,8.05,8.01,4.95,3.88,6.32,5.45,71
North Texas,Sun Belt,,5,7,-7.1,-2.02,-9.11,30.21,16.63,7.61,6.11,4.55,3.09,5.68,4.29,57
Ball St.,MAC (West),,5,6,-3.7,-5.55,-9.24,31.54,20.73,7.15,5.96,4.27,3.7,5.53,4.56,72
Tulane,CUSA,,3,9,1.87,-11.51,-9.64,39.78,31.03,7.67,6.38,4.94,4.48,6.61,5.01,11
San Diego St.,MWC,,3,8,-11.42,1.65,-9.77,26.4,14.57,7.0,5.68,4.67,2.24,5.77,3.61,90
Nevada,WAC,,3,8,-2.09,-7.83,-9.92,34.06,27.3,8.12,7.97,5.49,4.51,6.82,5.68,88
New Mexico State,Sun Belt,,5,7,-3.7,-6.48,-10.18,32.79,26.3,7.75,6.44,5.46,3.83,6.42,4.82,69
San Jose St.,WAC,,3,9,-3.84,-6.82,-10.66,33.42,25.49,9.04,7.33,4.94,4.23,7.04,5.38,91
Rutgers,Big East,,2,9,-11.96,-1.07,-13.02,24.34,25.74,6.7,6.52,3.85,4.35,5.16,5.09,39
Ohio,MAC (East),,1,10,-9.39,-3.83,-13.22,28.25,19.28,6.64,7.2,5.56,3.44,5.97,4.78,80
Wyoming,MWC,,2,9,-4.95,-8.8,-13.75,31.12,23.89,8.4,6.7,3.75,4.15,6.31,5.1,94
Central Michigan,MAC (West),,3,8,-5.8,-9.2,-15.0,30.32,23.8,6.27,6.92,4.93,4.08,5.67,5.03,75
Army,CUSA,,3,8,-8.69,-6.71,-15.4,28.1,24.31,6.73,7.23,4.99,2.95,6.02,4.6,65
Navy,Ind,,0,10,-8.2,-7.48,-15.68,27.15,25.05,7.07,9.27,4.83,3.67,5.7,5.35,7
Duke,ACC,,0,11,-5.4,-11.17,-16.57,32.47,30.6,7.58,6.35,4.21,4.38,5.97,5.08,15
Buffalo,MAC (East),,3,8,-13.26,-4.27,-17.53,23.89,20.87,5.8,6.41,3.78,3.31,5.07,4.34,74
Houston,CUSA,,0,11,-6.15,-11.67,-17.81,31.57,28.51,7.5,7.09,4.6,4.11,6.34,5.07,5
UTEP,WAC,,2,9,-9.02,-8.83,-17.85,28.59,29.19,7.33,5.94,4.5,4.17,5.87,4.55,62
Tulsa,WAC,,1,10,-13.14,-5.8,-18.94,24.73,25.09,6.64,6.81,4.57,4.69,5.74,5.27,12
Louisiana,Sun Belt,,3,8,-8.2,-10.88,-19.08,26.92,26.54,6.62,6.71,3.58,3.59,5.43,4.51,126
Connecticut,Ind,,2,9,-10.68,-8.98,-19.66,24.16,27.13,5.88,7.21,2.99,3.71,4.57,5.0,3
Idaho,Sun Belt,,1,10,-0.38,-20.46,-20.84,34.45,38.43,8.54,8.16,4.14,4.3,6.77,5.79,133
UL Monroe,Sun Belt,,2,9,-15.52,-5.61,-21.13,19.6,24.18,5.98,6.73,3.08,2.89,4.78,4.4,130
Eastern Michigan,MAC (West),,2,9,-11.69,-10.12,-21.81,23.48,26.41,5.66,6.51,3.81,3.6,4.94,4.63,76
Arkansas St.,Sun Belt,,2,9,-14.52,-7.56,-22.08,19.93,26.26,5.99,7.43,4.29,3.67,5.1,4.89,122
