School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Virginia Tech,ACC (Coastal),19.0,10,3,2.54,9.93,12.47,39.99,0.79,8.54,4.64,4.41,1.94,6.21,3.05,25
Texas,Big 12 (South),13.0,10,3,7.27,4.92,12.18,48.19,4.36,8.94,6.62,5.19,1.25,6.94,4.01,48
Wisconsin,Big Ten,7.0,12,1,2.69,9.28,11.97,38.75,1.97,8.97,4.26,4.75,2.78,6.47,3.38,40
Notre Dame,Ind,17.0,10,3,10.8,0.53,11.32,45.94,10.24,8.35,7.09,5.13,2.65,6.9,4.49,70
Hawaii,WAC,,11,3,13.47,-2.76,10.71,55.11,13.81,10.22,7.04,6.06,3.26,9.18,4.84,87
Georgia,SEC (East),23.0,9,4,5.18,5.03,10.21,41.36,4.78,8.09,4.43,5.04,2.32,6.56,3.14,111
Boston College,ACC (Atlantic),20.0,10,3,3.55,6.41,9.96,38.41,3.52,7.54,4.99,4.4,2.65,6.15,3.79,13
Oregon St.,Pac-10,21.0,10,4,5.74,3.93,9.67,41.6,6.47,8.86,6.33,4.58,2.38,6.69,4.1,100
South Carolina,SEC (East),,8,5,4.22,5.45,9.67,41.32,4.16,9.58,6.56,5.59,3.0,7.65,4.27,117
TCU,MWC,22.0,11,2,0.55,8.72,9.27,39.08,1.62,8.47,5.31,5.17,1.68,6.63,3.3,47
Nebraska,Big 12 (North),,9,5,3.79,5.13,8.92,43.93,4.16,9.15,5.82,5.42,2.55,7.05,4.13,34
UCLA,Pac-10,,7,6,2.15,6.57,8.71,37.66,3.26,7.29,6.02,5.03,1.8,6.22,3.71,102
Clemson,ACC (Atlantic),,8,5,3.15,5.04,8.19,44.47,5.05,8.34,5.15,6.5,2.25,7.37,3.41,14
Missouri,Big 12 (North),,8,5,6.12,2.03,8.15,43.8,7.51,8.81,5.41,5.28,2.73,7.13,3.86,115
Wake Forest,ACC (Atlantic),18.0,11,3,0.37,7.59,7.95,34.99,2.82,8.73,6.15,4.91,2.12,6.33,3.98,26
Penn State,Big Ten,24.0,9,4,-2.04,8.93,6.89,33.69,1.83,6.88,4.88,5.28,1.99,6.15,3.37,37
Kentucky,SEC (East),,8,5,7.48,-0.83,6.65,42.84,12.82,9.6,7.04,4.32,3.8,7.17,5.16,112
Texas A&M,Big 12 (South),,9,4,2.61,3.92,6.53,38.77,5.03,8.14,5.84,5.88,3.16,6.78,4.24,119
Georgia Tech,ACC (Coastal),,9,5,2.75,3.75,6.5,38.32,5.93,7.24,5.12,5.56,2.24,6.36,3.65,17
Arizona St.,Pac-10,,7,6,4.68,1.59,6.28,41.61,10.15,8.2,6.25,5.58,2.54,6.73,4.09,96
Florida St.,ACC (Atlantic),,7,6,3.57,2.63,6.19,41.3,8.18,7.81,5.69,4.72,1.96,6.56,3.68,16
Oklahoma St.,Big 12 (South),,7,6,8.93,-2.89,6.04,48.19,12.1,9.16,6.73,6.08,3.08,7.32,4.49,46
Oregon,Pac-10,,7,6,7.07,-1.13,5.94,45.2,11.65,7.41,5.3,6.25,3.3,6.91,4.03,99
South Florida,Big East,,9,4,0.12,5.83,5.94,34.88,4.1,8.99,5.07,4.87,2.21,6.63,3.48,9
Arizona,Pac-10,,6,6,-2.33,8.17,5.84,32.35,2.66,6.77,5.69,3.9,2.74,5.36,4.02,95
Washington St.,Pac-10,,6,6,3.28,2.53,5.81,39.72,8.37,8.28,6.81,5.05,2.56,6.85,4.44,106
Alabama,SEC (West),,6,7,1.05,4.59,5.64,37.73,3.74,8.26,5.39,4.64,2.76,6.49,3.73,107
Houston,CUSA (West),,10,4,7.87,-2.47,5.4,42.18,12.56,9.26,6.33,5.39,3.58,7.43,4.62,5
Cincinnati,Big East,,8,5,0.42,4.87,5.29,35.36,5.41,8.91,5.04,4.57,2.69,6.36,3.92,2
Pittsburgh,Big East,,6,6,4.83,-0.26,4.57,44.81,10.34,9.95,5.49,5.01,3.42,7.36,4.31,22
Texas Tech,Big 12 (South),,8,5,5.79,-1.59,4.2,44.81,10.72,8.1,5.31,5.75,3.03,7.69,3.79,49
Southern Miss,CUSA (East),,9,5,-0.16,3.82,3.65,36.52,7.98,7.24,5.41,5.11,3.21,6.15,4.06,60
Nevada,WAC,,8,5,0.45,3.0,3.45,38.16,8.73,7.19,6.36,4.97,3.35,6.08,4.45,88
Utah,MWC,,8,5,2.18,1.14,3.32,39.71,9.34,7.91,6.88,4.9,2.52,6.52,4.41,104
Miami (FL),ACC (Coastal),,7,6,-3.31,6.33,3.02,32.18,3.68,8.13,6.04,4.49,1.51,6.25,3.53,19
Washington,Pac-10,,5,7,3.59,-0.78,2.81,38.25,10.66,7.3,6.56,5.09,2.84,6.27,4.51,105
Maryland,ACC (Atlantic),,9,4,2.95,-0.24,2.7,35.68,10.59,8.08,6.43,5.09,3.63,6.44,4.76,30
Tulsa,CUSA (West),,8,5,0.6,2.04,2.64,36.27,9.03,8.53,5.23,4.89,3.77,6.62,4.14,12
Navy,Ind,,9,4,3.23,-0.65,2.58,37.66,11.42,7.13,6.89,6.13,3.21,6.46,4.96,7
Central Michigan,MAC (West),,10,4,4.53,-2.17,2.35,37.42,14.37,7.98,6.09,4.84,3.31,6.6,4.47,75
Iowa,Big Ten,,6,7,0.31,1.54,1.86,36.04,7.84,8.04,5.61,5.4,2.55,6.74,3.93,29
Minnesota,Big Ten,,6,7,2.65,-1.2,1.45,41.44,13.55,8.7,7.21,5.28,3.28,6.86,4.99,33
Vanderbilt,SEC (East),,4,8,1.27,-0.1,1.17,36.06,9.92,8.39,6.81,5.72,3.26,7.05,4.47,120
Kansas,Big 12 (North),,6,6,4.66,-4.13,0.53,40.77,13.53,7.43,6.07,5.69,2.56,6.58,4.4,43
Kansas St.,Big 12 (North),,7,6,-0.75,0.68,-0.07,35.09,8.92,7.06,5.48,5.12,2.99,6.18,4.01,44
Wyoming,MWC,,6,6,-0.68,0.27,-0.41,34.12,11.23,6.71,5.09,4.49,2.6,5.67,3.63,94
San Jose St.,WAC,,9,4,-1.09,0.6,-0.49,31.81,11.12,8.24,6.47,5.06,3.52,6.46,4.57,91
East Carolina,CUSA (East),,7,6,-1.84,1.24,-0.6,32.53,9.24,7.59,5.5,4.03,2.9,5.96,3.99,4
Purdue,Big Ten,,8,6,2.14,-2.75,-0.61,36.36,14.25,8.03,6.6,5.1,4.02,6.94,4.98,38
Ole Miss,SEC (West),,4,8,-3.89,2.15,-1.74,30.99,8.1,6.95,5.45,4.66,3.12,5.75,3.98,116
Middle Tennessee,Sun Belt,,7,6,-2.79,0.92,-1.87,32.74,15.21,7.06,6.63,4.22,2.94,5.46,4.56,56
Syracuse,Big East,,4,8,-3.16,1.08,-2.08,32.64,9.75,7.38,6.06,4.39,3.41,5.69,4.57,23
Northern Illinois,MAC (West),,7,6,-0.18,-2.16,-2.33,33.48,13.5,7.17,7.53,5.32,3.32,6.33,5.19,79
Virginia,ACC (Coastal),,5,7,-7.73,5.23,-2.5,28.38,6.11,6.53,6.39,4.53,2.62,5.62,4.01,24
Mississippi St.,SEC (West),,3,9,-2.2,-0.44,-2.64,33.51,10.8,7.57,6.48,3.89,2.22,5.78,3.95,114
Western Michigan,MAC (West),,8,5,-1.88,-0.88,-2.77,31.28,12.58,6.27,6.67,4.21,2.4,5.32,4.31,82
Air Force,MWC,,4,8,0.35,-3.29,-2.94,36.3,12.37,9.12,7.73,5.13,3.43,5.97,5.02,83
Connecticut,Big East,,4,8,-0.79,-2.22,-3.02,35.23,12.76,6.33,6.37,5.61,3.29,5.89,4.49,3
Michigan St.,Big Ten,,4,8,2.56,-5.71,-3.14,36.95,15.59,7.27,7.1,5.02,2.72,6.29,4.61,32
Troy,Sun Belt,,8,5,-2.0,-1.44,-3.44,31.25,15.61,6.61,6.54,4.4,3.19,5.59,4.69,129
Indiana,Big Ten,,5,7,1.68,-5.22,-3.53,35.35,20.04,7.02,7.86,4.56,3.55,5.89,5.26,28
New Mexico,MWC,,6,7,-1.48,-2.27,-3.75,32.51,12.59,7.46,6.19,4.09,3.09,5.88,4.39,89
Rice,CUSA (West),,7,6,3.99,-7.87,-3.89,37.82,21.87,7.16,7.36,4.8,4.86,6.09,5.67,59
NC State,ACC (Atlantic),,3,9,-2.99,-1.12,-4.11,31.28,10.87,6.84,6.86,4.97,2.96,6.01,4.24,20
Baylor,Big 12 (South),,4,8,1.49,-6.11,-4.62,37.69,17.96,7.44,6.36,3.29,3.68,6.25,4.79,41
Ohio,MAC (East),,9,5,-6.44,1.55,-4.89,28.03,10.49,5.96,5.64,4.58,3.49,5.3,4.35,80
Marshall,CUSA (East),,5,7,0.78,-5.77,-4.98,35.56,18.25,8.28,6.55,5.66,3.59,6.9,4.82,55
SMU,CUSA (West),,6,6,-1.42,-3.71,-5.13,34.58,15.72,7.96,6.37,4.0,2.7,5.96,4.29,8
Ball St.,MAC (West),,5,7,1.15,-6.66,-5.52,34.26,18.45,8.61,7.84,3.54,4.57,6.26,5.96,72
Fresno St.,WAC,,4,8,-1.55,-4.21,-5.76,32.56,14.73,6.26,6.38,5.58,3.3,6.1,4.46,86
Illinois,Big Ten,,2,10,-1.1,-4.78,-5.87,33.14,15.35,6.69,5.97,6.23,2.31,6.51,3.8,27
Colorado,Big 12 (North),,2,10,-6.7,0.52,-6.18,29.13,7.89,6.75,6.08,5.54,2.4,6.05,3.97,98
UL Monroe,Sun Belt,,4,8,-3.11,-3.17,-6.28,30.52,14.97,8.03,6.46,4.83,3.68,6.25,4.82,130
New Mexico State,WAC,,4,8,4.03,-10.33,-6.3,37.29,21.5,8.03,7.85,3.18,3.93,6.6,5.4,69
Central Florida,CUSA (East),,4,8,-3.84,-3.32,-7.16,29.68,16.9,8.16,6.43,4.38,3.72,6.28,4.92,1
UAB,CUSA (East),,3,9,-5.61,-1.66,-7.28,28.83,13.03,8.09,7.25,4.26,3.81,6.01,5.07,61
Northwestern,Big Ten,,4,8,-5.25,-2.14,-7.39,29.55,15.16,7.19,6.69,5.09,3.32,6.08,4.68,35
Colorado St.,MWC,,4,8,-6.08,-1.35,-7.43,28.69,11.27,7.91,6.44,3.37,3.3,5.79,4.54,85
North Carolina,ACC (Coastal),,3,9,-0.83,-6.71,-7.54,33.6,18.65,7.49,6.85,5.05,3.5,6.32,4.82,21
Louisiana,Sun Belt,,6,6,-4.13,-3.59,-7.72,29.64,18.55,6.3,7.36,5.23,3.4,5.8,5.11,126
UTEP,CUSA (West),,5,7,0.79,-8.57,-7.78,34.98,19.97,8.84,6.45,2.72,3.63,6.68,4.63,62
Florida Atlantic,Sun Belt,,5,7,-9.16,0.49,-8.67,24.33,16.94,6.98,6.5,3.61,4.13,5.24,5.1,52
Stanford,Pac-10,,1,11,-8.92,0.18,-8.73,26.85,14.59,7.11,5.61,3.42,3.56,5.2,4.24,101
Akron,MAC (East),,5,7,-5.11,-4.59,-9.7,28.6,16.79,7.74,6.83,3.35,3.02,5.81,4.49,71
Iowa St.,Big 12 (North),,4,8,-3.02,-6.89,-9.91,31.78,16.83,7.86,6.97,4.27,3.43,6.07,4.97,42
Tulane,CUSA (West),,4,8,-3.85,-6.06,-9.91,29.92,20.46,7.7,6.64,3.75,3.48,6.11,4.78,11
Memphis,CUSA (East),,2,10,-0.43,-9.91,-10.33,33.91,20.92,7.71,8.08,4.07,3.9,6.09,5.29,6
Kent State,MAC (East),,6,6,-9.8,-0.67,-10.47,23.59,13.92,7.56,5.88,4.09,3.69,5.56,4.42,77
Toledo,MAC (West),,5,7,-3.93,-7.06,-10.99,30.79,19.83,5.62,6.4,4.47,3.43,5.1,4.57,81
San Diego St.,MWC,,3,9,-8.75,-2.27,-11.03,26.26,15.76,6.93,5.88,4.27,4.01,5.52,4.51,90
Arkansas St.,Sun Belt,,6,6,-9.26,-1.87,-11.13,23.37,16.61,6.22,6.79,4.58,4.11,5.37,5.15,122
Army,Ind,,3,9,-7.39,-3.98,-11.37,28.99,17.57,5.89,6.46,4.2,3.96,5.05,4.81,65
Idaho,WAC,,4,8,-7.88,-3.5,-11.37,25.26,22.24,6.81,6.96,4.05,4.01,5.55,5.08,133
UNLV,MWC,,2,10,-4.65,-7.49,-12.14,31.69,19.34,6.85,7.56,3.94,3.39,5.73,4.86,92
Miami (OH),MAC (East),,2,10,-6.53,-7.32,-13.85,27.09,18.35,6.96,6.59,3.12,4.39,5.29,5.09,78
Bowling Green,MAC (East),,4,8,-4.97,-9.9,-14.87,27.17,22.54,6.59,7.06,4.61,4.09,5.65,5.14,73
Duke,ACC (Coastal),,0,12,-5.01,-9.97,-14.98,30.39,22.37,7.24,7.25,4.19,3.67,5.69,5.16,15
Louisiana Tech,WAC,,3,10,-4.78,-10.62,-15.4,28.56,29.97,7.15,8.46,4.72,4.73,6.15,6.09,54
North Texas,Sun Belt,,3,9,-11.66,-4.4,-16.06,20.38,18.4,5.87,6.91,3.85,3.49,4.69,4.73,57
Utah St.,WAC,,1,11,-12.17,-4.35,-16.52,21.3,23.42,6.21,8.6,3.89,3.95,5.01,5.54,93
Buffalo,MAC (East),,2,10,-5.46,-11.43,-16.89,28.38,28.1,6.77,8.42,3.24,4.45,5.1,5.71,74
Eastern Michigan,MAC (West),,1,11,-11.81,-5.79,-17.6,22.05,18.92,5.8,7.1,3.95,4.03,5.01,5.16,76
Temple,Ind,,1,11,-12.43,-5.47,-17.9,22.07,29.54,6.83,7.48,2.69,4.83,4.78,5.79,10
Florida Intl,Sun Belt,,0,12,-13.6,-5.63,-19.23,19.84,19.83,5.78,5.74,2.99,3.08,4.75,4.05,53
