School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Notre Dame,Ind,1.0,9,0,1,10.59,15.42,26.01,47.39,-6.57,,,,,,,70.0
Alabama,SEC,3.0,11,0,0,10.63,13.12,23.75,39.17,-3.97,,,,,,,107.0
Michigan St.,Big Ten,2.0,9,0,1,11.81,9.64,21.45,39.6,-2.11,,,,,,,32.0
Wyoming,WAC,,10,1,0,8.13,10.1,18.23,39.86,-3.39,,,,,,,94.0
Ole Miss,SEC,,8,3,0,3.73,13.85,17.58,29.93,-5.8,,,,,,,116.0
Georgia Tech,Ind,8.0,9,2,0,6.52,10.95,17.47,33.51,-1.58,,,,,,,17.0
Florida,SEC,,9,2,0,11.05,6.11,17.16,36.76,2.87,,,,,,,110.0
Georgia,SEC,4.0,10,1,0,7.77,8.76,16.53,33.21,-0.18,,,,,,,111.0
Arkansas,SWC,,8,2,0,5.34,11.16,16.5,32.52,-2.51,,,,,,,108.0
Tennessee,SEC,,8,3,0,7.92,8.26,16.17,33.84,-0.47,,,,,,,118.0
Purdue,Big Ten,7.0,9,2,0,11.12,4.95,16.07,38.19,2.52,,,,,,,38.0
Houston,Ind,,8,2,0,12.21,3.83,16.03,44.48,4.36,,,,,,,5.0
UCLA,AAWU,5.0,9,1,0,10.07,5.55,15.63,38.24,3.08,,,,,,,102.0
USC,AAWU,,7,4,0,4.9,10.64,15.54,31.58,-1.33,,,,,,,103.0
Miami (FL),Ind,9.0,8,2,1,4.45,9.88,14.34,29.68,-1.9,,,,,,,19.0
Texas,SWC,,7,4,0,4.98,8.93,13.91,31.3,-1.39,,,,,,,48.0
SMU,SWC,10.0,8,3,0,7.79,5.33,13.12,32.36,3.31,,,,,,,8.0
Florida St.,Ind,,6,5,0,12.03,-0.19,11.84,37.53,6.92,,,,,,,16.0
Syracuse,Ind,,8,3,0,7.02,4.72,11.74,32.46,4.63,,,,,,,23.0
Nebraska,Big 8,6.0,9,2,0,5.55,4.4,9.95,31.38,3.81,,,,,,,34.0
Oklahoma,Big 8,,6,4,0,4.61,4.81,9.42,31.46,3.05,,,,,,,45.0
BYU,WAC,,8,2,0,7.22,2.05,9.27,34.25,5.22,,,,,,,66.0
Baylor,SWC,,5,5,0,3.67,5.4,9.07,29.17,2.39,,,,,,,41.0
LSU,SEC,,5,4,1,1.81,7.23,9.04,27.23,0.97,,,,,,,113.0
Miami (OH),MAC,,9,1,0,2.71,5.43,8.13,28.15,3.68,,,,,,,78.0
Colorado,Big 8,,7,3,0,6.03,2.01,8.04,30.66,5.42,,,,,,,98.0
Michigan,Big Ten,,6,4,0,4.5,3.44,7.94,34.12,4.98,,,,,,,31.0
Harvard,Ivy,,8,1,0,0.57,7.24,7.81,27.31,2.16,,,,,,,169.0
Texas A&M,SWC,,4,5,1,3.4,4.32,7.72,28.71,6.48,,,,,,,119.0
Colorado St.,Ind,,7,3,0,9.05,-1.92,7.12,35.06,8.1,,,,,,,85.0
Clemson,ACC,,6,4,0,4.9,1.45,6.34,28.4,7.55,,,,,,,14.0
Virginia Tech,Ind,,8,2,1,-0.45,6.78,6.33,28.0,3.09,,,,,,,25.0
West Texas A&M,Ind,,7,3,0,3.42,2.72,6.14,32.0,5.73,,,,,,,416.0
North Texas,MVC,,8,2,0,5.76,0.23,5.99,33.26,7.01,,,,,,,57.0
Memphis,Ind,,7,2,0,-0.55,6.26,5.71,23.39,1.45,,,,,,,6.0
New Mexico State,Ind,,7,3,0,8.01,-2.31,5.7,35.73,8.72,,,,,,,69.0
NC State,ACC,,5,5,0,4.51,1.03,5.54,28.81,7.25,,,,,,,20.0
Army,Ind,,8,2,0,-2.78,8.1,5.32,21.46,2.41,,,,,,,65.0
UTEP,Ind,,6,4,0,6.19,-0.93,5.26,38.08,7.35,,,,,,,62.0
Washington,AAWU,,6,4,0,3.18,1.8,4.98,28.15,5.56,,,,,,,105.0
Dartmouth,Ivy,,7,2,0,6.21,-1.5,4.71,33.72,10.59,,,,,,,168.0
Missouri,Big 8,,6,3,1,-3.44,7.49,4.05,21.91,2.59,,,,,,,115.0
Tulane,Ind,,5,4,1,2.66,1.27,3.92,26.94,7.41,,,,,,,11.0
Rice,SWC,,2,8,0,5.01,-1.16,3.85,30.11,8.25,,,,,,,59.0
Texas Tech,SWC,,4,6,0,6.24,-2.48,3.75,31.43,11.01,,,,,,,49.0
Penn State,Ind,,5,5,0,3.56,0.1,3.66,28.93,10.75,,,,,,,37.0
Oregon St.,AAWU,,7,3,0,0.77,2.85,3.62,25.96,7.3,,,,,,,100.0
Tulsa,MVC,,6,4,0,2.47,1.04,3.51,29.71,10.18,,,,,,,12.0
Stanford,AAWU,,5,5,0,0.69,2.27,2.96,25.79,5.15,,,,,,,101.0
Illinois,Big Ten,,4,6,0,3.43,-0.58,2.85,29.2,8.77,,,,,,,27.0
Colgate,Ind,,8,1,1,-2.82,5.61,2.8,25.17,4.05,,,,,,,211.0
Auburn,SEC,,4,6,0,-0.5,3.21,2.71,24.03,6.08,,,,,,,109.0
Southern Miss,Ind,,6,4,0,-2.32,4.65,2.33,22.27,4.95,,,,,,,60.0
Oklahoma St.,Big 8,,4,5,1,-2.85,4.73,1.88,20.9,2.77,,,,,,,46.0
Duke,ACC,,5,5,0,1.12,0.46,1.58,25.62,13.1,,,,,,,15.0
Navy,Ind,,4,6,0,-0.31,1.79,1.48,23.52,5.95,,,,,,,7.0
Arizona St.,WAC,,5,5,0,1.24,-0.33,0.92,25.81,5.94,,,,,,,96.0
Utah,WAC,,5,5,0,1.22,-0.82,0.4,27.36,7.81,,,,,,,104.0
Kentucky,SEC,,3,6,1,-0.95,1.28,0.32,23.81,8.74,,,,,,,112.0
Princeton,Ivy,,7,2,0,-4.73,4.91,0.17,18.38,4.08,,,,,,,171.0
Mississippi St.,SEC,,2,8,0,-3.94,3.9,-0.04,20.77,4.15,,,,,,,114.0
Northwestern,Big Ten,,3,6,1,0.13,-0.31,-0.17,24.73,9.23,,,,,,,35.0
Ohio St.,Big Ten,,4,5,0,-2.35,2.03,-0.32,21.77,5.36,,,,,,,36.0
Air Force,Ind,,4,6,0,-2.61,2.28,-0.33,26.8,5.53,,,,,,,83.0
Maryland,ACC,,4,6,0,1.28,-1.62,-0.34,25.7,10.4,,,,,,,30.0
Cornell,Ivy,,6,3,0,1.17,-1.93,-0.76,24.44,10.74,,,,,,,167.0
Bowling Green,MAC,,6,3,0,0.2,-1.19,-0.99,25.85,10.07,,,,,,,73.0
Virginia,ACC,,4,6,0,5.81,-7.06,-1.25,29.83,15.58,,,,,,,24.0
Minnesota,Big Ten,,4,5,1,-2.66,1.37,-1.29,21.81,8.8,,,,,,,33.0
TCU,SWC,,2,8,0,-6.68,5.3,-1.38,18.53,3.11,,,,,,,47.0
Dayton,Ind,,8,2,0,-5.43,3.89,-1.54,18.47,6.21,,,,,,,219.0
Utah St.,Ind,,4,6,0,-3.96,2.01,-1.95,25.42,5.0,,,,,,,93.0
Louisville,MVC,,6,4,0,1.43,-3.57,-2.14,26.88,11.35,,,,,,,18.0
Oregon,AAWU,,3,7,0,-4.48,1.81,-2.67,21.51,4.47,,,,,,,99.0
Kent State,MAC,,4,6,0,0.69,-3.5,-2.82,25.88,11.22,,,,,,,77.0
Indiana,Big Ten,,1,8,1,-2.4,-0.7,-3.1,22.83,12.04,,,,,,,28.0
South Carolina,ACC,,1,9,0,-2.62,-0.59,-3.22,23.14,9.45,,,,,,,117.0
California,AAWU,,3,7,0,-1.81,-1.66,-3.47,22.92,9.63,,,,,,,97.0
Wake Forest,ACC,,3,7,0,-6.11,2.38,-3.73,18.79,6.77,,,,,,,26.0
North Carolina,ACC,,2,8,0,-4.45,0.54,-3.91,20.03,7.39,,,,,,,21.0
Holy Cross,Ind,,6,3,1,-4.01,-0.2,-4.21,18.69,10.18,,,,,,,214.0
Yale,Ivy,,4,5,0,-5.03,0.81,-4.23,18.83,7.58,,,,,,,172.0
Vanderbilt,SEC,,1,9,0,-3.87,-0.52,-4.39,21.16,12.59,,,,,,,120.0
Ohio,MAC,,5,5,0,-3.19,-1.27,-4.45,21.81,12.62,,,,,,,80.0
Iowa St.,Big 8,,2,6,2,-0.15,-4.6,-4.75,25.38,13.22,,,,,,,42.0
Buffalo,Ind,,5,5,0,0.85,-5.72,-4.87,26.02,15.28,,,,,,,74.0
Wisconsin,Big Ten,,3,6,1,-5.49,0.08,-5.41,18.9,10.97,,,,,,,40.0
Western Michigan,MAC,,7,3,0,0.29,-5.75,-5.46,22.97,14.6,,,,,,,82.0
Washington St.,AAWU,,3,7,0,-2.95,-2.55,-5.5,22.87,11.03,,,,,,,106.0
Rutgers,Ind,,5,4,0,2.49,-8.01,-5.52,25.83,17.23,,,,,,,39.0
Kansas,Big 8,,2,7,1,-5.38,-0.57,-5.95,19.63,10.43,,,,,,,43.0
Arizona,WAC,,3,7,0,2.69,-8.99,-6.3,27.28,16.47,,,,,,,95.0
West Virginia,Southern,,3,5,2,-3.27,-3.57,-6.84,21.23,13.96,,,,,,,50.0
Iowa,Big Ten,,2,8,0,-5.51,-1.41,-6.92,19.04,15.71,,,,,,,29.0
Cincinnati,MVC,,3,7,0,-2.6,-4.5,-7.11,21.96,13.34,,,,,,,2.0
Idaho,Ind,,4,6,0,-4.09,-3.52,-7.61,22.4,12.49,,,,,,,133.0
William & Mary,Southern,,5,4,1,-3.5,-4.36,-7.85,19.72,13.54,,,,,,,163.0
San Jose St.,Ind,,3,7,0,-3.87,-4.71,-8.58,21.9,12.25,,,,,,,91.0
Villanova,Ind,,6,3,0,-6.89,-1.89,-8.77,15.88,11.4,,,,,,,162.0
Xavier,Ind,,4,6,0,-7.13,-1.85,-8.98,17.58,12.02,,,,,,,
Tampa,Ind,,4,5,0,-6.83,-2.54,-9.36,19.35,16.04,,,,,,,
Toledo,MAC,,2,7,1,-5.1,-4.38,-9.48,19.51,12.55,,,,,,,81.0
Boston College,Ind,,4,6,0,-4.92,-4.79,-9.71,17.73,15.33,,,,,,,13.0
Pittsburgh,Ind,,1,9,0,-1.81,-8.85,-10.66,22.3,20.92,,,,,,,22.0
Wichita State,MVC,,2,8,0,-5.31,-6.15,-11.46,20.48,19.79,,,,,,,
George Washington,Southern,,4,6,0,-7.94,-4.1,-12.03,15.28,16.34,,,,,,,
Pacific,Ind,,4,7,0,-2.76,-9.41,-12.18,24.16,21.39,,,,,,,376.0
New Mexico,WAC,,2,8,0,-7.37,-5.89,-13.26,19.73,18.89,,,,,,,89.0
Penn,Ivy,,2,7,0,-0.92,-12.37,-13.29,23.33,21.38,,,,,,,170.0
East Carolina,Southern,,4,5,1,-7.13,-6.71,-13.84,18.55,17.1,,,,,,,4.0
Kansas St.,Big 8,,0,9,1,-8.59,-5.65,-14.24,16.3,15.63,,,,,,,44.0
Marshall,MAC,,2,8,0,-9.07,-6.7,-15.77,15.81,16.03,,,,,,,55.0
Columbia,Ivy,,2,7,0,-0.96,-15.07,-16.03,23.28,27.18,,,,,,,166.0
VMI,Southern,,2,8,0,-5.42,-11.27,-16.69,18.06,27.27,,,,,,,233.0
Davidson,Southern,,4,5,0,-2.1,-15.39,-17.49,21.97,26.6,,,,,,,218.0
Brown,Ivy,,1,8,0,-4.86,-13.14,-17.99,19.76,24.75,,,,,,,165.0
Citadel,Southern,,4,6,0,-11.9,-6.2,-18.1,10.13,17.2,,,,,,,228.0
Richmond,Southern,,2,8,0,-9.26,-13.08,-22.35,14.27,24.23,,,,,,,159.0
Furman,Southern,,2,7,1,-10.47,-11.92,-22.39,12.15,23.04,,,,,,,230.0
