School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Rutgers,Big East,,8,5,2.52,4.22,6.75,45.59,9.3,9.59,4.59,5.24,3.59,7.17,3.97,39
Michigan St.,Big Ten,,7,6,8.7,-2.01,6.69,48.24,15.51,8.61,6.1,5.46,3.28,6.79,4.53,32
Oklahoma St.,Big 12 (South),,7,6,7.14,-0.47,6.67,48.7,12.01,9.41,6.57,6.26,3.31,7.6,4.68,46
Hawaii,WAC,19.0,12,1,7.95,-1.59,6.36,51.71,16.75,9.21,5.32,3.61,3.01,7.66,3.99,87
Boise St.,WAC,,10,3,3.99,2.32,6.31,50.57,12.59,8.57,5.55,5.02,3.38,6.87,4.21,84
Central Florida,CUSA (East),,10,4,3.91,2.22,6.13,44.41,14.34,7.87,5.25,5.18,3.05,6.26,4.02,1
Arizona,Pac-10,,5,7,5.59,0.45,6.04,45.4,11.39,8.38,5.04,4.41,2.39,6.96,3.61,95
Virginia,ACC (Coastal),,9,4,0.83,5.06,5.89,40.24,8.77,7.32,5.44,4.44,2.92,5.88,4.11,24
Troy,Sun Belt,,8,4,3.56,2.01,5.58,43.84,12.56,7.11,4.71,5.14,4.06,6.25,4.35,129
Texas A&M,Big 12 (South),,7,6,2.25,3.31,5.56,42.56,9.12,7.45,6.21,5.7,3.29,6.47,4.49,119
Air Force,MWC,,9,4,2.59,2.77,5.36,42.12,11.52,8.44,6.16,6.09,3.01,6.88,4.42,83
Wisconsin,Big Ten,24.0,9,4,3.06,2.25,5.31,43.1,11.89,8.86,5.96,5.31,3.27,6.71,4.55,40
Florida St.,ACC (Atlantic),,7,6,-0.72,5.74,5.02,38.86,8.46,8.07,5.71,4.62,2.95,6.36,4.32,16
Louisville,Big East,,6,6,9.24,-4.22,5.02,51.1,17.58,10.09,6.84,4.84,3.97,7.66,5.23,18
Mississippi St.,SEC (West),,8,5,-1.97,6.81,4.84,36.89,7.97,7.06,4.86,4.28,3.01,5.53,3.78,114
TCU,MWC,,8,5,-1.21,5.66,4.45,38.91,7.69,7.47,5.06,4.52,2.21,5.94,3.54,47
Washington,Pac-10,,4,9,6.68,-2.27,4.41,47.2,14.09,8.01,5.98,6.57,4.02,7.22,4.73,105
Maryland,ACC (Atlantic),,6,7,0.29,4.02,4.31,39.62,8.89,8.98,5.63,4.41,3.51,6.23,4.45,30
Purdue,Big Ten,,8,5,4.44,-0.2,4.24,44.44,14.64,7.5,5.47,4.72,3.35,6.41,4.37,38
Georgia Tech,ACC (Coastal),,7,6,0.34,3.59,3.94,41.28,10.38,7.91,6.29,5.57,3.05,6.59,4.5,17
Kansas St.,Big 12 (North),,5,7,6.48,-2.85,3.63,49.59,16.71,7.82,6.41,5.34,2.88,6.85,4.39,44
Vanderbilt,SEC (East),,5,7,-1.98,5.06,3.09,37.5,8.6,7.4,5.34,4.49,3.05,5.79,4.06,120
Fresno St.,WAC,,9,4,3.91,-1.16,2.75,42.47,14.98,8.47,5.46,5.42,4.38,6.75,4.67,86
Colorado,Big 12 (North),,6,7,2.28,0.37,2.65,42.94,12.85,7.58,5.81,4.85,3.29,6.29,4.41,98
New Mexico,MWC,,9,4,-4.7,7.19,2.49,35.58,8.38,7.94,5.02,4.13,2.71,6.04,3.6,89
Washington St.,Pac-10,,5,7,1.11,0.56,1.66,41.96,16.07,8.56,6.0,5.07,2.65,7.21,4.1,106
Pittsburgh,Big East,,5,7,-2.94,4.58,1.64,35.84,8.29,7.29,4.56,4.1,2.47,5.54,3.3,22
Nebraska,Big 12 (North),,5,7,6.87,-5.39,1.48,49.88,20.31,9.16,5.92,5.28,4.13,7.42,4.8,34
East Carolina,CUSA (East),,8,5,4.0,-2.99,1.0,42.78,18.53,7.51,6.24,5.47,3.23,6.51,4.74,4
Indiana,Big Ten,,7,6,2.43,-2.09,0.34,43.22,16.81,7.53,5.83,4.78,3.05,6.16,4.24,28
Tulsa,CUSA (West),,10,4,7.32,-7.22,0.1,49.64,22.75,9.77,6.85,4.69,3.87,7.36,5.1,12
Stanford,Pac-10,,4,8,-2.73,1.63,-1.1,37.49,12.74,7.67,6.62,4.55,3.22,6.12,4.64,101
Miami (FL),ACC (Coastal),,5,7,-3.89,2.66,-1.23,35.74,14.51,7.78,6.36,4.55,3.09,5.82,4.34,19
Ole Miss,SEC (West),,3,9,-2.56,1.25,-1.31,36.68,12.54,7.97,5.68,5.25,3.76,6.64,4.57,116
Houston,CUSA (West),,8,5,0.12,-1.62,-1.5,42.02,17.76,8.67,6.67,5.27,3.11,6.8,4.58,5
North Carolina,ACC (Coastal),,4,8,-2.27,0.45,-1.82,36.17,12.82,8.73,6.09,3.76,3.15,6.14,4.35,21
Southern Miss,CUSA (East),,7,6,-3.52,1.43,-2.09,35.19,12.47,6.97,6.06,4.92,3.27,5.88,4.46,60
Florida Atlantic,Sun Belt,,8,5,1.51,-3.94,-2.43,39.73,20.9,8.28,5.22,3.64,3.94,6.1,4.53,52
Ball St.,MAC (West),,7,6,0.5,-3.38,-2.88,39.22,17.05,8.23,6.92,4.21,4.33,6.38,5.39,72
Navy,Ind,,8,5,12.74,-15.64,-2.9,50.32,29.83,10.23,8.03,6.04,4.37,6.95,5.84,7
NC State,ACC (Atlantic),,5,7,-2.92,-0.21,-3.13,35.16,15.21,6.98,5.04,3.94,3.91,5.69,4.34,20
Iowa,Big Ten,,6,6,-10.19,6.76,-3.43,29.62,7.38,6.74,5.59,4.0,2.66,5.33,3.97,29
Wyoming,MWC,,5,7,-5.24,1.73,-3.51,33.2,14.34,6.82,5.7,3.98,2.48,5.44,3.78,94
Northwestern,Big Ten,,6,6,-0.54,-3.16,-3.7,37.76,19.84,7.94,6.63,4.18,3.74,6.36,5.04,35
Central Michigan,MAC (West),,8,6,6.45,-10.45,-3.99,43.96,28.64,7.39,7.48,4.97,3.81,6.33,5.48,75
Western Kentucky,Ind,,7,5,-6.0,1.14,-4.86,37.47,13.99,7.62,5.86,5.16,3.51,6.02,4.44,64
Middle Tennessee,Sun Belt,,5,7,-4.32,-0.64,-4.95,34.46,17.61,8.33,6.09,3.74,4.3,5.75,4.96,56
Notre Dame,Ind,,3,9,-8.0,2.98,-5.03,32.02,13.61,6.16,4.4,3.27,3.28,4.65,3.72,70
Bowling Green,MAC (East),,8,5,-0.84,-4.19,-5.04,37.42,23.4,7.41,6.65,3.83,4.5,5.91,5.22,73
Nevada,WAC,,6,7,3.25,-8.34,-5.09,42.03,22.74,9.3,6.56,5.21,4.29,7.07,4.99,88
Colorado St.,MWC,,3,9,0.68,-6.83,-6.15,39.56,19.84,9.27,6.53,4.79,4.17,6.61,4.99,85
San Diego St.,MWC,,4,8,1.34,-7.94,-6.6,40.59,22.8,8.47,6.52,4.59,4.72,6.83,5.38,90
UL Monroe,Sun Belt,,6,6,-4.72,-1.92,-6.64,31.79,17.67,7.1,6.5,4.74,3.92,5.77,5.14,130
Iowa St.,Big 12 (North),,3,9,-7.08,-0.14,-7.21,31.47,14.8,6.69,6.45,4.03,3.12,5.39,4.53,42
Western Michigan,MAC (West),,5,7,-3.13,-4.31,-7.44,35.96,19.46,7.6,6.27,3.64,4.21,5.71,5.03,82
Arkansas St.,Sun Belt,,5,7,-5.44,-2.54,-7.98,31.75,17.95,7.03,6.21,4.72,3.57,5.86,4.52,122
Memphis,CUSA (East),,7,6,0.14,-8.54,-8.4,36.35,24.41,7.76,6.94,4.07,4.6,6.15,5.52,6
Louisiana Tech,WAC,,5,7,-7.0,-1.46,-8.45,30.4,18.5,6.45,6.31,4.21,3.41,5.43,4.72,54
San Jose St.,WAC,,5,7,-8.9,0.26,-8.64,29.35,17.36,7.62,5.69,3.11,4.17,5.73,4.71,91
UNLV,MWC,,2,10,-7.93,-1.08,-9.02,31.7,16.17,7.39,5.72,4.66,4.05,6.11,4.58,92
Ohio,MAC (East),,6,6,0.88,-9.97,-9.09,37.57,25.03,7.96,6.28,3.84,4.45,5.79,5.17,80
Miami (OH),MAC (East),,6,7,-10.64,1.36,-9.28,27.53,16.52,6.77,5.71,3.91,4.19,5.51,4.67,78
UTEP,CUSA (West),,4,8,2.97,-12.26,-9.3,41.21,25.77,7.98,6.81,4.8,4.36,6.57,5.28,62
Buffalo,MAC (East),,5,7,-6.44,-3.29,-9.73,32.52,20.07,7.37,6.32,3.74,4.32,5.63,5.02,74
Marshall,CUSA (East),,3,9,-3.54,-6.39,-9.93,34.37,21.38,8.11,6.86,4.73,4.11,6.58,5.27,55
Duke,ACC (Coastal),,1,11,-5.74,-4.6,-10.34,33.48,20.44,7.74,6.66,2.89,3.88,5.37,5.14,15
Syracuse,Big East,,2,10,-6.26,-4.46,-10.72,33.5,20.27,8.72,6.66,2.73,3.94,5.81,5.07,23
Baylor,Big 12 (South),,3,9,-7.8,-3.35,-11.15,31.98,20.32,6.76,6.61,4.1,3.59,5.95,4.76,41
Utah St.,WAC,,2,10,-6.45,-4.83,-11.29,31.99,22.39,7.75,6.82,3.76,4.52,5.45,5.25,93
Minnesota,Big Ten,,1,11,1.49,-13.17,-11.69,39.4,26.31,7.7,7.29,5.23,5.23,6.53,6.09,33
Eastern Michigan,MAC (West),,4,8,-5.05,-6.83,-11.88,32.04,22.32,6.59,6.56,4.29,5.06,5.44,5.61,76
Toledo,MAC (West),,5,7,2.26,-14.16,-11.89,40.69,30.25,7.49,7.39,5.09,5.02,6.28,5.78,81
Kent State,MAC (East),,3,9,-7.99,-4.3,-12.29,29.84,22.46,7.13,7.51,4.63,3.86,5.73,5.19,77
New Mexico State,WAC,,4,9,-4.04,-8.27,-12.32,33.11,26.93,7.74,7.57,3.59,4.13,6.3,5.47,69
Akron,MAC (East),,4,8,-6.34,-6.19,-12.52,30.81,21.72,6.71,6.3,3.74,4.52,5.28,5.19,71
Louisiana,Sun Belt,,3,9,-4.84,-8.52,-13.36,32.05,26.8,6.98,6.66,5.73,4.78,6.33,5.4,126
Tulane,CUSA (West),,4,8,-6.86,-6.71,-13.57,31.08,20.38,6.98,7.26,5.17,3.44,6.09,5.26,11
Army,Ind,,3,9,-11.94,-1.96,-13.9,26.18,18.74,6.5,6.36,3.15,4.17,4.81,4.85,65
UAB,CUSA (East),,2,10,-8.66,-5.32,-13.98,29.63,23.89,6.35,6.74,4.31,4.99,5.51,5.61,61
Rice,CUSA (West),,3,9,1.16,-15.74,-14.59,38.91,31.63,7.05,7.57,3.89,4.16,5.85,5.45,59
Temple,MAC (East),,4,8,-12.53,-2.24,-14.76,24.59,19.18,7.33,6.06,2.65,4.11,5.01,4.91,10
SMU,CUSA (West),,1,11,-2.72,-12.73,-15.44,35.96,27.91,7.5,6.5,4.82,4.57,6.24,5.29,8
Florida Intl,Sun Belt,,1,11,-11.54,-4.3,-15.84,26.64,27.54,6.32,6.86,3.77,4.35,5.0,5.42,53
North Texas,Sun Belt,,2,10,-4.25,-11.59,-15.84,33.42,33.54,7.13,6.95,3.91,4.81,5.86,5.84,57
Idaho,WAC,,1,11,-6.56,-10.5,-17.06,30.92,26.82,6.65,7.39,4.47,3.55,5.62,4.85,133
Northern Illinois,MAC (West),,2,10,-12.95,-5.15,-18.11,24.86,22.92,6.48,6.65,3.88,4.37,5.27,5.28,79
