School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Washington St.,Pac-10,,4,7,0,7.02,-3.52,3.5,38.27,16.44,,,,,,,106.0
Utah,WAC,,8,4,0,10.76,-7.48,3.28,39.33,20.7,,,,,,,104.0
Kansas,Big 8,,6,6,0,3.03,0.12,3.14,32.27,16.66,,,,,,,43.0
Kentucky,SEC,,5,6,0,-1.06,4.1,3.04,27.12,11.23,,,,,,,112.0
Virginia Tech,Ind,,6,5,0,3.66,-0.62,3.04,32.16,14.68,,,,,,,25.0
Oregon,Pac-10,,5,6,0,5.16,-3.01,2.15,33.7,19.08,,,,,,,99.0
Bowling Green,MAC,,11,1,0,3.5,-1.44,2.05,31.21,18.91,,,,,,,73.0
North Carolina,ACC,,5,6,0,0.07,1.97,2.03,30.78,11.61,,,,,,,21.0
Mississippi St.,SEC,,5,6,0,6.53,-4.73,1.8,34.52,18.38,,,,,,,114.0
Wisconsin,Big Ten,,5,6,0,2.27,-0.62,1.65,30.4,14.87,,,,,,,40.0
San Diego St.,WAC,,5,6,1,3.27,-2.17,1.1,33.5,16.2,,,,,,,90.0
Ole Miss,SEC,,4,6,1,1.44,-0.79,0.65,29.93,16.39,,,,,,,116.0
Navy,Ind,,4,7,0,1.76,-1.16,0.6,31.56,12.09,,,,,,,7.0
Temple,Ind,,4,7,0,2.52,-2.33,0.19,30.87,14.68,,,,,,,10.0
South Carolina,Ind,,5,6,0,2.26,-2.26,0.0,34.32,18.69,,,,,,,117.0
Boston College,Ind,,4,8,0,1.15,-1.61,-0.45,30.49,15.88,,,,,,,13.0
Hawaii,WAC,,4,6,2,-2.23,1.22,-1.01,26.15,11.7,,,,,,,87.0
Texas Tech,SWC,,4,7,0,-1.72,0.37,-1.35,27.37,13.6,,,,,,,49.0
Tulsa,MVC,,6,5,0,2.56,-3.92,-1.36,30.89,23.71,,,,,,,12.0
Cincinnati,Ind,,5,6,0,-2.83,1.17,-1.66,25.02,15.55,,,,,,,2.0
Colorado St.,WAC,,5,7,0,1.44,-3.44,-2.0,29.98,17.64,,,,,,,85.0
Memphis,Ind,,2,7,2,-5.19,2.78,-2.4,23.95,12.48,,,,,,,6.0
Indiana,Big Ten,,4,7,0,2.29,-4.72,-2.43,31.33,20.63,,,,,,,28.0
California,Pac-10,,4,7,0,0.33,-2.82,-2.48,28.9,15.77,,,,,,,97.0
Wake Forest,ACC,,4,7,0,-0.92,-2.05,-2.97,28.23,15.43,,,,,,,26.0
Stanford,Pac-10,,4,7,0,2.37,-5.52,-3.15,31.54,20.55,,,,,,,101.0
Miami (OH),MAC,,8,2,1,-0.5,-3.27,-3.77,26.57,20.32,,,,,,,78.0
Houston,SWC,,4,7,0,3.26,-7.28,-4.03,29.39,22.84,,,,,,,5.0
Rutgers,Ind,,2,8,1,-3.65,-0.6,-4.24,24.93,15.27,,,,,,,39.0
Duke,ACC,,4,7,0,-2.76,-1.69,-4.44,26.11,15.88,,,,,,,15.0
Iowa St.,Big 8,,5,6,0,-4.16,-1.21,-5.37,22.87,21.49,,,,,,,42.0
Rice,SWC,,3,8,0,4.22,-10.81,-6.59,31.07,26.97,,,,,,,59.0
Vanderbilt,SEC,,3,7,1,-3.49,-3.15,-6.63,24.51,19.99,,,,,,,120.0
Illinois State,MVC,,6,3,2,-8.72,1.87,-6.85,17.99,13.59,,,,,,,182.0
Central Michigan,MAC,,7,3,0,-7.26,0.23,-7.03,19.25,15.28,,,,,,,75.0
East Carolina,Ind,,2,9,0,-5.1,-2.11,-7.21,23.16,16.98,,,,,,,4.0
NC State,ACC,,3,8,0,-1.68,-5.86,-7.54,26.52,20.19,,,,,,,20.0
Long Beach State,PCAA,,6,6,0,1.39,-9.15,-7.76,27.36,23.15,,,,,,,
Missouri,Big 8,,1,10,0,0.25,-8.51,-8.26,27.91,23.62,,,,,,,115.0
Wyoming,WAC,,3,8,0,-3.11,-5.47,-8.58,25.74,24.47,,,,,,,94.0
Northwestern,Big Ten,,3,8,0,-5.19,-3.57,-8.76,23.36,19.63,,,,,,,35.0
West Texas A&M,MVC,,6,3,1,-0.04,-8.78,-8.82,25.25,25.03,,,,,,,416.0
New Mexico,WAC,,3,8,0,4.2,-13.32,-9.12,32.86,28.65,,,,,,,89.0
Southern Illinois,MVC,,4,7,0,-1.26,-7.9,-9.16,30.73,22.81,,,,,,,189.0
Pacific,PCAA,,5,7,0,-1.3,-8.0,-9.29,26.71,23.62,,,,,,,376.0
Western Michigan,MAC,,4,6,1,-10.04,0.64,-9.4,18.9,18.01,,,,,,,82.0
Drake,MVC,,4,7,0,-7.4,-2.08,-9.48,19.0,19.67,,,,,,,220.0
Oregon St.,Pac-10,,3,8,0,-5.45,-4.11,-9.56,22.4,23.83,,,,,,,100.0
TCU,SWC,,3,8,0,-6.93,-3.58,-10.51,20.38,28.29,,,,,,,47.0
UNLV,PCAA,,5,5,1,-10.53,-0.44,-10.97,16.45,17.02,,,,,,,92.0
Tulane,Ind,,1,10,0,-4.74,-6.91,-11.65,22.86,23.99,,,,,,,11.0
Louisiana,Ind,,4,7,0,-6.3,-6.41,-12.71,20.38,24.9,,,,,,,126.0
Indiana State,MVC,,4,6,0,-2.31,-10.58,-12.89,24.06,25.64,,,,,,,183.0
Cal State Fullerton,PCAA,,6,5,0,-5.17,-8.36,-13.53,20.17,24.08,,,,,,,
Northern Illinois,MAC,,4,7,0,-8.37,-5.5,-13.88,19.02,21.71,,,,,,,79.0
Utah St.,PCAA,,3,8,0,-8.02,-6.24,-14.26,18.98,23.76,,,,,,,93.0
Toledo,MAC,,4,7,0,-12.59,-1.74,-14.33,13.72,17.56,,,,,,,81.0
Kansas St.,Big 8,,1,10,0,-11.25,-3.6,-14.84,15.24,21.02,,,,,,,44.0
Kent State,MAC,,3,8,0,-6.82,-8.39,-15.22,21.07,25.51,,,,,,,77.0
UTEP,WAC,,1,10,0,-6.16,-9.36,-15.53,22.41,25.6,,,,,,,62.0
Ball St.,MAC,,4,7,0,-7.48,-8.35,-15.83,19.57,25.51,,,,,,,72.0
San Jose St.,PCAA,,2,8,1,-6.86,-9.29,-16.16,21.66,26.72,,,,,,,91.0
Louisville,Ind,,2,9,0,-2.91,-13.33,-16.24,24.96,32.89,,,,,,,18.0
Wichita State,MVC,,3,8,0,-7.5,-9.12,-16.62,18.44,26.49,,,,,,,
Eastern Michigan,MAC,,4,7,0,-8.12,-8.59,-16.71,17.87,24.09,,,,,,,76.0
Ohio,MAC,,2,9,0,-8.7,-12.28,-20.98,18.22,28.59,,,,,,,80.0
New Mexico State,PCAA,,1,10,0,-9.46,-12.67,-22.12,17.74,29.99,,,,,,,69.0
