School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Florida,SEC,,6,4,0,5.86,5.47,11.33,34.76,0.81,,,,,,,110.0
Ole Miss,SEC,,6,4,1,3.99,7.27,11.26,32.66,-2.29,,,,,,,116.0
Texas,SWC,,6,4,0,4.74,6.28,11.02,33.07,-0.04,,,,,,,48.0
Minnesota,Big Ten,,8,2,0,0.12,9.55,9.68,26.85,-0.5,,,,,,,33.0
Indiana,Big Ten,4.0,9,2,0,3.38,5.59,8.97,29.88,2.76,,,,,,,28.0
Memphis,Ind,,6,3,0,4.97,3.43,8.39,35.48,2.31,,,,,,,6.0
Missouri,Big 8,,7,3,0,-2.22,10.41,8.2,24.45,-2.44,,,,,,,115.0
North Texas,MVC,,7,1,1,8.02,0.1,8.12,40.8,3.82,,,,,,,57.0
Clemson,ACC,,6,4,0,2.66,5.35,8.01,31.14,1.02,,,,,,,14.0
Syracuse,Ind,,8,2,0,2.57,5.31,7.87,30.81,2.13,,,,,,,23.0
Nebraska,Big 8,,6,4,0,-0.75,8.38,7.63,26.11,-0.92,,,,,,,34.0
Toledo,MAC,,9,1,0,2.63,4.43,7.06,34.85,2.34,,,,,,,81.0
Washington,AAWU,,5,5,0,-1.37,7.7,6.33,26.63,2.83,,,,,,,105.0
Army,Ind,,8,2,0,-1.19,7.18,5.98,25.99,0.64,,,,,,,65.0
Virginia Tech,Ind,,7,3,0,0.93,4.92,5.85,28.24,1.74,,,,,,,25.0
Yale,Ivy,,8,1,0,4.56,1.04,5.6,35.83,6.42,,,,,,,172.0
Michigan St.,Big Ten,,3,7,0,3.4,1.86,5.26,32.49,4.78,,,,,,,32.0
Kansas,Big 8,,5,5,0,2.97,2.2,5.17,29.71,4.32,,,,,,,43.0
BYU,WAC,,6,4,0,5.79,-0.75,5.04,36.96,8.71,,,,,,,66.0
Arkansas,SWC,,4,5,1,3.49,1.34,4.83,32.2,3.73,,,,,,,108.0
Texas Tech,SWC,,6,4,0,4.02,0.75,4.78,33.99,6.13,,,,,,,49.0
Ohio St.,Big Ten,,6,3,0,-1.68,6.29,4.62,25.23,3.06,,,,,,,36.0
West Virginia,Southern,,5,4,1,-1.69,5.75,4.06,28.24,1.81,,,,,,,50.0
Tulsa,MVC,,7,3,0,1.95,1.97,3.92,39.21,5.26,,,,,,,12.0
Georgia Tech,Ind,,4,6,0,-0.42,4.01,3.59,28.72,4.36,,,,,,,17.0
Stanford,AAWU,,5,5,0,2.24,1.29,3.53,28.42,6.95,,,,,,,101.0
California,AAWU,,5,5,0,2.21,0.96,3.16,28.4,7.29,,,,,,,97.0
Utah St.,Ind,,7,2,1,1.48,1.26,2.74,28.89,3.15,,,,,,,93.0
New Mexico State,Ind,,7,2,1,2.13,0.36,2.49,39.94,5.99,,,,,,,69.0
Oklahoma St.,Big 8,,4,5,1,-1.87,4.27,2.4,26.08,3.8,,,,,,,46.0
Illinois,Big Ten,,4,6,0,0.59,1.13,1.71,26.86,8.71,,,,,,,27.0
South Carolina,ACC,,5,5,0,-0.42,1.88,1.46,28.1,5.71,,,,,,,117.0
Ohio,MAC,,5,5,0,3.94,-2.5,1.44,33.67,7.8,,,,,,,80.0
VMI,Southern,,6,4,0,2.75,-1.35,1.39,30.32,10.67,,,,,,,233.0
Navy,Ind,,5,4,1,7.09,-5.8,1.29,33.22,13.3,,,,,,,7.0
Duke,ACC,,4,6,0,-1.08,2.21,1.13,26.8,5.03,,,,,,,15.0
Rice,SWC,,4,6,0,-1.12,2.21,1.09,29.1,4.78,,,,,,,59.0
Southern Miss,Ind,,6,3,0,0.08,0.97,1.05,32.34,6.79,,,,,,,60.0
Virginia,ACC,,5,5,0,1.0,-0.71,0.29,28.0,7.4,,,,,,,24.0
Colorado St.,Ind,,4,5,1,-2.59,2.62,0.03,32.55,3.61,,,,,,,85.0
Michigan,Big Ten,,4,6,0,-0.77,0.72,-0.05,26.01,8.32,,,,,,,31.0
Kentucky,SEC,,2,8,0,-0.63,0.57,-0.06,28.57,7.06,,,,,,,112.0
Northwestern,Big Ten,,3,7,0,0.38,-0.81,-0.44,27.6,9.92,,,,,,,35.0
Dartmouth,Ivy,,7,2,0,0.46,-1.06,-0.61,28.07,9.55,,,,,,,168.0
Louisville,MVC,,5,5,0,2.4,-3.06,-0.66,33.91,7.82,,,,,,,18.0
Tulane,Ind,,3,7,0,1.7,-2.41,-0.71,31.13,9.42,,,,,,,11.0
Miami (OH),MAC,,6,4,0,-2.38,1.64,-0.74,27.89,3.45,,,,,,,78.0
William & Mary,Southern,,5,4,1,0.27,-1.23,-0.96,28.56,8.86,,,,,,,163.0
Arizona,WAC,,3,6,1,-0.69,-0.71,-1.4,27.68,10.31,,,,,,,95.0
Harvard,Ivy,,6,3,0,0.22,-1.82,-1.61,32.85,10.23,,,,,,,169.0
West Texas A&M,Ind,,8,3,0,4.62,-6.46,-1.84,33.01,12.86,,,,,,,416.0
Vanderbilt,SEC,,2,7,1,1.79,-3.79,-2.0,30.25,11.11,,,,,,,120.0
East Carolina,Southern,,8,2,0,2.42,-4.53,-2.11,28.91,11.5,,,,,,,4.0
Mississippi St.,SEC,,1,9,0,-6.41,4.28,-2.13,23.02,7.04,,,,,,,114.0
Dayton,Ind,,6,3,1,-4.86,2.57,-2.29,25.49,4.39,,,,,,,219.0
Wake Forest,ACC,,4,6,0,2.85,-5.16,-2.31,31.67,13.21,,,,,,,26.0
Cornell,Ivy,,6,2,1,0.15,-2.62,-2.47,28.18,10.09,,,,,,,167.0
Utah,WAC,,4,7,0,1.84,-4.72,-2.88,28.84,11.24,,,,,,,104.0
SMU,SWC,,3,7,0,0.84,-3.73,-2.89,29.1,11.16,,,,,,,8.0
TCU,SWC,,4,6,0,-4.14,1.15,-2.99,24.33,7.02,,,,,,,47.0
Princeton,Ivy,,6,3,0,0.94,-4.07,-3.14,31.16,11.9,,,,,,,171.0
Iowa,Big Ten,,1,8,1,2.67,-6.09,-3.43,30.0,15.91,,,,,,,29.0
Buffalo,Ind,,6,4,0,2.04,-6.3,-4.26,30.99,13.8,,,,,,,74.0
Air Force,Ind,,2,6,2,-4.79,0.46,-4.33,22.26,6.65,,,,,,,83.0
Kent State,MAC,,5,5,0,-3.54,-0.85,-4.39,27.78,6.22,,,,,,,77.0
Boston College,Ind,,4,6,0,0.62,-5.4,-4.77,31.36,13.03,,,,,,,13.0
Washington St.,AAWU,,2,8,0,-1.91,-3.34,-5.25,26.29,13.86,,,,,,,106.0
Oregon,AAWU,,2,8,0,-4.74,-0.8,-5.55,21.74,9.08,,,,,,,99.0
Wichita State,MVC,,2,7,1,-5.09,-0.76,-5.85,25.67,5.71,,,,,,,
Western Michigan,MAC,,5,4,0,-2.75,-3.39,-6.14,26.34,10.09,,,,,,,82.0
Baylor,SWC,,1,8,1,-4.83,-1.5,-6.33,23.32,7.56,,,,,,,41.0
Bowling Green,MAC,,6,4,0,-7.22,0.09,-7.14,20.24,6.46,,,,,,,73.0
Xavier,Ind,,6,3,1,-5.6,-1.61,-7.21,20.78,7.95,,,,,,,
Richmond,Southern,,5,5,0,-6.44,-0.84,-7.28,21.25,9.12,,,,,,,159.0
Pittsburgh,Ind,,1,9,0,-6.26,-1.09,-7.35,21.61,14.53,,,,,,,22.0
Holy Cross,Ind,,5,5,0,-5.73,-1.78,-7.51,21.52,9.69,,,,,,,214.0
Villanova,Ind,,4,6,0,-3.75,-3.88,-7.63,24.25,13.7,,,,,,,162.0
Citadel,Southern,,5,5,0,-7.62,-0.11,-7.72,19.4,7.51,,,,,,,228.0
Wisconsin,Big Ten,,0,9,1,-3.43,-4.38,-7.81,23.13,11.94,,,,,,,40.0
North Carolina,ACC,,2,8,0,-6.48,-1.46,-7.94,21.93,8.5,,,,,,,21.0
Cincinnati,MVC,,3,6,0,-5.11,-3.12,-8.23,24.66,8.06,,,,,,,2.0
Pacific,Ind,,4,5,0,-3.87,-5.18,-9.05,24.95,12.18,,,,,,,376.0
Kansas St.,Big 8,,1,9,0,-4.01,-5.47,-9.49,24.06,15.34,,,,,,,44.0
Iowa St.,Big 8,,2,8,0,-6.31,-3.27,-9.57,20.57,16.93,,,,,,,42.0
Davidson,Southern,,4,5,0,0.02,-9.92,-9.9,28.83,19.68,,,,,,,218.0
San Jose St.,Ind,,2,7,0,-3.26,-8.23,-11.49,25.29,19.92,,,,,,,91.0
Maryland,ACC,,0,9,0,-9.07,-2.81,-11.87,19.72,12.72,,,,,,,30.0
Rutgers,Ind,,4,5,0,-5.06,-9.1,-14.16,21.6,16.6,,,,,,,39.0
Tampa,Ind,,2,7,0,-12.68,-1.54,-14.22,14.75,17.7,,,,,,,
Penn,Ivy,,3,6,0,-2.57,-11.74,-14.31,24.67,19.66,,,,,,,170.0
Furman,Southern,,5,5,0,-1.18,-13.79,-14.97,26.22,22.68,,,,,,,230.0
New Mexico,WAC,,1,9,0,-3.98,-12.47,-16.45,23.54,29.82,,,,,,,89.0
Columbia,Ivy,,2,7,0,-9.5,-7.13,-16.64,17.75,15.18,,,,,,,166.0
Brown,Ivy,,2,6,1,-13.79,-5.19,-18.97,13.87,15.28,,,,,,,165.0
Colgate,Ind,,2,8,0,-13.07,-6.09,-19.16,15.64,14.34,,,,,,,211.0
Idaho,Ind,,4,6,0,-6.54,-13.39,-19.93,19.59,28.73,,,,,,,133.0
Marshall,MAC,,0,10,0,-12.19,-9.65,-21.83,17.28,22.09,,,,,,,55.0
