School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
South Carolina,Ind,,5,7,0,0.88,3.68,4.56,28.98,7.56,,,,,,,117.0
East Carolina,Ind,,8,3,0,3.55,0.87,4.42,31.38,11.02,,,,,,,4.0
West Virginia,Ind,,5,6,0,5.1,-1.06,4.04,33.77,13.14,,,,,,,50.0
Army,Ind,,7,4,0,5.79,-1.83,3.95,35.54,13.19,,,,,,,65.0
Iowa,Big Ten,,4,7,0,1.74,1.89,3.63,29.12,10.05,,,,,,,29.0
Tennessee State,Ind,,8,1,1,-1.5,5.08,3.58,28.44,4.75,,,,,,,207.0
SMU,SWC,,4,7,0,4.8,-1.28,3.52,31.3,15.03,,,,,,,8.0
Boston College,Ind,,6,5,0,3.87,-0.64,3.23,31.48,14.09,,,,,,,13.0
Louisiana Tech,Southland,,9,1,2,0.62,2.55,3.17,30.24,10.42,,,,,,,54.0
Miami (FL),Ind,,3,8,0,-3.24,6.35,3.11,24.6,7.15,,,,,,,19.0
Ball St.,MAC,,9,2,0,4.58,-1.69,2.9,36.47,14.31,,,,,,,72.0
Rutgers,Ind,,8,3,0,0.77,2.04,2.81,31.29,10.8,,,,,,,39.0
Arizona,WAC,,5,7,0,1.45,1.05,2.5,28.62,10.14,,,,,,,95.0
Miami (OH),MAC,,10,1,0,1.43,1.03,2.46,27.15,11.47,,,,,,,78.0
Oklahoma St.,Big 8,,4,7,0,2.65,-0.21,2.44,32.48,12.61,,,,,,,46.0
Colgate,Ind,,10,1,0,9.57,-7.45,2.13,37.25,18.93,,,,,,,211.0
Yale,Ivy,,7,2,0,0.68,1.43,2.11,29.92,10.15,,,,,,,172.0
Wisconsin,Big Ten,,5,6,0,-4.99,6.49,1.49,22.28,9.18,,,,,,,40.0
Kansas,Big 8,,3,7,1,-2.42,3.61,1.2,25.27,10.81,,,,,,,43.0
Central Michigan,MAC,,10,1,0,0.1,1.02,1.12,30.05,11.89,,,,,,,75.0
Cincinnati,Ind,,5,4,2,-5.48,6.41,0.93,26.75,5.18,,,,,,,2.0
William & Mary,Ind,,6,5,0,0.88,-0.59,0.29,28.05,11.07,,,,,,,163.0
Pacific,PCAA,,6,5,0,-3.39,3.63,0.24,26.54,7.96,,,,,,,376.0
Southern Miss,Ind,,6,6,0,0.09,0.13,0.22,28.01,12.3,,,,,,,60.0
Virginia Tech,Ind,,3,7,1,-1.48,1.66,0.18,26.59,9.92,,,,,,,25.0
VMI,Southern,,7,4,0,-1.01,0.72,-0.28,25.82,10.84,,,,,,,233.0
Oregon St.,Pac-8,,2,9,0,0.01,-0.69,-0.68,28.07,11.52,,,,,,,100.0
Louisville,Ind,,7,4,1,-3.83,2.93,-0.89,27.85,10.99,,,,,,,18.0
Hawaii,Ind,,5,6,0,1.83,-2.83,-1.0,29.31,15.11,,,,,,,87.0
Tulane,Ind,,3,8,0,0.54,-1.63,-1.1,28.15,14.25,,,,,,,11.0
New Mexico,WAC,,5,7,0,3.12,-4.3,-1.17,29.12,16.79,,,,,,,89.0
Jackson State,SWAC,,8,3,0,-5.46,4.15,-1.31,24.4,6.34,,,,,,,252.0
Temple,Ind,,5,5,1,-0.18,-1.22,-1.4,29.08,16.55,,,,,,,10.0
Louisiana,Southland,,6,4,2,-2.03,0.47,-1.55,24.39,11.72,,,,,,,126.0
Brown,Ivy,,7,2,0,-3.18,1.54,-1.64,24.6,9.46,,,,,,,165.0
Wyoming,WAC,,4,6,1,-3.01,1.18,-1.83,22.43,14.14,,,,,,,94.0
Chattanooga,Southern,,9,1,1,-1.16,-0.72,-1.88,25.81,12.99,,,,,,,227.0
San Jose St.,PCAA,,4,7,0,1.32,-3.58,-2.26,29.36,16.71,,,,,,,91.0
Kansas St.,Big 8,,1,10,0,-3.36,0.66,-2.7,25.0,11.85,,,,,,,44.0
Utah St.,Ind,,4,7,0,-3.71,0.63,-3.08,22.86,13.41,,,,,,,93.0
Illinois,Big Ten,,3,8,0,-1.08,-2.06,-3.13,26.36,15.65,,,,,,,27.0
Vanderbilt,SEC,,2,9,0,-1.82,-1.65,-3.47,26.28,12.73,,,,,,,120.0
West Texas A&M,MVC,,6,4,1,-1.25,-2.4,-3.65,26.15,15.14,,,,,,,416.0
Long Beach State,PCAA,,4,6,0,1.48,-6.2,-4.72,28.23,16.83,,,,,,,
Villanova,Ind,,4,7,0,-0.68,-4.22,-4.89,26.22,14.55,,,,,,,162.0
Eastern Michigan,MAC,,8,3,0,-1.96,-3.22,-5.18,23.58,15.57,,,,,,,76.0
Dartmouth,Ivy,,6,3,0,-6.98,1.74,-5.24,21.0,9.06,,,,,,,168.0
Oregon,Pac-8,,2,9,0,-1.29,-4.13,-5.42,26.49,21.02,,,,,,,99.0
Texas-Arlington,Southland,,5,6,0,-4.99,-0.73,-5.72,22.61,13.02,,,,,,,
Texas Southern,SWAC,,6,4,1,-2.39,-3.58,-5.98,30.65,14.09,,,,,,,256.0
Western Michigan,MAC,,4,7,0,-0.89,-5.12,-6.01,26.11,17.06,,,,,,,82.0
Utah,WAC,,3,8,0,0.91,-7.01,-6.1,27.64,22.64,,,,,,,104.0
Kent State,MAC,,6,5,0,-4.3,-1.93,-6.22,22.13,16.92,,,,,,,77.0
Air Force,Ind,,2,8,1,-5.81,-0.43,-6.24,21.9,14.14,,,,,,,83.0
Wichita State,MVC,,5,6,0,-0.35,-5.96,-6.31,27.77,19.43,,,,,,,
TCU,SWC,,2,9,0,1.42,-8.37,-6.94,27.77,26.21,,,,,,,47.0
Princeton,Ivy,,3,6,0,-7.77,0.81,-6.96,21.98,10.92,,,,,,,171.0
Virginia,ACC,,1,9,1,-9.65,2.31,-7.33,18.56,13.88,,,,,,,24.0
Northwestern,Big Ten,,1,10,0,-4.38,-2.99,-7.38,23.45,19.0,,,,,,,35.0
Bowling Green,MAC,,5,7,0,0.43,-7.83,-7.4,27.51,20.14,,,,,,,73.0
Penn,Ivy,,5,4,0,-5.08,-2.65,-7.73,23.78,14.2,,,,,,,170.0
Western Carolina,Southern,,6,4,1,-1.87,-6.13,-8.01,26.67,18.41,,,,,,,234.0
Northwestern State,Ind,,6,5,0,-5.92,-2.48,-8.4,22.17,16.12,,,,,,,243.0
Rice,SWC,,1,10,0,-3.08,-5.57,-8.64,24.25,27.59,,,,,,,59.0
Furman,Southern,,4,5,2,-4.54,-4.3,-8.84,22.78,16.16,,,,,,,230.0
Harvard,Ivy,,4,5,0,-5.11,-4.02,-9.13,23.15,15.48,,,,,,,169.0
Citadel,Southern,,5,6,0,-10.85,1.71,-9.14,16.68,10.14,,,,,,,228.0
New Mexico State,MVC,,4,7,0,-1.22,-7.95,-9.18,24.32,21.19,,,,,,,69.0
Cal State Fullerton,PCAA,,4,7,0,-0.3,-9.05,-9.36,29.49,22.12,,,,,,,
Wake Forest,ACC,,1,10,0,-5.85,-3.79,-9.64,22.39,15.9,,,,,,,26.0
McNeese State,Southland,,5,5,1,-9.47,-0.35,-9.82,17.17,13.43,,,,,,,241.0
Richmond,Ind,,3,8,0,-6.31,-3.69,-10.0,21.63,18.42,,,,,,,159.0
Arkansas St.,Southland,,7,4,0,-4.27,-6.71,-10.98,20.32,19.74,,,,,,,122.0
Mississippi Valley State,SWAC,,5,5,0,-5.0,-6.39,-11.39,24.68,15.9,,,,,,,253.0
Illinois State,Ind,,3,7,1,-5.28,-7.23,-12.51,21.54,19.14,,,,,,,182.0
UTEP,WAC,,1,10,0,-5.11,-7.98,-13.08,21.59,30.55,,,,,,,62.0
Columbia,Ivy,,2,7,0,-5.08,-9.25,-14.33,23.31,20.94,,,,,,,166.0
Southern,SWAC,,3,7,1,-10.25,-5.14,-15.39,19.24,17.59,,,,,,,255.0
Cornell,Ivy,,1,8,0,-11.81,-3.85,-15.66,16.93,16.47,,,,,,,167.0
Tulsa,MVC,,3,8,0,-2.07,-13.8,-15.87,24.27,29.86,,,,,,,12.0
Northern Illinois,MAC,,3,8,0,-10.19,-5.83,-16.02,16.4,19.71,,,,,,,79.0
Ohio,MAC,,1,10,0,-0.88,-16.07,-16.95,25.91,29.2,,,,,,,80.0
Alcorn State,SWAC,,3,8,0,-8.89,-8.21,-17.1,18.63,18.23,,,,,,,249.0
Appalachian St.,Southern,,2,9,0,-5.44,-11.68,-17.12,21.76,25.54,,,,,,,121.0
Lamar,Southland,,2,9,0,-12.65,-4.47,-17.12,14.76,18.72,,,,,,,240.0
Holy Cross,Ind,,2,9,0,-11.43,-6.56,-17.99,15.9,19.78,,,,,,,214.0
Indiana State,Ind,,3,7,0,-8.53,-9.59,-18.12,17.76,21.29,,,,,,,183.0
Toledo,MAC,,2,9,0,-14.06,-4.26,-18.31,12.62,20.39,,,,,,,81.0
Prairie View A&M,SWAC,,3,8,0,-10.05,-9.3,-19.35,18.1,24.22,,,,,,,254.0
Drake,MVC,,2,9,0,-8.13,-12.23,-20.36,18.29,26.63,,,,,,,220.0
Marshall,Southern,,2,9,0,-3.43,-17.15,-20.57,23.42,32.55,,,,,,,55.0
UL Monroe,Ind,,2,9,0,-11.61,-9.03,-20.63,14.92,24.65,,,,,,,130.0
Southern Illinois,MVC,,3,8,0,-15.36,-5.31,-20.68,11.07,19.56,,,,,,,189.0
