School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Penn State,Big Ten,2.0,12,0,0,20.15,5.87,26.02,60.73,7.67,,,,,,,37
Florida,SEC (East),7.0,10,2,1,12.94,8.84,21.79,54.33,3.86,,,,,,,110
Florida St.,ACC,4.0,10,1,1,11.24,9.74,20.98,49.2,2.77,,,,,,,16
Nebraska,Big 8,1.0,13,0,0,9.54,11.11,20.65,47.07,2.57,,,,,,,34
Colorado,Big 8,3.0,11,1,0,13.05,5.35,18.4,48.85,8.01,,,,,,,98
Miami (FL),Big East,6.0,10,2,0,3.4,14.18,17.58,41.26,-0.04,,,,,,,19
Michigan,Big Ten,12.0,8,4,0,10.01,6.72,16.73,43.17,4.9,,,,,,,31
Ohio St.,Big Ten,14.0,9,4,0,2.0,13.61,15.6,38.27,1.64,,,,,,,36
Auburn,SEC (West),9.0,9,1,1,8.95,6.64,15.59,43.73,6.36,,,,,,,109
Illinois,Big Ten,,7,5,0,2.09,13.33,15.41,38.65,-1.24,,,,,,,27
Texas A&M,SWC,8.0,10,0,1,4.75,10.13,14.88,37.93,4.75,,,,,,,119
Alabama,SEC (West),5.0,12,1,0,3.21,10.5,13.72,36.28,1.43,,,,,,,107
Tennessee,SEC (East),22.0,8,4,0,5.64,7.19,12.83,44.66,5.75,,,,,,,118
USC,Pac-10,13.0,8,3,1,5.57,6.84,12.41,44.29,5.98,,,,,,,103
Utah,WAC,10.0,10,2,0,5.16,6.67,11.83,44.19,7.72,,,,,,,104
Oregon,Pac-10,11.0,9,4,0,4.5,6.82,11.32,40.0,5.95,,,,,,,99
Notre Dame,Ind,,6,5,1,6.15,5.14,11.28,41.04,7.87,,,,,,,70
Virginia,ACC,15.0,9,3,0,4.22,6.57,10.79,39.57,7.18,,,,,,,24
Washington St.,Pac-10,21.0,8,4,0,-3.36,14.1,10.75,29.93,-2.41,,,,,,,106
Boston College,Big East,23.0,7,4,1,0.21,10.37,10.57,34.45,3.33,,,,,,,13
Kansas St.,Big 8,19.0,9,3,0,1.44,9.14,10.57,36.74,5.26,,,,,,,44
Wisconsin,Big Ten,,7,4,1,2.73,7.77,10.5,42.11,7.13,,,,,,,40
Washington,Pac-10,,7,4,0,7.11,3.19,10.3,40.85,9.8,,,,,,,105
Colorado St.,WAC,16.0,10,2,0,6.54,2.51,9.05,41.73,12.08,,,,,,,85
Arizona,Pac-10,20.0,8,4,0,0.46,7.93,8.39,34.66,4.24,,,,,,,95
Michigan St.,Big Ten,,5,6,0,3.93,3.83,7.75,38.26,8.4,,,,,,,32
Duke,ACC,,8,4,0,7.79,-0.28,7.51,42.12,14.19,,,,,,,15
Virginia Tech,Big East,,8,4,0,3.87,3.21,7.08,38.71,10.6,,,,,,,25
Georgia,SEC (East),,6,4,1,8.18,-1.19,6.99,45.26,15.04,,,,,,,111
BYU,WAC,18.0,10,3,0,5.21,1.7,6.91,37.14,12.11,,,,,,,66
Mississippi St.,SEC (West),24.0,8,4,0,6.47,-0.11,6.36,43.8,13.65,,,,,,,114
Texas,SWC,25.0,8,4,0,7.09,-0.76,6.33,40.41,14.52,,,,,,,48
Indiana,Big Ten,,6,5,0,4.39,1.72,6.11,37.07,13.38,,,,,,,28
Texas Tech,SWC,,6,6,0,0.67,5.31,5.98,35.92,10.29,,,,,,,49
South Carolina,SEC (East),,7,5,0,5.03,0.85,5.88,37.13,12.21,,,,,,,117
Iowa,Big Ten,,5,5,1,3.84,1.86,5.7,39.66,14.48,,,,,,,29
North Carolina,ACC,,8,4,0,4.45,1.12,5.56,40.77,13.06,,,,,,,21
Air Force,WAC,,8,4,0,5.0,0.34,5.34,39.33,13.53,,,,,,,83
NC State,ACC,17.0,9,3,0,3.12,1.85,4.97,35.21,12.48,,,,,,,20
Purdue,Big Ten,,4,5,2,8.66,-4.13,4.53,43.3,18.35,,,,,,,38
LSU,SEC (West),,4,7,0,5.27,-0.78,4.49,38.26,12.23,,,,,,,113
East Carolina,Ind,,7,5,0,2.03,1.99,4.02,35.14,12.64,,,,,,,4
Oklahoma,Big 8,,6,6,0,-1.48,4.84,3.35,31.46,10.21,,,,,,,45
Minnesota,Big Ten,,3,8,0,2.98,-0.01,2.97,36.33,16.14,,,,,,,33
Southern Miss,Ind,,6,5,0,1.82,1.14,2.96,36.52,14.85,,,,,,,60
Baylor,SWC,,7,5,0,4.13,-1.46,2.67,40.5,17.35,,,,,,,41
Kansas,Big 8,,6,5,0,1.29,1.26,2.55,38.77,13.21,,,,,,,43
Arkansas,SEC (West),,4,7,0,-2.8,5.26,2.47,32.31,8.02,,,,,,,108
Syracuse,Big East,,7,4,0,1.9,0.19,2.09,33.86,14.25,,,,,,,23
Ole Miss,SEC (West),,4,7,0,-2.92,4.97,2.05,35.0,7.15,,,,,,,116
Oregon St.,Pac-10,,4,7,0,-2.06,4.09,2.03,32.05,9.35,,,,,,,100
UCLA,Pac-10,,5,6,0,1.81,-0.41,1.39,36.21,13.88,,,,,,,102
TCU,SWC,,7,5,0,2.49,-1.18,1.31,34.14,15.13,,,,,,,47
West Virginia,Big East,,7,6,0,-1.75,3.02,1.27,32.54,12.6,,,,,,,50
Wyoming,WAC,,6,6,0,2.37,-1.96,0.41,34.97,16.52,,,,,,,94
New Mexico,WAC,,5,7,0,8.78,-8.43,0.35,40.96,22.04,,,,,,,89
California,Pac-10,,4,7,0,-4.93,5.26,0.32,31.23,11.05,,,,,,,97
Vanderbilt,SEC (East),,5,6,0,-2.82,3.14,0.32,29.73,14.1,,,,,,,120
Clemson,ACC,,5,6,0,-8.84,8.72,-0.12,24.39,5.1,,,,,,,14
Nevada,Big West,,9,2,0,6.21,-6.48,-0.27,37.44,22.66,,,,,,,88
Stanford,Pac-10,,3,7,1,8.14,-8.67,-0.54,42.25,21.42,,,,,,,101
Louisville,Ind,,6,5,0,0.76,-1.36,-0.6,32.03,15.78,,,,,,,18
Rutgers,Big East,,5,5,1,0.14,-0.95,-0.8,31.89,14.57,,,,,,,39
Northwestern,Big Ten,,3,7,1,0.0,-0.81,-0.81,33.38,15.18,,,,,,,35
Bowling Green,MAC,,9,2,0,-0.27,-0.65,-0.92,35.23,16.38,,,,,,,73
Memphis,Ind,,6,5,0,-7.42,6.4,-1.02,24.05,6.9,,,,,,,6
San Diego St.,WAC,,4,7,0,4.8,-5.98,-1.18,38.77,18.9,,,,,,,90
Arizona St.,Pac-10,,3,8,0,3.37,-5.02,-1.65,37.14,19.91,,,,,,,96
Rice,SWC,,5,6,0,-5.01,2.54,-2.48,25.82,10.78,,,,,,,59
Fresno St.,WAC,,5,7,1,5.22,-7.72,-2.5,38.89,22.76,,,,,,,86
Maryland,ACC,,4,7,0,2.53,-5.26,-2.73,35.58,20.19,,,,,,,30
Hawaii,WAC,,3,8,1,-4.22,1.48,-2.74,29.81,11.81,,,,,,,87
Pittsburgh,Big East,,3,8,0,0.87,-4.59,-3.72,34.25,19.33,,,,,,,22
Oklahoma St.,Big 8,,3,7,1,-7.38,1.59,-5.79,25.31,12.34,,,,,,,46
Missouri,Big 8,,3,8,1,-3.9,-2.25,-6.15,29.22,17.46,,,,,,,115
Pacific,Big West,,6,5,0,-5.0,-1.94,-6.94,26.5,20.06,,,,,,,376
Georgia Tech,ACC,,1,10,0,-5.3,-2.11,-7.41,28.16,17.57,,,,,,,17
Northern Illinois,Big West,,4,7,0,1.49,-9.4,-7.91,33.77,23.98,,,,,,,79
Central Michigan,MAC,,9,3,0,0.97,-9.11,-8.15,34.12,25.91,,,,,,,75
Kentucky,SEC (East),,1,10,0,-8.11,-0.65,-8.75,25.34,21.85,,,,,,,112
Army,Ind,,4,7,0,-8.36,-1.02,-9.38,24.42,16.83,,,,,,,65
UNLV,Big West,,7,5,0,-2.73,-7.01,-9.74,27.47,24.04,,,,,,,92
UTEP,WAC,,3,7,1,-6.37,-3.52,-9.89,26.09,21.95,,,,,,,62
Tulsa,Ind,,3,8,0,-2.57,-7.42,-9.98,29.54,23.16,,,,,,,12
UL Monroe,Ind,,3,8,0,-4.68,-5.34,-10.02,28.17,25.71,,,,,,,130
SMU,SWC,,1,9,1,-4.78,-5.38,-10.16,27.92,20.57,,,,,,,8
Louisiana,Big West,,6,5,0,-5.29,-4.99,-10.27,24.8,21.36,,,,,,,126
Western Michigan,MAC,,7,4,0,-7.63,-2.82,-10.45,23.73,18.29,,,,,,,82
Temple,Big East,,2,9,0,0.65,-11.87,-11.22,33.13,27.78,,,,,,,10
Toledo,MAC,,6,4,1,1.21,-12.79,-11.58,32.64,29.37,,,,,,,81
Miami (OH),MAC,,5,5,1,-4.88,-7.05,-11.92,26.75,22.97,,,,,,,78
Cincinnati,Ind,,2,8,1,-9.17,-3.21,-12.39,23.35,20.06,,,,,,,2
Wake Forest,ACC,,3,8,0,-8.78,-4.41,-13.2,23.92,24.43,,,,,,,26
Iowa St.,Big 8,,0,10,1,-3.95,-9.26,-13.21,29.34,23.76,,,,,,,42
Tulane,Ind,,1,10,0,-9.69,-3.82,-13.52,23.63,22.84,,,,,,,11
Eastern Michigan,MAC,,5,6,0,-6.73,-7.05,-13.78,23.84,24.65,,,,,,,76
Navy,Ind,,3,8,0,-6.69,-7.2,-13.89,26.11,27.46,,,,,,,7
Ball St.,MAC,,5,5,1,-4.53,-10.17,-14.7,26.56,25.34,,,,,,,72
San Jose St.,Big West,,3,8,0,-9.14,-5.75,-14.89,22.18,26.61,,,,,,,91
Utah St.,Big West,,3,8,0,-7.98,-8.45,-16.43,23.39,24.3,,,,,,,93
New Mexico State,Big West,,3,8,0,-4.59,-12.22,-16.81,26.08,31.64,,,,,,,69
Louisiana Tech,Big West,,3,8,0,-13.33,-3.73,-17.06,17.72,21.75,,,,,,,54
Houston,SWC,,1,10,0,-11.34,-6.89,-18.23,21.39,27.72,,,,,,,5
Arkansas St.,Big West,,1,10,0,-15.89,-2.51,-18.4,16.53,22.39,,,,,,,122
Kent State,MAC,,2,9,0,-17.94,-5.78,-23.72,13.5,25.65,,,,,,,77
Ohio,MAC,,0,11,0,-23.51,-5.26,-28.78,7.46,21.89,,,,,,,80
Akron,MAC,,1,10,0,-17.78,-13.39,-31.17,13.66,35.64,,,,,,,71
