School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Texas,SWC,1.0,11,0,0,9.77,13.49,23.25,35.75,-8.17,,,,,,,48.0
Michigan St.,Big Ten,9.0,6,2,1,5.75,14.01,19.76,32.02,-8.48,,,,,,,32.0
Pittsburgh,Ind,4.0,9,1,0,12.57,6.52,19.09,37.06,-1.09,,,,,,,22.0
Ole Miss,SEC,7.0,7,1,2,6.91,11.63,18.54,34.5,-5.99,,,,,,,116.0
Illinois,Big Ten,3.0,8,1,1,8.26,10.17,18.43,33.05,-4.53,,,,,,,27.0
Alabama,SEC,8.0,9,2,0,9.73,8.61,18.34,35.54,-3.63,,,,,,,107.0
Navy,Ind,2.0,9,2,0,13.76,3.31,17.07,41.91,2.75,,,,,,,7.0
Baylor,SWC,,8,3,0,8.07,8.63,16.71,33.55,-3.12,,,,,,,41.0
Georgia Tech,SEC,,7,3,0,6.53,9.76,16.28,31.79,-4.53,,,,,,,17.0
USC,AAWU,,7,3,0,8.54,7.23,15.77,34.27,-2.04,,,,,,,103.0
Oklahoma,Big 8,10.0,8,2,0,10.82,4.86,15.68,36.24,1.01,,,,,,,45.0
Auburn,SEC,5.0,9,2,0,7.81,7.66,15.47,31.71,-2.62,,,,,,,109.0
Nebraska,Big 8,6.0,10,1,0,8.71,6.35,15.06,35.8,-0.51,,,,,,,34.0
Mississippi St.,SEC,,7,2,2,5.94,8.83,14.77,31.25,-3.57,,,,,,,114.0
Syracuse,Ind,,8,2,0,6.86,7.37,14.23,36.22,-0.88,,,,,,,23.0
Ohio St.,Big Ten,,5,3,1,3.22,10.42,13.64,27.97,-4.39,,,,,,,36.0
LSU,SEC,,7,4,0,4.2,9.32,13.52,28.87,-3.2,,,,,,,113.0
Rice,SWC,,6,4,0,5.02,8.39,13.41,30.68,-2.94,,,,,,,59.0
Michigan,Big Ten,,3,4,2,6.39,6.85,13.23,31.95,-1.63,,,,,,,31.0
Oregon,Ind,,8,3,0,9.51,3.54,13.05,36.04,2.51,,,,,,,99.0
Northwestern,Big Ten,,5,4,0,8.11,4.92,13.03,34.28,0.08,,,,,,,35.0
Arkansas,SWC,,5,5,0,3.9,8.67,12.56,31.52,-3.91,,,,,,,108.0
Penn State,Ind,,7,3,0,6.44,5.94,12.38,29.65,-1.24,,,,,,,37.0
Washington,AAWU,,6,5,0,4.3,7.79,12.09,29.89,-2.51,,,,,,,105.0
Missouri,Big 8,,7,3,0,2.26,9.32,11.58,25.91,-4.61,,,,,,,115.0
Memphis,Ind,,9,0,1,2.55,8.97,11.52,26.88,-2.27,,,,,,,6.0
North Carolina,ACC,,9,2,0,3.82,7.28,11.1,28.07,-0.69,,,,,,,21.0
Wisconsin,Big Ten,,5,4,0,5.91,4.55,10.46,32.05,1.12,,,,,,,40.0
Florida,SEC,,6,3,1,3.54,6.23,9.78,28.21,-0.07,,,,,,,110.0
Iowa,Big Ten,,3,3,2,5.71,4.05,9.77,31.37,1.12,,,,,,,29.0
SMU,SWC,,4,7,0,4.18,5.51,9.68,28.68,-0.95,,,,,,,8.0
Kansas,Big 8,,5,5,0,4.92,4.46,9.38,31.63,-0.27,,,,,,,43.0
Army,Ind,,7,3,0,1.56,7.69,9.25,27.59,-1.21,,,,,,,65.0
Air Force,Ind,,7,4,0,5.32,3.65,8.97,33.05,3.35,,,,,,,83.0
Florida St.,Ind,,4,5,1,0.66,8.11,8.76,27.62,-1.29,,,,,,,16.0
Minnesota,Big Ten,,3,6,0,0.55,8.08,8.63,25.97,-3.09,,,,,,,33.0
Tennessee,SEC,,5,5,0,2.93,5.65,8.58,30.29,1.19,,,,,,,118.0
Purdue,Big Ten,,5,4,0,4.95,3.2,8.15,29.45,2.18,,,,,,,38.0
TCU,SWC,,4,5,1,4.5,3.37,7.87,30.46,2.13,,,,,,,47.0
NC State,ACC,,8,3,0,2.08,5.76,7.84,27.17,0.69,,,,,,,20.0
Oregon St.,Ind,,5,5,0,6.71,0.5,7.22,32.71,5.0,,,,,,,100.0
Princeton,Ivy,,7,2,0,4.77,1.81,6.58,33.12,3.84,,,,,,,171.0
Arizona St.,WAC,,8,1,0,6.16,0.22,6.38,32.47,6.95,,,,,,,96.0
Indiana,Big Ten,,3,6,0,6.92,-0.63,6.29,32.25,5.93,,,,,,,28.0
Georgia,SEC,,4,5,1,2.75,3.25,6.0,27.81,3.29,,,,,,,111.0
Utah St.,Ind,,8,2,0,4.99,0.86,5.84,34.06,5.97,,,,,,,93.0
California,AAWU,,4,5,1,6.08,-0.36,5.72,31.94,7.45,,,,,,,97.0
Duke,ACC,,5,4,1,8.84,-3.38,5.46,33.24,9.06,,,,,,,15.0
Clemson,ACC,,5,4,1,2.75,2.7,5.45,28.4,3.75,,,,,,,14.0
Notre Dame,Ind,,2,7,0,2.06,3.36,5.43,27.05,0.65,,,,,,,70.0
Virginia Tech,Southern,,8,2,0,5.53,-0.26,5.27,28.46,6.88,,,,,,,25.0
Texas Tech,SWC,,5,5,0,3.13,1.84,4.97,29.64,6.45,,,,,,,49.0
Texas A&M,SWC,,2,7,1,0.34,4.1,4.44,25.64,0.73,,,,,,,119.0
Miami (FL),Ind,,3,7,0,2.08,1.35,3.43,26.7,4.12,,,,,,,19.0
Kentucky,SEC,,3,6,1,2.91,0.19,3.1,27.7,4.83,,,,,,,112.0
Iowa St.,Big 8,,4,5,0,0.72,1.97,2.69,24.54,3.98,,,,,,,42.0
Wichita State,MVC,,7,2,0,2.68,-0.57,2.12,28.52,6.89,,,,,,,
Dartmouth,Ivy,,7,2,0,0.59,1.29,1.87,25.48,4.21,,,,,,,168.0
Stanford,AAWU,,3,7,0,2.86,-1.11,1.76,28.49,6.49,,,,,,,101.0
Cincinnati,MVC,,6,4,0,1.61,-1.24,0.37,27.79,7.07,,,,,,,2.0
Southern Miss,Ind,,5,3,1,-3.74,3.94,0.2,19.85,2.74,,,,,,,60.0
West Virginia,Southern,,4,6,0,-1.38,1.14,-0.23,24.07,7.57,,,,,,,50.0
UCLA,AAWU,,2,8,0,-0.1,-0.32,-0.42,24.73,5.72,,,,,,,102.0
Boston College,Ind,,6,3,0,1.53,-1.98,-0.45,26.13,8.41,,,,,,,13.0
Yale,Ivy,,6,3,0,-3.75,3.18,-0.57,20.33,2.19,,,,,,,172.0
Wyoming,WAC,,6,4,0,0.81,-1.75,-0.94,24.89,8.25,,,,,,,94.0
Houston,Ind,,2,8,0,1.45,-2.67,-1.22,27.44,8.62,,,,,,,5.0
Harvard,Ivy,,5,2,2,-5.68,4.44,-1.24,18.95,1.16,,,,,,,169.0
Utah,WAC,,4,6,0,2.95,-4.23,-1.28,27.1,8.29,,,,,,,104.0
Washington St.,AAWU,,3,6,1,-3.62,2.3,-1.32,20.71,2.94,,,,,,,106.0
Maryland,ACC,,3,7,0,0.31,-1.81,-1.51,25.08,8.65,,,,,,,30.0
Arizona,WAC,,5,5,0,-3.35,0.68,-2.67,21.16,7.69,,,,,,,95.0
New Mexico,WAC,,6,4,0,-1.37,-1.42,-2.79,22.34,8.14,,,,,,,89.0
Idaho,Ind,,5,4,0,0.1,-3.32,-3.22,27.43,10.17,,,,,,,133.0
San Jose St.,Ind,,5,5,0,0.93,-4.3,-3.37,24.94,9.28,,,,,,,91.0
Tulane,SEC,,1,8,1,-4.16,0.64,-3.52,21.31,5.62,,,,,,,11.0
Colorado,Big 8,,2,8,0,-2.88,-1.22,-4.1,22.29,10.26,,,,,,,98.0
Columbia,Ivy,,4,4,1,1.61,-5.93,-4.32,26.97,12.56,,,,,,,166.0
Vanderbilt,SEC,,1,7,2,-6.96,2.59,-4.37,18.36,2.84,,,,,,,120.0
Bowling Green,MAC,,8,2,0,-1.85,-2.87,-4.72,21.35,10.62,,,,,,,73.0
Tulsa,MVC,,5,5,0,2.92,-8.16,-5.24,27.62,16.71,,,,,,,12.0
Furman,Southern,,7,3,0,2.55,-7.93,-5.38,25.43,17.34,,,,,,,230.0
South Carolina,ACC,,1,8,1,-3.25,-2.29,-5.54,20.43,7.94,,,,,,,117.0
Miami (OH),MAC,,5,3,2,0.86,-6.59,-5.73,25.17,14.39,,,,,,,78.0
VMI,Southern,,3,5,2,-4.68,-1.19,-5.87,19.16,7.96,,,,,,,233.0
West Texas A&M,Ind,,4,4,1,0.4,-6.35,-5.95,23.33,12.97,,,,,,,416.0
Xavier,Ind,,5,4,1,-4.13,-1.82,-5.96,18.96,8.67,,,,,,,
Cornell,Ivy,,5,4,0,-0.4,-5.76,-6.15,22.59,12.73,,,,,,,167.0
Brown,Ivy,,3,5,0,2.16,-8.34,-6.18,27.14,14.18,,,,,,,165.0
Virginia,ACC,,2,7,1,-7.06,0.44,-6.63,16.96,7.18,,,,,,,24.0
Oklahoma St.,Big 8,,1,8,0,0.95,-7.97,-7.02,25.99,14.62,,,,,,,46.0
William & Mary,Southern,,4,6,0,-4.08,-3.93,-8.01,19.82,10.8,,,,,,,163.0
Kansas St.,Big 8,,2,7,0,-3.66,-4.59,-8.25,21.14,13.55,,,,,,,44.0
Richmond,Southern,,3,6,1,-3.91,-4.53,-8.44,19.68,13.6,,,,,,,159.0
Ohio,MAC,,6,4,0,-7.43,-1.85,-9.28,15.52,8.99,,,,,,,80.0
UTEP,Ind,,3,7,0,-8.64,-1.0,-9.63,14.28,7.26,,,,,,,62.0
Buffalo,Ind,,5,3,1,-8.36,-1.94,-10.3,15.52,9.51,,,,,,,74.0
New Mexico State,Ind,,3,6,1,-3.19,-7.44,-10.63,20.42,14.9,,,,,,,69.0
Holy Cross,Ind,,2,6,1,-7.67,-3.0,-10.66,15.78,11.56,,,,,,,214.0
Marshall,MAC,,5,4,1,-6.75,-5.25,-12.0,15.49,12.81,,,,,,,55.0
George Washington,Southern,,2,7,0,-4.31,-8.41,-12.72,19.25,15.63,,,,,,,
Kent State,MAC,,3,5,1,-9.93,-3.97,-13.9,13.65,11.9,,,,,,,77.0
Villanova,Ind,,5,4,0,-7.82,-6.41,-14.23,14.34,15.22,,,,,,,162.0
Penn,Ivy,,3,6,0,-8.92,-5.43,-14.34,17.55,13.56,,,,,,,170.0
North Texas,MVC,,3,6,0,-6.18,-8.37,-14.55,17.08,15.76,,,,,,,57.0
Citadel,Southern,,4,6,0,-4.94,-9.64,-14.58,17.22,17.23,,,,,,,228.0
Detroit Mercy,Ind,,2,6,1,-5.96,-9.19,-15.16,18.07,18.83,,,,,,,
Rutgers,Ind,,3,6,0,-7.57,-8.26,-15.83,18.62,14.33,,,,,,,39.0
Wake Forest,ACC,,1,9,0,-9.33,-6.8,-16.13,14.45,21.49,,,,,,,26.0
Colorado St.,Ind,,3,7,0,-6.8,-9.42,-16.22,17.18,22.98,,,,,,,85.0
Louisville,MVC,,3,7,0,-7.51,-9.02,-16.52,15.42,16.84,,,,,,,18.0
Colgate,Ind,,3,4,1,-11.0,-6.12,-17.12,12.75,15.89,,,,,,,211.0
Western Michigan,MAC,,2,7,0,-7.83,-9.86,-17.69,15.75,19.32,,,,,,,82.0
Dayton,Ind,,1,7,2,-8.84,-9.15,-17.99,14.47,15.77,,,,,,,219.0
Toledo,MAC,,2,7,0,-7.4,-11.8,-19.2,15.0,18.53,,,,,,,81.0
BYU,WAC,,2,8,0,-11.05,-9.01,-20.07,11.9,16.58,,,,,,,66.0
Davidson,Southern,,1,5,2,-13.43,-8.21,-21.63,9.2,16.05,,,,,,,218.0
Boston University,Ind,,1,6,1,-12.92,-9.39,-22.32,9.98,17.82,,,,,,,
Pacific,Ind,,2,8,0,-11.12,-13.21,-24.33,11.56,23.1,,,,,,,376.0
Lehigh,Ind,,1,8,0,-12.84,-16.3,-29.14,10.03,23.09,,,,,,,216.0
