School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Rice,SWC,,2,9,0,1.49,-2.56,-1.07,28.82,22.44,,,,,,,59.0
Duke,ACC,,4,7,0,-5.09,3.84,-1.25,21.14,12.05,,,,,,,15.0
Appalachian St.,Southern,,7,4,0,8.06,-9.43,-1.37,34.57,25.08,,,,,,,121.0
Syracuse,Ind,,3,8,0,2.1,-3.53,-1.44,27.94,16.76,,,,,,,23.0
Memphis,Ind,,4,7,0,-0.25,-1.32,-1.56,26.34,17.35,,,,,,,6.0
Louisiana Tech,Southland,,6,5,0,-0.79,-0.92,-1.71,27.05,13.9,,,,,,,54.0
McNeese State,Southland,,7,4,0,1.0,-2.75,-1.75,27.2,15.06,,,,,,,241.0
Miami (OH),MAC,,8,2,1,-2.29,0.19,-2.1,23.44,13.35,,,,,,,78.0
Yale,Ivy,,5,2,2,-3.46,1.04,-2.42,22.45,12.8,,,,,,,172.0
William & Mary,Ind,,5,5,1,-4.36,1.76,-2.6,21.54,10.7,,,,,,,163.0
Texas-Arlington,Southland,,5,6,0,-0.7,-2.47,-3.17,25.21,15.61,,,,,,,
Kansas,Big 8,,1,10,0,-1.86,-1.47,-3.33,25.24,17.38,,,,,,,43.0
Arkansas St.,Southland,,7,4,0,-6.65,3.29,-3.37,18.79,10.65,,,,,,,122.0
Richmond,Ind,,3,8,0,-5.32,0.71,-4.61,21.06,11.32,,,,,,,159.0
San Diego St.,WAC,,4,7,0,2.22,-7.13,-4.91,27.69,18.53,,,,,,,90.0
San Jose St.,PCAA,,7,5,0,-2.71,-2.53,-5.24,23.72,16.32,,,,,,,91.0
UL Monroe,Ind,,6,4,1,-8.34,3.02,-5.32,19.68,10.52,,,,,,,130.0
Iowa,Big Ten,,2,9,0,-4.67,-0.83,-5.5,20.85,15.74,,,,,,,29.0
Colorado St.,WAC,,5,6,0,-1.91,-3.82,-5.73,25.53,16.87,,,,,,,85.0
New Mexico State,MVC,,6,5,0,3.69,-9.72,-6.03,27.81,23.09,,,,,,,69.0
Wake Forest,ACC,,1,10,0,-5.82,-0.28,-6.1,21.2,16.16,,,,,,,26.0
Illinois,Big Ten,,1,8,2,-7.57,1.42,-6.15,18.01,16.35,,,,,,,27.0
Western Carolina,Southern,,6,5,0,-2.61,-3.54,-6.15,23.47,16.1,,,,,,,234.0
Holy Cross,Ind,,7,4,0,-2.1,-4.13,-6.22,24.67,17.6,,,,,,,214.0
Virginia,ACC,,2,9,0,-4.73,-2.22,-6.95,20.85,15.57,,,,,,,24.0
Cornell,Ivy,,5,3,1,-3.68,-3.34,-7.01,21.7,18.57,,,,,,,167.0
Brown,Ivy,,6,3,0,-3.2,-4.09,-7.28,22.02,18.77,,,,,,,165.0
Dartmouth,Ivy,,6,3,0,-4.57,-2.71,-7.28,21.72,18.07,,,,,,,168.0
West Virginia,Ind,,2,9,0,-1.26,-6.15,-7.41,25.2,23.48,,,,,,,50.0
Citadel,Southern,,5,6,0,-5.61,-1.92,-7.53,22.03,18.12,,,,,,,228.0
Western Michigan,MAC,,7,4,0,-6.14,-1.81,-7.94,19.89,15.01,,,,,,,82.0
Army,Ind,,4,6,1,-4.64,-3.65,-8.29,22.04,17.71,,,,,,,65.0
Villanova,Ind,,5,6,0,-2.81,-5.94,-8.75,23.24,18.37,,,,,,,162.0
Wichita State,MVC,,4,7,0,-0.62,-8.24,-8.86,25.14,21.9,,,,,,,
Drake,MVC,,4,7,0,-2.93,-6.22,-9.14,23.38,20.87,,,,,,,220.0
Pacific,PCAA,,4,8,0,-5.37,-4.22,-9.59,21.46,19.41,,,,,,,376.0
Vanderbilt,SEC,,2,9,0,-1.55,-9.04,-10.59,25.41,28.07,,,,,,,120.0
Southern Illinois,MVC,,7,4,0,-5.47,-5.22,-10.69,18.52,18.95,,,,,,,189.0
Harvard,Ivy,,4,4,1,-1.34,-9.37,-10.71,23.04,22.6,,,,,,,169.0
West Texas A&M,MVC,,3,8,0,-3.59,-7.17,-10.76,25.0,22.53,,,,,,,416.0
Bowling Green,MAC,,4,7,0,-0.68,-10.22,-10.9,28.94,24.43,,,,,,,73.0
Long Beach State,PCAA,,5,6,0,-6.83,-4.97,-11.8,19.14,18.26,,,,,,,
VMI,Southern,,3,8,0,-10.52,-1.33,-11.85,16.02,16.47,,,,,,,233.0
Cal State Fullerton,PCAA,,5,7,0,-0.56,-12.27,-12.83,25.96,25.94,,,,,,,
Louisiana,Southland,,3,8,0,-10.41,-2.62,-13.03,15.94,17.14,,,,,,,126.0
Northwestern,Big Ten,,0,10,1,-7.77,-5.83,-13.6,17.9,29.51,,,,,,,35.0
Northwestern State,Ind,,5,6,0,-7.08,-6.82,-13.9,18.1,23.52,,,,,,,243.0
Air Force,Ind,,3,8,0,-2.93,-11.09,-14.03,22.71,25.08,,,,,,,83.0
Boston College,Ind,,0,11,0,-6.78,-7.77,-14.55,20.12,21.09,,,,,,,13.0
Princeton,Ivy,,2,5,2,-8.94,-5.64,-14.58,16.11,20.36,,,,,,,171.0
Columbia,Ivy,,3,5,1,-10.51,-4.51,-15.02,14.76,24.62,,,,,,,166.0
Northern Illinois,MAC,,5,6,0,-1.84,-13.39,-15.23,23.69,27.52,,,,,,,79.0
Ohio,MAC,,3,8,0,-11.22,-4.65,-15.86,14.23,19.22,,,,,,,80.0
Lamar,Southland,,2,8,1,-5.09,-11.04,-16.13,20.66,25.96,,,,,,,240.0
Indiana State,MVC,,3,8,0,-11.8,-4.48,-16.29,14.04,18.63,,,,,,,183.0
Penn,Ivy,,2,6,1,-8.89,-7.47,-16.36,16.37,21.05,,,,,,,170.0
Colgate,Ind,,3,8,0,-10.83,-5.72,-16.55,15.2,19.23,,,,,,,211.0
UTEP,WAC,,1,11,0,-8.46,-8.13,-16.59,18.63,27.19,,,,,,,62.0
Fresno St.,PCAA,,3,8,0,-3.87,-13.27,-17.15,23.84,27.21,,,,,,,86.0
Kent State,MAC,,4,7,0,-10.94,-7.0,-17.94,14.87,22.47,,,,,,,77.0
Marshall,Southern,,1,10,0,-12.75,-6.57,-19.32,13.68,23.39,,,,,,,55.0
Toledo,MAC,,2,9,0,-11.0,-9.06,-20.06,14.85,22.86,,,,,,,81.0
Eastern Michigan,MAC,,3,7,0,-12.06,-9.03,-21.09,13.66,24.48,,,,,,,76.0
Illinois State,Ind,,2,9,0,-12.15,-12.35,-24.5,13.3,29.58,,,,,,,182.0
