School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Alabama,SEC,1.0,11,1,0,14.15,11.84,25.99,41.83,0.01,,,,,,,107.0
USC,Pac-10,2.0,12,1,0,10.1,15.4,25.51,37.63,-2.78,,,,,,,103.0
Oklahoma,Big 8,3.0,11,1,0,15.05,9.77,24.82,49.29,1.61,,,,,,,45.0
Penn State,Ind,4.0,11,1,0,7.41,14.5,21.91,37.54,-1.78,,,,,,,37.0
Michigan,Big Ten,5.0,10,2,0,7.58,13.67,21.25,40.29,0.02,,,,,,,31.0
Nebraska,Big 8,8.0,9,3,0,13.73,7.34,21.07,47.8,4.43,,,,,,,34.0
Arkansas,SWC,11.0,9,2,1,7.83,12.18,20.01,37.58,0.71,,,,,,,108.0
Notre Dame,Ind,7.0,9,3,0,11.34,8.38,19.72,37.56,2.81,,,,,,,70.0
Texas,SWC,9.0,9,3,0,5.19,14.21,19.4,35.34,-2.61,,,,,,,48.0
Houston,SWC,10.0,9,3,0,12.47,6.54,19.01,41.36,4.91,,,,,,,5.0
Michigan St.,Big Ten,12.0,8,3,0,12.17,6.22,18.39,45.92,7.62,,,,,,,32.0
Washington,Pac-10,,7,4,0,6.79,10.95,17.74,36.26,1.86,,,,,,,105.0
Clemson,ACC,6.0,11,1,0,8.06,9.62,17.69,39.27,4.08,,,,,,,14.0
Stanford,Pac-10,17.0,8,4,0,12.27,4.71,16.98,38.83,7.03,,,,,,,101.0
UCLA,Pac-10,14.0,8,3,1,5.55,9.86,15.42,33.08,2.86,,,,,,,102.0
Missouri,Big 8,15.0,8,4,0,11.03,4.28,15.31,42.74,7.72,,,,,,,115.0
Florida St.,Ind,,8,3,0,11.34,3.79,15.13,39.53,9.38,,,,,,,16.0
Georgia,SEC,16.0,9,2,1,6.54,7.33,13.86,34.22,5.4,,,,,,,111.0
Maryland,ACC,20.0,9,3,0,4.89,8.66,13.55,32.74,5.26,,,,,,,30.0
LSU,SEC,,8,4,0,6.71,6.56,13.26,33.28,5.66,,,,,,,113.0
Purdue,Big Ten,13.0,9,2,1,2.98,10.1,13.08,28.7,2.76,,,,,,,38.0
Ohio St.,Big Ten,,7,4,1,8.93,4.05,12.99,37.54,8.66,,,,,,,36.0
Texas Tech,SWC,,7,4,0,9.65,3.0,12.66,35.38,11.31,,,,,,,49.0
Arizona St.,Pac-10,,9,3,0,8.94,3.26,12.2,36.81,10.83,,,,,,,96.0
Texas A&M,SWC,19.0,8,4,0,3.44,8.76,12.2,33.61,4.84,,,,,,,119.0
SMU,SWC,,4,6,1,9.94,2.18,12.12,40.11,9.07,,,,,,,8.0
NC State,ACC,18.0,9,3,0,6.82,3.87,10.69,33.17,9.2,,,,,,,20.0
Florida,SEC,,4,7,0,7.04,3.45,10.49,35.06,8.07,,,,,,,110.0
Mississippi St.,SEC,,6,5,0,3.8,6.32,10.12,31.71,7.4,,,,,,,114.0
Arizona,Pac-10,,5,6,0,5.44,4.66,10.11,32.54,7.51,,,,,,,95.0
Pittsburgh,Ind,,8,4,0,2.81,6.87,9.68,30.64,6.63,,,,,,,22.0
North Texas,Ind,,9,2,0,3.57,5.46,9.03,31.77,7.86,,,,,,,57.0
Tennessee,SEC,,5,5,1,5.94,3.0,8.94,33.51,10.33,,,,,,,118.0
Baylor,SWC,,3,8,0,6.46,2.16,8.61,32.73,8.46,,,,,,,41.0
Auburn,SEC,,6,4,1,2.84,5.32,8.16,30.61,7.51,,,,,,,109.0
Iowa St.,Big 8,,8,4,0,0.07,7.95,8.02,26.21,4.24,,,,,,,42.0
BYU,WAC,,9,4,0,3.43,4.52,7.95,31.49,8.41,,,,,,,66.0
Navy,Ind,,9,3,0,-0.54,8.49,7.95,28.29,5.62,,,,,,,7.0
South Carolina,Ind,,5,5,1,3.82,3.3,7.11,30.83,8.92,,,,,,,117.0
Colorado,Big 8,,6,5,0,2.11,4.58,6.69,29.98,8.32,,,,,,,98.0
Tulsa,MVC,,9,2,0,6.04,0.55,6.59,30.64,12.44,,,,,,,12.0
Georgia Tech,Ind,,7,5,0,6.21,0.3,6.51,32.79,12.95,,,,,,,17.0
California,Pac-10,,6,5,0,4.97,1.41,6.38,31.76,13.45,,,,,,,97.0
Miami (FL),Ind,,6,5,0,0.19,5.86,6.04,26.5,7.34,,,,,,,19.0
East Carolina,Ind,,9,3,0,0.43,5.46,5.89,29.45,7.99,,,,,,,4.0
Kentucky,SEC,,4,6,1,-0.8,6.31,5.51,28.72,6.39,,,,,,,112.0
Southern Miss,Ind,,7,4,0,1.27,3.95,5.22,27.35,8.35,,,,,,,60.0
Utah,WAC,,8,3,0,2.13,2.66,4.79,31.37,10.69,,,,,,,104.0
Indiana,Big Ten,,4,7,0,4.04,-0.31,3.73,29.7,16.01,,,,,,,28.0
Oklahoma St.,Big 8,,3,8,0,-0.48,4.15,3.66,26.39,9.88,,,,,,,46.0
Wisconsin,Big Ten,,5,4,2,2.46,1.18,3.64,28.64,17.4,,,,,,,40.0
Louisville,Ind,,7,4,0,2.99,0.46,3.45,33.67,14.47,,,,,,,18.0
Oregon,Pac-10,,2,9,0,0.76,2.66,3.43,26.65,8.63,,,,,,,99.0
New Mexico,WAC,,7,5,0,0.64,2.62,3.26,27.58,10.46,,,,,,,89.0
Washington St.,Pac-10,,3,7,1,7.49,-4.46,3.04,35.31,17.75,,,,,,,106.0
Temple,Ind,,7,3,1,3.77,-1.02,2.75,30.86,13.32,,,,,,,10.0
Ball St.,MAC,,10,1,0,-3.32,6.06,2.74,22.96,7.73,,,,,,,72.0
North Carolina,ACC,,5,6,0,3.3,-0.7,2.6,28.55,12.84,,,,,,,21.0
Ole Miss,SEC,,5,6,0,-0.17,2.65,2.48,26.35,11.71,,,,,,,116.0
Furman,Southern,,8,3,0,2.77,-0.64,2.14,30.17,14.47,,,,,,,230.0
Central Michigan,MAC,,9,2,0,-0.33,2.17,1.84,29.99,12.3,,,,,,,75.0
Cincinnati,Ind,,5,6,0,4.67,-2.97,1.7,32.55,15.28,,,,,,,2.0
Rutgers,Ind,,9,3,0,-1.25,2.62,1.37,27.82,10.73,,,,,,,39.0
Oregon St.,Pac-10,,3,7,1,-2.11,3.23,1.13,24.03,11.35,,,,,,,100.0
Wyoming,WAC,,5,7,0,0.87,-0.08,0.79,28.29,13.17,,,,,,,94.0
Hawaii,Ind,,6,5,0,2.73,-2.4,0.33,29.09,17.39,,,,,,,87.0
Minnesota,Big Ten,,5,6,0,2.17,-2.06,0.11,26.09,16.66,,,,,,,33.0
Tulane,Ind,,4,7,0,-2.04,2.13,0.08,24.2,11.06,,,,,,,11.0
Virginia Tech,Ind,,4,7,0,-2.32,2.33,0.01,24.13,12.41,,,,,,,25.0
Kansas St.,Big 8,,4,7,0,1.67,-2.21,-0.54,29.12,18.63,,,,,,,44.0
Utah St.,PCAA,,7,4,0,2.45,-3.08,-0.62,28.75,15.29,,,,,,,93.0
UNLV,Ind,,7,4,0,-2.45,1.75,-0.7,25.1,11.37,,,,,,,92.0
Chattanooga,Southern,,7,3,1,0.84,-1.62,-0.78,30.06,14.46,,,,,,,227.0
TCU,SWC,,2,9,0,-3.63,2.75,-0.88,23.39,19.16,,,,,,,47.0
