School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Tulsa,MVC,,8,3,0,4.99,2.06,7.06,31.93,13.66,,,,,,,12.0
Temple,Ind,,8,2,0,6.64,0.06,6.69,38.15,11.27,,,,,,,10.0
Colorado,Big 8,,5,6,0,9.27,-2.63,6.64,35.97,12.91,,,,,,,98.0
Duke,ACC,,6,5,0,1.15,5.49,6.64,26.76,7.94,,,,,,,15.0
San Diego St.,PCAA,,8,2,1,4.42,2.0,6.42,30.62,10.8,,,,,,,90.0
Iowa St.,Big 8,,4,7,0,1.84,4.5,6.34,29.43,3.63,,,,,,,42.0
Stanford,Pac-8,,5,4,2,3.49,2.29,5.77,28.81,9.2,,,,,,,101.0
Purdue,Big Ten,,4,6,1,5.72,-0.16,5.57,31.16,12.71,,,,,,,38.0
SMU,SWC,,6,4,1,6.04,-0.63,5.41,31.79,10.42,,,,,,,8.0
Miami (FL),Ind,,6,5,0,0.21,4.99,5.2,26.86,6.05,,,,,,,19.0
Memphis,Ind,,7,4,0,0.74,3.99,4.72,27.51,7.67,,,,,,,6.0
Arizona,WAC,,9,2,0,2.06,2.38,4.44,29.46,9.78,,,,,,,95.0
BYU,WAC,,7,4,1,3.88,0.4,4.28,31.57,11.16,,,,,,,66.0
Arizona St.,WAC,,7,5,0,-0.46,4.65,4.19,27.14,6.86,,,,,,,96.0
Harvard,Ivy,,7,2,0,4.59,-0.63,3.96,31.49,12.81,,,,,,,169.0
Kansas,Big 8,,4,7,0,0.05,3.75,3.79,28.65,8.73,,,,,,,43.0
Kansas St.,Big 8,,4,7,0,1.65,1.84,3.49,29.15,12.27,,,,,,,44.0
Washington,Pac-8,,5,6,0,5.85,-2.78,3.07,36.48,15.18,,,,,,,105.0
Cincinnati,Ind,,7,4,0,1.32,1.32,2.64,27.69,9.42,,,,,,,2.0
West Virginia,Ind,,4,7,0,1.34,0.76,2.1,28.41,9.62,,,,,,,50.0
San Jose St.,PCAA,,8,3,1,2.11,-0.64,1.47,29.7,13.01,,,,,,,91.0
Virginia,ACC,,4,7,0,2.33,-1.2,1.13,27.39,12.39,,,,,,,24.0
Oregon St.,Pac-8,,3,8,0,2.9,-2.02,0.89,29.78,13.83,,,,,,,100.0
Utah St.,Ind,,8,3,0,-3.79,4.53,0.74,21.54,10.84,,,,,,,93.0
Virginia Tech,Ind,,4,7,0,3.94,-3.34,0.61,32.7,16.13,,,,,,,25.0
Ole Miss,SEC,,3,8,0,-2.71,3.3,0.59,24.19,9.99,,,,,,,116.0
Iowa,Big Ten,,3,8,0,0.89,-0.52,0.37,26.66,13.83,,,,,,,29.0
Tampa,Ind,,6,5,0,1.48,-1.45,0.04,28.44,12.96,,,,,,,
Rice,SWC,,2,8,1,-3.11,2.93,-0.18,24.38,7.88,,,,,,,59.0
Navy,Ind,,4,7,0,-3.75,3.28,-0.47,22.72,10.1,,,,,,,7.0
Kent State,MAC,,7,4,0,-0.11,-0.43,-0.54,26.81,11.89,,,,,,,77.0
East Carolina,Southern,,7,4,0,-0.33,-0.81,-1.14,24.57,13.41,,,,,,,4.0
Ohio,MAC,,6,5,0,-1.2,0.0,-1.2,27.67,13.41,,,,,,,80.0
Bowling Green,MAC,,6,4,1,1.07,-2.33,-1.26,26.88,14.8,,,,,,,73.0
South Carolina,Ind,,4,7,0,3.26,-4.73,-1.47,28.45,18.24,,,,,,,117.0
West Texas A&M,MVC,,6,5,0,-3.21,1.62,-1.59,22.59,12.28,,,,,,,416.0
Colorado St.,WAC,,4,6,1,4.87,-6.53,-1.66,33.98,17.88,,,,,,,85.0
Tulane,Ind,,5,6,0,-2.19,0.02,-2.17,23.97,10.81,,,,,,,11.0
Rutgers,Ind,,7,3,1,-3.8,1.61,-2.2,23.57,10.59,,,,,,,39.0
VMI,Southern,,7,4,0,-4.74,2.27,-2.48,21.71,11.04,,,,,,,233.0
Southern Miss,Ind,,6,5,0,-4.03,1.4,-2.63,21.59,14.3,,,,,,,60.0
Indiana,Big Ten,,1,10,0,-0.74,-1.94,-2.68,26.14,13.63,,,,,,,28.0
Washington St.,Pac-8,,2,9,0,-2.22,-0.89,-3.12,24.02,13.66,,,,,,,106.0
Syracuse,Ind,,2,9,0,-4.08,0.89,-3.19,23.33,11.71,,,,,,,23.0
Minnesota,Big Ten,,4,7,0,-0.74,-2.54,-3.27,24.12,19.03,,,,,,,33.0
Lamar,Ind,,8,2,0,-6.84,3.37,-3.47,16.74,10.4,,,,,,,240.0
Florida St.,Ind,,1,10,0,-2.77,-0.93,-3.7,25.2,13.53,,,,,,,16.0
Princeton,Ivy,,4,4,1,-1.17,-2.6,-3.77,24.8,14.78,,,,,,,171.0
Penn,Ivy,,6,2,1,-0.56,-3.27,-3.83,25.07,18.05,,,,,,,170.0
Arkansas St.,Ind,,7,3,0,-5.03,-0.49,-5.52,20.99,13.54,,,,,,,122.0
Northwestern,Big Ten,,3,8,0,-2.13,-3.5,-5.62,23.21,22.53,,,,,,,35.0
Brown,Ivy,,5,4,0,-5.31,-1.16,-6.47,20.07,14.5,,,,,,,165.0
Pacific,PCAA,,6,5,0,-1.82,-4.69,-6.5,24.96,19.0,,,,,,,376.0
New Mexico,WAC,,4,6,1,-2.49,-4.09,-6.58,24.11,17.21,,,,,,,89.0
Army,Ind,,3,8,0,-2.06,-4.9,-6.96,23.63,18.79,,,,,,,65.0
Holy Cross,Ind,,5,5,1,-6.32,-0.68,-7.0,19.89,15.49,,,,,,,214.0
Air Force,Ind,,2,9,0,-4.45,-2.57,-7.01,22.4,13.49,,,,,,,83.0
Dartmouth,Ivy,,3,6,0,-9.36,2.29,-7.07,15.33,9.86,,,,,,,168.0
Louisville,MVC,,4,7,0,-6.55,-0.55,-7.1,18.19,16.66,,,,,,,18.0
William & Mary,Southern,,4,7,0,-2.21,-4.9,-7.11,24.66,18.48,,,,,,,163.0
Fresno St.,PCAA,,5,7,0,-3.76,-3.6,-7.37,22.67,15.08,,,,,,,86.0
Cornell,Ivy,,3,5,1,-1.91,-5.6,-7.5,23.63,18.72,,,,,,,167.0
Long Beach State,PCAA,,6,5,0,-1.02,-6.68,-7.69,23.68,20.27,,,,,,,
Appalachian St.,Southern,,6,5,0,-5.5,-2.28,-7.78,19.26,14.89,,,,,,,121.0
Hawaii,Ind,,6,5,0,-5.84,-2.34,-8.18,19.89,15.26,,,,,,,87.0
New Mexico State,MVC,,5,6,0,-3.43,-4.88,-8.3,21.83,16.63,,,,,,,69.0
Wake Forest,ACC,,1,10,0,-9.57,0.99,-8.58,17.07,19.19,,,,,,,26.0
Toledo,MAC,,6,5,0,0.57,-9.22,-8.65,26.74,22.76,,,,,,,81.0
Oregon,Pac-8,,2,9,0,-7.26,-2.35,-9.61,18.87,20.19,,,,,,,99.0
UTEP,WAC,,4,7,0,-0.08,-9.72,-9.8,25.76,22.39,,,,,,,62.0
TCU,SWC,,1,10,0,-8.04,-2.1,-10.14,19.44,20.85,,,,,,,47.0
Citadel,Southern,,4,7,0,-3.18,-7.36,-10.54,23.46,21.4,,,,,,,228.0
Chattanooga,Ind,,4,7,0,-6.53,-4.27,-10.8,20.69,18.72,,,,,,,227.0
Richmond,Southern,,5,5,0,-0.98,-9.97,-10.95,22.65,25.04,,,,,,,159.0
Wyoming,WAC,,2,9,0,-6.89,-4.89,-11.78,19.32,18.33,,,,,,,94.0
Furman,Southern,,5,6,0,-10.85,-1.31,-12.16,13.21,13.89,,,,,,,230.0
North Texas,MVC,,2,7,2,-8.08,-4.11,-12.19,16.67,18.89,,,,,,,57.0
Villanova,Ind,,3,8,0,-12.89,-0.58,-13.47,12.73,18.39,,,,,,,162.0
Colgate,Ind,,4,6,0,1.17,-15.48,-14.31,26.43,29.72,,,,,,,211.0
Western Michigan,MAC,,3,8,0,-6.51,-8.94,-15.45,18.89,22.23,,,,,,,82.0
Drake,MVC,,3,7,1,-2.34,-13.4,-15.74,21.21,28.37,,,,,,,220.0
Wichita State,MVC,,1,9,1,-11.25,-4.58,-15.83,14.59,22.72,,,,,,,
Idaho,Ind,,2,8,1,-4.59,-11.48,-16.07,20.52,25.55,,,,,,,133.0
Utah,WAC,,1,10,0,-8.28,-9.3,-17.58,17.59,24.66,,,,,,,104.0
Northern Illinois,Ind,,4,7,0,-8.31,-10.25,-18.56,15.85,23.27,,,,,,,79.0
Louisiana,Ind,,2,9,0,-7.64,-11.4,-19.04,16.87,24.85,,,,,,,126.0
Dayton,Ind,,3,8,0,-7.22,-13.69,-20.91,17.04,27.73,,,,,,,219.0
Marshall,Ind,,1,10,0,-13.09,-7.84,-20.93,12.94,21.87,,,,,,,55.0
Southern Illinois,Ind,,2,9,0,-11.01,-9.96,-20.97,14.62,25.45,,,,,,,189.0
Columbia,Ivy,,1,8,0,-11.47,-10.06,-21.53,14.13,25.61,,,,,,,166.0
Texas-Arlington,Ind,,1,10,0,-13.07,-12.66,-25.72,11.59,29.56,,,,,,,
